date_obj,Rune%20full%20helm%20(g) price
2019-04-02,94562
2019-04-03,94926
2019-04-04,94363
2019-04-05,94242
2019-04-06,94370
2019-04-07,94678
2019-04-08,94230
2019-04-09,94145
2019-04-10,93105
2019-04-11,93604
2019-04-12,93978
2019-04-13,93678
2019-04-14,93868
2019-04-15,93342
2019-04-16,93370
2019-04-17,93915
2019-04-18,94104
2019-04-19,91386
2019-04-20,88511
2019-04-21,87507
2019-04-22,86574
2019-04-23,85172
2019-04-24,84610
2019-04-25,81893
2019-04-26,80385
2019-04-27,78759
2019-04-28,77441
2019-04-29,76014
2019-04-30,73996
2019-05-01,72677
2019-05-02,73589
2019-05-03,75661
2019-05-04,79166
2019-05-05,83090
2019-05-06,87245
2019-05-07,91608
2019-05-08,96189
2019-05-09,100999
2019-05-10,106049
2019-05-11,111352
2019-05-12,116920
2019-05-13,122766
2019-05-14,128905
2019-05-15,135351
2019-05-16,142119
2019-05-17,148130
2019-05-18,155400
2019-05-19,162641
2019-05-20,167518
2019-05-21,164510
2019-05-22,160202
2019-05-23,154780
2019-05-24,147167
2019-05-25,140025
2019-05-26,133136
2019-05-27,126764
2019-05-28,120425
2019-05-29,114403
2019-05-30,108682
2019-05-31,103247
2019-06-01,98117
2019-06-02,93296
2019-06-03,89549
2019-06-04,86119
2019-06-05,82633
2019-06-06,79878
2019-06-07,80737
2019-06-08,81014
2019-06-09,81022
2019-06-10,81655
2019-06-11,82399
2019-06-12,82010
2019-06-13,80913
2019-06-14,79292
2019-06-15,79281
2019-06-16,77932
2019-06-17,78193
2019-06-18,77703
2019-06-19,76895
2019-06-20,76953
2019-06-21,76080
2019-06-22,77109
2019-06-23,77637
2019-06-24,77675
2019-06-25,77861
2019-06-26,79022
2019-06-27,78622
2019-06-28,78385
2019-06-29,79252
2019-06-30,78331
2019-07-01,78405
2019-07-02,79182
2019-07-03,79629
2019-07-04,80743
2019-07-05,80413
2019-07-06,80016
2019-07-07,80236
2019-07-08,79767
2019-07-09,79384
2019-07-10,78699
2019-07-11,78965
2019-07-12,78642
2019-07-13,77590
2019-07-14,77119
2019-07-15,77590
2019-07-16,78165
2019-07-17,78903
2019-07-18,79539
2019-07-19,79208
2019-07-20,79301
2019-07-21,79276
2019-07-22,77363
2019-07-23,76159
2019-07-24,74493
2019-07-25,73783
2019-07-26,74439
2019-07-27,75181
2019-07-28,75545
2019-07-29,75625
2019-07-30,76288
2019-07-31,76304
2019-08-01,75904
2019-08-02,75422
2019-08-03,74017
2019-08-04,74372
2019-08-05,73944
2019-08-06,74725
2019-08-07,74127
2019-08-08,74261
2019-08-09,75282
2019-08-10,76492
2019-08-11,76534
2019-08-12,76463
2019-08-13,78331
2019-08-14,79085
2019-08-15,79430
2019-08-16,79025
2019-08-17,79562
2019-08-18,80645
2019-08-19,81427
2019-08-20,83216
2019-08-21,81985
2019-08-22,82948
2019-08-23,83592
2019-08-24,83277
2019-08-24,83277
2019-08-25,83936
2019-08-25,83936
2019-08-26,83848
2019-08-26,83848
2019-08-27,83769
2019-08-27,83769
2019-08-28,84722
2019-08-29,85599
2019-08-30,85290
2019-08-31,84364
2019-09-01,84146
2019-09-02,85120
2019-09-03,87617
2019-09-04,90826
2019-09-05,94593
2019-09-06,99125
2019-09-07,102900
2019-09-08,104360
2019-09-09,102624
2019-09-10,101409
2019-09-11,103867
2019-09-12,104857
2019-09-13,106762
2019-09-14,108503
2019-09-15,111606
2019-09-16,111185
2019-09-17,109786
2019-09-18,108536
2019-09-19,106597
2019-09-20,103097
2019-09-21,102550
2019-09-22,102689
2019-09-23,103478
2019-09-24,104594
2019-09-25,104935
2019-09-26,103019
2019-09-27,101763
2019-09-28,99285
2019-09-29,96099
2019-09-30,92305
2019-10-01,91343
2019-10-02,90674
2019-10-03,88365
2019-10-04,88358
2019-10-05,88837
2019-10-06,88808
2019-10-07,91173
2019-10-08,92802
2019-10-09,93992
2019-10-10,94743
2019-10-11,95831
2019-10-12,95826
2019-10-13,92285
2019-10-14,90434
2019-10-15,88709
2019-10-16,87380
2019-10-17,86722
2019-10-18,86694
2019-10-19,85632
2019-10-20,84425
2019-10-21,82061
2019-10-22,81204
2019-10-23,83061
2019-10-24,84285
2019-10-25,84259
2019-10-26,82721
2019-10-27,84542
2019-10-28,85761
2019-10-29,86975
2019-10-30,87479
2019-10-31,88609
2019-11-01,88967
2019-11-02,89550
2019-11-03,89427
2019-11-04,90437
2019-11-05,90088
2019-11-06,90249
2019-11-07,90805
2019-11-08,90106
2019-11-09,88713
2019-11-10,87575
2019-11-11,86792
2019-11-12,85129
2019-11-13,85729
2019-11-14,85710
2019-11-15,85602
2019-11-16,87635
2019-11-17,88634
2019-11-18,91282
2019-11-19,93314
2019-11-20,93556
2019-11-21,93378
2019-11-22,95137
2019-11-23,94342
2019-11-24,95459
2019-11-25,96731
2019-11-26,95389
2019-11-27,95389
2019-11-28,95376
2019-11-29,95586
2019-11-30,94710
2019-12-01,95164
2019-12-02,95353
2019-12-03,96349
2019-12-04,97107
2019-12-05,99228
2019-12-06,99072
2019-12-07,97415
2019-12-08,95734
2019-12-09,95955
2019-12-10,96165
2019-12-11,96578
2019-12-12,96059
2019-12-13,96543
2019-12-14,97270
2019-12-15,97997
2019-12-16,97387
2019-12-17,97602
2019-12-18,97469
2019-12-19,97573
2019-12-20,98020
2019-12-21,98419
2019-12-22,98924
2019-12-23,98986
2019-12-24,98938
2019-12-25,99350
2019-12-26,98215
2019-12-27,97258
2019-12-28,98032
2019-12-29,98300
2019-12-30,97967
2019-12-31,98401
2020-01-01,99020
2020-01-02,99767
2020-01-03,100182
2020-01-04,100922
2020-01-05,98912
2020-01-06,96874
2020-01-07,95320
2020-01-08,93696
2020-01-09,94037
2020-01-10,94889
2020-01-11,95993
2020-01-12,94665
2020-01-13,93350
2020-01-14,92234
2020-01-15,92240
2020-01-16,93652
2020-01-17,93918
2020-01-18,93479
2020-01-19,92772
2020-01-20,93391
2020-01-21,92919
2020-01-22,92967
2020-01-23,93242
2020-01-24,93430
2020-01-25,92056
2020-01-26,91832
2020-01-27,92308
2020-01-28,90975
2020-01-29,90651
2020-01-30,89034
2020-01-31,88743
2020-02-01,88841
2020-02-02,88252
2020-02-03,88429
2020-02-04,88671
2020-02-05,89343
2020-02-06,89765
2020-02-07,88638
2020-02-08,86821
2020-02-09,84758
2020-02-10,83841
2020-02-11,82249
2020-02-12,81185
2020-02-13,82438
2020-02-14,81974
2020-02-15,80896
2020-02-16,79427
2020-02-17,79886
2020-02-18,80103
2020-02-19,80140
2020-02-20,81276
2020-02-21,81276
2020-02-22,80897
2020-02-23,81508
2020-02-24,82587
2020-02-25,81800
2020-02-26,79804
2020-02-27,79110
2020-02-28,79284
2020-02-29,79580
2020-03-01,80146
2020-03-02,81384
2020-03-03,81845
2020-03-04,82704
2020-03-05,82711
2020-03-06,83311
2020-03-07,83400
2020-03-08,82124
2020-03-09,81276
2020-03-10,81142
2020-03-11,81594
2020-03-12,81589
2020-03-13,81612
2020-03-14,83134
2020-03-15,83501
2020-03-16,84671
2020-03-17,84143
2020-03-18,82662
2020-03-19,81083
2020-03-20,81513
2020-03-21,82619
2020-03-22,82571
2020-03-23,83963
2020-03-24,83538
2020-03-25,83362
2020-03-26,83533
2020-03-27,82565
2020-03-28,81272
2020-03-29,81206
2020-03-30,82553
2020-03-31,83755
2020-04-01,84313
2020-04-02,84135
2020-04-03,82077
2020-04-04,82598
2020-04-05,82545
2020-04-06,81987
2020-04-07,81001
2020-04-08,81565
2020-04-09,81436
2020-04-10,79024
2020-04-11,77498
2020-04-12,78794
2020-04-13,80040
2020-04-14,80069
2020-04-15,79141
2020-04-16,78504
2020-04-17,79241
2020-04-18,80249
2020-04-19,80230
2020-04-20,79421
2020-04-21,79127
2020-04-22,79255
2020-04-23,78509
2020-04-24,78325
2020-04-25,78286
2020-04-26,78988
2020-04-27,79751
2020-04-28,79746
2020-04-29,80194
2020-04-30,79645
2020-05-01,78710
2020-05-02,78492
2020-05-03,78239
2020-05-04,77996
2020-05-05,77947
2020-05-06,76923
2020-05-07,75127
2020-05-08,73299
2020-05-09,73785
2020-05-10,73257
2020-05-11,74109
2020-05-12,74166
2020-05-13,74075
