date_obj,Vyrewatch%20shoes price
2019-04-06,2225
2019-04-07,2189
2019-04-08,2189
2019-04-09,2232
2019-04-10,2232
2019-04-11,2215
2019-04-12,2215
2019-04-13,2252
2019-04-14,2252
2019-04-15,2306
2019-04-16,2306
2019-04-17,2195
2019-04-18,2195
2019-04-19,2186
2019-04-20,2186
2019-04-21,2190
2019-04-22,2190
2019-04-23,2140
2019-04-24,2140
2019-04-25,2156
2019-04-26,2156
2019-04-27,2227
2019-04-28,2227
2019-04-29,2338
2019-04-30,2338
2019-05-01,2454
2019-05-02,2454
2019-05-03,2577
2019-05-04,2577
2019-05-05,2490
2019-05-06,2490
2019-05-07,2416
2019-05-08,2416
2019-05-09,2416
2019-05-10,2413
2019-05-11,2413
2019-05-12,2410
2019-05-13,2410
2019-05-14,2405
2019-05-15,2405
2019-05-16,2405
2019-05-17,2396
2019-05-18,2396
2019-05-19,2403
2019-05-20,2403
2019-05-21,2403
2019-05-22,2402
2019-05-23,2402
2019-05-24,2463
2019-05-25,2463
2019-05-26,2495
2019-05-27,2495
2019-05-28,2533
2019-05-29,2533
2019-05-30,2526
2019-05-31,2526
2019-06-01,2541
2019-06-02,2541
2019-06-03,2555
2019-06-04,2555
2019-06-05,2609
2019-06-06,2609
2019-06-07,2634
2019-06-08,2634
2019-06-09,2601
2019-06-10,2601
2019-06-11,2601
2019-06-12,2632
2019-06-13,2632
2019-06-14,2632
2019-06-15,2632
2019-06-16,2549
2019-06-17,2549
2019-06-18,2549
2019-06-19,2441
2019-06-20,2441
2019-06-21,2364
2019-06-22,2364
2019-06-23,2250
2019-06-24,2250
2019-06-25,2250
2019-06-26,2141
2019-06-27,2141
2019-06-28,2141
2019-06-29,2065
2019-06-30,2065
2019-07-01,2089
2019-07-02,2089
2019-07-03,2012
2019-07-04,2012
2019-07-05,2012
2019-07-06,2009
2019-07-07,2009
2019-07-08,2009
2019-07-09,2062
2019-07-10,2062
2019-07-11,2105
2019-07-12,2105
2019-07-13,2105
2019-07-14,2131
2019-07-15,2131
2019-07-16,2131
2019-07-17,2145
2019-07-18,2145
2019-07-19,2145
2019-07-20,2150
2019-07-21,2150
2019-07-22,2054
2019-07-23,2054
2019-07-24,2054
2019-07-25,1978
2019-07-26,1978
2019-07-27,2021
2019-07-28,2021
2019-07-29,2037
2019-07-30,2037
2019-07-31,2036
2019-08-01,2036
2019-08-02,2036
2019-08-03,2063
2019-08-04,2063
2019-08-05,2063
2019-08-06,2109
2019-08-07,2109
2019-08-08,2025
2019-08-09,2025
2019-08-10,1970
2019-08-11,1970
2019-08-12,1970
2019-08-13,1983
2019-08-14,1983
2019-08-15,1964
2019-08-16,1964
2019-08-17,1988
2019-08-18,1988
2019-08-19,2009
2019-08-20,2009
2019-08-21,2009
2019-08-22,2012
2019-08-23,2012
2019-08-24,2057
2019-08-24,2057
2019-08-25,2057
2019-08-25,2057
2019-08-26,2057
2019-08-26,2057
2019-08-27,2086
2019-08-27,2086
2019-08-28,2086
2019-08-29,2086
2019-08-30,2145
2019-08-31,2145
2019-09-01,2192
2019-09-02,2192
2019-09-03,2192
2019-09-04,2243
2019-09-05,2243
2019-09-06,2243
2019-09-07,2203
2019-09-08,2203
2019-09-09,2203
2019-09-10,2225
2019-09-11,2225
2019-09-12,2225
2019-09-13,2297
2019-09-14,2297
2019-09-15,2367
2019-09-16,2367
2019-09-17,2367
2019-09-18,2418
2019-09-19,2418
2019-09-20,2418
2019-09-21,2529
2019-09-22,2529
2019-09-23,2529
2019-09-24,2521
2019-09-25,2521
2019-09-26,2521
2019-09-27,2570
2019-09-28,2570
2019-09-29,2570
2019-09-30,2652
2019-10-01,2652
2019-10-02,2652
2019-10-03,2785
2019-10-04,2785
2019-10-05,2785
2019-10-06,2808
2019-10-07,2808
2019-10-08,2808
2019-10-09,2742
2019-10-10,2742
2019-10-11,2742
2019-10-12,2745
2019-10-13,2745
2019-10-14,2715
2019-10-15,2715
2019-10-16,2715
2019-10-17,2705
2019-10-18,2705
2019-10-19,2736
2019-10-20,2736
2019-10-21,2736
2019-10-22,2770
2019-10-23,2770
2019-10-24,2770
2019-10-25,2861
2019-10-26,2861
2019-10-27,2861
2019-10-28,2958
2019-10-29,2958
2019-10-30,2958
2019-10-31,3016
2019-11-01,3016
2019-11-02,3016
2019-11-03,3012
2019-11-04,3012
2019-11-05,3012
2019-11-06,3012
2019-11-07,2904
2019-11-08,2904
2019-11-09,2904
2019-11-10,2786
2019-11-11,2786
2019-11-12,2786
2019-11-13,2652
2019-11-14,2652
2019-11-15,2652
2019-11-16,2519
2019-11-17,2519
2019-11-18,2519
2019-11-19,2397
2019-11-20,2397
2019-11-21,2397
2019-11-22,2285
2019-11-23,2285
2019-11-24,2198
2019-11-25,2198
2019-11-26,2216
2019-11-27,2216
2019-11-28,2216
2019-11-29,2216
2019-11-30,2242
2019-12-01,2242
2019-12-02,2242
2019-12-03,2288
2019-12-04,2288
2019-12-05,2288
2019-12-06,2302
2019-12-07,2302
2019-12-08,2302
2019-12-09,2355
2019-12-10,2355
2019-12-11,2355
2019-12-12,2355
2019-12-13,2394
2019-12-14,2394
2019-12-15,2394
2019-12-16,2431
2019-12-17,2431
2019-12-18,2431
2019-12-19,2431
2019-12-20,2479
2019-12-21,2479
2019-12-22,2479
2019-12-23,2364
2019-12-24,2364
2019-12-25,2364
2019-12-26,2395
2019-12-27,2395
2019-12-28,2486
2019-12-29,2486
2019-12-30,2486
2019-12-31,2544
2020-01-01,2544
2020-01-02,2451
2020-01-03,2451
2020-01-04,2451
2020-01-05,2349
2020-01-06,2349
2020-01-07,2353
2020-01-08,2353
2020-01-09,2353
2020-01-10,2377
2020-01-11,2377
2020-01-12,2415
2020-01-13,2415
2020-01-14,2415
2020-01-15,2487
2020-01-16,2487
2020-01-17,2611
2020-01-18,2611
2020-01-19,2716
2020-01-20,2716
2020-01-21,2716
2020-01-22,2780
2020-01-23,2780
2020-01-24,2721
2020-01-25,2721
2020-01-26,2584
2020-01-27,2584
2020-01-28,2585
2020-01-29,2585
2020-01-30,2591
2020-01-31,2591
2020-02-01,2597
2020-02-02,2597
2020-02-03,2529
2020-02-04,2529
2020-02-05,2519
2020-02-06,2519
2020-02-07,2466
2020-02-08,2466
2020-02-09,2461
2020-02-10,2461
2020-02-11,2422
2020-02-12,2422
2020-02-13,2422
2020-02-14,2439
2020-02-15,2439
2020-02-16,2439
2020-02-17,2522
2020-02-18,2522
2020-02-19,2522
2020-02-20,2649
2020-02-21,2649
2020-02-22,2781
2020-02-23,2781
2020-02-24,2867
2020-02-25,2867
2020-02-26,2867
2020-02-27,2908
2020-02-28,2908
2020-02-29,2898
2020-03-01,2898
2020-03-02,2906
2020-03-03,2906
2020-03-04,2906
2020-03-05,2827
2020-03-06,2827
2020-03-07,2839
2020-03-08,2839
2020-03-09,2798
2020-03-10,2798
2020-03-11,2798
2020-03-12,2758
2020-03-13,2758
2020-03-14,2758
2020-03-15,2754
2020-03-16,2754
2020-03-17,2680
2020-03-18,2680
2020-03-19,2659
2020-03-20,2659
2020-03-21,2673
2020-03-22,2673
2020-03-23,2707
2020-03-24,2707
2020-03-25,2726
2020-03-26,2743
2020-03-27,2743
2020-03-28,2636
2020-03-29,2517
2020-03-30,2517
2020-03-31,2408
2020-04-01,2408
2020-04-02,2384
2020-04-03,2384
2020-04-04,2423
2020-04-05,2423
2020-04-06,2422
2020-04-07,2422
2020-04-08,2400
2020-04-09,2400
2020-04-10,2465
2020-04-11,2580
2020-04-12,2580
2020-04-13,2581
2020-04-14,2581
2020-04-15,2537
2020-04-16,2537
2020-04-17,2505
2020-04-18,2549
2020-04-19,2549
2020-04-20,2629
2020-04-21,2629
2020-04-22,2715
2020-04-23,2715
2020-04-24,2687
2020-04-25,2687
2020-04-26,2615
2020-04-27,2489
2020-04-28,2443
2020-04-29,2443
2020-04-30,2362
2020-05-01,2362
2020-05-02,2282
2020-05-03,2282
2020-05-04,2310
2020-05-05,2310
2020-05-06,2372
2020-05-07,2372
2020-05-08,2348
2020-05-09,2348
2020-05-10,2356
2020-05-11,2356
2020-05-12,2356
2020-05-13,2389
