date_obj,Gold%20leaf price
2019-03-27,133990
2019-03-28,134041
2019-03-29,133770
2019-03-30,133770
2019-03-31,134222
2019-04-01,134046
2019-04-02,134046
2019-04-03,133162
2019-04-04,132970
2019-04-05,133376
2019-04-06,133376
2019-04-07,135274
2019-04-08,134868
2019-04-09,134645
2019-04-10,134399
2019-04-11,134094
2019-04-12,133932
2019-04-13,133160
2019-04-14,132765
2019-04-15,132765
2019-04-16,133194
2019-04-17,133194
2019-04-18,132930
2019-04-19,133861
2019-04-20,133921
2019-04-21,133921
2019-04-22,134423
2019-04-23,135222
2019-04-24,134031
2019-04-25,133617
2019-04-26,134272
2019-04-27,134272
2019-04-28,134204
2019-04-29,134204
2019-04-30,133340
2019-05-01,133340
2019-05-02,132423
2019-05-03,132613
2019-05-04,132537
2019-05-05,132850
2019-05-06,132850
2019-05-07,132895
2019-05-08,132895
2019-05-09,131778
2019-05-10,132067
2019-05-11,133468
2019-05-12,133205
2019-05-13,133877
2019-05-14,133161
2019-05-15,133161
2019-05-16,132845
2019-05-17,132845
2019-05-18,133722
2019-05-19,133722
2019-05-20,133450
2019-05-21,133450
2019-05-22,133409
2019-05-23,132954
2019-05-24,132954
2019-05-25,133413
2019-05-26,134995
2019-05-27,134645
2019-05-28,132832
2019-05-29,132615
2019-05-30,133123
2019-05-31,133123
2019-06-01,132795
2019-06-02,133329
2019-06-03,132460
2019-06-04,132953
2019-06-05,132432
2019-06-06,132432
2019-06-07,132409
2019-06-08,132213
2019-06-09,133335
2019-06-10,133335
2019-06-11,132555
2019-06-12,132555
2019-06-13,132471
2019-06-14,132014
2019-06-15,132014
2019-06-16,133795
2019-06-17,135938
2019-06-18,135938
2019-06-19,134175
2019-06-20,133372
2019-06-21,133372
2019-06-22,132851
2019-06-23,133287
2019-06-24,133287
2019-06-25,132880
2019-06-26,132880
2019-06-27,132719
2019-06-28,132719
2019-06-29,132914
2019-06-30,133454
2019-07-01,133454
2019-07-02,135081
2019-07-03,134097
2019-07-04,134097
2019-07-05,133510
2019-07-06,134515
2019-07-07,133867
2019-07-08,133867
2019-07-09,133615
2019-07-10,133899
2019-07-11,133899
2019-07-12,133725
2019-07-13,133725
2019-07-14,133820
2019-07-15,133820
2019-07-16,133715
2019-07-17,134103
2019-07-18,134103
2019-07-19,133373
2019-07-20,133373
2019-07-21,133713
2019-07-22,134112
2019-07-23,135154
2019-07-24,135154
2019-07-25,132903
2019-07-26,132903
2019-07-27,133711
2019-07-28,136462
2019-07-29,134374
2019-07-30,133371
2019-07-31,133069
2019-08-01,133069
2019-08-02,132529
2019-08-03,133389
2019-08-04,133389
2019-08-05,133032
2019-08-06,133032
2019-08-07,133125
2019-08-08,133125
2019-08-09,133608
2019-08-10,133797
2019-08-11,133797
2019-08-12,133319
2019-08-13,133319
2019-08-14,132811
2019-08-15,132780
2019-08-16,132295
2019-08-17,132295
2019-08-18,132355
2019-08-19,133619
2019-08-20,133619
2019-08-21,132917
2019-08-22,133220
2019-08-23,133220
2019-08-24,133283
2019-08-24,133283
2019-08-25,133283
2019-08-25,133283
2019-08-26,133228
2019-08-26,133228
2019-08-27,133228
2019-08-27,133228
2019-08-28,132788
2019-08-29,132788
2019-08-30,132579
2019-08-31,132579
2019-09-01,132183
2019-09-02,132183
2019-09-03,131929
2019-09-04,132479
2019-09-05,132479
2019-09-06,131937
2019-09-07,131887
2019-09-08,131840
2019-09-09,131840
2019-09-10,132434
2019-09-11,132655
2019-09-12,132655
2019-09-13,133014
2019-09-14,132412
2019-09-15,132963
2019-09-16,132699
2019-09-17,132699
2019-09-18,132252
2019-09-19,132252
2019-09-20,132818
2019-09-21,132535
2019-09-22,132873
2019-09-23,132658
2019-09-24,132658
2019-09-25,132185
2019-09-26,131961
2019-09-27,131961
2019-09-28,132562
2019-09-29,132562
2019-09-30,132402
2019-10-01,131869
2019-10-02,131869
2019-10-03,131877
2019-10-04,131877
2019-10-05,132334
2019-10-06,132115
2019-10-07,132115
2019-10-08,132497
2019-10-09,132497
2019-10-10,133163
2019-10-11,133163
2019-10-12,132290
2019-10-13,133035
2019-10-14,132976
2019-10-15,132976
2019-10-16,133435
2019-10-17,133435
2019-10-18,133583
2019-10-19,134423
2019-10-20,134423
2019-10-21,132817
2019-10-22,132817
2019-10-23,133080
2019-10-24,134587
2019-10-25,133178
2019-10-26,135675
2019-10-27,135225
2019-10-28,133888
2019-10-29,133888
2019-10-30,132403
2019-10-31,132384
2019-11-01,132384
2019-11-02,133509
2019-11-03,133997
2019-11-04,133018
2019-11-05,133018
2019-11-06,134204
2019-11-07,134204
2019-11-08,133581
2019-11-09,134429
2019-11-10,133709
2019-11-11,133078
2019-11-12,133078
2019-11-13,132895
2019-11-14,132895
2019-11-15,132833
2019-11-16,132619
2019-11-17,132619
2019-11-18,132324
2019-11-19,132324
2019-11-20,132536
2019-11-21,132536
2019-11-22,132660
2019-11-23,132660
2019-11-24,133188
2019-11-25,133188
2019-11-26,133623
2019-11-27,133623
2019-11-28,133874
2019-11-29,133874
2019-11-30,133196
2019-12-01,133196
2019-12-02,133415
2019-12-03,133309
2019-12-04,133309
2019-12-05,133236
2019-12-06,133236
2019-12-07,134800
2019-12-08,134800
2019-12-09,135026
2019-12-10,133483
2019-12-11,133483
2019-12-12,133467
2019-12-13,133467
2019-12-14,133970
2019-12-15,133365
2019-12-16,133365
2019-12-17,133796
2019-12-18,133796
2019-12-19,134624
2019-12-20,134624
2019-12-21,135922
2019-12-22,136421
2019-12-23,136421
2019-12-24,134558
2019-12-25,133300
2019-12-26,133300
2019-12-27,135853
2019-12-28,135378
2019-12-29,135378
2019-12-30,135365
2019-12-31,135365
2020-01-01,135385
2020-01-02,134671
2020-01-03,134671
2020-01-04,135091
2020-01-05,135560
2020-01-06,135560
2020-01-07,134799
2020-01-08,134799
2020-01-09,134270
2020-01-10,134346
2020-01-11,135040
2020-01-12,136363
2020-01-13,136756
2020-01-14,133889
2020-01-15,132406
2020-01-16,133291
2020-01-17,133661
2020-01-18,133661
2020-01-19,133290
2020-01-20,133290
2020-01-21,132948
2020-01-22,132853
2020-01-23,133137
2020-01-24,133652
2020-01-25,133480
2020-01-26,133139
2020-01-27,132289
2020-01-28,132289
2020-01-29,132789
2020-01-30,133769
2020-01-31,133769
2020-02-01,133769
2020-02-02,133593
2020-02-03,133428
2020-02-04,133757
2020-02-05,133021
2020-02-06,132923
2020-02-07,132923
2020-02-08,133120
2020-02-09,133423
2020-02-10,133441
2020-02-11,133441
2020-02-12,132923
2020-02-13,132923
2020-02-14,133445
2020-02-15,133445
2020-02-16,135247
2020-02-17,135003
2020-02-18,132938
2020-02-19,132938
2020-02-20,132814
2020-02-21,132814
2020-02-22,133048
2020-02-23,133873
2020-02-24,133306
2020-02-25,132630
2020-02-26,133393
2020-02-27,132616
2020-02-28,132746
2020-02-29,132746
2020-03-01,133938
2020-03-02,133198
2020-03-03,133222
2020-03-04,133222
2020-03-05,133060
2020-03-06,132864
2020-03-07,133378
2020-03-08,133985
2020-03-09,133516
2020-03-10,132992
2020-03-11,132906
2020-03-12,133810
2020-03-13,133566
2020-03-14,133198
2020-03-15,133065
2020-03-16,132420
2020-03-17,132540
2020-03-18,133214
2020-03-19,133572
2020-03-20,132968
2020-03-21,133825
2020-03-22,133834
2020-03-23,134195
2020-03-24,133187
2020-03-25,133737
2020-03-26,134663
2020-03-27,136787
2020-03-28,137119
2020-03-29,138391
2020-03-30,140201
2020-03-31,137792
2020-04-01,135489
2020-04-02,138689
2020-04-03,138689
2020-04-04,138684
2020-04-05,137260
2020-04-06,136500
2020-04-07,135698
2020-04-08,134880
2020-04-09,134096
2020-04-10,134197
2020-04-11,134503
2020-04-12,135297
2020-04-13,135534
2020-04-14,134150
2020-04-15,132923
2020-04-16,132462
2020-04-17,132913
2020-04-18,134028
2020-04-19,134193
2020-04-20,133735
2020-04-21,133726
2020-04-22,133233
2020-04-23,133067
2020-04-24,133633
2020-04-25,133444
2020-04-26,134408
2020-04-27,134518
2020-04-28,133966
2020-04-29,135511
2020-04-30,134228
2020-05-01,134015
2020-05-02,133840
2020-05-03,134133
2020-05-04,134184
2020-05-05,133317
2020-05-06,133461
2020-05-07,133726
2020-05-08,133692
2020-05-09,133812
2020-05-10,134393
2020-05-11,134102
2020-05-12,133431
2020-05-13,133617
