date_obj,Seaweed%20spore price
2019-07-21,425
2019-07-22,415
2019-07-23,417
2019-07-24,414
2019-07-25,424
2019-07-26,428
2019-07-27,439
2019-07-28,438
2019-07-29,452
2019-07-30,459
2019-07-31,464
2019-08-01,464
2019-08-02,471
2019-08-03,474
2019-08-04,474
2019-08-05,493
2019-08-06,518
2019-08-07,532
2019-08-08,521
2019-08-09,508
2019-08-10,490
2019-08-11,466
2019-08-12,446
2019-08-13,426
2019-08-14,437
2019-08-15,459
2019-08-16,481
2019-08-17,481
2019-08-18,495
2019-08-19,511
2019-08-20,520
2019-08-21,545
2019-08-22,573
2019-08-23,602
2019-08-24,632
2019-08-24,632
2019-08-25,661
2019-08-25,661
2019-08-26,690
2019-08-26,690
2019-08-27,714
2019-08-27,714
2019-08-28,717
2019-08-29,695
2019-08-30,669
2019-08-31,665
2019-09-01,651
2019-09-02,634
2019-09-03,612
2019-09-04,592
2019-09-05,569
2019-09-06,572
2019-09-07,556
2019-09-08,541
2019-09-09,523
2019-09-10,513
2019-09-11,506
2019-09-12,530
2019-09-13,524
2019-09-14,520
2019-09-15,512
2019-09-16,517
2019-09-17,515
2019-09-18,523
2019-09-19,516
2019-09-20,516
2019-09-21,518
2019-09-22,509
2019-09-23,500
2019-09-24,500
2019-09-25,496
2019-09-26,504
2019-09-27,499
2019-09-28,487
2019-09-29,469
2019-09-30,460
2019-10-01,451
2019-10-02,435
2019-10-03,428
2019-10-04,435
2019-10-05,416
2019-10-06,405
2019-10-07,413
2019-10-08,421
2019-10-09,421
2019-10-10,437
2019-10-11,425
2019-10-12,412
2019-10-13,410
2019-10-14,418
2019-10-15,428
2019-10-16,433
2019-10-17,433
2019-10-18,450
2019-10-19,453
2019-10-20,444
2019-10-21,463
2019-10-22,477
2019-10-23,487
2019-10-24,512
2019-10-25,535
2019-10-26,562
2019-10-27,584
2019-10-28,609
2019-10-29,609
2019-10-30,607
2019-10-31,610
2019-11-01,613
2019-11-02,597
2019-11-03,581
2019-11-04,576
2019-11-05,576
2019-11-06,562
2019-11-07,550
2019-11-08,560
2019-11-09,587
2019-11-10,588
2019-11-11,580
2019-11-12,584
2019-11-13,579
2019-11-14,592
2019-11-15,590
2019-11-16,608
2019-11-17,608
2019-11-18,589
2019-11-19,570
2019-11-20,572
2019-11-21,572
2019-11-22,563
2019-11-23,559
2019-11-24,542
2019-11-25,559
2019-11-26,552
2019-11-27,552
2019-11-28,552
2019-11-29,578
2019-11-30,589
2019-12-01,606
2019-12-02,631
2019-12-03,639
2019-12-04,637
2019-12-05,637
2019-12-06,649
2019-12-07,639
2019-12-08,615
2019-12-09,616
2019-12-10,647
2019-12-11,661
2019-12-12,655
2019-12-13,651
2019-12-14,669
2019-12-15,680
2019-12-16,704
2019-12-17,720
2019-12-18,708
2019-12-19,721
2019-12-20,758
2019-12-21,795
2019-12-22,773
2019-12-23,757
2019-12-24,735
2019-12-25,713
2019-12-26,692
2019-12-27,674
2019-12-28,655
2019-12-29,630
2019-12-30,620
2019-12-31,598
2020-01-01,570
2020-01-02,544
2020-01-03,519
2020-01-04,493
2020-01-05,468
2020-01-06,444
2020-01-07,421
2020-01-08,399
2020-01-09,384
2020-01-10,381
2020-01-11,380
2020-01-12,369
2020-01-13,369
2020-01-14,365
2020-01-15,367
2020-01-16,348
2020-01-17,330
2020-01-18,314
2020-01-19,316
2020-01-20,318
2020-01-21,318
2020-01-22,322
2020-01-23,338
2020-01-24,355
2020-01-25,373
2020-01-26,391
2020-01-27,407
2020-01-28,423
2020-01-29,433
2020-01-30,432
2020-01-31,445
2020-02-01,439
2020-02-02,453
2020-02-03,461
2020-02-04,477
2020-02-05,477
2020-02-06,493
2020-02-07,515
2020-02-08,529
2020-02-09,516
2020-02-10,501
2020-02-11,483
2020-02-12,471
2020-02-13,475
2020-02-14,488
2020-02-15,489
2020-02-16,487
2020-02-17,472
2020-02-18,464
2020-02-19,466
2020-02-20,473
2020-02-21,473
2020-02-22,466
2020-02-23,457
2020-02-24,435
2020-02-25,415
2020-02-26,400
2020-02-27,380
2020-02-28,372
2020-02-29,372
2020-03-01,381
2020-03-02,401
2020-03-03,418
2020-03-04,438
2020-03-05,448
2020-03-06,453
2020-03-07,439
2020-03-08,442
2020-03-09,444
2020-03-10,461
2020-03-11,485
2020-03-12,509
2020-03-13,533
2020-03-14,560
2020-03-15,588
2020-03-16,618
2020-03-17,649
2020-03-18,676
2020-03-19,704
2020-03-20,740
2020-03-21,771
2020-03-22,796
2020-03-23,815
2020-03-24,794
2020-03-25,794
2020-03-26,819
2020-03-27,789
2020-03-28,749
2020-03-29,726
2020-03-30,708
2020-03-31,704
2020-04-01,689
2020-04-02,679
2020-04-03,653
2020-04-04,661
2020-04-05,686
2020-04-06,695
2020-04-07,697
2020-04-08,709
2020-04-09,729
2020-04-10,747
2020-04-11,732
2020-04-12,701
2020-04-13,687
2020-04-14,661
2020-04-15,654
2020-04-16,687
2020-04-17,720
2020-04-18,756
2020-04-19,794
2020-04-20,834
2020-04-21,876
2020-04-22,920
2020-04-23,966
2020-04-24,1015
2020-04-25,1065
2020-04-26,1110
2020-04-27,1166
2020-04-28,1224
2020-04-29,1283
2020-04-30,1341
2020-05-01,1359
2020-05-02,1347
2020-05-03,1322
2020-05-04,1310
2020-05-05,1330
2020-05-06,1319
2020-05-07,1312
2020-05-08,1275
2020-05-09,1255
2020-05-10,1210
2020-05-11,1162
2020-05-12,1107
2020-05-13,1058
