date_obj,Gold%20amulet%20(u) price
2019-08-26,128
2019-08-26,128
2019-08-27,128
2019-08-27,128
2019-08-28,131
2019-08-29,131
2019-08-30,134
2019-08-31,134
2019-09-01,131
2019-09-02,131
2019-09-03,136
2019-09-04,136
2019-09-05,142
2019-09-06,142
2019-09-07,140
2019-09-08,140
2019-09-09,139
2019-09-10,139
2019-09-11,140
2019-09-12,140
2019-09-13,140
2019-09-14,137
2019-09-15,137
2019-09-16,133
2019-09-17,133
2019-09-18,136
2019-09-19,136
2019-09-20,136
2019-09-21,134
2019-09-22,134
2019-09-23,134
2019-09-24,134
2019-09-25,133
2019-09-26,133
2019-09-27,135
2019-09-28,135
2019-09-29,135
2019-09-30,135
2019-10-01,135
2019-10-02,135
2019-10-03,135
2019-10-04,136
2019-10-05,136
2019-10-06,134
2019-10-07,134
2019-10-08,129
2019-10-09,129
2019-10-10,125
2019-10-11,125
2019-10-12,122
2019-10-13,122
2019-10-14,121
2019-10-15,121
2019-10-16,121
2019-10-17,121
2019-10-18,120
2019-10-19,120
2019-10-20,115
2019-10-21,115
2019-10-22,114
2019-10-23,114
2019-10-24,113
2019-10-25,113
2019-10-26,111
2019-10-27,111
2019-10-28,112
2019-10-29,112
2019-10-30,112
2019-10-31,111
2019-11-01,111
2019-11-02,110
2019-11-03,110
2019-11-04,112
2019-11-05,112
2019-11-06,112
2019-11-07,111
2019-11-08,111
2019-11-09,110
2019-11-10,110
2019-11-11,110
2019-11-12,110
2019-11-13,110
2019-11-14,115
2019-11-15,115
2019-11-16,116
2019-11-17,116
2019-11-18,116
2019-11-19,116
2019-11-20,117
2019-11-21,117
2019-11-22,117
2019-11-23,120
2019-11-24,120
2019-11-25,125
2019-11-26,125
2019-11-27,128
2019-11-28,128
2019-11-29,132
2019-11-30,132
2019-12-01,133
2019-12-02,133
2019-12-03,136
2019-12-04,136
2019-12-05,136
2019-12-06,138
2019-12-07,138
2019-12-08,139
2019-12-09,139
2019-12-10,135
2019-12-11,135
2019-12-12,130
2019-12-13,130
2019-12-14,124
2019-12-15,124
2019-12-16,119
2019-12-17,119
2019-12-18,116
2019-12-19,116
2019-12-20,114
2019-12-21,114
2019-12-22,117
2019-12-23,117
2019-12-24,117
2019-12-25,115
2019-12-26,115
2019-12-27,111
2019-12-28,111
2019-12-29,107
2019-12-30,107
2019-12-31,107
2020-01-01,107
2020-01-02,108
2020-01-03,108
2020-01-04,108
2020-01-05,110
2020-01-06,110
2020-01-07,110
2020-01-08,110
2020-01-09,110
2020-01-10,108
2020-01-11,108
2020-01-12,105
2020-01-13,105
2020-01-14,105
2020-01-15,107
2020-01-16,107
2020-01-17,111
2020-01-18,111
2020-01-19,113
2020-01-20,113
2020-01-21,113
2020-01-22,111
2020-01-23,111
2020-01-24,109
2020-01-25,109
2020-01-26,109
2020-01-27,109
2020-01-28,107
2020-01-29,107
2020-01-30,105
2020-01-31,105
2020-02-01,103
2020-02-02,103
2020-02-03,100
2020-02-04,100
2020-02-05,98
2020-02-06,98
2020-02-07,96
2020-02-08,96
2020-02-09,95
2020-02-10,93
2020-02-11,93
2020-02-12,93
2020-02-13,93
2020-02-14,94
2020-02-15,94
2020-02-16,93
2020-02-17,93
2020-02-18,92
2020-02-19,92
2020-02-20,93
2020-02-21,93
2020-02-22,93
2020-02-23,93
2020-02-24,92
2020-02-25,92
2020-02-26,90
2020-02-27,90
2020-02-28,90
2020-02-29,90
2020-03-01,90
2020-03-02,90
2020-03-03,90
2020-03-04,90
2020-03-05,91
2020-03-06,91
2020-03-07,92
2020-03-08,92
2020-03-09,93
2020-03-10,93
2020-03-11,93
2020-03-12,92
2020-03-13,92
2020-03-14,92
2020-03-15,92
2020-03-16,92
2020-03-17,92
2020-03-18,91
2020-03-19,91
2020-03-20,92
2020-03-21,92
2020-03-22,94
2020-03-23,94
2020-03-24,94
2020-03-25,94
2020-03-26,94
2020-03-27,94
2020-03-28,94
2020-03-29,92
2020-03-30,89
2020-03-31,89
2020-04-01,87
2020-04-02,87
2020-04-03,87
2020-04-04,88
2020-04-05,88
2020-04-06,90
2020-04-07,90
2020-04-08,91
2020-04-09,89
2020-04-10,89
2020-04-11,91
2020-04-12,90
2020-04-13,90
2020-04-14,92
2020-04-15,94
2020-04-16,94
2020-04-17,93
2020-04-18,94
2020-04-19,94
2020-04-20,91
2020-04-21,89
2020-04-22,87
2020-04-23,87
2020-04-24,84
2020-04-25,84
2020-04-26,87
2020-04-27,90
2020-04-28,90
2020-04-29,90
2020-04-30,93
2020-05-01,93
2020-05-02,94
2020-05-03,94
2020-05-04,94
2020-05-05,95
2020-05-06,96
2020-05-07,96
2020-05-08,96
2020-05-09,97
2020-05-10,97
2020-05-11,97
2020-05-12,99
2020-05-13,103
