date_obj,Ancient%20coif price
2015-07-08,16962
2015-07-09,17369
2015-07-10,17603
2015-07-11,17569
2015-07-12,17358
2015-07-13,16847
2015-07-14,16694
2015-07-15,16266
2015-07-16,16037
2015-07-17,16006
2015-07-18,16049
2015-07-19,16075
2015-07-20,16136
2015-07-21,15805
2015-07-22,15500
2015-07-23,15500
2015-07-24,15406
2015-07-25,15193
2015-07-26,15120
2015-07-27,15004
2015-07-28,15268
2015-07-29,15200
2015-07-30,15235
2015-07-31,15030
2015-08-01,15162
2015-08-02,15189
2015-08-03,15153
2015-08-04,14992
2015-08-05,15214
2015-08-06,15196
2015-08-07,15438
2015-08-08,15691
2015-08-09,15781
2015-08-10,15633
2015-08-11,15594
2015-08-12,16021
2015-08-13,16395
2015-08-14,16396
2015-08-15,17081
2015-08-16,16721
2015-08-17,16171
2015-08-18,15634
2015-08-19,15584
2015-08-20,15944
2015-08-21,15784
2015-08-22,16057
2015-08-23,16787
2015-08-24,17490
2015-08-25,17490
2015-08-26,17918
2015-08-27,18022
2015-08-28,18566
2015-08-29,18612
2015-08-30,19189
2015-08-31,20103
2015-09-01,20582
2015-09-02,20582
2015-09-03,20672
2015-09-04,20741
2015-09-05,20576
2015-09-06,20266
2015-09-07,20347
2015-09-08,20157
2015-09-09,20300
2015-09-10,19867
2015-09-11,19461
2015-09-12,18706
2015-09-13,18302
2015-09-14,18237
2015-09-15,17920
2015-09-16,18353
2015-09-17,18144
2015-09-18,17914
2015-09-19,17457
2015-09-20,17211
2015-09-21,16747
2015-09-22,16148
2015-09-23,16243
2015-09-24,16243
2015-09-25,15890
2015-09-27,15156
2015-09-28,14667
2015-09-29,14411
2015-09-30,13966
2015-10-05,14188
2015-10-06,14406
2015-10-07,13853
2015-10-08,14015
2015-10-09,13953
2015-10-10,13953
2015-10-11,13787
2015-10-12,13644
2015-10-13,13644
2015-10-14,13326
2015-10-15,12993
2015-10-16,13035
2015-10-17,13035
2015-10-18,13228
2015-10-19,13233
2015-10-20,12828
2015-10-22,13246
2015-10-23,13476
2015-10-24,13349
2015-10-25,13593
2015-10-26,14001
2015-10-27,13944
2015-10-28,14520
2015-10-29,15181
2015-10-30,15853
2015-10-31,16257
2015-11-01,16257
2015-11-02,16296
2015-11-03,16660
2015-11-04,16308
2015-11-05,16507
2015-11-06,16507
2015-11-07,16550
2015-11-08,16550
2015-11-09,16841
2015-11-10,17142
2015-11-11,17647
2015-11-12,18216
2015-11-13,18411
2015-11-14,18961
2015-11-15,19868
2015-11-16,20158
2015-11-17,19508
2015-11-18,18880
2015-11-19,18432
2015-11-20,18057
2015-11-21,18057
2015-11-22,17921
2015-11-23,17921
2015-11-24,18021
2015-11-25,18265
2015-11-26,18265
2015-11-27,18696
2015-11-28,18376
2015-11-29,18493
2015-11-30,18033
2015-12-01,18173
2015-12-02,17805
2015-12-03,17772
2015-12-04,17916
2015-12-05,17875
2015-12-06,18076
2015-12-07,18076
2015-12-08,17968
2015-12-09,17942
2015-12-10,17761
2015-12-11,17523
2015-12-12,17314
2015-12-13,17258
2015-12-14,17258
2015-12-15,17453
2015-12-16,17017
2015-12-17,17060
2015-12-18,16918
2015-12-19,16977
2015-12-20,16676
2015-12-21,16756
2015-12-22,17063
2015-12-23,17325
2015-12-24,17588
2015-12-25,18277
2015-12-26,18053
2015-12-27,18175
2015-12-28,18294
2015-12-29,18623
2015-12-30,19217
2015-12-31,19404
2016-01-01,19667
2016-01-02,19510
2016-01-03,20177
2016-01-04,20596
2016-01-05,21030
2016-01-06,20724
2016-01-07,20416
2016-01-08,20549
2016-01-09,20337
2016-01-10,19890
2016-01-11,19731
2016-01-12,19871
2016-01-13,19204
2016-01-14,19363
2016-01-15,19186
2016-01-16,19411
2016-01-17,19645
2016-01-18,19704
2016-01-19,19339
2016-01-20,19298
2016-01-21,19323
2016-01-22,19079
2016-01-23,19047
2016-01-24,18823
2016-01-25,18955
2016-01-26,18690
2016-01-27,17931
2016-01-28,17931
2016-01-29,17628
2016-01-30,17140
2016-01-31,17132
2016-02-01,16976
2016-02-02,16163
2016-02-03,15432
2016-02-04,15244
2016-02-05,14803
2016-02-06,14578
2016-02-07,14153
2016-02-08,13763
2016-02-09,13815
2016-02-10,13633
2016-02-11,13287
2016-02-12,12826
2016-02-13,12807
2016-02-14,12769
2016-02-15,12824
2016-02-16,12861
2016-02-17,12977
2016-02-18,13097
2016-02-19,13309
2016-02-20,13435
2016-02-21,13793
2016-02-22,14252
2016-02-23,14775
2016-02-24,15420
2016-02-25,16148
2016-02-26,16804
2016-02-27,17059
2016-02-28,17339
2016-02-29,17891
2016-03-01,17845
2016-03-02,17746
2016-03-03,18018
2016-03-04,18105
2016-03-05,18099
2016-03-06,18057
2016-03-07,17928
2016-03-08,18015
2016-03-09,18289
2016-03-10,18554
2016-03-11,18570
2016-03-12,18412
2016-03-13,18454
2016-03-14,18727
2016-03-15,18770
2016-03-16,18746
2016-03-17,18853
2016-03-18,19115
2016-03-19,19283
2016-03-20,19422
2016-03-21,19134
2016-03-22,18657
2016-03-23,18357
2016-03-24,18287
2016-03-25,17966
2016-03-26,17910
2016-03-27,17642
2016-03-28,17537
2016-03-29,17289
2016-03-30,16713
2016-03-31,16252
2016-04-01,15948
2016-04-02,15451
2016-04-03,15984
2016-04-04,16530
2016-04-05,16760
2016-04-06,17046
2016-04-07,16889
2016-04-08,16827
2016-04-09,16581
2016-04-10,16550
2016-04-11,16550
2016-04-12,16527
2016-04-13,16936
2016-04-14,17451
2016-04-15,17484
2016-04-16,17295
2016-04-17,17073
2016-04-18,16825
2016-04-19,16523
2016-04-20,16849
2016-04-21,16986
2016-04-22,16749
2016-04-23,16512
2016-04-24,16364
2016-04-25,16572
2016-04-26,16530
2016-04-27,16464
2016-04-28,16382
2016-04-29,16470
2016-04-30,16312
2016-05-01,16097
2016-05-02,16122
2016-05-03,15835
2016-05-04,15971
2016-05-05,16097
2016-05-06,16009
2016-05-07,15897
2016-05-08,15260
2016-05-09,15171
2016-05-10,15263
2016-05-11,15422
2016-05-12,15613
2016-05-13,15583
2016-05-14,15171
2016-05-15,15272
2016-05-16,15515
2016-05-17,15510
2016-05-18,15255
2016-05-19,15082
2016-05-22,15123
2016-05-23,15185
2016-05-24,15089
2016-05-25,15024
2016-05-26,15105
2016-05-27,14894
2016-05-28,15107
2016-05-29,14937
2016-05-30,14966
2016-05-31,14665
2016-06-01,14604
2016-06-02,14687
2016-06-03,14904
2016-06-04,15170
2016-06-05,15446
2016-06-06,15506
2016-06-07,15098
2016-06-08,14994
2016-06-09,15235
2016-06-10,15298
2016-06-11,14914
2016-06-12,14533
2016-06-13,14727
2016-06-14,15120
2016-06-15,15267
2016-06-16,15415
2016-06-17,15450
2016-06-18,15468
2016-06-19,15475
2016-06-20,15083
2016-06-21,14871
2016-06-22,14560
2016-06-23,14174
2016-06-24,13729
2016-06-25,13373
2016-06-26,13119
2016-06-27,12899
2016-06-28,12995
2016-06-29,12955
2016-06-30,12860
2016-07-01,12494
2016-07-02,12158
2016-07-03,11816
2016-07-04,11834
2016-07-05,11698
2016-07-06,11740
2016-07-07,11309
2016-07-08,11111
2016-07-09,11279
2016-07-10,11525
2016-07-11,11804
2016-07-12,12016
2016-07-13,12296
2016-07-14,12833
2016-07-15,13439
2016-07-16,13994
2016-07-17,14176
2016-07-18,14642
2016-07-23,14908
2016-07-24,14812
2016-07-25,15119
2016-07-26,15292
2016-07-27,15391
2016-07-28,15463
2016-07-29,15567
2016-07-30,15586
2016-07-31,15521
2016-08-01,15839
2016-08-02,15850
2016-08-03,16061
2016-08-04,16123
2016-08-05,16012
2016-08-06,16115
2016-08-07,16300
2016-08-08,16314
2016-08-09,16694
2016-08-10,16752
2016-08-11,16961
2016-08-12,17023
2016-08-13,17064
2016-08-14,17505
2016-08-15,17633
2016-08-16,17580
2016-08-17,17641
2016-08-18,17696
2016-08-19,17548
2016-08-20,17783
2016-08-21,17433
2016-08-22,17474
2016-08-23,17273
2016-08-24,17540
2016-08-25,16861
2016-08-26,16861
2016-08-28,15801
2016-08-31,14104
2016-09-01,13737
2016-09-02,13737
2016-09-03,13911
2016-09-04,14364
2016-09-05,14052
2016-09-06,14004
2016-09-07,14127
2016-09-08,14138
2016-09-09,14644
2016-09-10,14550
2016-09-11,14449
2016-09-12,14494
2016-09-13,14356
2016-09-14,14076
2016-09-15,13716
2016-09-16,13688
2016-09-17,13447
2016-09-18,13319
2016-09-19,13058
2016-09-20,13185
2016-09-21,13326
2016-09-22,13376
2016-09-23,13396
2016-09-24,13396
2016-09-25,13228
2016-09-26,12867
2016-09-27,12834
2016-09-28,12607
2016-09-29,12431
2016-09-30,12501
2016-10-01,12469
2016-10-02,12309
2016-10-03,12145
2016-10-04,11907
2016-10-05,11980
2016-10-06,11874
2016-10-07,11872
2016-10-08,11709
2016-10-09,11649
2016-10-10,11860
2016-10-11,11887
2016-10-12,12033
2016-10-13,12094
2016-10-14,12359
2016-10-15,12672
2016-10-16,12939
2016-10-17,12790
2016-10-18,12920
2016-10-19,13230
2016-10-20,13715
2016-10-21,13708
2016-10-22,13730
2016-10-23,13620
2016-10-24,13579
2016-10-25,13714
2016-10-26,13860
2016-10-27,13736
2016-10-28,13619
2016-10-29,13699
2016-10-30,13801
2016-10-31,13944
2016-11-01,14017
2016-11-02,14032
2016-11-03,14056
2016-11-04,13987
2016-11-05,13995
2016-11-06,14112
2016-11-07,14181
2016-11-08,14331
2016-11-09,14405
2016-11-10,14065
2016-11-11,14021
2016-11-12,14195
2016-11-13,14038
2016-11-14,14166
2016-11-15,14332
2016-12-07,14804
2016-12-08,15449
2016-12-09,15881
2016-12-10,15880
2016-12-11,16076
2016-12-12,15888
2016-12-13,16104
2016-12-14,16471
2016-12-15,16773
2016-12-16,17079
2016-12-17,17804
2016-12-18,18386
2016-12-19,19078
2016-12-20,19439
2016-12-21,19702
2016-12-22,19414
2016-12-23,19571
2016-12-24,19558
2016-12-25,19705
2016-12-26,20336
2016-12-27,20454
2016-12-28,20884
2016-12-29,20245
2016-12-30,20133
2016-12-31,20107
2017-01-01,19830
2017-01-02,19404
2017-01-03,19353
2017-01-04,19032
2017-01-05,18899
2017-01-06,18423
2017-01-07,18093
2017-01-08,18043
2017-01-09,18358
2017-01-10,18625
2017-01-11,18520
2017-01-12,18272
2017-01-13,18546
2017-01-14,18996
2017-01-15,19282
2017-01-16,19613
2017-01-17,19644
2017-01-18,19323
2017-01-19,19027
2017-01-20,18554
2017-01-21,18064
2017-01-22,17737
2017-01-23,17674
2017-01-27,17134
2017-01-28,17180
2017-01-29,16913
2017-01-30,16646
2017-01-31,16586
2017-02-01,16740
2017-02-02,16830
2017-02-03,16440
2017-02-04,16134
2017-02-05,16189
2017-02-06,16285
2017-02-07,16010
2017-02-08,16103
2017-02-09,15965
2017-02-10,15966
2017-02-11,15881
2017-02-12,15605
2017-02-13,15727
2017-02-14,15794
2017-02-15,15949
2017-02-16,15742
2017-02-17,15304
2017-02-18,15290
2017-02-19,15075
2017-02-20,14730
2017-02-21,14396
2017-02-22,14406
2017-02-23,14540
2017-02-24,14328
2017-02-25,14123
2017-02-26,14458
2017-02-27,14712
2017-02-28,14891
2017-03-01,14973
2017-03-02,14863
2017-03-03,14998
2017-03-04,15185
2017-03-05,15045
2017-03-06,14984
2017-03-07,14942
2017-03-08,14618
2017-03-09,14708
2017-03-10,14920
2017-03-11,15123
2017-03-12,15408
2017-03-13,15281
2017-03-14,15379
2017-03-15,15228
2017-03-16,15231
2017-03-17,15159
2017-03-18,14948
2017-03-19,14583
2017-03-20,14570
2017-03-21,14645
2017-03-22,14676
2017-03-23,14686
2017-03-24,14641
2017-03-25,14338
2017-03-26,14609
2017-03-27,14821
2017-03-28,15136
2017-03-29,15035
2017-03-30,15420
2017-03-31,15631
2017-04-01,16079
2017-04-02,16818
2017-04-03,17342
2017-04-04,17627
2017-04-05,18058
2017-04-12,17688
2017-04-13,17661
2017-04-14,17129
2017-04-15,16747
2017-04-16,16496
2017-04-17,16768
2017-04-18,17072
2017-04-19,17512
2017-04-20,17854
2017-04-21,17867
2017-04-22,18139
2017-04-23,18431
2017-04-24,18646
2017-04-25,19061
2017-04-26,19551
2017-04-27,20073
2017-04-28,20284
2017-04-29,20569
2017-04-30,21363
2017-05-01,22232
2017-05-02,22989
2017-05-03,23194
2017-05-04,23805
2017-05-05,24568
2017-05-06,25250
2017-05-07,24791
2017-05-08,23748
2017-05-09,23048
2017-05-10,21957
2017-05-11,21395
2017-05-12,20774
2017-05-13,20205
2017-05-14,19925
2017-05-15,19942
2017-05-16,20053
2017-05-17,19741
2017-05-18,19816
2017-05-19,19635
2017-05-20,19422
2017-05-21,19534
2017-05-22,19332
2017-05-23,19296
2017-05-24,19236
2017-05-25,19461
2017-05-26,19624
2017-05-27,19726
2017-05-28,19636
2017-05-29,20033
2017-05-30,20744
2017-05-31,21650
2017-06-01,22491
2017-06-02,23496
2017-06-03,24661
2017-06-04,25842
2017-06-05,26722
2017-06-06,27881
2017-06-07,29143
2017-06-08,30167
2017-06-09,30482
2017-06-10,30489
2017-06-11,30274
2017-06-12,30275
2017-06-13,30309
2017-06-14,30657
2017-06-15,30482
2017-06-16,31276
2017-06-17,30634
2017-06-18,31262
2017-06-19,31711
2017-06-20,31879
2017-06-21,32160
2017-06-22,32668
2017-06-23,32911
2017-06-24,33166
2017-06-25,32426
2017-06-26,32159
2017-06-27,31417
2017-06-28,31062
2017-06-29,30989
2017-06-30,30655
2017-07-01,30826
2017-07-02,30227
2017-07-03,30451
2017-07-04,30933
2017-07-05,31295
2017-07-06,31756
2017-07-07,32051
2017-07-08,32925
2017-07-09,33279
2017-07-13,34704
2017-07-14,34808
2017-07-15,35030
2017-07-16,35126
2017-07-17,35662
2017-07-18,36713
2017-07-19,36752
2017-07-20,36463
2017-07-21,36410
2017-07-22,36500
2017-07-23,36642
2017-07-24,36205
2017-07-25,35730
2017-07-26,35624
2017-07-27,35162
2017-07-28,34528
2017-07-29,34333
2017-07-30,34958
2017-07-31,34892
2017-08-01,35202
2017-08-02,35875
2017-08-03,36214
2017-08-04,36218
2017-08-05,35952
2017-08-06,36540
2017-08-07,36587
2017-08-08,36718
2017-08-09,36450
2017-08-10,36397
2017-08-11,35817
2017-08-12,35535
2017-08-13,35089
2017-08-14,35111
2017-08-15,34617
2017-08-16,34912
2017-08-17,35074
2017-08-18,35332
2017-08-19,35496
2017-08-20,36513
2017-08-21,38008
2017-08-22,38450
2017-08-23,38668
2017-08-24,39396
2017-08-25,39366
2017-08-26,39155
2017-08-27,39136
2017-08-28,39484
2017-08-29,38493
2017-08-30,38686
2017-08-31,38571
2017-09-01,38163
2017-09-02,38346
2017-09-03,38472
2017-09-04,38837
2017-09-05,38795
2017-09-06,38640
2017-09-07,38221
2017-09-08,37858
2017-09-09,37764
2017-09-10,38214
2017-09-11,38738
2017-09-12,39506
2017-09-13,39660
2017-09-14,38437
2017-09-15,38044
2017-09-16,37791
2017-09-17,37563
2017-09-18,37188
2017-09-19,37275
2017-09-20,37750
2017-09-22,39109
2017-09-23,39067
2017-09-24,38153
2017-09-25,37689
2017-09-26,37177
2017-09-27,36010
2017-09-28,35462
2017-09-29,35510
2017-09-30,34998
2017-10-01,34037
2017-10-02,33632
2017-10-03,34224
2017-10-04,34735
2017-10-05,34775
2017-10-06,34916
2017-10-07,34351
2017-10-08,34842
2017-10-09,34466
2017-10-10,33901
2017-10-11,33685
2017-10-12,33756
2017-10-13,33789
2017-10-14,33785
2017-10-15,33614
2017-10-16,33756
2017-10-17,33728
2017-10-18,33741
2017-10-19,34010
2017-10-20,34592
2017-10-21,34597
2017-10-22,34943
2017-10-23,35428
2017-10-24,36218
2017-10-25,36610
2017-10-26,37197
2017-10-27,37875
2017-10-28,39107
2017-10-29,39803
2017-10-30,39739
2017-10-31,40011
2017-11-01,40086
2017-11-02,39548
2017-11-03,38992
2017-11-04,38438
2017-11-05,37948
2017-11-06,37380
2017-11-07,36279
2017-11-08,35187
2017-11-09,34916
2017-11-10,34663
2017-11-11,34417
2017-11-12,34256
2017-11-13,33986
2017-11-14,34139
2017-11-15,33692
2017-11-16,33452
2017-11-17,33702
2017-11-18,33371
2017-11-19,32782
2017-11-20,33365
2017-11-21,33010
2017-11-22,33493
2017-11-23,34402
2017-11-24,35456
2017-11-25,37205
2017-11-26,39066
2017-11-27,41020
2017-11-28,43071
2017-11-29,45220
2017-11-30,47479
2017-12-01,49292
2017-12-02,50695
2017-12-03,51302
2017-12-04,51430
2017-12-05,52190
2017-12-06,52049
2017-12-07,51244
2017-12-08,51918
2017-12-09,51791
2017-12-10,51358
2017-12-11,50410
2017-12-12,48675
2017-12-13,47389
2017-12-14,47321
2017-12-15,46619
2017-12-16,45765
2017-12-17,43992
2017-12-18,42934
2017-12-19,41336
2017-12-20,40407
2017-12-21,40190
2017-12-22,39941
2017-12-23,39650
2017-12-24,37955
2017-12-25,37924
2017-12-26,37514
2017-12-27,37083
2017-12-28,36848
2017-12-29,37295
2017-12-30,38379
2017-12-31,38648
2018-01-01,38681
2018-01-02,39145
2018-01-03,39494
2018-01-04,39639
2018-01-05,39394
2018-01-06,38860
2018-01-07,39183
2018-01-08,39598
2018-01-09,39798
2018-01-10,40222
2018-01-11,40360
2018-01-12,41207
2018-01-13,40463
2018-01-14,40349
2018-01-15,40107
2018-01-16,39585
2018-01-17,39844
2018-01-18,40414
2018-01-19,39959
2018-01-20,40158
2018-01-21,40050
2018-01-22,39583
2018-01-23,39850
2018-01-24,40158
2018-01-25,40649
2018-01-26,41525
2018-01-27,41034
2018-01-28,41361
2018-01-29,41912
2018-01-30,42617
2018-01-31,42806
2018-02-01,41931
2018-02-02,41690
2018-02-03,41208
2018-02-04,41387
2018-02-05,41787
2018-02-06,42440
2018-02-07,43156
2018-02-08,44057
2018-02-09,45019
2018-02-10,47205
2018-02-11,49544
2018-02-12,52022
2018-02-13,54624
2018-02-14,57356
2018-02-15,60144
2018-02-16,62581
2018-02-17,64331
2018-02-18,65223
2018-02-19,66096
2018-02-20,64661
2018-02-21,61810
2018-02-22,58759
2018-02-23,55821
2018-02-24,53029
2018-02-25,51349
2018-02-26,50104
2018-02-27,49335
2018-02-28,49523
2018-03-01,49360
2018-03-02,49421
2018-03-03,48537
2018-03-04,47320
2018-03-05,47194
2018-03-06,47061
2018-03-07,46241
2018-03-08,45764
2018-03-09,46168
2018-03-10,47188
2018-03-11,47448
2018-03-12,47207
2018-03-13,46773
2018-03-14,45612
2018-03-15,45663
2018-03-16,45729
2018-03-17,46175
2018-03-18,46072
2018-03-19,46602
2018-03-20,47032
2018-03-21,47366
2018-03-22,47726
2018-03-23,47230
2018-03-24,47201
2018-03-25,46736
2018-03-26,46191
2018-03-27,45426
2018-03-28,45729
2018-03-29,45800
2018-03-30,45445
2018-03-31,45461
2018-04-01,45247
2018-04-02,45164
2018-04-03,46088
2018-04-04,46194
2018-04-05,46904
2018-04-06,47399
2018-04-07,47447
2018-04-08,47669
2018-04-09,47975
2018-04-10,47715
2018-04-11,48266
2018-04-12,48791
2018-04-13,49363
2018-04-14,50046
2018-04-15,49427
2018-04-16,49393
2018-04-17,49826
2018-04-18,49471
2018-04-19,49092
2018-04-20,49361
2018-04-21,49382
2018-04-22,49250
2018-04-23,49802
2018-04-24,50806
2018-04-25,51840
2018-04-26,52982
2018-04-27,53566
2018-04-28,54089
2018-04-29,54175
2018-04-30,55094
2018-05-01,56179
2018-05-02,57328
2018-05-03,57411
2018-05-04,58543
2018-05-05,58866
2018-05-06,59873
2018-05-07,60280
2018-05-08,61275
2018-05-09,59449
2018-05-10,58142
2018-05-11,57386
2018-05-12,57097
2018-05-13,57380
2018-05-14,56913
2018-05-15,56689
2018-05-16,56417
2018-05-17,57225
2018-05-18,57540
2018-05-19,57518
2018-05-20,57784
2018-05-21,58309
2018-05-22,58434
2018-05-23,59282
2018-05-24,58571
2018-05-25,58989
2018-05-26,58234
2018-05-27,57541
2018-05-28,58055
2018-05-29,59469
2018-05-30,58827
2018-05-31,57897
2018-06-01,58328
2018-06-02,57959
2018-06-03,57738
2018-06-04,57413
2018-06-05,57976
2018-06-06,58813
2018-06-07,58775
2018-06-08,58833
2018-06-09,59024
2018-06-10,59488
2018-06-11,59560
2018-06-12,60086
2018-06-13,61793
2018-06-14,62104
2018-06-15,61510
2018-06-16,60781
2018-06-17,60051
2018-06-18,60854
2018-06-19,60789
2018-06-20,60655
2018-06-21,61210
2018-06-22,61759
2018-06-23,61619
2018-06-24,61321
2018-06-25,61300
2018-06-26,62244
2018-06-27,62846
2018-06-28,62637
2018-06-29,62815
2018-06-30,63192
2018-07-01,64174
2018-07-02,65258
2018-07-03,66176
2018-07-04,65806
2018-07-05,65123
2018-07-06,64703
2018-07-07,64304
2018-07-08,64479
2018-07-09,64302
2018-07-10,63178
2018-07-11,62430
2018-07-12,61362
2018-07-13,61313
2018-07-14,62792
2018-07-15,63385
2018-07-16,64670
2018-07-17,66322
2018-07-18,68093
2018-07-19,69027
2018-07-20,69253
2018-07-21,68738
2018-07-22,70334
2018-07-23,70850
2018-07-24,72119
2018-07-25,73896
2018-07-26,73885
2018-07-27,74669
2018-07-28,75443
2018-07-29,75835
2018-07-30,76795
2018-07-31,78204
2018-08-01,80502
2018-08-02,83534
2018-08-03,86145
2018-08-04,89013
2018-08-05,91273
2018-08-06,90893
2018-08-07,90975
2018-08-08,89274
2018-08-09,88741
2018-08-10,88585
2018-08-11,87965
2018-08-12,86489
2018-08-14,88698
2018-08-16,84763
2018-08-17,82774
2018-08-18,82087
2018-08-19,80066
2018-08-20,77922
2018-08-21,75679
2018-08-22,74248
2018-08-23,72352
2018-08-24,70526
2018-08-25,70308
2018-08-26,70050
2018-08-27,71222
2018-08-28,72387
2018-08-29,73031
2018-08-30,73336
2018-08-31,73690
2018-09-01,72913
2018-09-02,72505
2018-09-03,73175
2018-09-04,74084
2018-09-05,75272
2018-09-06,76609
2018-09-07,78704
2018-09-08,81319
2018-09-09,82413
2018-09-10,83687
2018-09-11,83353
2018-09-12,85422
2018-09-13,84851
2018-09-14,84130
2018-09-15,83545
2018-09-16,83310
2018-09-17,81942
2018-09-18,81118
2018-09-19,80032
2018-09-20,80556
2018-09-21,80745
2018-09-22,79940
2018-09-23,80172
2018-09-24,79231
2018-09-25,78062
2018-09-26,76897
2018-09-27,75688
2018-09-28,76910
2018-09-29,76058
2018-09-30,76354
2018-10-01,76718
2018-10-02,77224
2018-10-03,76590
2018-10-04,77047
2018-10-05,77761
2018-10-06,78801
2018-10-07,81484
2018-10-08,83150
2018-10-09,84335
2018-10-10,84638
2018-10-11,84630
2018-10-12,84836
2018-10-13,85351
2018-10-14,85701
2018-10-15,85801
2018-10-16,84659
2018-10-17,85718
2018-10-18,86656
2018-10-19,86512
2018-10-20,85550
2018-10-21,85459
2018-10-22,85686
2018-10-23,84748
2018-10-24,84055
2018-10-25,82684
2018-10-26,79660
2018-10-27,76622
2018-10-28,73617
2018-10-29,70720
2018-10-30,69863
2018-10-31,70554
2018-11-01,69852
2018-11-03,69488
2018-11-04,68337
2018-11-05,67452
2018-11-06,66438
2018-11-07,65930
2018-11-08,65876
2018-11-09,64166
2018-11-10,63757
2018-11-11,63338
2018-11-12,63394
2018-11-13,63280
2018-11-14,62868
2018-11-15,62692
2018-11-16,62536
2018-11-17,62776
2018-11-18,63243
2018-11-19,63781
2018-11-20,63703
2018-11-21,64572
2018-11-22,64711
2018-11-23,65853
2018-11-24,67074
2018-11-25,67210
2018-11-26,68035
2018-11-27,69117
2018-11-28,70272
2018-11-29,71409
2018-12-01,72474
2018-12-02,74410
2018-12-03,75706
2018-12-04,77247
2018-12-05,78849
2018-12-07,77876
2018-12-09,75319
2018-12-10,73514
2018-12-11,72322
2018-12-12,71977
2018-12-13,72312
2018-12-14,72489
2018-12-15,72850
2018-12-16,73995
2018-12-17,74789
2018-12-18,75761
2018-12-19,77226
2018-12-20,76594
2018-12-21,75605
2018-12-22,76118
2018-12-23,74715
2018-12-24,73869
2018-12-25,75206
2018-12-26,77160
2018-12-27,79149
2018-12-28,80151
2018-12-29,81161
2018-12-30,80281
2018-12-31,79252
2019-01-01,78702
2019-01-02,78086
2019-01-03,77923
2019-01-04,77880
2019-01-05,77600
2019-01-06,75895
2019-01-08,72989
2019-01-10,71391
2019-01-11,70463
2019-01-12,69255
2019-01-13,68218
2019-01-14,68219
2019-01-15,67867
2019-01-16,68002
2019-01-17,67205
2019-01-18,66102
2019-01-19,66179
2019-01-20,65316
2019-01-21,65084
2019-01-22,65639
2019-01-23,66411
2019-01-24,66520
2019-01-25,66208
2019-01-26,65555
2019-01-27,64881
2019-01-28,64401
2019-01-29,64657
2019-01-30,64211
2019-01-31,65752
2019-02-01,68664
2019-02-02,68563
2019-02-03,68970
2019-02-04,68888
2019-02-05,70437
2019-02-06,69608
2019-02-07,69788
2019-02-08,69221
2019-02-09,68130
2019-02-10,67258
2019-02-11,66863
2019-02-12,67975
2019-02-13,67454
2019-02-14,68048
2019-02-15,68266
2019-02-16,67637
2019-02-17,67045
2019-02-18,68376
2019-02-19,70410
2019-02-20,71066
2019-02-21,70904
2019-02-22,70375
2019-02-23,70376
2019-02-24,70509
2019-02-25,70760
2019-02-26,70062
2019-02-27,70384
2019-02-28,70335
2019-03-01,70825
2019-03-02,72448
2019-03-03,73954
2019-03-04,74102
2019-03-05,73932
2019-03-06,74019
2019-03-07,73949
2019-03-08,73376
2019-03-09,73554
2019-03-10,73226
2019-03-11,73101
2019-03-12,73197
2019-03-13,73658
2019-03-14,71833
2019-03-15,71648
2019-03-16,70902
2019-03-17,70762
2019-03-18,70069
