date_obj,Penguin%20mask price
2019-04-08,5780
2019-04-09,5780
2019-04-10,5988
2019-04-11,5787
2019-04-12,5639
2019-04-13,5506
2019-04-14,5298
2019-04-15,5239
2019-04-16,5110
2019-04-17,4983
2019-04-18,4783
2019-04-19,4796
2019-04-20,4850
2019-04-21,4723
2019-04-22,4550
2019-04-23,4589
2019-04-24,4542
2019-04-25,4479
2019-04-26,4382
2019-04-27,4297
2019-04-28,4246
2019-04-29,4246
2019-04-30,4304
2019-05-01,4304
2019-05-02,4411
2019-05-03,4384
2019-05-04,4164
2019-05-05,3960
2019-05-06,3801
2019-05-07,3669
2019-05-08,3548
2019-05-09,3548
2019-05-10,3502
2019-05-11,3428
2019-05-12,3303
2019-05-13,3137
2019-05-14,3034
2019-05-15,3034
2019-05-16,3041
2019-05-17,3041
2019-05-18,2976
2019-05-19,2976
2019-05-20,2873
2019-05-21,2873
2019-05-22,2758
2019-05-23,2640
2019-05-24,2640
2019-05-25,2610
2019-05-26,2610
2019-05-27,2663
2019-05-28,2663
2019-05-29,2750
2019-05-30,2750
2019-05-31,2854
2019-06-01,2935
2019-06-02,2927
2019-06-03,2927
2019-06-04,2921
2019-06-05,2827
2019-06-06,2827
2019-06-07,2822
2019-06-08,2892
2019-06-09,3036
2019-06-10,3036
2019-06-11,3096
2019-06-12,3096
2019-06-13,3242
2019-06-14,3172
2019-06-15,3172
2019-06-16,3207
2019-06-17,3207
2019-06-18,3267
2019-06-19,3267
2019-06-20,3278
2019-06-21,3278
2019-06-22,3323
2019-06-23,3203
2019-06-24,3203
2019-06-25,3282
2019-06-26,3282
2019-06-27,3340
2019-06-28,3340
2019-06-29,3398
2019-06-30,3473
2019-07-01,3473
2019-07-02,3483
2019-07-03,3483
2019-07-04,3590
2019-07-05,3590
2019-07-06,3704
2019-07-07,3704
2019-07-08,3835
2019-07-09,3835
2019-07-10,3967
2019-07-11,3967
2019-07-12,4096
2019-07-13,4096
2019-07-14,4084
2019-07-15,4084
2019-07-16,4219
2019-07-17,4308
2019-07-18,4308
2019-07-19,4354
2019-07-20,4354
2019-07-21,4397
2019-07-22,4397
2019-07-23,4194
2019-07-24,4194
2019-07-25,4207
2019-07-26,4207
2019-07-27,4395
2019-07-28,4395
2019-07-29,4561
2019-07-30,4773
2019-07-31,4773
2019-08-01,4899
2019-08-02,4899
2019-08-03,4925
2019-08-04,4925
2019-08-05,5015
2019-08-06,5015
2019-08-07,5117
2019-08-08,5117
2019-08-09,5322
2019-08-10,5376
2019-08-11,5376
2019-08-12,5586
2019-08-13,5586
2019-08-14,5677
2019-08-15,5677
2019-08-16,5833
2019-08-17,5833
2019-08-18,6075
2019-08-19,6360
2019-08-20,6360
2019-08-21,6661
2019-08-22,6925
2019-08-23,6925
2019-08-24,7200
2019-08-24,7200
2019-08-25,7200
2019-08-25,7200
2019-08-26,7553
2019-08-26,7553
2019-08-27,7553
2019-08-27,7553
2019-08-28,7728
2019-08-29,7728
2019-08-30,7812
2019-08-31,7812
2019-09-01,8015
2019-09-02,8015
2019-09-03,8238
2019-09-04,8229
2019-09-05,8229
2019-09-06,8229
2019-09-07,8379
2019-09-08,8105
2019-09-09,8105
2019-09-10,8072
2019-09-11,8072
2019-09-12,8173
2019-09-13,8173
2019-09-14,7897
2019-09-15,7536
2019-09-16,7166
2019-09-17,7166
2019-09-18,6853
2019-09-19,6853
2019-09-20,6510
2019-09-21,6303
2019-09-22,6058
2019-09-23,6156
2019-09-24,6156
2019-09-25,6390
2019-09-26,6686
2019-09-27,6686
2019-09-28,6811
2019-09-29,6811
2019-09-30,6574
2019-10-01,6258
2019-10-02,6258
2019-10-03,6068
2019-10-04,6068
2019-10-05,6285
2019-10-06,6446
2019-10-07,6446
2019-10-08,6578
2019-10-09,6578
2019-10-10,6778
2019-10-11,6778
2019-10-12,6856
2019-10-13,6856
2019-10-14,6679
2019-10-15,6679
2019-10-16,6558
2019-10-17,6558
2019-10-18,6733
2019-10-19,6801
2019-10-20,6801
2019-10-21,7055
2019-10-22,7055
2019-10-23,7337
2019-10-24,7337
2019-10-25,7400
2019-10-26,7400
2019-10-27,7276
2019-10-28,7287
2019-10-29,7287
2019-10-30,7287
2019-10-31,7391
2019-11-01,7391
2019-11-02,7519
2019-11-03,7519
2019-11-04,7576
2019-11-05,7576
2019-11-06,7576
2019-11-07,7425
2019-11-08,7425
2019-11-09,7287
2019-11-10,7333
2019-11-11,7333
2019-11-12,7633
2019-11-13,7633
2019-11-14,7633
2019-11-15,7699
2019-11-16,7699
2019-11-17,7658
2019-11-18,7658
2019-11-19,7893
2019-11-20,7893
2019-11-21,8231
2019-11-22,8231
2019-11-23,8212
2019-11-24,8212
2019-11-25,8318
2019-11-26,8318
2019-11-27,8593
2019-11-28,8593
2019-11-29,8235
2019-11-30,8235
2019-12-01,8338
2019-12-02,8338
2019-12-03,8398
2019-12-04,8398
2019-12-05,8398
2019-12-06,8492
2019-12-07,8492
2019-12-08,8688
2019-12-09,8688
2019-12-10,8477
2019-12-11,8477
2019-12-12,8477
2019-12-13,8460
2019-12-14,8460
2019-12-15,8437
2019-12-16,8437
2019-12-17,8534
2019-12-18,8534
2019-12-19,8331
2019-12-20,8331
2019-12-21,8538
2019-12-22,8538
2019-12-23,8432
2019-12-24,8432
2019-12-25,8534
2019-12-26,8534
2019-12-27,8668
2019-12-28,8668
2019-12-29,8628
2019-12-30,8628
2019-12-31,8712
2020-01-01,8712
2020-01-02,8759
2020-01-03,8759
2020-01-04,8759
2020-01-05,8843
2020-01-06,8843
2020-01-07,8866
2020-01-08,8866
2020-01-09,9217
2020-01-10,9217
2020-01-11,9464
2020-01-12,9464
2020-01-13,9874
2020-01-14,9874
2020-01-15,10240
2020-01-16,10240
2020-01-17,10231
2020-01-18,10231
2020-01-19,10179
2020-01-20,10179
2020-01-21,10111
2020-01-22,10111
2020-01-23,10265
2020-01-24,10265
2020-01-25,9790
2020-01-26,9715
2020-01-27,9715
2020-01-28,9681
2020-01-29,9681
2020-01-30,9733
2020-01-31,9733
2020-02-01,9865
2020-02-02,9915
2020-02-03,9915
2020-02-04,10221
2020-02-05,10221
2020-02-06,9987
2020-02-07,9987
2020-02-08,9828
2020-02-09,9828
2020-02-10,9478
2020-02-11,9478
2020-02-12,9621
2020-02-13,9621
2020-02-14,9895
2020-02-15,9895
2020-02-16,9789
2020-02-17,9892
2020-02-18,9892
2020-02-19,9999
2020-02-20,9999
2020-02-21,9999
2020-02-22,10145
2020-02-23,10145
2020-02-24,10329
2020-02-25,10329
2020-02-26,10445
2020-02-27,10445
2020-02-28,10501
2020-02-29,10501
2020-03-01,10517
2020-03-02,10517
2020-03-03,10389
2020-03-04,10389
2020-03-05,10252
2020-03-06,10376
2020-03-07,10376
2020-03-08,10063
2020-03-09,10063
2020-03-10,10362
2020-03-11,10362
2020-03-12,10174
2020-03-13,10174
2020-03-14,10038
2020-03-15,10038
2020-03-16,10321
2020-03-17,10321
2020-03-18,10260
2020-03-19,10260
2020-03-20,9914
2020-03-21,9914
2020-03-22,9458
2020-03-23,9045
2020-03-24,8679
2020-03-25,8679
2020-03-26,8276
2020-03-27,7870
2020-03-28,7639
2020-03-29,7283
2020-03-30,6969
2020-03-31,6644
2020-04-01,6333
2020-04-02,6110
2020-04-03,6110
2020-04-04,5900
2020-04-05,5642
2020-04-06,5359
2020-04-07,5108
2020-04-08,4852
2020-04-09,4609
2020-04-10,4609
2020-04-11,4386
2020-04-12,4184
2020-04-13,3998
2020-04-14,3932
2020-04-15,3872
2020-04-16,3872
2020-04-17,3829
2020-04-18,3768
2020-04-19,3674
2020-04-20,3605
2020-04-21,3605
2020-04-22,3458
2020-04-23,3361
2020-04-24,3361
2020-04-25,3318
2020-04-26,3265
2020-04-27,3250
2020-04-28,3217
2020-04-29,3257
2020-04-30,3253
2020-05-01,3253
2020-05-02,3279
2020-05-03,3419
2020-05-04,3419
2020-05-05,3505
2020-05-06,3551
2020-05-07,3551
2020-05-08,3602
2020-05-09,3575
2020-05-10,3599
2020-05-11,3599
2020-05-12,3567
2020-05-13,3649
