date_obj,Granite%20gloves price
2018-11-05,586956
2018-11-06,611908
2018-11-07,632870
2018-11-08,664514
2018-11-09,694536
2018-11-10,719266
2018-11-11,754564
2018-11-12,792046
2018-11-13,831649
2018-11-14,873232
2018-11-15,904695
2018-11-16,939180
2018-11-17,974175
2018-11-18,1003244
2018-11-19,1031839
2018-11-20,1082277
2018-11-21,1111759
2018-11-22,1079821
2018-11-23,1034968
2018-11-24,1000001
2018-11-25,969152
2018-11-26,945990
2018-11-27,932542
2018-11-28,920847
2018-11-29,919216
2018-12-01,963130
2018-12-02,989027
2018-12-03,984407
2018-12-05,975799
2018-12-07,980970
2018-12-09,978391
2018-12-10,965530
2018-12-11,958664
2018-12-12,944356
2018-12-13,954910
2018-12-14,975820
2018-12-15,978034
2018-12-16,962787
2018-12-17,952031
2018-12-18,939260
2018-12-19,912662
2018-12-20,875716
2018-12-21,834634
2018-12-22,792947
2018-12-23,768759
2018-12-24,752463
2018-12-25,765558
2018-12-26,777343
2018-12-27,776510
2018-12-28,773960
2018-12-29,789786
2018-12-30,788427
2018-12-31,788197
2019-01-01,774557
2019-01-02,769011
2019-01-03,765100
2019-01-04,763276
2019-01-05,758030
2019-01-06,749097
2019-01-08,733350
2019-01-10,681275
2019-01-11,648615
2019-01-12,625196
2019-01-13,616808
2019-01-14,612507
2019-01-15,611882
2019-01-16,614745
2019-01-17,607651
2019-01-18,586780
2019-01-19,579514
2019-01-20,557656
2019-01-21,547697
2019-01-22,559075
2019-01-23,575148
2019-01-24,591599
2019-01-25,604982
2019-01-26,589626
2019-01-27,594082
2019-01-28,596060
2019-01-29,589013
2019-01-30,594740
2019-01-31,593602
2019-02-01,600605
2019-02-02,620111
2019-02-03,638512
2019-02-04,666077
2019-02-05,648285
2019-02-06,643033
2019-02-07,640457
2019-02-08,640062
2019-02-09,650068
2019-02-10,646597
2019-02-11,646670
2019-02-12,651844
2019-02-13,651817
2019-02-14,655597
2019-02-15,652163
2019-02-16,641129
2019-02-17,611855
2019-02-18,582151
2019-02-19,563154
2019-02-20,549283
2019-02-21,531095
2019-02-22,508085
2019-02-23,491201
2019-02-24,496201
2019-02-25,508768
2019-02-26,525411
2019-02-27,523292
2019-02-28,524997
2019-03-01,521091
2019-03-02,515879
2019-03-03,500931
2019-03-04,485172
2019-03-05,475916
2019-03-06,470891
2019-03-07,467109
2019-03-08,476291
2019-03-09,481901
2019-03-10,475891
2019-03-11,469139
2019-03-12,479040
2019-03-13,479245
2019-03-14,468749
2019-03-15,464030
2019-03-16,451974
2019-03-17,437806
2019-03-18,443796
2019-03-19,442450
2019-03-20,435232
2019-03-21,434833
2019-03-22,421914
2019-03-23,431692
2019-03-24,427212
2019-03-25,430525
2019-03-26,421708
2019-03-27,416724
2019-03-28,407945
2019-03-29,397272
2019-03-30,401833
2019-03-31,401218
2019-04-01,410354
2019-04-02,419804
2019-04-03,413354
2019-04-04,405890
2019-04-05,399262
2019-04-06,403083
2019-04-07,398694
2019-04-08,393797
2019-04-09,381815
2019-04-10,374888
2019-04-11,367461
2019-04-12,359626
2019-04-13,372252
2019-04-14,387688
2019-04-15,406119
2019-04-16,426425
2019-04-17,438843
2019-04-18,428176
2019-04-19,418029
2019-04-20,400712
2019-04-21,390451
2019-04-22,393031
2019-04-23,382857
2019-04-24,380275
2019-04-25,394181
2019-04-26,404725
2019-04-27,419241
2019-04-28,416369
2019-04-29,409638
2019-04-30,408069
2019-05-01,407987
2019-05-02,405723
2019-05-03,402140
2019-05-04,399831
2019-05-05,394927
2019-05-06,391333
2019-05-07,399267
2019-05-08,407605
2019-05-09,407996
2019-05-10,411481
2019-05-11,407259
2019-05-12,393728
2019-05-13,392948
2019-05-14,392974
2019-05-15,391687
2019-05-16,391670
2019-05-17,399724
2019-05-18,400770
2019-05-19,402382
2019-05-20,403550
2019-05-21,395740
2019-05-22,394054
2019-05-23,388686
2019-05-24,387811
2019-05-25,385795
2019-05-26,393965
2019-05-27,390960
2019-05-28,386821
2019-05-29,384368
2019-05-30,390077
2019-05-31,389871
2019-06-01,388819
2019-06-02,390344
2019-06-03,386320
2019-06-04,384950
2019-06-05,388989
2019-06-06,389554
2019-06-07,388988
2019-06-08,387216
2019-06-09,383411
2019-06-10,383411
2019-06-11,380631
2019-06-12,389374
2019-06-13,392362
2019-06-14,388061
2019-06-15,382818
2019-06-16,382914
2019-06-17,384097
2019-06-18,385526
2019-06-19,382569
2019-06-20,378468
2019-06-21,375785
2019-06-22,375307
2019-06-23,376052
2019-06-24,371387
2019-06-25,367420
2019-06-26,360543
2019-06-27,352788
2019-06-28,345723
2019-06-29,331437
2019-06-30,319331
2019-07-01,314656
2019-07-02,310249
2019-07-03,304059
2019-07-04,291561
2019-07-05,284098
2019-07-06,284323
2019-07-07,284302
2019-07-08,287763
2019-07-09,293817
2019-07-10,307696
2019-07-11,310628
2019-07-12,303582
2019-07-13,308977
2019-07-14,314450
2019-07-15,322552
2019-07-16,327746
2019-07-17,334372
2019-07-18,336264
2019-07-19,342861
2019-07-20,344191
2019-07-21,336258
2019-07-22,328580
2019-07-23,320066
2019-07-24,312954
2019-07-25,306908
2019-07-26,302931
2019-07-27,302913
2019-07-28,302923
2019-07-29,306459
2019-07-30,307593
2019-07-31,301385
2019-08-01,300294
2019-08-02,302984
2019-08-03,297737
2019-08-04,291389
2019-08-05,304764
2019-08-06,311473
2019-08-07,308593
2019-08-08,311522
2019-08-09,321364
2019-08-10,323718
2019-08-11,322059
2019-08-12,319692
2019-08-13,315015
2019-08-14,311188
2019-08-15,309780
2019-08-16,308210
2019-08-17,319513
2019-08-18,334862
2019-08-19,338932
2019-08-20,335744
2019-08-21,340208
2019-08-22,339066
2019-08-23,335440
2019-08-24,331188
2019-08-24,331188
2019-08-25,330152
2019-08-25,330152
2019-08-26,332832
2019-08-27,329012
2019-08-27,329012
2019-08-28,322840
2019-08-29,324589
2019-08-30,319771
2019-08-31,319661
2019-09-01,325249
2019-09-02,329144
2019-09-03,324794
2019-09-04,320891
2019-09-05,316757
2019-09-06,312355
2019-09-07,309385
2019-09-08,311450
2019-09-09,310100
2019-09-10,307911
2019-09-11,303492
2019-09-12,298813
2019-09-13,303472
2019-09-14,302254
2019-09-15,301775
2019-09-16,294997
2019-09-17,295554
2019-09-18,291020
2019-09-19,288635
2019-09-20,283887
2019-09-21,286327
2019-09-22,284288
2019-09-23,288715
2019-09-24,288715
2019-09-25,289501
2019-09-26,288399
2019-09-27,289778
2019-09-28,288528
2019-09-29,283059
2019-09-30,278510
2019-10-01,271315
2019-10-02,265770
2019-10-03,263292
2019-10-04,262764
2019-10-05,270066
2019-10-06,265621
2019-10-07,264797
2019-10-08,265434
2019-10-09,265434
2019-10-10,269373
2019-10-11,271806
2019-10-12,278382
2019-10-13,281809
2019-10-14,282761
2019-10-15,281530
2019-10-16,275529
2019-10-17,271285
2019-10-18,274132
2019-10-19,265855
2019-10-20,265821
2019-10-21,260857
2019-10-22,260900
2019-10-23,254992
2019-10-24,248943
2019-10-25,243349
2019-10-26,234675
2019-10-27,236623
2019-10-28,232891
2019-10-29,234740
2019-10-30,230266
2019-10-31,224423
2019-11-01,221497
2019-11-02,217251
2019-11-03,215509
2019-11-04,215503
2019-11-05,209408
2019-11-06,202528
2019-11-07,194919
2019-11-08,188478
2019-11-09,189385
2019-11-10,189330
2019-11-11,185786
2019-11-12,192219
2019-11-13,189634
2019-11-14,188705
2019-11-15,187911
2019-11-16,192519
2019-11-17,192519
2019-11-18,197636
2019-11-19,200617
2019-11-20,203856
2019-11-21,213281
2019-11-22,223270
2019-11-23,223806
2019-11-24,227411
2019-11-25,226427
2019-11-26,225906
2019-11-27,228418
2019-11-28,224943
2019-11-29,229751
2019-11-30,228297
2019-12-01,235182
2019-12-02,241059
2019-12-03,245448
2019-12-04,249973
2019-12-05,250155
2019-12-06,254866
2019-12-07,252497
2019-12-08,253007
2019-12-09,250011
2019-12-10,248953
2019-12-11,255420
2019-12-12,257425
2019-12-13,258406
2019-12-14,266800
2019-12-15,274360
2019-12-16,277399
2019-12-17,280310
2019-12-18,275201
2019-12-19,270839
2019-12-20,270046
2019-12-21,266019
2019-12-22,264374
2019-12-23,258901
2019-12-24,258428
2019-12-25,257742
2019-12-26,256656
2019-12-27,251423
2019-12-28,249357
2019-12-29,254058
2019-12-30,252369
2019-12-31,244512
2020-01-01,235510
2020-01-02,236940
2020-01-03,235092
2020-01-04,233256
2020-01-05,232732
2020-01-06,232946
2020-01-07,234946
2020-01-08,245309
2020-01-09,251748
2020-01-10,249345
2020-01-11,252283
2020-01-12,250996
2020-01-13,251834
2020-01-14,251645
2020-01-15,261228
2020-01-16,254271
2020-01-17,251592
2020-01-18,248047
2020-01-19,244503
2020-01-20,238857
2020-01-21,237195
2020-01-22,236153
2020-01-23,232150
2020-01-24,228541
2020-01-25,225961
2020-01-26,224940
2020-01-27,217710
2020-01-28,208476
2020-01-29,203938
2020-01-30,204133
2020-01-31,199194
2020-02-01,198626
2020-02-02,198562
2020-02-03,201410
2020-02-04,200332
2020-02-05,196871
2020-02-06,195793
2020-02-07,193817
2020-02-08,193781
2020-02-09,193046
2020-02-10,193886
2020-02-11,188969
2020-02-12,185897
2020-02-13,183635
2020-02-14,180775
2020-02-15,183142
2020-02-16,182751
2020-02-17,181201
2020-02-18,182252
2020-02-19,184311
2020-02-20,187551
2020-02-21,194467
2020-02-22,200182
2020-02-23,201453
2020-02-24,204441
2020-02-25,207675
2020-02-26,206266
2020-02-27,201794
2020-02-28,203350
2020-02-29,198711
2020-03-01,200359
2020-03-02,203203
2020-03-03,204591
2020-03-04,207437
2020-03-05,205515
2020-03-06,201417
2020-03-07,202089
2020-03-08,203759
2020-03-09,205524
2020-03-10,208134
2020-03-11,203776
2020-03-12,200978
2020-03-13,200576
2020-03-14,197199
2020-03-15,198389
2020-03-16,197902
2020-03-17,196996
2020-03-18,196200
2020-03-19,193798
2020-03-20,193853
2020-03-21,192305
2020-03-22,195489
2020-03-23,196314
2020-03-24,193288
2020-03-25,195498
2020-03-26,199676
2020-03-27,201890
2020-03-28,204925
2020-03-29,206571
2020-03-30,208368
2020-03-31,210018
2020-04-01,212318
2020-04-02,218580
2020-04-03,221129
2020-04-04,221264
2020-04-05,221423
2020-04-06,222847
2020-04-07,223020
2020-04-08,221101
2020-04-09,218967
2020-04-10,221899
2020-04-11,221562
2020-04-12,215978
2020-04-13,211604
2020-04-14,203032
2020-04-15,199775
2020-04-16,192582
2020-04-17,191217
2020-04-18,194644
2020-04-19,194644
2020-04-20,195486
2020-04-21,198277
2020-04-22,197810
2020-04-23,200203
2020-04-24,198947
2020-04-25,196843
2020-04-26,194489
2020-04-27,193838
2020-04-28,200372
2020-04-29,199983
2020-04-30,196417
2020-05-01,194597
2020-05-02,195728
2020-05-03,194572
2020-05-04,192000
2020-05-05,191853
2020-05-06,187787
2020-05-07,186245
2020-05-08,185058
2020-05-09,180159
2020-05-10,176000
2020-05-11,169010
2020-05-12,168295
2020-05-13,171173
