date_obj,Saradomin%20coif price
2015-10-06,16470
2015-10-07,16103
2015-10-08,15742
2015-10-09,15579
2015-10-10,15316
2015-10-11,15164
2015-10-12,14786
2015-10-13,14374
2015-10-14,13746
2015-10-15,13446
2015-10-16,13440
2015-10-17,13164
2015-10-18,12919
2015-10-19,12864
2015-10-20,12686
2015-10-22,12705
2015-10-23,13007
2015-10-24,13425
2015-10-25,14027
2015-10-26,14717
2015-10-27,15440
2015-10-29,17023
2015-10-30,17875
2015-10-31,18735
2015-11-01,19319
2015-11-02,20193
2015-11-03,20627
2015-11-04,19806
2015-11-05,19071
2015-11-06,19274
2015-11-07,19448
2015-11-08,19462
2015-11-09,19811
2015-11-10,19747
2015-11-11,19730
2015-11-12,19734
2015-11-13,20126
2015-11-14,20831
2015-11-15,21410
2015-11-16,21698
2015-11-17,21378
2015-11-18,21162
2015-11-19,20930
2015-11-20,20781
2015-11-21,20781
2015-11-22,20671
2015-11-23,20411
2015-11-24,20273
2015-11-25,20512
2015-11-26,20488
2015-11-27,20638
2015-11-28,20838
2015-11-29,20740
2015-11-30,20540
2015-12-01,20544
2015-12-02,21091
2015-12-03,21081
2015-12-04,20923
2015-12-05,20958
2015-12-06,20974
2015-12-07,21100
2015-12-08,21324
2015-12-09,21312
2015-12-10,21404
2015-12-11,21357
2015-12-12,21129
2015-12-13,20876
2015-12-14,20827
2015-12-15,20584
2015-12-16,21296
2015-12-17,21414
2015-12-18,21894
2015-12-19,22454
2015-12-20,22856
2015-12-21,22974
2015-12-22,23284
2015-12-23,22953
2015-12-24,22653
2015-12-25,22961
2015-12-26,23183
2015-12-27,23460
2015-12-28,23820
2015-12-29,23955
2015-12-30,24309
2015-12-31,23953
2016-01-01,24000
2016-01-02,24250
2016-01-03,24444
2016-01-04,24689
2016-01-05,25633
2016-01-06,26112
2016-01-07,26339
2016-01-08,26188
2016-01-09,26500
2016-01-10,26542
2016-01-11,25999
2016-01-12,25240
2016-01-13,24301
2016-01-14,24260
2016-01-15,24197
2016-01-16,24187
2016-01-17,24048
2016-01-18,23833
2016-01-19,23369
2016-01-20,22976
2016-01-21,22960
2016-01-22,22854
2016-01-23,22445
2016-01-24,21322
2016-01-25,20599
2016-01-26,20372
2016-01-27,20135
2016-01-28,20135
2016-01-29,19603
2016-01-30,19075
2016-01-31,18627
2016-02-01,18460
2016-02-02,18233
2016-02-03,17955
2016-02-04,18020
2016-02-05,17926
2016-02-06,17818
2016-02-07,18173
2016-02-08,18112
2016-02-09,18317
2016-02-10,18192
2016-02-11,17984
2016-02-12,17715
2016-02-13,17752
2016-02-14,17518
2016-02-15,17137
2016-02-16,16928
2016-02-17,16557
2016-02-18,15851
2016-02-19,15408
2016-02-20,15315
2016-02-21,15462
2016-02-22,16010
2016-02-23,16701
2016-02-24,17523
2016-02-25,18368
2016-02-26,18604
2016-02-27,18028
2016-02-28,18140
2016-02-29,18644
2016-03-01,19403
2016-03-02,19914
2016-03-03,20079
2016-03-04,19934
2016-03-05,19598
2016-03-06,19088
2016-03-07,18874
2016-03-08,18392
2016-03-09,18926
2016-03-10,19377
2016-03-11,19259
2016-03-12,19036
2016-03-13,18453
2016-03-14,18017
2016-03-15,17607
2016-03-16,17405
2016-03-17,17304
2016-03-18,17578
2016-03-19,17978
2016-03-20,18444
2016-03-21,18670
2016-03-22,18925
2016-03-23,19649
2016-03-24,19846
2016-03-25,19965
2016-03-26,19862
2016-03-27,19505
2016-03-28,19266
2016-03-29,19351
2016-03-30,19351
2016-03-31,19276
2016-04-01,19179
2016-04-02,19078
2016-04-03,18754
2016-04-04,18520
2016-04-05,18570
2016-04-06,18338
2016-04-07,17752
2016-04-08,17986
2016-04-09,18577
2016-04-10,19021
2016-04-11,19391
2016-04-12,19666
2016-04-13,19971
2016-04-14,20266
2016-04-15,20688
2016-04-16,21023
2016-04-17,21455
2016-04-18,22358
2016-04-19,22820
2016-04-20,22889
2016-04-21,22626
2016-04-22,22658
2016-04-23,22936
2016-04-24,22982
2016-04-25,22378
2016-04-26,21460
2016-04-27,20485
2016-04-28,19596
2016-04-29,18897
2016-04-30,18499
2016-05-01,18214
2016-05-02,18059
2016-05-03,17804
2016-05-04,17338
2016-05-05,16653
2016-05-06,16033
2016-05-07,15671
2016-05-08,15341
2016-05-09,14874
2016-05-10,14161
2016-05-11,13901
2016-05-12,13583
2016-05-13,13312
2016-05-14,13262
2016-05-15,12951
2016-05-16,13046
2016-05-17,13410
2016-05-18,14000
2016-05-19,14545
2016-05-22,15932
2016-05-23,15895
2016-05-24,15964
2016-05-25,15887
2016-05-26,15964
2016-05-27,16134
2016-05-28,16103
2016-05-29,15637
2016-05-30,15374
2016-05-31,15260
2016-06-01,15301
2016-06-02,14884
2016-06-03,14581
2016-06-04,14603
2016-06-05,14800
2016-06-06,14751
2016-06-07,14569
2016-06-08,14618
2016-06-09,14536
2016-06-10,14535
2016-06-11,14117
2016-06-12,13896
2016-06-13,13873
2016-06-14,13862
2016-06-15,13342
2016-06-16,13140
2016-06-17,12943
2016-06-18,13002
2016-06-19,12863
2016-06-20,12537
2016-06-21,12423
2016-06-22,12329
2016-06-23,12125
2016-06-24,12216
2016-06-25,12492
2016-06-26,12598
2016-06-27,12685
2016-06-28,12847
2016-06-29,12646
2016-06-30,12492
2016-07-01,12062
2016-07-02,11590
2016-07-03,11451
2016-07-04,11481
2016-07-05,11603
2016-07-06,11725
2016-07-07,11869
2016-07-08,12068
2016-07-09,12384
2016-07-10,12578
2016-07-11,12723
2016-07-12,12856
2016-07-13,12812
2016-07-14,13045
2016-07-15,13193
2016-07-16,13161
2016-07-17,13061
2016-07-18,13370
2016-07-23,13985
2016-07-24,13874
2016-07-25,14052
2016-07-26,14101
2016-07-27,14260
2016-07-28,14399
2016-07-29,14545
2016-07-30,14239
2016-07-31,14419
2016-08-01,14597
2016-08-02,14766
2016-08-03,14740
2016-08-04,14950
2016-08-05,14815
2016-08-06,14455
2016-08-07,14069
2016-08-08,13502
2016-08-09,13060
2016-08-10,12752
2016-08-11,12928
2016-08-12,12996
2016-08-13,13230
2016-08-14,13379
2016-08-15,13780
2016-08-16,14230
2016-08-17,14425
2016-08-18,14962
2016-08-19,15523
2016-08-20,16090
2016-08-21,16361
2016-08-22,16525
2016-08-23,16948
2016-08-24,17222
2016-08-25,17459
2016-08-26,17459
2016-08-28,17438
2016-08-31,16937
2016-09-01,16499
2016-09-02,16499
2016-09-03,16254
2016-09-04,16254
2016-09-05,15913
2016-09-06,16024
2016-09-07,16158
2016-09-08,16324
2016-09-09,16648
2016-09-10,16813
2016-09-11,17000
2016-09-12,17136
2016-09-13,17156
2016-09-14,17456
2016-09-15,17389
2016-09-16,17147
2016-09-17,16465
2016-09-18,16705
2016-09-19,16422
2016-09-20,16170
2016-09-21,15680
2016-09-22,15448
2016-09-23,15290
2016-09-24,15103
2016-09-25,14968
2016-09-26,14751
2016-09-27,14092
2016-09-28,13542
2016-09-29,13058
2016-09-30,12601
2016-10-01,12604
2016-10-02,12787
2016-10-03,12605
2016-10-04,12583
2016-10-05,12586
2016-10-06,12465
2016-10-07,12358
2016-10-08,12135
2016-10-09,12026
2016-10-10,11992
2016-10-11,12086
2016-10-12,12204
2016-10-13,12290
2016-10-14,12471
2016-10-15,12673
2016-10-16,12567
2016-10-17,12580
2016-10-18,12858
2016-10-19,13332
2016-10-20,13459
2016-10-21,12935
2016-10-22,12789
2016-10-23,12667
2016-10-24,12779
2016-10-25,12634
2016-10-26,12754
2016-10-27,12971
2016-10-28,13498
2016-10-29,14067
2016-10-30,14418
2016-10-31,14340
2016-11-01,14224
2016-11-02,14456
2016-11-03,14801
2016-11-04,14882
2016-11-05,14603
2016-11-06,14696
2016-11-07,14908
2016-11-08,14841
2016-11-09,14604
2016-11-10,14516
2016-11-11,14361
2016-11-12,14458
2016-11-13,14411
2016-11-14,14471
2016-12-08,15308
2016-12-09,15349
2016-12-10,15370
2016-12-11,15397
2016-12-12,15465
2016-12-13,15666
2016-12-14,16099
2016-12-15,16030
2016-12-16,16255
2016-12-17,16486
2016-12-18,16602
2016-12-19,16732
2016-12-20,16928
2016-12-21,17339
2016-12-22,17261
2016-12-23,17478
2016-12-24,17669
2016-12-25,17802
2016-12-26,17902
2016-12-27,17796
2016-12-28,17843
2016-12-29,18319
2016-12-30,18390
2016-12-31,18450
2017-01-01,18397
2017-01-02,18476
2017-01-03,18567
2017-01-04,18381
2017-01-05,18247
2017-01-06,18413
2017-01-07,18417
2017-01-08,18613
2017-01-09,18711
2017-01-10,18627
2017-01-11,18483
2017-01-12,18401
2017-01-13,18351
2017-01-14,18129
2017-01-15,18040
2017-01-16,17729
2017-01-17,17576
2017-01-18,17546
2017-01-19,17448
2017-01-20,17210
2017-01-21,17136
2017-01-22,17141
2017-01-27,17664
2017-01-28,17619
2017-01-29,17415
2017-01-30,17079
2017-01-31,16889
2017-02-01,16392
2017-02-02,16517
2017-02-03,16495
2017-02-04,16098
2017-02-05,15645
2017-02-06,15814
2017-02-07,15774
2017-02-08,15999
2017-02-09,16081
2017-02-10,16147
2017-02-11,16278
2017-02-12,16262
2017-02-13,16233
2017-02-14,15874
2017-02-15,15497
2017-02-16,15323
2017-02-18,15234
2017-02-19,15508
2017-02-20,15503
2017-02-21,15762
2017-02-22,15825
2017-02-23,15633
2017-02-24,15619
2017-02-25,15681
2017-02-26,15782
2017-02-27,16002
2017-02-28,16149
2017-03-01,16276
2017-03-02,16467
2017-03-03,16131
2017-03-04,16244
2017-03-05,16196
2017-03-06,16178
2017-03-07,16088
2017-03-08,15883
2017-03-09,15507
2017-03-10,15535
2017-03-11,15689
2017-03-12,15773
2017-03-13,15923
2017-03-14,15635
2017-03-15,15323
2017-03-16,14908
2017-03-17,14627
2017-03-18,14449
2017-03-19,14310
2017-03-20,14375
2017-03-21,14609
2017-03-22,14702
2017-03-23,14799
2017-03-24,14688
2017-03-25,14663
2017-03-26,14802
2017-03-27,14909
2017-03-28,15216
2017-03-29,15440
2017-03-30,16055
2017-03-31,16682
2017-04-01,16364
2017-04-02,16419
2017-04-03,16618
2017-04-04,17246
2017-04-12,19537
2017-04-13,19628
2017-04-14,19495
2017-04-15,19347
2017-04-16,19477
2017-04-17,19871
2017-04-18,20275
2017-04-19,20428
2017-04-20,20181
2017-04-21,20209
2017-04-22,19986
2017-04-23,19900
2017-04-24,20270
2017-04-25,20719
2017-04-26,21004
2017-04-27,21226
2017-04-28,21647
2017-04-29,22085
2017-04-30,22884
2017-05-01,23986
2017-05-02,24555
2017-05-03,24877
2017-05-04,25029
2017-05-05,24989
2017-05-06,25008
2017-05-07,25000
2017-05-08,25102
2017-05-09,25024
2017-05-10,24300
2017-05-11,24411
2017-05-12,23825
2017-05-13,22644
2017-05-14,21958
2017-05-15,21310
2017-05-16,21036
2017-05-17,20807
2017-05-18,21031
2017-05-19,20996
2017-05-20,20952
2017-05-21,20727
2017-05-22,20750
2017-05-23,20965
2017-05-24,21018
2017-05-25,21230
2017-05-26,21716
2017-05-27,22802
2017-05-28,23858
2017-05-29,25044
2017-05-30,26275
2017-05-31,27552
2017-06-01,28923
2017-06-02,30353
2017-06-03,31652
2017-06-06,34867
2017-06-07,35987
2017-06-08,37303
2017-06-09,37930
2017-06-10,39293
2017-06-11,38764
2017-06-12,38240
2017-06-13,38155
2017-06-14,38555
2017-06-15,39644
2017-06-16,40229
2017-06-17,40739
2017-06-18,41897
2017-06-19,41161
2017-06-20,40153
2017-06-21,40181
2017-06-22,39354
2017-06-23,38643
2017-06-24,37502
2017-06-25,37569
2017-06-26,36954
2017-06-27,36219
2017-06-28,37124
2017-06-29,37013
2017-06-30,36252
2017-07-01,36416
2017-07-02,36405
2017-07-03,35652
2017-07-04,35624
2017-07-05,36668
2017-07-06,37096
2017-07-07,38321
2017-07-08,39337
2017-07-13,42281
2017-07-14,42446
2017-07-15,42842
2017-07-16,44121
2017-07-17,43720
2017-07-18,44977
2017-07-19,45874
2017-07-20,47060
2017-07-21,47344
2017-07-22,48075
2017-07-23,48383
2017-07-24,47707
2017-07-25,46036
2017-07-26,46123
2017-07-27,44868
2017-07-28,43855
2017-07-29,43196
2017-07-30,42891
2017-07-31,42568
2017-08-01,42263
2017-08-02,41482
2017-08-03,40586
2017-08-04,41522
2017-08-05,40648
2017-08-06,39470
2017-08-09,36612
2017-08-10,36685
2017-08-11,37711
2017-08-12,38431
2017-08-13,38109
2017-08-14,37450
2017-08-15,37167
2017-08-17,37367
2017-08-18,38124
2017-08-19,38576
2017-08-20,38458
2017-08-21,38892
2017-08-22,39586
2017-08-23,40442
2017-08-24,41542
2017-08-25,41674
2017-08-26,41640
2017-08-27,42010
2017-08-28,42444
2017-08-29,43042
2017-08-30,44551
2017-08-31,46608
2017-09-01,48445
2017-09-02,50507
2017-09-03,51826
2017-09-04,53013
2017-09-05,53695
2017-09-06,54828
2017-09-07,53815
2017-09-08,52973
2017-09-09,52211
2017-09-10,49814
2017-09-11,48725
2017-09-12,47651
2017-09-13,46053
2017-09-14,45125
2017-09-15,44478
2017-09-16,44059
2017-09-17,43083
2017-09-19,41301
2017-09-20,40439
2017-09-21,39063
2017-09-22,39009
2017-09-23,38365
2017-09-24,38120
2017-09-25,37334
2017-09-26,36550
2017-09-27,35815
2017-09-28,34911
2017-09-29,34484
2017-09-30,34623
2017-10-01,34475
2017-10-02,34516
2017-10-03,35627
2017-10-04,35198
2017-10-05,35676
2017-10-06,36769
2017-10-07,37283
2017-10-08,36796
2017-10-09,36845
2017-10-10,36418
2017-10-11,36631
2017-10-12,36522
2017-10-13,36458
2017-10-14,36276
2017-10-15,36461
2017-10-16,36471
2017-10-17,35998
2017-10-18,35721
2017-10-19,35570
2017-10-20,35022
2017-10-21,34731
2017-10-22,34901
2017-10-23,35190
2017-10-24,35750
2017-10-25,36053
2017-10-26,35898
2017-10-27,36210
2017-10-28,35676
2017-10-29,35693
2017-10-30,36056
2017-10-31,36046
2017-11-01,35841
2017-11-02,35368
2017-11-03,35553
2017-11-04,35358
2017-11-05,35138
2017-11-06,34590
2017-11-07,34464
2017-11-08,34851
2017-11-09,35133
2017-11-10,35047
2017-11-11,34898
2017-11-12,35092
2017-11-13,35050
2017-11-14,35403
2017-11-15,34693
2017-11-16,34542
2017-11-17,34394
2017-11-18,33928
2017-11-19,33584
2017-11-20,33768
2017-11-21,33760
2017-11-22,32577
2017-11-23,33362
2017-11-24,34202
2017-11-25,35728
2017-11-26,37515
2017-11-27,39391
2017-11-28,41359
2017-11-29,43421
2017-11-30,45559
2017-12-01,47274
2017-12-02,48191
2017-12-03,49538
2017-12-04,51126
2017-12-05,52365
2017-12-06,53091
2017-12-07,52419
2017-12-08,51830
2017-12-09,51473
2017-12-10,51047
2017-12-11,50110
2017-12-12,48962
2017-12-13,48701
2017-12-14,47102
2017-12-15,45493
2017-12-16,44027
2017-12-17,42292
2017-12-18,41370
2017-12-19,39956
2017-12-20,39244
2017-12-21,38146
2017-12-22,37720
2017-12-23,36944
2017-12-24,35973
2017-12-25,35482
2017-12-26,34154
2017-12-27,34114
2017-12-28,34217
2017-12-29,34309
2017-12-30,35332
2017-12-31,36370
2018-01-01,37379
2018-01-02,38199
2018-01-03,39083
2018-01-04,39431
2018-01-05,39085
2018-01-06,38447
2018-01-07,38663
2018-01-08,38662
2018-01-09,39062
2018-01-10,39010
2018-01-11,39247
2018-01-12,39217
2018-01-13,39454
2018-01-14,39889
2018-01-15,39727
2018-01-16,39008
2018-01-17,37658
2018-01-18,36975
2018-01-19,36404
2018-01-20,36485
2018-01-21,36102
2018-01-22,35958
2018-01-23,36193
2018-01-24,37069
2018-01-25,37789
2018-01-26,38244
2018-01-27,38869
2018-01-28,39315
2018-01-29,39333
2018-01-30,39393
2018-02-01,39663
2018-02-02,39166
2018-02-03,38823
2018-02-04,38828
2018-02-05,39151
2018-02-06,39646
2018-02-07,39981
2018-02-08,40828
2018-02-09,42622
2018-02-10,44741
2018-02-11,46979
2018-02-12,49328
2018-02-13,51573
2018-02-14,54152
2018-02-15,56856
2018-02-16,59621
2018-02-17,62069
2018-02-18,64666
2018-02-19,64825
2018-02-20,64867
2018-02-21,61899
2018-02-22,58865
2018-02-23,56431
2018-02-24,54203
2018-02-25,51820
2018-02-26,49437
2018-02-27,47188
2018-02-28,45856
2018-03-01,45361
2018-03-02,44842
2018-03-03,44657
2018-03-04,44620
2018-03-05,44474
2018-03-06,43962
2018-03-07,43878
2018-03-08,43348
2018-03-09,43324
2018-03-10,43793
2018-03-11,43962
2018-03-12,44225
2018-03-13,44236
2018-03-14,43421
2018-03-15,43147
2018-03-16,42291
2018-03-17,42391
2018-03-18,43214
2018-03-19,43134
2018-03-20,43584
2018-03-21,44460
2018-03-23,44472
2018-03-24,44458
2018-03-26,44931
2018-03-27,44237
2018-03-28,44245
2018-03-29,43908
2018-03-30,43933
2018-03-31,43869
2018-04-01,44015
2018-04-02,44483
2018-04-03,45051
2018-04-04,44972
2018-04-05,44914
2018-04-06,45233
2018-04-08,44762
2018-04-09,44799
2018-04-10,44615
2018-04-11,44657
2018-04-12,44929
2018-04-13,45126
2018-04-14,46454
2018-04-15,47854
2018-04-16,49000
2018-04-17,47542
2018-04-18,47216
2018-04-19,47327
2018-04-20,47361
2018-04-21,47271
2018-04-22,46995
2018-04-23,47274
2018-04-24,48132
2018-04-25,49283
2018-04-26,50830
2018-04-27,52585
2018-04-28,54545
2018-04-29,56278
2018-04-30,57890
2018-05-01,58598
2018-05-02,59477
2018-05-03,59685
2018-05-04,61006
2018-05-05,62071
2018-05-06,61791
2018-05-07,62706
2018-05-08,63486
2018-05-09,61960
2018-05-10,61448
2018-05-11,61695
2018-05-12,60966
2018-05-13,59189
2018-05-14,57897
2018-05-15,56523
2018-05-16,56361
2018-05-17,56212
2018-05-18,56267
2018-05-19,56317
2018-05-20,57020
2018-05-21,57251
2018-05-22,57861
2018-05-23,58358
2018-05-24,58868
2018-05-25,59571
2018-05-26,59451
2018-05-27,59679
2018-05-28,60564
2018-05-29,61767
2018-05-30,61144
2018-05-31,59544
2018-06-01,59382
2018-06-02,60129
2018-06-03,61932
2018-06-04,61704
2018-06-05,62195
2018-06-06,62594
2018-06-07,61439
2018-06-08,62337
2018-06-09,64804
2018-06-10,65960
2018-06-11,66792
2018-06-12,68029
2018-06-13,69670
2018-06-14,69845
2018-06-15,71153
2018-06-16,72049
2018-06-17,71707
2018-06-18,72651
2018-06-19,72677
2018-06-20,72337
2018-06-21,72684
2018-06-22,71642
2018-06-23,71084
2018-06-24,71192
2018-06-25,70372
2018-06-26,69814
2018-06-27,68180
2018-06-28,67989
2018-06-29,65892
2018-06-30,65691
2018-07-01,64629
2018-07-02,64297
2018-07-03,63865
2018-07-04,64425
2018-07-05,63243
2018-07-06,62830
2018-07-07,62463
2018-07-08,62278
2018-07-09,62112
2018-07-10,62010
2018-07-11,61667
2018-07-12,61517
2018-07-13,62215
2018-07-14,62479
2018-07-15,63619
2018-07-16,63749
2018-07-17,64949
2018-07-18,65293
2018-07-19,64397
2018-07-20,64253
2018-07-21,64183
2018-07-23,67765
2018-07-24,70442
2018-07-25,73264
2018-07-26,75039
2018-07-27,77125
2018-07-28,78168
2018-07-29,78016
2018-07-30,78614
2018-07-31,79991
2018-08-01,81736
2018-08-02,84277
2018-08-03,86195
2018-08-04,88770
2018-08-05,90847
2018-08-06,92264
2018-08-07,91234
2018-08-08,90599
2018-08-09,88164
2018-08-10,85065
2018-08-11,85098
2018-08-12,83703
2018-08-14,84182
2018-08-16,83821
2018-08-17,82268
2018-08-18,81166
2018-08-19,79767
2018-08-20,79008
2018-08-21,77627
2018-08-22,76105
2018-08-23,73423
2018-08-24,71736
2018-08-25,70795
2018-08-26,72494
2018-08-27,72998
2018-08-28,73713
2018-08-29,74335
2018-08-30,75211
2018-08-31,76842
2018-09-01,76855
2018-09-02,76139
2018-09-03,75509
2018-09-04,74987
2018-09-05,76908
2018-09-06,79161
2018-09-07,80181
2018-09-08,79814
2018-09-09,79389
2018-09-10,79774
2018-09-11,81002
2018-09-12,80919
2018-09-13,79525
2018-09-14,78948
2018-09-15,77403
2018-09-16,76470
2018-09-17,75165
2018-09-18,75595
2018-09-19,75011
2018-09-20,76372
2018-09-21,76211
2018-09-22,75921
2018-09-23,75190
2018-09-24,75728
2018-09-25,75913
2018-09-26,75803
2018-09-27,76363
2018-09-28,78012
2018-09-29,78828
2018-09-30,78063
2018-10-02,78160
2018-10-03,78529
2018-10-04,80842
2018-10-05,81733
2018-10-06,82986
2018-10-07,83922
2018-10-08,85650
2018-10-09,87830
2018-10-10,89153
2018-10-11,89840
2018-10-12,89437
2018-10-13,90435
2018-10-14,90830
2018-10-15,91422
2018-10-16,90320
2018-10-17,89402
2018-10-18,89490
2018-10-19,89763
2018-10-20,89926
2018-10-21,88169
2018-10-22,84828
2018-10-23,82817
2018-10-24,80864
2018-10-25,79766
2018-10-26,77549
2018-10-27,75489
2018-10-28,71961
2018-10-29,69919
2018-10-30,69431
2018-10-31,68594
2018-11-01,68945
2018-11-03,68611
2018-11-04,66856
2018-11-05,65685
2018-11-06,65418
2018-11-07,64621
2018-11-08,63308
2018-11-09,62322
2018-11-10,60506
2018-11-11,59859
2018-11-12,60348
2018-11-13,60717
2018-11-14,59537
2018-11-15,59825
2018-11-16,58826
2018-11-17,59173
2018-11-18,59078
2018-11-19,61155
2018-11-20,63015
2018-11-21,64033
2018-11-22,64624
2018-11-23,64431
2018-11-24,64869
2018-11-25,65787
2018-11-26,67705
2018-11-27,69108
2018-11-28,70242
2018-11-29,70548
2018-12-01,71569
2018-12-02,73169
2018-12-03,73615
2018-12-04,73686
2018-12-05,73701
2018-12-07,71732
2018-12-09,71697
2018-12-10,72585
2018-12-11,72555
2018-12-12,73340
2018-12-13,71659
2018-12-14,71477
2018-12-15,70899
2018-12-16,71131
2018-12-17,71911
2018-12-18,72469
2018-12-19,73665
2018-12-20,73833
2018-12-21,73699
2018-12-22,72237
2018-12-23,72239
2018-12-24,72869
2018-12-25,73584
2018-12-26,74263
2018-12-27,74320
2018-12-28,74431
2018-12-29,74372
2018-12-30,73845
2018-12-31,73857
2019-01-01,73921
2019-01-02,74138
2019-01-03,73902
2019-01-04,74580
2019-01-05,74262
2019-01-06,74055
2019-01-08,73885
2019-01-10,72392
2019-01-11,70055
2019-01-12,68034
2019-01-13,67624
2019-01-14,66987
2019-01-15,65694
2019-01-16,65111
2019-01-17,64559
2019-01-18,64385
2019-01-19,62715
2019-01-20,61679
2019-01-21,61810
2019-01-22,61698
2019-01-23,61828
2019-01-24,62690
2019-01-25,62231
2019-01-26,62095
2019-01-27,61045
2019-01-28,60768
2019-01-29,60429
2019-01-30,60334
2019-01-31,61540
2019-02-01,63720
2019-02-02,63455
2019-02-03,64579
2019-02-04,64555
2019-02-05,65147
2019-02-06,67067
2019-02-07,67689
2019-02-08,66993
2019-02-09,66371
2019-02-10,65955
2019-02-11,64944
2019-02-12,64285
2019-02-13,63187
2019-02-14,63434
2019-02-15,64539
2019-02-16,64547
2019-02-17,64172
2019-02-18,64513
2019-02-19,64423
2019-02-20,65564
2019-02-21,65969
2019-02-22,65367
2019-02-23,66033
2019-02-24,65557
2019-02-25,64789
2019-02-26,66457
2019-02-27,67619
2019-02-28,68206
2019-03-01,68335
2019-03-02,70018
2019-03-03,70971
2019-03-04,71133
2019-03-05,72161
2019-03-06,72042
2019-03-07,70477
2019-03-08,69353
2019-03-09,68556
2019-03-10,67802
2019-03-11,67312
2019-03-12,67160
2019-03-13,66406
2019-03-14,66125
2019-03-15,66929
2019-03-16,67105
2019-03-17,66838
2019-03-18,66970
2019-03-19,67132
2019-03-20,68229
2019-03-21,68562
2019-03-22,67881
2019-03-23,67264
2019-03-24,67772
2019-03-25,66605
2019-03-26,65352
2019-03-27,63442
2019-03-28,62364
2019-03-29,63636
2019-03-30,64218
2019-03-31,64181
2019-04-01,63789
2019-04-02,63508
2019-04-03,62684
2019-04-04,63408
