date_obj,Granite%20body price
2019-03-27,51395
2019-03-28,50550
2019-03-29,50151
2019-03-30,49986
2019-03-31,50147
2019-04-01,50231
2019-04-02,50602
2019-04-03,49479
2019-04-04,50025
2019-04-05,49559
2019-04-06,49437
2019-04-07,48946
2019-04-08,48210
2019-04-09,48599
2019-04-10,48639
2019-04-11,49564
2019-04-12,49605
2019-04-13,50791
2019-04-14,49317
2019-04-15,48786
2019-04-16,49655
2019-04-17,51764
2019-04-18,53897
2019-04-19,56592
2019-04-20,59098
2019-04-21,59266
2019-04-22,60331
2019-04-23,61110
2019-04-24,61010
2019-04-25,60616
2019-04-26,60248
2019-04-27,62109
2019-04-28,64700
2019-04-29,64113
2019-04-30,63567
2019-05-01,62852
2019-05-02,62040
2019-05-03,60647
2019-05-04,58223
2019-05-05,56290
2019-05-06,56146
2019-05-07,56035
2019-05-08,55320
2019-05-09,55497
2019-05-10,56940
2019-05-11,57068
2019-05-12,57407
2019-05-13,58438
2019-05-14,58417
2019-05-15,57238
2019-05-16,55289
2019-05-17,54020
2019-05-18,54390
2019-05-19,55447
2019-05-20,55674
2019-05-21,57056
2019-05-22,56265
2019-05-23,54521
2019-05-24,54806
2019-05-25,56311
2019-05-26,55453
2019-05-27,53415
2019-05-28,52995
2019-05-29,51437
2019-05-30,50430
2019-05-31,49050
2019-06-01,49504
2019-06-02,49286
2019-06-03,48561
2019-06-04,48176
2019-06-05,48578
2019-06-06,49181
2019-06-07,49718
2019-06-08,49871
2019-06-09,49768
2019-06-10,49344
2019-06-11,49273
2019-06-12,49123
2019-06-13,51280
2019-06-14,52819
2019-06-15,51552
2019-06-16,51879
2019-06-17,53997
2019-06-18,51560
2019-06-19,50808
2019-06-20,51599
2019-06-21,51312
2019-06-22,50960
2019-06-23,50163
2019-06-24,49619
2019-06-25,50754
2019-06-26,52312
2019-06-27,51674
2019-06-28,51848
2019-06-29,51512
2019-06-30,50390
2019-07-01,49311
2019-07-02,49156
2019-07-03,49242
2019-07-04,49309
2019-07-05,50155
2019-07-06,49512
2019-07-07,48929
2019-07-08,49009
2019-07-09,48448
2019-07-10,48061
2019-07-11,48139
2019-07-12,48620
2019-07-13,48036
2019-07-14,48230
2019-07-15,48163
2019-07-16,47805
2019-07-17,48913
2019-07-18,48812
2019-07-19,49187
2019-07-20,50996
2019-07-21,51984
2019-07-22,50119
2019-07-23,48794
2019-07-24,48831
2019-07-25,48530
2019-07-26,48382
2019-07-27,47813
2019-07-28,49050
2019-07-29,49779
2019-07-30,49439
2019-07-31,48430
2019-08-01,48089
2019-08-02,47924
2019-08-03,49281
2019-08-04,48871
2019-08-05,48977
2019-08-06,49162
2019-08-07,48659
2019-08-08,48767
2019-08-09,48783
2019-08-10,48104
2019-08-11,48045
2019-08-12,48175
2019-08-13,48107
2019-08-14,48435
2019-08-15,48372
2019-08-16,48518
2019-08-17,48462
2019-08-18,48252
2019-08-19,48216
2019-08-20,48078
2019-08-21,49272
2019-08-22,51516
2019-08-23,52650
2019-08-24,53647
2019-08-24,53647
2019-08-25,54192
2019-08-25,54192
2019-08-26,54541
2019-08-26,54541
2019-08-27,54484
2019-08-27,54484
2019-08-28,53860
2019-08-29,52685
2019-08-30,51538
2019-08-31,50051
2019-09-01,48835
2019-09-02,48587
2019-09-03,48933
2019-09-04,49331
2019-09-05,49682
2019-09-06,50093
2019-09-07,49530
2019-09-08,49598
2019-09-09,49133
2019-09-10,49516
2019-09-11,49421
2019-09-12,49069
2019-09-13,49531
2019-09-14,51146
2019-09-15,53382
2019-09-16,54246
2019-09-17,55670
2019-09-18,55615
2019-09-19,55269
2019-09-20,55315
2019-09-21,54853
2019-09-22,54346
2019-09-23,52534
2019-09-24,50951
2019-09-25,49058
2019-09-26,48051
2019-09-27,48360
2019-09-28,48415
2019-09-29,48353
2019-09-30,49183
2019-10-01,50563
2019-10-02,52775
2019-10-03,52973
2019-10-04,52286
2019-10-05,51169
2019-10-06,49588
2019-10-07,48530
2019-10-08,49913
2019-10-09,50180
2019-10-10,50929
2019-10-11,53476
2019-10-12,55240
2019-10-13,53579
2019-10-14,54068
2019-10-15,53042
2019-10-16,51472
2019-10-17,51540
2019-10-18,51336
2019-10-19,51343
2019-10-20,51097
2019-10-21,49999
2019-10-22,49676
2019-10-23,48599
2019-10-24,48187
2019-10-25,48114
2019-10-26,49068
2019-10-27,49601
2019-10-28,51719
2019-10-29,50594
2019-10-30,49769
2019-10-31,48492
2019-11-01,47838
2019-11-02,47571
2019-11-03,48905
2019-11-04,51351
2019-11-05,53831
2019-11-06,54759
2019-11-07,56561
2019-11-08,56644
2019-11-09,54468
2019-11-10,52063
2019-11-11,50619
2019-11-12,49793
2019-11-13,51384
2019-11-14,49904
2019-11-15,50087
2019-11-16,51627
2019-11-17,51627
2019-11-18,51404
2019-11-19,50385
2019-11-20,49153
2019-11-21,49153
2019-11-22,49916
2019-11-23,48967
2019-11-24,48159
2019-11-25,49425
2019-11-26,50054
2019-11-27,50054
2019-11-28,51316
2019-11-29,51995
2019-11-30,51091
2019-12-01,48911
2019-12-02,48372
2019-12-03,48082
2019-12-04,48445
2019-12-05,48445
2019-12-06,49383
2019-12-07,50435
2019-12-08,50347
2019-12-09,49887
2019-12-10,49943
2019-12-11,50352
2019-12-12,49816
2019-12-13,49647
2019-12-14,50108
2019-12-15,50070
2019-12-16,50223
2019-12-17,50283
2019-12-18,50280
2019-12-19,49162
2019-12-20,50676
2019-12-21,51863
2019-12-22,52356
2019-12-23,52167
2019-12-24,52158
2019-12-25,51750
2019-12-26,51265
2019-12-27,49720
2019-12-28,48633
2019-12-29,48452
2019-12-30,48878
2019-12-31,48822
2020-01-01,48902
2020-01-02,49305
2020-01-03,49633
2020-01-04,49640
2020-01-05,49610
2020-01-06,49282
2020-01-07,49041
2020-01-08,49602
2020-01-09,49636
2020-01-10,49767
2020-01-11,48785
2020-01-12,48556
2020-01-13,48556
2020-01-14,48534
2020-01-15,48321
2020-01-16,48584
2020-01-17,48480
2020-01-18,48787
2020-01-19,48463
2020-01-20,48332
2020-01-21,48819
2020-01-22,48881
2020-01-23,48586
2020-01-24,48703
2020-01-25,48611
2020-01-26,48866
2020-01-27,48854
2020-01-28,48778
2020-01-29,48362
2020-01-30,48305
2020-01-31,48427
2020-02-01,48666
2020-02-02,48939
2020-02-03,48608
2020-02-04,48114
2020-02-05,48226
2020-02-06,47711
2020-02-07,47343
2020-02-08,47630
2020-02-09,47456
2020-02-10,47529
2020-02-11,47553
2020-02-12,47493
2020-02-13,47572
2020-02-14,47839
2020-02-15,47480
2020-02-16,48441
2020-02-17,49911
2020-02-18,48643
2020-02-19,48098
2020-02-20,47935
2020-02-21,47935
2020-02-22,48250
2020-02-23,49406
2020-02-24,49754
2020-02-25,48398
2020-02-26,48803
2020-02-27,48518
2020-02-28,48991
2020-02-29,49613
2020-03-01,49336
2020-03-02,49632
2020-03-03,49974
2020-03-04,48705
2020-03-05,48768
2020-03-06,48526
2020-03-07,48160
2020-03-08,48936
2020-03-09,48912
2020-03-10,49238
2020-03-11,48897
2020-03-12,48653
2020-03-13,49349
2020-03-14,49729
2020-03-15,51783
2020-03-16,50566
2020-03-17,50095
2020-03-18,49593
2020-03-19,49484
2020-03-20,48956
2020-03-21,47986
2020-03-22,47913
2020-03-23,48389
2020-03-24,50042
2020-03-25,49766
2020-03-26,49851
2020-03-27,50167
2020-03-28,51466
2020-03-29,50337
2020-03-30,49302
2020-03-31,48915
2020-04-01,48539
2020-04-02,48547
2020-04-03,48527
2020-04-04,47931
2020-04-05,48509
2020-04-06,49631
2020-04-07,49743
2020-04-08,49049
2020-04-09,48725
2020-04-10,48095
2020-04-11,48183
2020-04-12,49360
2020-04-13,50344
2020-04-14,49306
2020-04-15,49325
2020-04-16,49175
2020-04-17,49135
2020-04-18,49975
2020-04-19,49811
2020-04-20,49013
2020-04-21,48569
2020-04-22,49516
2020-04-23,48566
2020-04-24,48058
2020-04-25,48902
2020-04-26,48685
2020-04-27,48228
2020-04-28,50514
2020-04-29,51069
2020-04-30,50177
2020-05-01,49066
2020-05-02,48954
2020-05-03,48413
2020-05-04,49105
2020-05-05,48687
2020-05-06,47901
2020-05-07,47811
2020-05-08,48371
2020-05-09,49202
2020-05-10,48722
2020-05-11,48002
2020-05-12,48110
2020-05-13,47984
