date_obj,Dual%20sai price
2020-04-20,3654
2020-04-21,3704
2020-04-22,3856
2020-04-23,3856
2020-04-24,3980
2020-04-25,3980
2020-04-26,3966
2020-04-27,3955
2020-04-28,3955
2020-04-29,3998
2020-04-30,3998
2020-05-01,4036
2020-05-02,4036
2020-05-03,4014
2020-05-04,4014
2020-05-05,4099
2020-05-06,4099
2020-05-07,4131
2020-05-08,4131
2020-05-09,4050
2020-05-10,4050
2020-05-11,3933
2020-05-12,3933
2020-05-13,3789
