date_obj,Black%20elegant%20shirt price
2015-09-17,183618
2015-09-18,183618
2015-09-19,183477
2015-09-20,176573
2015-09-21,177104
2015-09-22,175367
2015-09-23,174881
2015-09-24,174881
2015-09-25,177732
2015-09-27,182548
2015-09-28,185825
2015-09-29,185825
2015-09-30,185835
2015-10-05,197781
2015-10-06,205341
2015-10-07,205341
2015-10-08,203325
2015-10-09,194153
2015-10-10,194153
2015-10-11,186903
2015-10-12,182353
2015-10-13,182353
2015-10-14,177945
2015-10-15,170011
2015-10-16,165857
2015-10-17,165857
2015-10-18,163853
2015-10-19,156382
2015-10-20,156382
2015-10-22,151165
2015-10-23,144999
2015-10-24,139971
2015-10-25,136131
2015-10-26,132737
2015-10-27,132737
2015-10-29,131279
2015-10-30,132895
2015-10-31,133748
2015-11-01,133748
2015-11-02,139041
2015-11-03,139041
2015-11-04,138887
2015-11-05,139917
2015-11-06,139917
2015-11-07,140196
2015-11-08,140196
2015-11-09,139835
2015-11-10,139835
2015-11-11,140525
2015-11-12,140525
2015-11-13,140842
2015-11-14,140842
2015-11-15,139878
2015-11-16,139878
2015-11-17,142583
2015-11-18,142583
2015-11-19,143138
2015-11-20,141914
2015-11-21,141914
2015-11-22,141806
2015-11-23,141806
2015-11-24,142233
2015-11-25,142770
2015-11-26,142770
2015-11-27,143280
2015-11-28,143280
2015-11-29,144752
2015-11-30,145977
2015-12-01,145977
2015-12-02,146973
2015-12-03,146157
2015-12-04,146157
2015-12-05,146863
2015-12-06,146429
2015-12-07,146429
2015-12-08,149462
2015-12-09,156374
2015-12-10,162508
2015-12-11,167154
2015-12-12,167154
2015-12-13,171250
2015-12-14,171250
2015-12-15,177827
2015-12-16,186313
2015-12-17,186313
2015-12-18,195565
2015-12-19,195565
2015-12-20,205211
2015-12-21,214781
2015-12-22,223406
2015-12-23,226990
2015-12-24,226990
2015-12-25,226103
2015-12-26,226103
2015-12-27,223631
2015-12-28,223631
2015-12-29,216913
2015-12-30,209886
2015-12-31,209886
2016-01-01,203392
2016-01-02,203392
2016-01-03,201317
2016-01-04,194676
2016-01-05,195313
2016-01-06,192076
2016-01-07,192076
2016-01-08,190752
2016-01-09,190752
2016-01-10,187990
2016-01-11,187990
2016-01-12,180895
2016-01-13,180895
2016-01-14,174108
2016-01-15,169363
2016-01-16,169363
2016-01-17,163730
2016-01-18,159891
2016-01-19,159891
2016-01-20,154697
2016-01-21,154697
2016-01-22,148141
2016-01-23,144001
2016-01-24,141206
2016-01-25,140523
2016-01-26,140523
2016-01-27,139633
2016-01-28,139633
2016-01-29,139728
2016-01-30,139728
2016-01-31,142320
2016-02-01,147611
2016-02-02,152636
2016-02-03,159590
2016-02-04,159590
2016-02-05,166626
2016-02-06,168087
2016-02-07,168087
2016-02-08,169508
2016-02-09,169835
2016-02-10,168997
2016-02-11,168997
2016-02-12,168994
2016-02-13,164347
2016-02-14,164347
2016-02-15,160990
2016-02-16,156383
2016-02-17,152622
2016-02-18,152622
2016-02-19,150870
2016-02-20,150284
2016-02-21,150919
2016-02-22,150919
2016-02-23,149481
2016-02-24,149481
2016-02-25,150116
2016-02-26,150116
2016-02-27,147510
2016-02-28,147510
2016-02-29,142590
2016-03-01,138008
2016-03-02,138008
2016-03-03,136798
2016-03-04,138051
2016-03-05,136849
2016-03-06,137303
2016-03-07,137303
2016-03-08,138086
2016-03-09,139041
2016-03-10,141003
2016-03-11,141003
2016-03-12,141312
2016-03-13,141312
2016-03-14,138123
2016-03-15,135870
2016-03-16,136182
2016-03-17,136974
2016-03-18,136749
2016-03-19,136749
2016-03-20,138191
2016-03-21,138191
2016-03-22,139372
2016-03-23,140232
2016-03-24,138746
2016-03-25,138457
2016-03-26,138290
2016-03-27,138290
2016-03-28,138210
2016-03-29,138513
2016-03-30,138513
2016-03-31,137334
2016-04-01,137334
2016-04-02,137759
2016-04-03,139113
2016-04-04,138716
2016-04-05,138716
2016-04-06,136961
2016-04-07,136961
2016-04-08,137986
2016-04-09,139360
2016-04-10,138757
2016-04-11,138757
2016-04-12,139325
2016-04-13,139325
2016-04-14,140101
2016-04-15,142608
2016-04-16,144977
2016-04-17,148802
2016-04-18,150400
2016-04-19,150400
2016-04-20,151295
2016-04-21,149083
2016-04-22,149083
2016-04-23,147436
2016-04-24,145435
2016-04-25,144259
2016-04-26,141778
2016-04-27,138610
2016-04-28,135140
2016-04-29,135140
2016-04-30,129819
2016-05-01,127651
2016-05-02,126524
2016-05-03,125140
2016-05-04,125140
2016-05-05,124053
2016-05-06,124053
2016-05-07,118836
2016-05-08,118836
2016-05-09,112894
2016-05-10,107583
2016-05-11,107583
2016-05-12,104310
2016-05-13,102660
2016-05-14,102660
2016-05-15,101556
2016-05-16,101556
2016-05-17,99278
2016-05-18,98609
2016-05-19,98609
2016-05-22,97821
2016-05-23,98001
2016-05-24,98678
2016-05-25,98678
2016-05-26,97808
2016-05-27,96767
2016-05-28,96767
2016-05-29,96087
2016-05-30,96087
2016-05-31,96795
2016-06-01,96431
2016-06-02,97091
2016-06-03,97091
2016-06-04,99322
2016-06-05,99322
2016-06-06,100963
2016-06-07,100963
2016-06-08,99761
2016-06-09,98285
2016-06-10,98096
2016-06-11,98518
2016-06-12,97835
2016-06-13,97835
2016-06-14,96949
2016-06-15,96949
2016-06-16,93557
2016-06-17,91581
2016-06-18,91581
2016-06-19,92020
2016-06-20,90882
2016-06-21,89517
2016-06-22,88760
2016-06-23,87249
2016-06-24,87249
2016-06-25,87029
2016-06-26,87029
2016-06-27,87078
2016-06-28,87371
2016-06-29,88251
2016-06-30,88485
2016-07-01,89505
2016-07-02,89505
2016-07-03,91220
2016-07-04,91676
2016-07-05,91676
2016-07-06,91496
2016-07-07,91511
2016-07-08,90611
2016-07-09,87131
2016-07-10,83495
2016-07-11,80814
2016-07-12,77288
2016-07-13,75613
2016-07-14,73578
2016-07-15,72160
2016-07-16,70550
2016-07-17,70424
2016-07-18,69409
2016-07-23,72237
2016-07-24,72775
2016-07-25,74485
2016-07-26,74485
2016-07-27,74321
2016-07-28,74321
2016-07-29,73682
2016-07-30,73881
2016-07-31,73881
2016-08-01,74667
2016-08-02,74471
2016-08-03,72620
2016-08-04,72620
2016-08-05,71374
2016-08-06,71374
2016-08-07,70467
2016-08-08,70467
2016-08-09,70645
2016-08-10,68501
2016-08-11,68501
2016-08-12,65578
2016-08-13,65578
2016-08-14,63878
2016-08-15,62441
2016-08-16,60727
2016-08-17,60727
2016-08-18,59040
2016-08-19,57218
2016-08-20,55821
2016-08-21,55821
2016-08-22,54063
2016-08-23,51556
2016-08-24,51556
2016-08-25,51105
2016-08-26,51105
2016-08-28,51619
2016-08-31,48383
2016-09-01,48190
2016-09-02,48190
2016-09-03,49347
2016-09-04,50002
2016-09-05,50922
2016-09-06,50922
2016-09-07,50807
2016-09-08,50807
2016-09-09,50902
2016-09-10,50812
2016-09-11,50812
2016-09-12,51628
2016-09-13,51078
2016-09-14,51078
2016-09-15,50962
2016-09-16,50962
2016-09-17,50337
2016-09-18,51255
2016-09-19,50982
2016-09-20,50982
2016-09-21,51011
2016-09-22,51434
2016-09-23,52174
2016-09-24,52174
2016-09-25,52945
2016-09-26,52945
2016-09-27,52914
2016-09-28,52914
2016-09-29,51656
2016-09-30,52049
2016-10-01,51452
2016-10-02,51452
2016-10-03,48935
2016-10-04,46891
2016-10-05,45510
2016-10-06,45510
2016-10-07,44820
2016-10-08,43894
2016-10-09,43894
2016-10-10,42881
2016-10-11,43480
2016-10-12,43480
2016-10-13,44946
2016-10-14,47109
2016-10-15,47109
2016-10-16,49093
2016-10-17,51331
2016-10-18,51331
2016-10-19,53649
2016-10-20,53649
2016-10-21,56044
2016-10-22,56044
2016-10-23,57974
2016-10-24,59736
2016-10-25,59736
2016-10-26,61760
2016-10-27,61760
2016-10-28,62552
2016-10-29,61835
2016-10-30,61835
2016-10-31,62324
2016-11-01,62324
2016-11-02,63463
2016-11-03,63463
2016-11-04,64532
2016-11-05,64532
2016-11-06,64200
2016-11-07,64200
2016-11-08,63802
2016-11-09,63802
2016-11-10,64933
2016-11-11,64933
2016-11-12,65641
2016-11-13,65641
2016-11-14,66245
2016-11-15,66245
2016-12-07,76587
2016-12-08,76399
2016-12-09,76890
2016-12-10,76890
2016-12-11,76892
2016-12-12,76892
2016-12-13,77039
2016-12-14,76665
2016-12-15,76665
2016-12-16,73983
2016-12-17,70664
2016-12-18,70664
2016-12-19,68417
2016-12-20,67908
2016-12-21,67883
2016-12-22,67883
2016-12-23,65830
2016-12-24,65830
2016-12-25,65617
2016-12-26,65617
2016-12-27,64804
2016-12-28,64273
2016-12-29,63341
2016-12-30,63341
2016-12-31,62348
2017-01-01,62348
2017-01-02,61986
2017-01-03,61986
2017-01-04,61729
2017-01-05,61729
2017-01-06,62266
2017-01-07,62946
2017-01-08,62946
2017-01-09,63117
2017-01-10,63117
2017-01-11,63719
2017-01-12,63356
2017-01-13,63356
2017-01-14,63228
2017-01-15,63192
2017-01-16,62973
2017-01-17,62681
2017-01-18,63155
2017-01-19,63155
2017-01-20,63685
2017-01-21,63556
2017-01-22,63556
2017-01-23,63468
2017-01-27,66191
2017-01-28,65761
2017-01-29,64751
2017-01-30,64751
2017-01-31,63489
2017-02-01,62228
2017-02-02,62228
2017-02-03,61382
2017-02-04,61239
2017-02-05,60992
2017-02-06,60992
2017-02-07,60582
2017-02-08,60055
2017-02-09,60055
2017-02-10,59695
2017-02-11,58210
2017-02-12,58210
2017-02-13,57547
2017-02-14,57829
2017-02-15,57829
2017-02-16,57757
2017-02-18,58022
2017-02-19,58569
2017-02-20,58569
2017-02-21,58609
2017-02-22,58609
2017-02-23,58195
2017-02-24,58195
2017-02-25,58440
2017-02-26,58884
2017-02-27,58024
2017-02-28,58121
2017-03-01,57867
2017-03-02,57990
2017-03-03,57990
2017-03-04,58028
2017-03-05,58028
2017-03-06,58295
2017-03-07,57285
2017-03-08,57285
2017-03-09,56620
2017-03-10,55961
2017-03-11,55774
2017-03-12,55297
2017-03-13,54530
2017-03-14,53481
2017-03-15,53060
2017-03-16,53060
2017-03-17,51876
2017-03-18,51876
2017-03-19,50742
2017-03-20,49962
2017-03-21,48945
2017-03-22,48945
2017-03-23,48473
2017-03-24,49064
2017-03-25,49064
2017-03-26,49332
2017-03-27,48870
2017-03-28,48870
2017-03-29,48346
2017-03-30,47269
2017-03-31,46663
2017-04-01,45894
2017-04-02,45894
2017-04-03,45768
2017-04-04,45768
2017-04-12,44188
2017-04-13,44022
2017-04-14,44022
2017-04-15,43357
2017-04-16,43238
2017-04-17,43044
2017-04-18,43120
2017-04-19,42377
2017-04-20,42377
2017-04-21,42349
2017-04-22,42349
2017-04-23,42422
2017-04-24,42625
2017-04-25,42319
2017-04-26,42319
2017-04-27,41673
2017-04-28,41514
2017-04-29,41086
2017-04-30,41086
2017-05-01,39161
2017-05-02,38146
2017-05-03,38146
2017-05-04,38154
2017-05-05,37548
2017-05-06,37548
2017-05-07,37292
2017-05-08,36603
2017-05-09,36629
2017-05-10,36452
2017-05-11,35754
2017-05-12,35471
2017-05-13,35019
2017-05-14,35019
2017-05-15,34540
2017-05-16,33952
2017-05-17,33952
2017-05-18,33527
2017-05-19,33527
2017-05-20,32622
2017-05-21,32622
2017-05-22,31646
2017-05-23,30110
2017-05-24,29547
2017-05-25,29045
2017-05-26,29121
2017-05-27,29381
2017-05-28,29381
2017-05-29,29312
2017-05-30,29838
2017-05-31,30892
2017-06-01,30812
2017-06-02,30399
2017-06-03,30399
2017-06-04,30442
2017-06-05,30529
2017-06-06,30506
2017-06-07,30298
2017-06-08,30272
2017-06-09,29772
2017-06-10,29460
2017-06-11,29575
2017-06-12,29575
2017-06-13,29664
2017-06-14,30392
2017-06-15,30392
2017-06-16,30681
2017-06-17,30681
2017-06-18,31214
2017-06-19,31214
2017-06-20,31046
2017-06-21,30741
2017-06-22,30741
2017-06-23,31170
2017-06-24,31723
2017-06-25,31176
2017-06-26,31563
2017-06-27,32056
2017-06-28,32056
2017-06-29,31738
2017-06-30,30151
2017-07-01,30151
2017-07-02,29133
2017-07-03,27913
2017-07-04,26847
2017-07-05,26847
2017-07-06,26651
2017-07-07,26651
2017-07-08,26794
2017-07-13,27099
2017-07-14,27272
2017-07-15,27272
2017-07-16,27869
2017-07-17,28807
2017-07-18,29346
2017-07-19,30212
2017-07-20,30118
2017-07-21,29764
2017-07-22,29848
2017-07-23,29590
2017-07-24,29590
2017-07-25,29529
2017-07-26,29610
2017-07-27,29242
2017-07-28,29577
2017-07-29,29577
2017-07-30,30311
2017-07-31,30311
2017-08-01,31488
2017-08-02,32590
2017-08-03,32590
2017-08-04,33710
2017-08-05,34087
2017-08-06,34087
2017-08-07,33514
2017-08-08,33041
2017-08-09,32092
2017-08-10,30753
2017-08-11,30595
2017-08-12,30595
2017-08-13,29895
2017-08-14,29895
2017-08-15,30554
2017-08-16,30664
2017-08-17,30691
2017-08-18,30691
2017-08-19,30508
2017-08-20,30560
2017-08-21,30560
2017-08-22,30794
2017-08-23,30794
2017-08-24,30916
2017-08-25,30916
2017-08-26,30765
2017-08-27,31116
2017-08-28,31697
2017-08-29,31697
2017-08-30,31832
2017-08-31,31832
2017-09-01,31650
2017-09-02,31832
2017-09-03,31832
2017-09-04,31623
2017-09-05,31781
2017-09-06,33023
2017-09-07,33622
2017-09-08,33622
2017-09-09,34627
2017-09-10,34313
2017-09-11,34499
2017-09-12,34499
2017-09-13,34373
2017-09-14,33409
2017-09-15,33409
2017-09-16,33100
2017-09-17,32388
2017-09-18,32388
2017-09-19,32243
2017-09-20,30895
2017-09-22,29123
2017-09-23,29123
2017-09-24,28726
2017-09-25,28178
2017-09-26,27638
2017-09-27,27638
2017-09-28,27445
2017-09-29,27379
2017-09-30,27379
2017-10-01,27104
2017-10-02,26472
2017-10-03,26472
2017-10-04,25944
2017-10-05,25277
2017-10-06,25034
2017-10-07,25240
2017-10-08,26080
2017-10-09,25807
2017-10-10,26049
2017-10-11,26049
2017-10-12,25843
2017-10-13,26283
2017-10-14,26262
2017-10-15,26262
2017-10-16,26214
2017-10-17,26214
2017-10-18,26397
2017-10-19,26837
2017-10-20,26837
2017-10-21,27281
2017-10-22,26761
2017-10-23,26503
2017-10-24,26503
2017-10-25,26712
2017-10-26,26712
2017-10-27,26337
2017-10-28,26337
2017-10-29,26478
2017-10-30,26478
2017-10-31,26427
2017-11-01,26427
2017-11-02,26461
2017-11-03,26461
2017-11-04,26191
2017-11-05,26191
2017-11-06,26240
2017-11-07,26240
2017-11-08,25841
2017-11-09,25587
2017-11-10,25587
2017-11-11,25420
2017-11-12,25423
2017-11-13,25423
2017-11-14,26188
2017-11-15,26188
2017-11-16,26319
2017-11-17,26319
2017-11-18,26449
2017-11-19,26785
2017-11-20,26785
2017-11-21,26512
2017-11-22,26512
2017-11-23,26271
2017-11-24,26271
2017-11-25,25854
2017-11-26,25641
2017-11-27,25641
2017-11-28,25883
2017-11-29,25883
2017-11-30,25031
2017-12-01,24671
2017-12-02,24671
2017-12-03,24270
2017-12-04,24270
2017-12-05,23827
2017-12-06,23866
2017-12-07,23953
2017-12-08,23953
2017-12-09,23855
2017-12-10,23584
2017-12-11,23754
2017-12-12,23754
2017-12-13,23703
2017-12-14,23987
2017-12-15,24018
2017-12-16,24018
2017-12-17,24530
2017-12-18,25616
2017-12-19,25616
2017-12-20,26659
2017-12-21,27199
2017-12-22,27199
2017-12-23,27306
2017-12-24,27306
2017-12-25,27329
2017-12-26,27765
2017-12-27,28301
2017-12-28,28301
2017-12-29,28017
2017-12-30,28352
2017-12-31,28352
2018-01-01,28481
2018-01-02,29628
2018-01-03,30732
2018-01-04,30732
2018-01-05,31183
2018-01-06,31305
2018-01-07,31009
2018-01-08,31419
2018-01-09,30848
2018-01-10,30848
2018-01-11,30637
2018-01-12,30247
2018-01-13,30246
2018-01-14,30483
2018-01-15,30074
2018-01-16,30390
2018-01-17,30560
2018-01-18,30375
2018-01-19,30375
2018-01-20,30374
2018-01-21,29113
2018-01-22,27814
2018-01-23,27083
2018-01-24,26780
2018-01-25,26780
2018-01-26,25740
2018-01-27,25194
2018-01-28,24515
2018-01-29,24399
2018-01-30,24541
2018-01-31,23670
2018-02-01,23670
2018-02-02,22693
2018-02-03,21610
2018-02-04,20888
2018-02-05,20888
2018-02-06,20226
2018-02-07,19479
2018-02-08,19479
2018-02-09,19203
2018-02-10,19203
2018-02-11,18591
2018-02-12,18245
2018-02-13,18245
2018-02-14,17833
2018-02-15,17686
2018-02-16,17507
2018-02-17,17353
2018-02-18,17621
2018-02-19,17697
2018-02-20,17697
2018-02-21,17696
2018-02-22,17696
2018-02-23,17637
2018-02-24,17637
2018-02-25,17022
2018-02-26,16682
2018-02-27,17091
2018-02-28,17091
2018-03-01,17746
2018-03-02,17355
2018-03-03,17192
2018-03-04,17192
2018-03-05,16994
2018-03-06,16999
2018-03-07,16732
2018-03-08,16732
2018-03-09,16842
2018-03-10,17167
2018-03-11,17676
2018-03-12,18256
2018-03-13,18256
2018-03-14,18412
2018-03-15,18412
2018-03-16,18756
2018-03-17,18014
2018-03-18,17831
2018-03-20,17526
2018-03-21,17526
2018-03-22,17242
2018-03-23,17242
2018-03-24,17160
2018-03-25,16703
2018-03-26,16703
2018-03-27,16538
2018-03-28,16538
2018-03-29,17057
2018-03-30,17057
2018-03-31,17873
2018-04-01,18329
2018-04-02,18509
2018-04-03,18814
2018-04-04,19060
2018-04-05,19060
2018-04-06,18901
2018-04-07,18901
2018-04-08,19084
2018-04-09,18707
2018-04-10,18707
2018-04-11,17955
2018-04-12,18123
2018-04-13,18123
2018-04-14,17963
2018-04-15,17761
2018-04-16,17761
2018-04-17,18075
2018-04-18,18075
2018-04-19,17652
2018-04-20,17967
2018-04-21,18339
2018-04-22,18339
2018-04-23,19022
2018-04-24,19475
2018-04-25,19233
2018-04-26,19233
2018-04-27,19340
2018-04-28,19949
2018-04-29,20684
2018-04-30,21485
2018-05-01,22283
2018-05-02,22283
2018-05-03,23257
2018-05-04,23257
2018-05-05,24054
2018-05-06,24054
2018-05-07,24447
2018-05-08,24447
2018-05-09,24355
2018-05-10,23488
2018-05-11,22779
2018-05-12,22449
2018-05-13,22449
2018-05-14,22364
2018-05-15,22364
2018-05-16,21619
2018-05-17,21619
2018-05-18,20896
2018-05-19,20015
2018-05-20,20015
2018-05-21,19562
2018-05-22,19562
2018-05-23,19281
2018-05-24,19281
2018-05-25,19276
2018-05-26,18691
2018-05-27,18691
2018-05-28,17756
2018-05-29,16868
2018-05-30,16868
2018-05-31,16288
2018-06-01,15488
2018-06-02,15040
2018-06-03,15040
2018-06-04,14403
2018-06-05,13951
2018-06-06,13888
2018-06-07,13888
2018-06-08,13799
2018-06-09,13799
2018-06-10,13765
2018-06-11,13372
2018-06-12,13467
2018-06-13,13325
2018-06-14,13204
2018-06-15,13204
2018-06-16,13306
2018-06-17,13054
2018-06-18,12637
2018-06-19,12427
2018-06-20,12427
2018-06-21,12251
2018-06-22,11910
2018-06-23,11910
2018-06-24,11813
2018-06-25,11648
2018-06-26,11648
2018-06-27,11342
2018-06-28,11355
2018-06-29,11239
2018-06-30,11239
2018-07-01,11072
2018-07-02,11072
2018-07-03,11163
2018-07-04,11163
2018-07-05,11396
2018-07-06,11136
2018-07-07,11136
2018-07-08,11143
2018-07-09,10984
2018-07-10,10918
2018-07-11,10678
2018-07-12,10678
2018-07-13,10512
2018-07-14,10245
2018-07-15,10245
2018-07-16,10214
2018-07-17,10236
2018-07-18,10355
2018-07-19,10355
2018-07-20,10354
2018-07-21,10550
2018-07-22,10581
2018-07-23,11065
2018-07-24,11583
2018-07-25,12141
2018-07-26,12316
2018-07-27,12815
2018-07-28,13059
2018-07-29,13090
2018-07-30,13412
2018-07-31,13730
2018-08-01,13730
2018-08-02,14162
2018-08-03,14240
2018-08-04,14493
2018-08-05,14738
2018-08-06,14958
2018-08-07,14841
2018-08-08,14741
2018-08-09,14741
2018-08-10,14579
2018-08-11,14407
2018-08-12,13930
2018-08-14,13739
2018-08-16,13751
2018-08-17,13893
2018-08-18,14153
2018-08-19,14327
2018-08-20,14438
2018-08-21,14027
2018-08-22,14162
2018-08-23,14602
2018-08-24,14703
2018-08-25,14824
2018-08-26,14824
2018-08-27,14630
2018-08-28,14725
2018-08-29,14832
2018-08-30,15057
2018-08-31,15508
2018-09-01,16045
2018-09-02,16523
2018-09-03,17201
2018-09-04,17596
2018-09-05,17990
2018-09-06,17990
2018-09-07,18462
2018-09-08,18958
2018-09-09,18958
2018-09-10,18996
2018-09-11,18996
2018-09-12,19752
2018-09-13,19752
2018-09-14,20620
2018-09-15,21632
2018-09-16,21632
2018-09-17,22677
2018-09-18,23811
2018-09-19,23811
2018-09-20,25002
2018-09-21,26193
2018-09-22,27503
2018-09-23,28773
2018-09-24,30045
2018-09-25,30045
2018-09-26,30309
2018-09-27,30309
2018-09-28,30778
2018-09-29,30778
2018-09-30,31004
2018-10-01,30817
2018-10-02,31108
2018-10-03,30465
2018-10-04,30465
2018-10-05,29997
2018-10-06,29305
2018-10-07,29305
2018-10-08,28317
2018-10-09,27421
2018-10-10,26161
2018-10-11,25290
2018-10-12,25290
2018-10-13,24497
2018-10-14,24633
2018-10-15,24317
2018-10-16,24490
2018-10-17,24604
2018-10-18,23952
2018-10-19,23884
2018-10-20,23884
2018-10-21,23663
2018-10-22,23792
2018-10-23,23792
2018-10-24,23595
2018-10-25,23723
2018-10-26,23417
2018-10-27,23311
2018-10-28,23045
2018-10-29,23045
2018-10-30,22580
2018-10-31,23025
2018-11-01,23478
2018-11-03,24575
2018-11-04,24793
2018-11-05,25154
2018-11-06,24803
2018-11-07,23983
2018-11-08,23364
2018-11-09,22928
2018-11-10,23006
2018-11-11,23530
2018-11-12,23671
2018-11-13,23813
2018-11-15,23377
2018-11-16,23350
2018-11-17,23173
2018-11-18,23230
2018-11-19,23183
2018-11-20,23225
2018-11-21,23603
2018-11-22,24067
2018-11-23,24052
2018-11-24,24059
2018-11-25,23867
2018-11-26,23695
2018-11-27,23230
2018-11-28,23423
2018-11-29,23464
2018-12-01,23401
2018-12-02,23094
2018-12-03,23868
2018-12-04,24584
2018-12-05,23711
2018-12-07,22451
2018-12-09,21828
2018-12-10,21661
2018-12-11,21892
2018-12-12,21708
2018-12-13,21673
2018-12-14,21652
2018-12-15,21784
2018-12-16,21549
2018-12-17,21504
2018-12-18,21904
2018-12-19,22241
2018-12-20,22560
2018-12-21,22622
2018-12-22,22873
2018-12-23,22773
2018-12-24,23135
2018-12-25,24086
2018-12-26,24610
2018-12-27,25247
2018-12-28,25892
2018-12-29,25972
2018-12-30,25939
2018-12-31,25833
2019-01-01,24936
2019-01-02,24730
2019-01-03,23918
2019-01-04,23684
2019-01-05,22953
2019-01-06,22277
2019-01-08,21487
2019-01-10,20259
2019-01-11,19246
2019-01-12,18557
2019-01-13,18353
2019-01-14,17764
2019-01-15,17089
2019-01-16,17227
2019-01-17,17240
2019-01-18,17296
2019-01-19,17416
2019-01-20,17390
2019-01-21,17020
2019-01-22,17075
2019-01-23,17007
2019-01-24,16890
2019-01-25,16912
2019-01-26,16843
2019-01-27,16525
2019-01-28,16313
2019-01-29,16233
2019-01-30,16155
2019-01-31,16046
2019-02-01,15774
2019-02-02,15500
2019-02-03,14833
2019-02-04,14312
2019-02-05,13996
2019-02-06,13996
2019-02-07,14075
2019-02-08,13996
2019-02-09,14278
2019-02-10,14444
2019-02-11,14627
2019-02-12,14808
2019-02-13,15062
2019-02-14,15291
2019-02-15,15639
2019-02-16,16107
2019-02-17,16246
2019-02-18,16149
2019-02-19,16300
2019-02-20,16359
2019-02-21,16436
2019-02-22,16216
2019-02-23,15991
2019-02-24,15761
2019-02-25,15857
2019-02-26,16038
2019-02-27,15713
2019-02-28,15141
2019-03-01,15245
2019-03-02,15539
2019-03-03,15300
2019-03-04,15115
2019-03-05,15029
2019-03-06,14835
2019-03-07,14771
2019-03-08,14771
2019-03-09,14543
2019-03-10,14419
2019-03-11,14265
2019-03-12,14139
2019-03-13,14139
2019-03-14,13965
2019-03-15,13906
2019-03-16,13889
2019-03-17,13714
2019-03-18,13714
2019-03-19,13494
2019-03-20,13391
2019-03-21,13061
2019-03-22,13061
2019-03-23,12731
