date_obj,Splitbark%20legs price
2016-01-02,33034
2016-01-03,32885
2016-01-04,32885
2016-01-05,32218
2016-01-06,32218
2016-01-07,31379
2016-01-08,31379
2016-01-09,30370
2016-01-10,30370
2016-01-11,29115
2016-01-12,27979
2016-01-13,27979
2016-01-14,26790
2016-01-15,26790
2016-01-16,26182
2016-01-17,26182
2016-01-18,26559
2016-01-19,26559
2016-01-20,27149
2016-01-21,27149
2016-01-22,26480
2016-01-23,26480
2016-01-24,26102
2016-01-25,26143
2016-01-26,26143
2016-01-27,25916
2016-01-28,25916
2016-01-29,26095
2016-01-30,26095
2016-01-31,26028
2016-02-01,26028
2016-02-02,26675
2016-02-03,26675
2016-02-04,26400
2016-02-05,26400
2016-02-06,25852
2016-02-07,25852
2016-02-08,25839
2016-02-09,25839
2016-02-10,26410
2016-02-11,26410
2016-02-12,26482
2016-02-13,26180
2016-02-14,26180
2016-02-15,25798
2016-02-16,25798
2016-02-17,26031
2016-02-18,26031
2016-02-19,25744
2016-02-20,25744
2016-02-21,26142
2016-02-22,26142
2016-02-23,25879
2016-02-24,25879
2016-02-25,25870
2016-02-26,25870
2016-02-27,26086
2016-02-28,26086
2016-02-29,25875
2016-03-01,25875
2016-03-02,25689
2016-03-03,25689
2016-03-04,25499
2016-03-05,25499
2016-03-06,26174
2016-03-07,26174
2016-03-08,26609
2016-03-09,26609
2016-03-10,27168
2016-03-11,27168
2016-03-12,27153
2016-03-13,27153
2016-03-14,26260
2016-03-15,26260
2016-03-16,26237
2016-03-17,26237
2016-03-18,26125
2016-03-19,26125
2016-03-20,26409
2016-03-21,26409
2016-03-22,27215
2016-03-23,27215
2016-03-24,26871
2016-03-25,26871
2016-03-26,26990
2016-03-27,26990
2016-03-28,25959
2016-03-29,25959
2016-03-30,25959
2016-03-31,25455
2016-04-01,25455
2016-04-02,25753
2016-04-03,25753
2016-04-04,25570
2016-04-05,25570
2016-04-06,26312
2016-04-07,26312
2016-04-08,27311
2016-04-09,27311
2016-04-10,28062
2016-04-11,28062
2016-04-12,28062
2016-04-13,27749
2016-04-14,27749
2016-04-15,26796
2016-04-16,26796
2016-04-17,26718
2016-04-18,26737
2016-04-19,26737
2016-04-20,27166
2016-04-21,27166
2016-04-22,27166
2016-04-23,26772
2016-04-24,26772
2016-04-25,26082
2016-04-26,26082
2016-04-27,26493
2016-04-28,26493
2016-04-29,26106
2016-04-30,26106
2016-05-01,25270
2016-05-02,25270
2016-05-03,24646
2016-05-04,24646
2016-05-05,25263
2016-05-06,25263
2016-05-07,25600
2016-05-08,25600
2016-05-09,25203
2016-05-10,25203
2016-05-11,25107
2016-05-12,25107
2016-05-13,25599
2016-05-14,25599
2016-05-15,25930
2016-05-16,25930
2016-05-17,26027
2016-05-18,26027
2016-05-19,25830
2016-05-22,26379
2016-05-23,26482
2016-05-24,26482
2016-05-25,26537
2016-05-26,26537
2016-05-27,26025
2016-05-28,26025
2016-05-29,25638
2016-05-30,25638
2016-05-31,25118
2016-06-01,25118
2016-06-02,25850
2016-06-03,25850
2016-06-04,26282
2016-06-05,26282
2016-06-06,26595
2016-06-07,26595
2016-06-08,26919
2016-06-09,26919
2016-06-10,27788
2016-06-11,27788
2016-06-12,26952
2016-06-13,26952
2016-06-14,25735
2016-06-15,25735
2016-06-16,25648
2016-06-17,25966
2016-06-18,25966
2016-06-19,26108
2016-06-20,26108
2016-06-21,26262
2016-06-22,26262
2016-06-23,25929
2016-06-24,25929
2016-06-25,25873
2016-06-26,25873
2016-06-27,26580
2016-06-28,26580
2016-06-29,26730
2016-06-30,26730
2016-07-01,26272
2016-07-02,26272
2016-07-03,26650
2016-07-04,27519
2016-07-05,27519
2016-07-06,26163
2016-07-07,26163
2016-07-08,25522
2016-07-09,25522
2016-07-10,25531
2016-07-11,25531
2016-07-12,25111
2016-07-13,25111
2016-07-14,25107
2016-07-15,25107
2016-07-16,24899
2016-07-17,24899
2016-07-18,24834
2016-07-24,25849
2016-07-25,25876
2016-07-26,25876
2016-07-27,25623
2016-07-28,25623
2016-07-29,26306
2016-07-30,26306
2016-07-31,26306
2016-08-01,25744
2016-08-02,25744
2016-08-03,25751
2016-08-04,25751
2016-08-05,25751
2016-08-06,25928
2016-08-07,25928
2016-08-08,26394
2016-08-09,26394
2016-08-10,26553
2016-08-11,26553
2016-08-12,26553
2016-08-13,26613
2016-08-14,26613
2016-08-15,25947
2016-08-16,25947
2016-08-17,26171
2016-08-18,26171
2016-08-19,26171
2016-08-20,26532
2016-08-21,26532
2016-08-22,26268
2016-08-23,26268
2016-08-24,26030
2016-08-25,26030
2016-08-26,26030
2016-08-28,26310
2016-08-31,26246
2016-09-01,26364
2016-09-02,26364
2016-09-03,26364
2016-09-04,26764
2016-09-05,26764
2016-09-06,26387
2016-09-07,26387
2016-09-08,26387
2016-09-09,26113
2016-09-10,26113
2016-09-11,26113
2016-09-12,26174
2016-09-13,26174
2016-09-14,26174
2016-09-15,26416
2016-09-16,26416
2016-09-17,26416
2016-09-18,26260
2016-09-19,26260
2016-09-20,26260
2016-09-21,26890
2016-09-22,26890
2016-09-23,26610
2016-09-24,26610
2016-09-25,26610
2016-09-26,26037
2016-09-27,26037
2016-09-28,26037
2016-09-29,25703
2016-09-30,25703
2016-10-01,24684
2016-10-02,24684
2016-10-03,24684
2016-10-04,24980
2016-10-05,24980
2016-10-06,24980
2016-10-07,25700
2016-10-08,25700
2016-10-09,26722
2016-10-11,26722
2016-10-12,25667
2016-10-13,25667
2016-10-14,25462
2016-10-15,25462
2016-10-16,25181
2016-10-17,25181
2016-10-18,24826
2016-10-19,24826
2016-10-20,24826
2016-10-21,25284
2016-10-22,25284
2016-10-23,25284
2016-10-24,26054
2016-10-25,26054
2016-10-26,26054
2016-10-27,25783
2016-10-28,25783
2016-10-29,26228
2016-10-30,26228
2016-10-31,26515
2016-11-01,26515
2016-11-02,26515
2016-11-03,26680
2016-11-04,26680
2016-11-05,26710
2016-11-06,26710
2016-11-07,26915
2016-11-08,26915
2016-11-09,26293
2016-11-10,26293
2016-11-11,26293
2016-11-12,25947
2016-11-13,25947
2016-11-14,25947
2016-12-08,25949
2016-12-09,25949
2016-12-10,25949
2016-12-11,25710
2016-12-12,25710
2016-12-13,25430
2016-12-14,25430
2016-12-15,25430
2016-12-16,24938
2016-12-17,24938
2016-12-18,24642
2016-12-19,24642
2016-12-20,24721
2016-12-21,24721
2016-12-22,24721
2016-12-23,24727
2016-12-24,24727
2016-12-25,24697
2016-12-26,24697
2016-12-27,24647
2016-12-28,24647
2016-12-29,24570
2016-12-30,24570
2016-12-31,24447
2017-01-01,24447
2017-01-02,24864
2017-01-03,24864
2017-01-04,24502
2017-01-05,24502
2017-01-06,24141
2017-01-07,24141
2017-01-08,24111
2017-01-09,24111
2017-01-10,24822
2017-01-11,24822
2017-01-12,25338
2017-01-13,25338
2017-01-14,25498
2017-01-15,25498
2017-01-16,25646
2017-01-17,25646
2017-01-18,26010
2017-01-19,26010
2017-01-20,25996
2017-01-21,25996
2017-01-22,25966
2017-01-27,26115
2017-01-28,25738
2017-01-29,25738
2017-01-30,25625
2017-01-31,25625
2017-02-01,25505
2017-02-02,25505
2017-02-03,26032
2017-02-04,26032
2017-02-05,26034
2017-02-06,26034
2017-02-07,25792
2017-02-08,25792
2017-02-09,25909
2017-02-10,26467
2017-02-11,26467
2017-02-12,26494
2017-02-13,26494
2017-02-14,25793
2017-02-15,25793
2017-02-16,25282
2017-02-18,25282
2017-02-19,24760
2017-02-20,24760
2017-02-21,24988
2017-02-22,24988
2017-02-23,25362
2017-02-24,25362
2017-02-25,25344
2017-02-26,25344
2017-02-27,25596
2017-02-28,25596
2017-03-01,26218
2017-03-02,26218
2017-03-03,26490
2017-03-04,26490
2017-03-05,26211
2017-03-06,26211
2017-03-07,26514
2017-03-08,26514
2017-03-09,26514
2017-03-10,25982
2017-03-11,25982
2017-03-12,25727
2017-03-13,25727
2017-03-14,25350
2017-03-15,25350
2017-03-16,25721
2017-03-17,25721
2017-03-18,26087
2017-03-19,26087
2017-03-20,25940
2017-03-21,25940
2017-03-22,26242
2017-03-23,26242
2017-03-24,25800
2017-03-25,25800
2017-03-26,25588
2017-03-27,25588
2017-03-28,25959
2017-03-29,25959
2017-03-30,26332
2017-03-31,26332
2017-04-01,26131
2017-04-02,26131
2017-04-03,25514
2017-04-04,25514
2017-04-12,26272
2017-04-13,26272
2017-04-14,26017
2017-04-15,26017
2017-04-16,25216
2017-04-17,25216
2017-04-18,25831
2017-04-19,25831
2017-04-20,26111
2017-04-21,26111
2017-04-22,26920
2017-04-23,26920
2017-04-24,25811
2017-04-25,25811
2017-04-26,24983
2017-04-27,24983
2017-04-28,24848
2017-04-29,24848
2017-04-30,25273
2017-05-01,25273
2017-05-02,25591
2017-05-03,25591
2017-05-04,25319
2017-05-05,25319
2017-05-06,25058
2017-05-07,25058
2017-05-08,25240
2017-05-09,25923
2017-05-10,25923
2017-05-11,26314
2017-05-12,26314
2017-05-13,25420
2017-05-14,25420
2017-05-15,25420
2017-05-16,25874
2017-05-17,25874
2017-05-18,25074
2017-05-19,25074
2017-05-20,25737
2017-05-21,25737
2017-05-22,25737
2017-05-23,26437
2017-05-24,26437
2017-05-25,25691
2017-05-26,25691
2017-05-27,24461
2017-05-28,24461
2017-05-29,23385
2017-05-30,23385
2017-05-31,23549
2017-06-01,23549
2017-06-02,23859
2017-06-03,23859
2017-06-06,23601
2017-06-07,23601
2017-06-08,23601
2017-06-09,23907
2017-06-10,23929
2017-06-11,23929
2017-06-12,23857
2017-06-13,23857
2017-06-14,24271
2017-06-15,24271
2017-06-16,23893
2017-06-17,23893
2017-06-18,23569
2017-06-19,23569
2017-06-20,23922
2017-06-21,23922
2017-06-22,23665
2017-06-23,23665
2017-06-24,23791
2017-06-25,23791
2017-06-26,23593
2017-06-27,23593
2017-06-28,23671
2017-06-29,23671
2017-06-30,23564
2017-07-01,23564
2017-07-02,23564
2017-07-03,23676
2017-07-04,23676
2017-07-05,23676
2017-07-06,23518
2017-07-07,23518
2017-07-08,23518
2017-07-13,23624
2017-07-14,23630
2017-07-15,23630
2017-07-16,23630
2017-07-17,23542
2017-07-18,23542
2017-07-19,23416
2017-07-20,23416
2017-07-21,23540
2017-07-22,23540
2017-07-23,23477
2017-07-24,23477
2017-07-25,23477
2017-07-26,23911
2017-07-27,23911
2017-07-28,23882
2017-07-29,23882
2017-07-30,23608
2017-07-31,23608
2017-08-01,23608
2017-08-02,23704
2017-08-03,23704
2017-08-04,23704
2017-08-05,23720
2017-08-06,23720
2017-08-09,23561
2017-08-10,23561
2017-08-11,23678
2017-08-12,23678
2017-08-13,23747
2017-08-14,23747
2017-08-15,23829
2017-08-17,23618
2017-08-18,23618
2017-08-19,23618
2017-08-20,23685
2017-08-21,23685
2017-08-22,24131
2017-08-23,24131
2017-08-24,24131
2017-08-25,23861
2017-08-26,23861
2017-08-27,23578
2017-08-28,23578
2017-08-29,23578
2017-08-30,23541
2017-08-31,23541
2017-09-01,23541
2017-09-02,23674
2017-09-03,23674
2017-09-04,23674
2017-09-05,23738
2017-09-06,23738
2017-09-07,23713
2017-09-08,23713
2017-09-09,23727
2017-09-10,23727
2017-09-11,23815
2017-09-12,23815
2017-09-13,23735
2017-09-14,23735
2017-09-15,23659
2017-09-16,23659
2017-09-17,23623
2017-09-19,23623
2017-09-20,23768
2017-09-21,23768
2017-09-22,23806
2017-09-23,23806
2017-09-24,23640
2017-09-25,23640
2017-09-26,23614
2017-09-27,23614
2017-09-28,23614
2017-09-29,23483
2017-09-30,23483
2017-10-01,23649
2017-10-02,23649
2017-10-03,23693
2017-10-04,23693
2017-10-05,23693
2017-10-06,24130
2017-10-07,24130
2017-10-08,24237
2017-10-09,24237
2017-10-10,23693
2017-10-11,23693
2017-10-12,23693
2017-10-13,23491
2017-10-14,23491
2017-10-15,23491
2017-10-16,23699
2017-10-17,23699
2017-10-18,23699
2017-10-19,23704
2017-10-20,23704
2017-10-21,23704
2017-10-22,23578
2017-10-23,23578
2017-10-24,23578
2017-10-25,23767
2017-10-26,23767
2017-10-27,23963
2017-10-28,23963
2017-10-29,23963
2017-10-30,23964
2017-10-31,23964
2017-11-01,23964
2017-11-02,23630
2017-11-03,23630
2017-11-04,23609
2017-11-05,23609
2017-11-06,23609
2017-11-07,23430
2017-11-08,23430
2017-11-09,23899
2017-11-10,23899
2017-11-11,23899
2017-11-12,23879
2017-11-13,23879
2017-11-14,23879
2017-11-15,23759
2017-11-16,23759
2017-11-17,23789
2017-11-18,23789
2017-11-19,23252
2017-11-20,23252
2017-11-21,23600
2017-11-22,23600
2017-11-23,23623
2017-11-24,23623
2017-11-25,23731
2017-11-26,23731
2017-11-27,23731
2017-11-28,23523
2017-11-29,23523
2017-11-30,23523
2017-12-01,23515
2017-12-02,23515
2017-12-03,24482
2017-12-04,24482
2017-12-05,24188
2017-12-06,24188
2017-12-07,23789
2017-12-08,23789
2017-12-09,23789
2017-12-10,23833
2017-12-11,23833
2017-12-12,23711
2017-12-13,23711
2017-12-14,23711
2017-12-15,24048
2017-12-16,24048
2017-12-17,24048
2017-12-18,24403
2017-12-19,24403
2017-12-20,24403
2017-12-21,23770
2017-12-22,23770
2017-12-23,23534
2017-12-24,23534
2017-12-25,23534
2017-12-26,23461
2017-12-27,23461
2017-12-28,23680
2017-12-29,23680
2017-12-30,23680
2017-12-31,23680
2018-01-01,23921
2018-01-02,23921
2018-01-03,23800
2018-01-04,23800
2018-01-05,23476
2018-01-06,23476
2018-01-07,23583
2018-01-08,23583
2018-01-09,23583
2018-01-10,23583
2018-01-11,23610
2018-01-12,23610
2018-01-13,23780
2018-01-14,23780
2018-01-15,24154
2018-01-16,24154
2018-01-17,24190
2018-01-18,24190
2018-01-19,24190
2018-01-20,24091
2018-01-21,24091
2018-01-22,24188
2018-01-23,24188
2018-01-24,23878
2018-01-25,23878
2018-01-26,23780
2018-01-27,23926
2018-01-28,24015
2018-01-29,23653
2018-01-30,23670
2018-02-01,23518
2018-02-02,23518
2018-02-04,24447
2018-02-05,24447
2018-02-06,24989
2018-02-07,25389
2018-02-08,25389
2018-02-09,25898
2018-02-10,25898
2018-02-11,26146
2018-02-12,26760
2018-02-13,26760
2018-02-14,26376
2018-02-15,26376
2018-02-16,27115
2018-02-17,27532
2018-02-18,27532
2018-02-19,27550
2018-02-20,27550
2018-02-21,27580
2018-02-22,27580
2018-02-23,28307
2018-02-24,28307
2018-02-25,27735
2018-02-26,27735
2018-02-27,26721
2018-02-28,26721
2018-03-01,25508
2018-03-02,24577
2018-03-03,23971
2018-03-04,23971
2018-03-05,23970
2018-03-06,23632
2018-03-07,23689
2018-03-08,23689
2018-03-09,23781
2018-03-10,23781
2018-03-11,23748
2018-03-12,23554
2018-03-13,23554
2018-03-14,23979
2018-03-15,23979
2018-03-16,23739
2018-03-17,23791
2018-03-18,23791
2018-03-19,23891
2018-03-20,23941
2018-03-21,23941
2018-03-23,23764
2018-03-24,23647
2018-03-26,23868
2018-03-27,24084
2018-03-28,24084
2018-03-29,23784
2018-03-30,23784
2018-03-31,23616
2018-04-01,23616
2018-04-02,23641
2018-04-03,23748
2018-04-04,23748
2018-04-05,23840
2018-04-06,23118
2018-04-08,23682
2018-04-09,23876
2018-04-10,23876
2018-04-11,23694
2018-04-12,23781
2018-04-13,23781
2018-04-14,23863
2018-04-16,23748
2018-04-17,23730
2018-04-18,23730
2018-04-19,23661
2018-04-20,23730
2018-04-21,23764
2018-04-22,23764
2018-04-23,23605
2018-04-24,23605
2018-04-25,23810
2018-04-26,23810
2018-04-27,23731
2018-04-28,23865
2018-04-29,23952
2018-04-30,23654
2018-05-01,23654
2018-05-02,23870
2018-05-03,23870
2018-05-04,23778
2018-05-05,23662
2018-05-06,23662
2018-05-07,23800
2018-05-08,23800
2018-05-09,23966
2018-05-10,24043
2018-05-11,24043
2018-05-12,23926
2018-05-13,23926
2018-05-14,23692
2018-05-15,23692
2018-05-16,23396
2018-05-17,23396
2018-05-18,23657
2018-05-19,23795
2018-05-20,23795
2018-05-21,23634
2018-05-22,23634
2018-05-23,23553
2018-05-24,23553
2018-05-25,23999
2018-05-26,24383
2018-05-27,24383
2018-05-28,24613
2018-05-29,25507
2018-05-30,25507
2018-05-31,24525
2018-06-01,24525
2018-06-02,24689
2018-06-03,24689
2018-06-04,23831
2018-06-05,23643
2018-06-06,23652
2018-06-07,23652
2018-06-08,23666
2018-06-09,23666
2018-06-10,23242
2018-06-11,23242
2018-06-12,23945
2018-06-13,23875
2018-06-14,23456
2018-06-15,23456
2018-06-16,23571
2018-06-17,23926
2018-06-18,24153
2018-06-19,23930
2018-06-20,23930
2018-06-21,23959
2018-06-22,23930
2018-06-23,23930
2018-06-24,25035
2018-06-25,24189
2018-06-26,24189
2018-06-27,23958
2018-06-28,23958
2018-06-29,24240
2018-06-30,24240
2018-07-01,24427
2018-07-02,24427
2018-07-03,24510
2018-07-04,24510
2018-07-05,24745
2018-07-06,24222
2018-07-07,24222
2018-07-08,24168
2018-07-09,24240
2018-07-10,24242
2018-07-11,25288
2018-07-12,25288
2018-07-13,25280
2018-07-14,24591
2018-07-15,24591
2018-07-16,24567
2018-07-17,24444
2018-07-18,24444
2018-07-19,24103
2018-07-20,24179
2018-07-21,24515
2018-07-22,24435
2018-07-23,24208
2018-07-24,24208
2018-07-25,24303
2018-07-26,24347
2018-07-27,24281
2018-07-28,24281
2018-07-29,24521
2018-07-30,24364
2018-07-31,24494
2018-08-01,24494
2018-08-02,24607
2018-08-03,24607
2018-08-04,24540
2018-08-05,24528
2018-08-06,24528
2018-08-07,24251
2018-08-08,23690
2018-08-09,23690
2018-08-10,23744
2018-08-11,23715
2018-08-12,23580
2018-08-14,23566
2018-08-16,23544
2018-08-17,23550
2018-08-18,23550
2018-08-19,23560
2018-08-20,23594
2018-08-21,23594
2018-08-22,23754
2018-08-23,23651
2018-08-24,23765
2018-08-25,23445
2018-08-26,23445
2018-08-27,23648
2018-08-28,23754
2018-08-29,23817
2018-08-30,23817
2018-08-31,23899
2018-09-01,23889
2018-09-02,23889
2018-09-03,23803
2018-09-04,23954
2018-09-05,24214
2018-09-06,24214
2018-09-07,24252
2018-09-08,24033
2018-09-09,24033
2018-09-10,24029
2018-09-11,24029
2018-09-12,24179
2018-09-13,24275
2018-09-14,24035
2018-09-15,23883
2018-09-16,23883
2018-09-17,23764
2018-09-18,23704
2018-09-19,23704
2018-09-20,23649
2018-09-21,23649
2018-09-22,23849
2018-09-23,23749
2018-09-24,24231
2018-09-25,24231
2018-09-26,24483
2018-09-27,24483
2018-09-28,23744
2018-09-29,23787
2018-09-30,23879
2018-10-02,23710
2018-10-03,23789
2018-10-04,23789
2018-10-05,23700
2018-10-06,24747
2018-10-07,25754
2018-10-08,27042
2018-10-09,28395
2018-10-10,29815
2018-10-11,31306
2018-10-12,31306
2018-10-13,32872
2018-10-14,34356
2018-10-15,36063
2018-10-16,36063
2018-10-17,37021
2018-10-18,35231
2018-10-19,33583
2018-10-20,33583
2018-10-21,31982
2018-10-22,30382
2018-10-23,30382
2018-10-24,29175
2018-10-25,28739
2018-10-26,29700
2018-10-27,29837
2018-10-28,29549
2018-10-29,29549
2018-10-30,28501
2018-10-31,27706
2018-11-01,26723
2018-11-03,25872
2018-11-04,25535
2018-11-05,25308
2018-11-06,25621
2018-11-07,25556
2018-11-08,26097
2018-11-09,26564
2018-11-10,25900
2018-11-11,25962
2018-11-12,26256
2018-11-13,26671
2018-11-14,26646
2018-11-15,26214
2018-11-16,26203
2018-11-17,27293
2018-11-18,28259
2018-11-19,28341
2018-11-20,27683
2018-11-21,26502
2018-11-22,26161
2018-11-23,26151
2018-11-24,26063
2018-11-25,25492
2018-11-26,25314
2018-11-27,25225
2018-11-28,25719
2018-11-29,26221
2018-12-01,28846
2018-12-02,28869
2018-12-03,28869
2018-12-05,26884
2018-12-07,24800
2018-12-09,24378
2018-12-10,24951
2018-12-11,25213
2018-12-12,25473
2018-12-13,26358
2018-12-14,25200
2018-12-15,25316
2018-12-16,25356
2018-12-17,25349
2018-12-18,24807
2018-12-19,24351
2018-12-20,24414
2018-12-21,24735
2018-12-22,24481
2018-12-23,24702
2018-12-24,24740
2018-12-25,25444
2018-12-26,25499
2018-12-27,25554
2018-12-28,25778
2018-12-29,25619
2018-12-30,25813
2018-12-31,26083
2019-01-01,25722
2019-01-02,25292
2019-01-03,25218
2019-01-04,24995
2019-01-05,24560
2019-01-06,24244
2019-01-08,25003
2019-01-10,26702
2019-01-11,27815
2019-01-12,27058
2019-01-13,26580
2019-01-14,26282
2019-01-15,26196
2019-01-16,26255
2019-01-17,26172
2019-01-18,26358
2019-01-19,26095
2019-01-20,26048
2019-01-22,25621
2019-01-23,25142
2019-01-24,25140
2019-01-25,24684
2019-01-26,24820
2019-01-28,24633
2019-01-29,24349
2019-01-30,24251
2019-01-31,24207
2019-02-01,24025
2019-02-02,24152
2019-02-03,24005
2019-02-04,24005
2019-02-05,24093
2019-02-06,24194
2019-02-07,24211
2019-02-08,24211
2019-02-09,24131
2019-02-10,24042
2019-02-11,24117
2019-02-12,24115
2019-02-13,24145
2019-02-14,24145
2019-02-15,24233
2019-02-16,24249
2019-02-17,24234
2019-02-18,24079
2019-02-19,24330
2019-02-20,24189
2019-02-21,24200
2019-02-22,24165
2019-02-23,24157
2019-02-24,24043
2019-02-25,23997
2019-02-26,24244
2019-02-27,24502
2019-02-28,24502
2019-03-01,24369
2019-03-02,24555
2019-03-03,24262
2019-03-04,24255
2019-03-05,24294
2019-03-06,24202
2019-03-07,24183
2019-03-08,24183
2019-03-09,23876
2019-03-10,23796
2019-03-11,23569
2019-03-12,23764
2019-03-13,23797
2019-03-14,23748
2019-03-15,23713
2019-03-16,23690
2019-03-17,23705
2019-03-18,23705
2019-03-19,23948
2019-03-20,24574
2019-03-21,25491
2019-03-22,25297
2019-03-23,24619
2019-03-24,25054
2019-03-25,25054
2019-03-26,24913
2019-03-27,24913
2019-03-28,24364
2019-03-29,24011
2019-03-30,24011
2019-03-31,24761
2019-04-01,24240
2019-04-02,24057
2019-04-03,24198
2019-04-04,23890
2019-04-05,23704
2019-04-06,23704
2019-04-07,23662
2019-04-08,23661
2019-04-09,23779
2019-04-10,23803
