date_obj,Blue%20wizard%20hat%20(t) price
2015-10-18,86365
2015-10-19,85795
2015-10-20,84872
2015-10-22,84822
2015-10-23,84890
2015-10-24,82955
2015-10-25,83039
2015-10-26,85920
2015-10-27,85920
2015-10-29,90197
2015-10-30,90197
2015-10-31,92937
2015-11-01,92937
2015-11-02,94216
2015-11-03,97038
2015-11-04,97038
2015-11-05,98581
2015-11-06,98581
2015-11-07,99589
2015-11-08,99589
2015-11-09,100689
2015-11-10,100984
2015-11-11,100864
2015-11-12,102600
2015-11-13,101951
2015-11-14,103242
2015-11-15,103883
2015-11-16,104951
2015-11-17,105921
2015-11-18,107697
2015-11-19,109719
2015-11-20,110594
2015-11-21,110594
2015-11-22,112710
2015-11-23,112710
2015-11-24,114802
2015-11-25,116985
2015-11-26,116985
2015-11-27,119198
2015-11-28,123616
2015-11-29,125309
2015-11-30,126857
2015-12-01,129074
2015-12-02,131639
2015-12-03,132327
2015-12-04,132327
2015-12-05,132410
2015-12-06,131739
2015-12-07,130803
2015-12-08,129168
2015-12-09,126615
2015-12-10,126171
2015-12-11,124933
2015-12-12,123166
2015-12-13,121722
2015-12-14,121722
2015-12-15,118454
2015-12-16,114472
2015-12-17,111916
2015-12-18,112314
2015-12-19,110607
2015-12-20,108285
2015-12-21,107270
2015-12-22,106668
2015-12-23,105683
2015-12-24,103154
2015-12-25,102000
2015-12-26,100910
2015-12-27,99595
2015-12-28,97538
2015-12-29,96740
2015-12-30,98017
2015-12-31,96709
2016-01-01,96288
2016-01-02,100190
2016-01-03,104454
2016-01-04,107943
2016-01-05,110167
2016-01-06,110814
2016-01-07,111031
2016-01-08,112926
2016-01-09,113374
2016-01-10,114720
2016-01-11,115308
2016-01-12,116624
2016-01-13,118194
2016-01-14,118166
2016-01-15,117737
2016-01-16,117241
2016-01-17,117173
2016-01-18,118530
2016-01-19,118951
2016-01-20,120324
2016-01-21,120093
2016-01-22,119575
2016-01-23,120772
2016-01-24,121146
2016-01-25,123895
2016-01-26,127830
2016-01-27,124947
2016-01-28,124947
2016-01-29,123011
2016-01-30,121802
2016-01-31,120200
2016-02-01,118382
2016-02-02,116792
2016-02-03,116195
2016-02-04,115460
2016-02-05,116883
2016-02-06,116409
2016-02-07,114642
2016-02-08,111791
2016-02-09,110839
2016-02-10,110980
2016-02-11,110155
2016-02-12,108600
2016-02-13,108764
2016-02-14,108883
2016-02-15,109295
2016-02-16,108365
2016-02-17,108758
2016-02-18,107993
2016-02-19,109440
2016-02-20,110067
2016-02-21,111651
2016-02-22,111651
2016-02-23,111748
2016-02-24,115768
2016-02-25,116548
2016-02-26,116548
2016-02-27,116141
2016-02-28,116710
2016-02-29,117507
2016-03-01,118933
2016-03-02,119461
2016-03-03,120719
2016-03-04,121888
2016-03-05,121051
2016-03-06,120509
2016-03-07,119677
2016-03-08,120385
2016-03-09,121332
2016-03-10,121506
2016-03-11,122168
2016-03-12,121434
2016-03-13,121723
2016-03-14,121962
2016-03-15,122661
2016-03-16,119124
2016-03-17,118402
2016-03-18,118233
2016-03-19,118276
2016-03-20,118841
2016-03-21,116495
2016-03-22,115969
2016-03-23,115889
2016-03-24,115416
2016-03-25,115143
2016-03-26,114189
2016-03-27,111319
2016-03-28,110335
2016-03-29,108254
2016-03-30,108254
2016-03-31,105216
2016-04-01,104749
2016-04-02,104607
2016-04-03,105138
2016-04-04,104787
2016-04-05,105213
2016-04-06,106437
2016-04-07,104174
2016-04-08,105385
2016-04-09,105304
2016-04-10,104964
2016-04-11,104964
2016-04-12,104688
2016-04-13,104324
2016-04-14,105517
2016-04-15,106065
2016-04-16,105610
2016-04-17,102858
2016-04-18,102879
2016-04-19,103173
2016-04-20,104904
2016-04-21,104747
2016-04-22,104747
2016-04-23,104996
2016-04-24,103056
2016-04-25,101337
2016-04-26,101836
2016-04-27,101634
2016-04-28,101024
2016-04-29,100398
2016-04-30,100998
2016-05-01,101178
2016-05-02,100325
2016-05-03,102044
2016-05-04,102906
2016-05-05,103143
2016-05-06,103143
2016-05-07,102079
2016-05-08,101009
2016-05-09,100581
2016-05-10,99530
2016-05-11,100129
2016-05-12,100010
2016-05-13,100068
2016-05-14,99559
2016-05-15,99592
2016-05-16,99382
2016-05-17,101405
2016-05-18,103375
2016-05-19,105072
2016-05-22,102613
2016-05-23,102232
2016-05-24,103275
2016-05-25,105062
2016-05-26,106739
2016-05-27,104729
2016-05-28,104079
2016-05-29,103586
2016-05-30,103586
2016-05-31,103930
2016-06-01,104071
2016-06-02,104100
2016-06-03,102600
2016-06-04,104216
2016-06-05,105386
2016-06-06,106268
2016-06-07,106268
2016-06-08,105978
2016-06-09,105512
2016-06-10,106158
2016-06-11,105042
2016-06-12,105044
2016-06-13,105440
2016-06-14,105528
2016-06-15,106972
2016-06-16,107402
2016-06-17,108644
2016-06-18,109451
2016-06-19,108209
2016-06-20,107590
2016-06-21,107693
2016-06-22,106972
2016-06-23,104043
2016-06-24,103452
2016-06-25,104097
2016-06-26,104371
2016-06-27,104460
2016-06-28,105162
2016-06-29,107828
2016-06-30,107827
2016-07-01,108965
2016-07-02,109540
2016-07-03,111503
2016-07-04,110654
2016-07-05,109061
2016-07-06,107078
2016-07-07,106419
2016-07-08,105052
2016-07-09,104274
2016-07-10,101848
2016-07-11,100142
2016-07-12,95641
2016-07-13,90930
2016-07-14,87528
2016-07-15,83442
2016-07-16,79312
2016-07-17,75691
2016-07-18,72434
2016-07-23,70159
2016-07-24,70497
2016-07-25,69844
2016-07-26,68968
2016-07-27,68877
2016-07-28,66484
2016-07-29,65677
2016-07-30,63737
2016-07-31,62278
2016-08-01,61369
2016-08-02,59439
2016-08-03,59301
2016-08-04,59070
2016-08-05,59144
2016-08-06,59006
2016-08-07,59736
2016-08-08,59525
2016-08-09,59281
2016-08-10,60381
2016-08-11,62005
2016-08-12,62707
2016-08-13,61604
2016-08-14,60703
2016-08-15,60798
2016-08-16,60598
2016-08-17,61030
2016-08-18,60288
2016-08-19,58345
2016-08-20,58684
2016-08-21,59681
2016-08-22,60629
2016-08-23,60136
2016-08-24,60003
2016-08-25,58677
2016-08-26,58677
2016-08-28,56427
2016-08-31,55749
2016-09-01,55540
2016-09-02,55540
2016-09-03,55011
2016-09-04,54337
2016-09-05,53871
2016-09-06,53992
2016-09-07,54337
2016-09-08,55623
2016-09-09,55151
2016-09-10,55271
2016-09-11,55522
2016-09-12,56391
2016-09-13,56845
2016-09-14,58360
2016-09-15,59998
2016-09-16,59998
2016-09-17,62763
2016-09-18,62542
2016-09-19,62558
2016-09-20,62224
2016-09-21,62622
2016-09-22,64805
2016-09-23,65252
2016-09-24,65252
2016-09-25,64913
2016-09-26,66266
2016-09-27,66563
2016-09-28,66650
2016-09-29,67178
2016-09-30,66913
2016-10-01,66981
2016-10-02,67485
2016-10-03,67458
2016-10-04,66140
2016-10-05,67759
2016-10-06,68809
2016-10-07,70422
2016-10-08,71154
2016-10-09,73373
2016-10-10,75646
2016-10-11,77961
2016-10-12,79452
2016-10-13,80799
2016-10-14,81848
2016-10-15,82671
2016-10-16,82036
2016-10-17,82252
2016-10-18,83295
2016-10-19,82936
2016-10-20,84093
2016-10-21,85071
2016-10-22,85071
2016-10-23,83491
2016-10-24,82537
2016-10-25,82537
2016-10-26,82341
2016-10-27,83058
2016-10-28,83058
2016-10-29,84040
2016-10-30,84910
2016-10-31,86066
2016-11-01,86066
2016-11-02,85338
2016-11-03,85338
2016-11-04,86203
2016-11-05,86203
2016-11-06,87341
2016-11-07,87661
2016-11-08,87316
2016-11-09,86501
2016-11-10,86912
2016-11-11,86548
2016-11-12,84841
2016-11-13,84419
2016-11-14,83882
2016-11-15,83929
2016-12-07,83429
2016-12-08,84035
2016-12-09,83945
2016-12-10,84531
2016-12-11,84055
2016-12-12,82585
2016-12-13,82429
2016-12-14,82613
2016-12-15,82613
2016-12-16,82923
2016-12-17,83195
2016-12-18,83878
2016-12-19,83429
2016-12-20,83342
2016-12-21,82684
2016-12-22,81909
2016-12-23,82764
2016-12-24,82722
2016-12-25,82691
2016-12-26,82460
2016-12-27,83542
2016-12-28,83369
2016-12-29,84395
2016-12-30,84491
2016-12-31,86767
2017-01-01,88724
2017-01-02,89970
2017-01-03,93802
2017-01-04,98216
2017-01-05,100009
2017-01-06,102668
2017-01-07,100903
2017-01-08,96489
2017-01-09,92777
2017-01-10,89768
2017-01-11,86947
2017-01-12,86674
2017-01-13,87277
2017-01-14,86829
2017-01-15,88029
2017-01-16,86227
2017-01-17,87864
2017-01-18,90156
2017-01-19,92407
2017-01-20,96256
2017-01-21,99883
2017-01-22,101179
2017-01-23,102043
2017-01-27,107308
2017-01-28,108781
2017-01-29,106249
2017-01-30,106249
2017-01-31,103953
2017-02-01,104597
2017-02-02,102185
2017-02-03,101580
2017-02-04,100221
2017-02-05,97836
2017-02-06,95949
2017-02-07,95564
2017-02-08,96042
2017-02-09,96042
2017-02-10,95710
2017-02-11,92734
2017-02-12,91335
2017-02-13,90913
2017-02-14,91103
2017-02-15,91764
2017-02-16,90757
2017-02-18,90774
2017-02-19,90049
2017-02-20,90579
2017-02-21,91151
2017-02-22,89587
2017-02-23,89679
2017-02-24,88787
2017-02-25,88535
2017-02-26,87370
2017-02-27,86204
2017-02-28,85991
2017-03-01,85964
2017-03-02,86720
2017-03-03,87008
2017-03-04,87726
2017-03-05,87862
2017-03-06,87372
2017-03-07,86752
2017-03-08,86512
2017-03-09,86232
2017-03-10,85992
2017-03-11,85770
2017-03-12,85104
2017-03-13,83566
2017-03-14,84124
2017-03-15,83499
2017-03-16,84344
2017-03-17,84206
2017-03-18,82936
2017-03-19,82013
2017-03-20,82729
2017-03-21,82970
2017-03-22,82702
2017-03-23,83664
2017-03-24,83979
2017-03-25,84307
2017-03-26,84099
2017-03-27,84279
2017-03-28,83826
2017-03-29,84084
2017-03-30,84303
2017-03-31,85432
2017-04-01,86145
2017-04-02,85569
2017-04-03,84657
2017-04-04,84766
2017-04-12,91475
2017-04-13,92546
2017-04-14,90437
2017-04-15,90373
2017-04-16,89396
2017-04-17,88139
2017-04-18,88598
2017-04-19,88751
2017-04-20,89358
2017-04-21,89740
2017-04-22,89931
2017-04-23,91007
2017-04-24,90661
2017-04-25,90002
2017-04-26,89222
2017-04-27,88973
2017-04-28,87068
2017-04-29,87241
2017-04-30,88129
2017-05-01,87850
2017-05-02,89595
2017-05-03,91188
2017-05-04,91130
2017-05-05,91517
2017-05-06,92490
2017-05-07,92501
2017-05-08,92596
2017-05-09,93957
2017-05-10,94812
2017-05-11,93532
2017-05-12,91994
2017-05-13,89302
2017-05-14,88216
2017-05-15,88086
2017-05-16,88667
2017-05-17,86254
2017-05-18,85558
2017-05-19,85757
2017-05-20,85945
2017-05-21,85945
2017-05-22,86061
2017-05-23,86636
2017-05-24,88788
2017-05-25,86436
2017-05-26,85609
2017-05-27,86442
2017-05-28,87054
2017-05-29,86422
2017-05-30,86496
2017-05-31,87407
2017-06-01,87567
2017-06-02,87411
2017-06-03,86960
2017-06-04,87281
2017-06-05,86915
2017-06-06,86843
2017-06-07,87295
2017-06-08,85661
2017-06-09,86719
2017-06-10,87049
2017-06-11,86940
2017-06-12,86633
2017-06-13,87602
2017-06-14,88409
2017-06-15,90267
2017-06-16,90241
2017-06-17,89993
2017-06-18,89111
2017-06-19,89111
2017-06-20,88719
2017-06-21,89588
2017-06-22,88757
2017-06-23,91080
2017-06-24,90828
2017-06-25,90356
2017-06-26,91385
2017-06-27,91783
2017-06-28,91286
2017-06-29,90886
2017-06-30,89836
2017-07-01,89836
2017-07-02,91089
2017-07-03,91572
2017-07-04,92352
2017-07-05,92352
2017-07-06,92580
2017-07-07,92580
2017-07-08,92538
2017-07-13,94003
2017-07-14,93820
2017-07-15,92934
2017-07-16,93124
2017-07-17,93780
2017-07-18,93763
2017-07-19,93832
2017-07-20,95376
2017-07-21,94370
2017-07-22,95349
2017-07-23,94960
2017-07-24,94881
2017-07-25,94715
2017-07-26,95694
2017-07-27,96279
2017-07-28,96082
2017-07-29,95860
2017-07-30,96021
2017-07-31,96021
2017-08-01,98714
2017-08-02,98392
2017-08-03,97631
2017-08-04,96473
2017-08-05,97012
2017-08-06,96850
2017-08-09,97866
2017-08-10,98075
2017-08-11,98229
2017-08-12,99145
2017-08-13,98541
2017-08-14,97550
2017-08-15,98567
2017-08-16,100030
2017-08-17,100651
2017-08-18,100651
2017-08-19,100348
2017-08-20,101427
2017-08-21,100923
2017-08-22,100405
2017-08-23,101366
2017-08-24,100654
2017-08-25,100410
2017-08-26,100404
2017-08-27,100541
2017-08-28,101933
2017-08-29,101933
2017-08-30,101055
2017-08-31,101684
2017-09-01,101684
2017-09-02,102204
2017-09-03,102204
2017-09-04,101810
2017-09-05,101092
2017-09-06,101961
2017-09-07,102229
2017-09-08,102229
2017-09-09,101949
2017-09-10,102023
2017-09-11,101456
2017-09-12,101309
2017-09-13,100626
2017-09-14,101987
2017-09-15,101987
2017-09-16,100962
2017-09-17,100977
2017-09-18,101537
2017-09-19,99579
2017-09-20,99421
2017-09-22,100269
2017-09-23,99032
2017-09-24,99285
2017-09-25,99284
2017-09-26,99478
2017-09-27,97891
2017-09-28,99370
2017-09-29,99978
2017-09-30,98086
2017-10-01,97682
2017-10-02,98453
2017-10-03,99043
2017-10-04,99043
2017-10-05,99922
2017-10-06,100113
2017-10-07,99284
2017-10-08,99806
2017-10-09,99700
2017-10-10,99411
2017-10-11,99411
2017-10-12,100522
2017-10-13,101048
2017-10-14,102197
2017-10-15,102197
2017-10-16,100852
2017-10-17,100852
2017-10-18,99592
2017-10-19,98339
2017-10-20,98339
2017-10-21,98686
2017-10-22,97298
2017-10-23,97638
2017-10-24,98623
2017-10-25,98509
2017-10-26,98401
2017-10-27,98417
2017-10-28,98417
2017-10-29,98804
2017-10-30,99794
2017-10-31,99629
2017-11-01,99629
2017-11-02,98426
2017-11-03,98643
2017-11-04,98311
2017-11-05,99468
2017-11-06,99181
2017-11-07,99181
2017-11-08,99085
2017-11-09,98766
2017-11-10,99566
2017-11-11,98676
2017-11-12,98742
2017-11-13,97292
2017-11-14,98342
2017-11-15,96804
2017-11-16,95122
2017-11-17,93353
2017-11-18,93353
2017-11-19,91643
2017-11-20,89879
2017-11-21,88371
2017-11-22,87773
2017-11-23,88097
2017-11-24,89841
2017-11-25,90504
2017-11-26,90465
2017-11-27,90465
2017-11-28,89285
2017-11-29,90004
2017-11-30,91568
2017-12-01,90059
2017-12-02,90059
2017-12-03,90286
2017-12-04,91258
2017-12-05,91319
2017-12-06,92073
2017-12-07,91635
2017-12-08,91635
2017-12-09,91935
2017-12-10,92500
2017-12-11,91989
2017-12-12,92539
2017-12-13,92801
2017-12-14,92522
2017-12-15,92950
2017-12-16,91483
2017-12-17,90256
2017-12-18,89834
2017-12-19,88366
2017-12-20,89209
2017-12-21,88964
2017-12-22,88761
2017-12-23,89725
2017-12-24,88584
2017-12-25,88668
2017-12-26,88547
2017-12-27,88878
2017-12-28,87646
2017-12-29,89740
2017-12-30,91312
2017-12-31,89890
2018-01-01,89423
2018-01-02,89707
2018-01-03,87758
2018-01-04,85910
2018-01-05,85763
2018-01-06,84684
2018-01-07,84356
2018-01-08,84163
2018-01-09,82972
2018-01-10,83118
2018-01-11,82833
2018-01-12,82858
2018-01-13,83332
2018-01-14,82327
2018-01-15,81261
2018-01-16,81797
2018-01-17,83370
2018-01-18,85731
2018-01-19,85731
2018-01-20,87254
2018-01-21,88999
2018-01-22,90059
2018-01-23,91131
2018-01-24,89825
2018-01-25,87851
2018-01-26,85287
2018-01-27,83754
2018-01-28,82990
2018-01-29,82591
2018-01-30,82951
2018-01-31,82611
2018-02-01,83486
2018-02-02,83514
2018-02-03,82097
2018-02-04,80744
2018-02-05,81180
2018-02-06,81060
2018-02-07,80174
2018-02-08,80174
2018-02-09,79602
2018-02-10,79602
2018-02-11,77462
2018-02-12,76715
2018-02-13,75047
2018-02-14,72855
2018-02-15,72534
2018-02-16,74476
2018-02-17,74000
2018-02-18,72928
2018-02-19,73297
2018-02-20,72615
2018-02-21,72255
2018-02-22,72247
2018-02-23,73605
2018-02-24,73309
2018-02-25,74613
2018-02-26,75260
2018-02-27,75427
2018-02-28,74870
2018-03-01,75201
2018-03-02,75241
2018-03-03,75123
2018-03-04,75123
2018-03-05,75473
2018-03-06,75924
2018-03-07,74867
2018-03-08,74823
2018-03-09,74855
2018-03-10,73582
2018-03-11,73940
2018-03-12,73975
2018-03-13,73213
2018-03-14,73270
2018-03-15,74054
2018-03-16,74839
2018-03-17,73938
2018-03-18,73209
2018-03-20,72859
2018-03-21,72137
2018-03-23,73328
2018-03-24,73033
2018-03-25,73086
2018-03-26,71909
2018-03-27,72017
2018-03-28,72815
2018-03-29,72949
2018-03-30,73097
2018-03-31,74077
2018-04-01,74377
2018-04-02,74626
2018-04-03,74485
2018-04-04,72829
2018-04-05,72829
2018-04-06,72219
2018-04-07,72219
2018-04-08,70900
2018-04-09,69145
2018-04-10,69125
2018-04-11,69489
2018-04-12,69987
2018-04-13,69987
2018-04-14,71153
2018-04-15,70729
2018-04-16,70233
2018-04-17,69172
2018-04-18,69172
2018-04-19,68559
2018-04-20,68927
2018-04-21,68511
2018-04-22,67552
2018-04-23,67768
2018-04-24,68574
2018-04-25,69215
2018-04-26,69215
2018-04-27,71175
2018-04-28,73882
2018-04-29,76757
2018-04-30,77511
2018-05-01,78595
2018-05-02,78967
2018-05-03,79470
2018-05-04,80058
2018-05-05,80678
2018-05-06,80678
2018-05-07,81235
2018-05-08,79988
2018-05-09,79423
2018-05-10,78092
2018-05-11,77477
2018-05-12,77211
2018-05-13,77211
2018-05-14,76361
2018-05-15,76613
2018-05-16,76736
2018-05-17,76696
2018-05-18,76857
2018-05-19,76636
2018-05-20,77162
2018-05-21,77559
2018-05-22,77559
2018-05-23,77073
2018-05-24,78067
2018-05-25,77956
2018-05-26,78619
2018-05-27,78619
2018-05-28,78778
2018-05-29,77232
2018-05-30,76497
2018-05-31,76394
2018-06-01,75716
2018-06-02,75595
2018-06-03,75740
2018-06-04,74873
2018-06-05,73475
2018-06-06,72642
2018-06-07,72642
2018-06-08,72262
2018-06-09,71591
2018-06-10,71976
2018-06-11,72586
2018-06-12,70836
2018-06-13,71912
2018-06-14,71364
2018-06-15,70191
2018-06-16,70292
2018-06-17,70369
2018-06-18,69868
2018-06-19,69771
2018-06-20,69771
2018-06-21,69923
2018-06-22,70171
2018-06-23,70171
2018-06-24,70450
2018-06-25,70354
2018-06-26,70828
2018-06-27,73097
2018-06-28,73847
2018-06-29,73640
2018-06-30,75806
2018-07-01,76513
2018-07-02,76513
2018-07-03,76591
2018-07-04,77802
2018-07-05,77802
2018-07-06,77042
2018-07-07,77604
2018-07-08,76000
2018-07-09,76500
2018-07-10,75503
2018-07-11,74948
2018-07-12,74963
2018-07-13,73988
2018-07-14,73382
2018-07-15,73510
2018-07-16,73347
2018-07-17,73108
2018-07-18,73031
2018-07-19,73788
2018-07-20,73790
2018-07-21,74600
2018-07-22,73386
2018-07-23,72783
2018-07-24,71976
2018-07-25,72513
2018-07-26,72181
2018-07-27,71976
2018-07-28,71976
2018-07-29,71702
2018-07-30,71178
2018-07-31,71459
2018-08-01,71459
2018-08-02,70199
2018-08-03,70509
2018-08-04,70179
2018-08-05,69790
2018-08-06,69884
2018-08-07,68362
2018-08-08,68209
2018-08-09,68209
2018-08-10,67829
2018-08-11,68437
2018-08-12,68221
2018-08-14,68530
2018-08-16,67984
2018-08-17,67543
2018-08-18,68123
2018-08-19,68735
2018-08-20,69405
2018-08-21,68784
2018-08-22,68570
2018-08-23,68709
2018-08-24,68960
2018-08-25,68571
2018-08-26,69593
2018-08-27,69875
2018-08-28,70783
2018-08-29,69616
2018-08-30,69723
2018-08-31,69922
2018-09-01,70313
2018-09-02,69590
2018-09-03,68055
2018-09-04,68322
2018-09-05,67477
2018-09-06,67477
2018-09-07,67300
2018-09-08,66880
2018-09-09,68353
2018-09-10,70160
2018-09-11,73362
2018-09-12,74979
2018-09-13,75399
2018-09-14,76165
2018-09-15,75770
2018-09-16,75762
2018-09-17,76235
2018-09-18,75996
2018-09-19,76847
2018-09-20,79006
2018-09-21,80188
2018-09-22,80803
2018-09-23,84254
2018-09-24,87787
2018-09-25,86007
2018-09-26,87976
2018-09-27,89163
2018-09-28,88726
2018-09-29,88824
2018-09-30,88862
2018-10-01,88984
2018-10-02,91242
2018-10-03,91674
2018-10-04,91703
2018-10-05,89953
2018-10-06,90121
2018-10-07,90077
2018-10-08,90612
2018-10-09,91017
2018-10-10,89932
2018-10-11,91084
2018-10-12,91479
2018-10-13,91262
2018-10-14,91779
2018-10-15,91408
2018-10-16,91507
2018-10-17,92217
2018-10-18,91159
2018-10-19,90386
2018-10-20,90386
2018-10-21,90935
2018-10-22,90705
2018-10-23,89808
2018-10-24,89376
2018-10-25,87922
2018-10-26,88818
2018-10-27,89056
2018-10-28,90145
2018-10-29,89889
2018-10-30,89383
2018-10-31,90338
2018-11-01,93013
2018-11-03,98996
2018-11-04,102616
2018-11-05,107436
2018-11-06,112808
2018-11-07,117959
2018-11-08,123815
2018-11-09,129952
2018-11-10,135984
2018-11-11,142135
2018-11-12,148847
2018-11-13,156028
2018-11-15,169898
2018-11-16,175780
2018-11-17,182231
2018-11-18,187211
2018-11-19,192645
2018-11-20,194257
2018-11-21,192610
2018-11-22,188982
2018-11-23,183821
2018-11-24,175764
2018-11-25,169486
2018-11-26,165289
2018-11-27,162020
2018-11-28,157838
2018-11-29,154572
2018-12-01,144596
2018-12-02,141338
2018-12-03,137399
2018-12-04,134439
2018-12-05,130730
2018-12-07,125442
2018-12-09,120118
2018-12-10,118561
2018-12-11,115077
2018-12-12,113548
2018-12-13,110570
2018-12-14,108877
2018-12-15,107216
2018-12-16,106868
2018-12-17,105010
2018-12-18,101731
2018-12-19,101064
2018-12-20,99331
2018-12-21,97117
2018-12-22,94779
2018-12-23,92876
2018-12-24,92358
2018-12-25,92796
2018-12-26,92828
2018-12-27,93127
2018-12-28,90945
2018-12-29,89382
2018-12-30,88908
2018-12-31,90254
2019-01-01,91221
2019-01-02,90856
2019-01-03,90835
2019-01-04,90122
2019-01-05,88678
2019-01-06,87976
2019-01-08,86439
2019-01-10,85940
2019-01-11,86076
2019-01-12,86830
2019-01-13,85389
2019-01-14,83046
2019-01-15,81604
2019-01-16,79750
2019-01-17,78840
2019-01-18,78076
2019-01-19,76643
2019-01-20,76068
2019-01-21,75763
2019-01-22,75211
2019-01-23,74912
2019-01-24,73882
2019-01-25,72829
2019-01-26,71976
2019-01-27,71364
2019-01-28,72682
2019-01-29,75759
2019-01-30,78860
2019-01-31,80986
2019-02-01,82466
2019-02-02,84337
2019-02-03,86209
2019-02-04,87564
2019-02-05,87094
2019-02-06,86806
2019-02-07,86856
2019-02-08,86300
2019-02-09,85799
2019-02-10,86444
2019-02-11,85732
2019-02-12,85617
2019-02-13,85507
2019-02-14,84333
2019-02-15,83737
2019-02-16,83627
2019-02-17,84161
2019-02-18,85851
2019-02-19,86488
2019-02-20,86995
2019-02-21,85695
2019-02-22,85841
2019-02-23,85724
2019-02-24,86070
2019-02-25,85671
2019-02-26,85875
2019-02-27,85447
2019-02-28,84075
2019-03-01,83047
2019-03-02,82738
2019-03-03,82002
2019-03-04,81326
2019-03-05,81206
2019-03-06,80244
2019-03-07,80109
2019-03-08,80109
2019-03-09,78961
2019-03-10,78642
2019-03-11,77535
2019-03-12,77414
2019-03-13,78484
2019-03-14,78764
2019-03-15,79352
2019-03-16,79493
2019-03-17,79724
2019-03-18,79724
2019-03-19,81162
2019-03-20,80759
2019-03-21,80234
2019-03-22,80333
2019-03-23,81439
2019-03-24,82407
2019-03-25,82436
