date_obj,Armadyl%20robe%20top price
2019-03-23,84874
2019-03-24,85773
2019-03-25,85787
2019-03-26,85711
2019-03-27,85711
2019-03-28,85132
2019-03-29,83033
2019-03-30,83033
2019-03-31,82937
2019-04-01,81507
2019-04-02,80524
2019-04-03,80952
2019-04-04,82374
2019-04-05,83195
2019-04-06,84550
2019-04-07,86008
2019-04-08,86184
2019-04-09,86752
2019-04-10,87715
2019-04-11,88025
2019-04-12,86860
2019-04-13,85957
2019-04-14,83502
2019-04-15,81822
2019-04-16,80287
2019-04-17,76294
2019-04-18,74155
2019-04-19,71701
2019-04-20,70556
2019-04-21,69677
2019-04-22,68767
2019-04-23,66301
2019-04-24,64556
2019-04-25,62886
2019-04-26,61172
2019-04-27,58113
2019-04-28,56773
2019-04-29,56868
2019-04-30,55142
2019-05-01,55693
2019-05-02,57590
2019-05-03,58623
2019-05-04,57205
2019-05-05,57402
2019-05-06,56495
2019-05-07,57159
2019-05-08,58387
2019-05-09,59088
2019-05-10,59512
2019-05-11,60470
2019-05-12,62845
2019-05-13,63853
2019-05-14,65360
2019-05-15,66728
2019-05-16,67068
2019-05-17,67583
2019-05-18,69540
2019-05-19,71779
2019-05-20,73705
2019-05-21,75498
2019-05-22,77811
2019-05-23,80323
2019-05-24,82551
2019-05-25,85036
2019-05-26,86857
2019-05-27,89038
2019-05-28,91019
2019-05-29,92650
2019-05-30,93671
2019-05-31,95017
2019-06-01,94725
2019-06-02,96675
2019-06-03,98823
2019-06-04,100933
2019-06-05,101861
2019-06-06,104539
2019-06-07,107051
2019-06-08,107656
2019-06-09,106363
2019-06-10,106363
2019-06-11,104039
2019-06-12,102510
2019-06-13,101906
2019-06-14,101753
2019-06-15,101503
2019-06-16,103273
2019-06-17,106511
2019-06-18,107951
2019-06-19,108809
2019-06-20,107355
2019-06-21,106876
2019-06-22,105726
2019-06-23,106176
2019-06-24,105602
2019-06-25,105291
2019-06-26,106655
2019-06-27,103521
2019-06-28,99873
2019-06-29,97324
2019-06-30,94272
2019-07-01,94272
2019-07-02,92991
2019-07-03,92387
2019-07-04,92158
2019-07-05,93325
2019-07-06,94070
2019-07-07,91928
2019-07-08,89790
2019-07-09,88861
2019-07-10,89216
2019-07-11,90586
2019-07-12,89742
2019-07-13,89742
2019-07-14,90131
2019-07-15,90131
2019-07-16,91142
2019-07-17,91838
2019-07-18,91884
2019-07-19,93462
2019-07-20,97009
2019-07-21,99035
2019-07-22,99630
2019-07-23,96864
2019-07-24,96864
2019-07-25,97413
2019-07-26,97913
2019-07-27,100220
2019-07-28,101292
2019-07-29,100165
2019-07-30,101398
2019-07-31,102830
2019-08-01,102830
2019-08-02,101913
2019-08-03,102160
2019-08-04,103247
2019-08-05,102304
2019-08-06,101563
2019-08-07,101441
2019-08-08,101441
2019-08-09,102691
2019-08-10,100875
2019-08-11,100875
2019-08-12,100663
2019-08-13,98774
2019-08-14,97182
2019-08-15,96466
2019-08-16,96254
2019-08-17,96254
2019-08-18,97051
2019-08-19,98979
2019-08-20,101820
2019-08-21,105211
2019-08-22,106797
2019-08-23,107504
2019-08-24,108020
2019-08-24,108020
2019-08-25,108020
2019-08-25,108020
2019-08-26,107019
2019-08-27,110256
2019-08-27,110256
2019-08-28,109940
2019-08-29,110986
2019-08-30,110237
2019-08-31,110237
2019-09-01,111268
2019-09-02,111268
2019-09-03,112926
2019-09-04,115156
2019-09-05,118549
2019-09-06,121310
2019-09-07,121067
2019-09-08,122897
2019-09-09,125375
2019-09-10,125375
2019-09-11,125551
2019-09-12,125946
2019-09-13,128190
2019-09-14,127642
2019-09-15,124117
2019-09-16,122357
2019-09-17,122408
2019-09-18,121790
2019-09-19,121790
2019-09-20,123678
2019-09-21,123477
2019-09-22,121541
2019-09-23,120209
2019-09-24,120209
2019-09-25,119576
2019-09-26,118133
2019-09-27,118133
2019-09-28,120507
2019-09-29,120507
2019-09-30,121585
2019-10-01,121009
2019-10-02,121009
2019-10-03,117976
2019-10-04,114229
2019-10-05,112679
2019-10-06,109026
2019-10-07,104302
2019-10-08,101212
2019-10-09,101212
2019-10-10,99311
2019-10-11,99311
2019-10-12,98623
2019-10-13,97987
2019-10-14,97217
2019-10-15,94852
2019-10-16,93619
2019-10-17,93806
2019-10-18,92870
2019-10-19,92252
2019-10-20,91787
2019-10-21,91787
2019-10-22,92889
2019-10-23,93063
2019-10-24,93207
2019-10-25,92109
2019-10-26,93240
2019-10-27,93407
2019-10-28,94349
2019-10-29,94349
2019-10-30,95072
2019-10-31,95129
2019-11-01,95749
2019-11-02,95122
2019-11-03,95818
2019-11-04,96783
2019-11-05,96783
2019-11-06,98078
2019-11-07,98416
2019-11-08,98428
2019-11-09,99040
2019-11-10,98123
2019-11-11,97545
2019-11-12,97545
2019-11-13,97318
2019-11-14,97422
2019-11-15,99472
2019-11-16,102764
2019-11-17,102764
2019-11-18,104450
2019-11-19,105143
2019-11-20,106078
2019-11-21,106078
2019-11-22,110588
2019-11-23,113007
2019-11-24,114927
2019-11-25,113409
2019-11-26,110316
2019-11-27,110316
2019-11-28,109148
2019-11-29,109148
2019-11-30,108072
2019-12-01,108096
2019-12-02,108464
2019-12-03,107836
2019-12-04,108120
2019-12-05,108120
2019-12-06,108310
2019-12-07,107445
2019-12-08,108122
2019-12-09,105949
2019-12-10,107907
2019-12-11,109377
2019-12-12,112346
2019-12-13,111980
2019-12-14,115933
2019-12-15,117241
2019-12-16,121267
2019-12-17,124594
2019-12-18,126857
2019-12-19,127472
2019-12-20,128920
2019-12-21,132594
2019-12-22,136591
2019-12-23,141105
2019-12-24,144081
2019-12-25,146707
2019-12-26,148196
2019-12-27,149200
2019-12-28,150845
2019-12-29,152354
2019-12-30,152228
2019-12-31,153019
2020-01-01,152628
2020-01-02,153282
2020-01-03,150827
2020-01-04,153847
2020-01-05,152299
2020-01-06,151744
2020-01-07,149125
2020-01-08,149125
2020-01-09,146214
2020-01-10,147147
2020-01-11,146336
2020-01-12,145518
2020-01-13,145518
2020-01-14,145425
2020-01-15,145454
2020-01-16,145157
2020-01-17,145188
2020-01-18,147664
2020-01-19,149231
2020-01-20,151575
2020-01-21,151575
2020-01-22,151336
2020-01-23,150045
2020-01-24,149515
2020-01-25,151089
2020-01-26,152168
2020-01-27,154279
2020-01-28,152953
2020-01-29,151703
2020-01-30,149119
2020-01-31,148864
2020-02-01,150023
2020-02-02,149748
2020-02-03,150992
2020-02-04,152908
2020-02-05,153702
2020-02-06,153939
2020-02-07,159845
2020-02-08,163720
2020-02-09,169249
2020-02-10,173076
2020-02-11,169135
2020-02-12,167731
2020-02-13,168587
2020-02-14,165586
2020-02-15,161305
2020-02-16,158301
2020-02-17,156935
2020-02-18,158375
2020-02-19,161092
2020-02-20,160260
2020-02-21,160260
2020-02-22,160483
2020-02-23,159753
2020-02-24,161527
2020-02-25,161150
2020-02-26,158308
2020-02-27,159207
2020-02-28,160629
2020-02-29,160629
2020-03-01,161321
2020-03-02,160202
2020-03-03,161154
2020-03-04,161154
2020-03-05,159578
2020-03-06,160048
2020-03-07,161170
2020-03-08,160726
2020-03-09,161983
2020-03-10,161418
2020-03-11,162021
2020-03-12,160558
2020-03-13,160827
2020-03-14,166570
2020-03-15,170515
2020-03-16,171221
2020-03-17,172233
2020-03-18,172710
2020-03-19,172353
2020-03-20,171766
2020-03-21,172452
2020-03-22,174342
2020-03-23,176251
2020-03-24,178441
2020-03-25,177482
2020-03-26,177051
2020-03-27,176914
2020-03-28,177931
2020-03-29,179885
2020-03-30,183689
2020-03-31,184333
2020-04-01,185931
2020-04-02,189881
2020-04-03,197006
2020-04-04,201060
2020-04-05,204439
2020-04-06,207194
2020-04-07,210744
2020-04-08,207730
2020-04-09,203763
2020-04-10,203673
2020-04-11,202024
2020-04-12,201605
2020-04-13,197074
2020-04-14,196696
2020-04-15,197425
2020-04-16,192770
2020-04-17,195379
2020-04-18,196959
2020-04-19,197550
2020-04-20,195324
2020-04-21,194946
2020-04-22,194204
2020-04-23,190556
2020-04-24,190481
2020-04-25,193842
2020-04-26,193516
2020-04-27,192771
2020-04-28,195082
2020-04-29,197976
2020-04-30,199398
2020-05-01,199482
2020-05-02,202006
2020-05-03,203974
2020-05-04,206651
2020-05-05,205717
2020-05-06,210228
2020-05-07,213962
2020-05-08,222661
2020-05-09,228073
2020-05-10,233039
2020-05-11,237674
2020-05-12,240959
2020-05-13,240561
