date_obj,Bandos%20boots price
2019-03-15,206179
2019-03-16,207325
2019-03-17,206700
2019-03-18,205859
2019-03-19,205383
2019-03-20,206688
2019-03-21,205535
2019-03-22,209694
2019-03-23,213038
2019-03-24,213554
2019-03-25,216739
2019-03-26,219008
2019-03-27,222651
2019-03-28,226914
2019-03-29,231840
2019-03-30,233384
2019-03-31,235439
2019-04-01,231429
2019-04-02,223050
2019-04-03,215431
2019-04-04,217642
2019-04-05,218215
2019-04-06,221570
2019-04-07,222934
2019-04-08,228083
2019-04-09,226812
2019-04-10,217987
2019-04-11,214494
2019-04-12,214747
2019-04-13,213042
2019-04-14,211751
2019-04-15,209660
2019-04-16,209584
2019-04-17,217465
2019-04-18,221122
2019-04-19,219590
2019-04-20,215197
2019-04-21,210581
2019-04-22,205097
2019-04-23,200117
2019-04-24,195995
2019-04-25,194903
2019-04-26,199326
2019-04-27,205622
2019-04-28,206688
2019-04-29,204142
2019-04-30,205687
2019-05-01,204855
2019-05-02,205888
2019-05-03,207319
2019-05-04,206199
2019-05-05,201022
2019-05-06,195146
2019-05-07,188045
2019-05-08,187507
2019-05-09,185990
2019-05-10,180892
2019-05-11,179408
2019-05-12,183655
2019-05-13,190050
2019-05-14,195059
2019-05-15,199685
2019-05-16,198491
2019-05-17,198569
2019-05-18,195734
2019-05-19,196095
2019-05-20,194551
2019-05-21,194092
2019-05-22,193902
2019-05-23,190581
2019-05-24,188245
2019-05-25,184963
2019-05-26,183242
2019-05-27,179546
2019-05-28,181897
2019-05-29,182529
2019-05-30,185991
2019-05-31,193673
2019-06-01,191064
2019-06-02,189063
2019-06-03,187998
2019-06-04,186087
2019-06-05,186407
2019-06-06,190658
2019-06-07,196235
2019-06-08,195940
2019-06-09,194782
2019-06-10,188369
2019-06-11,183321
2019-06-12,181850
2019-06-13,181869
2019-06-14,178779
2019-06-15,177167
2019-06-16,176810
2019-06-17,177071
2019-06-18,176016
2019-06-19,181467
2019-06-20,182653
2019-06-21,181119
2019-06-22,180699
2019-06-23,179434
2019-06-24,184359
2019-06-25,181102
2019-06-26,186054
2019-06-27,182419
2019-06-28,182171
2019-06-29,184831
2019-06-30,189756
2019-07-01,190885
2019-07-02,191664
2019-07-03,191025
2019-07-04,188167
2019-07-05,186079
2019-07-06,189911
2019-07-07,189964
2019-07-08,188302
2019-07-09,187783
2019-07-10,185311
2019-07-11,177667
2019-07-12,171752
2019-07-13,175447
2019-07-14,179286
2019-07-15,177828
2019-07-16,175825
2019-07-17,177210
2019-07-18,178334
2019-07-19,181798
2019-07-20,187025
2019-07-21,189984
2019-07-22,193087
2019-07-23,194819
2019-07-24,188230
2019-07-25,180251
2019-07-26,176709
2019-07-27,176688
2019-07-28,179133
2019-07-29,179795
2019-07-30,178475
2019-07-31,179103
2019-08-01,178456
2019-08-02,178566
2019-08-03,179522
2019-08-04,179637
2019-08-05,179065
2019-08-06,178869
2019-08-07,181774
2019-08-08,179506
2019-08-09,180187
2019-08-10,178705
2019-08-11,177252
2019-08-12,179873
2019-08-13,178210
2019-08-14,177120
2019-08-15,178004
2019-08-16,180342
2019-08-17,181510
2019-08-18,180682
2019-08-19,180365
2019-08-20,179353
2019-08-21,179197
2019-08-22,181317
2019-08-23,185313
2019-08-24,187586
2019-08-24,187586
2019-08-25,187443
2019-08-25,187443
2019-08-26,189091
2019-08-27,188595
2019-08-27,188595
2019-08-28,186586
2019-08-29,182053
2019-08-30,178129
2019-08-31,176747
2019-09-01,175798
2019-09-02,175934
2019-09-03,177298
2019-09-04,178054
2019-09-05,178282
2019-09-06,178651
2019-09-07,178345
2019-09-08,178648
2019-09-09,179016
2019-09-10,179794
2019-09-11,181132
2019-09-12,179785
2019-09-13,177530
2019-09-14,177574
2019-09-15,179034
2019-09-16,180197
2019-09-17,179715
2019-09-18,179208
2019-09-19,178261
2019-09-20,176197
2019-09-21,179557
2019-09-22,182949
2019-09-23,178934
2019-09-24,178398
2019-09-25,177192
2019-09-26,177636
2019-09-27,175823
2019-09-28,176528
2019-09-29,176489
2019-09-30,178339
2019-10-01,181336
2019-10-02,180243
2019-10-03,176876
2019-10-04,175965
2019-10-05,179894
2019-10-06,179580
2019-10-07,178654
2019-10-08,178530
2019-10-09,178381
2019-10-10,180178
2019-10-11,179589
2019-10-12,178601
2019-10-13,180385
2019-10-14,178920
2019-10-15,177848
2019-10-16,177341
2019-10-17,176954
2019-10-18,178708
2019-10-19,178513
2019-10-20,179034
2019-10-21,181311
2019-10-22,180447
2019-10-23,180117
2019-10-24,180632
2019-10-25,180519
2019-10-26,180146
2019-10-27,182455
2019-10-28,180360
2019-10-29,178842
2019-10-30,179421
2019-10-31,179377
2019-11-01,179794
2019-11-02,179820
2019-11-03,180168
2019-11-04,180349
2019-11-05,179139
2019-11-06,178708
2019-11-07,178821
2019-11-08,179343
2019-11-09,179110
2019-11-10,179477
2019-11-11,179193
2019-11-12,179911
2019-11-13,180029
2019-11-14,179884
2019-11-15,178195
2019-11-16,179113
2019-11-17,180037
2019-11-18,178776
2019-11-19,179695
2019-11-20,179146
2019-11-21,179414
2019-11-22,180216
2019-11-23,179697
2019-11-24,180175
2019-11-25,179744
2019-11-26,179663
2019-11-27,179221
2019-11-28,179922
2019-11-29,179344
2019-11-30,180243
2019-12-01,180191
2019-12-02,179855
2019-12-03,179936
2019-12-04,179051
2019-12-05,179163
2019-12-06,179248
2019-12-07,178666
2019-12-08,178984
2019-12-09,177953
2019-12-10,178613
2019-12-11,178561
2019-12-12,178324
2019-12-13,177913
2019-12-14,178350
2019-12-15,177591
2019-12-16,176691
2019-12-17,178404
2019-12-18,176164
2019-12-19,177594
2019-12-20,178723
2019-12-21,178689
2019-12-22,178800
2019-12-23,178851
2019-12-24,178210
2019-12-25,179406
2019-12-26,180891
2019-12-27,180616
2019-12-28,180485
2019-12-29,181185
2019-12-30,179685
2019-12-31,179206
2020-01-01,179666
2020-01-02,179263
2020-01-03,180487
2020-01-04,179787
2020-01-05,179770
2020-01-06,179767
2020-01-07,179930
2020-01-08,179850
2020-01-09,180388
2020-01-10,184200
2020-01-11,182769
2020-01-12,182975
2020-01-13,181232
2020-01-14,181269
2020-01-15,177019
2020-01-16,178151
2020-01-17,177688
2020-01-18,175944
2020-01-19,176234
2020-01-20,177185
2020-01-21,174358
2020-01-22,175496
2020-01-23,176531
2020-01-24,175670
2020-01-25,175658
2020-01-26,176344
2020-01-27,176570
2020-01-28,176338
2020-01-29,175806
2020-01-30,175533
2020-01-31,177009
2020-02-01,176645
2020-02-02,176503
2020-02-03,176763
2020-02-04,176008
2020-02-05,176537
2020-02-06,175976
2020-02-07,176149
2020-02-08,173808
2020-02-09,174082
2020-02-10,174272
2020-02-11,174394
2020-02-12,175287
2020-02-13,175079
2020-02-14,174749
2020-02-15,175234
2020-02-16,175393
2020-02-17,175669
2020-02-18,175399
2020-02-19,176837
2020-02-20,175903
2020-02-21,176460
2020-02-22,176340
2020-02-23,176563
2020-02-24,176824
2020-02-25,177698
2020-02-26,181150
2020-02-27,183578
2020-02-28,184992
2020-02-29,185734
2020-03-01,188184
2020-03-02,189512
2020-03-03,193031
2020-03-04,195052
2020-03-05,187444
2020-03-06,183393
2020-03-07,180579
2020-03-08,177925
2020-03-09,179871
2020-03-10,181452
2020-03-11,183105
2020-03-12,183866
2020-03-13,183599
2020-03-14,186722
2020-03-15,193040
2020-03-16,189632
2020-03-17,186346
2020-03-18,184632
2020-03-19,182888
2020-03-20,183584
2020-03-21,183125
2020-03-22,182589
2020-03-23,181844
2020-03-24,182426
2020-03-25,183475
2020-03-26,183908
2020-03-27,184020
2020-03-28,185527
2020-03-29,185828
2020-03-30,184527
2020-03-31,183861
2020-04-01,182667
2020-04-02,182932
2020-04-03,182353
2020-04-04,182985
2020-04-05,182378
2020-04-06,181605
2020-04-07,181688
2020-04-08,182468
2020-04-09,182322
2020-04-10,182657
2020-04-11,184507
2020-04-12,189107
2020-04-13,189927
2020-04-14,190178
2020-04-15,191556
2020-04-16,190949
2020-04-17,189605
2020-04-18,189969
2020-04-19,189811
2020-04-20,189873
2020-04-21,189007
2020-04-22,188747
2020-04-23,188168
2020-04-24,187956
2020-04-25,188818
2020-04-26,189618
2020-04-27,194893
2020-04-28,198007
2020-04-29,195345
2020-04-30,196504
2020-05-01,196860
2020-05-02,196605
2020-05-03,196683
2020-05-04,196253
2020-05-05,196775
2020-05-06,195596
2020-05-07,195393
2020-05-08,194152
2020-05-09,193027
2020-05-10,192793
2020-05-11,192727
2020-05-12,192321
2020-05-13,191616
