date_obj,Bandos%20platebody price
2019-03-21,40222
2019-03-22,40441
2019-03-23,40695
2019-03-24,41235
2019-03-25,42119
2019-03-26,42872
2019-03-27,42426
2019-03-28,41612
2019-03-29,43160
2019-03-30,43963
2019-03-31,45324
2019-04-01,46534
2019-04-02,46506
2019-04-03,46382
2019-04-04,47351
2019-04-05,48788
2019-04-06,49839
2019-04-07,49956
2019-04-08,51020
2019-04-09,52882
2019-04-10,54220
2019-04-11,55606
2019-04-12,55921
2019-04-13,53981
2019-04-14,52375
2019-04-15,50545
2019-04-16,48895
2019-04-17,48088
2019-04-18,47546
2019-04-19,47536
2019-04-20,48244
2019-04-21,49399
2019-04-22,48360
2019-04-23,48171
2019-04-24,47045
2019-04-25,46331
2019-04-26,45593
2019-04-27,45578
2019-04-28,44216
2019-04-29,43276
2019-04-30,42315
2019-05-01,41863
2019-05-02,40768
2019-05-03,39807
2019-05-04,38964
2019-05-05,38662
2019-05-06,38978
2019-05-07,39323
2019-05-08,39531
2019-05-09,40455
2019-05-10,38991
2019-05-11,38849
2019-05-12,39278
2019-05-13,40070
2019-05-14,40897
2019-05-15,41123
2019-05-16,41317
2019-05-17,41558
2019-05-18,41169
2019-05-19,41158
2019-05-20,40689
2019-05-21,40539
2019-05-22,40765
2019-05-23,40810
2019-05-24,41561
2019-05-25,41844
2019-05-26,42094
2019-05-27,42455
2019-05-28,42278
2019-05-29,41795
2019-05-30,41270
2019-05-31,41169
2019-06-01,40888
2019-06-02,40818
2019-06-03,40766
2019-06-04,41011
2019-06-05,41560
2019-06-06,41688
2019-06-07,41191
2019-06-08,41179
2019-06-09,41317
2019-06-10,41912
2019-06-11,41965
2019-06-12,42282
2019-06-13,42870
2019-06-14,42894
2019-06-15,42806
2019-06-16,43636
2019-06-17,43697
2019-06-18,44181
2019-06-19,44300
2019-06-20,44917
2019-06-21,45350
2019-06-22,44332
2019-06-23,43387
2019-06-24,42117
2019-06-25,41643
2019-06-26,41216
2019-06-27,41078
2019-06-28,40815
2019-06-29,41232
2019-06-30,41935
2019-07-01,42216
2019-07-02,42832
2019-07-03,43235
2019-07-04,43541
2019-07-05,42816
2019-07-06,41556
2019-07-07,41460
2019-07-08,42479
2019-07-09,41276
2019-07-10,40597
2019-07-11,41261
2019-07-12,41324
2019-07-13,41825
2019-07-14,41440
2019-07-15,41945
2019-07-16,41315
2019-07-17,41911
2019-07-18,42247
2019-07-19,43083
2019-07-20,42913
2019-07-21,43594
2019-07-22,45136
2019-07-23,46245
2019-07-24,46450
2019-07-25,46665
2019-07-26,46733
2019-07-27,46531
2019-07-28,46954
2019-07-29,46483
2019-07-30,45631
2019-07-31,44856
2019-08-01,44349
2019-08-02,43501
2019-08-03,42614
2019-08-04,42326
2019-08-05,41834
2019-08-06,41751
2019-08-07,41856
2019-08-08,42344
2019-08-09,41971
2019-08-10,42742
2019-08-11,43311
2019-08-12,42003
2019-08-13,42109
2019-08-14,41608
2019-08-15,41643
2019-08-16,42126
2019-08-17,42126
2019-08-18,42995
2019-08-19,43897
2019-08-20,43951
2019-08-21,44529
2019-08-22,44548
2019-08-23,44555
2019-08-24,45446
2019-08-24,45446
2019-08-25,46012
2019-08-25,46012
2019-08-26,46204
2019-08-27,45801
2019-08-27,45801
2019-08-28,45134
2019-08-29,45585
2019-08-30,44090
2019-08-31,43316
2019-09-01,44156
2019-09-02,44075
2019-09-03,44784
2019-09-04,44888
2019-09-05,43797
2019-09-06,42639
2019-09-07,42945
2019-09-08,43086
2019-09-09,44314
2019-09-10,42858
2019-09-11,42624
2019-09-12,43011
2019-09-13,43218
2019-09-14,42752
2019-09-15,42406
2019-09-16,42960
2019-09-17,43397
2019-09-18,43436
2019-09-19,43551
2019-09-20,43318
2019-09-21,42484
2019-09-22,42519
2019-09-23,42074
2019-09-24,42746
2019-09-25,43280
2019-09-26,43442
2019-09-27,43816
2019-09-28,43188
2019-09-29,42448
2019-09-30,43702
2019-10-01,44370
2019-10-02,43657
2019-10-03,43626
2019-10-04,44264
2019-10-05,44618
2019-10-06,44163
2019-10-07,43391
2019-10-08,43026
2019-10-09,42375
2019-10-10,42024
2019-10-11,41900
2019-10-12,42097
2019-10-13,41851
2019-10-14,42170
2019-10-15,41871
2019-10-16,42122
2019-10-17,41931
2019-10-18,41641
2019-10-19,41639
2019-10-20,41707
2019-10-21,41859
2019-10-22,41769
2019-10-23,41336
2019-10-24,41479
2019-10-25,42233
2019-10-26,41864
2019-10-27,42537
2019-10-28,43018
2019-10-29,42754
2019-10-30,42593
2019-10-31,42299
2019-11-01,42091
2019-11-02,41688
2019-11-03,41403
2019-11-04,40919
2019-11-05,41027
2019-11-06,40912
2019-11-07,41490
2019-11-08,42102
2019-11-09,42243
2019-11-10,42684
2019-11-11,43000
2019-11-12,43058
2019-11-13,42739
2019-11-14,42649
2019-11-15,42934
2019-11-16,43175
2019-11-17,42093
2019-11-18,42497
2019-11-19,42601
2019-11-20,42896
2019-11-21,43562
2019-11-22,44319
2019-11-23,43197
2019-11-24,42401
2019-11-25,41348
2019-11-26,41194
2019-11-27,41310
2019-11-28,41375
2019-11-29,41236
2019-11-30,41122
2019-12-01,41302
2019-12-02,41294
2019-12-03,41203
2019-12-04,40992
2019-12-05,40740
2019-12-06,40954
2019-12-07,40832
2019-12-08,40891
2019-12-09,40641
2019-12-10,41191
2019-12-11,40805
2019-12-12,40968
2019-12-13,41281
2019-12-14,41198
2019-12-15,41229
2019-12-16,41629
2019-12-17,40937
2019-12-18,41402
2019-12-19,41500
2019-12-20,41808
2019-12-21,41516
2019-12-22,41122
2019-12-23,41204
2019-12-24,41424
2019-12-25,41169
2019-12-26,41713
2019-12-27,41591
2019-12-28,41471
2019-12-29,41422
2019-12-30,41317
2019-12-31,41631
2020-01-01,41836
2020-01-02,42272
2020-01-03,41615
2020-01-04,41044
2020-01-05,41172
2020-01-06,41250
2020-01-07,41384
2020-01-08,41283
2020-01-09,40904
2020-01-10,40784
2020-01-11,41109
2020-01-12,41249
2020-01-13,41193
2020-01-14,40305
2020-01-15,40582
2020-01-16,40776
2020-01-17,40742
2020-01-18,40642
2020-01-19,40550
2020-01-20,40706
2020-01-21,40464
2020-01-22,40919
2020-01-23,41142
2020-01-24,40833
2020-01-25,40571
2020-01-26,40938
2020-01-27,41238
2020-01-28,41228
2020-01-29,41861
2020-01-30,41911
2020-01-31,41726
2020-02-01,41537
2020-02-02,41530
2020-02-03,41776
2020-02-04,41406
2020-02-05,41458
2020-02-06,41189
2020-02-07,41147
2020-02-08,40686
2020-02-09,40897
2020-02-10,40120
2020-02-11,40878
2020-02-12,41309
2020-02-13,41691
2020-02-14,41178
2020-02-15,39981
2020-02-16,39950
2020-02-17,40623
2020-02-18,40697
2020-02-19,40377
2020-02-20,40142
2020-02-21,39182
2020-02-22,39532
2020-02-23,38763
2020-02-24,39726
2020-02-25,40169
2020-02-26,40305
2020-02-27,39466
2020-02-28,39799
2020-02-29,39467
2020-03-01,39504
2020-03-02,40443
2020-03-03,41561
2020-03-04,42171
2020-03-05,43848
2020-03-06,44984
2020-03-07,44449
2020-03-08,45637
2020-03-09,47316
2020-03-10,47206
2020-03-11,47056
2020-03-12,46998
2020-03-13,46390
2020-03-14,46169
2020-03-15,45857
2020-03-16,46333
2020-03-17,45034
2020-03-18,44366
2020-03-19,43620
2020-03-20,43069
2020-03-21,43366
2020-03-22,43123
2020-03-23,43017
2020-03-24,42711
2020-03-25,43744
2020-03-26,44002
2020-03-27,43734
2020-03-28,43191
2020-03-29,43058
2020-03-30,43204
2020-03-31,43729
2020-04-01,43364
2020-04-02,43590
2020-04-03,43292
2020-04-04,43143
2020-04-05,43125
2020-04-06,43357
2020-04-07,42774
2020-04-08,42862
2020-04-09,42394
2020-04-10,42486
2020-04-11,42713
2020-04-12,42944
2020-04-13,43575
2020-04-14,43459
2020-04-15,43377
2020-04-16,43900
2020-04-17,44248
2020-04-18,44171
2020-04-19,43817
2020-04-20,43260
2020-04-21,42938
2020-04-22,42488
2020-04-23,42783
2020-04-24,42730
2020-04-25,43299
2020-04-26,43846
2020-04-27,43962
2020-04-28,43870
2020-04-29,43348
2020-04-30,43390
2020-05-01,42559
2020-05-02,42470
2020-05-03,42192
2020-05-04,41818
2020-05-05,41832
2020-05-06,41414
2020-05-07,41458
2020-05-08,41754
2020-05-09,41292
2020-05-10,41212
2020-05-11,41221
2020-05-12,40870
2020-05-13,40911
