date_obj,Armadyl%20kiteshield price
2015-09-16,34656
2015-09-17,35668
2015-09-18,35668
2015-09-19,35672
2015-09-20,35672
2015-09-21,35269
2015-09-22,35696
2015-09-23,35934
2015-09-24,35934
2015-09-25,35769
2015-09-27,35162
2015-09-28,34863
2015-09-29,34863
2015-09-30,34518
2015-10-05,33203
2015-10-06,33235
2015-10-07,33235
2015-10-08,33705
2015-10-09,34111
2015-10-10,34111
2015-10-11,33796
2015-10-12,33973
2015-10-13,33973
2015-10-14,34178
2015-10-15,34110
2015-10-16,33723
2015-10-17,33723
2015-10-18,33755
2015-10-19,34023
2015-10-20,34846
2015-10-22,35656
2015-10-23,35285
2015-10-24,35293
2015-10-25,34648
2015-10-26,35078
2015-10-27,35078
2015-10-28,35046
2015-10-29,35393
2015-10-30,35393
2015-10-31,34890
2015-11-01,34890
2015-11-02,34662
2015-11-03,34662
2015-11-04,34536
2015-11-05,34301
2015-11-06,34301
2015-11-07,34560
2015-11-08,34560
2015-11-09,35368
2015-11-10,35368
2015-11-11,35439
2015-11-12,35439
2015-11-13,36244
2015-11-14,36244
2015-11-15,35474
2015-11-16,35837
2015-11-17,35837
2015-11-18,36175
2015-11-19,35704
2015-11-20,34435
2015-11-21,34435
2015-11-22,34731
2015-11-23,34731
2015-11-24,35209
2015-11-25,34925
2015-11-26,34925
2015-11-27,34713
2015-11-28,34669
2015-11-29,34456
2015-11-30,34972
2015-12-01,34972
2015-12-02,34923
2015-12-03,35501
2015-12-04,35501
2015-12-05,35368
2015-12-06,35856
2015-12-07,36192
2015-12-08,36592
2015-12-09,36295
2015-12-10,35334
2015-12-11,34706
2015-12-12,34827
2015-12-13,34925
2015-12-14,34925
2015-12-15,34638
2015-12-16,35122
2015-12-17,35122
2015-12-18,34566
2015-12-19,34347
2015-12-20,34979
2015-12-21,35499
2015-12-22,35720
2015-12-23,36865
2015-12-24,37092
2015-12-25,36830
2015-12-26,36057
2015-12-27,36303
2015-12-28,35766
2015-12-29,35259
2015-12-30,35308
2015-12-31,34608
2016-01-01,34608
2016-01-02,34435
2016-01-03,34560
2016-01-04,33944
2016-01-05,34499
2016-01-06,34106
2016-01-07,34262
2016-01-08,34249
2016-01-09,34736
2016-01-10,34443
2016-01-11,33828
2016-01-12,33611
2016-01-13,33828
2016-01-14,34016
2016-01-15,33929
2016-01-16,35044
2016-01-17,36059
2016-01-18,35745
2016-01-19,35163
2016-01-20,34764
2016-01-21,34555
2016-01-22,34561
2016-01-23,34926
2016-01-24,34961
2016-01-25,34671
2016-01-26,34562
2016-01-27,34025
2016-01-28,34025
2016-01-29,34079
2016-01-30,34079
2016-01-31,34066
2016-02-01,33868
2016-02-02,33374
2016-02-03,33868
2016-02-04,32962
2016-02-05,32962
2016-02-06,33496
2016-02-07,33496
2016-02-08,33377
2016-02-09,32966
2016-02-10,32500
2016-02-11,32500
2016-02-12,32536
2016-02-13,32563
2016-02-14,32563
2016-02-15,33016
2016-02-16,32837
2016-02-17,33376
2016-02-18,33376
2016-02-19,33319
2016-02-20,33185
2016-02-21,33283
2016-02-22,33283
2016-02-23,33554
2016-02-24,33792
2016-02-25,33703
2016-02-26,33703
2016-02-27,33685
2016-02-28,33685
2016-02-29,33423
2016-03-01,33613
2016-03-02,33663
2016-03-03,33222
2016-03-04,32996
2016-03-05,32334
2016-03-06,32138
2016-03-07,32353
2016-03-08,32661
2016-03-09,33281
2016-03-10,33706
2016-03-11,33893
2016-03-12,33747
2016-03-13,33021
2016-03-14,32599
2016-03-15,32236
2016-03-16,32260
2016-03-17,32379
2016-03-18,32812
2016-03-19,32795
2016-03-20,32981
2016-03-21,32937
2016-03-22,32306
2016-03-23,32382
2016-03-24,32280
2016-03-25,32295
2016-03-26,32044
2016-03-27,32057
2016-03-28,31814
2016-03-29,31904
2016-03-30,31904
2016-03-31,32892
2016-04-01,34400
2016-04-02,35498
2016-04-03,36714
2016-04-04,35785
2016-04-05,37089
2016-04-06,38665
2016-04-07,40093
2016-04-08,40211
2016-04-09,39739
2016-04-10,39687
2016-04-11,39687
2016-04-12,39173
2016-04-13,38454
2016-04-14,37868
2016-04-15,37504
2016-04-16,36797
2016-04-17,36986
2016-04-18,37024
2016-04-19,36068
2016-04-20,35882
2016-04-21,35993
2016-04-22,35993
2016-04-23,35573
2016-04-24,35492
2016-04-25,35074
2016-04-26,34869
2016-04-27,34320
2016-04-28,34597
2016-04-29,35098
2016-04-30,34605
2016-05-01,34374
2016-05-02,34656
2016-05-03,33999
2016-05-04,33308
2016-05-05,33107
2016-05-06,33107
2016-05-07,32896
2016-05-08,32890
2016-05-09,32804
2016-05-10,32867
2016-05-11,32377
2016-05-12,32619
2016-05-13,33012
2016-05-14,32839
2016-05-15,33341
2016-05-16,34216
2016-05-17,34522
2016-05-18,34919
2016-05-19,35035
2016-05-22,36918
2016-05-23,36133
2016-05-24,35828
2016-05-25,35635
2016-05-26,35667
2016-05-27,35474
2016-05-28,35474
2016-05-29,34898
2016-05-30,34898
2016-05-31,34660
2016-06-01,33796
2016-06-02,32744
2016-06-03,32893
2016-06-04,32810
2016-06-05,33098
2016-06-06,33217
2016-06-07,33217
2016-06-08,33665
2016-06-09,33860
2016-06-10,33668
2016-06-11,33599
2016-06-12,33911
2016-06-13,32686
2016-06-14,33165
2016-06-15,34244
2016-06-16,35715
2016-06-17,35443
2016-06-18,36021
2016-06-19,36983
2016-06-20,38085
2016-06-21,39161
2016-06-22,39134
2016-06-23,39350
2016-06-24,39376
2016-06-25,38901
2016-06-26,37697
2016-06-27,36670
2016-06-28,35813
2016-06-29,35289
2016-06-30,35650
2016-07-01,35710
2016-07-02,35364
2016-07-03,34937
2016-07-04,34713
2016-07-05,34789
2016-07-06,34789
2016-07-07,34679
2016-07-08,34698
2016-07-09,35040
2016-07-10,34340
2016-07-11,34059
2016-07-12,34071
2016-07-13,33846
2016-07-14,34385
2016-07-15,34717
2016-07-16,34671
2016-07-17,34909
2016-07-18,34914
2016-07-23,34368
2016-07-24,34483
2016-07-25,34617
2016-07-26,34617
2016-07-27,34929
2016-07-28,35680
2016-07-29,35437
2016-07-30,34865
2016-07-31,34865
2016-08-01,35262
2016-08-02,35304
2016-08-03,35227
2016-08-04,35690
2016-08-05,35690
2016-08-06,35698
2016-08-07,35596
2016-08-08,34664
2016-08-09,33599
2016-08-10,33828
2016-08-11,33828
2016-08-12,34325
2016-08-13,34323
2016-08-14,34804
2016-08-15,34750
2016-08-16,34627
2016-08-17,34713
2016-08-18,35053
2016-08-19,34550
2016-08-20,33555
2016-08-21,33382
2016-08-22,34034
2016-08-23,33286
2016-08-24,32704
2016-08-25,33185
2016-08-26,33185
2016-08-28,33496
2016-08-31,33777
2016-09-01,35063
2016-09-02,35063
2016-09-03,35533
2016-09-04,35868
2016-09-05,35776
2016-09-06,36525
2016-09-07,36118
2016-09-08,36118
2016-09-09,36285
2016-09-10,36438
2016-09-11,36438
2016-09-12,36808
2016-09-13,36902
2016-09-14,36902
2016-09-15,37290
2016-09-16,37290
2016-09-17,36138
2016-09-18,35201
2016-09-19,35141
2016-09-20,35141
2016-09-21,35538
2016-09-22,35787
2016-09-23,35933
2016-09-24,35933
2016-09-25,35974
2016-09-26,35974
2016-09-27,36387
2016-09-28,36713
2016-09-29,36713
2016-09-30,36570
2016-10-01,36084
2016-10-02,36084
2016-10-03,35924
2016-10-04,35876
2016-10-05,36263
2016-10-06,36704
2016-10-07,37148
2016-10-08,37375
2016-10-09,37646
2016-10-10,37902
2016-10-11,37933
2016-10-12,38257
2016-10-13,37607
2016-10-14,37002
2016-10-15,36474
2016-10-16,36277
2016-10-17,36446
2016-10-18,36150
2016-10-19,35573
2016-10-20,35667
2016-10-21,36070
2016-10-22,36070
2016-10-23,35665
2016-10-24,35478
2016-10-25,35478
2016-10-26,35663
2016-10-27,35721
2016-10-28,35499
2016-10-29,35623
2016-10-30,35298
2016-10-31,35427
2016-11-01,35427
2016-11-02,34715
2016-11-03,34300
2016-11-04,34374
2016-11-05,34374
2016-11-06,34512
2016-11-07,34810
2016-11-08,35367
2016-11-09,35675
2016-11-10,35885
2016-11-11,35855
2016-11-12,35789
2016-11-13,35645
2016-11-14,36007
2016-11-15,35815
2016-12-07,33487
2016-12-08,33730
2016-12-09,34102
2016-12-10,34195
2016-12-11,34459
2016-12-12,34183
2016-12-13,33631
2016-12-14,33498
2016-12-15,33137
2016-12-16,33048
2016-12-17,33199
2016-12-18,33117
2016-12-19,33196
2016-12-20,33398
2016-12-21,33115
2016-12-22,33317
2016-12-23,33725
2016-12-24,33881
2016-12-25,33771
2016-12-26,34189
2016-12-27,34280
2016-12-28,34501
2016-12-29,34737
2016-12-30,34513
2016-12-31,34708
2017-01-01,34232
2017-01-02,34256
2017-01-03,34466
2017-01-04,34239
2017-01-05,34170
2017-01-06,34104
2017-01-07,34095
2017-01-08,34016
2017-01-09,34042
2017-01-10,34561
2017-01-11,34641
2017-01-12,33937
2017-01-13,34766
2017-01-14,34634
2017-01-15,34480
2017-01-16,34207
2017-01-17,34161
2017-01-18,34189
2017-01-19,33970
2017-01-20,33706
2017-01-21,33961
2017-01-22,33497
2017-01-23,33582
2017-01-27,34132
2017-01-28,34337
2017-01-29,34100
2017-01-30,34313
2017-01-31,34061
2017-02-01,34161
2017-02-02,34495
2017-02-03,34506
2017-02-04,34570
2017-02-05,34346
2017-02-06,34630
2017-02-07,33925
2017-02-08,34237
2017-02-09,34237
2017-02-10,34273
2017-02-11,34056
2017-02-12,34336
2017-02-13,34863
2017-02-14,34970
2017-02-15,34497
2017-02-16,34381
2017-02-18,33878
2017-02-19,34062
2017-02-20,33837
2017-02-21,33521
2017-02-22,33687
2017-02-23,33826
2017-02-24,34039
2017-02-25,33649
2017-02-26,33316
2017-02-27,33844
2017-02-28,34161
2017-03-01,33671
2017-03-02,34066
2017-03-03,34420
2017-03-04,34378
2017-03-05,34110
2017-03-06,34440
2017-03-07,34783
2017-03-08,35531
2017-03-09,35237
2017-03-10,35062
2017-03-11,34966
2017-03-12,34681
2017-03-13,35368
2017-03-14,35555
2017-03-15,35489
2017-03-16,35768
2017-03-17,35760
2017-03-18,35396
2017-03-19,35823
2017-03-20,35203
2017-03-21,34676
2017-03-22,34401
2017-03-23,34435
2017-03-24,34195
2017-03-25,33682
2017-03-26,34265
2017-03-27,34392
2017-03-28,34678
2017-03-29,35097
2017-03-30,34725
2017-03-31,35293
2017-04-01,35233
2017-04-02,35476
2017-04-03,35742
2017-04-04,35136
2017-04-05,35873
2017-04-12,34860
2017-04-13,35398
2017-04-14,35449
2017-04-15,35519
2017-04-16,35018
2017-04-17,34854
2017-04-18,35086
2017-04-19,35440
2017-04-20,35779
2017-04-21,35918
2017-04-22,35706
2017-04-23,35281
2017-04-24,34387
2017-04-25,34192
2017-04-26,34192
2017-04-27,33972
2017-04-28,33047
2017-04-29,33317
2017-04-30,33476
2017-05-01,33866
2017-05-02,34350
2017-05-03,33967
2017-05-04,34099
2017-05-05,34867
2017-05-06,34751
2017-05-07,34557
2017-05-08,34412
2017-05-09,34268
2017-05-10,33593
2017-05-11,33118
2017-05-12,32559
2017-05-13,31959
2017-05-14,32936
2017-05-15,33338
2017-05-16,33590
2017-05-17,33540
2017-05-18,33902
2017-05-19,33271
2017-05-20,33455
2017-05-21,33455
2017-05-22,33824
2017-05-23,34646
2017-05-24,34152
2017-05-25,32980
2017-05-26,32947
2017-05-27,32429
2017-05-28,32097
2017-05-29,32942
2017-05-30,32817
2017-05-31,33102
2017-06-01,33621
2017-06-02,34258
2017-06-03,34359
2017-06-04,34030
2017-06-05,34174
2017-06-06,34916
2017-06-07,35036
2017-06-08,35036
2017-06-09,34918
2017-06-10,34844
2017-06-11,34560
2017-06-12,35102
2017-06-13,35241
2017-06-14,34612
2017-06-15,34931
2017-06-16,34476
2017-06-17,34655
2017-06-18,34277
2017-06-19,34277
2017-06-20,34213
2017-06-21,33433
2017-06-22,33533
2017-06-23,33755
2017-06-24,33918
2017-06-25,33862
2017-06-26,33926
2017-06-27,34732
2017-06-28,34146
2017-06-29,32551
2017-06-30,31837
2017-07-01,32293
2017-07-02,32601
2017-07-03,32488
2017-07-04,31900
2017-07-05,31900
2017-07-06,32169
2017-07-07,32461
2017-07-08,32681
2017-07-09,32306
2017-07-13,32271
2017-07-14,32205
2017-07-15,32205
2017-07-16,32236
2017-07-17,32072
2017-07-18,31648
2017-07-19,32025
2017-07-20,32596
2017-07-21,32685
2017-07-22,32248
2017-07-23,32514
2017-07-24,32269
2017-07-25,32251
2017-07-26,32740
2017-07-27,33436
2017-07-28,33338
2017-07-29,33105
2017-07-30,32887
2017-07-31,32887
2017-08-01,33218
2017-08-02,34061
2017-08-03,34735
2017-08-04,35086
2017-08-05,35539
2017-08-06,34532
2017-08-07,35047
2017-08-08,35089
2017-08-09,34774
2017-08-10,33651
2017-08-11,33663
2017-08-12,33380
2017-08-13,33389
2017-08-14,33686
2017-08-15,33760
2017-08-16,34110
2017-08-17,34024
2017-08-18,34024
2017-08-19,33408
2017-08-20,32791
2017-08-21,32531
2017-08-22,32601
2017-08-23,32745
2017-08-24,33232
2017-08-25,33241
2017-08-26,33092
2017-08-27,33637
2017-08-28,33625
2017-08-29,33820
2017-08-30,33758
2017-08-31,33722
2017-09-01,33724
2017-09-02,34192
2017-09-03,34192
2017-09-04,33825
2017-09-05,33661
2017-09-06,33778
2017-09-07,33693
2017-09-08,33693
2017-09-09,33217
2017-09-10,32842
2017-09-11,32762
2017-09-12,33156
2017-09-13,33266
2017-09-14,32985
2017-09-15,32985
2017-09-16,33248
2017-09-17,33092
2017-09-18,33592
2017-09-19,33592
2017-09-20,33784
2017-09-22,33394
2017-09-23,33394
2017-09-24,33200
2017-09-25,34463
2017-09-26,34193
2017-09-27,34193
2017-09-28,33896
2017-09-29,33736
2017-09-30,33610
2017-10-01,33511
2017-10-02,33799
2017-10-03,33703
2017-10-04,33412
2017-10-05,32851
2017-10-06,32586
2017-10-07,32552
2017-10-08,32545
2017-10-09,32189
2017-10-10,32132
2017-10-11,32279
2017-10-12,32885
2017-10-13,33308
2017-10-14,33056
2017-10-15,33056
2017-10-16,33215
2017-10-17,33215
2017-10-18,33111
2017-10-19,33495
2017-10-20,33508
2017-10-21,33667
2017-10-22,33541
2017-10-23,34009
2017-10-24,33869
2017-10-25,33185
2017-10-26,32027
2017-10-27,32198
2017-10-28,32198
2017-10-29,32488
2017-10-30,32278
2017-10-31,32179
2017-11-01,32098
2017-11-02,32067
2017-11-03,32310
2017-11-04,32066
2017-11-05,31929
2017-11-06,32348
2017-11-07,32348
2017-11-08,32281
2017-11-09,32080
2017-11-10,32015
2017-11-11,32076
2017-11-12,32204
2017-11-13,32137
2017-11-14,32162
2017-11-15,32332
2017-11-16,32352
2017-11-17,32456
2017-11-18,32405
2017-11-19,32473
2017-11-20,32580
2017-11-21,32762
2017-11-22,32443
2017-11-23,32147
2017-11-24,32170
2017-11-25,32294
2017-11-26,32510
2017-11-27,32510
2017-11-28,32522
2017-11-29,32603
2017-11-30,32524
2017-12-01,32702
2017-12-02,32702
2017-12-03,32802
2017-12-04,32802
2017-12-05,33304
2017-12-06,33414
2017-12-07,33457
2017-12-08,33457
2017-12-09,32567
2017-12-10,32966
2017-12-11,33188
2017-12-12,33174
2017-12-13,33532
2017-12-14,33159
2017-12-15,33219
2017-12-16,33366
2017-12-17,33504
2017-12-18,33894
2017-12-19,34053
2017-12-20,33453
2017-12-21,33277
2017-12-22,33501
2017-12-23,33091
2017-12-24,33267
2017-12-25,32985
2017-12-26,32375
2017-12-27,32169
2017-12-28,32340
2017-12-29,32462
2017-12-30,32472
2017-12-31,32953
2018-01-01,33426
2018-01-02,33497
2018-01-03,33256
2018-01-04,32686
2018-01-05,33135
2018-01-06,33097
2018-01-07,32793
2018-01-08,33241
2018-01-09,33398
2018-01-10,33251
2018-01-11,33458
2018-01-12,33482
2018-01-13,33133
2018-01-14,32872
2018-01-15,33050
2018-01-16,33282
2018-01-17,33276
2018-01-18,33262
2018-01-19,33262
2018-01-20,33385
2018-01-21,33089
2018-01-22,33027
2018-01-23,33601
2018-01-24,34099
2018-01-25,34675
2018-01-26,35710
2018-01-27,35232
2018-01-29,34462
2018-01-30,34439
2018-01-31,35226
2018-02-01,34832
2018-02-02,34088
2018-02-03,33585
2018-02-04,32736
2018-02-05,32703
2018-02-06,32505
2018-02-07,32350
2018-02-08,32350
2018-02-09,32609
2018-02-10,32595
2018-02-11,32194
2018-02-12,32030
2018-02-13,33293
2018-02-14,33713
2018-02-15,32772
2018-02-16,32577
2018-02-17,32398
2018-02-18,31983
2018-02-19,32605
2018-02-20,32051
2018-02-21,32056
2018-02-22,32437
2018-02-23,32918
2018-02-24,32918
2018-02-25,32635
2018-02-26,32572
2018-02-27,32750
2018-02-28,33050
2018-03-01,32985
2018-03-02,32319
2018-03-03,32539
2018-03-04,32539
2018-03-05,32825
2018-03-06,33003
2018-03-07,33338
2018-03-08,34078
2018-03-09,34705
2018-03-10,34088
2018-03-11,33276
2018-03-12,32923
2018-03-13,32858
2018-03-14,33071
2018-03-15,33252
2018-03-16,32677
2018-03-17,32714
2018-03-18,32673
2018-03-20,32661
2018-03-22,33108
2018-03-23,32546
2018-03-24,32319
2018-03-25,32157
2018-03-26,32486
2018-03-27,32220
2018-03-28,31971
2018-03-29,32441
2018-03-30,32230
2018-03-31,32475
2018-04-01,32316
2018-04-02,32412
2018-04-03,32131
2018-04-04,32583
2018-04-05,32583
2018-04-06,32556
2018-04-07,32556
2018-04-08,33511
2018-04-09,33507
2018-04-10,34094
2018-04-11,34521
2018-04-12,33909
2018-04-13,33053
2018-04-14,32700
2018-04-15,32441
2018-04-16,32184
2018-04-17,32681
2018-04-18,33258
2018-04-19,33408
2018-04-20,33301
2018-04-21,33181
2018-04-22,33181
2018-04-23,32855
2018-04-24,33253
2018-04-25,33377
2018-04-26,33377
2018-04-27,33013
2018-04-28,32920
2018-04-29,32565
2018-04-30,33235
2018-05-01,33604
2018-05-02,33604
2018-05-03,33794
2018-05-04,34234
2018-05-05,34071
2018-05-06,34071
2018-05-07,34155
2018-05-08,34155
2018-05-09,35217
2018-05-10,36125
2018-05-11,37438
2018-05-12,37287
2018-05-13,37287
2018-05-14,37572
2018-05-15,37572
2018-05-16,37377
2018-05-17,36743
2018-05-18,36770
2018-05-19,36266
2018-05-20,36071
2018-05-21,35189
2018-05-22,35189
2018-05-23,35309
2018-05-24,35640
2018-05-25,35290
2018-05-26,36139
2018-05-27,36139
2018-05-28,35597
2018-05-29,35438
2018-05-30,35406
2018-05-31,35644
2018-06-01,35542
2018-06-02,34982
2018-06-03,35135
2018-06-04,34839
2018-06-05,34651
2018-06-06,34969
2018-06-07,34969
2018-06-08,35050
2018-06-09,35253
2018-06-10,34824
2018-06-11,35022
2018-06-12,35043
2018-06-13,34605
2018-06-14,34739
2018-06-15,34677
2018-06-16,35147
2018-06-17,35120
2018-06-18,34726
2018-06-19,34264
2018-06-20,34264
2018-06-21,34645
2018-06-22,34189
2018-06-23,34189
2018-06-24,33845
2018-06-25,33864
2018-06-26,34002
2018-06-27,34429
2018-06-28,34281
2018-06-29,34469
2018-06-30,34491
2018-07-01,34353
2018-07-02,34353
2018-07-03,33964
2018-07-04,33591
2018-07-05,32774
2018-07-06,32869
2018-07-07,33711
2018-07-08,33547
2018-07-09,33941
2018-07-10,33555
2018-07-11,33407
2018-07-12,33742
2018-07-13,33486
2018-07-14,33311
2018-07-15,32391
2018-07-16,31864
2018-07-17,32213
2018-07-18,32379
2018-07-19,32692
2018-07-20,32751
2018-07-21,33556
2018-07-22,33669
2018-07-23,33695
2018-07-24,33283
2018-07-25,33234
2018-07-26,33866
2018-07-27,33863
2018-07-28,33716
2018-07-29,33087
2018-07-30,32921
2018-07-31,33160
2018-08-01,33160
2018-08-02,33057
2018-08-03,33486
2018-08-04,33898
2018-08-05,34050
2018-08-06,34665
2018-08-07,35423
2018-08-08,36206
2018-08-09,36206
2018-08-10,36704
2018-08-11,36540
2018-08-12,36408
2018-08-14,36838
2018-08-16,37300
2018-08-17,36851
2018-08-18,35733
2018-08-19,34743
2018-08-20,34205
2018-08-21,34260
2018-08-22,33963
2018-08-23,33112
2018-08-24,32710
2018-08-25,33272
2018-08-26,32790
2018-08-27,33349
2018-08-28,33081
2018-08-29,33001
2018-08-30,33139
2018-08-31,33201
2018-09-01,32795
2018-09-02,33462
2018-09-03,33887
2018-09-04,34365
2018-09-05,33704
2018-09-06,33704
2018-09-07,33369
2018-09-08,34022
2018-09-09,34269
2018-09-10,34067
2018-09-11,34067
2018-09-12,34439
2018-09-13,34174
2018-09-14,34507
2018-09-15,34761
2018-09-16,35460
2018-09-17,35884
2018-09-18,36198
2018-09-19,37077
2018-09-20,37088
2018-09-21,37792
2018-09-22,37154
2018-09-23,36529
2018-09-24,36899
2018-09-25,37717
2018-09-26,38483
2018-09-27,37997
2018-09-28,37322
2018-09-29,36441
2018-09-30,36172
2018-10-01,36863
2018-10-02,36411
2018-10-03,36398
2018-10-04,36398
2018-10-05,36517
2018-10-06,36827
2018-10-07,36964
2018-10-08,37047
2018-10-09,37195
2018-10-10,36284
2018-10-11,35564
2018-10-12,35648
2018-10-13,35293
2018-10-14,35206
2018-10-15,35242
2018-10-16,34711
2018-10-17,35110
2018-10-18,36227
2018-10-19,36647
2018-10-20,36494
2018-10-21,36250
2018-10-22,36207
2018-10-23,37115
2018-10-24,37450
2018-10-25,37332
2018-10-26,37511
2018-10-27,37353
2018-10-28,36281
2018-10-29,35658
2018-10-30,35162
2018-10-31,34657
2018-11-01,34812
2018-11-03,34872
2018-11-04,35716
2018-11-05,37035
2018-11-06,36792
2018-11-07,38013
2018-11-08,39198
2018-11-09,40978
2018-11-10,41367
2018-11-11,42572
2018-11-12,44231
2018-11-13,45077
2018-11-14,46157
2018-11-15,47271
2018-11-16,48015
2018-11-17,49073
2018-11-18,48844
2018-11-19,48510
2018-11-20,47408
2018-11-21,47249
2018-11-22,47815
2018-11-23,48437
2018-11-24,48436
2018-11-25,48314
2018-11-26,48346
2018-11-27,48038
2018-11-28,47347
2018-11-29,46961
2018-12-01,47525
2018-12-02,46971
2018-12-03,47457
2018-12-04,46612
2018-12-05,46784
2018-12-07,46985
2018-12-09,46686
2018-12-10,46105
2018-12-11,45782
2018-12-12,45739
2018-12-13,46062
2018-12-14,45582
2018-12-15,44810
2018-12-16,44059
2018-12-17,43329
2018-12-18,43965
2018-12-19,44264
2018-12-20,44685
2018-12-21,44725
2018-12-22,44601
2018-12-23,44285
2018-12-24,44151
2018-12-25,44212
2018-12-26,44181
2018-12-27,43469
2018-12-28,43368
2018-12-29,42276
2018-12-30,41537
2018-12-31,41886
2019-01-01,41736
2019-01-02,41304
2019-01-03,40769
2019-01-04,41574
2019-01-05,41589
2019-01-06,41536
2019-01-08,40570
2019-01-10,41198
2019-01-11,41190
2019-01-12,40759
2019-01-13,39114
2019-01-14,38380
2019-01-15,37552
2019-01-16,36762
2019-01-17,36529
2019-01-18,35876
2019-01-19,35401
2019-01-20,34968
2019-01-21,34350
2019-01-22,34400
2019-01-23,34087
2019-01-24,33940
2019-01-25,33715
2019-01-26,33937
2019-01-27,33827
2019-01-28,33958
2019-01-29,33701
2019-01-30,33520
2019-01-31,34150
2019-02-01,34389
2019-02-02,33782
2019-02-03,33552
2019-02-04,33249
2019-02-05,33181
2019-02-06,33361
2019-02-07,33354
2019-02-08,33507
2019-02-09,33625
2019-02-10,33969
2019-02-11,34182
2019-02-12,34360
2019-02-13,34906
2019-02-14,34852
2019-02-15,34727
2019-02-16,34831
2019-02-17,35398
2019-02-18,35469
2019-02-19,34812
2019-02-20,34915
2019-02-21,35152
2019-02-22,35071
2019-02-23,34690
2019-02-24,34418
2019-02-25,34716
2019-02-26,34850
2019-02-27,35334
2019-02-28,34665
2019-03-01,34994
2019-03-02,35384
2019-03-03,35686
2019-03-04,35539
2019-03-05,35367
2019-03-06,35397
2019-03-07,35578
2019-03-08,35578
2019-03-09,35643
2019-03-10,36238
2019-03-11,36923
2019-03-12,37454
2019-03-13,37281
2019-03-14,37365
2019-03-15,37007
2019-03-16,36589
2019-03-17,36523
2019-03-18,36979
2019-03-19,36935
2019-03-20,36707
2019-03-21,36143
