date_obj,Unstrung%20heavy%20ballista price
2020-04-10,106524
2020-04-11,106524
2020-04-12,106524
2020-04-13,108659
2020-04-14,108659
2020-04-15,108659
2020-04-16,108659
2020-04-17,108659
2020-04-18,108659
2020-04-19,108659
2020-04-20,108659
2020-04-21,108659
2020-04-22,108659
2020-04-23,108659
2020-04-24,108659
2020-04-25,108659
2020-04-26,108659
2020-04-27,108659
2020-04-28,108659
2020-04-29,108659
2020-04-30,108659
2020-05-01,108659
2020-05-02,108659
2020-05-03,108659
2020-05-04,108659
2020-05-05,108659
2020-05-06,108659
2020-05-07,108659
2020-05-08,108659
2020-05-09,108659
2020-05-10,106957
2020-05-11,106957
2020-05-12,106957
2020-05-13,106957
