date_obj,Blue%20d'hide%20body price
2019-03-26,5173
2019-03-27,5156
2019-03-28,5233
2019-03-29,5192
2019-03-30,5093
2019-03-31,5068
2019-04-01,5136
2019-04-02,5176
2019-04-03,5194
2019-04-04,5199
2019-04-05,5152
2019-04-06,5100
2019-04-07,5155
2019-04-08,5199
2019-04-09,5207
2019-04-10,5182
2019-04-11,5198
2019-04-12,5189
2019-04-13,5189
2019-04-14,5146
2019-04-15,5135
2019-04-16,5152
2019-04-17,5196
2019-04-18,5172
2019-04-19,5155
2019-04-20,5172
2019-04-21,5208
2019-04-22,5135
2019-04-23,5147
2019-04-24,5167
2019-04-25,5187
2019-04-26,5196
2019-04-27,5198
2019-04-28,5198
2019-04-29,5196
2019-04-30,5175
2019-05-01,5169
2019-05-02,5159
2019-05-03,5164
2019-05-04,5099
2019-05-05,5090
2019-05-06,5125
2019-05-07,5168
2019-05-08,5183
2019-05-09,5182
2019-05-10,5180
2019-05-11,5127
2019-05-12,5183
2019-05-13,5184
2019-05-14,5209
2019-05-15,5197
2019-05-16,5195
2019-05-17,5211
2019-05-18,5122
2019-05-19,5135
2019-05-20,5130
2019-05-21,5152
2019-05-22,5105
2019-05-23,5133
2019-05-24,5107
2019-05-25,5137
2019-05-26,5077
2019-05-27,5143
2019-05-28,5156
2019-05-29,5167
2019-05-30,5170
2019-05-31,5172
2019-06-01,5182
2019-06-02,5166
2019-06-03,5141
2019-06-04,5118
2019-06-05,5101
2019-06-06,5151
2019-06-07,5161
2019-06-08,5184
2019-06-09,5187
2019-06-10,5186
2019-06-11,5177
2019-06-12,5183
2019-06-13,5171
2019-06-14,5138
2019-06-15,5176
2019-06-16,5189
2019-06-17,5186
2019-06-18,5191
2019-06-19,5198
2019-06-20,5201
2019-06-21,5099
2019-06-22,5131
2019-06-23,5146
2019-06-24,5142
2019-06-25,5191
2019-06-26,5166
2019-06-27,5160
2019-06-28,5189
2019-06-29,5157
2019-06-30,5080
2019-07-01,5083
2019-07-02,5129
2019-07-03,5113
2019-07-04,5120
2019-07-05,5142
2019-07-06,5104
2019-07-07,5078
2019-07-08,5129
2019-07-09,5156
2019-07-10,5178
2019-07-11,5148
2019-07-12,5171
2019-07-13,5171
2019-07-14,5167
2019-07-15,5200
2019-07-16,5181
2019-07-17,5160
2019-07-18,5117
2019-07-19,5124
2019-07-20,5143
2019-07-21,5093
2019-07-22,5125
2019-07-23,5108
2019-07-24,5078
2019-07-25,5104
2019-07-26,5083
2019-07-27,5076
2019-07-28,5071
2019-07-29,5097
2019-07-30,5108
2019-07-31,5105
2019-08-01,5067
2019-08-02,5055
2019-08-03,5080
2019-08-04,5113
2019-08-05,5084
2019-08-06,5099
2019-08-07,5092
2019-08-08,5082
2019-08-09,5090
2019-08-10,5100
2019-08-11,5086
2019-08-12,5092
2019-08-13,5083
2019-08-14,5048
2019-08-15,5070
2019-08-16,5054
2019-08-17,5040
2019-08-18,5071
2019-08-19,5099
2019-08-20,5116
2019-08-21,5122
2019-08-22,5135
2019-08-23,5141
2019-08-24,5106
2019-08-24,5106
2019-08-25,5074
2019-08-25,5074
2019-08-26,5107
2019-08-27,5110
2019-08-27,5110
2019-08-28,5145
2019-08-29,5141
2019-08-30,5118
2019-08-31,5145
2019-09-01,5149
2019-09-02,5123
2019-09-03,5144
2019-09-04,5145
2019-09-05,5133
2019-09-06,5104
2019-09-07,5059
2019-09-08,5039
2019-09-09,5052
2019-09-10,5059
2019-09-11,5083
2019-09-12,5125
2019-09-13,5150
2019-09-14,5102
2019-09-15,5079
2019-09-16,5109
2019-09-17,5150
2019-09-18,5153
2019-09-19,5135
2019-09-20,5110
2019-09-21,5088
2019-09-22,5099
2019-09-23,5064
2019-09-24,5121
2019-09-25,5108
2019-09-26,5088
2019-09-27,5041
2019-09-28,5031
2019-09-29,5010
2019-09-30,5016
2019-10-01,5006
2019-10-02,5056
2019-10-03,5045
2019-10-04,5076
2019-10-05,5061
2019-10-06,5054
2019-10-07,5071
2019-10-08,5062
2019-10-09,5060
2019-10-10,5043
2019-10-11,4901
2019-10-12,4998
2019-10-13,5014
2019-10-14,5047
2019-10-15,5059
2019-10-16,5061
2019-10-17,5058
2019-10-18,5062
2019-10-19,5017
2019-10-20,4933
2019-10-21,5001
2019-10-22,5004
2019-10-23,5035
2019-10-24,5054
2019-10-25,5073
2019-10-26,5063
2019-10-27,5020
2019-10-28,5060
2019-10-29,5073
2019-10-30,5067
2019-10-31,5097
2019-11-01,5061
2019-11-02,5015
2019-11-03,4992
2019-11-04,5046
2019-11-05,5052
2019-11-06,5029
2019-11-07,5032
2019-11-08,5023
2019-11-09,4995
2019-11-10,4965
2019-11-11,4924
2019-11-12,5005
2019-11-13,5030
2019-11-14,5008
2019-11-15,4980
2019-11-16,5028
2019-11-17,4947
2019-11-18,4987
2019-11-19,5017
2019-11-20,5042
2019-11-21,5015
2019-11-22,5004
2019-11-23,4995
2019-11-24,4949
2019-11-25,5008
2019-11-26,5029
2019-11-27,5017
2019-11-28,5001
2019-11-29,4998
2019-11-30,5019
2019-12-01,5000
2019-12-02,4935
2019-12-03,4973
2019-12-04,4922
2019-12-05,4941
2019-12-06,4965
2019-12-07,4990
2019-12-08,4955
2019-12-09,4956
2019-12-10,4902
2019-12-11,4987
2019-12-12,4985
2019-12-13,4986
2019-12-14,4963
2019-12-15,4913
2019-12-16,4975
2019-12-17,5021
2019-12-18,5026
2019-12-19,5036
2019-12-20,5019
2019-12-21,5023
2019-12-22,4956
2019-12-23,4989
2019-12-24,4971
2019-12-25,4977
2019-12-26,5008
2019-12-27,5040
2019-12-28,5048
2019-12-29,4955
2019-12-30,4897
2019-12-31,4951
2020-01-01,4952
2020-01-02,4977
2020-01-03,4991
2020-01-04,4961
2020-01-05,4949
2020-01-06,4929
2020-01-07,5007
2020-01-08,4994
2020-01-09,5005
2020-01-10,5016
2020-01-11,4989
2020-01-12,4998
2020-01-13,4998
2020-01-14,4995
2020-01-15,5010
2020-01-16,5015
2020-01-17,5029
2020-01-18,5006
2020-01-19,5012
2020-01-20,5006
2020-01-21,5023
2020-01-22,5039
2020-01-23,5033
2020-01-24,5050
2020-01-25,5017
2020-01-26,4947
2020-01-27,4990
2020-01-28,4988
2020-01-29,5001
2020-01-30,4945
2020-01-31,4961
2020-02-01,4959
2020-02-02,5012
2020-02-03,4960
2020-02-04,5014
2020-02-05,5018
2020-02-06,5037
2020-02-07,4997
2020-02-08,4926
2020-02-09,4853
2020-02-10,4948
2020-02-11,4966
2020-02-12,4973
2020-02-13,4984
2020-02-14,4997
2020-02-15,4961
2020-02-16,4905
2020-02-17,4964
2020-02-18,4948
2020-02-19,4965
2020-02-20,4969
2020-02-21,4949
2020-02-22,4960
2020-02-23,4997
2020-02-24,5005
2020-02-25,5000
2020-02-26,4981
2020-02-27,4981
2020-02-28,4996
2020-02-29,4983
2020-03-01,4959
2020-03-02,4998
2020-03-03,5009
2020-03-04,5016
2020-03-05,5016
2020-03-06,4962
2020-03-07,4930
2020-03-08,4878
2020-03-09,4937
2020-03-10,4992
2020-03-11,4997
2020-03-12,5010
2020-03-13,4992
2020-03-14,4987
2020-03-15,5014
2020-03-16,5036
2020-03-17,5047
2020-03-18,5031
2020-03-19,4997
2020-03-20,5006
2020-03-21,4964
2020-03-22,4991
2020-03-23,4978
2020-03-24,5012
2020-03-25,5007
2020-03-26,5003
2020-03-27,4976
2020-03-28,4974
2020-03-29,4982
2020-03-30,5017
2020-03-31,5054
2020-04-01,5055
2020-04-02,5074
2020-04-03,5075
2020-04-04,5076
2020-04-05,5068
2020-04-06,5095
2020-04-07,5100
2020-04-08,5035
2020-04-09,4963
2020-04-10,4939
2020-04-11,5018
2020-04-12,5050
2020-04-13,5040
2020-04-14,5057
2020-04-15,5058
2020-04-16,4999
2020-04-17,5038
2020-04-18,5029
2020-04-19,5072
2020-04-20,5088
2020-04-21,5070
2020-04-22,5085
2020-04-23,5003
2020-04-24,5011
2020-04-25,5040
2020-04-26,5068
2020-04-27,5089
2020-04-28,5090
2020-04-29,5090
2020-04-30,5055
2020-05-01,5043
2020-05-02,5058
2020-05-03,5076
2020-05-04,5075
2020-05-05,5109
2020-05-06,5103
2020-05-07,5094
2020-05-08,5030
2020-05-09,5077
2020-05-10,5099
2020-05-11,5091
2020-05-12,5042
2020-05-13,5092
