date_obj,Mystic%20boots price
2016-03-07,7105
2016-03-08,7308
2016-03-09,7197
2016-03-10,7378
2016-03-11,7487
2016-03-12,7712
2016-03-13,8022
2016-03-14,8241
2016-03-15,8597
2016-03-16,8813
2016-03-17,8890
2016-03-18,8734
2016-03-19,8633
2016-03-20,8299
2016-03-21,7921
2016-03-22,7646
2016-03-23,7480
2016-03-24,7606
2016-03-25,7858
2016-03-26,8251
2016-03-27,8411
2016-03-28,8432
2016-03-29,8689
2016-03-30,8689
2016-03-31,9022
2016-04-01,9067
2016-04-02,9116
2016-04-03,9216
2016-04-04,9340
2016-04-05,9707
2016-04-06,9448
2016-04-07,9100
2016-04-08,9284
2016-04-09,9419
2016-04-10,9519
2016-04-11,9519
2016-04-12,9795
2016-04-13,10157
2016-04-14,9922
2016-04-15,9754
2016-04-16,9504
2016-04-17,9382
2016-04-18,9016
2016-04-19,8670
2016-04-20,8506
2016-04-21,8619
2016-04-22,8962
2016-04-23,8989
2016-04-24,8966
2016-04-25,8714
2016-04-26,8569
2016-04-27,8306
2016-04-28,8184
2016-04-29,7975
2016-04-30,7987
2016-05-01,8216
2016-05-02,8352
2016-05-03,8242
2016-05-04,7886
2016-05-05,7615
2016-05-06,7377
2016-05-07,7190
2016-05-08,6879
2016-05-09,6606
2016-05-10,6510
2016-05-11,6506
2016-05-12,6354
2016-05-13,6434
2016-05-14,6439
2016-05-15,6286
2016-05-16,6304
2016-05-17,6289
2016-05-18,6151
2016-05-19,6181
2016-05-22,6408
2016-05-23,6715
2016-05-24,6968
2016-05-25,7156
2016-05-26,7430
2016-05-27,7767
2016-05-28,8149
2016-05-29,8454
2016-05-30,8413
2016-05-31,8245
2016-06-01,8015
2016-06-02,7854
2016-06-03,7884
2016-06-04,7746
2016-06-05,7702
2016-06-06,7906
2016-06-07,7934
2016-06-08,7800
2016-06-09,7815
2016-06-10,7889
2016-06-11,8092
2016-06-12,8298
2016-06-13,8460
2016-06-14,8190
2016-06-15,7794
2016-06-16,7579
2016-06-17,7534
2016-06-18,7189
2016-06-19,7306
2016-06-20,7604
2016-06-21,7930
2016-06-22,8036
2016-06-23,8214
2016-06-24,8216
2016-06-25,8113
2016-06-26,7937
2016-06-27,7860
2016-06-28,7954
2016-06-29,8114
2016-06-30,8024
2016-07-01,8333
2016-07-02,8344
2016-07-03,8376
2016-07-04,8511
2016-07-05,8631
2016-07-06,8643
2016-07-07,8411
2016-07-08,8457
2016-07-09,8458
2016-07-10,8391
2016-07-11,8356
2016-07-12,8366
2016-07-13,8416
2016-07-14,8301
2016-07-15,8275
2016-07-16,8221
2016-07-17,8085
2016-07-18,7991
2016-07-23,8162
2016-07-24,8261
2016-07-25,8160
2016-07-26,8180
2016-07-27,8022
2016-07-28,8107
2016-07-29,8287
2016-07-30,8354
2016-07-31,8178
2016-08-01,8166
2016-08-02,8105
2016-08-03,8005
2016-08-04,8126
2016-08-05,8212
2016-08-06,8158
2016-08-07,8168
2016-08-08,8177
2016-08-09,8178
2016-08-10,8213
2016-08-11,8307
2016-08-12,8252
2016-08-13,8145
2016-08-14,8012
2016-08-15,7817
2016-08-16,7870
2016-08-17,7806
2016-08-18,7877
2016-08-19,7710
2016-08-20,7619
2016-08-21,7487
2016-08-22,7449
2016-08-23,7269
2016-08-24,7103
2016-08-25,6928
2016-08-26,6928
2016-08-28,6897
2016-08-31,6598
2016-09-01,6521
2016-09-02,6521
2016-09-03,6585
2016-09-04,6814
2016-09-05,6763
2016-09-06,6739
2016-09-07,6928
2016-09-08,7239
2016-09-09,7282
2016-09-10,7130
2016-09-11,7219
2016-09-12,7156
2016-09-13,7406
2016-09-14,7248
2016-09-15,7369
2016-09-16,7585
2016-09-17,7274
2016-09-18,7364
2016-09-19,7535
2016-09-20,7907
2016-09-21,7983
2016-09-22,7685
2016-09-23,7587
2016-09-24,7587
2016-09-25,7264
2016-09-26,6900
2016-09-27,6726
2016-09-28,6572
2016-09-29,6466
2016-09-30,6337
2016-10-01,6160
2016-10-02,5942
2016-10-03,6184
2016-10-04,6306
2016-10-05,6396
2016-10-06,6336
2016-10-07,6213
2016-10-08,6215
2016-10-09,6293
2016-10-10,6278
2016-10-11,6248
2016-10-12,6045
2016-10-13,6007
2016-10-14,6001
2016-10-15,6275
2016-10-16,6506
2016-10-17,6803
2016-10-18,7106
2016-10-19,7321
2016-10-20,7506
2016-10-21,7752
2016-10-22,7940
2016-10-23,7925
2016-10-24,7917
2016-10-25,7881
2016-10-26,8010
2016-10-27,8056
2016-10-28,8008
2016-10-29,7822
2016-10-30,7554
2016-10-31,7309
2016-11-01,7506
2016-11-02,7618
2016-11-03,7688
2016-11-04,7738
2016-11-05,7822
2016-11-06,7781
2016-11-07,7808
2016-11-08,7841
2016-11-09,7845
2016-11-10,7868
2016-11-11,7847
2016-11-12,7973
2016-11-13,8016
2016-11-14,8172
2016-12-07,6985
2016-12-08,6808
2016-12-09,6650
2016-12-10,6494
2016-12-11,6493
2016-12-12,6233
2016-12-13,6171
2016-12-14,6333
2016-12-15,6460
2016-12-16,6462
2016-12-17,6663
2016-12-18,6762
2016-12-19,7095
2016-12-20,7291
2016-12-21,7594
2016-12-22,7890
2016-12-23,8063
2016-12-24,8245
2016-12-25,8270
2016-12-26,8358
2016-12-27,8673
2016-12-28,8923
2016-12-29,9049
2016-12-30,9104
2016-12-31,9084
2017-01-01,9229
2017-01-02,9043
2017-01-03,8940
2017-01-04,8801
2017-01-05,8657
2017-01-06,8391
2017-01-07,8158
2017-01-08,7808
2017-01-09,7578
2017-01-10,7534
2017-01-11,7517
2017-01-12,7546
2017-01-13,7330
2017-01-14,7255
2017-01-15,7237
2017-01-16,7494
2017-01-17,7431
2017-01-18,7525
2017-01-19,7810
2017-01-20,7781
2017-01-21,7948
2017-01-22,7849
2017-01-27,7006
2017-01-28,7023
2017-01-29,7014
2017-01-30,7214
2017-01-31,7436
2017-02-01,7593
2017-02-02,7406
2017-02-03,7051
2017-02-04,6875
2017-02-05,6804
2017-02-06,6829
2017-02-07,6758
2017-02-08,6470
2017-02-09,6174
2017-02-10,6073
2017-02-11,6128
2017-02-12,6192
2017-02-13,6310
2017-02-14,6503
2017-02-15,6472
2017-02-16,6533
2017-02-18,6269
2017-02-19,6257
2017-02-20,6484
2017-02-21,6453
2017-02-22,6654
2017-02-23,6727
2017-02-24,6722
2017-02-25,6663
2017-02-26,6671
2017-02-27,6678
2017-02-28,6635
2017-03-01,6606
2017-03-02,6590
2017-03-03,6630
2017-03-04,6581
2017-03-05,6409
2017-03-06,6364
2017-03-07,6530
2017-03-08,6607
2017-03-09,6725
2017-03-10,6647
2017-03-11,6873
2017-03-12,7177
2017-03-13,6905
2017-03-14,6602
2017-03-15,6456
2017-03-16,6524
2017-03-17,6392
2017-03-18,6150
2017-03-19,6127
2017-03-20,5936
2017-03-21,5937
2017-03-22,5992
2017-03-23,6115
2017-03-24,6228
2017-03-25,6039
2017-03-26,5906
2017-03-27,5976
2017-03-28,5937
2017-03-29,5877
2017-03-30,5940
2017-03-31,6181
2017-04-01,6300
2017-04-02,6336
2017-04-03,6348
2017-04-04,6115
2017-04-12,6231
2017-04-13,6270
2017-04-14,6176
2017-04-15,6155
2017-04-16,6142
2017-04-17,6098
2017-04-18,6099
2017-04-19,6150
2017-04-20,6354
2017-04-21,6412
2017-04-22,6516
2017-04-23,6532
2017-04-24,6740
2017-04-25,6784
2017-04-26,6612
2017-04-27,6738
2017-04-28,6790
2017-04-29,6763
2017-04-30,6760
2017-05-01,6954
2017-05-02,6999
2017-05-03,6914
2017-05-04,6815
2017-05-05,6738
2017-05-06,6705
2017-05-07,6542
2017-05-08,6357
2017-05-09,6308
2017-05-10,6290
2017-05-11,6044
2017-05-12,6026
2017-05-13,6166
2017-05-14,6249
2017-05-15,6113
2017-05-16,6152
2017-05-17,6089
2017-05-18,6068
2017-05-19,6026
2017-05-20,6055
2017-05-21,6020
2017-05-22,6004
2017-05-23,6052
2017-05-24,6041
2017-05-25,6034
2017-05-26,6036
2017-05-27,5996
2017-05-28,5936
2017-05-29,5978
2017-05-30,5898
2017-05-31,5883
2017-06-01,5838
2017-06-02,5812
2017-06-03,5822
2017-06-06,5834
2017-06-07,5921
2017-06-08,5991
2017-06-09,5938
2017-06-10,5945
2017-06-11,5918
2017-06-12,5878
2017-06-13,5883
2017-06-14,5907
2017-06-15,5988
2017-06-16,5887
2017-06-17,5961
2017-06-18,6024
2017-06-19,6024
2017-06-20,6002
2017-06-21,5852
2017-06-22,5894
2017-06-23,5904
2017-06-24,5922
2017-06-25,5967
2017-06-26,5998
2017-06-27,5903
2017-06-28,5917
2017-06-29,5841
2017-06-30,5801
2017-07-01,5867
2017-07-02,5911
2017-07-03,5766
2017-07-04,5690
2017-07-05,5506
2017-07-06,5544
2017-07-07,5727
2017-07-08,5797
2017-07-13,5848
2017-07-14,5890
2017-07-15,5892
2017-07-16,5861
2017-07-17,6078
2017-07-18,6117
2017-07-19,6178
2017-07-20,6208
2017-07-21,6165
2017-07-22,6105
2017-07-23,5930
2017-07-24,5787
2017-07-25,5904
2017-07-26,5814
2017-07-27,5818
2017-07-28,5880
2017-07-29,5894
2017-07-30,5906
2017-07-31,5865
2017-08-01,5951
2017-08-02,5926
2017-08-03,5930
2017-08-04,5847
2017-08-05,5824
2017-08-06,5865
2017-08-09,5878
2017-08-10,6009
2017-08-11,5997
2017-08-12,6009
2017-08-13,5941
2017-08-14,5937
2017-08-15,5905
2017-08-16,5900
2017-08-17,5883
2017-08-18,5741
2017-08-19,5768
2017-08-20,5967
2017-08-22,5930
2017-08-23,5945
2017-08-24,5940
2017-08-25,5931
2017-08-26,5915
2017-08-27,6097
2017-08-28,6036
2017-08-29,5916
2017-08-30,6061
2017-08-31,6102
2017-09-01,6250
2017-09-02,6436
2017-09-03,6458
2017-09-04,6357
2017-09-05,6286
2017-09-06,6156
2017-09-07,6134
2017-09-08,6151
2017-09-09,6020
2017-09-10,5987
2017-09-11,5904
2017-09-12,5898
2017-09-13,5904
2017-09-14,5902
2017-09-15,6029
2017-09-16,5985
2017-09-17,6052
2017-09-19,6094
2017-09-20,5995
2017-09-21,5907
2017-09-22,5987
2017-09-23,6026
2017-09-24,6061
2017-09-25,6082
2017-09-26,6100
2017-09-27,6203
2017-09-28,6169
2017-09-29,6034
2017-09-30,5870
2017-10-01,5979
2017-10-02,6043
2017-10-03,6127
2017-10-04,6150
2017-10-05,6206
2017-10-06,6254
2017-10-07,6320
2017-10-08,6323
2017-10-09,6286
2017-10-10,6177
2017-10-11,6106
2017-10-12,6105
2017-10-13,6119
2017-10-14,6103
2017-10-15,6139
2017-10-16,6111
2017-10-17,6160
2017-10-18,6163
2017-10-19,6141
2017-10-20,6051
2017-10-21,6069
2017-10-22,6130
2017-10-23,6115
2017-10-24,6075
2017-10-25,6107
2017-10-26,6077
2017-10-27,6090
2017-10-28,6090
2017-10-29,6101
2017-10-30,5920
2017-10-31,6103
2017-11-01,6147
2017-11-02,6211
2017-11-03,6149
2017-11-04,6080
2017-11-05,6077
2017-11-06,6041
2017-11-07,6088
2017-11-08,6038
2017-11-09,6058
2017-11-10,6164
2017-11-11,6230
2017-11-12,6121
2017-11-13,6117
2017-11-14,6037
2017-11-15,6007
2017-11-16,5945
2017-11-17,5891
2017-11-18,5900
2017-11-19,6063
2017-11-20,6102
2017-11-21,6228
2017-11-22,6136
2017-11-23,6228
2017-11-24,6318
2017-11-25,6382
2017-11-26,6676
2017-11-27,6940
2017-11-28,7274
2017-11-29,7638
2017-11-30,7953
2017-12-01,8072
2017-12-02,8113
2017-12-03,8077
2017-12-04,7807
2017-12-05,7631
2017-12-06,7797
2017-12-07,7889
2017-12-08,7820
2017-12-09,7548
2017-12-10,7255
2017-12-11,6996
2017-12-12,6919
2017-12-14,6864
2017-12-15,6917
2017-12-17,6817
2017-12-18,6735
2017-12-19,6478
2017-12-20,6431
2017-12-21,6373
2017-12-22,6302
2017-12-23,6234
2017-12-24,6067
2017-12-25,6080
2017-12-26,6130
2017-12-27,6070
2017-12-28,6137
2017-12-29,6044
2017-12-30,6047
2017-12-31,5890
2018-01-01,5931
2018-01-02,5960
2018-01-03,5905
2018-01-04,5912
2018-01-05,5927
2018-01-06,5977
2018-01-07,6016
2018-01-08,6049
2018-01-09,6040
2018-01-10,6116
2018-01-11,5947
2018-01-12,5996
2018-01-13,5963
2018-01-14,5987
2018-01-15,6006
2018-01-16,5911
2018-01-17,5897
2018-01-18,5811
2018-01-19,5856
2018-01-20,5801
2018-01-21,5806
2018-01-22,5803
2018-01-23,5778
2018-01-25,5752
2018-01-26,5814
2018-01-27,6065
2018-01-28,6054
2018-01-29,6224
2018-01-31,6517
2018-02-01,6797
2018-02-02,6948
2018-02-03,7042
2018-02-04,6988
2018-02-05,6883
2018-02-06,6613
2018-02-07,6475
2018-02-08,6504
2018-02-09,6546
2018-02-10,6498
2018-02-11,6424
2018-02-12,6449
2018-02-13,6552
2018-02-14,6797
2018-02-15,6716
2018-02-16,6881
2018-02-17,7134
2018-02-18,7031
2018-02-19,6946
2018-02-20,6844
2018-02-21,6790
2018-02-22,6637
2018-02-23,6557
2018-02-24,6389
2018-02-25,6283
2018-02-26,6294
2018-02-27,6250
2018-03-01,6096
2018-03-02,6036
2018-03-03,6000
2018-03-04,6027
2018-03-05,5969
2018-03-06,6008
2018-03-07,6141
2018-03-08,6058
2018-03-09,6029
2018-03-10,6208
2018-03-11,6445
2018-03-12,6497
2018-03-13,6393
2018-03-14,6246
2018-03-15,6262
2018-03-16,6322
2018-03-17,6339
2018-03-18,6542
2018-03-19,6526
2018-03-20,6345
2018-03-21,6490
2018-03-23,6371
2018-03-24,6502
2018-03-26,6554
2018-03-27,6646
2018-03-28,6786
2018-03-29,6714
2018-03-30,6849
2018-03-31,6837
2018-04-01,6638
2018-04-02,6608
2018-04-03,6700
2018-04-04,6525
2018-04-05,6597
2018-04-06,6572
2018-04-07,6696
2018-04-08,6679
2018-04-09,6564
2018-04-10,6584
2018-04-11,6435
2018-04-12,6322
2018-04-13,6175
2018-04-14,6273
2018-04-15,6290
2018-04-16,6360
2018-04-17,6340
2018-04-18,6401
2018-04-19,6335
2018-04-20,6366
2018-04-21,6317
2018-04-22,6388
2018-04-23,6375
2018-04-24,6365
2018-04-25,6474
2018-04-26,6529
2018-04-27,6556
2018-04-28,6511
2018-04-29,6592
2018-04-30,6546
2018-05-01,6488
2018-05-04,6319
2018-05-05,6374
2018-05-06,6431
2018-05-07,6484
2018-05-08,6508
2018-05-09,6478
2018-05-10,6437
2018-05-11,6403
2018-05-12,6343
2018-05-13,6283
2018-05-14,6236
2018-05-15,6137
2018-05-16,6222
2018-05-17,6302
2018-05-18,6417
2018-05-19,6485
2018-05-20,6457
2018-05-21,6369
2018-05-22,6269
2018-05-23,6207
2018-05-24,6157
2018-05-25,6178
2018-05-26,6149
2018-05-27,6112
2018-05-28,6117
2018-05-29,6048
2018-05-30,6098
2018-05-31,6018
2018-06-01,5927
2018-06-02,5880
2018-06-03,5938
2018-06-04,5996
2018-06-05,5939
2018-06-06,5864
2018-06-07,5861
2018-06-08,5724
2018-06-09,5705
2018-06-10,5774
2018-06-11,5809
2018-06-12,5847
2018-06-13,5831
2018-06-14,5763
2018-06-15,5820
2018-06-16,5936
2018-06-17,5926
2018-06-18,5924
2018-06-19,6015
2018-06-20,6004
2018-06-21,6054
2018-06-22,5978
2018-06-23,6006
2018-06-24,5975
2018-06-25,5986
2018-06-26,5996
2018-06-27,5860
2018-06-28,5913
2018-06-29,6055
2018-06-30,6244
2018-07-01,6316
2018-07-02,6343
2018-07-03,6335
2018-07-04,6394
2018-07-05,6425
2018-07-06,6683
2018-07-07,6550
2018-07-08,6518
2018-07-09,6752
2018-07-10,6986
2018-07-11,7009
2018-07-12,6949
2018-07-13,6901
2018-07-14,6782
2018-07-15,6725
2018-07-16,6840
2018-07-17,6839
2018-07-18,6822
2018-07-19,6934
2018-07-20,6855
2018-07-21,6880
2018-07-22,6758
2018-07-23,6714
2018-07-24,6740
2018-07-25,6728
2018-07-26,6703
2018-07-27,6711
2018-07-28,6848
2018-07-29,7039
2018-07-30,7187
2018-07-31,7378
2018-08-01,7562
2018-08-02,7735
2018-08-03,7653
2018-08-04,7857
2018-08-05,8105
2018-08-06,8270
2018-08-07,8422
2018-08-08,8357
2018-08-09,8387
2018-08-10,8462
2018-08-11,8632
2018-08-12,8821
2018-08-14,9174
2018-08-16,9828
2018-08-17,10309
2018-08-18,10823
2018-08-19,10997
2018-08-20,10545
2018-08-21,10064
2018-08-22,9782
2018-08-23,9324
2018-08-24,8920
2018-08-25,8519
2018-08-26,8271
2018-08-27,7914
2018-08-28,7621
2018-08-29,7330
2018-08-30,7114
2018-08-31,7169
2018-09-01,7082
2018-09-02,7318
2018-09-03,7640
2018-09-04,7952
2018-09-05,8267
2018-09-06,8558
2018-09-07,8945
2018-09-08,9299
2018-09-09,9647
2018-09-10,9390
2018-09-11,9036
2018-09-12,8705
2018-09-13,8589
2018-09-14,8583
2018-09-15,8373
2018-09-16,8277
2018-09-17,8270
2018-09-18,8368
2018-09-19,8299
2018-09-20,8166
2018-09-21,8064
2018-09-22,8231
2018-09-23,8358
2018-09-24,8579
2018-09-25,8582
2018-09-26,8457
2018-09-27,8548
2018-09-28,8370
2018-09-29,8190
2018-09-30,8085
2018-10-02,8073
2018-10-03,8183
2018-10-04,8320
2018-10-05,8385
2018-10-06,8714
2018-10-07,9027
2018-10-08,8910
2018-10-09,8674
2018-10-10,8883
2018-10-11,9032
2018-10-12,9336
2018-10-13,9723
2018-10-14,9871
2018-10-15,9797
2018-10-16,9723
2018-10-17,9902
2018-10-18,10039
2018-10-19,9997
2018-10-20,9919
2018-10-21,9994
2018-10-22,10037
2018-10-23,9841
2018-10-24,9706
2018-10-25,9705
2018-10-26,9875
2018-10-27,9688
2018-10-28,9709
2018-10-29,9825
2018-10-30,9842
2018-10-31,9922
2018-11-01,9979
2018-11-03,9731
2018-11-04,9912
2018-11-05,9950
2018-11-06,9962
2018-11-07,9813
2018-11-08,9477
2018-11-09,9107
2018-11-10,8832
2018-11-11,9002
2018-11-12,9248
2018-11-13,9330
2018-11-15,9287
2018-11-16,9295
2018-11-17,9236
2018-11-18,9139
2018-11-19,9233
2018-11-20,9046
2018-11-21,8642
2018-11-22,8253
2018-11-23,8033
2018-11-24,7792
2018-11-25,7702
2018-11-26,7790
2018-11-27,7952
2018-11-28,8133
2018-11-29,7999
2018-12-01,7715
2018-12-02,7388
2018-12-03,7355
2018-12-04,7216
2018-12-05,7161
2018-12-07,6598
2018-12-09,6446
2018-12-10,6490
2018-12-11,6416
2018-12-12,6424
2018-12-13,6449
2018-12-14,6519
2018-12-15,6571
2018-12-16,6614
2018-12-17,6648
2018-12-18,6549
2018-12-19,6506
2018-12-20,6518
2018-12-21,6470
2018-12-22,6510
2018-12-23,6483
2018-12-24,6410
2018-12-25,6436
2018-12-26,6515
2018-12-27,6723
2018-12-28,6821
2018-12-29,6864
2018-12-30,6826
2018-12-31,6653
2019-01-01,6482
2019-01-02,6436
2019-01-03,6443
2019-01-04,6419
2019-01-05,6441
2019-01-06,6486
2019-01-08,6638
2019-01-10,6539
2019-01-11,6531
2019-01-12,6459
2019-01-13,6329
2019-01-14,6148
2019-01-15,6192
2019-01-16,6314
2019-01-17,6438
2019-01-18,6423
2019-01-19,6471
2019-01-20,6536
2019-01-21,6584
2019-01-22,6602
2019-01-23,6687
2019-01-24,6644
2019-01-25,6508
2019-01-26,6440
2019-01-27,6434
2019-01-28,6447
2019-01-29,6460
2019-01-30,6495
2019-01-31,6285
2019-02-01,6027
2019-02-02,6005
2019-02-03,6036
2019-02-04,6038
2019-02-05,6116
2019-02-06,6186
2019-02-07,6178
2019-02-08,6164
2019-02-09,6218
2019-02-10,6063
2019-02-11,5976
2019-02-12,6005
2019-02-13,6025
2019-02-14,6098
2019-02-15,6087
2019-02-16,6176
2019-02-17,6192
2019-02-18,6017
2019-02-19,6061
2019-02-20,6104
2019-02-21,6050
2019-02-22,6081
2019-02-23,6063
2019-02-24,6087
2019-02-25,5963
2019-02-26,6005
2019-02-27,5985
2019-02-28,5937
2019-03-01,5970
2019-03-02,5906
2019-03-03,5949
2019-03-04,5963
2019-03-05,5970
2019-03-06,6015
2019-03-07,6123
2019-03-08,6241
2019-03-09,6141
2019-03-10,6131
2019-03-11,6077
2019-03-12,6137
2019-03-13,6254
2019-03-14,6210
2019-03-15,6285
2019-03-16,6398
2019-03-17,6439
2019-03-18,6506
2019-03-19,6598
2019-03-20,6655
2019-03-21,6620
2019-03-22,6769
2019-03-23,6686
2019-03-24,6648
2019-03-25,6476
2019-03-26,6408
2019-03-27,6339
2019-03-28,6230
2019-03-29,6237
2019-03-30,6265
2019-03-31,6334
2019-04-01,6453
2019-04-02,6752
2019-04-03,7080
2019-04-04,7422
2019-04-05,7587
2019-04-06,7731
2019-04-07,7841
2019-04-08,7642
2019-04-09,7308
