date_obj,Rune%20scimitar price
2016-05-05,16343
2016-05-06,16325
2016-05-07,16179
2016-05-08,15926
2016-05-09,15579
2016-05-10,15395
2016-05-11,15336
2016-05-12,15489
2016-05-13,15652
2016-05-14,15749
2016-05-15,15961
2016-05-16,16089
2016-05-17,16206
2016-05-18,16288
2016-05-19,16452
2016-05-22,16289
2016-05-23,16211
2016-05-24,16305
2016-05-25,16396
2016-05-26,16395
2016-05-27,16630
2016-05-28,17092
2016-05-29,16874
2016-05-30,16676
2016-05-31,16499
2016-06-01,16476
2016-06-02,16416
2016-06-03,16395
2016-06-04,16514
2016-06-05,16814
2016-06-06,16788
2016-06-07,16640
2016-06-08,16611
2016-06-09,16505
2016-06-10,16484
2016-06-11,16337
2016-06-12,16223
2016-06-13,16086
2016-06-14,16254
2016-06-15,16395
2016-06-16,16324
2016-06-17,16344
2016-06-18,16304
2016-06-19,16249
2016-06-20,16101
2016-06-21,15946
2016-06-22,15843
2016-06-23,15804
2016-06-24,15889
2016-06-25,16012
2016-06-26,16156
2016-06-27,16129
2016-06-28,16064
2016-06-29,15974
2016-06-30,16067
2016-07-01,16086
2016-07-02,16178
2016-07-03,16207
2016-07-04,16156
2016-07-05,16107
2016-07-06,16059
2016-07-07,16053
2016-07-08,16150
2016-07-09,16090
2016-07-10,15997
2016-07-11,15940
2016-07-12,15836
2016-07-13,15981
2016-07-14,16218
2016-07-15,16415
2016-07-16,16385
2016-07-17,16265
2016-07-18,16326
2016-07-23,16646
2016-07-24,16564
2016-07-25,16474
2016-07-26,16529
2016-07-27,16531
2016-07-28,16558
2016-07-29,16481
2016-07-30,16647
2016-07-31,16586
2016-08-01,16580
2016-08-02,16775
2016-08-03,16998
2016-08-04,16996
2016-08-05,16983
2016-08-06,16991
2016-08-07,16701
2016-08-08,16515
2016-08-09,16498
2016-08-10,16581
2016-08-11,16702
2016-08-12,16788
2016-08-13,16796
2016-08-14,16552
2016-08-15,16329
2016-08-16,16426
2016-08-17,16359
2016-08-18,16092
2016-08-19,16169
2016-08-20,16301
2016-08-21,16471
2016-08-22,16496
2016-08-23,16317
2016-08-24,16216
2016-08-25,16198
2016-08-26,16230
2016-08-28,16710
2016-08-31,16858
2016-09-01,16642
2016-09-02,16674
2016-09-03,16733
2016-09-04,17009
2016-09-05,16896
2016-09-06,16842
2016-09-07,16584
2016-09-08,16487
2016-09-09,16586
2016-09-10,16702
2016-09-11,16768
2016-09-12,16851
2016-09-13,17070
2016-09-14,17253
2016-09-15,17285
2016-09-16,17218
2016-09-17,17068
2016-09-18,16974
2016-09-19,16799
2016-09-20,16778
2016-09-21,16748
2016-09-22,16597
2016-09-23,16469
2016-09-24,16266
2016-09-25,16196
2016-09-26,16215
2016-09-27,16130
2016-09-28,16208
2016-09-29,16185
2016-09-30,16098
2016-10-01,16087
2016-10-02,16198
2016-10-03,16290
2016-10-04,16465
2016-10-05,16415
2016-10-06,16539
2016-10-07,16583
2016-10-08,16788
2016-10-09,16856
2016-10-10,16744
2016-10-11,16802
2016-10-12,16887
2016-10-13,16820
2016-10-14,16793
2016-10-15,16747
2016-10-16,16680
2016-10-17,16668
2016-10-18,16633
2016-10-19,16570
2016-10-20,16726
2016-10-21,16705
2016-10-22,16653
2016-10-23,16386
2016-10-24,16440
2016-10-25,16320
2016-10-26,16277
2016-10-27,16236
2016-10-28,16195
2016-10-29,16197
2016-10-30,16249
2016-10-31,16297
2016-11-01,16325
2016-11-02,16422
2016-11-03,16618
2016-11-04,16661
2016-11-05,16587
2016-11-06,16774
2016-11-07,16704
2016-11-08,16610
2016-11-09,16510
2016-11-10,16425
2016-11-11,16358
2016-11-12,16373
2016-11-13,16253
2016-11-14,16266
2016-12-08,16321
2016-12-09,16325
2016-12-10,16298
2016-12-11,16317
2016-12-12,16308
2016-12-13,16289
2016-12-14,16269
2016-12-15,16301
2016-12-16,16322
2016-12-17,16306
2016-12-18,16250
2016-12-19,16258
2016-12-20,16322
2016-12-21,16341
2016-12-22,16287
2016-12-23,16271
2016-12-24,16234
2016-12-25,16237
2016-12-26,16306
2016-12-27,16289
2016-12-28,16228
2016-12-29,16308
2016-12-30,16328
2016-12-31,16308
2017-01-01,16259
2017-01-02,16231
2017-01-03,16182
2017-01-04,15924
2017-01-05,15517
2017-01-06,15729
2017-01-07,15729
2017-01-08,15836
2017-01-09,15951
2017-01-10,16029
2017-01-11,16061
2017-01-12,16118
2017-01-13,16077
2017-01-14,16187
2017-01-15,16243
2017-01-16,16284
2017-01-17,16283
2017-01-18,16252
2017-01-19,16276
2017-01-20,16223
2017-01-21,16246
2017-01-22,16279
2017-01-27,16275
2017-01-28,16213
2017-01-29,16187
2017-01-30,16122
2017-01-31,16132
2017-02-01,16171
2017-02-02,16154
2017-02-03,16187
2017-02-04,16194
2017-02-05,16204
2017-02-06,16155
2017-02-07,16175
2017-02-08,16177
2017-02-09,16148
2017-02-10,16165
2017-02-11,16173
2017-02-12,16112
2017-02-13,16119
2017-02-14,16089
2017-02-15,16005
2017-02-16,16041
2017-02-18,16044
2017-02-19,16151
2017-02-20,16254
2017-02-21,16270
2017-02-22,16470
2017-02-23,16568
2017-02-24,16608
2017-02-25,16676
2017-02-26,16484
2017-02-27,16514
2017-02-28,16661
2017-03-01,16743
2017-03-02,16765
2017-03-03,16818
2017-03-04,16747
2017-03-05,16587
2017-03-06,16455
2017-03-07,16408
2017-03-08,16395
2017-03-09,16350
2017-03-10,16310
2017-03-11,16331
2017-03-12,16268
2017-03-13,16294
2017-03-14,16324
2017-03-15,16281
2017-03-16,16380
2017-03-17,16415
2017-03-18,16756
2017-03-19,16628
2017-03-20,16458
2017-03-21,16408
2017-03-22,16330
2017-03-23,16211
2017-03-24,16198
2017-03-25,16160
2017-03-26,16170
2017-03-27,16269
2017-03-28,16287
2017-03-29,16201
2017-03-30,16240
2017-03-31,16400
2017-04-01,16486
2017-04-02,16361
2017-04-03,16557
2017-04-04,16753
2017-04-12,16488
2017-04-13,16623
2017-04-14,16548
2017-04-15,16563
2017-04-16,16629
2017-04-17,16558
2017-04-18,16447
2017-04-19,16343
2017-04-20,16212
2017-04-21,15963
2017-04-22,15918
2017-04-23,15397
2017-04-24,15181
2017-04-25,15222
2017-04-26,15044
2017-04-27,15295
2017-04-28,15438
2017-04-29,15828
2017-04-30,15845
2017-05-01,15813
2017-05-02,15767
2017-05-03,15631
2017-05-04,15515
2017-05-05,15492
2017-05-06,15564
2017-05-07,15410
2017-05-08,15472
2017-05-09,15650
2017-05-10,15670
2017-05-11,15700
2017-05-12,15786
2017-05-13,15866
2017-05-14,15768
2017-05-15,15791
2017-05-16,15930
2017-05-17,15960
2017-05-18,16019
2017-05-19,16042
2017-05-20,16134
2017-05-21,16038
2017-05-22,16086
2017-05-23,16065
2017-05-24,16142
2017-05-25,15780
2017-05-26,15394
2017-05-27,15182
2017-05-28,15082
2017-05-29,15132
2017-05-30,15138
2017-05-31,15154
2017-06-01,15116
2017-06-02,15096
2017-06-03,15181
2017-06-06,15191
2017-06-07,15121
2017-06-08,15049
2017-06-09,15069
2017-06-10,15149
2017-06-11,15191
2017-06-12,15201
2017-06-13,15152
2017-06-14,15170
2017-06-15,15173
2017-06-16,15165
2017-06-17,15160
2017-06-18,15116
2017-06-19,15160
2017-06-20,15103
2017-06-21,15128
2017-06-22,15140
2017-06-23,15106
2017-06-24,15167
2017-06-25,15176
2017-06-26,15125
2017-06-27,15125
2017-06-28,15130
2017-06-29,15196
2017-06-30,15145
2017-07-01,15151
2017-07-02,15130
2017-07-03,15120
2017-07-04,15079
2017-07-05,15119
2017-07-06,15132
2017-07-07,15145
2017-07-08,15086
2017-07-13,15162
2017-07-14,15163
2017-07-15,15150
2017-07-16,15141
2017-07-17,15118
2017-07-18,15149
2017-07-19,15150
2017-07-20,15202
2017-07-21,15203
2017-07-22,15195
2017-07-23,15133
2017-07-24,15119
2017-07-25,15164
2017-07-26,15221
2017-07-27,15200
2017-07-28,15181
2017-07-29,15156
2017-07-30,15134
2017-07-31,15140
2017-08-01,15159
2017-08-02,15163
2017-08-03,15177
2017-08-04,15208
2017-08-05,15181
2017-08-06,15148
2017-08-09,15193
2017-08-10,15157
2017-08-11,15182
2017-08-12,15183
2017-08-13,15151
2017-08-14,15136
2017-08-15,15166
2017-08-17,15214
2017-08-18,15196
2017-08-19,15216
2017-08-20,15197
2017-08-21,15164
2017-08-22,15148
2017-08-23,15148
2017-08-24,15146
2017-08-25,15166
2017-08-26,15160
2017-08-27,15157
2017-08-28,15163
2017-08-29,15138
2017-08-30,15174
2017-08-31,15170
2017-09-01,15181
2017-09-02,15174
2017-09-03,15129
2017-09-04,15138
2017-09-05,15159
2017-09-06,15190
2017-09-07,15221
2017-09-08,15275
2017-09-09,15232
2017-09-10,15160
2017-09-11,15140
2017-09-12,15120
2017-09-13,15129
2017-09-14,15175
2017-09-15,15148
2017-09-16,15164
2017-09-17,15187
2017-09-19,15146
2017-09-20,15146
2017-09-21,15178
2017-09-22,15162
2017-09-23,15128
2017-09-24,15122
2017-09-25,15119
2017-09-26,15135
2017-09-27,15084
2017-09-28,15124
2017-09-29,15142
2017-09-30,15097
2017-10-01,15156
2017-10-02,15104
2017-10-03,15100
2017-10-04,15162
2017-10-05,15152
2017-10-06,15079
2017-10-07,15093
2017-10-08,15113
2017-10-09,15119
2017-10-10,15130
2017-10-11,15160
2017-10-12,15132
2017-10-13,15128
2017-10-14,15213
2017-10-15,15204
2017-10-16,15151
2017-10-17,15152
2017-10-18,15119
2017-10-19,15114
2017-10-20,15128
2017-10-21,15102
2017-10-22,15094
2017-10-23,15127
2017-10-24,15116
2017-10-25,15238
2017-10-26,15221
2017-10-27,15250
2017-10-28,15199
2017-10-29,15191
2017-10-30,15171
2017-10-31,15161
2017-11-01,15173
2017-11-02,15235
2017-11-03,15220
2017-11-04,15179
2017-11-05,15145
2017-11-06,15172
2017-11-07,15169
2017-11-08,15154
2017-11-09,15156
2017-11-10,15157
2017-11-11,15168
2017-11-12,15345
2017-11-13,15251
2017-11-14,15202
2017-11-15,15179
2017-11-16,15130
2017-11-17,15130
2017-11-18,15131
2017-11-19,15129
2017-11-20,15108
2017-11-21,15145
2017-11-22,15147
2017-11-23,15010
2017-11-24,15045
2017-11-25,15043
2017-11-26,15038
2017-11-27,15026
2017-11-28,15068
2017-11-29,15092
2017-11-30,15097
2017-12-01,15077
2017-12-02,15069
2017-12-03,15091
2017-12-04,15116
2017-12-05,15137
2017-12-06,15048
2017-12-07,15079
2017-12-08,15120
2017-12-09,15119
2017-12-10,15130
2017-12-11,15109
2017-12-12,15139
2017-12-13,15110
2017-12-14,15056
2017-12-15,15062
2017-12-16,15125
2017-12-17,15112
2017-12-18,15103
2017-12-19,15106
2017-12-20,15104
2017-12-21,15096
2017-12-22,15103
2017-12-23,15109
2017-12-24,15152
2017-12-25,15143
2017-12-26,15136
2017-12-27,15120
2017-12-28,15116
2017-12-29,15116
2017-12-30,15126
2017-12-31,15105
2018-01-01,15104
2018-01-02,15112
2018-01-03,15086
2018-01-04,15040
2018-01-05,15011
2018-01-06,15019
2018-01-07,15037
2018-01-08,15031
2018-01-09,15063
2018-01-10,15085
2018-01-11,15072
2018-01-12,15090
2018-01-13,15120
2018-01-14,15101
2018-01-15,15109
2018-01-16,15056
2018-01-17,15059
2018-01-18,15095
2018-01-19,15091
2018-01-20,15128
2018-01-21,15129
2018-01-22,15046
2018-01-23,15092
2018-01-24,15106
2018-01-25,15113
2018-01-26,15100
2018-01-27,15105
2018-01-28,15121
2018-01-29,15131
2018-01-30,15134
2018-02-01,15140
2018-02-02,15127
2018-02-03,15152
2018-02-04,15111
2018-02-05,15104
2018-02-06,15111
2018-02-07,15117
2018-02-08,15124
2018-02-09,15134
2018-02-10,15123
2018-02-11,15179
2018-02-12,15123
2018-02-13,15136
2018-02-14,15085
2018-02-15,15146
2018-02-16,15180
2018-02-17,15161
2018-02-18,15134
2018-02-19,15123
2018-02-20,15119
2018-02-21,15096
2018-02-22,15183
2018-02-23,15147
2018-02-24,15158
2018-02-25,15086
2018-02-26,15120
2018-02-27,15125
2018-02-28,15133
2018-03-01,15169
2018-03-02,15145
2018-03-03,15150
2018-03-04,15137
2018-03-05,15105
2018-03-06,15132
2018-03-07,15137
2018-03-08,15102
2018-03-09,15128
2018-03-10,15124
2018-03-11,15118
2018-03-12,15109
2018-03-13,15129
2018-03-14,15122
2018-03-15,15144
2018-03-16,15130
2018-03-17,15139
2018-03-18,15157
2018-03-19,15132
2018-03-20,15135
2018-03-21,15120
2018-03-23,15140
2018-03-24,15149
2018-03-26,15109
2018-03-27,15089
2018-03-28,15128
2018-03-29,15088
2018-03-30,15059
2018-03-31,15121
2018-04-01,15096
2018-04-02,15132
2018-04-03,15116
2018-04-04,15189
2018-04-05,15324
2018-04-06,15325
2018-04-08,15244
2018-04-09,15164
2018-04-10,15156
2018-04-11,15163
2018-04-12,15125
2018-04-13,15156
2018-04-14,15139
2018-04-15,15133
2018-04-16,15149
2018-04-17,15110
2018-04-18,15130
2018-04-19,15067
2018-04-20,15123
2018-04-21,15188
2018-04-22,15166
2018-04-23,15125
2018-04-24,15148
2018-04-25,15135
2018-04-26,15164
2018-04-27,15143
2018-04-28,15129
2018-04-29,15096
2018-04-30,15140
2018-05-01,15166
2018-05-02,15045
2018-05-03,15130
2018-05-04,15132
2018-05-05,15150
2018-05-06,15171
2018-05-07,15146
2018-05-08,15134
2018-05-09,15119
2018-05-10,15093
2018-05-11,15061
2018-05-12,15113
2018-05-13,15138
2018-05-14,15083
2018-05-15,15104
2018-05-16,15125
2018-05-17,15138
2018-05-18,15122
2018-05-19,15130
2018-05-20,15113
2018-05-21,15115
2018-05-22,15055
2018-05-23,15115
2018-05-24,15128
2018-05-25,15136
2018-05-26,15161
2018-05-27,15236
2018-05-28,15181
2018-05-29,15137
2018-05-30,15119
2018-05-31,15124
2018-06-01,15154
2018-06-02,15229
2018-06-03,15144
2018-06-04,15117
2018-06-05,15115
2018-06-06,15113
2018-06-07,15106
2018-06-08,15144
2018-06-09,15152
2018-06-10,15129
2018-06-11,15125
2018-06-12,15090
2018-06-13,15107
2018-06-14,15174
2018-06-15,15175
2018-06-16,15190
2018-06-17,15139
2018-06-18,15142
2018-06-19,15138
2018-06-20,15142
2018-06-21,15148
2018-06-22,15145
2018-06-23,15185
2018-06-24,15141
2018-06-25,15125
2018-06-26,15135
2018-06-27,15137
2018-06-28,15162
2018-06-29,15111
2018-06-30,15130
2018-07-01,15128
2018-07-02,15122
2018-07-03,15105
2018-07-04,15124
2018-07-05,15123
2018-07-06,15148
2018-07-07,15273
2018-07-08,15243
2018-07-09,15169
2018-07-10,15130
2018-07-11,15163
2018-07-12,15118
2018-07-13,15137
2018-07-14,15236
2018-07-15,15239
2018-07-16,15202
2018-07-17,15161
2018-07-18,15112
2018-07-19,15122
2018-07-20,15120
2018-07-21,15133
2018-07-22,15135
2018-07-23,15124
2018-07-24,15114
2018-07-25,15122
2018-07-26,15131
2018-07-27,15123
2018-07-28,15163
2018-07-29,15149
2018-07-30,15158
2018-07-31,15113
2018-08-01,15165
2018-08-02,15151
2018-08-03,15115
2018-08-04,15140
2018-08-05,15154
2018-08-06,15116
2018-08-07,15079
2018-08-08,15096
2018-08-09,15141
2018-08-10,15099
2018-08-11,15085
2018-08-12,15013
2018-08-14,15053
2018-08-16,15085
2018-08-17,15068
2018-08-18,15097
2018-08-19,15105
2018-08-20,15119
2018-08-21,15135
2018-08-22,15134
2018-08-23,15089
2018-08-24,15105
2018-08-25,15120
2018-08-26,15147
2018-08-27,15061
2018-08-28,15098
2018-08-29,15131
2018-08-30,15159
2018-08-31,15114
2018-09-01,15099
2018-09-02,15125
2018-09-03,15123
2018-09-04,15118
2018-09-05,15103
2018-09-06,15097
2018-09-07,15046
2018-09-08,15087
2018-09-09,15118
2018-09-10,15111
2018-09-11,15101
2018-09-12,15128
2018-09-13,15122
2018-09-14,15154
2018-09-15,15131
2018-09-16,15123
2018-09-17,15116
2018-09-18,15122
2018-09-19,15131
2018-09-20,15128
2018-09-21,15123
2018-09-22,15118
2018-09-23,15102
2018-09-24,15117
2018-09-25,15116
2018-09-26,15093
2018-09-27,15076
2018-09-28,15098
2018-09-29,15099
2018-09-30,15076
2018-10-02,15118
2018-10-03,15122
2018-10-04,15115
2018-10-05,15113
2018-10-06,15082
2018-10-07,15098
2018-10-08,15103
2018-10-09,15132
2018-10-10,15113
2018-10-11,15105
2018-10-12,15087
2018-10-13,15125
2018-10-14,15108
2018-10-15,15107
2018-10-16,15108
2018-10-17,15124
2018-10-18,15115
2018-10-19,15150
2018-10-20,15121
2018-10-21,15100
2018-10-22,15122
2018-10-23,15125
2018-10-24,15132
2018-10-25,15158
2018-10-26,15171
2018-10-27,15224
2018-10-28,15224
2018-10-29,15177
2018-10-30,15373
2018-10-31,15559
2018-11-01,15644
2018-11-03,15429
2018-11-04,15327
2018-11-05,15280
2018-11-06,15242
2018-11-07,15253
2018-11-08,15276
2018-11-09,15228
2018-11-10,15254
2018-11-11,15216
2018-11-12,15247
2018-11-13,15268
2018-11-14,15258
2018-11-15,15281
2018-11-16,15241
2018-11-17,15252
2018-11-18,15191
2018-11-19,15152
2018-11-20,15143
2018-11-21,15141
2018-11-22,15113
2018-11-23,15107
2018-11-24,15113
2018-11-25,15105
2018-11-26,15116
2018-11-27,15099
2018-11-28,15094
2018-11-29,15067
2018-12-01,15106
2018-12-02,15113
2018-12-03,15099
2018-12-04,15143
2018-12-05,15115
2018-12-07,15103
2018-12-09,15183
2018-12-10,15126
2018-12-11,15118
2018-12-12,15114
2018-12-13,15099
2018-12-14,15091
2018-12-15,15101
2018-12-16,15098
2018-12-17,15068
2018-12-18,15072
2018-12-19,15107
2018-12-20,15105
2018-12-21,15101
2018-12-22,15116
2018-12-23,15126
2018-12-24,15124
2018-12-25,15149
2018-12-26,15098
2018-12-27,15085
2018-12-28,15070
2018-12-29,15059
2018-12-30,15094
2018-12-31,15121
2019-01-01,15098
2019-01-02,15052
2019-01-03,15055
2019-01-04,15067
2019-01-05,15080
2019-01-06,15075
2019-01-08,15095
2019-01-10,15026
2019-01-11,15041
2019-01-12,15069
2019-01-13,15082
2019-01-14,15031
2019-01-15,15064
2019-01-16,15114
2019-01-17,15065
2019-01-18,15073
2019-01-19,15059
2019-01-20,15047
2019-01-21,15081
2019-01-22,15080
2019-01-23,15056
2019-01-24,15066
2019-01-25,15081
2019-01-26,15107
2019-01-27,15073
2019-01-28,15086
2019-01-29,15087
2019-01-30,15102
2019-01-31,15036
2019-02-01,15068
2019-02-02,15139
2019-02-03,15089
2019-02-04,15083
2019-02-05,15095
2019-02-06,15094
2019-02-07,15099
2019-02-08,15098
2019-02-09,15115
2019-02-10,15114
2019-02-11,15103
2019-02-12,15099
2019-02-13,15109
2019-02-14,15119
2019-02-15,15069
2019-02-16,15092
2019-02-17,15117
2019-02-18,15119
2019-02-19,15125
2019-02-20,15131
2019-02-21,15122
2019-02-22,15128
2019-02-23,15124
2019-02-24,15120
2019-02-25,15130
2019-02-26,15110
2019-02-27,15124
2019-02-28,15136
2019-03-01,15130
2019-03-02,15147
2019-03-03,15087
2019-03-04,15090
2019-03-05,15141
2019-03-06,15118
2019-03-07,15117
2019-03-08,15128
2019-03-09,15106
2019-03-10,15092
2019-03-11,15083
2019-03-12,15079
2019-03-13,15067
2019-03-14,15063
2019-03-15,15084
2019-03-16,15089
2019-03-17,15068
2019-03-18,15081
2019-03-19,15081
2019-03-20,15096
2019-03-21,15087
2019-03-22,15106
2019-03-23,15083
2019-03-24,15083
2019-03-25,15090
2019-03-26,15065
2019-03-27,15049
2019-03-28,15053
2019-03-29,15038
2019-03-30,15056
2019-03-31,15057
2019-04-01,15054
2019-04-02,15059
2019-04-03,15049
