date_obj,Mummy's%20legs price
2020-04-18,609342
2020-04-19,609342
2020-04-20,609342
2020-04-21,609342
2020-04-22,580889
2020-04-23,580889
2020-04-24,580889
2020-04-25,580889
2020-04-26,580889
2020-04-27,559775
2020-04-28,559775
2020-04-29,559775
2020-04-30,559775
2020-05-01,559775
2020-05-02,559775
2020-05-03,535479
2020-05-04,535479
2020-05-05,535479
2020-05-06,535479
2020-05-07,535479
2020-05-08,535479
2020-05-09,509888
2020-05-10,509888
2020-05-11,509888
2020-05-12,509888
2020-05-13,509888
