date_obj,Dragon%20halberd price
2016-03-27,172312
2016-03-28,172056
2016-03-29,168408
2016-03-30,167719
2016-03-31,171635
2016-04-01,171719
2016-04-02,172959
2016-04-03,171878
2016-04-04,172118
2016-04-05,172364
2016-04-06,169228
2016-04-07,170548
2016-04-08,172332
2016-04-09,172112
2016-04-10,173064
2016-04-11,173064
2016-04-12,173226
2016-04-13,171710
2016-04-14,172379
2016-04-15,172396
2016-04-16,172437
2016-04-17,171926
2016-04-18,172192
2016-04-19,173008
2016-04-20,172598
2016-04-21,172026
2016-04-22,171707
2016-04-23,170901
2016-04-24,170771
2016-04-25,169558
2016-04-26,170998
2016-04-27,172016
2016-04-28,171924
2016-04-29,171963
2016-04-30,172151
2016-05-01,171812
2016-05-02,170910
2016-05-03,170476
2016-05-04,170981
2016-05-05,172026
2016-05-06,171965
2016-05-07,171495
2016-05-08,168372
2016-05-09,170577
2016-05-10,171591
2016-05-11,171524
2016-05-12,171552
2016-05-13,170828
2016-05-14,171924
2016-05-15,172588
2016-05-16,172496
2016-05-17,172453
2016-05-18,173288
2016-05-19,173598
2016-05-22,172123
2016-05-23,172649
2016-05-24,172610
2016-05-25,172268
2016-05-26,172455
2016-05-27,172103
2016-05-28,172167
2016-05-29,172059
2016-05-30,172390
2016-05-31,172507
2016-06-01,172760
2016-06-02,172546
2016-06-03,172304
2016-06-04,172117
2016-06-05,172996
2016-06-06,172632
2016-06-07,172418
2016-06-08,172431
2016-06-09,172614
2016-06-10,173531
2016-06-11,173200
2016-06-12,172798
2016-06-13,172311
2016-06-14,172363
2016-06-15,172738
2016-06-16,173777
2016-06-17,172607
2016-06-18,170371
2016-06-19,170972
2016-06-20,172255
2016-06-21,172337
2016-06-22,172509
2016-06-23,172530
2016-06-24,172326
2016-06-25,172532
2016-06-26,172057
2016-06-27,172507
2016-06-28,172618
2016-06-29,174173
2016-06-30,172925
2016-07-01,170883
2016-07-02,171734
2016-07-03,172345
2016-07-04,172568
2016-07-05,172810
2016-07-06,172690
2016-07-07,172656
2016-07-08,170253
2016-07-09,170019
2016-07-10,171389
2016-07-11,169758
2016-07-12,170679
2016-07-13,169587
2016-07-14,169988
2016-07-15,171577
2016-07-16,172270
2016-07-17,171830
2016-07-18,171871
2016-07-23,173038
2016-07-24,172809
2016-07-25,172227
2016-07-26,169096
2016-07-27,172395
2016-07-28,172475
2016-07-29,172226
2016-07-30,172368
2016-07-31,172685
2016-08-01,172283
2016-08-02,171799
2016-08-03,170274
2016-08-04,171089
2016-08-05,169602
2016-08-06,171326
2016-08-07,171325
2016-08-08,172888
2016-08-09,172395
2016-08-10,170939
2016-08-11,170135
2016-08-12,170973
2016-08-13,171583
2016-08-14,169335
2016-08-15,170738
2016-08-16,171491
2016-08-17,170859
2016-08-18,169903
2016-08-19,170175
2016-08-20,168936
2016-08-21,171255
2016-08-22,171601
2016-08-23,171954
2016-08-24,169488
2016-08-25,169934
2016-08-26,171317
2016-08-28,171557
2016-08-31,173116
2016-09-01,172367
2016-09-02,172367
2016-09-03,172648
2016-09-04,172933
2016-09-05,172906
2016-09-06,172275
2016-09-07,172451
2016-09-08,172565
2016-09-09,172498
2016-09-10,172533
2016-09-11,173055
2016-09-12,173353
2016-09-13,172881
2016-09-14,172765
2016-09-15,172741
2016-09-16,172636
2016-09-17,173169
2016-09-18,172338
2016-09-19,171630
2016-09-20,166187
2016-09-21,169758
2016-09-22,172059
2016-09-23,172024
2016-09-24,172024
2016-09-25,171786
2016-09-26,168632
2016-09-27,168660
2016-09-28,169569
2016-09-29,168607
2016-09-30,170977
2016-10-01,172469
2016-10-02,172520
2016-10-03,172013
2016-10-04,169574
2016-10-05,169533
2016-10-06,170050
2016-10-07,171121
2016-10-08,171508
2016-10-09,169565
2016-10-10,170085
2016-10-11,171967
2016-10-12,172443
2016-10-13,172744
2016-10-14,172060
2016-10-15,172054
2016-10-16,169625
2016-10-17,171091
2016-10-18,171534
2016-10-19,171379
2016-10-20,171640
2016-10-21,171563
2016-10-22,169205
2016-10-23,170969
2016-10-24,167839
2016-10-25,167373
2016-10-26,169842
2016-10-27,170996
2016-10-28,169374
2016-10-29,171128
2016-10-30,171416
2016-10-31,171805
2016-11-01,172224
2016-11-02,171906
2016-11-03,170959
2016-11-04,171304
2016-11-05,171379
2016-11-06,170512
2016-11-07,164798
2016-11-08,168320
2016-11-09,169812
2016-11-10,168134
2016-11-11,168762
2016-11-12,170686
2016-11-13,170962
2016-11-14,170979
2016-11-15,171446
2016-12-07,170623
2016-12-08,171611
2016-12-09,172493
2016-12-10,171007
2016-12-11,170147
2016-12-12,169130
2016-12-13,171334
2016-12-14,171847
2016-12-15,171619
2016-12-16,172227
2016-12-17,172018
2016-12-18,172163
2016-12-19,171478
2016-12-20,171369
2016-12-21,171031
2016-12-22,170956
2016-12-23,170395
2016-12-24,168553
2016-12-25,169941
2016-12-26,171238
2016-12-27,171643
2016-12-28,171625
2016-12-29,171546
2016-12-30,171180
2016-12-31,170060
2017-01-01,167981
2017-01-02,168696
2017-01-03,169305
2017-01-04,168311
2017-01-05,168600
2017-01-06,166145
2017-01-07,168398
2017-01-08,170079
2017-01-09,170699
2017-01-10,169810
2017-01-11,170591
2017-01-12,171098
2017-01-13,170020
2017-01-14,170955
2017-01-15,171887
2017-01-16,170967
2017-01-17,168628
2017-01-18,170791
2017-01-19,171127
2017-01-20,168483
2017-01-21,170828
2017-01-22,169427
2017-01-23,171296
2017-01-27,171912
2017-01-28,171692
2017-01-29,171525
2017-01-30,171677
2017-01-31,171761
2017-02-01,171922
2017-02-02,171881
2017-02-03,172104
2017-02-04,172072
2017-02-05,171617
2017-02-06,171990
2017-02-07,172343
2017-02-08,172304
2017-02-09,172217
2017-02-10,171400
2017-02-11,170271
2017-02-12,170792
2017-02-13,170415
2017-02-14,169680
2017-02-15,171305
2017-02-16,171047
2017-02-18,172599
2017-02-19,172338
2017-02-20,171920
2017-02-21,172149
2017-02-22,172589
2017-02-23,172668
2017-02-24,172939
2017-02-25,170215
2017-02-26,171422
2017-02-27,171308
2017-02-28,172681
2017-03-01,172689
2017-03-02,172700
2017-03-03,172689
2017-03-04,172361
2017-03-05,172506
2017-03-06,172617
2017-03-07,172922
2017-03-08,172701
2017-03-09,172837
2017-03-10,172646
2017-03-11,172733
2017-03-12,172725
2017-03-13,172348
2017-03-14,172067
2017-03-15,171185
2017-03-16,172181
2017-03-17,172082
2017-03-18,171551
2017-03-19,172190
2017-03-20,171799
2017-03-21,171736
2017-03-22,171727
2017-03-23,172178
2017-03-24,172075
2017-03-25,172232
2017-03-26,172240
2017-03-27,172028
2017-03-28,172378
2017-03-29,172354
2017-03-30,172373
2017-03-31,172534
2017-04-01,172805
2017-04-02,172882
2017-04-03,172774
2017-04-04,172894
2017-04-12,172650
2017-04-13,172341
2017-04-14,172564
2017-04-15,172579
2017-04-16,172591
2017-04-17,172113
2017-04-18,168549
2017-04-19,166909
2017-04-20,167443
2017-04-21,167334
2017-04-22,167837
2017-04-23,166565
2017-04-24,165636
2017-04-25,160003
2017-04-26,158710
2017-04-27,164111
2017-04-28,170084
2017-04-29,170927
2017-04-30,171230
2017-05-01,171356
2017-05-02,171722
2017-05-03,171220
2017-05-04,170906
2017-05-05,170132
2017-05-06,169014
2017-05-07,168899
2017-05-08,170512
2017-05-09,171488
2017-05-10,171693
2017-05-11,171618
2017-05-12,172062
2017-05-13,172266
2017-05-14,171998
2017-05-15,169939
2017-05-16,170707
2017-05-17,170754
2017-05-18,172138
2017-05-19,172060
2017-05-20,172846
2017-05-21,172206
2017-05-22,171833
2017-05-23,172126
2017-05-24,171400
2017-05-25,162830
2017-05-26,154688
2017-05-27,149512
2017-05-28,149273
2017-05-29,150027
2017-05-30,149061
2017-05-31,149528
2017-06-01,148799
2017-06-02,149428
2017-06-03,149499
2017-06-04,149388
2017-06-05,149381
2017-06-06,149323
2017-06-07,149404
2017-06-08,149624
2017-06-09,149439
2017-06-10,149308
2017-06-11,149277
2017-06-12,149017
2017-06-13,149025
2017-06-14,149138
2017-06-15,148949
2017-06-16,149393
2017-06-17,149571
2017-06-18,149441
2017-06-19,149204
2017-06-20,149376
2017-06-21,149212
2017-06-22,149400
2017-06-23,149696
2017-06-24,149506
2017-06-25,149691
2017-06-26,149379
2017-06-27,149302
2017-06-28,149362
2017-06-29,149305
2017-06-30,149304
2017-07-01,149273
2017-07-02,149552
2017-07-03,149388
2017-07-04,149420
2017-07-05,149511
2017-07-06,149517
2017-07-07,149377
2017-07-08,149230
2017-07-13,149459
2017-07-14,149384
2017-07-15,149434
2017-07-16,149300
2017-07-17,149288
2017-07-18,149357
2017-07-19,149386
2017-07-20,149384
2017-07-21,149491
2017-07-22,149463
2017-07-23,149348
2017-07-24,149170
2017-07-25,149219
2017-07-26,149297
2017-07-27,149337
2017-07-28,149338
2017-07-29,149392
2017-07-30,149358
2017-07-31,149300
2017-08-01,149438
2017-08-02,148661
2017-08-03,149403
2017-08-04,149436
2017-08-05,149404
2017-08-06,149484
2017-08-09,149448
2017-08-10,149150
2017-08-11,149498
2017-08-12,149656
2017-08-13,149503
2017-08-14,149339
2017-08-15,149124
2017-08-16,149567
2017-08-17,149636
2017-08-18,149364
2017-08-19,149685
2017-08-20,149027
2017-08-21,149148
2017-08-22,149255
2017-08-23,149515
2017-08-24,149453
2017-08-25,149620
2017-08-26,149384
2017-08-27,149390
2017-08-28,149473
2017-08-29,149508
2017-08-30,149607
2017-08-31,149211
2017-09-01,149499
2017-09-03,149438
2017-09-04,149312
2017-09-05,149284
2017-09-06,149005
2017-09-07,149133
2017-09-08,149246
2017-09-09,148812
2017-09-10,149241
2017-09-11,149126
2017-09-12,149262
2017-09-13,149388
2017-09-14,149406
2017-09-15,149519
2017-09-16,149167
2017-09-17,149383
2017-09-18,149394
2017-09-19,149435
2017-09-20,149431
2017-09-21,149428
2017-09-22,149416
2017-09-23,149416
2017-09-24,149429
2017-09-25,149221
2017-09-26,149166
2017-09-27,149288
2017-09-28,149345
2017-09-29,149422
2017-09-30,149461
2017-10-01,149382
2017-10-02,149361
2017-10-03,149217
2017-10-04,149287
2017-10-05,149346
2017-10-06,149319
2017-10-07,148789
2017-10-08,149287
2017-10-09,150017
2017-10-10,149280
2017-10-11,149797
2017-10-12,149454
2017-10-13,149295
2017-10-14,149320
2017-10-15,149358
2017-10-16,149384
2017-10-17,149452
2017-10-18,149303
2017-10-19,149198
2017-10-20,149236
2017-10-21,149260
2017-10-22,149221
2017-10-23,149195
2017-10-24,149224
2017-10-25,149301
2017-10-26,149333
2017-10-27,149381
2017-10-28,150050
2017-10-29,149654
2017-10-30,149389
2017-10-31,149324
2017-11-01,149427
2017-11-02,149311
2017-11-03,149304
2017-11-04,149279
2017-11-05,149423
2017-11-06,149759
2017-11-07,149387
2017-11-08,149459
2017-11-09,149622
2017-11-10,149825
2017-11-11,149516
2017-11-12,149350
2017-11-13,149287
2017-11-14,149317
2017-11-15,149275
2017-11-16,149310
2017-11-17,149362
2017-11-18,149316
2017-11-19,149318
2017-11-20,149885
2017-11-21,149380
2017-11-22,149443
2017-11-23,149357
2017-11-24,149338
2017-11-25,149354
2017-11-26,149394
2017-11-27,149813
2017-11-28,149367
2017-11-29,149328
2017-11-30,149303
2017-12-01,149599
2017-12-02,149801
2017-12-03,149202
2017-12-04,149291
2017-12-05,149380
2017-12-06,149755
2017-12-07,149714
2017-12-08,149521
2017-12-09,149413
2017-12-10,149368
2017-12-11,149391
2017-12-12,149335
2017-12-13,149397
2017-12-14,149450
2017-12-15,149427
2017-12-16,149431
2017-12-17,149472
2017-12-18,149430
2017-12-19,149453
2017-12-20,149456
2017-12-21,149416
2017-12-22,149438
2017-12-23,149315
2017-12-24,149446
2017-12-25,149502
2017-12-26,149348
2017-12-27,149102
2017-12-28,149378
2017-12-29,149360
2017-12-30,149402
2017-12-31,149401
2018-01-01,149370
2018-01-02,149406
2018-01-03,149417
2018-01-04,149293
2018-01-05,148915
2018-01-06,149159
2018-01-07,148949
2018-01-08,149080
2018-01-09,149203
2018-01-10,149138
2018-01-11,149251
2018-01-12,149275
2018-01-13,149312
2018-01-14,149238
2018-01-15,149275
2018-01-16,149328
2018-01-17,149347
2018-01-18,149352
2018-01-19,149392
2018-01-20,149302
2018-01-21,149391
2018-01-22,149335
2018-01-23,149334
2018-01-25,149445
2018-01-26,149438
2018-01-27,149369
2018-01-28,149404
2018-01-29,149380
2018-01-30,149358
2018-01-31,149402
2018-02-01,149430
2018-02-02,149365
2018-02-03,149392
2018-02-04,149199
2018-02-05,149413
2018-02-06,149399
2018-02-07,149429
2018-02-08,149460
2018-02-09,149375
2018-02-10,149189
2018-02-11,149256
2018-02-12,149237
2018-02-13,149390
2018-02-14,149402
2018-02-15,149310
2018-02-16,149326
2018-02-17,149327
2018-02-18,149355
2018-02-19,149408
2018-02-20,149413
2018-02-21,149195
2018-02-22,149377
2018-02-23,149420
2018-02-24,149439
2018-02-25,149394
2018-02-26,149438
2018-02-27,149395
2018-02-28,149414
2018-03-01,149451
2018-03-02,149403
2018-03-03,149412
2018-03-04,149304
2018-03-05,149371
2018-03-06,149383
2018-03-07,149241
2018-03-08,149383
2018-03-09,149241
2018-03-10,149240
2018-03-11,149346
2018-03-12,149416
2018-03-13,149424
2018-03-14,147380
2018-03-15,149410
2018-03-16,149490
2018-03-17,149448
2018-03-18,149445
2018-03-20,149470
2018-03-21,149429
2018-03-23,149453
2018-03-24,149472
2018-03-25,149384
2018-03-26,149332
2018-03-27,149375
2018-03-28,149396
2018-03-29,149453
2018-03-30,149160
2018-03-31,149312
2018-04-01,149425
2018-04-02,149403
2018-04-03,149409
2018-04-04,149417
2018-04-05,149437
2018-04-06,149395
2018-04-07,149456
2018-04-08,149360
2018-04-09,149316
2018-04-10,149329
2018-04-11,149378
2018-04-12,149240
2018-04-13,149323
2018-04-14,149270
2018-04-15,149312
2018-04-16,149384
2018-04-17,149365
2018-04-18,149189
2018-04-19,149011
2018-04-20,149100
2018-04-21,149295
2018-04-22,149221
2018-04-23,149245
2018-04-24,149271
2018-04-25,149211
2018-04-26,149351
2018-04-27,149354
2018-04-28,149290
2018-04-29,149334
2018-04-30,149324
2018-05-01,149392
2018-05-03,149437
2018-05-05,149320
2018-05-07,149357
2018-05-08,149337
2018-05-09,149330
2018-05-10,149167
2018-05-11,148990
2018-05-12,149096
2018-05-13,149198
2018-05-14,149284
2018-05-15,149312
2018-05-16,149315
2018-05-17,149347
2018-05-18,149356
2018-05-19,149407
2018-05-20,149419
2018-05-21,149381
2018-05-22,149365
2018-05-23,149353
2018-05-24,149316
2018-05-25,149019
2018-05-26,149255
2018-05-27,149325
2018-05-28,149295
2018-05-29,148958
2018-05-30,149301
2018-05-31,149290
2018-06-01,149103
2018-06-02,149160
2018-06-03,149057
2018-06-04,149200
2018-06-05,149278
2018-06-06,149263
2018-06-07,149287
2018-06-08,149280
2018-06-09,149114
2018-06-10,148812
2018-06-11,148887
2018-06-12,149121
2018-06-13,149214
2018-06-14,149330
2018-06-15,149258
2018-06-16,149302
2018-06-17,149316
2018-06-18,149452
2018-06-19,149486
2018-06-20,149518
2018-06-21,149503
2018-06-22,149597
2018-06-23,149482
2018-06-24,149841
2018-06-25,149616
2018-06-26,149351
2018-06-27,149203
2018-06-28,149327
2018-06-29,149375
2018-06-30,149314
2018-07-01,149366
2018-07-02,149387
2018-07-03,149378
2018-07-04,149422
2018-07-05,149416
2018-07-06,149350
2018-07-07,149048
2018-07-08,149269
2018-07-09,149312
2018-07-10,149316
2018-07-11,149365
2018-07-12,149880
2018-07-13,149319
2018-07-14,149353
2018-07-15,148273
2018-07-16,148992
2018-07-17,149094
2018-07-18,149227
2018-07-19,149313
2018-07-20,149297
2018-07-21,149294
2018-07-22,148580
2018-07-23,149244
2018-07-24,149380
2018-07-25,149407
2018-07-26,149430
2018-07-27,149343
2018-07-28,149348
2018-07-29,149298
2018-07-30,149319
2018-07-31,149351
2018-08-01,149421
2018-08-02,149393
2018-08-03,149376
2018-08-04,149275
2018-08-05,149270
2018-08-06,149305
2018-08-07,149286
2018-08-08,149238
2018-08-09,149326
2018-08-10,149484
2018-08-11,149321
2018-08-12,149282
2018-08-14,149059
2018-08-16,149361
2018-08-17,149325
2018-08-18,149427
2018-08-19,149499
2018-08-20,149578
2018-08-21,149522
2018-08-22,149614
2018-08-23,149386
2018-08-24,150065
2018-08-25,149514
2018-08-26,149453
2018-08-27,149299
2018-08-28,149347
2018-08-29,149411
2018-08-30,149464
2018-08-31,149873
2018-09-01,149302
2018-09-02,149325
2018-09-03,149379
2018-09-04,149351
2018-09-05,150149
2018-09-06,149946
2018-09-07,149465
2018-09-08,149431
2018-09-09,149506
2018-09-10,149170
2018-09-11,149404
2018-09-12,149344
2018-09-13,149427
2018-09-14,149687
2018-09-15,149486
2018-09-16,149458
2018-09-17,149376
2018-09-18,149360
2018-09-19,149400
2018-09-20,149230
2018-09-21,149314
2018-09-22,149654
2018-09-23,149415
2018-09-24,149420
2018-09-25,149408
2018-09-26,149402
2018-09-27,149402
2018-09-28,149595
2018-09-29,149400
2018-09-30,149348
2018-10-01,149349
2018-10-02,149303
2018-10-03,149325
2018-10-04,149378
2018-10-05,149298
2018-10-06,149544
2018-10-07,149236
2018-10-08,149334
2018-10-09,149325
2018-10-10,149246
2018-10-11,149627
2018-10-12,149383
2018-10-13,149390
2018-10-14,149287
2018-10-15,149341
2018-10-16,149384
2018-10-17,149507
2018-10-18,149329
2018-10-19,149166
2018-10-20,149116
2018-10-21,149288
2018-10-22,149322
2018-10-23,149389
2018-10-24,149450
2018-10-25,149423
2018-10-26,149241
2018-10-27,149360
2018-10-28,149386
2018-10-29,148953
2018-10-30,149331
2018-10-31,149396
2018-11-01,149391
2018-11-03,149588
2018-11-04,149412
2018-11-05,149336
2018-11-06,149387
2018-11-07,149434
2018-11-08,149522
2018-11-09,149487
2018-11-10,149442
2018-11-11,149322
2018-11-12,149257
2018-11-13,149404
2018-11-14,149432
2018-11-15,149459
2018-11-16,149333
2018-11-17,149324
2018-11-18,149343
2018-11-19,149261
2018-11-20,149392
2018-11-21,149466
2018-11-22,149492
2018-11-23,149525
2018-11-24,149677
2018-11-25,149494
2018-11-26,149498
2018-11-27,149573
2018-11-28,149768
2018-11-29,149473
2018-12-01,149456
2018-12-02,149741
2018-12-03,149530
2018-12-04,149681
2018-12-05,149340
2018-12-07,149402
2018-12-09,149451
2018-12-10,149505
2018-12-11,149498
2018-12-12,149612
2018-12-13,149552
2018-12-14,149521
2018-12-15,149607
2018-12-16,149389
2018-12-17,149385
2018-12-18,149428
2018-12-19,149475
2018-12-20,149508
2018-12-21,149588
2018-12-22,149409
2018-12-23,149398
2018-12-24,149701
2018-12-25,149585
2018-12-26,149454
2018-12-27,149336
2018-12-28,149347
2018-12-29,149352
2018-12-30,149364
2018-12-31,149379
2019-01-01,149436
2019-01-02,149413
2019-01-03,149740
2019-01-04,149423
2019-01-05,149420
2019-01-06,149699
2019-01-08,149585
2019-01-10,149344
2019-01-11,149373
2019-01-12,149507
2019-01-13,149648
2019-01-14,149417
2019-01-15,149297
2019-01-16,149559
2019-01-17,149469
2019-01-18,149403
2019-01-19,149384
2019-01-20,149410
2019-01-21,149413
2019-01-22,149432
2019-01-23,149450
2019-01-24,149430
2019-01-25,149450
2019-01-26,149427
2019-01-27,149520
2019-01-28,149481
2019-01-29,149430
2019-01-30,149434
2019-01-31,149388
2019-02-01,149402
2019-02-02,149423
2019-02-03,149386
2019-02-04,149389
2019-02-05,149408
2019-02-06,149417
2019-02-07,149225
2019-02-08,149341
2019-02-09,149443
2019-02-10,149440
2019-02-11,149435
2019-02-12,149223
2019-02-13,149336
2019-02-14,149358
2019-02-15,149356
2019-02-16,149207
2019-02-17,149365
2019-02-18,149421
2019-02-19,149460
2019-02-20,149470
2019-02-21,149471
2019-02-22,149482
2019-02-23,149477
2019-02-24,149422
2019-02-25,149414
2019-02-26,149434
2019-02-27,149458
2019-02-28,149401
2019-03-01,149379
2019-03-02,149430
2019-03-03,149450
2019-03-04,149457
2019-03-05,149490
2019-03-06,149528
2019-03-07,149570
2019-03-08,149549
2019-03-09,149474
2019-03-10,149448
2019-03-11,149443
2019-03-12,149418
2019-03-13,149410
2019-03-14,149288
2019-03-15,149275
2019-03-16,149334
2019-03-17,149294
2019-03-18,149304
2019-03-19,149373
2019-03-20,149384
2019-03-21,149423
2019-03-22,149473
2019-03-23,149384
2019-03-24,149363
2019-03-25,149416
2019-03-26,149411
2019-03-27,149407
2019-03-28,149393
2019-03-29,149426
