date_obj,Iron%20boots price
2019-04-02,3946
2019-04-03,3853
2019-04-04,3925
2019-04-05,3908
2019-04-06,3879
2019-04-07,3869
2019-04-08,3974
2019-04-09,4173
2019-04-10,4382
2019-04-11,4374
2019-04-12,4354
2019-04-13,4490
2019-04-14,4556
2019-04-15,4644
2019-04-16,4769
2019-04-17,4888
2019-04-18,5014
2019-04-19,5107
2019-04-20,5121
2019-04-21,5330
2019-04-22,5506
2019-04-23,5620
2019-04-24,5786
2019-04-25,5695
2019-04-26,5698
2019-04-27,5701
2019-04-28,5597
2019-04-29,5468
2019-04-30,5269
2019-05-01,5011
2019-05-02,4951
2019-05-03,5089
2019-05-04,5003
2019-05-05,4893
2019-05-06,4655
2019-05-07,4530
2019-05-08,4349
2019-05-09,4148
2019-05-10,3960
2019-05-11,3836
2019-05-12,3768
2019-05-13,3861
2019-05-14,4055
2019-05-15,4258
2019-05-16,4471
2019-05-17,4695
2019-05-18,4772
2019-05-19,4797
2019-05-20,4743
2019-05-21,4854
2019-05-22,4975
2019-05-23,5140
2019-05-24,5397
2019-05-25,5587
2019-05-26,5645
2019-05-27,5684
2019-05-28,5688
2019-05-29,5549
2019-05-30,5456
2019-05-31,5481
2019-06-01,5312
2019-06-02,5186
2019-06-03,5093
2019-06-04,4955
2019-06-05,4707
2019-06-06,4482
2019-06-07,4261
2019-06-08,4089
2019-06-09,3986
2019-06-10,3938
2019-06-11,3941
2019-06-12,4011
2019-06-13,4138
2019-06-14,3983
2019-06-15,3799
2019-06-16,3777
2019-06-17,3774
2019-06-18,3817
2019-06-19,3747
2019-06-20,3744
2019-06-21,3745
2019-06-22,3640
2019-06-23,3559
2019-06-24,3528
2019-06-25,3649
2019-06-26,3701
2019-06-27,3562
2019-06-28,3489
2019-06-29,3468
2019-06-30,3487
2019-07-01,3427
2019-07-02,3335
2019-07-03,3353
2019-07-04,3264
2019-07-05,3135
2019-07-06,3089
2019-07-07,3028
2019-07-08,2989
2019-07-09,2934
2019-07-10,2810
2019-07-11,2831
2019-07-12,2713
2019-07-13,2578
2019-07-14,2562
2019-07-15,2597
2019-07-16,2619
2019-07-17,2704
2019-07-18,2788
2019-07-19,2825
2019-07-20,2806
2019-07-21,2860
2019-07-22,2850
2019-07-23,2821
2019-07-24,2886
2019-07-25,2915
2019-07-26,2831
2019-07-27,2841
2019-07-28,2876
2019-07-29,2881
2019-07-30,2856
2019-07-31,2876
2019-08-01,2901
2019-08-02,2873
2019-08-03,2920
2019-08-04,2896
2019-08-05,2999
2019-08-06,3078
2019-08-07,3108
2019-08-08,3144
2019-08-09,3147
2019-08-10,3162
2019-08-11,3047
2019-08-12,2918
2019-08-13,2828
2019-08-14,2818
2019-08-15,2771
2019-08-16,2718
2019-08-17,2718
2019-08-18,2727
2019-08-19,2714
2019-08-20,2659
2019-08-21,2650
2019-08-22,2626
2019-08-23,2662
2019-08-24,2686
2019-08-24,2686
2019-08-25,2685
2019-08-25,2685
2019-08-26,2760
2019-08-26,2760
2019-08-27,2868
2019-08-27,2868
2019-08-28,2911
2019-08-29,2995
2019-08-30,3127
2019-08-31,3150
2019-09-01,3248
2019-09-02,3248
2019-09-03,3392
2019-09-04,3562
2019-09-05,3704
2019-09-06,3767
2019-09-07,3877
2019-09-08,3913
2019-09-09,3829
2019-09-10,3637
2019-09-11,3586
2019-09-12,3486
2019-09-13,3454
2019-09-14,3298
2019-09-15,3164
2019-09-16,3067
2019-09-17,3038
2019-09-18,2956
2019-09-19,2956
2019-09-20,2922
2019-09-21,2866
2019-09-22,2913
2019-09-23,2907
2019-09-24,2907
2019-09-25,2882
2019-09-26,2889
2019-09-27,2909
2019-09-28,2918
2019-09-29,2922
2019-09-30,2873
2019-10-01,2944
2019-10-02,2921
2019-10-03,2931
2019-10-04,2829
2019-10-05,2804
2019-10-06,2792
2019-10-07,2773
2019-10-08,2737
2019-10-09,2737
2019-10-10,2746
2019-10-11,2775
2019-10-12,2769
2019-10-13,2730
2019-10-14,2736
2019-10-15,2780
2019-10-16,2726
2019-10-17,2779
2019-10-18,2796
2019-10-19,2768
2019-10-20,2725
2019-10-21,2711
2019-10-22,2678
2019-10-23,2634
2019-10-24,2604
2019-10-25,2505
2019-10-26,2482
2019-10-27,2357
2019-10-28,2243
2019-10-29,2243
2019-10-30,2182
2019-10-31,2118
2019-11-01,2086
2019-11-02,2052
2019-11-03,2016
2019-11-04,1958
2019-11-05,1958
2019-11-06,1876
2019-11-07,1807
2019-11-08,1793
2019-11-09,1710
2019-11-10,1677
2019-11-11,1613
2019-11-12,1606
2019-11-13,1677
2019-11-14,1744
2019-11-15,1832
2019-11-16,1924
2019-11-17,1924
2019-11-18,2021
2019-11-19,2123
2019-11-20,2230
2019-11-21,2230
2019-11-22,2337
2019-11-23,2454
2019-11-24,2577
2019-11-25,2706
2019-11-26,2842
2019-11-27,2842
2019-11-28,2985
2019-11-29,3092
2019-11-30,3247
2019-12-01,3409
2019-12-02,3531
2019-12-03,3687
2019-12-04,3823
2019-12-05,3823
2019-12-06,3900
2019-12-07,3876
2019-12-08,3947
2019-12-09,3948
2019-12-10,3950
2019-12-11,4097
2019-12-12,4063
2019-12-13,4035
2019-12-14,4188
2019-12-15,4380
2019-12-16,4548
2019-12-17,4719
2019-12-18,4912
2019-12-19,5026
2019-12-20,4992
2019-12-21,4947
2019-12-22,4711
2019-12-23,4487
2019-12-24,4393
2019-12-25,4331
2019-12-26,4413
2019-12-27,4634
2019-12-28,4866
2019-12-29,5109
2019-12-30,5365
2019-12-31,5634
2020-01-01,5916
2020-01-02,6165
2020-01-03,6207
2020-01-04,6181
2020-01-05,6036
2020-01-06,6195
2020-01-07,6486
2020-01-08,6486
2020-01-09,6524
2020-01-10,6486
2020-01-11,6290
2020-01-12,6230
2020-01-13,6230
2020-01-14,5973
2020-01-15,5779
2020-01-16,5686
2020-01-17,5717
2020-01-18,5595
2020-01-19,5861
2020-01-20,6155
2020-01-21,6153
2020-01-22,6141
2020-01-23,6145
2020-01-24,6083
2020-01-25,5908
2020-01-26,5913
2020-01-27,5900
2020-01-28,6014
2020-01-29,5912
2020-01-30,5730
2020-01-31,5461
2020-02-01,5346
2020-02-02,5090
2020-02-03,4849
2020-02-04,4685
2020-02-05,4583
2020-02-06,4755
2020-02-07,4893
2020-02-08,4865
2020-02-09,4906
2020-02-10,4995
2020-02-11,4996
2020-02-12,4887
2020-02-13,4807
2020-02-14,4670
2020-02-15,4475
2020-02-16,4264
2020-02-17,4140
2020-02-18,3966
2020-02-19,3788
2020-02-20,3676
2020-02-21,3676
2020-02-22,3616
2020-02-23,3546
2020-02-24,3504
2020-02-25,3628
2020-02-26,3447
2020-02-27,3346
2020-02-28,3228
2020-02-29,3112
2020-03-01,3020
2020-03-02,2953
2020-03-03,2823
2020-03-04,2690
2020-03-05,2649
2020-03-06,2688
2020-03-07,2700
2020-03-08,2787
2020-03-09,2885
2020-03-10,2769
2020-03-11,2673
2020-03-12,2669
2020-03-13,2680
2020-03-14,2802
2020-03-15,2899
2020-03-16,2998
2020-03-17,3106
2020-03-18,3200
2020-03-19,3276
2020-03-20,3383
2020-03-21,3542
2020-03-22,3643
2020-03-23,3826
2020-03-24,4018
2020-03-25,4102
2020-03-26,4159
2020-03-27,4153
2020-03-28,4340
2020-03-29,4557
2020-03-30,4755
2020-03-31,4918
2020-04-01,4978
2020-04-02,4933
2020-04-03,4919
2020-04-04,4766
2020-04-05,4804
2020-04-06,4757
2020-04-07,4519
2020-04-08,4293
2020-04-09,4082
2020-04-10,3899
2020-04-11,3759
2020-04-12,3577
2020-04-13,3398
2020-04-14,3228
2020-04-15,3066
2020-04-16,2912
2020-04-17,2815
2020-04-18,2685
2020-04-19,2552
2020-04-20,2495
2020-04-21,2509
2020-04-22,2593
2020-04-23,2723
2020-04-24,2860
2020-04-25,2888
2020-04-26,2874
2020-04-27,2864
2020-04-28,2855
2020-04-29,2993
2020-04-30,3064
2020-05-01,2999
2020-05-02,2975
2020-05-03,2957
2020-05-04,2977
2020-05-05,2919
2020-05-06,2882
2020-05-07,2757
2020-05-08,2793
2020-05-09,2678
2020-05-10,2614
2020-05-11,2575
2020-05-12,2603
2020-05-13,2602
