date_obj,Onyx%20bolts%20(e) price
2019-04-06,8722
2019-04-07,8731
2019-04-08,8738
2019-04-09,8734
2019-04-10,8732
2019-04-11,8719
2019-04-12,8640
2019-04-13,8628
2019-04-14,8675
2019-04-15,8712
2019-04-16,8691
2019-04-17,8694
2019-04-18,8657
2019-04-19,8685
2019-04-20,8711
2019-04-21,8717
2019-04-22,8709
2019-04-23,8709
2019-04-24,8709
2019-04-25,8699
2019-04-26,8689
2019-04-27,8649
2019-04-28,8671
2019-04-29,8670
2019-04-30,8689
2019-05-01,8699
2019-05-02,8711
2019-05-03,8699
2019-05-04,8694
2019-05-05,8694
2019-05-06,8690
2019-05-07,8698
2019-05-08,8710
2019-05-09,8727
2019-05-10,8717
2019-05-11,8702
2019-05-12,8709
2019-05-13,8705
2019-05-14,8709
2019-05-15,8700
2019-05-16,8693
2019-05-17,8698
2019-05-18,8685
2019-05-19,8700
2019-05-20,8698
2019-05-21,8686
2019-05-22,8686
2019-05-23,8692
2019-05-24,8699
2019-05-25,8710
2019-05-26,8695
2019-05-27,8697
2019-05-28,8697
2019-05-29,8679
2019-05-30,8692
2019-05-31,8696
2019-06-01,8690
2019-06-02,8689
2019-06-03,8686
2019-06-04,8694
2019-06-05,8710
2019-06-06,8723
2019-06-07,8702
2019-06-08,8676
2019-06-09,8678
2019-06-10,8625
2019-06-11,8663
2019-06-12,8693
2019-06-13,8714
2019-06-14,8715
2019-06-15,8726
2019-06-16,8711
2019-06-17,8712
2019-06-18,8709
2019-06-19,8711
2019-06-20,8702
2019-06-21,8702
2019-06-22,8703
2019-06-23,8688
2019-06-24,8677
2019-06-25,8672
2019-06-26,8660
2019-06-27,8678
2019-06-28,8691
2019-06-29,8691
2019-06-30,8692
2019-07-01,8688
2019-07-02,8694
2019-07-03,8702
2019-07-04,8675
2019-07-05,8696
2019-07-06,8705
2019-07-07,8667
2019-07-08,8694
2019-07-09,8698
2019-07-10,8697
2019-07-11,8694
2019-07-12,8695
2019-07-13,8683
2019-07-14,8688
2019-07-15,8690
2019-07-16,8692
2019-07-17,8707
2019-07-18,8698
2019-07-19,8675
2019-07-20,8684
2019-07-21,8682
2019-07-22,8673
2019-07-23,8676
2019-07-24,8681
2019-07-25,8673
2019-07-26,8656
2019-07-27,8660
2019-07-28,8660
2019-07-29,8671
2019-07-30,8669
2019-07-31,8668
2019-08-01,8672
2019-08-02,8669
2019-08-03,8656
2019-08-04,8647
2019-08-05,8616
2019-08-06,8621
2019-08-07,8661
2019-08-08,8634
2019-08-09,8616
2019-08-10,8606
2019-08-11,8631
2019-08-12,8639
2019-08-13,8644
2019-08-14,8650
2019-08-15,8654
2019-08-16,8657
2019-08-17,8671
2019-08-18,8670
2019-08-19,8668
2019-08-20,8666
2019-08-21,8665
2019-08-22,8673
2019-08-23,8664
2019-08-24,8663
2019-08-24,8663
2019-08-25,8644
2019-08-25,8644
2019-08-26,8664
2019-08-26,8664
2019-08-27,8641
2019-08-27,8641
2019-08-28,8666
2019-08-29,8668
2019-08-30,8673
2019-08-31,8668
2019-09-01,8679
2019-09-02,8679
2019-09-03,8669
2019-09-04,8671
2019-09-05,8667
2019-09-06,8664
2019-09-07,8619
2019-09-08,8615
2019-09-09,8637
2019-09-10,8659
2019-09-11,8661
2019-09-12,8660
2019-09-13,8669
2019-09-14,8681
2019-09-15,8691
2019-09-16,8681
2019-09-17,8691
2019-09-18,8668
2019-09-19,8671
2019-09-20,8607
2019-09-21,8622
2019-09-22,8635
2019-09-23,8626
2019-09-24,8650
2019-09-25,8654
2019-09-26,8647
2019-09-27,8652
2019-09-28,8619
2019-09-29,8635
2019-09-30,8642
2019-10-01,8652
2019-10-02,8651
2019-10-03,8653
2019-10-04,8637
2019-10-05,8633
2019-10-06,8541
2019-10-07,8490
2019-10-08,8548
2019-10-09,8616
2019-10-10,8629
2019-10-11,8608
2019-10-12,8602
2019-10-13,8590
2019-10-14,8583
2019-10-15,8605
2019-10-16,8621
2019-10-17,8619
2019-10-18,8623
2019-10-19,8628
2019-10-20,8627
2019-10-21,8633
2019-10-22,8629
2019-10-23,8607
2019-10-24,8594
2019-10-25,8593
2019-10-26,8572
2019-10-27,8558
2019-10-28,8565
2019-10-29,8567
2019-10-30,8557
2019-10-31,8564
2019-11-01,8586
2019-11-02,8562
2019-11-03,8581
2019-11-04,8596
2019-11-05,8590
2019-11-06,8594
2019-11-07,8603
2019-11-08,8608
2019-11-09,8618
2019-11-10,8565
2019-11-11,8589
2019-11-12,8582
2019-11-13,8579
2019-11-14,8583
2019-11-15,8546
2019-11-16,8567
2019-11-17,8573
2019-11-18,8582
2019-11-19,8594
2019-11-20,8585
2019-11-21,8579
2019-11-22,8520
2019-11-23,8536
2019-11-24,8553
2019-11-25,8565
2019-11-26,8583
2019-11-27,8596
2019-11-28,8585
2019-11-29,8582
2019-11-30,8566
2019-12-01,8570
2019-12-02,8569
2019-12-03,8573
2019-12-04,8577
2019-12-05,8580
2019-12-06,8577
2019-12-07,8561
2019-12-08,8515
2019-12-09,8494
2019-12-10,8512
2019-12-11,8520
2019-12-12,8528
2019-12-13,8535
2019-12-14,8543
2019-12-15,8573
2019-12-16,8606
2019-12-17,8597
2019-12-18,8610
2019-12-19,8597
2019-12-20,8584
2019-12-21,8603
2019-12-22,8591
2019-12-23,8579
2019-12-24,8608
2019-12-25,8619
2019-12-26,8641
2019-12-27,8623
2019-12-28,8579
2019-12-29,8568
2019-12-30,8552
2019-12-31,8554
2020-01-01,8552
2020-01-02,8594
2020-01-03,8613
2020-01-04,8617
2020-01-05,8579
2020-01-06,8600
2020-01-07,8603
2020-01-08,8594
2020-01-09,8603
2020-01-10,8610
2020-01-11,8609
2020-01-12,8621
2020-01-13,8638
2020-01-14,8624
2020-01-15,8633
2020-01-16,8649
2020-01-17,8637
2020-01-18,8633
2020-01-19,8601
2020-01-20,8603
2020-01-21,8610
2020-01-22,8611
2020-01-23,8617
2020-01-24,8619
2020-01-25,8582
2020-01-26,8599
2020-01-27,8613
2020-01-28,8626
2020-01-29,8618
2020-01-30,8618
2020-01-31,8618
2020-02-01,8606
2020-02-02,8600
2020-02-03,8612
2020-02-04,8615
2020-02-05,8611
2020-02-06,8605
2020-02-07,8584
2020-02-08,8577
2020-02-09,8587
2020-02-10,8587
2020-02-11,8595
2020-02-12,8594
2020-02-13,8590
2020-02-14,8596
2020-02-15,8596
2020-02-16,8597
2020-02-17,8593
2020-02-18,8607
2020-02-19,8608
2020-02-20,8600
2020-02-21,8624
2020-02-22,8610
2020-02-23,8597
2020-02-24,8600
2020-02-25,8608
2020-02-26,8614
2020-02-27,8625
2020-02-28,8605
2020-02-29,8622
2020-03-01,8625
2020-03-02,8643
2020-03-03,8638
2020-03-04,8634
2020-03-05,8638
2020-03-06,8622
2020-03-07,8634
2020-03-08,8632
2020-03-09,8620
2020-03-10,8620
2020-03-11,8634
2020-03-12,8641
2020-03-13,8633
2020-03-14,8621
2020-03-15,8614
2020-03-16,8638
2020-03-17,8637
2020-03-18,8634
2020-03-19,8632
2020-03-20,8634
2020-03-21,8643
2020-03-22,8643
2020-03-23,8639
2020-03-24,8633
2020-03-25,8630
2020-03-26,8637
2020-03-27,8651
2020-03-28,8644
2020-03-29,8640
2020-03-30,8650
2020-03-31,8651
2020-04-01,8653
2020-04-02,8668
2020-04-03,8665
2020-04-04,8650
2020-04-05,8660
2020-04-06,8657
2020-04-07,8660
2020-04-08,8663
2020-04-09,8659
2020-04-10,8657
2020-04-11,8664
2020-04-12,8659
2020-04-13,8671
2020-04-14,8669
2020-04-15,8641
2020-04-16,8649
2020-04-17,8662
2020-04-18,8667
2020-04-19,8672
2020-04-20,8674
2020-04-21,8630
2020-04-22,8655
2020-04-23,8678
2020-04-24,8693
2020-04-25,8666
2020-04-26,8665
2020-04-27,8672
2020-04-28,8669
2020-04-29,8653
2020-04-30,8651
2020-05-01,8649
2020-05-02,8669
2020-05-03,8694
2020-05-04,8687
2020-05-05,8674
2020-05-06,8680
2020-05-07,8684
2020-05-08,8686
2020-05-09,8677
2020-05-10,8672
2020-05-11,8679
2020-05-12,8697
2020-05-13,8687
