date_obj,Guthix%20d'hide%20boots price
2016-10-17,1266883
2016-10-18,1266883
2016-10-19,1245368
2016-10-20,1245368
2016-10-21,1250539
2016-10-22,1250539
2016-10-23,1282283
2016-10-24,1262507
2016-10-25,1262507
2016-10-26,1229105
2016-10-27,1229105
2016-10-28,1186603
2016-10-29,1143415
2016-10-30,1143415
2016-10-31,1115084
2016-11-01,1115084
2016-11-02,1117064
2016-11-03,1117064
2016-11-04,1092226
2016-11-05,1092226
2016-11-06,1094000
2016-11-07,1094000
2016-11-08,1063356
2016-11-09,1046430
2016-11-10,1015571
2016-11-11,1015571
2016-11-12,991418
2016-11-13,991418
2016-11-14,971238
2016-11-15,958408
2016-12-07,764386
2016-12-08,771706
2016-12-09,788966
2016-12-10,788966
2016-12-11,785866
2016-12-12,787056
2016-12-13,791113
2016-12-14,798442
2016-12-15,798442
2016-12-16,823962
2016-12-17,852349
2016-12-18,852349
2016-12-19,884835
2016-12-20,907973
2016-12-21,927987
2016-12-22,927987
2016-12-23,951008
2016-12-24,951008
2016-12-25,979045
2016-12-26,959857
2016-12-27,967194
2016-12-28,1011377
2016-12-29,1053226
2016-12-30,1053226
2016-12-31,1031048
2017-01-01,1018951
2017-01-02,997326
2017-01-03,987710
2017-01-04,980606
2017-01-05,962733
2017-01-06,962636
2017-01-07,972267
2017-01-08,995255
2017-01-09,996498
2017-01-10,1004541
2017-01-11,998982
2017-01-12,1030337
2017-01-13,1021194
2017-01-14,1022295
2017-01-15,1024411
2017-01-16,1004265
2017-01-17,1029440
2017-01-18,1045752
2017-01-19,1054904
2017-01-20,1080463
2017-01-21,1103369
2017-01-22,1123561
2017-01-23,1138112
2017-01-27,1182131
2017-01-28,1173046
2017-01-29,1135537
2017-01-30,1142782
2017-01-31,1120508
2017-02-01,1120919
2017-02-02,1068446
2017-02-03,1017709
2017-02-04,982293
2017-02-05,966031
2017-02-06,983962
2017-02-07,974902
2017-02-08,964339
2017-02-09,964339
2017-02-10,966599
2017-02-11,966889
2017-02-12,967880
2017-02-13,965922
2017-02-14,981466
2017-02-15,995723
2017-02-16,1014154
2017-02-18,1007621
2017-02-19,1003842
2017-02-20,992104
2017-02-21,987530
2017-02-22,992621
2017-02-23,996623
2017-02-24,998864
2017-02-25,1010687
2017-02-26,1027109
2017-02-27,1007127
2017-02-28,982474
2017-03-01,980890
2017-03-02,985948
2017-03-03,1007211
2017-03-04,1006677
2017-03-05,1011408
2017-03-06,988677
2017-03-07,992051
2017-03-08,996796
2017-03-09,990221
2017-03-10,981368
2017-03-11,986837
2017-03-12,1005420
2017-03-13,992149
2017-03-14,980465
2017-03-15,969119
2017-03-16,939922
2017-03-17,929672
2017-03-18,936379
2017-03-19,919289
2017-03-20,912450
2017-03-21,905178
2017-03-22,904702
2017-03-23,894716
2017-03-24,866565
2017-03-25,871238
2017-03-26,878223
2017-03-27,901800
2017-03-28,902050
2017-03-29,902612
2017-03-30,906715
2017-03-31,920436
2017-04-01,914070
2017-04-02,913357
2017-04-03,902348
2017-04-04,912512
2017-04-12,871924
2017-04-13,889988
2017-04-14,918825
2017-04-15,894561
2017-04-16,882686
2017-04-17,884102
2017-04-18,889047
2017-04-19,881830
2017-04-20,879515
2017-04-21,868899
2017-04-22,871347
2017-04-23,896023
2017-04-24,893087
2017-04-25,889302
2017-04-26,885908
2017-04-27,880334
2017-04-28,881965
2017-04-29,893657
2017-04-30,937437
2017-05-01,950745
2017-05-02,942992
2017-05-03,937975
2017-05-04,919996
2017-05-05,893497
2017-05-06,891420
2017-05-07,856099
2017-05-08,818012
2017-05-09,781098
2017-05-10,792694
2017-05-11,815985
2017-05-12,819263
2017-05-13,804474
2017-05-14,807998
2017-05-15,817368
2017-05-16,808775
2017-05-17,810782
2017-05-18,817361
2017-05-19,811889
2017-05-20,805951
2017-05-21,805951
2017-05-22,793533
2017-05-23,795763
2017-05-24,783982
2017-05-25,752844
2017-05-26,720333
2017-05-27,697709
2017-05-28,694694
2017-05-29,688816
2017-05-30,670983
2017-05-31,674773
2017-06-01,688732
2017-06-02,721149
2017-06-03,756968
2017-06-04,794702
2017-06-05,828967
2017-06-06,823497
2017-06-07,814557
2017-06-08,799652
2017-06-09,797994
2017-06-10,798870
2017-06-11,805289
2017-06-12,792496
2017-06-13,759940
2017-06-14,754309
2017-06-15,747341
2017-06-16,745128
2017-06-17,747516
2017-06-18,766817
2017-06-19,766817
2017-06-20,729415
2017-06-21,710191
2017-06-22,705766
2017-06-23,703724
2017-06-24,707515
2017-06-25,685586
2017-06-26,663856
2017-06-27,651258
2017-06-28,651793
2017-06-29,660846
2017-06-30,663480
2017-07-01,663480
2017-07-02,656280
2017-07-03,640084
2017-07-04,641246
2017-07-05,641246
2017-07-06,627848
2017-07-07,637718
2017-07-08,637442
2017-07-13,688247
2017-07-14,666837
2017-07-15,666837
2017-07-16,655093
2017-07-17,644058
2017-07-18,628028
2017-07-19,625844
2017-07-20,635197
2017-07-21,659318
2017-07-22,690357
2017-07-23,671416
2017-07-24,641822
2017-07-25,620994
2017-07-26,622788
2017-07-27,616198
2017-07-28,599164
2017-07-29,596454
2017-07-30,618946
2017-07-31,618946
2017-08-01,628491
2017-08-02,646810
2017-08-03,633447
2017-08-04,624355
2017-08-05,639312
2017-08-06,642052
2017-08-09,647590
2017-08-10,656117
2017-08-11,633456
2017-08-12,626503
2017-08-13,618256
2017-08-14,610593
2017-08-15,606109
2017-08-16,596894
2017-08-17,583682
2017-08-18,583682
2017-08-19,569924
2017-08-20,569799
2017-08-21,566500
2017-08-22,577520
2017-08-23,582603
2017-08-24,597324
2017-08-25,616913
2017-08-26,647357
2017-08-27,679725
2017-08-28,709639
2017-08-29,709639
2017-08-30,678047
2017-08-31,645711
2017-09-01,631175
2017-09-02,616447
2017-09-03,616447
2017-09-04,588088
2017-09-05,589120
2017-09-06,575425
2017-09-07,576196
2017-09-08,576423
2017-09-09,594721
2017-09-10,589451
2017-09-11,593950
2017-09-12,595224
2017-09-13,604444
2017-09-14,626801
2017-09-15,626801
2017-09-16,619594
2017-09-17,615355
2017-09-18,616527
2017-09-19,615391
2017-09-20,603609
2017-09-21,595834
2017-09-22,594290
2017-09-23,594290
2017-09-24,594461
2017-09-25,579472
2017-09-26,573081
2017-09-27,578196
2017-09-28,590273
2017-09-29,587144
2017-09-30,594228
2017-10-01,601375
2017-10-02,598241
2017-10-03,583146
2017-10-04,587544
2017-10-05,598181
2017-10-06,625137
2017-10-07,630455
2017-10-08,623794
2017-10-09,611829
2017-10-10,618296
2017-10-11,618296
2017-10-12,641014
2017-10-13,670261
2017-10-14,674898
2017-10-15,674898
2017-10-16,671893
2017-10-17,671893
2017-10-18,679921
2017-10-19,676845
2017-10-20,675217
2017-10-21,665425
2017-10-22,647946
2017-10-23,630527
2017-10-24,619386
2017-10-25,614130
2017-10-26,607529
2017-10-27,618759
2017-10-28,618759
2017-10-29,635770
2017-10-30,637673
2017-10-31,634692
2017-11-01,634692
2017-11-02,635588
2017-11-03,637054
2017-11-04,648242
2017-11-05,648556
2017-11-06,651655
2017-11-07,641394
2017-11-08,635907
2017-11-09,637344
2017-11-10,616625
2017-11-11,599182
2017-11-12,601296
2017-11-13,602786
2017-11-14,599976
2017-11-15,602059
2017-11-16,595888
2017-11-17,579782
2017-11-18,586265
2017-11-19,576442
2017-11-20,559760
2017-11-21,545804
2017-11-22,529794
2017-11-23,524205
2017-11-24,513395
2017-11-25,494546
2017-11-26,469827
2017-11-27,469827
2017-11-28,452688
2017-11-29,453323
2017-11-30,465146
2017-12-01,480203
2017-12-02,490206
2017-12-03,490987
2017-12-04,485496
2017-12-05,486786
2017-12-06,484490
2017-12-07,486099
2017-12-08,494485
2017-12-09,499563
2017-12-10,512713
2017-12-11,506125
2017-12-12,508050
2017-12-13,520810
2017-12-14,522286
2017-12-15,519902
2017-12-16,530636
2017-12-17,533295
2017-12-18,547177
2017-12-19,561713
2017-12-20,578701
2017-12-21,586455
2017-12-22,604744
2017-12-23,611614
2017-12-24,623930
2017-12-25,638291
2017-12-26,661735
2017-12-27,685123
2017-12-28,712978
2017-12-29,716494
2017-12-30,699975
2017-12-31,674529
2018-01-01,678308
2018-01-02,675326
2018-01-03,701738
2018-01-04,726205
2018-01-05,757770
2018-01-06,787665
2018-01-07,809451
2018-01-08,832298
2018-01-09,873551
2018-01-10,913336
2018-01-11,936233
2018-01-12,969908
2018-01-13,944557
2018-01-14,944144
2018-01-15,937150
2018-01-16,930435
2018-01-17,917061
2018-01-18,911788
2018-01-19,911788
2018-01-20,871581
2018-01-21,833696
2018-01-22,829470
2018-01-23,820505
2018-01-25,809386
2018-01-26,818480
2018-01-27,812140
2018-01-28,795105
2018-01-29,777215
2018-01-30,738419
2018-01-31,721487
2018-02-01,694355
2018-02-02,710163
2018-02-03,712799
2018-02-04,736375
2018-02-05,757913
2018-02-06,761309
2018-02-07,768902
2018-02-08,786387
2018-02-09,806652
2018-02-10,808454
2018-02-11,794009
2018-02-12,765158
2018-02-13,742169
2018-02-14,741376
2018-02-15,708578
2018-02-16,691676
2018-02-17,708425
2018-02-18,708899
2018-02-19,732675
2018-02-20,724572
2018-02-21,714166
2018-02-22,713386
2018-02-23,726276
2018-02-24,750094
2018-02-25,743065
2018-02-26,743694
2018-02-27,768532
2018-02-28,791224
2018-03-01,807357
2018-03-02,827152
2018-03-03,827356
2018-03-04,818636
2018-03-05,817145
2018-03-06,849392
2018-03-07,848053
2018-03-08,838525
2018-03-09,832144
2018-03-10,845504
2018-03-11,830493
2018-03-12,859716
2018-03-13,862224
2018-03-14,881292
2018-03-15,883673
2018-03-16,882882
2018-03-17,912386
2018-03-18,886407
2018-03-19,883959
2018-03-20,894266
2018-03-21,909894
2018-03-23,892196
2018-03-24,875566
2018-03-25,855601
2018-03-26,852558
2018-03-27,827415
2018-03-28,825522
2018-03-29,806145
2018-03-30,824715
2018-03-31,831761
2018-04-01,856915
2018-04-02,862184
2018-04-03,864102
2018-04-04,898758
2018-04-05,895342
2018-04-06,884941
2018-04-07,881770
2018-04-08,879088
2018-04-09,871378
2018-04-10,869707
2018-04-11,865794
2018-04-12,852594
2018-04-13,838320
2018-04-14,825467
2018-04-15,831444
2018-04-16,828102
2018-04-17,830563
2018-04-18,846732
2018-04-19,850501
2018-04-20,865030
2018-04-21,857393
2018-04-22,862207
2018-04-23,869830
2018-04-24,891213
2018-04-25,904617
2018-04-26,913259
2018-04-27,951737
2018-04-28,963442
2018-04-29,958492
2018-04-30,941416
2018-05-01,934019
2018-05-03,909660
2018-05-04,897166
2018-05-05,886129
2018-05-06,879630
2018-05-07,874266
2018-05-08,883629
2018-05-09,878804
2018-05-10,876180
2018-05-11,874081
2018-05-12,889022
2018-05-13,887994
2018-05-14,882132
2018-05-15,873254
2018-05-16,873705
2018-05-17,872604
2018-05-18,884057
2018-05-19,899527
2018-05-20,931831
2018-05-21,918588
2018-05-22,906874
2018-05-23,912359
2018-05-24,915922
2018-05-25,936366
2018-05-26,981844
2018-05-27,1009006
2018-05-28,1041416
2018-05-29,1036577
2018-05-30,993438
2018-05-31,982668
2018-06-01,980023
2018-06-02,972612
2018-06-03,949096
2018-06-04,936702
2018-06-05,910770
2018-06-06,899254
2018-06-07,868585
2018-06-08,854761
2018-06-09,856753
2018-06-10,856454
2018-06-11,863160
2018-06-12,852569
2018-06-13,850752
2018-06-14,875909
2018-06-15,882731
2018-06-16,864492
2018-06-17,847680
2018-06-18,840554
2018-06-19,834478
2018-06-20,849702
2018-06-21,860575
2018-06-22,860200
2018-06-23,846208
2018-06-24,840298
2018-06-25,865102
2018-06-26,877717
2018-06-27,878258
2018-06-28,874560
2018-06-29,876284
2018-06-30,880791
2018-07-01,873367
2018-07-02,873569
2018-07-03,888135
2018-07-04,890603
2018-07-05,887883
2018-07-06,912864
2018-07-07,935005
2018-07-08,965469
2018-07-09,983636
2018-07-10,995064
2018-07-11,1032041
2018-07-12,1031844
2018-07-13,1070093
2018-07-14,1114334
2018-07-15,1116485
2018-07-16,1087451
2018-07-17,1116250
2018-07-18,1131176
2018-07-19,1098052
2018-07-20,1052385
2018-07-21,1069343
2018-07-22,1094646
2018-07-23,1073440
2018-07-24,1056492
2018-07-25,1048111
2018-07-26,1040622
2018-07-27,1003881
2018-07-28,1004327
2018-07-29,1046804
2018-07-30,1011220
2018-07-31,999391
2018-08-01,992053
2018-08-02,990605
2018-08-03,991367
2018-08-04,989337
2018-08-05,991801
2018-08-06,1005611
2018-08-07,1029296
2018-08-08,1040238
2018-08-09,1023447
2018-08-10,1022504
2018-08-11,1033475
2018-08-12,1054726
2018-08-14,1073310
2018-08-16,1037968
2018-08-17,998949
2018-08-18,991225
2018-08-19,978701
2018-08-20,982962
2018-08-21,985778
2018-08-22,1003474
2018-08-23,984220
2018-08-24,979967
2018-08-25,976476
2018-08-26,974055
2018-08-27,967029
2018-08-28,949917
2018-08-29,948077
2018-08-30,942981
2018-08-31,965431
2018-09-01,958656
2018-09-02,951099
2018-09-03,954106
2018-09-04,952904
2018-09-05,944716
2018-09-06,941631
2018-09-07,934000
2018-09-08,917556
2018-09-09,883857
2018-09-10,866502
2018-09-11,869513
2018-09-12,883557
2018-09-13,922336
2018-09-14,948760
2018-09-15,976110
2018-09-16,969562
2018-09-17,979801
2018-09-18,993080
2018-09-19,973078
2018-09-20,946852
2018-09-21,913116
2018-09-22,910764
2018-09-23,927726
2018-09-24,947335
2018-09-25,938392
2018-09-26,942116
2018-09-27,934737
2018-09-28,926447
2018-09-29,922855
2018-09-30,914305
2018-10-01,905232
2018-10-02,897587
2018-10-03,905018
2018-10-04,905906
2018-10-05,904757
2018-10-06,894480
2018-10-07,892365
2018-10-08,884210
2018-10-09,894627
2018-10-10,895349
2018-10-11,908722
2018-10-12,908202
2018-10-13,906600
2018-10-14,901848
2018-10-15,896507
2018-10-16,884586
2018-10-17,879475
2018-10-18,871394
2018-10-19,874438
2018-10-20,859047
2018-10-21,855474
2018-10-22,838925
2018-10-23,817499
2018-10-25,805566
2018-10-26,797521
2018-10-27,806237
2018-10-28,814049
2018-10-29,841543
2018-10-30,847595
2018-10-31,860443
2018-11-01,880436
2018-11-03,886979
2018-11-04,916968
2018-11-05,956902
2018-11-06,962090
2018-11-07,968366
2018-11-08,969302
2018-11-09,978502
2018-11-10,993369
2018-11-11,1000622
2018-11-12,996147
2018-11-13,1003995
2018-11-14,1011644
2018-11-15,1009941
2018-11-16,1022660
2018-11-17,1022675
2018-11-18,1024336
2018-11-19,1057277
2018-11-20,1065409
2018-11-21,1046966
2018-11-22,1048388
2018-11-23,1076813
2018-11-24,1084826
2018-11-25,1089045
2018-11-26,1094862
2018-11-27,1106683
2018-11-28,1117193
2018-11-29,1113993
2018-12-01,1103231
2018-12-02,1094056
2018-12-03,1126313
2018-12-05,1110695
2018-12-07,1109135
2018-12-09,1121408
2018-12-10,1129643
2018-12-11,1138646
2018-12-12,1154791
2018-12-13,1155157
2018-12-14,1166250
2018-12-15,1151192
2018-12-16,1157362
2018-12-17,1159992
2018-12-18,1195011
2018-12-19,1214427
2018-12-20,1204805
2018-12-21,1196929
2018-12-22,1193428
2018-12-23,1184514
2018-12-24,1199115
2018-12-25,1224851
2018-12-26,1224806
2018-12-27,1250885
2018-12-28,1263579
2018-12-29,1274644
2018-12-30,1310200
2018-12-31,1345485
2019-01-01,1326999
2019-01-02,1320485
2019-01-03,1320562
2019-01-04,1320992
2019-01-05,1319812
2019-01-06,1285921
2019-01-08,1261616
2019-01-10,1217387
2019-01-11,1168380
2019-01-12,1110297
2019-01-13,1057550
2019-01-14,1027869
2019-01-15,1008627
2019-01-16,1004644
2019-01-17,1009667
2019-01-18,995598
2019-01-19,1007304
2019-01-20,1038292
2019-01-21,1039003
2019-01-22,1054052
2019-01-23,1045599
2019-01-24,1064058
2019-01-25,1102778
2019-01-26,1144934
2019-01-27,1173997
2019-01-28,1153889
2019-01-29,1134388
2019-01-30,1114247
2019-01-31,1106462
2019-02-01,1095285
2019-02-02,1105516
2019-02-03,1140083
2019-02-04,1188875
2019-02-05,1215249
2019-02-06,1202577
2019-02-07,1193520
2019-02-08,1189361
2019-02-09,1188444
2019-02-10,1213882
2019-02-11,1168326
2019-02-12,1144694
2019-02-13,1093858
2019-02-14,1071988
2019-02-15,1065704
2019-02-16,1083886
2019-02-17,1075806
2019-02-18,1060569
2019-02-19,1096393
2019-02-20,1103762
2019-02-21,1089350
2019-02-22,1081483
2019-02-23,1077740
2019-02-24,1070536
2019-02-25,1062932
2019-02-26,1057767
2019-02-27,1052053
2019-02-28,1039026
2019-03-01,1038844
2019-03-02,1060799
2019-03-03,1103611
2019-03-04,1087781
2019-03-05,1073232
2019-03-06,1060481
2019-03-07,1053580
2019-03-08,1054020
2019-03-09,1061120
2019-03-10,1066580
2019-03-11,1081362
2019-03-12,1063481
2019-03-13,1053484
2019-03-14,1044115
2019-03-15,1038300
2019-03-16,1042699
2019-03-17,1032330
2019-03-18,1025884
2019-03-19,1014628
2019-03-20,1004466
2019-03-21,999979
2019-03-22,987704
2019-03-23,988434
2019-03-24,994780
2019-03-25,1001204
2019-03-26,983591
2019-03-27,960884
2019-03-28,967014
2019-03-29,978498
2019-03-30,1019681
2019-03-31,996413
2019-04-01,990256
2019-04-02,993235
2019-04-03,1004514
2019-04-04,1053618
2019-04-05,1081340
2019-04-06,1127619
2019-04-07,1119702
2019-04-08,1117465
2019-04-09,1109009
2019-04-10,1087278
2019-04-11,1048066
2019-04-12,1001643
2019-04-13,955728
2019-04-14,917559
2019-04-15,892829
2019-04-16,883843
2019-04-17,871314
2019-04-18,854733
2019-04-19,856989
2019-04-20,875231
2019-04-21,875382
2019-04-22,863775
2019-04-23,855894
2019-04-24,849305
2019-04-25,834507
2019-04-26,812224
2019-04-27,797853
2019-04-28,789667
2019-04-29,791309
2019-04-30,807172
2019-05-01,804692
2019-05-02,786176
2019-05-03,755062
2019-05-04,744323
2019-05-05,745223
2019-05-06,747161
2019-05-07,733317
2019-05-08,730456
2019-05-09,724209
2019-05-10,719321
2019-05-11,719581
2019-05-12,719698
2019-05-13,707290
2019-05-14,705392
2019-05-15,736926
2019-05-16,749836
2019-05-17,755185
2019-05-18,782800
2019-05-19,803049
2019-05-20,825403
2019-05-21,843608
2019-05-22,847299
2019-05-23,853748
2019-05-24,881760
2019-05-25,895361
2019-05-26,891102
2019-05-27,890441
2019-05-28,910238
2019-05-29,935452
2019-05-30,950035
2019-05-31,939718
2019-06-01,920121
2019-06-02,899227
2019-06-03,875617
2019-06-04,853209
2019-06-05,855626
2019-06-06,855840
2019-06-07,854048
2019-06-08,845486
2019-06-09,831394
2019-06-10,846543
2019-06-11,853038
2019-06-12,841115
2019-06-13,836152
2019-06-14,823944
2019-06-15,816286
2019-06-16,810496
2019-06-17,808013
2019-06-18,812903
2019-06-19,797592
2019-06-20,786798
2019-06-21,773726
2019-06-22,765447
2019-06-23,759476
2019-06-24,748762
2019-06-25,733236
2019-06-26,733643
2019-06-27,726330
2019-06-28,732546
2019-06-29,724884
2019-06-30,718704
2019-07-01,717807
2019-07-02,721581
2019-07-03,736844
2019-07-04,760660
2019-07-05,757988
2019-07-06,778421
2019-07-07,779562
2019-07-08,788146
2019-07-09,797314
2019-07-10,801676
2019-07-11,805827
2019-07-12,796838
2019-07-13,793128
2019-07-14,788634
2019-07-15,785108
2019-07-16,780257
2019-07-17,761747
2019-07-18,757224
2019-07-19,761547
2019-07-20,751145
2019-07-21,752927
2019-07-22,747822
2019-07-23,736427
2019-07-24,731237
2019-07-25,727237
2019-07-26,734643
2019-07-27,735090
2019-07-28,738693
2019-07-29,740964
2019-07-30,739650
2019-07-31,745460
2019-08-01,751783
2019-08-02,746464
2019-08-03,742030
2019-08-04,743443
2019-08-05,748616
2019-08-06,752337
2019-08-07,754864
2019-08-08,752257
2019-08-09,763501
2019-08-10,769350
2019-08-11,790095
2019-08-12,812266
2019-08-13,836763
2019-08-14,844420
2019-08-15,841834
2019-08-16,859161
2019-08-17,857225
2019-08-18,855578
2019-08-19,880410
2019-08-20,865966
2019-08-21,862469
2019-08-22,873279
2019-08-23,869263
2019-08-24,874014
2019-08-24,874014
2019-08-25,865275
2019-08-25,865275
2019-08-26,868226
2019-08-26,868226
2019-08-27,869198
2019-08-27,869198
2019-08-28,863986
2019-08-29,865436
2019-08-30,857608
2019-08-31,853888
2019-09-01,848656
2019-09-02,842121
2019-09-03,841984
2019-09-04,828824
2019-09-05,820708
2019-09-06,821274
2019-09-07,824611
2019-09-08,832478
2019-09-09,830427
2019-09-10,823590
2019-09-11,817159
2019-09-12,809831
2019-09-13,804496
2019-09-14,794639
2019-09-15,763188
2019-09-16,759705
2019-09-17,754787
2019-09-18,741452
2019-09-19,733741
2019-09-20,728870
2019-09-21,726606
2019-09-22,733507
2019-09-23,730969
2019-09-24,726054
2019-09-25,719898
2019-09-26,711173
2019-09-27,698971
2019-09-28,685602
2019-09-29,680067
2019-09-30,684736
2019-10-01,694872
2019-10-02,697736
2019-10-03,702617
2019-10-04,703327
2019-10-05,705486
2019-10-06,707699
2019-10-07,724958
2019-10-08,713948
2019-10-09,707909
2019-10-10,704551
2019-10-11,713692
2019-10-12,709456
2019-10-13,699622
2019-10-14,704471
2019-10-15,702569
2019-10-16,699981
2019-10-17,709575
2019-10-18,704062
2019-10-19,691599
2019-10-20,692987
2019-10-21,696660
2019-10-22,699444
2019-10-23,699671
2019-10-24,692470
2019-10-25,686638
2019-10-26,680972
2019-10-27,679810
2019-10-28,675928
2019-10-29,676683
2019-10-30,672042
2019-10-31,662386
2019-11-01,655598
2019-11-02,638408
2019-11-03,625810
2019-11-04,630896
2019-11-05,631612
2019-11-06,630505
2019-11-07,627085
2019-11-08,620861
2019-11-09,611220
2019-11-10,617946
2019-11-11,614380
2019-11-12,608967
2019-11-13,615796
2019-11-14,613097
2019-11-15,610491
2019-11-16,607327
2019-11-17,603434
2019-11-18,603419
2019-11-19,601037
2019-11-20,605844
2019-11-21,608691
2019-11-22,615110
2019-11-23,622593
2019-11-24,627848
2019-11-25,643661
2019-11-26,652642
2019-11-27,678673
2019-11-28,705826
2019-11-29,735501
2019-11-30,742586
2019-12-01,736844
2019-12-02,732433
2019-12-03,752501
2019-12-04,748669
2019-12-05,744189
2019-12-06,732759
2019-12-07,730028
2019-12-08,728076
2019-12-09,737009
2019-12-10,713161
2019-12-11,689196
2019-12-12,686042
2019-12-13,680769
2019-12-14,698053
2019-12-15,686248
2019-12-16,681935
2019-12-17,691291
2019-12-18,698290
2019-12-19,690716
2019-12-20,691275
2019-12-21,688919
2019-12-22,678943
2019-12-23,667125
2019-12-24,652658
2019-12-25,646437
2019-12-26,655997
2019-12-27,666553
2019-12-28,655973
2019-12-29,670207
2019-12-30,669440
2019-12-31,669151
2020-01-01,687573
2020-01-02,681549
2020-01-03,675190
2020-01-04,688564
2020-01-05,710149
2020-01-06,706491
2020-01-07,727035
2020-01-08,736668
2020-01-09,717339
2020-01-10,698146
2020-01-11,696847
2020-01-12,690630
2020-01-13,700397
2020-01-14,723428
2020-01-15,733290
2020-01-16,744950
2020-01-17,761583
2020-01-18,759030
2020-01-19,783792
2020-01-20,796054
2020-01-21,815363
2020-01-22,826490
2020-01-23,821275
2020-01-24,820958
2020-01-25,807163
2020-01-26,799353
2020-01-27,783447
2020-01-28,781609
2020-01-29,779670
2020-01-30,786953
2020-01-31,795849
2020-02-01,792959
2020-02-02,784352
2020-02-03,781888
2020-02-04,776425
2020-02-05,775749
2020-02-06,761412
2020-02-07,742669
2020-02-08,712755
2020-02-09,702398
2020-02-10,705050
2020-02-11,702184
2020-02-12,705543
2020-02-13,700451
2020-02-14,691885
2020-02-15,682810
2020-02-16,674465
2020-02-17,681034
2020-02-18,698415
2020-02-19,694751
2020-02-20,713060
2020-02-21,709231
2020-02-22,704434
2020-02-23,699968
2020-02-24,718451
2020-02-25,736816
2020-02-26,728675
2020-02-27,732902
2020-02-28,746221
2020-02-29,754771
2020-03-01,771856
2020-03-02,796613
2020-03-03,786099
2020-03-04,791286
2020-03-05,792524
2020-03-06,802905
2020-03-07,833769
2020-03-08,850473
2020-03-09,844055
2020-03-10,831379
2020-03-11,836385
2020-03-12,832040
2020-03-13,829432
2020-03-14,829852
2020-03-15,824243
2020-03-16,829752
2020-03-17,820662
2020-03-18,815883
2020-03-19,825100
2020-03-20,834150
2020-03-21,850685
2020-03-22,869875
2020-03-23,885168
2020-03-24,907991
2020-03-25,920268
2020-03-26,956109
2020-03-27,970242
2020-03-28,978022
2020-03-29,965261
2020-03-30,966444
2020-03-31,979689
2020-04-01,990862
2020-04-02,1003388
2020-04-03,989277
2020-04-04,1004610
2020-04-05,996655
2020-04-06,999034
2020-04-07,1001766
2020-04-08,998485
2020-04-09,994828
2020-04-10,1008412
2020-04-11,1011300
2020-04-12,997958
2020-04-13,987156
2020-04-14,990904
2020-04-15,1002848
2020-04-16,993558
2020-04-17,1001046
2020-04-18,1016071
2020-04-19,1021672
2020-04-20,1025481
2020-04-21,1024374
2020-04-22,1018546
2020-04-23,1011074
2020-04-24,999524
2020-04-25,992521
2020-04-26,990016
2020-04-27,1016118
2020-04-28,1015472
2020-04-29,1003733
2020-04-30,992543
2020-05-01,991649
2020-05-02,989120
2020-05-03,997319
2020-05-04,1000627
2020-05-05,1002565
2020-05-06,996518
2020-05-07,997832
2020-05-08,1014355
2020-05-09,1008279
2020-05-10,994629
2020-05-11,986886
2020-05-12,996269
2020-05-13,1006041
