date_obj,Shaikahan%20bones price
2019-04-08,6225
2019-04-09,6225
2019-04-10,6061
2019-04-11,6061
2019-04-12,6061
2019-04-13,6061
2019-04-14,6061
2019-04-15,6061
2019-04-16,6061
2019-04-17,6061
2019-04-18,5881
2019-04-19,5881
2019-04-20,5881
2019-04-21,5881
2019-04-22,5881
2019-04-23,5881
2019-04-24,5881
2019-04-25,5897
2019-04-26,5897
2019-04-27,5897
2019-04-28,5897
2019-04-29,5897
2019-04-30,5897
2019-05-01,5897
2019-05-02,5762
2019-05-03,5762
2019-05-04,5762
2019-05-05,5762
2019-05-06,5762
2019-05-07,5762
2019-05-08,5762
2019-05-09,5762
2019-05-10,5881
2019-05-11,5881
2019-05-12,5881
2019-05-13,5881
2019-05-14,5881
2019-05-15,5881
2019-05-16,5881
2019-05-17,5881
2019-05-18,5960
2019-05-19,5960
2019-05-20,5960
2019-05-21,5960
2019-05-22,5960
2019-05-23,5960
2019-05-24,5960
2019-05-25,5933
2019-05-26,5933
2019-05-27,5933
2019-05-28,5933
2019-05-29,5933
2019-05-30,5933
2019-05-31,6194
2019-06-01,6194
2019-06-02,6194
2019-06-03,6194
2019-06-04,6194
2019-06-05,6194
2019-06-06,5951
2019-06-07,5951
2019-06-08,5951
2019-06-09,5951
2019-06-10,5951
2019-06-11,5951
2019-06-12,5702
2019-06-13,5702
2019-06-14,5702
2019-06-15,5702
2019-06-16,5702
2019-06-17,5702
2019-06-18,5554
2019-06-19,5554
2019-06-20,5554
2019-06-21,5554
2019-06-22,5554
2019-06-23,5554
2019-06-24,5611
2019-06-25,5611
2019-06-26,5611
2019-06-27,5611
2019-06-28,5611
2019-06-29,5611
2019-06-30,5840
2019-07-01,5840
2019-07-02,5840
2019-07-03,5840
2019-07-04,5840
2019-07-05,5840
2019-07-06,5840
2019-07-07,5775
2019-07-08,5775
2019-07-09,5775
2019-07-10,5775
2019-07-11,5775
2019-07-12,5775
2019-07-13,5775
2019-07-14,5710
2019-07-15,5710
2019-07-16,5710
2019-07-17,5710
2019-07-18,5710
2019-07-19,5710
2019-07-20,5710
2019-07-21,5837
2019-07-22,5837
2019-07-23,5837
2019-07-24,5837
2019-07-25,5951
2019-07-26,5951
2019-07-27,5664
2019-07-28,5664
2019-07-29,5664
2019-07-30,5402
2019-07-31,5402
2019-08-01,5402
2019-08-02,5402
2019-08-03,5138
2019-08-04,5138
2019-08-05,5138
2019-08-06,5138
2019-08-07,5138
2019-08-08,4900
2019-08-09,4900
2019-08-10,4900
2019-08-11,4900
2019-08-12,4900
2019-08-13,4697
2019-08-14,4697
2019-08-15,4697
2019-08-16,4697
2019-08-17,4483
2019-08-18,4483
2019-08-19,4483
2019-08-20,4483
2019-08-21,4483
2019-08-22,4483
2019-08-23,4365
2019-08-24,4365
2019-08-24,4365
2019-08-25,4365
2019-08-25,4365
2019-08-26,4365
2019-08-26,4365
2019-08-27,4365
2019-08-27,4365
2019-08-28,4365
2019-08-29,4365
2019-08-30,4333
2019-08-31,4333
2019-09-01,4333
2019-09-02,4333
2019-09-03,4333
2019-09-04,4333
2019-09-05,4250
2019-09-06,4250
2019-09-07,4250
2019-09-08,4250
2019-09-09,4250
2019-09-10,4250
2019-09-11,4250
2019-09-12,4255
2019-09-13,4255
2019-09-14,4255
2019-09-15,4255
2019-09-16,4255
2019-09-17,4255
2019-09-18,4255
2019-09-19,4310
2019-09-20,4310
2019-09-21,4310
2019-09-22,4310
2019-09-23,4310
2019-09-24,4310
2019-09-25,4310
2019-09-26,4119
2019-09-27,4119
2019-09-28,4119
2019-09-29,4119
2019-09-30,4119
2019-10-01,4119
2019-10-02,4119
2019-10-03,4119
2019-10-04,4119
2019-10-05,3991
2019-10-06,3991
2019-10-07,3991
2019-10-08,3991
2019-10-09,3991
2019-10-10,3991
2019-10-11,3991
2019-10-12,3991
2019-10-13,4102
2019-10-14,4102
2019-10-15,4102
2019-10-16,4102
2019-10-17,4102
2019-10-18,4102
2019-10-19,4070
2019-10-20,4070
2019-10-21,4070
2019-10-22,4070
2019-10-23,4070
2019-10-24,4070
2019-10-25,3897
2019-10-26,3897
2019-10-27,3897
2019-10-28,3897
2019-10-29,3897
2019-10-30,3897
2019-10-31,3897
2019-11-01,3862
2019-11-02,3862
2019-11-03,3862
2019-11-04,3862
2019-11-05,3862
2019-11-06,3862
2019-11-07,3862
2019-11-08,3893
2019-11-09,3893
2019-11-10,3893
2019-11-11,3893
2019-11-12,3893
2019-11-13,3893
2019-11-14,3893
2019-11-15,3893
2019-11-16,3856
2019-11-17,3856
2019-11-18,3856
2019-11-19,3856
2019-11-20,3856
2019-11-21,3856
2019-11-22,3856
2019-11-23,3856
2019-11-24,3848
2019-11-25,3848
2019-11-26,3848
2019-11-27,3848
2019-11-28,3848
2019-11-29,3848
2019-11-30,3848
2019-12-01,3848
2019-12-02,3918
2019-12-03,3918
2019-12-04,3918
2019-12-05,3918
2019-12-06,3918
2019-12-07,3918
2019-12-08,3918
2019-12-09,3918
2019-12-10,3918
2019-12-11,3918
2019-12-12,3918
2019-12-13,4056
2019-12-14,4056
2019-12-15,4056
2019-12-16,4056
2019-12-17,4056
2019-12-18,4056
2019-12-19,4056
2019-12-20,4056
2019-12-21,4153
2019-12-22,4153
2019-12-23,4153
2019-12-24,4153
2019-12-25,4153
2019-12-26,4153
2019-12-27,4153
2019-12-28,4153
2019-12-29,4153
2019-12-30,4097
2019-12-31,4097
2020-01-01,4097
2020-01-02,4097
2020-01-03,4097
2020-01-04,4097
2020-01-05,4097
2020-01-06,3916
2020-01-07,3916
2020-01-08,3916
2020-01-09,3916
2020-01-10,3916
2020-01-11,3916
2020-01-12,3916
2020-01-13,3916
2020-01-14,3916
2020-01-15,3835
2020-01-16,3835
2020-01-17,3835
2020-01-18,3835
2020-01-19,3835
2020-01-20,3835
2020-01-21,3835
2020-01-22,3835
2020-01-23,3835
2020-01-24,3797
2020-01-25,3797
2020-01-26,3797
2020-01-27,3797
2020-01-28,3797
2020-01-29,3797
2020-01-30,3721
2020-01-31,3721
2020-02-01,3721
2020-02-02,3721
2020-02-03,3721
2020-02-04,3721
2020-02-05,3721
2020-02-06,3656
2020-02-07,3656
2020-02-08,3656
2020-02-09,3656
2020-02-10,3656
2020-02-11,3656
2020-02-12,3656
2020-02-13,3656
2020-02-14,3667
2020-02-15,3667
2020-02-16,3667
2020-02-17,3667
2020-02-18,3667
2020-02-19,3667
2020-02-20,3667
2020-02-21,3667
2020-02-22,3667
2020-02-23,3667
2020-02-24,3771
2020-02-25,3771
2020-02-26,3771
2020-02-27,3771
2020-02-28,3771
2020-02-29,3771
2020-03-01,3771
2020-03-02,3738
2020-03-03,3738
2020-03-04,3738
2020-03-05,3738
2020-03-06,3738
2020-03-07,3738
2020-03-08,3738
2020-03-09,3694
2020-03-10,3694
2020-03-11,3694
2020-03-12,3694
2020-03-13,3694
2020-03-14,3694
2020-03-15,3694
2020-03-16,3778
2020-03-17,3778
2020-03-18,3778
2020-03-19,3778
2020-03-20,3778
2020-03-21,3778
2020-03-22,3778
2020-03-23,3802
2020-03-24,3802
2020-03-25,3802
2020-03-26,3802
2020-03-27,3802
2020-03-28,3802
2020-03-29,3860
2020-03-30,3860
2020-03-31,3860
2020-04-01,3860
2020-04-02,3860
2020-04-03,3963
2020-04-04,3963
2020-04-05,3963
2020-04-06,3963
2020-04-07,3963
2020-04-08,4143
2020-04-09,4143
2020-04-10,4143
2020-04-11,4143
2020-04-12,4143
2020-04-13,4143
2020-04-14,4288
2020-04-15,4288
2020-04-16,4288
2020-04-17,4288
2020-04-18,4288
2020-04-19,4426
2020-04-20,4426
2020-04-21,4426
2020-04-22,4426
2020-04-23,4426
2020-04-24,4426
2020-04-25,4426
2020-04-26,4473
2020-04-27,4473
2020-04-28,4473
2020-04-29,4473
2020-04-30,4603
2020-05-01,4603
2020-05-02,4603
2020-05-03,4603
2020-05-04,4603
2020-05-05,4799
2020-05-06,4799
2020-05-07,4799
2020-05-08,4799
2020-05-09,4799
2020-05-10,4761
2020-05-11,4761
2020-05-12,4761
2020-05-13,4761
