date_obj,Ensouled%20chaos%20druid%20head price
2016-10-11,1110
2016-10-12,1137
2016-10-13,1090
2016-10-14,1042
2016-10-15,990
2016-10-16,958
2016-10-17,939
2016-10-18,935
2016-10-19,954
2016-10-20,1002
2016-10-21,1006
2016-10-22,955
2016-10-23,959
2016-10-24,956
2016-10-25,958
2016-10-26,961
2016-10-27,929
2016-10-28,931
2016-10-29,906
2016-10-30,912
2016-10-31,895
2016-11-01,876
2016-11-02,879
2016-11-03,916
2016-11-04,938
2016-11-05,930
2016-11-06,919
2016-11-07,917
2016-11-08,894
2016-11-09,879
2016-11-10,869
2016-11-11,913
2016-11-12,900
2016-11-13,855
2016-11-14,845
2016-11-15,888
2016-12-07,1172
2016-12-08,1231
2016-12-09,1273
2016-12-10,1298
2016-12-11,1320
2016-12-12,1254
2016-12-13,1191
2016-12-14,1133
2016-12-15,1076
2016-12-16,1061
2016-12-17,1023
2016-12-18,971
2016-12-19,922
2016-12-20,904
2016-12-21,872
2016-12-22,841
2016-12-23,832
2016-12-24,793
2016-12-25,795
2016-12-26,814
2016-12-27,820
2016-12-28,851
2016-12-29,890
2016-12-30,914
2016-12-31,942
2017-01-01,968
2017-01-02,1004
2017-01-03,1055
2017-01-04,1065
2017-01-05,1082
2017-01-06,1130
2017-01-07,1178
2017-01-08,1237
2017-01-09,1277
2017-01-10,1282
2017-01-11,1249
2017-01-12,1194
2017-01-13,1153
2017-01-14,1098
2017-01-15,1077
2017-01-16,1064
2017-01-17,1115
2017-01-18,1147
2017-01-19,1169
2017-01-20,1153
2017-01-21,1155
2017-01-22,1105
2017-01-23,1113
2017-01-27,1109
2017-01-28,1135
2017-01-29,1177
2017-01-30,1172
2017-01-31,1220
2017-02-01,1271
2017-02-02,1285
2017-02-03,1278
2017-02-04,1314
2017-02-05,1318
2017-02-06,1325
2017-02-07,1333
2017-02-08,1336
2017-02-09,1340
2017-02-10,1322
2017-02-11,1287
2017-02-12,1260
2017-02-13,1296
2017-02-14,1331
2017-02-15,1373
2017-02-16,1432
2017-02-18,1478
2017-02-19,1407
2017-02-20,1345
2017-02-21,1373
2017-02-22,1317
2017-02-23,1283
2017-02-24,1309
2017-02-25,1305
2017-02-26,1284
2017-02-27,1268
2017-02-28,1262
2017-03-01,1235
2017-03-02,1228
2017-03-03,1175
2017-03-04,1194
2017-03-05,1200
2017-03-06,1159
2017-03-07,1130
2017-03-08,1117
2017-03-09,1156
2017-03-10,1210
2017-03-11,1262
2017-03-12,1311
2017-03-13,1340
2017-03-14,1302
2017-03-15,1301
2017-03-16,1275
2017-03-17,1265
2017-03-18,1268
2017-03-19,1235
2017-03-20,1230
2017-03-21,1240
2017-03-22,1252
2017-03-23,1253
2017-03-24,1259
2017-03-25,1289
2017-03-26,1308
2017-03-27,1314
2017-03-28,1347
2017-03-29,1404
2017-03-30,1408
2017-03-31,1442
2017-04-01,1441
2017-04-02,1368
2017-04-03,1331
2017-04-04,1303
2017-04-12,1558
2017-04-13,1585
2017-04-14,1526
2017-04-15,1449
2017-04-16,1457
2017-04-17,1509
2017-04-18,1540
2017-04-19,1569
2017-04-20,1539
2017-04-21,1506
2017-04-22,1475
2017-04-23,1512
2017-04-24,1588
2017-04-25,1523
2017-04-26,1455
2017-04-27,1434
2017-04-28,1446
2017-04-29,1437
2017-04-30,1499
2017-05-01,1528
2017-05-02,1463
2017-05-03,1528
2017-05-04,1490
2017-05-05,1415
2017-05-06,1419
2017-05-07,1399
2017-05-08,1434
2017-05-09,1396
2017-05-10,1354
2017-05-11,1301
2017-05-12,1266
2017-05-13,1292
2017-05-14,1267
2017-05-15,1237
2017-05-16,1206
2017-05-17,1172
2017-05-18,1217
2017-05-19,1278
2017-05-20,1284
2017-05-21,1282
2017-05-22,1279
2017-05-23,1257
2017-05-24,1230
2017-05-25,1196
2017-05-26,1248
2017-05-27,1293
2017-05-28,1264
2017-05-29,1309
2017-05-30,1368
2017-05-31,1402
2017-06-01,1381
2017-06-02,1340
2017-06-03,1289
2017-06-04,1305
2017-06-05,1358
2017-06-06,1347
2017-06-07,1374
2017-06-08,1305
2017-06-09,1268
2017-06-10,1245
2017-06-11,1209
2017-06-12,1270
2017-06-13,1326
2017-06-14,1304
2017-06-15,1266
2017-06-16,1263
2017-06-17,1218
2017-06-18,1214
2017-06-19,1275
2017-06-20,1297
2017-06-21,1263
2017-06-22,1285
2017-06-23,1237
2017-06-24,1245
2017-06-25,1279
2017-06-26,1262
2017-06-27,1257
2017-06-28,1281
2017-06-29,1286
2017-06-30,1302
2017-07-01,1312
2017-07-02,1298
2017-07-03,1318
2017-07-04,1310
2017-07-05,1362
2017-07-06,1329
2017-07-07,1320
2017-07-08,1302
2017-07-13,1290
2017-07-14,1279
2017-07-15,1300
2017-07-16,1243
2017-07-17,1244
2017-07-18,1272
2017-07-19,1302
2017-07-20,1363
2017-07-21,1427
2017-07-22,1430
2017-07-23,1434
2017-07-24,1465
2017-07-25,1493
2017-07-26,1561
2017-07-27,1540
2017-07-28,1537
2017-07-29,1485
2017-07-30,1464
2017-07-31,1435
2017-08-01,1387
2017-08-02,1426
2017-08-03,1406
2017-08-04,1350
2017-08-05,1398
2017-08-06,1342
2017-08-09,1339
2017-08-10,1373
2017-08-11,1357
2017-08-12,1369
2017-08-13,1356
2017-08-14,1408
2017-08-15,1458
2017-08-16,1510
2017-08-17,1457
2017-08-18,1384
2017-08-19,1391
2017-08-20,1410
2017-08-21,1395
2017-08-22,1386
2017-08-23,1342
2017-08-24,1337
2017-08-25,1302
2017-08-26,1258
2017-08-27,1292
2017-08-28,1254
2017-08-29,1293
2017-08-30,1278
2017-08-31,1322
2017-09-01,1326
2017-09-03,1292
2017-09-04,1342
2017-09-05,1368
2017-09-06,1353
2017-09-07,1343
2017-09-08,1360
2017-09-09,1391
2017-09-10,1389
2017-09-11,1371
2017-09-12,1374
2017-09-13,1396
2017-09-14,1385
2017-09-15,1354
2017-09-16,1302
2017-09-17,1317
2017-09-18,1366
2017-09-19,1336
2017-09-20,1333
2017-09-21,1339
2017-09-22,1300
2017-09-23,1298
2017-09-24,1298
2017-09-25,1313
2017-09-26,1335
2017-09-27,1305
2017-09-28,1299
2017-09-29,1284
2017-09-30,1235
2017-10-01,1265
2017-10-02,1247
2017-10-03,1213
2017-10-04,1180
2017-10-05,1219
2017-10-06,1280
2017-10-07,1281
2017-10-08,1225
2017-10-09,1196
2017-10-10,1199
2017-10-11,1152
2017-10-12,1161
2017-10-13,1211
2017-10-14,1232
2017-10-15,1224
2017-10-16,1194
2017-10-17,1187
2017-10-18,1132
2017-10-19,1124
2017-10-20,1074
2017-10-21,1108
2017-10-22,1161
2017-10-23,1205
2017-10-24,1199
2017-10-25,1217
2017-10-26,1262
2017-10-27,1320
2017-10-28,1264
2017-10-29,1264
2017-10-30,1242
2017-10-31,1294
2017-11-01,1300
2017-11-02,1296
2017-11-03,1326
2017-11-04,1359
2017-11-05,1304
2017-11-06,1296
2017-11-07,1361
2017-11-08,1393
2017-11-09,1341
2017-11-10,1372
2017-11-11,1422
2017-11-12,1403
2017-11-13,1359
2017-11-14,1307
2017-11-15,1287
2017-11-16,1314
2017-11-17,1282
2017-11-18,1243
2017-11-19,1293
2017-11-20,1358
2017-11-21,1367
2017-11-22,1349
2017-11-23,1365
2017-11-24,1421
2017-11-25,1412
2017-11-26,1342
2017-11-27,1274
2017-11-28,1218
2017-11-29,1185
2017-11-30,1202
2017-12-01,1171
2017-12-02,1209
2017-12-03,1222
2017-12-04,1178
2017-12-05,1207
2017-12-06,1255
2017-12-07,1217
2017-12-08,1194
2017-12-09,1201
2017-12-10,1164
2017-12-11,1159
2017-12-12,1137
2017-12-13,1183
2017-12-14,1209
2017-12-15,1174
2017-12-16,1196
2017-12-17,1177
2017-12-18,1157
2017-12-19,1188
2017-12-20,1195
2017-12-21,1230
2017-12-22,1181
2017-12-23,1183
2017-12-24,1226
2017-12-25,1232
2017-12-26,1232
2017-12-27,1176
2017-12-28,1122
2017-12-29,1125
2017-12-30,1113
2017-12-31,1082
2018-01-01,1118
2018-01-02,1166
2018-01-03,1168
2018-01-04,1153
2018-01-05,1104
2018-01-06,1124
2018-01-07,1163
2018-01-08,1183
2018-01-09,1195
2018-01-10,1172
2018-01-11,1123
2018-01-12,1113
2018-01-13,1122
2018-01-14,1092
2018-01-15,1081
2018-01-16,1069
2018-01-17,1043
2018-01-18,1071
2018-01-19,1094
2018-01-20,1134
2018-01-21,1115
2018-01-22,1079
2018-01-23,1047
2018-01-25,1110
2018-01-26,1130
2018-01-27,1160
2018-01-28,1122
2018-01-29,1123
2018-01-30,1180
2018-01-31,1200
2018-02-01,1246
2018-02-02,1244
2018-02-03,1307
2018-02-04,1373
2018-02-05,1433
2018-02-06,1498
2018-02-07,1429
2018-02-08,1357
2018-02-09,1338
2018-02-10,1391
2018-02-11,1328
2018-02-12,1267
2018-02-13,1204
2018-02-14,1225
2018-02-15,1163
2018-02-16,1109
2018-02-17,1088
2018-02-18,1108
2018-02-19,1098
2018-02-20,1134
2018-02-21,1191
2018-02-22,1250
2018-02-23,1266
2018-02-24,1247
2018-02-25,1240
2018-02-26,1285
2018-02-27,1329
2018-02-28,1345
2018-03-01,1375
2018-03-02,1383
2018-03-03,1342
2018-03-04,1274
2018-03-05,1253
2018-03-06,1293
2018-03-07,1318
2018-03-08,1308
2018-03-09,1315
2018-03-10,1339
2018-03-11,1353
2018-03-12,1398
2018-03-13,1395
2018-03-14,1349
2018-03-15,1326
2018-03-16,1313
2018-03-17,1326
2018-03-18,1368
2018-03-20,1398
2018-03-21,1451
2018-03-23,1518
2018-03-24,1520
2018-03-25,1458
2018-03-26,1434
2018-03-27,1393
2018-03-28,1361
2018-03-29,1329
2018-03-30,1308
2018-03-31,1328
2018-04-01,1306
2018-04-02,1248
2018-04-03,1240
2018-04-04,1291
2018-04-05,1355
2018-04-06,1359
2018-04-07,1374
2018-04-08,1383
2018-04-09,1435
2018-04-10,1475
2018-04-11,1454
2018-04-12,1457
2018-04-13,1530
2018-04-14,1601
2018-04-15,1615
2018-04-16,1546
2018-04-17,1516
2018-04-18,1559
2018-04-19,1483
2018-04-20,1535
2018-04-21,1527
2018-04-22,1531
2018-04-23,1586
2018-04-24,1602
2018-04-25,1548
2018-04-26,1470
2018-04-27,1409
2018-04-28,1371
2018-04-29,1440
2018-04-30,1472
2018-05-01,1429
2018-05-03,1398
2018-05-04,1397
2018-05-05,1420
2018-05-07,1313
2018-05-08,1300
2018-05-09,1326
2018-05-10,1375
2018-05-11,1409
2018-05-12,1408
2018-05-13,1474
2018-05-14,1522
2018-05-15,1525
2018-05-16,1455
2018-05-17,1459
2018-05-18,1482
2018-05-19,1470
2018-05-20,1467
2018-05-21,1519
2018-05-22,1534
2018-05-23,1469
2018-05-24,1417
2018-05-25,1370
2018-05-26,1344
2018-05-27,1391
2018-05-28,1384
2018-05-29,1330
2018-05-30,1285
2018-05-31,1250
2018-06-01,1206
2018-06-02,1210
2018-06-03,1215
2018-06-04,1178
2018-06-05,1199
2018-06-06,1218
2018-06-07,1170
2018-06-08,1128
2018-06-09,1101
2018-06-10,1113
2018-06-11,1152
2018-06-12,1172
2018-06-13,1198
2018-06-14,1163
2018-06-15,1125
2018-06-16,1113
2018-06-17,1143
2018-06-18,1158
2018-06-19,1163
2018-06-20,1104
2018-06-21,1096
2018-06-22,1097
2018-06-23,1145
2018-06-24,1134
2018-06-25,1143
2018-06-26,1110
2018-06-27,1130
2018-06-28,1134
2018-06-29,1111
2018-06-30,1097
2018-07-01,1071
2018-07-02,1076
2018-07-03,1091
2018-07-04,1077
2018-07-05,1117
2018-07-06,1154
2018-07-07,1198
2018-07-08,1191
2018-07-09,1213
2018-07-10,1231
2018-07-11,1220
2018-07-12,1212
2018-07-13,1199
2018-07-14,1247
2018-07-15,1256
2018-07-16,1236
2018-07-17,1251
2018-07-18,1292
2018-07-19,1229
2018-07-20,1260
2018-07-21,1222
2018-07-22,1168
2018-07-23,1175
2018-07-24,1218
2018-07-25,1212
2018-07-26,1186
2018-07-27,1186
2018-07-28,1185
2018-07-29,1189
2018-07-30,1170
2018-07-31,1152
2018-08-01,1153
2018-08-02,1182
2018-08-03,1168
2018-08-04,1180
2018-08-05,1149
2018-08-06,1132
2018-08-07,1076
2018-08-08,1072
2018-08-09,1030
2018-08-10,990
2018-08-11,966
2018-08-12,965
2018-08-14,983
2018-08-16,1025
2018-08-17,1055
2018-08-18,1106
2018-08-19,1119
2018-08-20,1088
2018-08-21,1057
2018-08-22,1040
2018-08-23,989
2018-08-24,958
2018-08-25,981
2018-08-26,962
2018-08-27,958
2018-08-28,968
2018-08-29,986
2018-08-30,1036
2018-08-31,1082
2018-09-01,1091
2018-09-02,1050
2018-09-03,1037
2018-09-04,1021
2018-09-05,1017
2018-09-06,1028
2018-09-07,1044
2018-09-08,1033
2018-09-09,998
2018-09-10,996
2018-09-11,995
2018-09-12,986
2018-09-13,1016
2018-09-14,1058
2018-09-15,1072
2018-09-16,1060
2018-09-17,1062
2018-09-18,1028
2018-09-19,1064
2018-09-20,1115
2018-09-21,1106
2018-09-22,1115
2018-09-23,1129
2018-09-24,1128
2018-09-25,1108
2018-09-26,1066
2018-09-27,1065
2018-09-28,1064
2018-09-29,1026
2018-09-30,1031
2018-10-01,1001
2018-10-02,1024
2018-10-03,1066
2018-10-04,1083
2018-10-05,1091
2018-10-06,1106
2018-10-07,1093
2018-10-08,1068
2018-10-09,1027
2018-10-10,989
2018-10-11,965
2018-10-12,960
2018-10-13,985
2018-10-14,990
2018-10-15,1012
2018-10-16,1005
2018-10-17,1023
2018-10-18,1075
2018-10-19,1084
2018-10-20,1088
2018-10-21,1069
2018-10-22,1025
2018-10-23,1021
2018-10-24,1005
2018-10-25,1050
2018-10-26,1095
2018-10-27,1118
2018-10-28,1093
2018-10-29,1064
2018-10-30,1104
2018-10-31,1158
2018-11-01,1157
2018-11-03,1099
2018-11-04,1048
2018-11-05,1000
2018-11-06,1010
2018-11-07,1006
2018-11-08,1005
2018-11-09,1008
2018-11-10,1057
2018-11-11,1106
2018-11-12,1093
2018-11-13,1041
2018-11-14,992
2018-11-15,980
2018-11-16,949
2018-11-17,930
2018-11-18,910
2018-11-19,903
2018-11-20,907
2018-11-21,897
2018-11-22,895
2018-11-23,918
2018-11-24,956
2018-11-25,981
2018-11-26,938
2018-11-27,946
2018-11-28,932
2018-11-29,922
2018-12-01,939
2018-12-02,928
2018-12-03,915
2018-12-04,913
2018-12-05,874
2018-12-07,883
2018-12-09,943
2018-12-10,931
2018-12-11,933
2018-12-12,959
2018-12-13,953
2018-12-14,932
2018-12-15,920
2018-12-16,923
2018-12-17,944
2018-12-18,936
2018-12-19,916
2018-12-20,879
2018-12-21,842
2018-12-22,856
2018-12-23,884
2018-12-24,893
2018-12-25,900
2018-12-26,875
2018-12-27,886
2018-12-28,897
2018-12-29,914
2018-12-30,928
2018-12-31,927
2019-01-01,931
2019-01-02,941
2019-01-03,928
2019-01-04,918
2019-01-05,932
2019-01-06,933
2019-01-08,904
2019-01-10,974
2019-01-11,988
2019-01-12,987
2019-01-13,1011
2019-01-14,985
2019-01-15,956
2019-01-16,949
2019-01-17,935
2019-01-18,937
2019-01-19,933
2019-01-20,953
2019-01-21,944
2019-01-22,938
2019-01-23,923
2019-01-24,887
2019-01-25,878
2019-01-26,887
2019-01-27,919
2019-01-28,918
2019-01-29,935
2019-01-30,948
2019-01-31,914
2019-02-01,898
2019-02-02,896
2019-02-03,903
2019-02-04,925
2019-02-05,916
2019-02-06,927
2019-02-07,929
2019-02-08,956
2019-02-09,977
2019-02-10,969
2019-02-11,992
2019-02-12,985
2019-02-13,1007
2019-02-14,1016
2019-02-15,989
2019-02-16,953
2019-02-17,914
2019-02-18,898
2019-02-19,907
2019-02-20,926
2019-02-21,965
2019-02-22,1005
2019-02-23,1044
2019-02-24,1082
2019-02-25,1115
2019-02-26,1125
2019-02-27,1179
2019-02-28,1175
2019-03-01,1205
2019-03-02,1168
2019-03-03,1126
2019-03-04,1087
2019-03-05,1092
2019-03-06,1085
2019-03-07,1116
2019-03-08,1132
2019-03-09,1094
2019-03-10,1066
2019-03-11,1056
2019-03-12,1043
2019-03-13,1057
2019-03-14,1046
2019-03-15,1054
2019-03-16,1032
2019-03-17,1046
2019-03-18,1047
2019-03-19,1050
2019-03-20,1056
2019-03-21,1077
2019-03-22,1057
2019-03-23,1050
2019-03-24,1076
2019-03-25,1061
2019-03-26,1082
2019-03-27,1081
2019-03-28,1064
2019-03-29,1033
2019-03-30,1014
2019-03-31,1036
2019-04-01,1048
2019-04-02,1072
2019-04-03,1055
2019-04-04,1035
2019-04-05,1040
2019-04-06,1039
2019-04-07,1033
2019-04-08,1025
2019-04-09,1047
2019-04-10,1052
2019-04-11,1033
2019-04-12,1015
2019-04-13,1003
2019-04-14,997
2019-04-15,979
2019-04-16,984
2019-04-17,1020
2019-04-18,1032
2019-04-19,1062
2019-04-20,1044
2019-04-21,1016
2019-04-22,1030
2019-04-23,1047
2019-04-24,1011
2019-04-25,965
2019-04-26,957
2019-04-27,961
2019-04-28,978
2019-04-29,978
2019-04-30,976
2019-05-01,979
2019-05-02,975
2019-05-03,958
2019-05-04,972
2019-05-05,1001
2019-05-06,1013
2019-05-07,1033
2019-05-08,1046
2019-05-09,1003
2019-05-10,1002
2019-05-11,965
2019-05-12,964
2019-05-13,943
2019-05-14,909
2019-05-15,943
2019-05-16,926
2019-05-17,915
2019-05-18,915
2019-05-19,926
2019-05-20,941
2019-05-21,953
2019-05-22,930
2019-05-23,934
2019-05-24,939
2019-05-25,943
2019-05-26,927
2019-05-27,939
2019-05-28,947
2019-05-29,955
2019-05-30,938
2019-05-31,957
2019-06-01,967
2019-06-02,962
2019-06-03,978
2019-06-04,998
2019-06-05,1012
2019-06-06,973
2019-06-07,965
2019-06-08,949
2019-06-09,979
2019-06-10,971
2019-06-11,947
2019-06-12,914
2019-06-13,924
2019-06-14,941
2019-06-15,914
2019-06-16,904
2019-06-17,932
2019-06-18,979
2019-06-19,1015
2019-06-20,1031
2019-06-21,1013
2019-06-22,1003
2019-06-23,974
2019-06-24,983
2019-06-25,964
2019-06-26,997
2019-06-27,973
2019-06-28,979
2019-06-29,1011
2019-06-30,1001
2019-07-01,989
2019-07-02,981
2019-07-03,1000
2019-07-04,1011
2019-07-05,999
2019-07-06,1011
2019-07-07,997
2019-07-08,987
2019-07-09,998
2019-07-10,1031
2019-07-11,1043
2019-07-12,1033
2019-07-13,1075
2019-07-14,1102
2019-07-15,1152
2019-07-16,1197
2019-07-17,1170
2019-07-18,1141
2019-07-19,1144
2019-07-20,1140
2019-07-21,1124
2019-07-22,1074
2019-07-23,1025
2019-07-24,1023
2019-07-25,993
2019-07-26,984
2019-07-27,999
2019-07-28,989
2019-07-29,980
2019-07-30,958
2019-07-31,965
2019-08-01,1012
2019-08-02,1046
2019-08-03,1086
2019-08-04,1139
2019-08-05,1174
2019-08-06,1195
2019-08-07,1158
2019-08-08,1125
2019-08-09,1122
2019-08-10,1073
2019-08-11,1047
2019-08-12,997
2019-08-13,949
2019-08-14,993
2019-08-15,970
2019-08-16,980
2019-08-17,958
2019-08-18,954
2019-08-19,981
2019-08-20,1004
2019-08-21,1007
2019-08-22,1057
2019-08-23,1088
2019-08-24,1124
2019-08-24,1124
2019-08-25,1103
2019-08-25,1103
2019-08-26,1084
2019-08-27,1086
2019-08-27,1086
2019-08-28,1059
2019-08-29,1094
2019-08-30,1059
2019-08-31,1006
2019-09-01,983
2019-09-02,941
2019-09-03,974
2019-09-04,970
2019-09-05,1004
2019-09-06,1033
2019-09-07,1071
2019-09-08,1098
2019-09-09,1091
2019-09-10,1084
2019-09-11,1052
2019-09-12,1058
2019-09-13,1031
2019-09-14,1031
2019-09-15,1071
2019-09-16,1085
2019-09-17,1042
2019-09-18,1055
2019-09-19,1108
2019-09-20,1155
2019-09-21,1133
2019-09-22,1076
2019-09-23,1033
2019-09-24,1027
2019-09-25,1049
2019-09-26,1033
2019-09-27,1015
2019-09-28,964
2019-09-29,951
2019-09-30,928
2019-10-01,894
2019-10-02,859
2019-10-03,882
2019-10-04,881
2019-10-05,836
2019-10-06,857
2019-10-07,838
2019-10-08,815
2019-10-09,841
2019-10-10,845
2019-10-11,880
2019-10-12,858
2019-10-13,874
2019-10-14,892
2019-10-15,874
2019-10-16,876
2019-10-17,870
2019-10-18,864
2019-10-19,895
2019-10-20,940
2019-10-21,987
2019-10-22,1010
2019-10-23,1011
2019-10-24,992
2019-10-25,953
2019-10-26,935
2019-10-27,971
2019-10-28,949
2019-10-29,931
2019-10-30,941
2019-10-31,958
2019-11-01,947
2019-11-02,951
2019-11-03,954
2019-11-04,955
2019-11-05,970
2019-11-06,984
2019-11-07,972
2019-11-08,981
2019-11-09,978
2019-11-10,948
2019-11-11,911
2019-11-12,891
2019-11-13,892
2019-11-14,888
2019-11-15,881
2019-11-16,896
2019-11-17,934
2019-11-18,931
2019-11-19,960
2019-11-20,976
2019-11-21,1003
2019-11-22,1017
2019-11-23,1014
2019-11-24,1000
2019-11-25,978
2019-11-26,966
2019-11-27,1015
2019-11-28,1059
2019-11-29,1014
2019-11-30,1059
2019-12-01,1059
2019-12-02,1062
2019-12-03,1109
2019-12-04,1126
2019-12-05,1094
2019-12-06,1095
2019-12-07,1117
2019-12-08,1141
2019-12-09,1185
2019-12-10,1186
2019-12-11,1201
2019-12-12,1209
2019-12-13,1222
2019-12-14,1194
2019-12-15,1173
2019-12-16,1132
2019-12-17,1163
2019-12-18,1169
2019-12-19,1193
2019-12-20,1142
2019-12-21,1172
2019-12-22,1189
2019-12-23,1182
2019-12-24,1156
2019-12-25,1200
2019-12-26,1196
2019-12-27,1207
2019-12-28,1205
2019-12-29,1233
2019-12-30,1241
2019-12-31,1248
2020-01-01,1283
2020-01-02,1275
2020-01-03,1258
2020-01-04,1231
2020-01-05,1255
2020-01-06,1296
2020-01-07,1260
2020-01-08,1263
2020-01-09,1265
2020-01-10,1254
2020-01-11,1246
2020-01-12,1275
2020-01-13,1310
2020-01-14,1255
2020-01-15,1241
2020-01-16,1257
2020-01-17,1225
2020-01-18,1207
2020-01-19,1190
2020-01-20,1140
2020-01-21,1135
2020-01-22,1086
2020-01-23,1046
2020-01-24,1029
2020-01-25,1047
2020-01-26,1031
2020-01-27,1027
2020-01-28,979
2020-01-29,988
2020-01-30,1028
2020-01-31,1024
2020-02-01,1013
2020-02-02,1015
2020-02-03,1056
2020-02-04,1094
2020-02-05,1096
2020-02-06,1111
2020-02-07,1129
2020-02-08,1125
