date_obj,Mithril%20full%20helm%20(g) price
2016-04-14,19933
2016-04-15,19949
2016-04-16,20141
2016-04-17,19758
2016-04-18,19580
2016-04-19,19417
2016-04-20,18842
2016-04-21,18529
2016-04-22,18529
2016-04-23,18202
2016-04-24,18267
2016-04-25,18037
2016-04-26,17733
2016-04-27,17832
2016-04-28,17462
2016-04-29,17462
2016-04-30,18059
2016-05-01,18532
2016-05-02,18771
2016-05-03,18972
2016-05-04,18972
2016-05-05,18542
2016-05-06,18542
2016-05-07,18490
2016-05-08,18490
2016-05-09,18688
2016-05-10,19603
2016-05-11,19603
2016-05-12,19725
2016-05-13,19813
2016-05-14,19653
2016-05-15,20202
2016-05-16,20861
2016-05-17,21203
2016-05-18,21448
2016-05-19,21448
2016-05-22,23579
2016-05-23,22877
2016-05-24,22113
2016-05-25,21311
2016-05-26,20830
2016-05-27,21076
2016-05-28,21076
2016-05-29,21593
2016-05-30,21593
2016-05-31,21807
2016-06-01,22308
2016-06-02,21862
2016-06-03,21434
2016-06-04,21441
2016-06-05,21041
2016-06-06,21229
2016-06-07,21229
2016-06-08,21225
2016-06-09,21107
2016-06-10,21175
2016-06-11,21175
2016-06-12,21850
2016-06-13,21850
2016-06-14,22162
2016-06-15,22162
2016-06-16,22025
2016-06-17,21942
2016-06-18,21942
2016-06-19,22332
2016-06-20,22374
2016-06-21,22491
2016-06-22,22259
2016-06-23,21671
2016-06-24,21671
2016-06-25,21513
2016-06-26,21513
2016-06-27,21113
2016-06-28,21260
2016-06-29,22117
2016-06-30,22299
2016-07-01,22625
2016-07-02,22625
2016-07-03,22553
2016-07-04,21928
2016-07-05,21928
2016-07-06,21178
2016-07-07,20442
2016-07-08,19692
2016-07-09,19013
2016-07-10,18407
2016-07-11,17962
2016-07-12,17237
2016-07-13,16525
2016-07-14,16147
2016-07-15,16534
2016-07-16,16467
2016-07-17,15737
2016-07-18,15330
2016-07-23,12961
2016-07-24,12312
2016-07-25,11696
2016-07-26,11201
2016-07-27,10861
2016-07-28,10638
2016-07-29,10303
2016-07-30,9980
2016-07-31,9980
2016-08-01,9485
2016-08-02,9010
2016-08-03,9009
2016-08-04,9086
2016-08-05,9086
2016-08-06,9192
2016-08-07,9137
2016-08-08,9137
2016-08-09,8908
2016-08-10,8651
2016-08-11,8406
2016-08-12,8111
2016-08-13,8076
2016-08-14,8087
2016-08-15,8242
2016-08-16,8301
2016-08-17,8215
2016-08-18,8215
2016-08-19,8156
2016-08-20,8031
2016-08-21,8031
2016-08-22,7886
2016-08-23,7867
2016-08-24,7842
2016-08-25,7877
2016-08-26,7877
2016-08-28,7758
2016-08-31,7487
2016-09-01,7576
2016-09-02,7576
2016-09-03,7808
2016-09-04,7706
2016-09-05,7759
2016-09-06,7878
2016-09-07,7878
2016-09-08,8257
2016-09-09,8257
2016-09-10,8567
2016-09-11,8567
2016-09-12,8834
2016-09-13,8928
2016-09-14,8928
2016-09-15,9165
2016-09-16,9165
2016-09-17,8972
2016-09-18,9128
2016-09-19,9184
2016-09-20,9184
2016-09-21,9217
2016-09-22,9072
2016-09-23,9025
2016-09-24,9025
2016-09-25,8926
2016-09-26,8926
2016-09-27,8909
2016-09-28,8909
2016-09-29,9195
2016-09-30,9410
2016-10-01,9410
2016-10-02,9699
2016-10-03,9699
2016-10-04,9951
2016-10-05,9951
2016-10-06,9837
2016-10-07,9837
2016-10-08,10109
2016-10-09,10109
2016-10-10,9871
2016-10-11,9454
2016-10-12,9454
2016-10-13,9273
2016-10-14,9646
2016-10-15,9685
2016-10-16,9342
2016-10-17,9038
2016-10-18,9038
2016-10-19,9094
2016-10-20,9094
2016-10-21,9191
2016-10-22,9191
2016-10-23,9251
2016-10-24,9622
2016-10-25,9622
2016-10-26,9884
2016-10-27,9884
2016-10-28,9889
2016-10-29,10169
2016-10-30,10169
2016-10-31,10134
2016-11-01,10134
2016-11-02,9844
2016-11-03,9844
2016-11-04,9913
2016-11-05,9913
2016-11-06,9980
2016-11-07,9980
2016-11-08,9986
2016-11-09,9785
2016-11-10,9898
2016-11-11,9898
2016-11-12,9727
2016-11-13,9727
2016-11-14,9686
2016-12-07,12815
2016-12-08,12883
2016-12-09,12839
2016-12-10,12839
2016-12-11,12918
2016-12-12,12704
2016-12-13,12760
2016-12-14,12758
2016-12-15,12758
2016-12-16,13079
2016-12-17,13264
2016-12-18,13264
2016-12-19,13794
2016-12-20,13869
2016-12-21,14166
2016-12-22,14166
2016-12-23,14315
2016-12-24,14315
2016-12-25,13940
2016-12-26,13466
2016-12-27,13244
2016-12-28,13293
2016-12-29,13630
2016-12-30,13630
2016-12-31,13830
2017-01-01,13699
2017-01-02,14143
2017-01-03,14143
2017-01-04,14521
2017-01-05,14521
2017-01-06,14525
2017-01-07,14505
2017-01-08,14000
2017-01-09,13845
2017-01-10,14016
2017-01-11,13943
2017-01-12,13698
2017-01-13,13698
2017-01-14,14137
2017-01-15,14630
2017-01-16,14883
2017-01-17,14892
2017-01-18,14643
2017-01-19,14607
2017-01-20,14793
2017-01-21,14377
2017-01-22,14037
2017-01-27,13760
2017-01-28,13411
2017-01-29,13213
2017-01-30,13464
2017-01-31,13175
2017-02-01,13140
2017-02-02,12885
2017-02-03,12583
2017-02-04,12231
2017-02-05,12356
2017-02-06,12140
2017-02-07,11702
2017-02-08,11567
2017-02-09,11567
2017-02-10,11767
2017-02-11,12178
2017-02-12,12178
2017-02-13,12545
2017-02-14,12754
2017-02-15,12839
2017-02-16,12845
2017-02-18,13011
2017-02-19,12445
2017-02-20,12626
2017-02-21,13201
2017-02-22,13746
2017-02-23,13802
2017-02-24,13802
2017-02-25,13970
2017-02-26,14309
2017-02-27,14931
2017-02-28,14891
2017-03-01,14933
2017-03-02,14438
2017-03-03,13923
2017-03-04,13674
2017-03-05,13688
2017-03-06,13874
2017-03-07,13861
2017-03-08,13832
2017-03-09,14331
2017-03-10,14448
2017-03-11,14135
2017-03-12,14021
2017-03-13,13748
2017-03-14,13626
2017-03-15,13402
2017-03-16,13159
2017-03-17,13114
2017-03-18,13004
2017-03-19,12987
2017-03-20,12573
2017-03-21,12197
2017-03-22,11721
2017-03-23,11274
2017-03-24,11046
2017-03-25,11027
2017-03-26,10930
2017-03-27,11042
2017-03-28,10964
2017-03-29,10781
2017-03-30,10947
2017-03-31,10939
2017-04-01,10987
2017-04-02,10879
2017-04-03,10946
2017-04-04,11084
2017-04-12,11804
2017-04-13,11720
2017-04-14,11527
2017-04-15,11909
2017-04-16,12136
2017-04-17,11665
2017-04-18,11747
2017-04-19,12135
2017-04-20,12248
2017-04-21,12270
2017-04-22,12177
2017-04-23,11852
2017-04-24,11424
2017-04-25,11653
2017-04-26,11653
2017-04-27,11669
2017-04-28,11702
2017-04-29,11578
2017-04-30,11417
2017-05-01,11484
2017-05-02,11392
2017-05-03,11167
2017-05-04,11231
2017-05-05,11258
2017-05-06,11258
2017-05-07,11285
2017-05-08,11288
2017-05-09,11327
2017-05-10,11327
2017-05-11,11010
2017-05-12,10522
2017-05-13,10605
2017-05-14,10621
2017-05-15,10888
2017-05-16,10973
2017-05-17,11112
2017-05-18,10942
2017-05-19,10942
2017-05-20,10520
2017-05-21,10520
2017-05-22,10094
2017-05-23,9889
2017-05-24,9858
2017-05-25,10152
2017-05-26,10214
2017-05-27,9762
2017-05-28,9590
2017-05-29,9376
2017-05-30,9496
2017-05-31,9574
2017-06-01,9332
2017-06-02,9390
2017-06-03,9119
2017-06-06,9389
2017-06-07,9483
2017-06-08,9483
2017-06-09,9532
2017-06-10,9642
2017-06-11,9866
2017-06-12,9671
2017-06-13,9689
2017-06-14,9694
2017-06-15,9616
2017-06-16,9762
2017-06-17,9997
2017-06-18,10028
2017-06-19,10028
2017-06-20,9688
2017-06-21,9399
2017-06-22,9399
2017-06-23,9237
2017-06-24,9219
2017-06-25,9435
2017-06-26,9430
2017-06-27,9144
2017-06-28,9032
2017-06-29,9214
2017-06-30,9383
2017-07-01,9383
2017-07-02,9467
2017-07-03,9602
2017-07-04,9442
2017-07-05,9442
2017-07-06,9602
2017-07-07,9602
2017-07-08,9880
2017-07-13,10582
2017-07-14,10406
2017-07-15,9939
2017-07-16,9731
2017-07-17,9618
2017-07-18,9319
2017-07-19,9075
2017-07-20,8699
2017-07-21,8293
2017-07-22,8049
2017-07-23,7728
2017-07-24,7464
2017-07-25,7377
2017-07-26,7281
2017-07-27,7291
2017-07-28,7525
2017-07-29,7850
2017-07-30,7976
2017-07-31,7976
2017-08-01,8299
2017-08-02,8144
2017-08-03,7978
2017-08-04,7978
2017-08-05,8157
2017-08-06,8524
2017-08-09,8576
2017-08-10,8712
2017-08-11,8686
2017-08-12,8706
2017-08-13,8797
2017-08-14,8420
2017-08-15,8101
2017-08-16,7831
2017-08-17,7753
2017-08-18,7753
2017-08-19,7478
2017-08-20,7428
2017-08-21,7599
2017-08-22,7877
2017-08-23,8244
2017-08-24,8484
2017-08-25,8639
2017-08-26,8617
2017-08-27,8607
2017-08-28,8621
2017-08-29,8680
2017-08-30,8808
2017-08-31,8869
2017-09-01,9169
2017-09-02,9331
2017-09-03,9331
2017-09-04,9683
2017-09-05,10014
2017-09-06,10017
2017-09-07,10422
2017-09-08,10422
2017-09-09,10400
2017-09-10,9948
2017-09-11,9690
2017-09-12,9690
2017-09-13,9437
2017-09-14,9442
2017-09-15,9442
2017-09-16,9261
2017-09-17,9203
2017-09-19,9498
2017-09-20,9337
2017-09-21,8975
2017-09-22,8942
2017-09-23,8942
2017-09-24,9042
2017-09-25,8954
2017-09-26,8787
2017-09-27,8481
2017-09-28,8167
2017-09-29,7774
2017-09-30,7759
2017-10-01,7711
2017-10-02,7889
2017-10-03,7829
2017-10-04,7852
2017-10-05,7733
2017-10-06,7504
2017-10-07,7327
2017-10-08,7283
2017-10-09,7434
2017-10-10,7690
2017-10-11,7690
2017-10-12,7907
2017-10-13,7981
2017-10-14,7764
2017-10-15,7764
2017-10-16,7815
2017-10-17,7815
2017-10-18,7898
2017-10-19,7958
2017-10-20,8038
2017-10-21,8154
2017-10-22,8110
2017-10-23,8314
2017-10-24,8364
2017-10-25,8369
2017-10-26,8705
2017-10-27,9056
2017-10-28,9056
2017-10-29,9377
2017-10-30,9846
2017-10-31,10335
2017-11-02,10692
2017-11-03,10448
2017-11-04,10158
2017-11-05,9775
2017-11-06,9414
2017-11-07,9168
2017-11-08,9541
2017-11-09,9239
2017-11-10,9239
2017-11-11,8828
2017-11-12,8422
2017-11-13,8332
2017-11-14,8575
2017-11-15,8886
2017-11-16,9269
2017-11-17,9578
2017-11-18,9578
2017-11-19,9468
2017-11-20,9927
2017-11-21,10220
2017-11-22,10423
2017-11-23,10223
2017-11-24,9721
2017-11-25,9331
2017-11-26,9155
2017-11-27,9155
2017-11-28,9343
2017-11-29,9480
2017-11-30,9890
2017-12-01,10362
2017-12-02,10821
2017-12-03,11245
2017-12-04,11190
2017-12-05,11367
2017-12-06,11164
2017-12-07,11035
2017-12-08,11035
2017-12-09,11234
2017-12-10,11578
2017-12-11,12026
2017-12-12,12559
2017-12-14,12788
2017-12-15,12962
2017-12-17,13584
2017-12-18,13824
2017-12-19,14019
2017-12-20,13544
2017-12-21,13991
2017-12-22,14292
2017-12-23,14410
2017-12-24,14608
2017-12-25,14637
2017-12-26,14935
2017-12-27,15301
2017-12-28,15097
2017-12-29,14809
2017-12-30,14903
2017-12-31,14902
2018-01-01,14881
2018-01-02,14462
2018-01-03,13931
2018-01-04,13680
2018-01-05,13300
2018-01-06,13191
2018-01-07,12904
2018-01-08,12937
2018-01-09,12655
2018-01-10,12655
2018-01-11,13016
2018-01-12,13328
2018-01-13,13515
2018-01-14,13797
2018-01-15,13896
2018-01-16,13360
2018-01-17,13380
2018-01-18,13514
2018-01-19,13514
2018-01-20,13841
2018-01-21,13465
2018-01-22,12873
2018-01-23,12395
2018-01-25,12118
2018-01-26,12455
2018-01-27,12758
2018-01-28,12699
2018-01-29,12833
2018-01-31,13179
2018-02-01,13339
2018-02-02,13792
2018-02-03,13585
2018-02-04,13201
2018-02-05,12725
2018-02-06,12588
2018-02-07,12985
2018-02-08,12985
2018-02-09,13228
2018-02-10,13228
2018-02-11,13606
2018-02-12,13380
2018-02-13,13669
2018-02-14,13904
2018-02-15,14077
2018-02-16,14322
2018-02-17,14496
2018-02-18,14079
2018-02-19,13926
2018-02-20,13772
2018-02-21,13677
2018-02-22,13877
2018-02-23,13648
2018-02-24,13238
2018-02-25,12973
2018-02-26,12873
2018-02-27,12667
2018-03-01,12644
2018-03-02,13164
2018-03-03,13270
2018-03-04,13270
2018-03-05,12761
2018-03-06,12604
2018-03-07,12682
2018-03-08,12707
2018-03-09,12667
2018-03-10,12793
2018-03-11,12609
2018-03-12,12499
2018-03-13,12774
2018-03-14,12643
2018-03-15,12925
2018-03-16,12892
2018-03-17,12863
2018-03-18,12584
2018-03-19,12584
2018-03-20,12326
2018-03-21,12385
2018-03-23,12563
2018-03-24,12779
2018-03-26,13116
2018-03-27,13187
2018-03-28,13187
2018-03-29,13316
2018-03-30,13265
2018-03-31,13116
2018-04-01,12839
2018-04-02,12696
2018-04-03,12665
2018-04-04,12363
2018-04-05,12363
2018-04-06,11910
2018-04-07,11910
2018-04-08,11529
2018-04-09,10952
2018-04-10,10404
2018-04-11,10093
2018-04-12,10046
2018-04-13,10003
2018-04-14,10359
2018-04-15,10464
2018-04-16,10371
2018-04-17,10169
2018-04-18,10041
2018-04-19,10339
2018-04-20,10692
2018-04-21,10923
2018-04-22,11063
2018-04-23,11263
2018-04-24,10860
2018-04-25,10724
2018-04-26,10724
2018-04-27,10795
2018-04-28,10612
2018-04-29,10452
2018-04-30,10254
2018-05-01,9988
2018-05-04,9671
2018-05-05,9721
2018-05-06,9721
2018-05-08,9981
2018-05-09,10004
2018-05-10,9634
2018-05-11,9356
2018-05-12,9103
2018-05-13,9103
2018-05-14,9094
2018-05-15,9264
2018-05-16,9368
2018-05-17,9614
2018-05-18,9710
2018-05-19,9880
2018-05-20,9944
2018-05-21,9850
2018-05-22,9750
2018-05-23,10038
2018-05-24,10250
2018-05-25,10727
2018-05-26,11039
2018-05-27,11039
2018-05-28,10877
2018-05-29,10948
2018-05-30,10781
2018-05-31,10343
2018-06-01,10035
2018-06-02,9816
2018-06-03,9325
2018-06-04,8957
2018-06-05,8811
2018-06-06,8774
2018-06-07,8774
2018-06-08,8844
2018-06-09,8677
2018-06-10,8530
2018-06-11,8631
2018-06-12,8415
2018-06-13,8357
2018-06-14,8142
2018-06-15,8319
2018-06-16,8442
2018-06-17,8294
2018-06-18,8182
2018-06-19,8167
2018-06-20,8167
2018-06-21,8269
2018-06-22,8609
2018-06-23,8854
2018-06-24,9198
2018-06-25,9383
2018-06-26,9690
2018-06-27,10060
2018-06-28,10163
2018-06-29,10033
2018-06-30,10398
2018-07-01,10333
2018-07-02,10333
2018-07-03,10563
2018-07-04,10738
2018-07-05,10885
2018-07-06,10854
2018-07-07,11118
2018-07-08,11346
2018-07-09,11367
2018-07-10,10798
2018-07-11,10285
2018-07-12,9840
2018-07-13,9456
2018-07-14,9012
2018-07-15,8621
2018-07-16,8231
2018-07-17,8024
2018-07-18,7863
2018-07-19,7949
2018-07-20,7995
2018-07-21,8165
2018-07-22,8308
2018-07-23,8337
2018-07-24,8220
2018-07-25,8215
2018-07-26,7896
2018-07-27,7672
2018-07-28,7560
2018-07-29,7499
2018-07-30,7302
2018-07-31,6996
2018-08-01,6682
2018-08-02,6586
2018-08-03,6598
2018-08-04,6675
2018-08-05,6755
2018-08-06,6982
2018-08-07,7088
2018-08-08,7172
2018-08-09,7243
2018-08-10,7184
2018-08-11,7213
2018-08-12,7407
2018-08-14,8029
2018-08-16,8027
2018-08-17,8035
2018-08-18,8252
2018-08-19,8214
2018-08-20,8200
2018-08-21,7967
2018-08-22,8079
2018-08-23,8158
2018-08-24,8160
2018-08-25,8086
2018-08-26,8257
2018-08-27,8455
2018-08-28,8645
2018-08-29,8790
2018-08-30,8876
2018-08-31,8957
2018-09-01,8982
2018-09-02,9067
2018-09-03,8949
2018-09-04,8971
2018-09-05,8771
2018-09-06,8517
2018-09-07,8378
2018-09-08,8353
2018-09-09,8411
2018-09-10,8477
2018-09-11,8529
2018-09-12,8659
2018-09-13,8879
2018-09-14,8806
2018-09-15,8746
2018-09-16,8443
2018-09-17,8348
2018-09-18,8525
2018-09-19,8867
2018-09-20,8872
2018-09-21,9208
2018-09-22,9248
2018-09-23,9490
2018-09-24,9529
2018-09-25,9440
2018-09-26,9355
2018-09-27,9543
2018-09-28,9680
2018-09-29,9729
2018-09-30,9832
2018-10-02,10056
2018-10-03,10113
2018-10-04,9976
2018-10-05,9891
2018-10-06,9673
2018-10-07,9748
2018-10-08,9808
2018-10-09,9881
2018-10-10,9865
2018-10-11,9832
2018-10-12,9919
2018-10-13,10192
2018-10-14,10367
2018-10-15,10674
2018-10-16,10792
2018-10-17,10766
2018-10-18,10303
2018-10-19,10465
2018-10-20,10508
2018-10-21,10561
2018-10-22,10460
2018-10-23,10444
2018-10-24,10268
2018-10-25,10007
2018-10-26,9631
2018-10-27,9700
2018-10-28,9432
2018-10-29,9546
2018-10-30,9473
2018-10-31,9678
2018-11-01,10044
2018-11-03,10988
2018-11-04,11535
2018-11-05,12086
2018-11-06,12680
2018-11-07,13265
2018-11-08,13910
2018-11-09,14586
2018-11-10,15305
2018-11-11,16070
2018-11-12,16748
2018-11-13,17544
2018-11-14,17999
2018-11-15,18603
2018-11-16,19361
2018-11-17,20114
2018-11-18,21038
2018-11-19,22021
2018-11-20,22931
2018-11-21,23662
2018-11-22,24702
2018-11-23,25165
2018-11-24,25516
2018-11-25,25341
2018-11-26,25561
2018-11-27,25398
2018-11-28,24951
2018-11-29,24033
2018-12-01,23027
2018-12-02,22091
2018-12-03,21366
2018-12-04,20785
2018-12-05,20000
2018-12-07,18466
2018-12-09,17731
2018-12-10,17182
2018-12-11,16824
2018-12-12,16446
2018-12-13,15942
2018-12-14,15279
2018-12-15,14859
2018-12-16,14670
2018-12-17,14586
2018-12-18,14380
2018-12-19,14044
2018-12-20,13574
2018-12-21,12899
2018-12-22,12448
2018-12-23,12118
2018-12-24,12199
2018-12-25,12300
2018-12-26,12478
2018-12-27,12578
2018-12-28,12529
2018-12-29,12638
2018-12-30,12685
2018-12-31,12822
2019-01-01,12689
2019-01-02,12436
2019-01-03,12010
2019-01-04,11628
2019-01-05,11393
2019-01-06,11071
2019-01-08,10414
2019-01-10,9908
2019-01-11,9664
2019-01-12,9437
2019-01-13,9283
2019-01-14,9336
2019-01-15,9411
2019-01-16,9379
2019-01-17,9274
2019-01-18,9169
2019-01-19,8954
2019-01-20,8592
2019-01-21,8440
2019-01-22,8219
2019-01-23,8116
2019-01-24,8073
2019-01-25,8178
2019-01-26,8239
2019-01-28,8059
2019-01-29,8206
2019-01-30,8139
2019-01-31,8040
2019-02-01,8090
2019-02-02,8149
2019-02-03,8187
2019-02-04,8160
2019-02-05,8175
2019-02-06,8042
2019-02-07,8065
2019-02-08,8160
2019-02-09,8265
2019-02-10,8381
2019-02-11,8217
2019-02-12,8044
2019-02-13,7851
2019-02-14,7744
2019-02-15,7635
2019-02-16,7520
2019-02-17,7315
2019-02-18,7207
2019-02-19,7219
2019-02-20,7223
2019-02-21,7269
2019-02-22,7395
2019-02-23,7377
2019-02-24,7357
2019-02-25,7369
2019-02-26,7326
2019-02-27,7377
2019-02-28,7222
2019-03-01,7122
2019-03-02,7126
2019-03-03,7071
2019-03-04,6930
2019-03-05,6805
2019-03-06,6902
2019-03-07,6909
2019-03-08,6940
2019-03-09,6985
2019-03-10,6914
2019-03-11,6937
2019-03-12,7042
2019-03-13,7182
2019-03-14,7338
2019-03-15,7375
2019-03-16,7448
2019-03-17,7531
2019-03-18,7555
2019-03-19,7773
2019-03-20,7878
2019-03-21,8100
2019-03-22,8210
2019-03-23,8188
2019-03-24,8309
2019-03-25,8244
2019-03-26,8162
2019-03-27,8099
2019-03-28,7900
2019-03-29,7743
2019-03-30,7613
2019-03-31,7503
2019-04-01,7673
2019-04-02,7739
2019-04-03,7841
2019-04-04,7723
2019-04-05,7663
2019-04-06,7356
2019-04-07,7277
2019-04-08,7126
