date_obj,Occult%20ornament%20kit price
2020-03-02,4092253
2020-03-03,4070537
2020-03-04,4066815
2020-03-05,4060675
2020-03-06,4020551
2020-03-07,3991269
2020-03-08,3987975
2020-03-09,3974432
2020-03-10,3989842
2020-03-11,4000332
2020-03-12,3972928
2020-03-13,3958359
2020-03-14,3957706
2020-03-15,3907608
2020-03-16,3892461
2020-03-17,3887865
2020-03-18,3951008
2020-03-19,3927447
2020-03-20,3946784
2020-03-21,4056471
2020-03-22,4166985
2020-03-23,4105028
2020-03-24,4045970
2020-03-25,4036151
2020-03-26,4019437
2020-03-27,3986754
2020-03-28,3874912
2020-03-29,3837119
2020-03-30,3788320
2020-03-31,3779168
2020-04-01,3723859
2020-04-02,3711764
2020-04-03,3734557
2020-04-04,3667677
2020-04-05,3598344
2020-04-06,3482733
2020-04-07,3386683
2020-04-08,3299661
2020-04-09,3242419
2020-04-10,3323410
2020-04-11,3487741
2020-04-12,3595520
2020-04-13,3692237
2020-04-14,3789853
2020-04-15,3840060
2020-04-16,3890034
2020-04-17,3862744
2020-04-18,3869059
2020-04-19,3847079
2020-04-20,3788270
2020-04-21,3783354
2020-04-22,3881829
2020-04-23,3915639
2020-04-24,4081034
2020-04-25,4275402
2020-04-26,4376875
2020-04-27,4367021
2020-04-28,4365564
2020-04-29,4473927
2020-04-30,4608177
2020-05-01,4582563
2020-05-02,4599800
2020-05-03,4586536
2020-05-04,4554833
2020-05-05,4515120
2020-05-06,4444302
2020-05-07,4341778
2020-05-08,4300475
2020-05-09,4234599
2020-05-10,4159136
2020-05-11,4121359
2020-05-12,4100411
2020-05-13,4046599
