date_obj,Rune%20spear price
2015-10-19,12517
2015-10-20,12329
2015-10-22,12615
2015-10-23,12625
2015-10-24,12243
2015-10-25,12192
2015-10-26,12543
2015-10-27,12543
2015-10-29,12567
2015-10-30,12384
2015-10-31,12504
2015-11-01,12504
2015-11-02,12522
2015-11-03,12645
2015-11-04,12739
2015-11-05,12795
2015-11-06,12795
2015-11-07,13038
2015-11-08,13038
2015-11-09,12676
2015-11-10,12856
2015-11-11,13000
2015-11-12,13344
2015-11-13,13122
2015-11-14,12794
2015-11-15,12430
2015-11-16,12075
2015-11-17,12601
2015-11-18,12994
2015-11-19,12961
2015-11-20,12983
2015-11-21,12983
2015-11-22,12768
2015-11-23,12768
2015-11-24,12604
2015-11-25,12185
2015-11-26,12185
2015-11-27,12334
2015-11-28,12556
2015-11-29,12310
2015-11-30,12470
2015-12-01,12556
2015-12-02,12355
2015-12-03,12518
2015-12-04,12518
2015-12-05,12487
2015-12-06,12381
2015-12-07,12271
2015-12-08,12456
2015-12-09,12416
2015-12-10,12558
2015-12-11,12596
2015-12-12,12553
2015-12-13,12502
2015-12-14,12502
2015-12-15,12397
2015-12-16,12398
2015-12-17,12497
2015-12-18,12438
2015-12-19,12403
2015-12-20,12607
2015-12-21,12641
2015-12-22,12727
2015-12-23,12720
2015-12-24,12869
2015-12-25,12724
2015-12-26,12456
2015-12-27,12590
2015-12-28,12645
2015-12-29,12470
2015-12-30,12590
2015-12-31,12558
2016-01-01,12401
2016-01-02,12282
2016-01-03,12374
2016-01-04,12404
2016-01-05,12355
2016-01-06,12396
2016-01-07,12190
2016-01-08,12134
2016-01-09,12182
2016-01-10,12425
2016-01-11,12494
2016-01-12,12533
2016-01-13,12537
2016-01-14,12517
2016-01-15,12388
2016-01-16,12805
2016-01-17,12574
2016-01-18,12505
2016-01-19,12461
2016-01-20,12499
2016-01-21,12563
2016-01-22,12394
2016-01-23,12534
2016-01-24,12539
2016-01-25,12665
2016-01-26,12749
2016-01-27,12584
2016-01-28,12584
2016-01-29,12301
2016-01-30,12232
2016-01-31,12410
2016-02-01,12546
2016-02-02,12698
2016-02-03,12711
2016-02-04,12896
2016-02-05,12842
2016-02-06,12416
2016-02-07,12357
2016-02-08,12522
2016-02-09,12508
2016-02-10,12471
2016-02-11,12492
2016-02-12,12436
2016-02-13,12302
2016-02-14,12406
2016-02-15,12615
2016-02-16,12823
2016-02-17,12647
2016-02-18,12338
2016-02-19,12299
2016-02-20,12418
2016-02-21,12682
2016-02-22,12682
2016-02-23,12845
2016-02-24,12599
2016-02-25,12281
2016-02-26,12425
2016-02-27,12554
2016-02-28,13102
2016-02-29,13411
2016-03-01,13168
2016-03-02,12524
2016-03-03,12220
2016-03-04,12129
2016-03-05,12599
2016-03-06,12578
2016-03-07,12355
2016-03-08,12087
2016-03-09,12155
2016-03-10,12288
2016-03-11,12316
2016-03-12,12337
2016-03-13,12201
2016-03-14,12232
2016-03-15,12358
2016-03-16,12387
2016-03-17,12242
2016-03-18,12239
2016-03-19,12213
2016-03-20,12447
2016-03-21,12534
2016-03-22,12529
2016-03-23,12289
2016-03-24,12142
2016-03-25,12195
2016-03-26,12598
2016-03-27,12977
2016-03-28,13409
2016-03-29,12872
2016-03-30,12872
2016-03-31,12498
2016-04-01,12256
2016-04-02,12200
2016-04-03,12385
2016-04-04,12433
2016-04-05,12629
2016-04-06,12668
2016-04-07,12417
2016-04-08,12481
2016-04-09,12306
2016-04-10,12254
2016-04-11,12254
2016-04-12,12550
2016-04-13,13178
2016-04-14,13153
2016-04-15,12674
2016-04-16,12918
2016-04-17,13119
2016-04-18,13038
2016-04-19,12667
2016-04-20,12696
2016-04-21,12687
2016-04-22,12687
2016-04-23,12616
2016-04-24,12497
2016-04-25,12439
2016-04-26,12651
2016-04-27,12203
2016-04-28,12438
2016-04-29,12551
2016-04-30,12529
2016-05-01,12737
2016-05-02,12393
2016-05-03,12538
2016-05-04,12607
2016-05-05,12563
2016-05-06,12563
2016-05-07,12445
2016-05-08,12464
2016-05-09,12816
2016-05-10,12306
2016-05-11,12291
2016-05-12,12269
2016-05-13,12493
2016-05-14,12611
2016-05-15,12659
2016-05-16,12541
2016-05-17,12536
2016-05-18,12655
2016-05-19,12689
2016-05-22,12618
2016-05-23,12715
2016-05-24,12498
2016-05-25,12422
2016-05-26,12614
2016-05-27,12667
2016-05-28,12722
2016-05-29,12748
2016-05-30,12903
2016-05-31,12824
2016-06-01,12907
2016-06-02,13092
2016-06-03,12826
2016-06-04,12805
2016-06-05,12821
2016-06-06,12803
2016-06-07,12775
2016-06-08,12813
2016-06-09,12526
2016-06-10,12278
2016-06-11,12006
2016-06-12,12079
2016-06-13,12189
2016-06-14,12128
2016-06-15,12155
2016-06-16,12271
2016-06-17,12231
2016-06-18,12235
2016-06-19,12169
2016-06-20,12171
2016-06-21,12200
2016-06-22,12242
2016-06-23,12209
2016-06-24,12242
2016-06-25,12275
2016-06-26,12288
2016-06-27,12369
2016-06-28,12409
2016-06-29,12513
2016-06-30,12492
2016-07-01,12490
2016-07-02,12582
2016-07-03,12644
2016-07-04,12684
2016-07-05,12740
2016-07-06,12830
2016-07-07,12476
2016-07-08,12509
2016-07-09,12401
2016-07-10,12514
2016-07-11,12652
2016-07-12,12375
2016-07-13,12447
2016-07-14,12601
2016-07-15,12470
2016-07-16,12578
2016-07-17,12576
2016-07-18,12477
2016-07-23,12268
2016-07-24,12400
2016-07-25,12489
2016-07-26,12545
2016-07-27,12597
2016-07-28,12460
2016-07-29,12460
2016-07-30,12496
2016-07-31,12593
2016-08-01,12853
2016-08-02,12990
2016-08-03,12858
2016-08-04,12565
2016-08-05,12906
2016-08-06,12955
2016-08-07,12721
2016-08-08,12557
2016-08-09,12958
2016-08-10,13045
2016-08-11,13066
2016-08-12,13093
2016-08-13,12757
2016-08-14,12587
2016-08-15,12661
2016-08-16,12553
2016-08-17,12947
2016-08-18,12936
2016-08-19,12850
2016-08-20,12593
2016-08-21,12764
2016-08-22,12804
2016-08-23,13035
2016-08-24,12865
2016-08-25,12446
2016-08-26,12372
2016-08-28,12404
2016-08-31,12430
2016-09-01,12668
2016-09-02,12714
2016-09-03,12775
2016-09-04,12832
2016-09-05,12452
2016-09-06,12388
2016-09-07,12615
2016-09-08,12594
2016-09-09,12636
2016-09-10,12797
2016-09-11,12998
2016-09-12,13030
2016-09-13,12856
2016-09-14,13006
2016-09-15,12953
2016-09-16,12857
2016-09-17,13069
2016-09-18,12914
2016-09-19,13024
2016-09-20,13059
2016-09-21,13032
2016-09-22,12935
2016-09-23,12454
2016-09-24,12231
2016-09-25,12285
2016-09-26,12424
2016-09-27,12662
2016-09-28,12582
2016-09-29,12852
2016-09-30,12791
2016-10-01,13062
2016-10-02,13031
2016-10-03,12699
2016-10-04,12583
2016-10-05,12278
2016-10-06,12626
2016-10-07,13030
2016-10-08,12730
2016-10-09,12392
2016-10-10,12600
2016-10-11,12703
2016-10-12,12750
2016-10-13,12687
2016-10-14,12676
2016-10-15,12600
2016-10-16,12468
2016-10-17,12485
2016-10-18,12575
2016-10-19,12896
2016-10-20,12964
2016-10-21,12933
2016-10-22,12896
2016-10-23,12861
2016-10-24,12929
2016-10-25,12943
2016-10-26,12855
2016-10-27,12952
2016-10-28,13029
2016-10-29,12934
2016-10-30,12839
2016-10-31,12941
2016-11-01,12897
2016-11-02,13065
2016-11-03,13040
2016-11-04,13010
2016-11-05,12445
2016-11-06,12404
2016-11-07,12533
2016-11-08,12526
2016-11-09,12558
2016-11-10,12748
2016-11-11,12747
2016-11-12,12657
2016-11-13,12547
2016-11-14,12948
2016-12-08,12531
2016-12-09,12612
2016-12-10,12556
2016-12-11,12784
2016-12-12,12700
2016-12-13,12496
2016-12-14,12712
2016-12-15,12673
2016-12-16,12601
2016-12-17,12660
2016-12-18,12737
2016-12-19,12546
2016-12-20,12297
2016-12-21,12677
2016-12-22,12682
2016-12-23,12549
2016-12-24,12450
2016-12-25,12607
2016-12-26,12633
2016-12-27,12485
2016-12-28,12623
2016-12-29,12727
2016-12-30,12691
2016-12-31,12703
2017-01-01,12462
2017-01-02,12589
2017-01-03,12645
2017-01-04,12537
2017-01-05,12443
2017-01-06,12617
2017-01-07,12424
2017-01-08,12588
2017-01-09,12624
2017-01-10,12619
2017-01-11,12614
2017-01-12,12695
2017-01-13,12727
2017-01-14,12703
2017-01-15,12571
2017-01-16,12644
2017-01-17,12571
2017-01-18,12606
2017-01-19,12692
2017-01-20,12759
2017-01-21,12547
2017-01-22,12606
2017-01-27,12514
2017-01-28,12657
2017-01-29,12574
2017-01-30,12378
2017-01-31,12470
2017-02-01,12566
2017-02-02,12557
2017-02-03,12539
2017-02-04,12652
2017-02-05,12627
2017-02-06,12678
2017-02-07,12648
2017-02-08,12575
2017-02-09,12627
2017-02-10,12648
2017-02-11,12673
2017-02-12,12671
2017-02-13,12739
2017-02-14,12505
2017-02-15,12411
2017-02-16,12434
2017-02-18,12578
2017-02-19,12621
2017-02-20,12644
2017-02-21,12666
2017-02-22,12683
2017-02-23,12691
2017-02-24,12781
2017-02-25,12764
2017-02-26,12834
2017-02-27,12785
2017-02-28,12693
2017-03-01,12619
2017-03-02,12568
2017-03-03,12549
2017-03-04,12575
2017-03-05,12551
2017-03-06,12609
2017-03-07,12648
2017-03-08,12619
2017-03-09,12698
2017-03-10,12674
2017-03-11,12751
2017-03-12,12711
2017-03-13,12812
2017-03-14,12765
2017-03-15,12739
2017-03-16,12688
2017-03-17,12550
2017-03-18,12486
2017-03-19,12489
2017-03-20,12541
2017-03-21,12593
2017-03-22,12610
2017-03-23,12711
2017-03-24,12738
2017-03-25,12718
2017-03-26,12721
2017-03-27,12617
2017-03-28,12485
2017-03-29,12717
2017-03-30,12802
2017-03-31,12810
2017-04-01,12896
2017-04-02,12920
2017-04-03,12933
2017-04-04,12998
2017-04-12,12852
2017-04-13,13028
2017-04-14,12775
2017-04-15,12951
2017-04-16,12913
2017-04-17,12765
2017-04-18,12725
2017-04-19,12501
2017-04-20,12139
2017-04-21,12061
2017-04-22,12061
2017-04-23,12083
2017-04-24,12141
2017-04-25,12093
2017-04-26,12116
2017-04-27,12181
2017-04-28,12176
2017-04-29,12468
2017-04-30,12484
2017-05-01,12348
2017-05-02,12673
2017-05-03,12557
2017-05-04,12267
2017-05-05,12199
2017-05-06,12209
2017-05-07,12232
2017-05-08,12387
2017-05-09,12303
2017-05-10,12438
2017-05-11,12310
2017-05-12,12283
2017-05-13,12420
2017-05-14,12265
2017-05-15,12232
2017-05-16,12355
2017-05-17,12407
2017-05-18,12492
2017-05-19,12446
2017-05-20,12233
2017-05-21,12271
2017-05-22,12437
2017-05-23,12568
2017-05-24,12517
2017-05-25,11942
2017-05-26,11823
2017-05-27,11788
2017-05-28,11832
2017-05-29,11959
2017-05-30,11981
2017-05-31,11956
2017-06-01,12003
2017-06-02,11933
2017-06-03,11958
2017-06-06,12027
2017-06-07,12047
2017-06-08,12064
2017-06-09,12010
2017-06-10,12010
2017-06-11,11949
2017-06-12,11996
2017-06-13,12038
2017-06-14,12068
2017-06-15,12062
2017-06-16,12077
2017-06-17,12041
2017-06-18,12078
2017-06-19,12065
2017-06-20,12096
2017-06-21,12067
2017-06-22,12020
2017-06-23,11945
2017-06-24,11987
2017-06-25,12005
2017-06-26,12062
2017-06-27,12050
2017-06-28,12096
2017-06-29,12097
2017-06-30,12114
2017-07-01,12093
2017-07-02,12074
2017-07-03,12076
2017-07-04,12086
2017-07-05,12109
2017-07-06,12121
2017-07-07,12068
2017-07-08,12059
2017-07-13,12135
2017-07-14,12140
2017-07-15,12133
2017-07-16,12098
2017-07-17,12127
2017-07-18,12123
2017-07-19,12170
2017-07-20,12181
2017-07-21,12090
2017-07-22,12097
2017-07-23,12085
2017-07-24,12093
2017-07-25,12130
2017-07-26,12118
2017-07-27,12079
2017-07-28,12164
2017-07-29,12059
2017-07-30,12110
2017-07-31,12097
2017-08-01,12153
2017-08-02,12129
2017-08-03,12167
2017-08-04,12161
2017-08-05,12143
2017-08-06,12157
2017-08-09,12114
2017-08-10,12123
2017-08-11,11963
2017-08-12,12140
2017-08-13,11962
2017-08-14,12058
2017-08-15,12051
2017-08-17,12085
2017-08-18,12095
2017-08-19,12155
2017-08-20,12066
2017-08-21,12051
2017-08-22,12106
2017-08-23,12090
2017-08-24,11988
2017-08-25,12044
2017-08-26,12078
2017-08-27,12068
2017-08-28,12020
2017-08-29,11976
2017-08-30,12018
2017-08-31,12104
2017-09-01,12091
2017-09-02,12083
2017-09-03,12107
2017-09-04,12016
2017-09-05,12022
2017-09-06,12054
2017-09-07,11968
2017-09-08,12059
2017-09-09,12118
2017-09-10,12124
2017-09-11,12101
2017-09-12,12086
2017-09-13,12090
2017-09-14,12095
2017-09-15,12053
2017-09-16,12079
2017-09-17,12121
2017-09-19,12135
2017-09-20,12104
2017-09-21,12127
2017-09-22,12114
2017-09-23,12143
2017-09-24,12118
2017-09-25,12030
2017-09-26,12065
2017-09-27,12017
2017-09-28,12105
2017-09-29,12095
2017-09-30,12070
2017-10-01,12069
2017-10-02,12050
2017-10-03,12115
2017-10-04,12129
2017-10-05,12078
2017-10-06,12110
2017-10-07,12107
2017-10-08,12086
2017-10-09,12109
2017-10-10,12138
2017-10-11,12177
2017-10-12,12133
2017-10-13,12057
2017-10-14,12017
2017-10-15,11958
2017-10-16,12042
2017-10-17,12052
2017-10-18,12047
2017-10-19,12010
2017-10-20,11931
2017-10-21,11950
2017-10-22,12027
2017-10-23,12081
2017-10-24,12064
2017-10-25,12030
2017-10-26,11932
2017-10-27,11982
2017-10-28,11967
2017-10-29,12005
2017-10-30,12045
2017-10-31,12009
2017-11-01,12060
2017-11-02,12065
2017-11-03,12064
2017-11-04,12049
2017-11-05,12097
2017-11-06,12096
2017-11-07,12067
2017-11-08,12099
2017-11-09,12052
2017-11-10,12135
2017-11-11,12085
2017-11-12,12039
2017-11-13,12084
2017-11-14,12090
2017-11-15,12072
2017-11-16,12074
2017-11-17,12069
2017-11-18,12104
2017-11-19,12037
2017-11-20,12082
2017-11-21,12107
2017-11-22,12090
2017-11-23,12033
2017-11-24,12099
2017-11-25,12103
2017-11-26,12115
2017-11-27,12130
2017-11-28,12095
2017-11-29,12076
2017-11-30,12007
2017-12-01,12036
2017-12-02,12075
2017-12-03,12077
2017-12-04,12091
2017-12-05,12103
2017-12-06,12099
2017-12-07,12097
2017-12-08,12072
2017-12-09,12097
2017-12-10,12115
2017-12-11,12144
2017-12-12,12116
2017-12-13,12074
2017-12-14,12073
2017-12-15,12063
2017-12-16,12051
2017-12-17,11995
2017-12-18,12016
2017-12-19,12025
2017-12-20,12027
2017-12-21,12062
2017-12-22,12046
2017-12-23,12083
2017-12-24,12088
2017-12-25,12035
2017-12-26,12043
2017-12-27,12055
2017-12-28,12037
2017-12-29,12032
2017-12-30,12063
2017-12-31,12037
2018-01-01,12021
2018-01-02,12011
2018-01-03,12011
2018-01-04,11977
2018-01-05,11997
2018-01-06,12033
2018-01-07,12022
2018-01-08,12039
2018-01-09,12060
2018-01-10,12079
2018-01-11,12111
2018-01-12,11966
2018-01-13,12052
2018-01-14,12026
2018-01-15,12037
2018-01-16,12040
2018-01-17,12055
2018-01-18,12081
2018-01-19,12090
2018-01-20,12069
2018-01-21,12058
2018-01-22,12037
2018-01-23,12044
2018-01-24,12064
2018-01-25,12070
2018-01-26,12067
2018-01-27,12029
2018-01-28,12055
2018-01-29,12069
2018-01-30,12122
2018-02-01,12020
2018-02-02,12018
2018-02-03,12043
2018-02-04,11967
2018-02-05,12066
2018-02-06,12034
2018-02-07,12074
2018-02-08,12074
2018-02-09,12019
2018-02-10,11989
2018-02-11,11963
2018-02-12,11959
2018-02-13,11984
2018-02-14,12052
2018-02-15,12072
2018-02-16,12042
2018-02-17,12056
2018-02-18,12076
2018-02-19,12018
2018-02-20,11989
2018-02-21,11949
2018-02-22,11950
2018-02-23,11980
2018-02-24,12052
2018-02-25,12055
2018-02-26,12065
2018-02-27,12051
2018-02-28,12087
2018-03-01,12106
2018-03-02,12058
2018-03-03,12083
2018-03-04,12045
2018-03-05,12036
2018-03-06,12072
2018-03-07,12087
2018-03-08,12063
2018-03-09,12033
2018-03-10,12066
2018-03-11,12039
2018-03-12,12067
2018-03-13,12099
2018-03-14,12036
2018-03-15,12074
2018-03-16,12097
2018-03-17,12019
2018-03-18,12043
2018-03-19,12095
2018-03-20,12086
2018-03-21,12096
2018-03-23,12061
2018-03-24,12106
2018-03-26,12049
2018-03-27,12070
2018-03-28,12087
2018-03-29,12097
2018-03-30,12067
2018-03-31,12087
2018-04-01,12101
2018-04-02,12123
2018-04-03,12056
2018-04-04,12076
2018-04-05,12108
2018-04-06,12042
2018-04-08,12070
2018-04-09,12092
2018-04-10,12113
2018-04-11,12105
2018-04-12,12136
2018-04-13,12131
2018-04-14,12093
2018-04-15,12034
2018-04-16,12091
2018-04-17,12089
2018-04-18,12102
2018-04-19,11990
2018-04-20,11982
2018-04-21,11930
2018-04-22,12042
2018-04-23,12067
2018-04-24,12065
2018-04-25,12060
2018-04-26,12049
2018-04-27,12062
2018-04-28,12025
2018-04-29,12061
2018-04-30,12090
2018-05-01,12083
2018-05-02,12089
2018-05-03,11989
2018-05-04,12081
2018-05-05,12097
2018-05-06,12102
2018-05-07,12024
2018-05-08,12035
2018-05-09,12055
2018-05-10,12072
2018-05-11,12090
2018-05-12,12066
2018-05-13,12094
2018-05-14,12036
2018-05-15,11925
2018-05-16,12062
2018-05-17,12098
2018-05-18,12067
2018-05-19,12084
2018-05-20,12073
2018-05-21,12106
2018-05-22,12122
2018-05-23,12122
2018-05-24,11881
2018-05-25,12060
2018-05-26,12089
2018-05-27,12320
2018-05-28,12130
2018-05-29,12105
2018-05-30,12121
2018-05-31,12123
2018-06-01,12022
2018-06-02,12138
2018-06-03,12132
2018-06-04,12068
2018-06-05,12037
2018-06-06,12098
2018-06-07,12070
2018-06-08,12025
2018-06-09,12064
2018-06-10,12068
2018-06-11,12112
2018-06-12,12038
2018-06-13,12031
2018-06-14,12029
2018-06-15,12046
2018-06-16,12025
2018-06-17,11993
2018-06-18,11912
2018-06-19,11998
2018-06-20,12041
2018-06-21,12005
2018-06-22,12006
2018-06-23,12051
2018-06-24,12059
2018-06-25,12079
2018-06-26,12076
2018-06-27,12069
2018-06-28,12010
2018-06-29,12040
2018-06-30,12076
2018-07-01,12086
2018-07-02,12105
2018-07-03,12092
2018-07-04,12062
2018-07-05,12109
2018-07-06,12094
2018-07-07,12049
2018-07-08,12018
2018-07-09,12030
2018-07-10,12100
2018-07-11,12037
2018-07-12,11965
2018-07-13,12010
2018-07-14,12076
2018-07-15,12097
2018-07-16,12110
2018-07-17,12055
2018-07-18,11999
2018-07-19,12068
2018-07-20,12086
2018-07-21,11960
2018-07-22,12059
2018-07-23,12083
2018-07-24,12115
2018-07-25,12174
2018-07-26,12025
2018-07-27,11988
2018-07-28,11954
2018-07-29,11994
2018-07-30,11981
2018-07-31,12059
2018-08-01,12053
2018-08-02,12036
2018-08-03,12079
2018-08-04,12028
2018-08-05,12056
2018-08-06,12014
2018-08-07,11999
2018-08-08,12003
2018-08-09,12079
2018-08-10,12027
2018-08-11,11892
2018-08-12,11967
2018-08-14,11953
2018-08-16,12007
2018-08-17,11994
2018-08-18,12035
2018-08-19,12116
2018-08-20,12050
2018-08-21,12075
2018-08-22,12060
2018-08-23,12084
2018-08-24,12082
2018-08-25,12071
2018-08-26,12057
2018-08-27,11991
2018-08-28,12019
2018-08-29,12028
2018-08-30,12071
2018-08-31,12070
2018-09-01,12039
2018-09-02,11995
2018-09-03,11932
2018-09-04,11985
2018-09-05,12013
2018-09-06,12098
2018-09-07,12084
2018-09-08,12075
2018-09-09,12031
2018-09-10,12057
2018-09-11,12098
2018-09-12,12073
2018-09-13,12069
2018-09-14,12091
2018-09-15,12079
2018-09-16,12098
2018-09-17,12113
2018-09-18,12129
2018-09-19,12042
2018-09-20,12049
2018-09-21,12001
2018-09-22,12026
2018-09-23,12091
2018-09-24,12086
2018-09-25,12000
2018-09-26,12053
2018-09-27,12095
2018-09-28,12086
2018-09-29,12063
2018-09-30,12048
2018-10-02,12050
2018-10-03,12058
2018-10-04,12056
2018-10-05,12012
2018-10-06,12017
2018-10-07,12076
2018-10-08,12078
2018-10-09,12064
2018-10-10,12001
2018-10-11,12083
2018-10-12,12098
2018-10-13,12099
2018-10-14,12161
2018-10-15,12098
2018-10-16,11918
2018-10-17,12032
2018-10-18,12017
2018-10-19,12075
2018-10-20,12084
2018-10-21,12037
2018-10-22,12056
2018-10-23,12085
2018-10-24,12029
2018-10-25,12051
2018-10-26,12006
2018-10-27,11999
2018-10-28,12056
2018-10-29,11931
2018-10-30,12011
2018-10-31,12067
2018-11-01,12101
2018-11-03,12114
2018-11-04,12101
2018-11-05,12090
2018-11-06,12124
2018-11-07,12121
2018-11-08,12080
2018-11-09,12123
2018-11-10,12082
2018-11-11,12114
2018-11-12,12083
2018-11-13,12071
2018-11-14,12095
2018-11-15,12110
2018-11-16,12044
2018-11-17,12072
2018-11-18,12114
2018-11-19,12050
2018-11-20,12111
2018-11-21,12116
2018-11-22,12064
2018-11-23,12081
2018-11-24,12102
2018-11-25,12136
2018-11-26,12136
2018-11-27,12142
2018-11-28,12135
2018-11-29,12099
2018-12-01,12174
2018-12-02,12148
2018-12-03,12150
2018-12-04,12135
2018-12-05,12129
2018-12-07,12123
2018-12-09,12029
2018-12-10,12097
2018-12-11,12134
2018-12-12,12118
2018-12-13,12081
2018-12-14,12113
2018-12-15,12145
2018-12-16,12150
2018-12-17,12168
2018-12-18,12121
2018-12-19,12113
2018-12-20,12114
2018-12-21,12084
2018-12-22,12136
2018-12-23,12155
2018-12-24,12159
2018-12-25,12130
2018-12-26,12085
2018-12-27,12098
2018-12-28,12128
2018-12-29,12089
2018-12-30,12134
2018-12-31,12077
2019-01-01,12127
2019-01-02,12116
2019-01-03,12117
2019-01-04,12121
2019-01-05,12117
2019-01-06,12064
2019-01-08,12122
2019-01-10,12027
2019-01-11,12100
2019-01-12,12050
2019-01-13,12056
2019-01-14,12068
2019-01-15,12101
2019-01-16,12119
2019-01-17,12081
2019-01-18,12091
2019-01-19,12094
2019-01-20,12098
2019-01-21,12111
2019-01-22,12089
2019-01-23,12103
2019-01-24,12111
2019-01-25,12101
2019-01-26,12117
2019-01-27,11918
2019-01-28,12048
2019-01-29,12108
2019-01-30,12097
2019-01-31,12138
2019-02-01,12110
2019-02-02,12126
2019-02-03,12130
2019-02-04,12052
2019-02-05,12095
2019-02-06,12132
2019-02-07,12136
2019-02-08,12156
2019-02-09,12102
2019-02-10,12039
2019-02-11,12101
2019-02-12,12123
2019-02-13,12082
2019-02-14,12128
2019-02-15,12044
2019-02-16,12097
2019-02-17,12095
2019-02-18,12097
2019-02-19,12081
2019-02-20,12104
2019-02-21,12103
2019-02-22,12108
2019-02-23,12138
2019-02-24,12123
2019-02-25,12118
2019-02-26,12140
2019-02-27,12101
2019-02-28,11934
2019-03-01,11982
2019-03-02,12102
2019-03-03,12113
2019-03-04,12115
2019-03-05,12158
2019-03-06,12131
2019-03-07,12085
2019-03-08,12119
2019-03-09,12132
2019-03-10,12141
2019-03-11,12090
2019-03-12,12107
2019-03-13,12150
2019-03-14,12054
2019-03-15,12087
2019-03-16,12073
2019-03-17,12049
2019-03-18,12120
2019-03-19,12045
2019-03-20,12050
2019-03-21,12067
2019-03-22,12103
2019-03-23,12049
2019-03-24,12007
2019-03-25,12087
2019-03-26,12088
2019-03-27,12135
2019-03-28,12137
2019-03-29,12052
2019-03-30,12078
2019-03-31,12032
2019-04-01,12056
2019-04-02,12112
2019-04-03,12046
2019-04-04,12032
