date_obj,Bronze%20set%20(lg) price
2019-08-21,307
2019-08-22,302
2019-08-23,304
2019-08-24,305
2019-08-24,305
2019-08-25,318
2019-08-25,318
2019-08-26,332
2019-08-27,348
2019-08-27,348
2019-08-28,356
2019-08-29,373
2019-08-30,385
2019-08-31,385
2019-09-01,404
2019-09-02,404
2019-09-03,415
2019-09-04,435
2019-09-05,435
2019-09-06,453
2019-09-07,472
2019-09-08,488
2019-09-09,492
2019-09-10,509
2019-09-11,526
2019-09-12,550
2019-09-13,569
2019-09-14,592
2019-09-15,588
2019-09-16,577
2019-09-17,548
2019-09-18,538
2019-09-19,544
2019-09-20,544
2019-09-21,548
2019-09-22,551
2019-09-23,544
2019-09-24,544
2019-09-25,530
2019-09-26,540
2019-09-27,540
2019-09-28,516
2019-09-29,494
2019-09-30,469
2019-10-01,445
2019-10-02,425
2019-10-03,405
2019-10-04,387
2019-10-05,403
2019-10-06,419
2019-10-07,429
2019-10-08,446
2019-10-09,446
2019-10-10,461
2019-10-11,461
2019-10-12,477
2019-10-13,490
2019-10-14,511
2019-10-15,511
2019-10-16,512
2019-10-17,512
2019-10-18,514
2019-10-19,533
2019-10-20,528
2019-10-21,507
2019-10-22,496
2019-10-23,493
2019-10-24,494
2019-10-25,509
2019-10-26,513
2019-10-27,519
2019-10-28,524
2019-10-29,524
2019-10-30,506
2019-10-31,481
2019-11-01,465
2019-11-02,463
2019-11-03,478
2019-11-04,469
2019-11-05,469
2019-11-06,447
2019-11-07,437
2019-11-08,438
2019-11-09,431
2019-11-10,435
2019-11-11,438
2019-11-12,438
2019-11-13,449
2019-11-14,455
2019-11-15,468
2019-11-16,482
2019-11-17,482
2019-11-18,502
2019-11-19,506
2019-11-20,483
2019-11-21,483
2019-11-22,481
2019-11-23,481
2019-11-24,478
2019-11-25,475
2019-11-26,473
2019-11-27,473
2019-11-28,472
2019-11-29,480
2019-11-30,497
2019-12-01,518
2019-12-02,518
2019-12-03,533
2019-12-04,544
2019-12-05,544
2019-12-06,556
2019-12-07,560
2019-12-08,560
2019-12-09,558
2019-12-10,530
2019-12-11,503
2019-12-12,503
2019-12-13,486
2019-12-14,488
2019-12-15,485
2019-12-16,487
2019-12-17,483
2019-12-18,483
2019-12-19,475
2019-12-20,468
2019-12-21,464
2019-12-22,459
2019-12-23,456
2019-12-24,444
2019-12-25,446
2019-12-26,446
2019-12-27,443
2019-12-28,443
2019-12-29,452
2019-12-30,449
2019-12-31,446
2020-01-01,449
2020-01-02,447
2020-01-03,447
2020-01-04,441
2020-01-05,424
2020-01-06,419
2020-01-07,415
2020-01-08,415
2020-01-09,415
2020-01-10,405
2020-01-11,390
2020-01-12,377
2020-01-13,377
2020-01-14,385
2020-01-15,388
2020-01-16,388
2020-01-17,388
2020-01-18,388
2020-01-19,392
2020-01-20,400
2020-01-21,415
2020-01-22,430
2020-01-23,448
2020-01-24,454
2020-01-25,468
2020-01-26,480
2020-01-27,498
2020-01-28,510
2020-01-29,518
2020-01-30,530
2020-01-31,545
2020-02-01,552
2020-02-02,562
2020-02-03,575
2020-02-04,585
2020-02-05,607
2020-02-06,628
2020-02-07,649
2020-02-08,637
2020-02-09,612
2020-02-10,602
2020-02-11,579
2020-02-12,590
2020-02-13,612
2020-02-14,624
2020-02-15,624
2020-02-16,628
2020-02-17,627
2020-02-18,638
2020-02-19,641
2020-02-20,660
2020-02-21,660
2020-02-22,664
2020-02-23,654
2020-02-24,653
2020-02-25,656
2020-02-26,674
2020-02-27,685
2020-02-28,696
2020-02-29,696
2020-03-01,694
2020-03-02,715
2020-03-03,739
2020-03-04,739
2020-03-05,733
2020-03-06,747
2020-03-07,754
2020-03-08,767
2020-03-09,749
2020-03-10,772
2020-03-11,793
2020-03-12,772
2020-03-13,756
2020-03-14,718
2020-03-15,682
2020-03-16,647
2020-03-17,616
2020-03-18,588
2020-03-19,574
2020-03-20,566
2020-03-21,557
2020-03-22,536
2020-03-23,511
2020-03-24,507
2020-03-25,502
2020-03-26,496
2020-03-27,501
2020-03-28,491
2020-03-29,494
2020-03-30,501
2020-03-31,500
2020-04-01,504
2020-04-02,523
2020-04-03,523
2020-04-04,531
2020-04-05,547
2020-04-06,567
2020-04-07,594
2020-04-08,608
2020-04-09,619
2020-04-10,608
2020-04-11,612
2020-04-12,634
2020-04-13,649
2020-04-14,627
2020-04-15,622
2020-04-16,603
2020-04-17,591
2020-04-18,565
2020-04-19,564
2020-04-20,573
2020-04-21,570
2020-04-22,569
2020-04-23,582
2020-04-24,563
2020-04-25,557
2020-04-26,542
2020-04-27,536
2020-04-28,518
2020-04-29,509
2020-04-30,510
2020-05-01,500
2020-05-02,501
2020-05-03,517
2020-05-04,508
2020-05-05,514
2020-05-06,518
2020-05-07,526
2020-05-08,543
2020-05-09,546
2020-05-10,538
2020-05-11,557
2020-05-12,535
2020-05-13,516
