date_obj,Bronze%20platelegs%20(t) price
2019-03-24,3384
2019-03-25,3384
2019-03-26,3384
2019-03-27,3283
2019-03-28,3283
2019-03-29,3155
2019-03-30,3155
2019-03-31,3155
2019-04-01,3132
2019-04-02,3132
2019-04-03,3132
2019-04-04,3016
2019-04-05,3016
2019-04-06,3016
2019-04-07,2904
2019-04-08,2904
2019-04-09,2904
2019-04-10,2782
2019-04-11,2782
2019-04-12,2655
2019-04-13,2542
2019-04-14,2436
2019-04-15,2436
2019-04-16,2320
2019-04-17,2320
2019-04-18,2234
2019-04-19,2234
2019-04-20,2156
2019-04-21,2156
2019-04-22,2079
2019-04-23,2079
2019-04-24,2057
2019-04-25,2057
2019-04-26,2031
2019-04-27,2031
2019-04-28,1958
2019-04-29,1958
2019-04-30,1999
2019-05-01,1999
2019-05-02,2024
2019-05-03,2024
2019-05-04,2058
2019-05-05,2058
2019-05-06,2058
2019-05-07,2058
2019-05-08,2058
2019-05-09,2081
2019-05-10,2081
2019-05-11,2081
2019-05-12,2138
2019-05-13,2138
2019-05-14,2154
2019-05-15,2154
2019-05-16,2154
2019-05-17,2140
2019-05-18,2140
2019-05-19,2233
2019-05-20,2233
2019-05-21,2233
2019-05-22,2316
2019-05-23,2316
2019-05-24,2316
2019-05-25,2413
2019-05-26,2413
2019-05-27,2511
2019-05-28,2511
2019-05-29,2572
2019-05-30,2572
2019-05-31,2572
2019-06-01,2572
2019-06-02,2630
2019-06-03,2630
2019-06-04,2630
2019-06-05,2762
2019-06-06,2762
2019-06-07,2762
2019-06-08,2901
2019-06-09,2901
2019-06-10,2901
2019-06-11,3022
2019-06-12,3022
2019-06-13,3022
2019-06-14,3131
2019-06-15,3131
2019-06-16,3131
2019-06-17,3061
2019-06-18,3061
2019-06-19,3061
2019-06-20,2996
2019-06-21,2996
2019-06-22,2996
2019-06-23,3069
2019-06-24,3069
2019-06-25,3069
2019-06-26,2951
2019-06-27,2951
2019-06-28,2951
2019-06-29,3015
2019-06-30,3015
2019-07-01,3015
2019-07-02,3116
2019-07-03,3116
2019-07-04,3116
2019-07-05,3166
2019-07-06,3166
2019-07-07,3166
2019-07-08,3184
2019-07-09,3184
2019-07-10,3083
2019-07-11,3083
2019-07-12,3083
2019-07-13,3024
2019-07-14,3024
2019-07-15,3024
2019-07-16,3103
2019-07-17,3103
2019-07-18,3103
2019-07-19,3103
2019-07-20,3107
2019-07-21,3107
2019-07-22,3107
2019-07-23,3034
2019-07-24,3034
2019-07-25,3034
2019-07-26,3034
2019-07-27,2901
2019-07-28,2901
2019-07-29,2901
2019-07-30,2901
2019-07-31,2901
2019-08-01,2901
2019-08-02,3010
2019-08-03,3010
2019-08-04,3010
2019-08-05,2907
2019-08-06,2907
2019-08-07,2907
2019-08-08,3005
2019-08-09,3005
2019-08-10,3005
2019-08-11,3005
2019-08-12,3156
2019-08-13,3156
2019-08-14,3156
2019-08-15,3249
2019-08-16,3249
2019-08-17,3249
2019-08-18,3393
2019-08-19,3393
2019-08-20,3393
2019-08-21,3483
2019-08-22,3483
2019-08-23,3483
2019-08-24,3635
2019-08-24,3635
2019-08-25,3635
2019-08-25,3635
2019-08-26,3635
2019-08-27,3685
2019-08-27,3685
2019-08-28,3685
2019-08-29,3685
2019-08-30,3834
2019-08-31,3834
2019-09-01,3834
2019-09-02,3960
2019-09-03,3960
2019-09-04,3960
2019-09-05,4018
2019-09-06,4018
2019-09-07,4018
2019-09-08,4183
2019-09-09,4183
2019-09-10,4183
2019-09-11,4183
2019-09-12,4192
2019-09-13,4192
2019-09-14,4192
2019-09-15,4200
2019-09-16,4200
2019-09-17,4200
2019-09-18,4117
2019-09-19,4117
2019-09-20,4117
2019-09-21,4116
2019-09-22,4116
2019-09-23,4116
2019-09-24,4116
2019-09-25,4054
2019-09-26,4054
2019-09-27,4054
2019-09-28,4077
2019-09-29,4077
2019-09-30,4077
2019-10-01,4077
2019-10-02,4194
2019-10-03,4194
2019-10-04,4194
2019-10-05,4194
2019-10-06,4291
2019-10-07,4291
2019-10-08,4291
2019-10-09,4291
2019-10-10,4273
2019-10-11,4273
2019-10-12,4273
2019-10-13,4385
2019-10-14,4385
2019-10-15,4385
2019-10-16,4385
2019-10-17,4385
2019-10-18,4190
2019-10-19,4190
2019-10-20,4190
2019-10-21,4015
2019-10-22,4015
2019-10-23,4015
2019-10-24,4015
2019-10-25,3874
2019-10-26,3874
2019-10-27,3874
2019-10-28,3890
2019-10-29,3890
2019-10-30,3890
2019-10-31,3890
2019-11-01,3862
2019-11-02,3862
2019-11-03,3788
2019-11-04,3788
2019-11-05,3788
2019-11-06,3788
2019-11-07,3788
2019-11-08,3908
2019-11-09,3908
2019-11-10,3908
2019-11-11,3887
2019-11-12,3887
2019-11-13,3887
2019-11-14,3887
2019-11-15,3724
2019-11-16,3724
2019-11-17,3724
2019-11-18,3568
2019-11-19,3568
2019-11-20,3568
2019-11-21,3568
2019-11-22,3490
2019-11-23,3490
2019-11-24,3490
2019-11-25,3490
2019-11-26,3424
2019-11-27,3424
2019-11-28,3424
2019-11-29,3424
2019-11-30,3466
2019-12-01,3466
2019-12-02,3466
2019-12-03,3334
2019-12-04,3334
2019-12-05,3334
2019-12-06,3334
2019-12-07,3195
2019-12-08,3195
2019-12-09,3195
2019-12-10,3082
2019-12-11,3082
2019-12-12,3082
2019-12-13,2964
2019-12-14,2964
2019-12-15,2964
2019-12-16,2849
2019-12-17,2849
2019-12-18,2849
2019-12-19,2734
2019-12-20,2734
2019-12-21,2734
2019-12-22,2678
2019-12-23,2678
2019-12-24,2678
2019-12-25,2584
2019-12-26,2584
2019-12-27,2584
2019-12-28,2473
2019-12-29,2473
2019-12-30,2473
2019-12-31,2370
2020-01-01,2370
2020-01-02,2370
2020-01-03,2323
2020-01-04,2323
2020-01-05,2302
2020-01-06,2302
2020-01-07,2302
2020-01-08,2328
2020-01-09,2328
2020-01-10,2328
2020-01-11,2377
2020-01-12,2377
2020-01-13,2377
2020-01-14,2377
2020-01-15,2425
2020-01-16,2425
2020-01-17,2378
2020-01-18,2378
2020-01-19,2351
2020-01-20,2351
2020-01-21,2351
2020-01-22,2298
2020-01-23,2298
2020-01-24,2197
2020-01-25,2197
2020-01-26,2138
2020-01-27,2138
2020-01-28,2157
2020-01-29,2157
2020-01-30,2157
2020-01-31,2125
2020-02-01,2125
2020-02-02,2134
2020-02-03,2134
2020-02-04,2134
2020-02-05,2241
2020-02-06,2241
2020-02-07,2241
2020-02-08,2338
2020-02-09,2338
2020-02-10,2338
2020-02-11,2374
2020-02-12,2374
2020-02-13,2374
2020-02-14,2463
2020-02-15,2463
2020-02-16,2463
2020-02-17,2463
2020-02-18,2449
2020-02-19,2449
2020-02-20,2350
2020-02-21,2350
2020-02-22,2350
2020-02-23,2283
2020-02-24,2283
2020-02-25,2221
2020-02-26,2221
2020-02-27,2221
2020-02-28,2137
2020-02-29,2137
2020-03-01,2114
2020-03-02,2114
2020-03-03,2114
2020-03-04,2019
2020-03-05,2019
2020-03-06,1982
2020-03-07,1982
2020-03-08,1982
2020-03-09,1985
2020-03-10,1985
2020-03-11,2031
2020-03-12,2031
2020-03-13,2031
2020-03-14,2105
2020-03-15,2105
2020-03-16,2105
2020-03-17,2178
2020-03-18,2178
2020-03-19,2178
2020-03-20,2199
2020-03-21,2199
2020-03-22,2199
2020-03-23,2211
2020-03-24,2211
2020-03-25,2168
2020-03-26,2168
2020-03-27,2068
2020-03-28,2068
2020-03-29,2089
2020-03-30,2089
2020-03-31,2154
2020-04-01,2154
2020-04-02,2114
2020-04-03,2114
2020-04-04,2047
2020-04-05,2047
2020-04-06,2047
2020-04-07,2047
2020-04-08,2129
2020-04-09,2129
2020-04-10,2129
2020-04-11,2139
2020-04-12,2139
2020-04-13,2139
2020-04-14,2141
2020-04-15,2141
2020-04-16,2058
2020-04-17,2058
2020-04-18,2005
2020-04-19,2005
2020-04-20,2066
2020-04-21,2066
2020-04-22,2150
2020-04-23,2150
2020-04-24,2150
2020-04-25,2207
2020-04-26,2207
2020-04-27,2209
2020-04-28,2209
2020-04-29,2283
2020-04-30,2283
2020-05-01,2338
2020-05-02,2338
2020-05-03,2260
2020-05-04,2260
2020-05-05,2260
2020-05-06,2299
2020-05-07,2299
2020-05-08,2299
2020-05-09,2298
2020-05-10,2298
2020-05-11,2298
2020-05-12,2298
2020-05-13,2349
