date_obj,Bottle%20of%20wine price
2015-08-02,102
2015-08-03,102
2015-08-04,102
2015-08-05,106
2015-08-06,106
2015-08-07,106
2015-08-08,106
2015-08-09,106
2015-08-10,106
2015-08-11,106
2015-08-12,106
2015-08-13,110
2015-08-14,110
2015-08-15,110
2015-08-16,110
2015-08-17,110
2015-08-18,110
2015-08-19,110
2015-08-20,110
2015-08-21,113
2015-08-22,113
2015-08-23,113
2015-08-24,113
2015-08-25,113
2015-08-26,113
2015-08-27,113
2015-08-28,113
2015-08-29,116
2015-08-30,116
2015-08-31,116
2015-09-01,116
2015-09-02,116
2015-09-03,116
2015-09-04,116
2015-09-05,116
2015-09-06,116
2015-09-07,116
2015-09-08,120
2015-09-09,120
2015-09-10,120
2015-09-11,120
2015-09-12,120
2015-09-13,120
2015-09-14,120
2015-09-15,120
2015-09-16,120
2015-09-17,123
2015-09-18,123
2015-09-19,123
2015-09-20,123
2015-09-21,123
2015-09-22,123
2015-09-23,123
2015-09-24,123
2015-09-25,123
2015-09-27,127
2015-09-28,127
2015-09-29,127
2015-09-30,127
2015-10-05,131
2015-10-06,131
2015-10-07,131
2015-10-08,131
2015-10-09,131
2015-10-10,131
2015-10-11,131
2015-10-12,136
2015-10-13,136
2015-10-14,136
2015-10-15,136
2015-10-16,136
2015-10-17,136
2015-10-18,136
2015-10-19,136
2015-10-20,136
2015-10-22,141
2015-10-23,141
2015-10-24,141
2015-10-25,141
2015-10-26,141
2015-10-27,141
2015-10-29,141
2015-10-30,141
2015-10-31,145
2015-11-01,145
2015-11-02,145
2015-11-03,145
2015-11-04,145
2015-11-05,145
2015-11-06,145
2015-11-07,145
2015-11-08,145
2015-11-09,152
2015-11-10,152
2015-11-11,152
2015-11-12,152
2015-11-13,152
2015-11-14,152
2015-11-15,152
2015-11-16,152
2015-11-17,152
2015-11-18,152
2015-11-19,156
2015-11-20,156
2015-11-21,156
2015-11-22,156
2015-11-23,156
2015-11-24,156
2015-11-25,156
2015-11-26,156
2015-11-27,162
2015-11-28,162
2015-11-29,162
2015-11-30,162
2015-12-01,162
2015-12-02,162
2015-12-03,162
2015-12-04,162
2015-12-05,162
2015-12-06,169
2015-12-07,169
2015-12-08,169
2015-12-09,169
2015-12-10,169
2015-12-11,169
2015-12-12,169
2015-12-13,169
2015-12-14,169
2015-12-15,173
2015-12-16,173
2015-12-17,173
2015-12-18,173
2015-12-19,173
2015-12-20,173
2015-12-21,173
2015-12-22,173
2015-12-23,178
2015-12-24,178
2015-12-25,178
2015-12-26,178
2015-12-27,178
2015-12-28,178
2015-12-29,178
2015-12-30,178
2015-12-31,185
2016-01-01,185
2016-01-02,185
2016-01-03,185
2016-01-04,185
2016-01-05,185
2016-01-06,185
2016-01-07,185
2016-01-08,191
2016-01-09,191
2016-01-10,191
2016-01-11,191
2016-01-12,191
2016-01-13,191
2016-01-14,191
2016-01-15,199
2016-01-16,199
2016-01-17,199
2016-01-18,199
2016-01-19,199
2016-01-20,199
2016-01-21,199
2016-01-22,199
2016-01-23,204
2016-01-24,204
2016-01-25,204
2016-01-26,204
2016-01-27,204
2016-01-28,204
2016-01-29,204
2016-01-30,204
2016-01-31,204
2016-02-01,211
2016-02-02,211
2016-02-03,211
2016-02-04,211
2016-02-05,211
2016-02-06,211
2016-02-07,211
2016-02-08,211
2016-02-09,211
2016-02-10,219
2016-02-11,219
2016-02-12,219
2016-02-13,219
2016-02-14,219
2016-02-15,219
2016-02-16,219
2016-02-17,219
2016-02-18,219
2016-02-19,219
2016-02-20,216
2016-02-21,216
2016-02-22,216
2016-02-23,216
2016-02-24,216
2016-02-25,216
2016-02-26,216
2016-02-27,216
2016-02-28,216
2016-02-29,216
2016-03-01,219
2016-03-02,219
2016-03-03,219
2016-03-04,219
2016-03-05,219
2016-03-06,219
2016-03-07,219
2016-03-08,219
2016-03-09,219
2016-03-10,219
2016-03-11,214
2016-03-12,214
2016-03-13,214
2016-03-14,214
2016-03-15,214
2016-03-16,214
2016-03-17,214
2016-03-18,214
2016-03-19,207
2016-03-20,207
2016-03-21,207
2016-03-22,207
2016-03-23,207
2016-03-24,207
2016-03-25,207
2016-03-26,207
2016-03-27,207
2016-03-28,206
2016-03-29,206
2016-03-30,206
2016-03-31,206
2016-04-01,206
2016-04-02,206
2016-04-03,206
2016-04-04,206
2016-04-05,206
2016-04-06,206
2016-04-07,206
2016-04-08,206
2016-04-09,206
2016-04-10,206
2016-04-11,206
2016-04-12,206
2016-04-13,206
2016-04-14,206
2016-04-15,206
2016-04-16,211
2016-04-17,211
2016-04-18,211
2016-04-19,211
2016-04-20,211
2016-04-21,211
2016-04-22,211
2016-04-23,211
2016-04-24,211
2016-04-25,210
2016-04-26,210
2016-04-27,210
2016-04-28,210
2016-04-29,210
2016-04-30,210
2016-05-01,210
2016-05-02,210
2016-05-03,210
2016-05-04,216
2016-05-05,216
2016-05-06,216
2016-05-07,216
2016-05-08,216
2016-05-09,216
2016-05-10,216
2016-05-11,216
2016-05-12,216
2016-05-13,214
2016-05-14,214
2016-05-15,214
2016-05-16,214
2016-05-17,214
2016-05-18,214
2016-05-19,214
2016-05-22,214
2016-05-23,214
2016-05-24,214
2016-05-25,214
2016-05-26,214
2016-05-27,214
2016-05-28,214
2016-05-29,214
2016-05-30,214
2016-05-31,222
2016-06-01,222
2016-06-02,222
2016-06-03,222
2016-06-04,222
2016-06-05,222
2016-06-06,222
2016-06-07,222
2016-06-08,222
2016-06-09,229
2016-06-10,229
2016-06-11,229
2016-06-12,229
2016-06-13,229
2016-06-14,229
2016-06-15,229
2016-06-16,229
2016-06-17,222
2016-06-18,222
2016-06-19,222
2016-06-20,222
2016-06-21,222
2016-06-22,222
2016-06-23,222
2016-06-24,222
2016-06-25,222
2016-06-26,219
2016-06-27,219
2016-06-28,219
2016-06-29,219
2016-06-30,219
2016-07-01,219
2016-07-02,219
2016-07-03,219
2016-07-04,213
2016-07-05,213
2016-07-06,213
2016-07-07,213
2016-07-08,213
2016-07-09,213
2016-07-10,213
2016-07-11,213
2016-07-12,220
2016-07-13,220
2016-07-14,220
2016-07-15,220
2016-07-16,220
2016-07-17,220
2016-07-18,220
2016-07-23,225
2016-07-24,225
2016-07-25,225
2016-07-26,225
2016-07-27,225
2016-07-28,225
2016-07-29,225
2016-07-30,225
2016-07-31,225
2016-08-01,225
2016-08-02,225
2016-08-03,229
2016-08-04,229
2016-08-05,229
2016-08-06,229
2016-08-07,229
2016-08-08,229
2016-08-09,229
2016-08-10,229
2016-08-11,229
2016-08-12,229
2016-08-13,229
2016-08-14,229
2016-08-15,229
2016-08-16,229
2016-08-17,229
2016-08-18,229
2016-08-19,229
2016-08-20,229
2016-08-21,229
2016-08-22,229
2016-08-23,229
2016-08-24,229
2016-08-25,229
2016-08-26,229
2016-08-28,238
2016-08-31,238
2016-09-01,238
2016-09-02,238
2016-09-03,238
2016-09-04,238
2016-09-05,238
2016-09-06,238
2016-09-07,238
2016-09-08,238
2016-09-09,238
2016-09-10,238
2016-09-11,238
2016-09-12,238
2016-09-13,238
2016-09-14,238
2016-09-15,238
2016-09-16,238
2016-09-17,238
2016-09-18,238
2016-09-19,238
2016-09-20,238
2016-09-21,238
2016-09-22,238
2016-09-23,242
2016-09-24,242
2016-09-25,242
2016-09-26,242
2016-09-27,242
2016-09-28,242
2016-09-29,242
2016-09-30,242
2016-10-01,242
2016-10-02,242
2016-10-03,242
2016-10-04,242
2016-10-05,242
2016-10-06,242
2016-10-07,242
2016-10-08,242
2016-10-09,243
2016-10-10,243
2016-10-11,243
2016-10-12,243
2016-10-13,243
2016-10-14,243
2016-10-15,243
2016-10-16,243
2016-10-17,243
2016-10-18,243
2016-10-19,243
2016-10-20,243
2016-10-21,243
2016-10-22,243
2016-10-23,239
2016-10-24,239
2016-10-25,239
2016-10-26,239
2016-10-27,239
2016-10-28,239
2016-10-29,239
2016-10-30,239
2016-10-31,239
2016-11-01,239
2016-11-02,239
2016-11-03,239
2016-11-04,239
2016-11-05,239
2016-11-06,231
2016-11-07,231
2016-11-08,231
2016-11-09,231
2016-11-10,231
2016-11-11,231
2016-11-12,231
2016-11-13,231
2016-11-14,231
2016-11-15,231
2016-12-07,235
2016-12-08,235
2016-12-09,235
2016-12-10,235
2016-12-11,235
2016-12-12,235
2016-12-13,235
2016-12-14,233
2016-12-15,233
2016-12-16,233
2016-12-17,233
2016-12-18,233
2016-12-19,233
2016-12-20,233
2016-12-21,233
2016-12-22,233
2016-12-23,226
2016-12-24,226
2016-12-25,226
2016-12-26,226
2016-12-27,226
2016-12-28,226
2016-12-29,226
2016-12-30,226
2016-12-31,226
2017-01-01,226
2017-01-02,232
2017-01-03,232
2017-01-04,232
2017-01-05,232
2017-01-06,232
2017-01-07,232
2017-01-08,232
2017-01-09,232
2017-01-10,232
2017-01-11,229
2017-01-12,229
2017-01-13,229
2017-01-14,229
2017-01-15,229
2017-01-16,229
2017-01-17,229
2017-01-18,229
2017-01-19,229
2017-01-20,229
2017-01-21,219
2017-01-22,219
2017-01-23,219
2017-01-27,219
2017-01-28,219
2017-01-29,219
2017-01-30,219
2017-01-31,222
2017-02-01,222
2017-02-02,222
2017-02-03,222
2017-02-04,222
2017-02-05,222
2017-02-06,222
2017-02-07,222
2017-02-08,222
2017-02-09,225
2017-02-10,225
2017-02-11,225
2017-02-12,225
2017-02-13,225
2017-02-14,225
2017-02-15,225
2017-02-16,225
2017-02-18,225
2017-02-19,234
2017-02-20,234
2017-02-21,234
2017-02-22,234
2017-02-23,234
2017-02-24,234
2017-02-25,234
2017-02-26,234
2017-02-27,234
2017-02-28,234
2017-03-01,234
2017-03-02,245
2017-03-03,245
2017-03-04,245
2017-03-05,245
2017-03-06,245
2017-03-07,245
2017-03-08,245
2017-03-09,245
2017-03-10,245
2017-03-11,245
2017-03-12,245
2017-03-13,252
2017-03-14,252
2017-03-15,252
2017-03-16,252
2017-03-17,252
2017-03-18,252
2017-03-19,252
2017-03-20,252
2017-03-21,252
2017-03-22,252
2017-03-23,247
2017-03-24,247
2017-03-25,247
2017-03-26,247
2017-03-27,247
2017-03-28,247
2017-03-29,247
2017-03-30,247
2017-03-31,247
2017-04-01,247
2017-04-02,249
2017-04-03,249
2017-04-04,249
2017-04-12,241
2017-04-13,241
2017-04-14,241
2017-04-15,241
2017-04-16,241
2017-04-17,241
2017-04-18,241
2017-04-19,241
2017-04-20,253
2017-04-21,253
2017-04-22,253
2017-04-23,253
2017-04-24,253
2017-04-25,253
2017-04-26,253
2017-04-27,253
2017-04-28,253
2017-04-29,253
2017-04-30,256
2017-05-01,256
2017-05-02,256
2017-05-03,256
2017-05-04,256
2017-05-05,256
2017-05-06,256
2017-05-07,256
2017-05-08,256
2017-05-09,256
2017-05-10,256
2017-05-11,266
2017-05-12,266
2017-05-13,266
2017-05-14,266
2017-05-15,266
2017-05-16,266
2017-05-17,266
2017-05-18,266
2017-05-19,266
2017-05-20,266
2017-05-21,266
2017-05-22,258
2017-05-23,258
2017-05-24,258
2017-05-25,258
2017-05-26,258
2017-05-27,258
2017-05-28,258
2017-05-29,258
2017-05-30,258
2017-05-31,258
2017-06-01,258
2017-06-02,253
2017-06-03,253
2017-06-04,253
2017-06-05,253
2017-06-06,253
2017-06-07,253
2017-06-08,253
2017-06-09,253
2017-06-10,253
2017-06-11,243
2017-06-12,243
2017-06-13,243
2017-06-14,243
2017-06-15,243
2017-06-16,243
2017-06-17,243
2017-06-18,243
2017-06-19,243
2017-06-20,243
2017-06-21,248
2017-06-22,248
2017-06-23,248
2017-06-24,248
2017-06-25,248
2017-06-26,248
2017-06-27,248
2017-06-28,248
2017-06-29,248
2017-06-30,248
2017-07-01,243
2017-07-02,243
2017-07-03,243
2017-07-04,243
2017-07-05,243
2017-07-06,243
2017-07-07,243
2017-07-08,243
2017-07-13,239
2017-07-14,239
2017-07-15,239
2017-07-16,239
2017-07-17,239
2017-07-18,239
2017-07-19,239
2017-07-20,239
2017-07-21,236
2017-07-22,236
2017-07-23,236
2017-07-24,236
2017-07-25,236
2017-07-26,236
2017-07-27,236
2017-07-28,236
2017-07-29,236
2017-07-30,236
2017-07-31,239
2017-08-01,239
2017-08-02,239
2017-08-03,239
2017-08-04,239
2017-08-05,239
2017-08-06,239
2017-08-09,239
2017-08-10,237
2017-08-11,237
2017-08-12,237
2017-08-13,237
2017-08-14,237
2017-08-15,237
2017-08-16,237
2017-08-17,237
2017-08-18,237
2017-08-19,237
2017-08-20,249
2017-08-21,249
2017-08-22,249
2017-08-23,249
2017-08-24,249
2017-08-25,249
2017-08-26,249
2017-08-27,249
2017-08-28,249
2017-08-29,249
2017-08-30,251
2017-08-31,251
2017-09-01,251
2017-09-02,251
2017-09-03,251
2017-09-04,251
2017-09-05,251
2017-09-06,251
2017-09-07,251
2017-09-08,251
2017-09-09,264
2017-09-10,264
2017-09-11,264
2017-09-12,264
2017-09-13,264
2017-09-14,264
2017-09-15,264
2017-09-16,264
2017-09-17,264
2017-09-18,278
2017-09-19,278
2017-09-20,278
2017-09-21,278
2017-09-22,278
2017-09-23,278
2017-09-24,278
2017-09-25,278
2017-09-26,278
2017-09-27,278
2017-09-28,278
2017-09-29,289
2017-09-30,289
2017-10-01,289
2017-10-02,289
2017-10-03,289
2017-10-04,289
2017-10-05,289
2017-10-06,289
2017-10-07,289
2017-10-08,289
2017-10-09,289
2017-10-10,285
2017-10-11,285
2017-10-12,285
2017-10-13,285
2017-10-14,285
2017-10-15,285
2017-10-16,285
2017-10-17,285
2017-10-18,285
2017-10-19,285
2017-10-20,276
2017-10-21,276
2017-10-22,276
2017-10-23,276
2017-10-24,276
2017-10-25,276
2017-10-26,276
2017-10-27,276
2017-10-28,276
2017-10-29,276
2017-10-30,273
2017-10-31,273
2017-11-01,273
2017-11-02,273
2017-11-03,273
2017-11-04,273
2017-11-05,273
2017-11-06,273
2017-11-07,273
2017-11-08,273
2017-11-09,274
2017-11-10,274
2017-11-11,274
2017-11-12,274
2017-11-13,274
2017-11-14,274
2017-11-15,274
2017-11-16,274
2017-11-17,274
2017-11-18,274
2017-11-19,261
2017-11-20,261
2017-11-21,261
2017-11-22,261
2017-11-23,261
2017-11-24,261
2017-11-25,261
2017-11-26,261
2017-11-27,261
2017-11-28,261
2017-11-29,261
2017-11-30,261
2017-12-01,251
2017-12-02,251
2017-12-03,251
2017-12-04,251
2017-12-05,251
2017-12-06,251
2017-12-07,251
2017-12-08,251
2017-12-09,251
2017-12-10,251
2017-12-11,251
2017-12-12,261
2017-12-13,261
2017-12-14,261
2017-12-15,261
2017-12-16,261
2017-12-17,261
2017-12-18,261
2017-12-19,261
2017-12-20,275
2017-12-21,275
2017-12-22,275
2017-12-23,275
2017-12-24,275
2017-12-25,275
2017-12-26,275
2017-12-27,289
2017-12-28,289
2017-12-29,289
2017-12-30,289
2017-12-31,289
2018-01-01,289
2018-01-02,289
2018-01-03,289
2018-01-04,304
2018-01-05,304
2018-01-06,304
2018-01-07,304
2018-01-08,304
2018-01-09,304
2018-01-10,304
2018-01-11,304
2018-01-12,320
2018-01-13,320
2018-01-14,320
2018-01-15,320
2018-01-16,320
2018-01-17,320
2018-01-18,320
2018-01-19,336
2018-01-20,336
2018-01-21,336
2018-01-22,336
2018-01-23,336
2018-01-24,353
2018-01-25,353
2018-01-26,353
2018-01-27,353
2018-01-28,371
2018-01-29,371
2018-01-30,371
2018-01-31,371
2018-02-01,371
2018-02-02,390
2018-02-03,390
2018-02-04,390
2018-02-05,390
2018-02-06,410
2018-02-07,410
2018-02-08,410
2018-02-09,410
2018-02-10,410
2018-02-11,425
2018-02-12,425
2018-02-13,425
2018-02-14,406
2018-02-15,406
2018-02-16,406
2018-02-17,406
2018-02-18,387
2018-02-19,387
2018-02-20,387
2018-02-21,370
2018-02-22,370
2018-02-23,370
2018-02-24,370
2018-02-25,354
2018-02-26,354
2018-02-27,354
2018-02-28,354
2018-03-01,344
2018-03-02,344
2018-03-03,344
2018-03-04,344
2018-03-05,328
2018-03-06,328
2018-03-07,328
2018-03-08,328
2018-03-09,322
2018-03-10,322
2018-03-11,322
2018-03-12,322
2018-03-13,309
2018-03-14,309
2018-03-15,309
2018-03-16,309
2018-03-17,309
2018-03-18,311
2018-03-19,311
2018-03-20,311
2018-03-21,311
2018-03-23,325
2018-03-24,325
2018-03-25,325
2018-03-26,325
2018-03-27,333
2018-03-28,333
2018-03-29,333
2018-03-30,333
2018-03-31,333
2018-04-01,335
2018-04-02,335
2018-04-03,335
2018-04-04,335
2018-04-05,324
2018-04-06,324
2018-04-07,324
2018-04-08,324
2018-04-09,310
2018-04-10,310
2018-04-11,310
2018-04-12,310
2018-04-13,310
2018-04-14,298
2018-04-15,298
2018-04-16,298
2018-04-17,298
2018-04-18,298
2018-04-19,302
2018-04-20,302
2018-04-21,302
2018-04-22,302
2018-04-23,288
2018-04-24,288
2018-04-25,288
2018-04-26,288
2018-04-27,288
2018-04-28,280
2018-04-29,280
2018-04-30,280
2018-05-01,280
2018-05-02,280
2018-05-03,279
2018-05-04,279
2018-05-05,279
2018-05-06,279
2018-05-07,279
2018-05-08,279
2018-05-09,267
2018-05-10,267
2018-05-11,267
2018-05-12,267
2018-05-13,267
2018-05-14,267
2018-05-15,260
2018-05-16,260
2018-05-17,260
2018-05-18,260
2018-05-19,260
2018-05-20,249
2018-05-21,249
2018-05-22,249
2018-05-23,239
2018-05-24,239
2018-05-25,239
2018-05-26,239
2018-05-27,239
2018-05-28,230
2018-05-29,230
2018-05-30,230
2018-05-31,230
2018-06-01,230
2018-06-02,220
2018-06-03,220
2018-06-04,220
2018-06-05,220
2018-06-06,211
2018-06-07,211
2018-06-08,211
2018-06-09,211
2018-06-10,221
2018-06-11,221
2018-06-12,221
2018-06-13,221
2018-06-14,221
2018-06-15,214
2018-06-16,214
2018-06-17,214
2018-06-18,214
2018-06-19,206
2018-06-20,206
2018-06-21,206
2018-06-22,206
2018-06-23,206
2018-06-24,213
2018-06-25,213
2018-06-26,213
2018-06-27,213
2018-06-28,213
2018-06-29,224
2018-06-30,224
2018-07-01,224
2018-07-02,224
2018-07-03,224
2018-07-04,236
2018-07-05,236
2018-07-06,236
2018-07-07,236
2018-07-08,236
2018-07-09,248
2018-07-10,248
2018-07-11,248
2018-07-12,248
2018-07-13,248
2018-07-14,254
2018-07-15,254
2018-07-16,254
2018-07-17,254
2018-07-18,267
2018-07-19,267
2018-07-20,267
2018-07-21,267
2018-07-22,281
2018-07-23,281
2018-07-24,281
2018-07-25,281
2018-07-26,296
2018-07-27,296
2018-07-28,296
2018-07-29,296
2018-07-30,311
2018-07-31,311
2018-08-01,311
2018-08-02,327
2018-08-03,327
2018-08-04,327
2018-08-05,331
2018-08-06,331
2018-08-07,331
2018-08-08,331
2018-08-09,331
2018-08-10,331
2018-08-11,331
2018-08-12,332
2018-08-14,332
2018-08-16,332
2018-08-17,332
2018-08-18,332
2018-08-19,332
2018-08-20,332
2018-08-21,332
2018-08-22,332
2018-08-23,332
2018-08-24,332
2018-08-25,332
2018-08-26,332
2018-08-27,332
2018-08-28,332
2018-08-29,332
2018-08-30,332
2018-08-31,332
2018-09-01,332
2018-09-02,332
2018-09-03,332
2018-09-04,332
2018-09-05,332
2018-09-06,332
2018-09-07,332
2018-09-08,332
2018-09-09,332
2018-09-10,332
2018-09-11,332
2018-09-12,334
2018-09-13,334
2018-09-14,334
2018-09-15,347
2018-09-16,347
2018-09-17,347
2018-09-18,348
2018-09-19,348
2018-09-20,348
2018-09-21,348
2018-09-22,339
2018-09-23,339
2018-09-24,339
2018-09-25,339
2018-09-26,334
2018-09-27,334
2018-09-28,334
2018-09-29,321
2018-09-30,321
2018-10-01,319
2018-10-02,319
2018-10-03,319
2018-10-04,334
2018-10-05,334
2018-10-06,334
2018-10-07,336
2018-10-08,336
2018-10-09,336
2018-10-10,334
2018-10-11,334
2018-10-12,334
2018-10-13,334
2018-10-14,334
2018-10-15,334
2018-10-16,334
2018-10-17,334
2018-10-18,334
2018-10-19,334
2018-10-20,334
2018-10-21,334
2018-10-22,334
2018-10-23,334
2018-10-24,334
2018-10-25,334
2018-10-26,334
2018-10-27,334
2018-10-28,339
2018-10-29,339
2018-10-30,339
2018-10-31,335
2018-11-01,335
2018-11-03,334
2018-11-04,334
2018-11-05,335
2018-11-06,335
2018-11-07,335
2018-11-08,335
2018-11-09,334
2018-11-10,334
2018-11-11,335
2018-11-12,334
2018-11-13,334
2018-11-15,334
2018-11-16,336
2018-11-17,336
2018-11-18,334
2018-11-19,334
2018-11-20,335
2018-11-21,335
2018-11-22,335
2018-11-23,335
2018-11-24,334
2018-11-25,334
2018-11-26,334
2018-11-27,334
2018-11-28,334
2018-11-29,334
2018-12-01,334
2018-12-02,334
2018-12-03,334
2018-12-04,335
2018-12-05,334
2018-12-07,334
2018-12-09,332
2018-12-10,334
2018-12-11,334
2018-12-12,335
2018-12-13,334
2018-12-14,334
2018-12-15,334
2018-12-16,334
2018-12-17,334
2018-12-18,334
2018-12-19,334
2018-12-20,333
2018-12-21,324
2018-12-22,324
2018-12-23,313
2018-12-24,301
2018-12-25,301
2018-12-26,290
2018-12-27,279
2018-12-28,279
2018-12-29,272
2018-12-30,261
2018-12-31,256
2019-01-01,256
2019-01-02,243
2019-01-03,243
2019-01-04,231
2019-01-05,228
2019-01-06,218
2019-01-08,213
2019-01-10,214
2019-01-11,214
2019-01-12,213
2019-01-13,213
2019-01-14,213
2019-01-15,215
2019-01-16,215
2019-01-17,213
2019-01-18,213
2019-01-19,213
2019-01-20,213
2019-01-21,212
2019-01-22,212
2019-01-23,212
2019-01-24,213
2019-01-25,213
2019-01-26,213
2019-01-27,219
2019-01-28,219
2019-01-29,223
2019-01-30,223
2019-01-31,220
2019-02-01,229
2019-02-02,229
2019-02-03,232
2019-02-04,232
2019-02-05,236
2019-02-06,236
2019-02-07,232
2019-02-08,232
2019-02-09,233
2019-02-10,233
2019-02-11,232
2019-02-12,232
2019-02-13,233
2019-02-14,233
2019-02-15,233
2019-02-16,233
2019-02-17,232
2019-02-18,232
2019-02-19,232
2019-02-20,232
2019-02-21,236
2019-02-22,236
2019-02-23,240
2019-02-24,240
2019-02-25,234
2019-02-26,234
2019-02-27,232
2019-02-28,232
2019-03-01,238
2019-03-02,238
2019-03-03,234
2019-03-04,234
2019-03-05,235
2019-03-06,235
2019-03-07,234
2019-03-08,234
2019-03-09,234
2019-03-10,233
2019-03-11,233
2019-03-12,232
2019-03-13,232
2019-03-14,232
2019-03-15,233
2019-03-16,233
2019-03-17,232
2019-03-18,232
2019-03-19,232
2019-03-20,232
2019-03-21,232
2019-03-22,232
2019-03-23,232
2019-03-24,232
2019-03-25,232
2019-03-26,232
2019-03-27,232
2019-03-28,232
2019-03-29,232
2019-03-30,232
2019-03-31,232
2019-04-01,233
2019-04-02,233
2019-04-03,233
2019-04-04,233
2019-04-05,233
2019-04-06,233
2019-04-07,233
2019-04-08,233
2019-04-09,244
2019-04-10,244
2019-04-11,244
2019-04-12,239
2019-04-13,239
2019-04-14,245
2019-04-15,245
2019-04-16,245
2019-04-17,246
2019-04-18,246
2019-04-19,246
2019-04-20,245
2019-04-21,245
2019-04-22,246
2019-04-23,246
2019-04-24,246
2019-04-25,246
2019-04-26,246
2019-04-27,246
2019-04-28,255
2019-04-29,255
2019-04-30,255
2019-05-01,266
2019-05-02,266
2019-05-03,257
2019-05-04,257
2019-05-05,257
2019-05-06,248
2019-05-07,248
2019-05-08,248
2019-05-09,239
2019-05-10,239
2019-05-11,239
2019-05-12,234
2019-05-13,234
2019-05-14,234
2019-05-15,232
2019-05-16,232
2019-05-17,232
2019-05-18,232
2019-05-19,232
2019-05-20,232
2019-05-21,233
2019-05-22,233
2019-05-23,233
2019-05-24,234
2019-05-25,234
2019-05-26,234
2019-05-27,234
2019-05-28,234
2019-05-29,234
2019-05-30,234
2019-05-31,234
2019-06-01,234
2019-06-02,236
2019-06-03,236
2019-06-04,236
2019-06-05,238
2019-06-06,238
2019-06-07,238
2019-06-08,239
2019-06-09,239
2019-06-10,239
2019-06-11,239
2019-06-12,239
2019-06-13,239
2019-06-14,238
2019-06-15,238
2019-06-16,238
2019-06-17,239
2019-06-18,239
2019-06-19,239
2019-06-20,240
2019-06-21,240
2019-06-22,240
2019-06-23,239
2019-06-24,239
2019-06-25,239
2019-06-26,239
2019-06-27,239
2019-06-28,239
2019-06-29,240
2019-06-30,240
2019-07-01,240
2019-07-02,241
2019-07-03,241
2019-07-04,241
2019-07-05,241
2019-07-06,241
2019-07-07,241
2019-07-08,239
2019-07-09,239
2019-07-10,239
2019-07-11,239
2019-07-12,239
2019-07-13,239
2019-07-14,239
2019-07-15,239
2019-07-16,239
2019-07-17,239
2019-07-18,239
2019-07-19,239
2019-07-20,239
2019-07-21,239
2019-07-22,239
2019-07-23,239
2019-07-24,239
2019-07-25,239
2019-07-26,239
2019-07-27,239
2019-07-28,239
2019-07-29,239
2019-07-30,239
2019-07-31,239
2019-08-01,239
2019-08-02,239
2019-08-03,240
2019-08-04,240
2019-08-05,240
2019-08-06,240
2019-08-07,240
2019-08-08,240
2019-08-09,240
2019-08-10,240
2019-08-11,240
2019-08-12,240
2019-08-13,240
2019-08-14,240
2019-08-15,240
2019-08-16,240
2019-08-17,240
2019-08-18,240
2019-08-19,240
2019-08-20,241
2019-08-21,241
2019-08-22,241
2019-08-23,241
2019-08-24,241
2019-08-24,241
2019-08-25,241
