date_obj,Mithril%20med%20helm price
2019-08-27,260
2019-08-28,257
2019-08-29,252
2019-08-30,247
2019-08-31,247
2019-09-01,245
2019-09-02,245
2019-09-03,242
2019-09-04,248
2019-09-05,251
2019-09-06,251
2019-09-07,250
2019-09-08,250
2019-09-09,250
2019-09-10,243
2019-09-11,251
2019-09-12,251
2019-09-13,254
2019-09-14,258
2019-09-15,256
2019-09-16,260
2019-09-17,258
2019-09-18,264
2019-09-19,268
2019-09-20,268
2019-09-21,273
2019-09-22,270
2019-09-23,263
2019-09-24,263
2019-09-25,264
2019-09-26,258
2019-09-27,258
2019-09-28,265
2019-09-29,265
2019-09-30,260
2019-10-01,265
2019-10-02,265
2019-10-03,266
2019-10-04,265
2019-10-05,263
2019-10-06,260
2019-10-07,258
2019-10-08,259
2019-10-09,259
2019-10-10,269
2019-10-11,269
2019-10-12,266
2019-10-13,252
2019-10-14,244
2019-10-15,244
2019-10-16,244
2019-10-17,244
2019-10-18,252
2019-10-19,248
2019-10-20,245
2019-10-21,240
2019-10-22,248
2019-10-23,245
2019-10-24,245
2019-10-25,251
2019-10-26,260
2019-10-27,268
2019-10-28,266
2019-10-29,266
2019-10-30,257
2019-10-31,261
2019-11-01,261
2019-11-02,262
2019-11-03,267
2019-11-04,257
2019-11-05,257
2019-11-06,252
2019-11-07,251
2019-11-08,260
2019-11-09,271
2019-11-10,273
2019-11-11,269
2019-11-12,269
2019-11-13,256
2019-11-14,260
2019-11-15,258
2019-11-16,253
2019-11-17,253
2019-11-18,252
2019-11-19,252
2019-11-20,244
2019-11-21,244
2019-11-22,237
2019-11-23,232
2019-11-24,230
2019-11-25,227
2019-11-26,226
2019-11-27,226
2019-11-28,228
2019-11-29,228
2019-11-30,224
2019-12-01,224
2019-12-02,224
2019-12-03,220
2019-12-04,215
2019-12-05,215
2019-12-06,218
2019-12-07,213
2019-12-08,213
2019-12-09,212
2019-12-10,220
2019-12-11,220
2019-12-12,224
2019-12-13,224
2019-12-14,226
2019-12-15,232
2019-12-16,232
2019-12-17,235
2019-12-18,235
2019-12-19,241
2019-12-20,243
2019-12-21,245
2019-12-22,244
2019-12-23,244
2019-12-24,250
2019-12-25,247
2019-12-26,247
2019-12-27,239
2019-12-28,241
2019-12-29,241
2019-12-30,237
2019-12-31,237
2020-01-01,232
2020-01-02,232
2020-01-03,232
2020-01-04,235
2020-01-05,233
2020-01-06,233
2020-01-07,235
2020-01-08,235
2020-01-09,241
2020-01-10,244
2020-01-11,247
2020-01-12,255
2020-01-13,255
2020-01-14,264
2020-01-15,270
2020-01-16,274
2020-01-17,275
2020-01-18,275
2020-01-19,271
2020-01-20,272
2020-01-21,272
2020-01-22,264
2020-01-23,260
2020-01-24,259
2020-01-25,261
2020-01-26,269
2020-01-27,258
2020-01-28,252
2020-01-29,255
2020-01-30,259
2020-01-31,254
2020-02-01,252
2020-02-02,251
2020-02-03,249
2020-02-04,252
2020-02-05,249
2020-02-06,242
2020-02-07,243
2020-02-08,232
2020-02-09,227
2020-02-10,228
2020-02-11,228
2020-02-12,233
2020-02-13,233
2020-02-14,243
2020-02-15,243
2020-02-16,242
2020-02-17,237
2020-02-18,239
2020-02-19,239
2020-02-20,247
2020-02-21,247
2020-02-22,245
2020-02-23,237
2020-02-24,232
2020-02-25,229
2020-02-26,232
2020-02-27,237
2020-02-28,245
2020-02-29,245
2020-03-01,243
2020-03-02,251
2020-03-03,261
2020-03-04,261
2020-03-05,266
2020-03-06,268
2020-03-07,268
2020-03-08,267
2020-03-09,266
2020-03-10,277
2020-03-11,277
2020-03-12,285
2020-03-13,285
2020-03-14,289
2020-03-15,294
2020-03-16,296
2020-03-17,292
2020-03-18,294
2020-03-19,304
2020-03-20,305
2020-03-21,311
2020-03-22,314
2020-03-23,310
2020-03-24,309
2020-03-25,302
2020-03-26,302
2020-03-27,298
2020-03-28,292
2020-03-29,282
2020-03-30,270
2020-03-31,268
2020-04-01,264
2020-04-02,254
2020-04-03,254
2020-04-04,250
2020-04-05,256
2020-04-06,251
2020-04-07,248
2020-04-08,252
2020-04-09,249
2020-04-10,243
2020-04-11,245
2020-04-12,245
2020-04-13,235
2020-04-14,242
2020-04-15,243
2020-04-16,252
2020-04-17,253
2020-04-18,246
2020-04-19,240
2020-04-20,246
2020-04-21,243
2020-04-22,241
2020-04-23,243
2020-04-24,241
2020-04-25,240
2020-04-26,244
2020-04-27,243
2020-04-28,248
2020-04-29,242
2020-04-30,245
2020-05-01,242
2020-05-02,242
2020-05-03,246
2020-05-04,256
2020-05-05,256
2020-05-06,262
2020-05-07,271
2020-05-08,268
2020-05-09,269
2020-05-10,266
2020-05-11,266
2020-05-12,258
2020-05-13,260
