date_obj,Justiciar%20chestguard price
2018-10-18,23348724
2018-10-19,22995659
2018-10-20,23179910
2018-10-21,23063768
2018-10-22,22852327
2018-10-23,22826452
2018-10-24,22731508
2018-10-25,22245105
2018-10-26,21505681
2018-10-27,21047181
2018-10-28,21104370
2018-10-29,21237684
2018-10-30,20871980
2018-10-31,20563173
2018-11-01,20325924
2018-11-03,19582622
2018-11-04,19105300
2018-11-05,18766965
2018-11-06,18840444
2018-11-07,17969667
2018-11-08,17077867
2018-11-09,16223973
2018-11-10,15978591
2018-11-11,16573072
2018-11-12,17236232
2018-11-13,17729131
2018-11-14,17769162
2018-11-15,18029657
2018-11-16,17895563
2018-11-17,17880040
2018-11-18,17736035
2018-11-19,17288113
2018-11-20,16516641
2018-11-21,17195577
2018-11-22,17905209
2018-11-23,18800470
2018-11-24,19740494
2018-11-25,20727519
2018-11-26,21763895
2018-11-27,22852090
2018-11-28,23858716
2018-11-29,23133061
2018-12-01,22083749
2018-12-02,22097357
2018-12-03,21913953
2018-12-05,22229228
2018-12-07,23770982
2018-12-09,23663387
2018-12-10,23422874
2018-12-11,23278814
2018-12-12,23699147
2018-12-13,24814887
2018-12-14,26046922
2018-12-15,27011915
2018-12-16,27170979
2018-12-17,27348509
2018-12-18,28003060
2018-12-19,29403213
2018-12-20,30873374
2018-12-21,32415693
2018-12-22,33948925
2018-12-23,33626815
2018-12-24,33391440
2018-12-25,32603689
2018-12-26,31436368
2018-12-27,30649187
2018-12-28,30954174
2018-12-29,32323104
2018-12-30,32293572
2018-12-31,32389891
2019-01-01,31778274
2019-01-02,31383586
2019-01-03,31464958
2019-01-04,31623686
2019-01-05,32266973
2019-01-06,33662986
2019-01-08,33066416
2019-01-10,31022149
2019-01-11,29471041
2019-01-12,28786590
2019-01-13,28828088
2019-01-14,28891026
2019-01-15,29380908
2019-01-16,29095748
2019-01-17,29287576
2019-01-18,29383774
2019-01-19,29659405
2019-01-20,29614757
2019-01-21,29783214
2019-01-22,29782021
2019-01-23,29667360
2019-01-24,29696488
2019-01-25,29776968
2019-01-26,29514249
2019-01-27,28901077
2019-01-28,27779192
2019-01-29,27380777
2019-01-30,27320769
2019-01-31,28359323
2019-02-01,28176547
2019-02-02,29256709
2019-02-03,30582330
2019-02-04,31847860
2019-02-05,33084312
2019-02-06,34734195
2019-02-07,35338952
2019-02-08,34045797
2019-02-09,32456897
2019-02-10,31633633
2019-02-11,30267766
2019-02-12,28754377
2019-02-13,27316658
2019-02-14,25959575
2019-02-15,26119159
2019-02-16,25748024
2019-02-17,25862322
2019-02-18,25649749
2019-02-19,25580283
2019-02-20,25738670
2019-02-21,25754626
2019-02-22,25566574
2019-02-23,25620948
2019-02-24,25528618
2019-02-25,25241383
2019-02-26,25368578
2019-02-27,25379530
2019-02-28,25159918
2019-03-01,24964950
2019-03-02,24886807
2019-03-03,25057455
2019-03-04,24776903
2019-03-05,24689755
2019-03-06,25132261
2019-03-07,24734722
2019-03-08,24403437
2019-03-09,24152413
2019-03-10,23518419
2019-03-11,22342654
2019-03-12,21538740
2019-03-13,20643659
2019-03-14,19857989
2019-03-15,19072449
2019-03-16,19434417
2019-03-17,20404185
2019-03-18,20717884
2019-03-19,20643845
2019-03-20,20166774
2019-03-21,19364431
2019-03-22,18934680
2019-03-23,18899678
2019-03-24,19116417
2019-03-25,18944150
2019-03-26,19065531
2019-03-27,19486158
2019-03-28,19468542
2019-03-29,19312594
2019-03-30,19362279
2019-03-31,19509634
2019-04-01,19766956
2019-04-02,19614035
2019-04-03,19466135
2019-04-04,19223094
2019-04-05,19176021
2019-04-06,19192978
2019-04-07,19310948
2019-04-08,19234246
2019-04-09,19045598
2019-04-10,18949989
2019-04-11,18786106
2019-04-12,18634699
2019-04-13,18304027
2019-04-14,18167496
2019-04-15,18012538
2019-04-16,17631700
2019-04-17,17906497
2019-04-18,18360928
2019-04-19,18665208
2019-04-20,18920546
2019-04-21,18805942
2019-04-22,18787641
2019-04-23,18668526
2019-04-24,18205499
2019-04-25,18017042
2019-04-26,17977716
2019-04-27,17928014
2019-04-28,17973022
2019-04-29,17895444
2019-04-30,17692919
2019-05-01,17558227
2019-05-02,17482060
2019-05-03,17866114
2019-05-04,18166779
2019-05-05,18087948
2019-05-06,18013666
2019-05-07,17879841
2019-05-08,17808238
2019-05-09,17802946
2019-05-10,17551795
2019-05-11,17492040
2019-05-12,17062993
2019-05-13,16688608
2019-05-14,16606345
2019-05-15,16527440
2019-05-16,16353058
2019-05-17,16262005
2019-05-18,16090885
2019-05-19,15978434
2019-05-20,15868727
2019-05-21,15900006
2019-05-22,15896763
2019-05-23,15675192
2019-05-24,15188714
2019-05-25,14742636
2019-05-26,14432709
2019-05-27,14772985
2019-05-28,15401788
2019-05-29,16104644
2019-05-30,16909621
2019-05-31,17730684
2019-06-01,18399190
2019-06-02,18818740
2019-06-03,18700643
2019-06-04,18326955
2019-06-05,17769346
2019-06-06,16985148
2019-06-07,16381213
2019-06-08,15795705
2019-06-09,15345128
2019-06-10,15113944
2019-06-11,15051394
2019-06-12,15193159
2019-06-13,15651005
2019-06-14,16032250
2019-06-15,15763424
2019-06-16,15420387
2019-06-17,15085474
2019-06-18,14765544
2019-06-19,14411574
2019-06-20,14092252
2019-06-21,14520765
2019-06-22,14295918
2019-06-23,14123899
2019-06-24,14439474
2019-06-25,15159835
2019-06-26,15917447
2019-06-27,16713320
2019-06-28,17548986
2019-06-29,18426436
2019-06-30,19347758
2019-07-01,20312477
2019-07-02,20170108
2019-07-03,19376251
2019-07-04,18599007
2019-07-05,18302130
2019-07-06,18283859
2019-07-07,18509376
2019-07-08,18760725
2019-07-09,19322533
2019-07-10,18787917
2019-07-11,18613089
2019-07-12,18375150
2019-07-13,18207220
2019-07-14,18103018
2019-07-15,17999784
2019-07-16,17873696
2019-07-17,17701778
2019-07-18,17723462
2019-07-19,17642895
2019-07-20,17565085
2019-07-21,17642098
2019-07-22,17868650
2019-07-23,17859400
2019-07-24,17777109
2019-07-25,17541014
2019-07-26,16958022
2019-07-27,16771491
2019-07-28,16773425
2019-07-29,16915304
2019-07-30,17071080
2019-07-31,17236713
2019-08-01,17396982
2019-08-02,17343968
2019-08-03,17325723
2019-08-04,17232832
2019-08-05,17128706
2019-08-06,17036089
2019-08-07,16991206
2019-08-08,16896909
2019-08-09,16712707
2019-08-10,16563474
2019-08-11,16494805
2019-08-12,16357798
2019-08-13,16211241
2019-08-14,16159701
2019-08-15,16078977
2019-08-16,15944631
2019-08-17,16069053
2019-08-18,16246555
2019-08-19,16540193
2019-08-20,16442408
2019-08-21,16371727
2019-08-22,16357478
2019-08-23,16407573
2019-08-24,16596789
2019-08-24,16596789
2019-08-25,16822892
2019-08-25,16822892
2019-08-26,16733221
2019-08-26,16733221
2019-08-27,16703370
2019-08-27,16703370
2019-08-28,17070185
2019-08-29,17202039
2019-08-30,17323784
2019-08-31,17446556
2019-09-01,17791762
2019-09-02,18027068
2019-09-03,18234364
2019-09-04,18388821
2019-09-05,18289616
2019-09-06,18429218
2019-09-07,19281479
2019-09-08,19192858
2019-09-09,19028857
2019-09-10,18610375
2019-09-11,18241213
2019-09-12,18188843
2019-09-13,18097066
2019-09-14,18062273
2019-09-15,18055805
2019-09-16,18119281
2019-09-17,18000941
2019-09-18,17883486
2019-09-19,18011354
2019-09-20,17875064
2019-09-21,17836166
2019-09-22,17717790
2019-09-23,17609469
2019-09-24,17472579
2019-09-25,17237339
2019-09-26,17084696
2019-09-27,17440573
2019-09-28,18225377
2019-09-29,18417741
2019-09-30,18481085
2019-10-01,18358794
2019-10-02,18035843
2019-10-03,18010326
2019-10-04,18815867
2019-10-05,19750664
2019-10-06,20142947
2019-10-07,21009380
2019-10-08,21485523
2019-10-09,21911180
2019-10-10,21640710
2019-10-11,20558674
2019-10-12,20351263
2019-10-13,20830796
2019-10-14,21799302
2019-10-15,21976474
2019-10-16,22173634
2019-10-17,22016140
2019-10-18,22503493
2019-10-19,23063082
2019-10-20,23460628
2019-10-21,23954642
2019-10-22,24275504
2019-10-23,24753656
2019-10-24,25054698
2019-10-25,24741638
2019-10-26,24774756
2019-10-27,25038116
2019-10-28,24528002
2019-10-29,23302072
2019-10-30,22136968
2019-10-31,21030119
2019-11-01,20193718
2019-11-02,20157226
2019-11-03,20159721
2019-11-04,20036511
2019-11-05,19927697
2019-11-06,19803604
2019-11-07,19557687
2019-11-08,19436509
2019-11-09,19334576
2019-11-10,19175966
2019-11-11,19001448
2019-11-12,18925711
2019-11-13,18642090
2019-11-14,18501776
2019-11-15,18363614
2019-11-16,18302934
2019-11-17,18158782
2019-11-18,18200615
2019-11-19,18234512
2019-11-20,18150915
2019-11-21,18130047
2019-11-22,18165492
2019-11-23,18091878
2019-11-24,18118402
2019-11-25,18081450
2019-11-26,17965063
2019-11-27,17879607
2019-11-28,17763237
2019-11-29,17704917
2019-11-30,17624540
2019-12-01,17540950
2019-12-02,17422639
2019-12-03,17300648
2019-12-04,17117981
2019-12-05,16989162
2019-12-06,16553856
2019-12-07,16281371
2019-12-08,16518920
2019-12-09,16837830
2019-12-10,16770994
2019-12-11,16862920
2019-12-12,16812914
2019-12-13,16846455
2019-12-14,17080522
2019-12-15,17105757
2019-12-16,17008696
2019-12-17,16907198
2019-12-18,16872042
2019-12-19,16945158
2019-12-20,16929477
2019-12-21,16862147
2019-12-22,16813288
2019-12-23,16806570
2019-12-24,16773653
2019-12-25,16888716
2019-12-26,17003597
2019-12-27,17047615
2019-12-28,17245294
2019-12-29,17842445
2019-12-30,17954445
2019-12-31,18250208
2020-01-01,18576921
2020-01-02,18830675
2020-01-03,18696985
2020-01-04,18415544
2020-01-05,18191986
2020-01-06,17755368
2020-01-07,17423826
2020-01-08,17226640
2020-01-09,17113320
2020-01-10,17052239
2020-01-11,17346374
2020-01-12,17710444
2020-01-13,17630085
2020-01-14,17982779
2020-01-15,17725363
2020-01-16,17633623
2020-01-17,17472826
2020-01-18,17459929
2020-01-19,17475372
2020-01-20,17741122
2020-01-21,17875020
2020-01-22,17795232
2020-01-23,17827920
2020-01-24,18020412
2020-01-25,18196390
2020-01-26,18298703
2020-01-27,18242809
2020-01-28,18159271
2020-01-29,18108252
2020-01-30,18078338
2020-01-31,18011708
2020-02-01,17970756
2020-02-02,18072246
2020-02-03,18109434
2020-02-04,18210222
2020-02-05,18486891
2020-02-06,18035355
2020-02-07,17728280
2020-02-08,17418761
2020-02-09,17526958
2020-02-10,17435755
2020-02-11,17503099
2020-02-12,17450235
2020-02-13,17471199
2020-02-14,17428045
2020-02-15,17736475
2020-02-16,17646597
2020-02-17,17190633
2020-02-18,17068015
2020-02-19,17249774
2020-02-20,17397955
2020-02-21,17284760
2020-02-22,16984430
2020-02-23,16878800
2020-02-24,16502141
2020-02-25,16291757
2020-02-26,16153065
2020-02-27,16010416
2020-02-28,15837094
2020-02-29,15822452
2020-03-01,15801136
2020-03-02,16014074
2020-03-03,16091938
2020-03-04,15989314
2020-03-05,15925845
2020-03-06,15856025
2020-03-07,15821680
2020-03-08,15783287
2020-03-09,15713379
2020-03-10,15900694
2020-03-11,16541363
2020-03-12,17328793
2020-03-13,18072720
2020-03-14,18341028
2020-03-15,18435370
2020-03-16,18312413
2020-03-17,18159569
2020-03-18,18227042
2020-03-19,18643089
2020-03-20,19332836
2020-03-21,19601458
2020-03-22,19782578
2020-03-23,19729624
2020-03-24,19622189
2020-03-25,19633430
2020-03-26,19329797
2020-03-27,19138489
2020-03-28,18867834
2020-03-29,18269480
2020-03-30,17847802
2020-03-31,17982600
2020-04-01,18054691
2020-04-02,18251220
2020-04-03,17923555
2020-04-04,17891843
2020-04-05,17850351
2020-04-06,17879512
2020-04-07,18025392
2020-04-08,17941000
2020-04-09,17953401
2020-04-10,18008514
2020-04-11,17979875
2020-04-12,18018737
2020-04-13,17952221
2020-04-14,17888747
2020-04-15,17859042
2020-04-16,17751206
2020-04-17,17575792
2020-04-18,17397718
2020-04-19,17553950
2020-04-20,17525770
2020-04-21,17600363
2020-04-22,17652805
2020-04-23,17520973
2020-04-24,17428139
2020-04-25,17342352
2020-04-26,17533917
2020-04-27,17506521
2020-04-28,17422987
2020-04-29,17255905
2020-04-30,17220695
2020-05-01,17258905
2020-05-02,17369426
2020-05-03,17727218
2020-05-04,17706430
2020-05-05,17656872
2020-05-06,17569173
2020-05-07,17459425
2020-05-08,17428560
2020-05-09,17382103
2020-05-10,17388636
2020-05-11,17229625
2020-05-12,17148554
2020-05-13,16990994
