date_obj,Mystic%20robe%20top price
2016-04-13,81985
2016-04-14,82308
2016-04-15,82254
2016-04-16,81748
2016-04-17,81996
2016-04-18,82036
2016-04-19,82338
2016-04-20,82378
2016-04-21,82388
2016-04-22,82749
2016-04-23,83416
2016-04-24,82495
2016-04-25,81782
2016-04-26,81437
2016-04-27,81408
2016-04-28,80672
2016-04-29,81252
2016-04-30,81263
2016-05-01,80779
2016-05-02,79115
2016-05-03,80831
2016-05-04,81495
2016-05-05,81027
2016-05-06,80744
2016-05-07,82164
2016-05-08,81579
2016-05-09,81702
2016-05-10,81007
2016-05-11,81664
2016-05-12,82066
2016-05-13,82376
2016-05-14,82513
2016-05-15,82459
2016-05-16,82733
2016-05-17,83240
2016-05-18,82505
2016-05-19,82391
2016-05-22,79842
2016-05-23,81964
2016-05-24,82694
2016-05-25,82317
2016-05-26,81443
2016-05-27,82455
2016-05-28,82642
2016-05-29,82366
2016-05-30,82545
2016-05-31,82510
2016-06-01,82454
2016-06-02,82623
2016-06-03,83217
2016-06-04,83650
2016-06-05,82832
2016-06-06,82201
2016-06-07,81927
2016-06-08,82637
2016-06-09,81752
2016-06-10,81196
2016-06-11,80224
2016-06-12,81675
2016-06-13,82354
2016-06-14,81385
2016-06-15,82456
2016-06-16,81986
2016-06-17,81655
2016-06-18,81501
2016-06-19,80813
2016-06-20,81952
2016-06-21,81743
2016-06-22,81569
2016-06-23,80683
2016-06-24,81976
2016-06-25,82133
2016-06-26,82604
2016-06-27,81930
2016-06-28,81777
2016-06-29,82601
2016-06-30,82035
2016-07-01,82168
2016-07-02,83508
2016-07-03,84124
2016-07-04,82782
2016-07-05,82697
2016-07-06,82807
2016-07-07,82250
2016-07-08,83540
2016-07-09,85014
2016-07-10,84595
2016-07-11,83808
2016-07-12,82607
2016-07-13,82327
2016-07-14,82243
2016-07-15,82162
2016-07-16,82111
2016-07-17,82615
2016-07-18,82460
2016-07-23,82736
2016-07-24,81597
2016-07-25,81516
2016-07-26,80600
2016-07-27,79484
2016-07-28,81668
2016-07-29,81324
2016-07-30,81863
2016-07-31,82223
2016-08-01,82329
2016-08-02,82434
2016-08-03,82469
2016-08-04,82111
2016-08-05,82460
2016-08-06,81403
2016-08-07,82223
2016-08-08,81996
2016-08-09,81700
2016-08-10,81889
2016-08-11,83053
2016-08-12,82873
2016-08-13,82279
2016-08-14,82590
2016-08-15,81415
2016-08-16,80910
2016-08-17,82220
2016-08-18,81506
2016-08-19,81894
2016-08-20,82179
2016-08-21,82082
2016-08-22,82153
2016-08-23,82103
2016-08-24,82178
2016-08-25,82585
2016-08-26,82158
2016-08-28,81830
2016-08-31,82558
2016-09-01,83122
2016-09-02,82234
2016-09-03,83200
2016-09-04,82829
2016-09-05,82689
2016-09-06,81807
2016-09-07,81648
2016-09-08,81854
2016-09-09,81822
2016-09-10,82665
2016-09-11,83009
2016-09-12,82155
2016-09-13,82349
2016-09-14,82235
2016-09-15,83078
2016-09-16,82746
2016-09-17,82815
2016-09-18,82095
2016-09-19,80038
2016-09-20,81141
2016-09-21,82050
2016-09-22,81463
2016-09-23,81027
2016-09-24,81857
2016-09-25,81800
2016-09-26,81876
2016-09-27,82087
2016-09-28,81634
2016-09-29,80623
2016-09-30,81338
2016-10-01,81187
2016-10-02,81067
2016-10-03,80662
2016-10-04,81778
2016-10-05,81604
2016-10-06,81350
2016-10-07,81848
2016-10-08,81258
2016-10-09,81599
2016-10-10,81283
2016-10-11,81442
2016-10-12,82358
2016-10-13,82163
2016-10-14,82462
2016-10-15,82426
2016-10-16,82113
2016-10-17,82382
2016-10-18,82171
2016-10-19,82006
2016-10-20,82289
2016-10-21,81941
2016-10-22,81609
2016-10-23,81989
2016-10-24,81368
2016-10-25,81625
2016-10-26,82183
2016-10-27,81118
2016-10-28,80414
2016-10-29,81388
2016-10-30,81943
2016-10-31,81537
2016-11-01,81764
2016-11-02,82071
2016-11-03,82236
2016-11-04,82332
2016-11-05,81867
2016-11-06,81869
2016-11-07,80205
2016-11-08,81463
2016-11-09,81762
2016-11-10,81284
2016-11-11,80775
2016-11-12,81309
2016-11-13,81934
2016-11-14,80857
2016-12-07,82374
2016-12-08,81566
2016-12-09,82462
2016-12-10,82938
2016-12-11,83070
2016-12-12,80750
2016-12-13,80833
2016-12-14,81337
2016-12-15,82238
2016-12-16,82005
2016-12-17,82115
2016-12-18,82142
2016-12-19,81821
2016-12-20,80901
2016-12-21,81638
2016-12-22,81345
2016-12-23,81947
2016-12-24,82184
2016-12-25,82718
2016-12-26,81796
2016-12-27,82762
2016-12-28,82381
2016-12-29,82678
2016-12-30,82050
2016-12-31,81831
2017-01-01,81883
2017-01-02,81353
2017-01-03,82073
2017-01-04,81607
2017-01-05,81185
2017-01-06,81249
2017-01-07,80981
2017-01-08,81714
2017-01-09,82657
2017-01-10,83532
2017-01-11,82505
2017-01-12,81922
2017-01-13,82053
2017-01-14,82008
2017-01-15,82201
2017-01-16,81937
2017-01-17,81852
2017-01-18,82057
2017-01-19,81643
2017-01-20,81280
2017-01-21,81987
2017-01-22,80682
2017-01-27,81058
2017-01-28,81865
2017-01-29,82154
2017-01-30,82314
2017-01-31,82302
2017-02-01,81996
2017-02-02,81980
2017-02-03,82311
2017-02-04,81900
2017-02-05,80584
2017-02-06,81514
2017-02-07,82507
2017-02-08,82866
2017-02-09,82496
2017-02-10,82535
2017-02-11,80539
2017-02-12,81357
2017-02-13,82355
2017-02-14,81305
2017-02-15,80588
2017-02-16,80863
2017-02-18,82659
2017-02-19,82666
2017-02-20,82320
2017-02-21,82353
2017-02-22,82159
2017-02-23,82943
2017-02-24,83114
2017-02-25,82657
2017-02-26,80915
2017-02-27,82111
2017-02-28,82102
2017-03-01,82707
2017-03-02,83035
2017-03-03,83323
2017-03-04,83079
2017-03-05,83683
2017-03-06,82765
2017-03-07,83173
2017-03-08,84233
2017-03-09,83855
2017-03-10,82313
2017-03-11,82460
2017-03-12,82460
2017-03-13,81642
2017-03-14,81893
2017-03-15,82428
2017-03-16,82426
2017-03-17,82277
2017-03-18,82453
2017-03-19,82633
2017-03-20,82887
2017-03-21,82742
2017-03-22,83224
2017-03-23,82657
2017-03-24,82346
2017-03-25,82669
2017-03-26,83255
2017-03-27,83555
2017-03-28,83060
2017-03-29,83046
2017-03-30,84115
2017-03-31,83893
2017-04-01,82951
2017-04-02,82767
2017-04-03,82236
2017-04-04,82157
2017-04-12,80478
2017-04-13,80844
2017-04-14,80788
2017-04-15,82455
2017-04-16,83284
2017-04-17,82920
2017-04-18,83151
2017-04-19,82744
2017-04-20,81799
2017-04-21,79774
2017-04-22,78631
2017-04-23,75842
2017-04-24,75023
2017-04-25,75421
2017-04-26,76624
2017-04-27,77402
2017-04-28,80562
2017-04-29,81255
2017-04-30,82454
2017-05-01,82278
2017-05-02,82115
2017-05-03,81835
2017-05-04,81261
2017-05-05,79956
2017-05-06,80099
2017-05-07,79519
2017-05-08,79423
2017-05-09,80230
2017-05-10,80883
2017-05-11,79584
2017-05-12,80847
2017-05-13,81135
2017-05-14,81253
2017-05-15,81454
2017-05-16,82499
2017-05-17,82098
2017-05-18,81881
2017-05-19,82001
2017-05-20,81537
2017-05-21,78535
2017-05-22,80577
2017-05-23,82323
2017-05-24,82393
2017-05-25,78828
2017-05-26,74888
2017-05-27,71720
2017-05-28,71347
2017-05-29,71921
2017-05-30,72012
2017-05-31,71616
2017-06-01,71489
2017-06-02,71321
2017-06-03,71642
2017-06-06,71542
2017-06-07,71384
2017-06-08,71418
2017-06-09,71559
2017-06-10,71629
2017-06-11,71697
2017-06-12,71554
2017-06-13,71427
2017-06-14,71384
2017-06-15,71427
2017-06-16,71436
2017-06-17,71495
2017-06-18,71515
2017-06-19,71614
2017-06-20,71506
2017-06-21,71519
2017-06-22,71467
2017-06-23,71468
2017-06-24,71536
2017-06-25,72228
2017-06-26,71580
2017-06-27,71403
2017-06-28,71355
2017-06-29,71602
2017-06-30,72708
2017-07-01,72736
2017-07-02,72227
2017-07-03,72936
2017-07-04,72244
2017-07-05,71465
2017-07-06,71829
2017-07-07,72862
2017-07-08,72701
2017-07-13,71757
2017-07-14,71572
2017-07-15,71657
2017-07-16,71571
2017-07-17,72159
2017-07-18,72846
2017-07-19,71850
2017-07-20,71564
2017-07-21,71702
2017-07-22,71409
2017-07-23,71601
2017-07-24,71734
2017-07-25,71806
2017-07-26,71614
2017-07-27,71626
2017-07-28,71743
2017-07-29,71606
2017-07-30,71497
2017-07-31,71546
2017-08-01,71701
2017-08-02,72255
2017-08-03,71907
2017-08-04,71647
2017-08-05,72104
2017-08-06,71505
2017-08-09,72142
2017-08-10,71716
2017-08-11,71579
2017-08-12,71910
2017-08-13,71620
2017-08-14,71836
2017-08-15,72154
2017-08-16,72000
2017-08-17,71832
2017-08-18,71540
2017-08-19,71456
2017-08-20,72242
2017-08-22,72059
2017-08-23,72087
2017-08-24,71538
2017-08-25,71912
2017-08-26,72128
2017-08-27,71517
2017-08-28,71543
2017-08-29,71736
2017-08-30,71542
2017-08-31,71493
2017-09-01,71640
2017-09-02,71437
2017-09-03,71642
2017-09-04,71868
2017-09-05,71608
2017-09-06,71513
2017-09-07,71525
2017-09-08,71611
2017-09-09,71499
2017-09-10,71444
2017-09-11,71494
2017-09-12,71515
2017-09-13,71597
2017-09-14,71569
2017-09-15,71582
2017-09-16,71341
2017-09-17,71593
2017-09-19,71585
2017-09-20,71607
2017-09-21,71777
2017-09-22,72033
2017-09-23,72010
2017-09-24,72202
2017-09-25,71744
2017-09-26,71638
2017-09-27,71676
2017-09-28,71891
2017-09-29,71766
2017-09-30,74767
2017-10-01,76983
2017-10-02,73899
2017-10-03,71380
2017-10-04,71350
2017-10-05,71500
2017-10-06,71085
2017-10-07,71124
2017-10-08,71313
2017-10-09,71463
2017-10-10,71451
2017-10-11,71627
2017-10-12,71525
2017-10-13,71476
2017-10-14,71555
2017-10-15,71506
2017-10-16,71525
2017-10-17,71508
2017-10-18,71499
2017-10-19,71448
2017-10-20,71494
2017-10-21,71463
2017-10-22,71484
2017-10-23,71518
2017-10-24,71565
2017-10-25,71519
2017-10-26,71533
2017-10-27,71528
2017-10-28,71515
2017-10-29,71384
2017-10-30,71506
2017-10-31,71475
2017-11-01,71044
2017-11-02,71492
2017-11-03,71492
2017-11-04,71504
2017-11-05,71553
2017-11-06,71526
2017-11-07,71498
2017-11-08,71487
2017-11-09,71458
2017-11-10,71557
2017-11-11,71481
2017-11-12,71538
2017-11-13,71522
2017-11-14,70923
2017-11-15,71523
2017-11-16,71635
2017-11-17,71620
2017-11-18,71886
2017-11-19,71802
2017-11-20,71455
2017-11-21,71515
2017-11-22,71824
2017-11-23,73516
2017-11-24,72373
2017-11-25,72217
2017-11-26,72493
2017-11-27,71680
2017-11-28,71764
2017-11-29,71636
2017-11-30,71600
2017-12-01,71671
2017-12-02,71829
2017-12-03,71393
2017-12-04,71515
2017-12-05,71508
2017-12-06,71528
2017-12-07,71828
2017-12-08,71844
2017-12-09,71648
2017-12-10,71475
2017-12-11,71517
2017-12-12,71607
2017-12-14,71541
2017-12-15,71531
2017-12-17,71411
2017-12-18,71469
2017-12-19,71468
2017-12-20,71495
2017-12-21,71596
2017-12-22,71601
2017-12-23,71432
2017-12-24,71608
2017-12-25,71680
2017-12-26,71737
2017-12-27,72376
2017-12-28,72136
2017-12-29,71682
2017-12-30,71602
2017-12-31,71568
2018-01-01,71483
2018-01-02,71559
2018-01-03,71539
2018-01-04,70969
2018-01-05,71507
2018-01-06,71112
2018-01-07,71506
2018-01-08,70935
2018-01-09,71487
2018-01-10,71333
2018-01-11,71541
2018-01-12,71549
2018-01-13,71458
2018-01-14,71076
2018-01-15,71519
2018-01-16,71803
2018-01-17,71783
2018-01-18,71614
2018-01-19,71554
2018-01-20,71543
2018-01-21,71353
2018-01-22,71561
2018-01-23,71584
2018-01-25,71526
2018-01-26,71533
2018-01-27,71608
2018-01-28,71880
2018-01-29,71891
2018-01-31,71601
2018-02-01,71555
2018-02-02,71522
2018-02-03,71533
2018-02-04,71608
2018-02-05,71593
2018-02-06,71513
2018-02-07,71668
2018-02-08,72478
2018-02-09,71435
2018-02-10,71284
2018-02-11,71413
2018-02-12,71510
2018-02-13,71564
2018-02-14,71507
2018-02-15,71546
2018-02-16,71634
2018-02-17,71625
2018-02-18,71493
2018-02-19,71593
2018-02-20,71522
2018-02-21,71452
2018-02-22,71646
2018-02-23,71887
2018-02-24,72531
2018-02-25,71815
2018-02-26,71606
2018-02-27,71686
2018-03-01,72547
2018-03-02,71919
2018-03-03,71582
2018-03-04,71493
2018-03-05,71545
2018-03-06,71543
2018-03-07,71595
2018-03-08,71760
2018-03-09,71519
2018-03-10,71865
2018-03-11,71685
2018-03-12,71531
2018-03-13,71570
2018-03-14,71646
2018-03-15,72081
2018-03-16,71586
2018-03-17,72241
2018-03-18,71624
2018-03-19,71671
2018-03-20,71584
2018-03-21,71636
2018-03-23,71460
2018-03-24,71549
2018-03-26,71479
2018-03-27,71512
2018-03-28,71499
2018-03-29,71512
2018-03-30,71670
2018-03-31,72117
2018-04-01,71512
2018-04-02,71564
2018-04-03,71574
2018-04-04,71528
2018-04-05,71458
2018-04-06,71551
2018-04-07,71542
2018-04-09,72062
2018-04-10,71808
2018-04-11,71610
2018-04-12,71554
2018-04-13,71650
2018-04-14,71833
2018-04-15,71836
2018-04-16,71910
2018-04-17,71789
2018-04-18,71626
2018-04-19,71598
2018-04-20,71561
2018-04-21,71434
2018-04-22,71553
2018-04-23,71587
2018-04-24,71501
2018-04-25,71555
2018-04-26,71628
2018-04-27,71530
2018-04-28,71567
2018-04-29,71645
2018-04-30,71551
2018-05-01,71671
2018-05-04,71628
2018-05-05,71699
2018-05-06,71837
2018-05-08,71622
2018-05-09,71543
2018-05-10,71535
2018-05-11,71644
2018-05-12,72196
2018-05-13,71790
2018-05-14,71543
2018-05-15,71556
2018-05-16,71519
2018-05-17,71725
2018-05-18,71907
2018-05-19,71840
2018-05-20,72816
2018-05-21,71921
2018-05-22,71447
2018-05-23,71624
2018-05-24,71835
2018-05-25,72422
2018-05-26,72223
2018-05-27,72674
2018-05-28,72365
2018-05-29,72372
2018-05-30,72648
2018-05-31,72247
2018-06-01,71958
2018-06-02,72017
2018-06-03,71743
2018-06-04,71725
2018-06-05,71605
2018-06-06,71525
2018-06-07,71607
2018-06-08,71671
2018-06-09,71752
2018-06-10,72076
2018-06-11,73069
2018-06-12,72167
2018-06-13,71929
2018-06-14,71694
2018-06-15,71608
2018-06-16,71634
2018-06-17,71621
2018-06-18,71651
2018-06-19,72195
2018-06-20,71991
2018-06-21,73043
2018-06-22,71809
2018-06-23,71835
2018-06-24,71681
2018-06-25,71614
2018-06-26,71717
2018-06-27,71606
2018-06-28,71539
2018-06-29,71641
2018-06-30,71999
2018-07-01,71594
2018-07-02,71632
2018-07-03,71650
2018-07-04,71601
2018-07-05,71490
2018-07-06,72135
2018-07-07,72302
2018-07-08,71765
2018-07-09,71724
2018-07-10,71723
2018-07-11,71884
2018-07-12,71880
2018-07-13,71689
2018-07-14,71591
2018-07-15,71676
2018-07-16,71704
2018-07-17,71734
2018-07-18,71667
2018-07-19,71625
2018-07-20,71594
2018-07-21,71625
2018-07-22,71906
2018-07-23,71790
2018-07-24,71648
2018-07-25,71751
2018-07-26,72626
2018-07-27,73352
2018-07-28,72243
2018-07-29,71708
2018-07-30,71759
2018-07-31,71818
2018-08-01,71693
2018-08-02,71735
2018-08-03,71646
2018-08-04,71657
2018-08-05,71656
2018-08-06,71567
2018-08-07,71709
2018-08-08,71710
2018-08-09,71711
2018-08-10,71605
2018-08-11,71616
2018-08-12,71663
2018-08-14,71640
2018-08-16,71790
2018-08-17,71505
2018-08-18,71608
2018-08-19,71636
2018-08-20,71428
2018-08-21,71656
2018-08-22,71643
2018-08-23,71658
2018-08-24,71698
2018-08-25,71699
2018-08-26,71715
2018-08-27,72377
2018-08-28,72170
2018-08-29,72265
2018-08-30,71782
2018-08-31,72545
2018-09-01,72188
2018-09-02,72548
2018-09-03,72261
2018-09-04,71753
2018-09-05,71668
2018-09-06,71744
2018-09-07,71652
2018-09-08,71752
2018-09-09,71708
2018-09-10,71582
2018-09-11,71663
2018-09-12,71681
2018-09-13,71619
2018-09-14,71680
2018-09-15,71816
2018-09-16,72204
2018-09-17,71973
2018-09-18,71797
2018-09-19,71797
2018-09-20,71760
2018-09-21,71710
2018-09-22,71746
2018-09-23,71246
2018-09-24,71752
2018-09-25,71867
2018-09-26,71868
2018-09-27,71847
2018-09-28,71770
2018-09-29,71744
2018-09-30,71627
2018-10-02,71677
2018-10-03,71754
2018-10-04,71786
2018-10-05,71780
2018-10-06,71895
2018-10-07,72146
2018-10-08,72353
2018-10-09,73150
2018-10-10,72562
2018-10-11,72133
2018-10-12,71727
2018-10-13,71669
2018-10-14,71527
2018-10-15,71554
2018-10-16,71745
2018-10-17,71672
2018-10-18,71642
2018-10-19,71651
2018-10-20,71648
2018-10-21,71683
2018-10-22,71735
2018-10-23,71945
2018-10-24,71930
2018-10-25,72021
2018-10-26,71933
2018-10-27,71843
2018-10-28,71734
2018-10-29,71557
2018-10-30,71587
2018-10-31,71843
2018-11-01,71824
2018-11-03,72273
2018-11-04,72226
2018-11-05,72207
2018-11-06,72115
2018-11-07,72052
2018-11-08,71855
2018-11-09,71922
2018-11-10,71946
2018-11-11,71952
2018-11-12,71976
2018-11-13,71962
2018-11-15,71763
2018-11-16,71760
2018-11-17,71791
2018-11-18,71829
2018-11-19,71665
2018-11-20,71838
2018-11-21,71767
2018-11-22,71744
2018-11-23,71776
2018-11-24,71764
2018-11-25,71752
2018-11-26,71758
2018-11-27,71861
2018-11-28,71857
2018-11-29,71835
2018-12-01,71721
2018-12-02,71741
2018-12-03,71735
2018-12-04,71748
2018-12-05,71712
2018-12-07,72554
2018-12-09,71931
2018-12-10,71827
2018-12-11,71770
2018-12-12,71714
2018-12-13,71777
2018-12-14,71770
2018-12-15,71844
2018-12-16,71820
2018-12-17,72906
2018-12-18,73611
2018-12-19,72809
2018-12-20,71988
2018-12-21,71764
2018-12-22,71733
2018-12-23,71713
2018-12-24,71745
2018-12-25,71730
2018-12-26,71667
2018-12-27,71723
2018-12-28,71714
2018-12-29,72352
2018-12-30,71848
2018-12-31,71658
2019-01-01,71627
2019-01-02,71765
2019-01-03,71728
2019-01-04,71682
2019-01-05,71639
2019-01-06,71621
2019-01-08,71672
2019-01-10,71574
2019-01-11,71584
2019-01-12,71633
2019-01-13,71571
2019-01-14,71620
2019-01-15,71580
2019-01-16,71476
2019-01-17,71580
2019-01-18,71356
2019-01-19,71524
2019-01-20,71600
2019-01-21,71583
2019-01-22,72128
2019-01-23,71993
2019-01-24,71725
2019-01-25,71643
2019-01-26,71635
2019-01-27,71661
2019-01-29,71586
2019-01-30,71537
2019-01-31,71549
2019-02-01,71535
2019-02-02,71989
2019-02-03,71800
2019-02-04,71638
2019-02-05,71631
2019-02-06,71698
2019-02-07,71660
2019-02-08,71654
2019-02-09,71656
2019-02-10,72016
2019-02-11,71834
2019-02-12,71738
2019-02-13,71651
2019-02-14,71611
2019-02-15,71559
2019-02-16,71582
2019-02-17,71618
2019-02-18,72194
2019-02-19,72060
2019-02-20,72062
2019-02-21,71880
2019-02-22,71892
2019-02-23,71506
2019-02-24,71625
2019-02-25,71690
2019-02-26,71632
2019-02-27,71656
2019-02-28,71573
2019-03-01,71634
2019-03-02,71648
2019-03-03,71908
2019-03-04,71695
2019-03-05,71673
2019-03-06,71698
2019-03-07,71819
2019-03-08,72667
2019-03-09,72186
2019-03-10,72017
2019-03-11,71863
2019-03-12,71653
2019-03-13,71630
2019-03-14,71741
2019-03-15,71645
2019-03-16,71669
2019-03-17,71657
2019-03-18,71657
2019-03-19,71624
2019-03-20,71654
2019-03-21,71750
2019-03-22,71926
2019-03-23,71789
2019-03-24,72261
2019-03-25,71771
2019-03-26,71712
2019-03-27,72051
2019-03-28,70667
2019-03-29,71675
2019-03-30,71728
2019-03-31,71670
2019-04-01,71631
2019-04-02,71647
2019-04-03,71702
2019-04-04,71689
2019-04-05,71842
2019-04-06,71661
2019-04-07,71664
2019-04-08,71705
2019-04-09,71665
2019-04-10,71903
2019-04-11,71689
