date_obj,Wyvern%20bones price
2019-04-09,2268
2019-04-10,2255
2019-04-11,2274
2019-04-12,2252
2019-04-13,2240
2019-04-14,2243
2019-04-15,2244
2019-04-16,2250
2019-04-17,2270
2019-04-18,2242
2019-04-19,2215
2019-04-20,2222
2019-04-21,2230
2019-04-22,2230
2019-04-23,2190
2019-04-24,2162
2019-04-25,2170
2019-04-26,2169
2019-04-27,2146
2019-04-28,2167
2019-04-29,2123
2019-04-30,2114
2019-05-01,2118
2019-05-02,2125
2019-05-03,2172
2019-05-04,2227
2019-05-05,2291
2019-05-06,2344
2019-05-07,2381
2019-05-08,2398
2019-05-09,2347
2019-05-10,2378
2019-05-11,2390
2019-05-12,2368
2019-05-13,2399
2019-05-14,2424
2019-05-15,2407
2019-05-16,2438
2019-05-17,2489
2019-05-18,2561
2019-05-19,2619
2019-05-20,2587
2019-05-21,2501
2019-05-22,2460
2019-05-23,2468
2019-05-24,2449
2019-05-25,2377
2019-05-26,2368
2019-05-27,2386
2019-05-28,2401
2019-05-29,2409
2019-05-30,2411
2019-05-31,2430
2019-06-01,2427
2019-06-02,2427
2019-06-03,2458
2019-06-04,2450
2019-06-05,2453
2019-06-06,2504
2019-06-07,2475
2019-06-08,2486
2019-06-09,2464
2019-06-10,2443
2019-06-11,2492
2019-06-12,2513
2019-06-13,2466
2019-06-14,2424
2019-06-15,2440
2019-06-16,2424
2019-06-17,2417
2019-06-18,2417
2019-06-19,2414
2019-06-20,2394
2019-06-21,2405
2019-06-22,2417
2019-06-23,2440
2019-06-24,2430
2019-06-25,2383
2019-06-26,2361
2019-06-27,2429
2019-06-28,2439
2019-06-29,2426
2019-06-30,2454
2019-07-01,2468
2019-07-02,2457
2019-07-03,2496
2019-07-04,2465
2019-07-05,2466
2019-07-06,2475
2019-07-07,2438
2019-07-08,2412
2019-07-09,2457
2019-07-10,2469
2019-07-11,2455
2019-07-12,2464
2019-07-13,2460
2019-07-14,2442
2019-07-15,2414
2019-07-16,2416
2019-07-17,2451
2019-07-18,2432
2019-07-19,2389
2019-07-20,2342
2019-07-21,2307
2019-07-22,2307
2019-07-23,2361
2019-07-24,2349
2019-07-25,2319
2019-07-26,2277
2019-07-27,2308
2019-07-28,2317
2019-07-29,2294
2019-07-30,2280
2019-07-31,2293
2019-08-01,2302
2019-08-02,2314
2019-08-03,2277
2019-08-04,2321
2019-08-05,2311
2019-08-06,2309
2019-08-07,2325
2019-08-08,2319
2019-08-09,2285
2019-08-10,2303
2019-08-11,2296
2019-08-12,2286
2019-08-13,2298
2019-08-14,2300
2019-08-15,2306
2019-08-16,2295
2019-08-17,2276
2019-08-18,2301
2019-08-19,2304
2019-08-20,2258
2019-08-21,2288
2019-08-22,2273
2019-08-23,2231
2019-08-24,2270
2019-08-24,2270
2019-08-25,2287
2019-08-25,2287
2019-08-26,2262
2019-08-26,2262
2019-08-27,2259
2019-08-27,2259
2019-08-28,2321
2019-08-29,2312
2019-08-30,2270
2019-08-31,2272
2019-09-01,2295
2019-09-02,2303
2019-09-03,2272
2019-09-04,2266
2019-09-05,2260
2019-09-06,2291
2019-09-07,2270
2019-09-08,2227
2019-09-09,2220
2019-09-10,2219
2019-09-11,2233
2019-09-12,2239
2019-09-13,2231
2019-09-14,2223
2019-09-15,2229
2019-09-16,2250
2019-09-17,2209
2019-09-18,2206
2019-09-19,2240
2019-09-20,2255
2019-09-21,2251
2019-09-22,2248
2019-09-23,2274
2019-09-24,2286
2019-09-25,2270
2019-09-26,2262
2019-09-27,2215
2019-09-28,2231
2019-09-29,2213
2019-09-30,2222
2019-10-01,2253
2019-10-02,2243
2019-10-03,2215
2019-10-04,2217
2019-10-05,2245
2019-10-06,2207
2019-10-07,2197
2019-10-08,2218
2019-10-09,2224
2019-10-10,2246
2019-10-11,2252
2019-10-12,2252
2019-10-13,2238
2019-10-14,2259
2019-10-15,2267
2019-10-16,2257
2019-10-17,2256
2019-10-18,2269
2019-10-19,2320
2019-10-20,2395
2019-10-21,2461
2019-10-22,2467
2019-10-23,2441
2019-10-24,2437
2019-10-25,2412
2019-10-26,2364
2019-10-27,2307
2019-10-28,2346
2019-10-29,2352
2019-10-30,2340
2019-10-31,2342
2019-11-01,2358
2019-11-02,2386
2019-11-03,2459
2019-11-04,2490
2019-11-05,2539
2019-11-06,2525
2019-11-07,2613
2019-11-08,2663
2019-11-09,2723
2019-11-10,2740
2019-11-11,2708
2019-11-12,2771
2019-11-13,2828
2019-11-14,2766
2019-11-15,2770
2019-11-16,2749
2019-11-17,2786
2019-11-18,2791
2019-11-19,2808
2019-11-20,2804
2019-11-21,2712
2019-11-22,2722
2019-11-23,2787
2019-11-24,2746
2019-11-25,2757
2019-11-26,2818
2019-11-27,2866
2019-11-28,2900
2019-11-29,2937
2019-11-30,2978
2019-12-01,3016
2019-12-02,3021
2019-12-03,3053
2019-12-04,3032
2019-12-05,3038
2019-12-06,3004
2019-12-07,2970
2019-12-08,2965
2019-12-09,2958
2019-12-10,2906
2019-12-11,2895
2019-12-12,2817
2019-12-13,2851
2019-12-14,2925
2019-12-15,2926
2019-12-16,2929
2019-12-17,2923
2019-12-18,2944
2019-12-19,2915
2019-12-20,2913
2019-12-21,2943
2019-12-22,2866
2019-12-23,2736
2019-12-24,2628
2019-12-25,2537
2019-12-26,2525
2019-12-27,2541
2019-12-28,2542
2019-12-29,2539
2019-12-30,2536
2019-12-31,2644
2020-01-01,2767
2020-01-02,2871
2020-01-03,2966
2020-01-04,3029
2020-01-05,3067
2020-01-06,2974
2020-01-07,2918
2020-01-08,2929
2020-01-09,2983
2020-01-10,2968
2020-01-11,3001
2020-01-12,2976
2020-01-13,2975
2020-01-14,2947
2020-01-15,2962
2020-01-16,2995
2020-01-17,2963
2020-01-18,2934
2020-01-19,2911
2020-01-20,2931
2020-01-21,2939
2020-01-22,2948
2020-01-23,2946
2020-01-24,2955
2020-01-25,2948
2020-01-26,2965
2020-01-27,2994
2020-01-28,2969
2020-01-29,2954
2020-01-30,2951
2020-01-31,2973
2020-02-01,2960
2020-02-02,2962
2020-02-03,2921
2020-02-04,2929
2020-02-05,2935
2020-02-06,2873
2020-02-07,2750
2020-02-08,2787
2020-02-09,2814
2020-02-10,2796
2020-02-11,2802
2020-02-12,2859
2020-02-13,2857
2020-02-14,2824
2020-02-15,2792
2020-02-16,2779
2020-02-17,2807
2020-02-18,2804
2020-02-19,2817
2020-02-20,2813
2020-02-21,2823
2020-02-22,2823
2020-02-23,2820
2020-02-24,2809
2020-02-25,2803
2020-02-26,2810
2020-02-27,2842
2020-02-28,2842
2020-02-29,2838
2020-03-01,2897
2020-03-02,2894
2020-03-03,2880
2020-03-04,2912
2020-03-05,2948
2020-03-06,2900
2020-03-07,2883
2020-03-08,2877
2020-03-09,2836
2020-03-10,2875
2020-03-11,2874
2020-03-12,2814
2020-03-13,2776
2020-03-14,2758
2020-03-15,2739
2020-03-16,2745
2020-03-17,2773
2020-03-18,2807
2020-03-19,2807
2020-03-20,2820
2020-03-21,2823
2020-03-22,2842
2020-03-23,2815
2020-03-24,2809
2020-03-25,2844
2020-03-26,2900
2020-03-27,2895
2020-03-28,2892
2020-03-29,2912
2020-03-30,2919
2020-03-31,2919
2020-04-01,2955
2020-04-02,2975
2020-04-03,2999
2020-04-04,2983
2020-04-05,3008
2020-04-06,2970
2020-04-07,2950
2020-04-08,2998
2020-04-09,3003
2020-04-10,2996
2020-04-11,2935
2020-04-12,2941
2020-04-13,3006
2020-04-14,3010
2020-04-15,3010
2020-04-16,3052
2020-04-17,2986
2020-04-18,2994
2020-04-19,3019
2020-04-20,2964
2020-04-21,2924
2020-04-22,2948
2020-04-23,2961
2020-04-24,2961
2020-04-25,2911
2020-04-26,2866
2020-04-27,2902
2020-04-28,2937
2020-04-29,2928
2020-04-30,2973
2020-05-01,3031
2020-05-02,3085
2020-05-03,3065
2020-05-04,3108
2020-05-05,3074
2020-05-06,3066
2020-05-07,3082
2020-05-08,2989
2020-05-09,2967
2020-05-10,2956
2020-05-11,2942
2020-05-12,2940
2020-05-13,2956
