date_obj,Bandos%20chestplate price
2018-11-10,20210182
2018-11-11,20163358
2018-11-12,20095795
2018-11-13,19968081
2018-11-14,19742395
2018-11-15,19634464
2018-11-16,19657901
2018-11-17,19755703
2018-11-18,19781284
2018-11-19,19819790
2018-11-20,19700026
2018-11-21,19570402
2018-11-22,19310669
2018-11-23,18857464
2018-11-24,18630280
2018-11-25,18701461
2018-11-26,18670396
2018-11-27,18786498
2018-11-28,19111415
2018-11-29,19547720
2018-12-01,20332252
2018-12-02,20239028
2018-12-03,20246247
2018-12-04,20136648
2018-12-05,20032587
2018-12-07,20037349
2018-12-09,20176902
2018-12-10,20374793
2018-12-11,20463023
2018-12-12,20497523
2018-12-13,20693446
2018-12-14,21412674
2018-12-15,21560530
2018-12-16,21612924
2018-12-17,21610853
2018-12-18,21584828
2018-12-19,21675162
2018-12-20,21794091
2018-12-21,21797261
2018-12-22,21800909
2018-12-23,22169750
2018-12-24,22401714
2018-12-25,22501870
2018-12-26,22596994
2018-12-27,22627210
2018-12-28,22545172
2018-12-29,22342657
2018-12-30,22013521
2018-12-31,21090182
2019-01-01,20933284
2019-01-02,20905883
2019-01-03,21253916
2019-01-04,21360678
2019-01-05,21727414
2019-01-06,21838687
2019-01-08,22016282
2019-01-10,21257389
2019-01-11,21230162
2019-01-12,21053578
2019-01-13,21046188
2019-01-14,21124939
2019-01-15,21260922
2019-01-16,20960533
2019-01-17,20945093
2019-01-18,20976143
2019-01-19,21522776
2019-01-20,21518895
2019-01-21,21540405
2019-01-22,21711659
2019-01-23,21600813
2019-01-24,21541815
2019-01-25,21481311
2019-01-26,21527576
2019-01-27,21575942
2019-01-28,21525520
2019-01-29,21556789
2019-01-30,21816277
2019-01-31,21774506
2019-02-01,21773284
2019-02-02,21805701
2019-02-03,21830538
2019-02-04,21797858
2019-02-05,21709214
2019-02-06,21499970
2019-02-07,21285130
2019-02-08,21390024
2019-02-09,21648891
2019-02-10,21784619
2019-02-11,21736154
2019-02-12,21680368
2019-02-13,21522021
2019-02-14,21508050
2019-02-15,21641661
2019-02-16,21636513
2019-02-17,21569523
2019-02-18,21530930
2019-02-19,21467502
2019-02-20,21387556
2019-02-21,21262047
2019-02-22,21196065
2019-02-23,21173350
2019-02-24,21161436
2019-02-25,21002295
2019-02-26,20916945
2019-02-27,20811482
2019-02-28,20563509
2019-03-01,20443747
2019-03-02,20297009
2019-03-03,20228020
2019-03-04,20248975
2019-03-05,20359320
2019-03-06,20462722
2019-03-07,20593160
2019-03-08,20694655
2019-03-09,20847796
2019-03-10,20856399
2019-03-11,20753354
2019-03-12,20661446
2019-03-13,20626792
2019-03-14,20597583
2019-03-15,20527657
2019-03-16,20420621
2019-03-17,20309309
2019-03-18,20179983
2019-03-19,20017939
2019-03-20,19853638
2019-03-21,19802268
2019-03-22,19758137
2019-03-23,19736579
2019-03-24,19796200
2019-03-25,19733005
2019-03-26,19646779
2019-03-27,19522572
2019-03-28,19441387
2019-03-29,19467440
2019-03-30,19539188
2019-03-31,19825157
2019-04-01,20062402
2019-04-02,20154689
2019-04-03,20132903
2019-04-04,20123627
2019-04-05,20123781
2019-04-06,20208200
2019-04-07,20134659
2019-04-08,20060917
2019-04-09,20029644
2019-04-10,19953989
2019-04-11,19912759
2019-04-12,19848373
2019-04-13,19799269
2019-04-14,19701270
2019-04-15,19572716
2019-04-16,19132330
2019-04-17,18820036
2019-04-18,18771411
2019-04-19,18707836
2019-04-20,18810121
2019-04-21,18907731
2019-04-22,19142144
2019-04-23,19150841
2019-04-24,19223723
2019-04-25,19224092
2019-04-26,19410065
2019-04-27,19518580
2019-04-28,19482503
2019-04-29,19432708
2019-04-30,19352849
2019-05-01,19328722
2019-05-02,19442057
2019-05-03,19377108
2019-05-04,19323671
2019-05-05,19270501
2019-05-06,19147563
2019-05-07,19056580
2019-05-08,18934793
2019-05-09,18844145
2019-05-10,18725978
2019-05-11,18726348
2019-05-12,18726234
2019-05-13,18716786
2019-05-14,18661174
2019-05-15,18646577
2019-05-16,18663359
2019-05-17,18602966
2019-05-18,18608089
2019-05-19,18850083
2019-05-20,18800163
2019-05-21,18772464
2019-05-22,18751146
2019-05-23,18707357
2019-05-24,18665786
2019-05-25,18564049
2019-05-26,18599437
2019-05-27,18557679
2019-05-28,18521668
2019-05-29,18485498
2019-05-30,18393624
2019-05-31,18407063
2019-06-01,18364877
2019-06-02,18335175
2019-06-03,18293982
2019-06-04,18224232
2019-06-05,18018294
2019-06-06,17902667
2019-06-07,17827443
2019-06-08,17832362
2019-06-09,17787105
2019-06-10,17761104
2019-06-11,17737523
2019-06-12,17779536
2019-06-13,17863109
2019-06-14,17877687
2019-06-15,17872350
2019-06-16,17847740
2019-06-17,17861912
2019-06-18,17761258
2019-06-19,17597681
2019-06-20,16994901
2019-06-21,16527979
2019-06-22,16167974
2019-06-23,15610381
2019-06-24,15750156
2019-06-25,16482165
2019-06-26,17306274
2019-06-27,18168679
2019-06-28,18861570
2019-06-29,19649488
2019-06-30,19846517
2019-07-01,19696311
2019-07-02,19481815
2019-07-03,19038620
2019-07-04,19307194
2019-07-05,19779583
2019-07-06,19865396
2019-07-07,19819656
2019-07-08,19802879
2019-07-09,19710428
2019-07-10,19408000
2019-07-11,19397059
2019-07-12,19254195
2019-07-13,19296986
2019-07-14,19204935
2019-07-15,19204572
2019-07-16,19174920
2019-07-17,19132178
2019-07-18,19091567
2019-07-19,19101057
2019-07-20,19106212
2019-07-21,19101341
2019-07-22,18999554
2019-07-23,18825670
2019-07-24,18804095
2019-07-25,18746568
2019-07-26,18732941
2019-07-27,18687664
2019-07-28,18697403
2019-07-29,18576358
2019-07-30,18495463
2019-07-31,18648717
2019-08-01,18706875
2019-08-02,18783446
2019-08-03,18986443
2019-08-04,19115345
2019-08-05,19033305
2019-08-06,19010984
2019-08-07,19115888
2019-08-08,19175598
2019-08-09,19175316
2019-08-10,19236055
2019-08-11,19296301
2019-08-12,19139894
2019-08-13,18896406
2019-08-14,18898351
2019-08-15,18855788
2019-08-16,18848590
2019-08-17,18845339
2019-08-18,18817632
2019-08-19,18779960
2019-08-20,18746297
2019-08-21,18696685
2019-08-22,18606176
2019-08-23,18601427
2019-08-24,18612317
2019-08-24,18612317
2019-08-25,18712908
2019-08-25,18712908
2019-08-26,18663753
2019-08-27,18637525
2019-08-27,18637525
2019-08-28,18476757
2019-08-29,18381515
2019-08-30,18343328
2019-08-31,18323930
2019-09-01,18309360
2019-09-02,18295322
2019-09-03,18279068
2019-09-04,18375839
2019-09-05,18373066
2019-09-06,18511816
2019-09-07,18515544
2019-09-08,18509925
2019-09-09,18457148
2019-09-10,18424734
2019-09-11,18364597
2019-09-12,18294441
2019-09-13,18288964
2019-09-14,18606088
2019-09-15,18662027
2019-09-16,18590293
2019-09-17,18498979
2019-09-18,18341097
2019-09-19,18234975
2019-09-20,18219160
2019-09-21,18195693
2019-09-22,18172934
2019-09-23,18138226
2019-09-24,18094226
2019-09-25,18080733
2019-09-26,18886949
2019-09-27,19573577
2019-09-28,20078965
2019-09-29,20050657
2019-09-30,19992038
2019-10-01,19724753
2019-10-02,19656366
2019-10-03,19649555
2019-10-04,19635065
2019-10-05,19661306
2019-10-06,19735388
2019-10-07,19652527
2019-10-08,19578596
2019-10-09,19480746
2019-10-10,19410860
2019-10-11,19389798
2019-10-12,19369091
2019-10-13,19478657
2019-10-14,19399458
2019-10-15,19356065
2019-10-16,19311182
2019-10-17,19293226
2019-10-18,19247833
2019-10-19,19219765
2019-10-20,19164193
2019-10-21,19112817
2019-10-22,19035246
2019-10-23,18967901
2019-10-24,18934125
2019-10-25,18876175
2019-10-26,18967477
2019-10-27,18974795
2019-10-28,19140412
2019-10-29,19112643
2019-10-30,19068768
2019-10-31,18942475
2019-11-01,18925238
2019-11-02,18924012
2019-11-03,19135413
2019-11-04,18883339
2019-11-05,18991506
2019-11-06,18898848
2019-11-07,18845121
2019-11-08,18904205
2019-11-09,19008620
2019-11-10,19048884
2019-11-11,18896351
2019-11-12,18829791
2019-11-13,18806419
2019-11-14,18769444
2019-11-15,18798932
2019-11-16,18791820
2019-11-17,18689162
2019-11-18,18637483
2019-11-19,18608414
2019-11-20,18562760
2019-11-21,18518597
2019-11-22,18501433
2019-11-23,18526484
2019-11-24,18653483
2019-11-25,18674969
2019-11-26,18653144
2019-11-27,18712923
2019-11-28,18698522
2019-11-29,18727489
2019-11-30,18763683
2019-12-01,18784091
2019-12-02,18776881
2019-12-03,18754343
2019-12-04,18757224
2019-12-05,18637468
2019-12-06,18612628
2019-12-07,18721322
2019-12-08,18757274
2019-12-09,18781391
2019-12-10,18721100
2019-12-11,18698022
2019-12-12,18676189
2019-12-13,18714361
2019-12-14,18941337
2019-12-15,19198891
2019-12-16,19117309
2019-12-17,19129970
2019-12-18,19070881
2019-12-19,19057033
2019-12-20,19002905
2019-12-21,18997844
2019-12-22,19112141
2019-12-23,19122763
2019-12-24,19265603
2019-12-25,19751336
2019-12-26,19843159
2019-12-27,19821094
2019-12-28,19804560
2019-12-29,19748722
2019-12-30,19677265
2019-12-31,19665570
2020-01-01,19731169
2020-01-02,19743800
2020-01-03,19689208
2020-01-04,19684083
2020-01-05,19669441
2020-01-06,19605792
2020-01-07,19471114
2020-01-08,19525923
2020-01-09,19421093
2020-01-10,19376848
2020-01-11,19345047
2020-01-12,19314522
2020-01-13,19327098
2020-01-14,19314652
2020-01-15,19252711
2020-01-16,19196660
2020-01-17,19202578
2020-01-18,19232054
2020-01-19,19239714
2020-01-20,19226612
2020-01-21,19214421
2020-01-22,19141285
2020-01-23,19131314
2020-01-24,19128863
2020-01-25,19201012
2020-01-26,19147080
2020-01-27,19105756
2020-01-28,19069426
2020-01-29,18989560
2020-01-30,18982923
2020-01-31,19076787
2020-02-01,19066292
2020-02-02,19041625
2020-02-03,19117432
2020-02-04,19065210
2020-02-05,19082194
2020-02-06,19977289
2020-02-07,20620913
2020-02-08,20318799
2020-02-09,20208689
2020-02-10,19930329
2020-02-11,19725877
2020-02-12,19445557
2020-02-13,19194537
2020-02-14,19101248
2020-02-15,19074777
2020-02-16,19014457
2020-02-17,18927744
2020-02-18,18856708
2020-02-19,18813103
2020-02-20,18711983
2020-02-21,18664268
2020-02-22,18622412
2020-02-23,18605673
2020-02-24,18582856
2020-02-25,18647618
2020-02-26,18649757
2020-02-27,18715162
2020-02-28,18875618
2020-02-29,19040297
2020-03-01,19177804
2020-03-02,19282717
2020-03-03,19284089
2020-03-04,19236024
2020-03-05,19246764
2020-03-06,19240374
2020-03-07,19242380
2020-03-08,19231167
2020-03-09,19258753
2020-03-10,19398750
2020-03-11,19308810
2020-03-12,19430163
2020-03-13,19537145
2020-03-14,19746166
2020-03-15,19888142
2020-03-16,19934094
2020-03-17,20086076
2020-03-18,20154469
2020-03-19,20172860
2020-03-20,20234409
2020-03-21,20289929
2020-03-22,20353605
2020-03-23,20408479
2020-03-24,20484729
2020-03-25,20489785
2020-03-26,20479104
2020-03-27,20368533
2020-03-28,20373650
2020-03-29,20292417
2020-03-30,20267200
2020-03-31,20262625
2020-04-01,20261074
2020-04-02,20337805
2020-04-03,20299643
2020-04-04,20300024
2020-04-05,20286877
2020-04-06,20238164
2020-04-07,20151848
2020-04-08,20084035
2020-04-09,20032413
2020-04-10,20051779
2020-04-11,20011342
2020-04-12,20002555
2020-04-13,19964630
2020-04-14,20007305
2020-04-15,20034863
2020-04-16,20055577
2020-04-17,20036623
2020-04-18,20016125
2020-04-19,19971858
2020-04-20,19951698
2020-04-21,19913317
2020-04-22,19864508
2020-04-23,19819328
2020-04-24,19805634
2020-04-25,19817485
2020-04-26,20115295
2020-04-27,20084338
2020-04-28,20084216
2020-04-29,20200571
2020-04-30,20297144
2020-05-01,20339187
2020-05-02,20838705
2020-05-03,20972862
2020-05-04,20933776
2020-05-05,20938852
2020-05-06,20981366
2020-05-07,21043777
2020-05-08,21075102
2020-05-09,21025916
2020-05-10,20962346
2020-05-11,20943988
2020-05-12,20905299
2020-05-13,20867461
