date_obj,Sleeping%20cap price
2019-04-07,15988
2019-04-08,15988
2019-04-09,15988
2019-04-10,16136
2019-04-11,16136
2019-04-12,15433
2019-04-13,15433
2019-04-14,15138
2019-04-15,15138
2019-04-16,14547
2019-04-17,14547
2019-04-18,13846
2019-04-19,13846
2019-04-20,13153
2019-04-21,13153
2019-04-22,13086
2019-04-23,13086
2019-04-24,13638
2019-04-25,13638
2019-04-26,13831
2019-04-27,13831
2019-04-28,13831
2019-04-29,13678
2019-04-30,13678
2019-05-01,13973
2019-05-02,13973
2019-05-03,13973
2019-05-04,14496
2019-05-05,14496
2019-05-06,14496
2019-05-07,14818
2019-05-08,14818
2019-05-09,14818
2019-05-10,14768
2019-05-11,14768
2019-05-12,14456
2019-05-13,14456
2019-05-14,14456
2019-05-15,14170
2019-05-16,14170
2019-05-17,14170
2019-05-18,14252
2019-05-19,14252
2019-05-20,14252
2019-05-21,14252
2019-05-22,14792
2019-05-23,14792
2019-05-24,14792
2019-05-25,15098
2019-05-26,15098
2019-05-27,15098
2019-05-28,15045
2019-05-29,15045
2019-05-30,15045
2019-05-31,15045
2019-06-01,14455
2019-06-02,14455
2019-06-03,14455
2019-06-04,14326
2019-06-05,14326
2019-06-06,14326
2019-06-07,14326
2019-06-08,14003
2019-06-09,14003
2019-06-10,14003
2019-06-11,13845
2019-06-12,13845
2019-06-13,13845
2019-06-14,13668
2019-06-15,13668
2019-06-16,13668
2019-06-17,13387
2019-06-18,13387
2019-06-19,13387
2019-06-20,13166
2019-06-21,13166
2019-06-22,13166
2019-06-23,12902
2019-06-24,12902
2019-06-25,12902
2019-06-26,12902
2019-06-27,12774
2019-06-28,12774
2019-06-29,12774
2019-06-30,12774
2019-07-01,12669
2019-07-02,12669
2019-07-03,12669
2019-07-04,12537
2019-07-05,12537
2019-07-06,12537
2019-07-07,12537
2019-07-08,12296
2019-07-09,12296
2019-07-10,12296
2019-07-11,12386
2019-07-12,12386
2019-07-13,12386
2019-07-14,12223
2019-07-15,12223
2019-07-16,12223
2019-07-17,11980
2019-07-18,11980
2019-07-19,11980
2019-07-20,11980
2019-07-21,11853
2019-07-22,11853
2019-07-23,11853
2019-07-24,11853
2019-07-25,11463
2019-07-26,11463
2019-07-27,11463
2019-07-28,11311
2019-07-29,11311
2019-07-30,11311
2019-07-31,11625
2019-08-01,11625
2019-08-02,11625
2019-08-03,11757
2019-08-04,11757
2019-08-05,11757
2019-08-06,11757
2019-08-07,11958
2019-08-08,11958
2019-08-09,11958
2019-08-10,11958
2019-08-11,12275
2019-08-12,12275
2019-08-13,12275
2019-08-14,12275
2019-08-15,12816
2019-08-16,12816
2019-08-17,12816
2019-08-18,12816
2019-08-19,13430
2019-08-20,13430
2019-08-21,13430
2019-08-22,13993
2019-08-23,13993
2019-08-24,13993
2019-08-24,13993
2019-08-25,13993
2019-08-25,13993
2019-08-26,14560
2019-08-26,14560
2019-08-27,14560
2019-08-27,14560
2019-08-28,14560
2019-08-29,14560
2019-08-30,15177
2019-08-31,15177
2019-09-01,15177
2019-09-02,15177
2019-09-03,15484
2019-09-04,15484
2019-09-05,15484
2019-09-06,15484
2019-09-07,16134
2019-09-08,16134
2019-09-09,16134
2019-09-10,16134
2019-09-11,15894
2019-09-12,15894
2019-09-13,15894
2019-09-14,15894
2019-09-15,15492
2019-09-16,15492
2019-09-17,15492
2019-09-18,15812
2019-09-19,15812
2019-09-20,15812
2019-09-21,15812
2019-09-22,15756
2019-09-23,15756
2019-09-24,15756
2019-09-25,15756
2019-09-26,16079
2019-09-27,16079
2019-09-28,16079
2019-09-29,16079
2019-09-30,16011
2019-10-01,16011
2019-10-02,16011
2019-10-03,15640
2019-10-04,15640
2019-10-05,15640
2019-10-06,15005
2019-10-07,15005
2019-10-08,15005
2019-10-09,15375
2019-10-10,15375
2019-10-11,15375
2019-10-12,15606
2019-10-13,15606
2019-10-14,15606
2019-10-15,15606
2019-10-16,15615
2019-10-17,15615
2019-10-18,15615
2019-10-19,15615
2019-10-20,15434
2019-10-21,15434
2019-10-22,15434
2019-10-23,15434
2019-10-24,15269
2019-10-25,15269
2019-10-26,15269
2019-10-27,14898
2019-10-28,14898
2019-10-29,14898
2019-10-30,14898
2019-10-31,15013
2019-11-01,15013
2019-11-02,15013
2019-11-03,15013
2019-11-04,15555
2019-11-05,15555
2019-11-06,15555
2019-11-07,15555
2019-11-08,15555
2019-11-09,15694
2019-11-10,15694
2019-11-11,15694
2019-11-12,15827
2019-11-13,15827
2019-11-14,15827
2019-11-15,15827
2019-11-16,15270
2019-11-17,15270
2019-11-18,15270
2019-11-19,15270
2019-11-20,14720
2019-11-21,14720
2019-11-22,14720
2019-11-23,14720
2019-11-24,14258
2019-11-25,14258
2019-11-26,14258
2019-11-27,14258
2019-11-28,14287
2019-11-29,14287
2019-11-30,14287
2019-12-01,14287
2019-12-02,14412
2019-12-03,14412
2019-12-04,14412
2019-12-05,14412
2019-12-06,14122
2019-12-07,14122
2019-12-08,14122
2019-12-09,14122
2019-12-10,14474
2019-12-11,14474
2019-12-12,14474
2019-12-13,14474
2019-12-14,14453
2019-12-15,14453
2019-12-16,14453
2019-12-17,13744
2019-12-18,13744
2019-12-19,13744
2019-12-20,13289
2019-12-21,13289
2019-12-22,13870
2019-12-23,13870
2019-12-24,13870
2019-12-25,13870
2019-12-26,14402
2019-12-27,14402
2019-12-28,14402
2019-12-29,14402
2019-12-30,15021
2019-12-31,15021
2020-01-01,15021
2020-01-02,15021
2020-01-03,14722
2020-01-04,14722
2020-01-05,14722
2020-01-06,14722
2020-01-07,14516
2020-01-08,14516
2020-01-09,14516
2020-01-10,14516
2020-01-11,14099
2020-01-12,14099
2020-01-13,14099
2020-01-14,14099
2020-01-15,14003
2020-01-16,14003
2020-01-17,14003
2020-01-18,13412
2020-01-19,13412
2020-01-20,13412
2020-01-21,13412
2020-01-22,13444
2020-01-23,13444
2020-01-24,13444
2020-01-25,13444
2020-01-26,13566
2020-01-27,13566
2020-01-28,13566
2020-01-29,14228
2020-01-30,14228
2020-01-31,14228
2020-02-01,14799
2020-02-02,14799
2020-02-03,14799
2020-02-04,14799
2020-02-05,15241
2020-02-06,15241
2020-02-07,15241
2020-02-08,15241
2020-02-09,15005
2020-02-10,15005
2020-02-11,15005
2020-02-12,14314
2020-02-13,14314
2020-02-14,14314
2020-02-15,13923
2020-02-16,13923
2020-02-17,13923
2020-02-18,13408
2020-02-19,13408
2020-02-20,13408
2020-02-21,13408
2020-02-22,12955
2020-02-23,12955
2020-02-24,12955
2020-02-25,12705
2020-02-26,12705
2020-02-27,12705
2020-02-28,12896
2020-02-29,12896
2020-03-01,12896
2020-03-02,12896
2020-03-03,12651
2020-03-04,12651
2020-03-05,12651
2020-03-06,12460
2020-03-07,12460
2020-03-08,12460
2020-03-09,12502
2020-03-10,12502
2020-03-11,12502
2020-03-12,12520
2020-03-13,12520
2020-03-14,12520
2020-03-15,12736
2020-03-16,12736
2020-03-17,12736
2020-03-18,12514
2020-03-19,12514
2020-03-20,12514
2020-03-21,12514
2020-03-22,13035
2020-03-23,13035
2020-03-24,13035
2020-03-25,13035
2020-03-26,13376
2020-03-27,13376
2020-03-28,13376
2020-03-29,13387
2020-03-30,13387
2020-03-31,13530
2020-04-01,13530
2020-04-02,13077
2020-04-03,13077
2020-04-04,13077
2020-04-05,12498
2020-04-06,12498
2020-04-07,12343
2020-04-08,12343
2020-04-09,12151
2020-04-10,12151
2020-04-11,12151
2020-04-12,11912
2020-04-13,11912
2020-04-14,11912
2020-04-15,11489
2020-04-16,11489
2020-04-17,11489
2020-04-18,11516
2020-04-19,11516
2020-04-20,11450
2020-04-21,11450
2020-04-22,11203
2020-04-23,11203
2020-04-24,11203
2020-04-25,11242
2020-04-26,11242
2020-04-27,11529
2020-04-28,11529
2020-04-29,11602
2020-04-30,11602
2020-05-01,11602
2020-05-02,11219
2020-05-03,11219
2020-05-04,11219
2020-05-05,10937
2020-05-06,10937
2020-05-07,10742
2020-05-08,10742
2020-05-09,10731
2020-05-10,10731
2020-05-11,10731
2020-05-12,10855
2020-05-13,10855
