date_obj,Ancient%20crystal price
2019-07-02,149930
2019-07-03,149930
2019-07-04,149930
2019-07-05,149640
2019-07-06,149640
2019-07-07,149640
2019-07-08,149874
2019-07-09,149874
2019-07-10,149874
2019-07-11,149919
2019-07-12,149919
2019-07-13,149919
2019-07-14,149387
2019-07-15,149387
2019-07-16,149387
2019-07-17,149631
2019-07-18,149631
2019-07-19,149631
2019-07-20,150391
2019-07-21,150391
2019-07-22,150391
2019-07-23,149919
2019-07-24,149919
2019-07-25,149919
2019-07-26,147211
2019-07-27,147211
2019-07-28,147211
2019-07-29,149688
2019-07-30,149688
2019-07-31,149786
2019-08-01,149786
2019-08-02,149786
2019-08-03,149445
2019-08-04,149445
2019-08-05,149445
2019-08-06,149654
2019-08-07,149654
2019-08-08,149654
2019-08-09,149795
2019-08-10,149795
2019-08-11,149795
2019-08-12,154367
2019-08-13,154367
2019-08-14,154367
2019-08-15,160684
2019-08-16,160684
2019-08-17,160684
2019-08-18,166197
2019-08-19,166197
2019-08-20,166197
2019-08-21,170615
2019-08-22,170615
2019-08-23,170615
2019-08-24,162135
2019-08-24,162135
2019-08-25,162135
2019-08-25,162135
2019-08-26,162135
2019-08-27,154506
2019-08-27,154506
2019-08-28,154506
2019-08-29,148142
2019-08-30,148142
2019-08-31,151641
2019-09-01,151641
2019-09-02,151641
2019-09-03,149153
2019-09-04,149153
2019-09-05,149153
2019-09-06,151352
2019-09-07,151352
2019-09-08,150550
2019-09-09,150550
2019-09-10,150550
2019-09-11,149563
2019-09-12,149563
2019-09-13,149563
2019-09-14,151891
2019-09-15,151891
2019-09-16,151891
2019-09-17,148849
2019-09-18,148849
2019-09-19,149152
2019-09-20,149152
2019-09-21,149152
2019-09-22,150364
2019-09-23,150364
2019-09-24,150364
2019-09-25,152063
2019-09-26,152063
2019-09-27,152063
2019-09-28,152033
2019-09-29,152033
2019-09-30,152033
2019-10-01,152008
2019-10-02,152008
2019-10-03,152008
2019-10-04,153420
2019-10-05,153420
2019-10-06,151435
2019-10-07,151435
2019-10-08,151435
2019-10-09,154224
2019-10-10,154224
2019-10-11,154224
2019-10-12,161486
2019-10-13,161486
2019-10-14,159393
2019-10-15,159393
2019-10-16,159393
2019-10-17,153713
2019-10-18,153713
2019-10-19,151358
2019-10-20,151358
2019-10-21,151358
2019-10-22,154199
2019-10-23,154199
2019-10-24,154199
2019-10-25,154108
2019-10-26,154108
2019-10-27,152664
2019-10-28,152664
2019-10-29,151769
2019-10-30,151769
2019-10-31,150831
2019-11-01,150831
2019-11-02,150831
2019-11-03,148671
2019-11-04,148671
2019-11-05,148671
2019-11-06,149290
2019-11-07,149290
2019-11-08,149290
2019-11-09,149327
2019-11-10,149327
2019-11-11,150888
2019-11-12,150888
2019-11-13,150888
2019-11-14,150888
2019-11-15,151271
2019-11-16,151271
2019-11-17,151271
2019-11-18,150258
2019-11-19,150258
2019-11-20,150258
2019-11-21,151206
2019-11-22,151206
2019-11-23,151206
2019-11-24,150187
2019-11-25,150187
2019-11-26,150187
2019-11-27,150873
2019-11-28,150873
2019-11-29,151044
2019-11-30,151044
2019-12-01,151044
2019-12-02,152796
2019-12-03,152796
2019-12-04,153515
2019-12-05,153515
2019-12-06,153515
2019-12-07,150619
2019-12-08,150619
2019-12-09,150619
2019-12-10,150330
2019-12-11,150330
2019-12-12,150330
2019-12-13,150891
2019-12-14,150891
2019-12-15,150891
2019-12-16,150530
2019-12-17,150530
2019-12-18,150530
2019-12-19,150148
2019-12-20,150148
2019-12-21,150148
2019-12-22,150402
2019-12-23,150402
2019-12-24,150402
2019-12-25,150629
2019-12-26,150629
2019-12-27,150629
2019-12-28,154433
2019-12-29,154433
2019-12-30,154433
2019-12-31,152988
2020-01-01,152988
2020-01-02,152988
2020-01-03,154716
2020-01-04,154716
2020-01-05,154716
2020-01-06,162349
2020-01-07,162349
2020-01-08,162349
2020-01-09,160895
2020-01-10,160895
2020-01-11,154917
2020-01-12,154917
2020-01-13,154917
2020-01-14,157021
2020-01-15,157021
2020-01-16,162748
2020-01-17,162748
2020-01-18,162748
2020-01-19,158393
2020-01-20,158393
2020-01-21,158393
2020-01-22,156459
2020-01-23,156459
2020-01-24,159542
2020-01-25,159542
2020-01-26,159542
2020-01-27,157698
2020-01-28,157698
2020-01-29,157698
2020-01-30,156680
2020-01-31,156680
2020-02-01,156680
2020-02-02,154317
2020-02-03,154317
2020-02-04,154317
2020-02-05,154300
2020-02-06,154300
2020-02-07,154300
2020-02-08,152961
2020-02-09,152961
2020-02-10,151142
2020-02-11,151142
2020-02-12,151142
2020-02-13,152533
2020-02-14,152533
2020-02-15,152533
2020-02-16,152308
2020-02-17,152308
2020-02-18,152423
2020-02-19,152423
2020-02-20,152510
2020-02-21,152510
2020-02-22,152510
2020-02-23,155719
2020-02-24,154235
2020-02-25,154235
2020-02-26,154383
2020-02-27,154383
2020-02-28,153095
2020-02-29,153095
2020-03-01,153095
2020-03-02,153383
2020-03-03,153383
2020-03-04,153383
2020-03-05,151441
2020-03-06,151441
2020-03-07,149789
2020-03-08,149789
2020-03-09,150559
2020-03-10,150559
2020-03-11,150577
2020-03-12,150577
2020-03-13,151510
2020-03-14,151510
2020-03-15,151510
2020-03-16,153034
2020-03-17,153034
2020-03-18,153034
2020-03-19,151785
2020-03-20,151785
2020-03-21,149590
2020-03-22,149590
2020-03-23,152538
2020-03-24,152538
2020-03-25,151493
2020-03-26,151493
2020-03-27,151883
2020-03-28,151883
2020-03-29,152249
2020-03-30,152249
2020-03-31,152088
2020-04-01,152088
2020-04-02,151951
2020-04-03,151951
2020-04-04,151951
2020-04-05,151808
2020-04-06,151808
2020-04-07,155182
2020-04-08,155182
2020-04-09,152983
2020-04-10,152983
2020-04-11,154599
2020-04-12,154599
2020-04-13,158414
2020-04-14,158414
2020-04-15,165825
2020-04-16,165825
2020-04-17,165825
2020-04-18,171589
2020-04-19,171589
2020-04-20,180169
2020-04-21,180169
2020-04-22,189178
2020-04-23,189178
2020-04-24,198637
2020-04-25,198637
2020-04-26,208568
2020-04-27,208568
2020-04-28,216840
2020-04-29,216840
2020-04-30,206058
2020-05-01,206058
2020-05-02,195755
2020-05-03,188794
2020-05-04,188794
2020-05-05,182829
2020-05-06,179833
2020-05-07,179833
2020-05-08,174188
2020-05-09,174188
2020-05-10,166764
2020-05-11,166764
2020-05-12,166764
2020-05-13,161798
