date_obj,Willow%20comp%20bow price
2019-04-10,5685
2019-04-11,5443
2019-04-12,5229
2019-04-13,4987
2019-04-14,4802
2019-04-15,4642
2019-04-16,4446
2019-04-17,4285
2019-04-18,4135
2019-04-19,3964
2019-04-20,3795
2019-04-21,3675
2019-04-22,3576
2019-04-23,3489
2019-04-24,3394
2019-04-25,3403
2019-04-26,3417
2019-04-27,3474
2019-04-28,3593
2019-04-29,3654
2019-04-30,3757
2019-05-01,3901
2019-05-02,4024
2019-05-03,4140
2019-05-04,4208
2019-05-05,4088
2019-05-06,3949
2019-05-07,3830
2019-05-08,3744
2019-05-09,3632
2019-05-10,3608
2019-05-11,3519
2019-05-12,3442
2019-05-13,3419
2019-05-14,3392
2019-05-15,3315
2019-05-16,3302
2019-05-17,3270
2019-05-18,3230
2019-05-19,3145
2019-05-20,3118
2019-05-21,3087
2019-05-22,3085
2019-05-23,3023
2019-05-24,3006
2019-05-25,2980
2019-05-26,2985
2019-05-27,2998
2019-05-28,3043
2019-05-29,3115
2019-05-30,3152
2019-05-31,3164
2019-06-01,3178
2019-06-02,3026
2019-06-03,2941
2019-06-04,2896
2019-06-05,2894
2019-06-06,2768
2019-06-07,2649
2019-06-08,2548
2019-06-09,2586
2019-06-10,2586
2019-06-11,2639
2019-06-12,2720
2019-06-13,2783
2019-06-14,2909
2019-06-15,3022
2019-06-16,3074
2019-06-17,3094
2019-06-18,3171
2019-06-19,3163
2019-06-20,3169
2019-06-21,3172
2019-06-22,3181
2019-06-23,3231
2019-06-24,3152
2019-06-25,3137
2019-06-26,3175
2019-06-27,3224
2019-06-28,3282
2019-06-29,3313
2019-06-30,3260
2019-07-01,3266
2019-07-02,3287
2019-07-03,3293
2019-07-04,3371
2019-07-05,3366
2019-07-06,3337
2019-07-07,3281
2019-07-08,3283
2019-07-09,3318
2019-07-10,3328
2019-07-11,3340
2019-07-12,3358
2019-07-13,3466
2019-07-14,3478
2019-07-15,3607
2019-07-16,3611
2019-07-17,3654
2019-07-18,3664
2019-07-19,3682
2019-07-20,3769
2019-07-21,3754
2019-07-22,3792
2019-07-23,3840
2019-07-24,3861
2019-07-25,3849
2019-07-26,3839
2019-07-27,3738
2019-07-28,3682
2019-07-29,3551
2019-07-30,3473
2019-07-31,3430
2019-08-01,3429
2019-08-02,3341
2019-08-03,3292
2019-08-04,3251
2019-08-05,3229
2019-08-06,3197
2019-08-07,3230
2019-08-08,3252
2019-08-09,3252
2019-08-10,3176
2019-08-11,3149
2019-08-12,3185
2019-08-13,3216
2019-08-14,3185
2019-08-15,3132
2019-08-16,3067
2019-08-17,3067
2019-08-18,3000
2019-08-19,2936
2019-08-20,2827
2019-08-21,2756
2019-08-22,2687
2019-08-23,2647
2019-08-24,2642
2019-08-24,2642
2019-08-25,2666
2019-08-25,2666
2019-08-26,2697
2019-08-26,2697
2019-08-27,2675
2019-08-27,2675
2019-08-28,2802
2019-08-29,2941
2019-08-30,3062
2019-08-31,3163
2019-09-01,3215
2019-09-02,3238
2019-09-03,3244
2019-09-04,3248
2019-09-05,3281
2019-09-06,3295
2019-09-07,3263
2019-09-08,3214
2019-09-09,3157
2019-09-10,3072
2019-09-11,3038
2019-09-12,2975
2019-09-13,2939
2019-09-14,2943
2019-09-15,2961
2019-09-16,2892
2019-09-17,2908
2019-09-18,2933
2019-09-19,2980
2019-09-20,3011
2019-09-21,3125
2019-09-22,3242
2019-09-23,3261
2019-09-24,3261
2019-09-25,3323
2019-09-26,3329
2019-09-27,3329
2019-09-28,3289
2019-09-29,3289
2019-09-30,3291
2019-10-01,3302
2019-10-02,3302
2019-10-03,3298
2019-10-04,3316
2019-10-05,3377
2019-10-06,3411
2019-10-07,3472
2019-10-08,3573
2019-10-09,3678
2019-10-10,3763
2019-10-11,3759
2019-10-12,3717
2019-10-13,3787
2019-10-14,3794
2019-10-15,3802
2019-10-16,3771
2019-10-17,3771
2019-10-18,3680
2019-10-19,3673
2019-10-20,3640
2019-10-21,3577
2019-10-22,3491
2019-10-23,3528
2019-10-24,3517
2019-10-25,3476
2019-10-26,3430
2019-10-27,3417
2019-10-28,3385
2019-10-29,3385
2019-10-30,3370
2019-10-31,3419
2019-11-01,3392
2019-11-02,3375
2019-11-03,3346
2019-11-04,3295
2019-11-05,3295
2019-11-06,3303
2019-11-07,3301
2019-11-08,3287
2019-11-09,3226
2019-11-10,3264
2019-11-11,3347
2019-11-12,3307
2019-11-13,3308
2019-11-14,3362
2019-11-15,3319
2019-11-16,3258
2019-11-17,3258
2019-11-18,3238
2019-11-19,3231
2019-11-20,3232
2019-11-21,3232
2019-11-22,3270
2019-11-23,3317
2019-11-24,3357
2019-11-25,3289
2019-11-26,3318
2019-11-27,3318
2019-11-28,3295
2019-11-29,3297
2019-11-30,3278
2019-12-01,3283
2019-12-02,3312
2019-12-03,3299
2019-12-04,3210
2019-12-05,3210
2019-12-06,3178
2019-12-07,3152
2019-12-08,3149
2019-12-09,3094
2019-12-10,3159
2019-12-11,3136
2019-12-12,3136
2019-12-13,3108
2019-12-14,3186
2019-12-15,3251
2019-12-16,3234
2019-12-17,3255
2019-12-18,3279
2019-12-19,3402
2019-12-20,3548
2019-12-21,3699
2019-12-22,3687
2019-12-23,3687
2019-12-24,3759
2019-12-25,3726
2019-12-26,3726
2019-12-27,3710
2019-12-28,3657
2019-12-29,3602
2019-12-30,3556
2019-12-31,3527
2020-01-01,3639
2020-01-02,3624
2020-01-03,3616
2020-01-04,3554
2020-01-05,3553
2020-01-06,3553
2020-01-07,3539
2020-01-08,3539
2020-01-09,3504
2020-01-10,3457
2020-01-11,3440
2020-01-12,3372
2020-01-13,3372
2020-01-14,3360
2020-01-15,3300
2020-01-16,3260
2020-01-17,3248
2020-01-18,3248
2020-01-19,3211
2020-01-20,3177
2020-01-21,3177
2020-01-22,3168
2020-01-23,3232
2020-01-24,3329
2020-01-25,3315
2020-01-26,3303
2020-01-27,3287
2020-01-28,3350
2020-01-29,3344
2020-01-30,3386
2020-01-31,3408
2020-02-01,3381
2020-02-02,3384
2020-02-03,3432
2020-02-04,3419
2020-02-05,3447
2020-02-06,3430
2020-02-07,3421
2020-02-08,3468
2020-02-09,3531
2020-02-10,3518
2020-02-11,3383
2020-02-12,3456
2020-02-13,3456
2020-02-14,3525
2020-02-15,3524
2020-02-16,3521
2020-02-17,3489
2020-02-18,3515
2020-02-19,3594
2020-02-20,3713
2020-02-21,3713
2020-02-22,3712
2020-02-23,3727
2020-02-24,3881
2020-02-25,4048
2020-02-26,4134
2020-02-27,4144
2020-02-28,4194
2020-02-29,4194
2020-03-01,4217
2020-03-02,4227
2020-03-03,4322
2020-03-04,4316
2020-03-05,4347
2020-03-06,4359
2020-03-07,4317
2020-03-08,4457
2020-03-09,4464
2020-03-10,4572
2020-03-11,4606
2020-03-12,4652
2020-03-13,4693
2020-03-14,4780
2020-03-15,4998
2020-03-16,5245
2020-03-17,5470
2020-03-18,5655
2020-03-19,5888
2020-03-20,6182
2020-03-21,6492
2020-03-22,6555
2020-03-23,6409
2020-03-24,6281
2020-03-25,6099
2020-03-26,5973
2020-03-27,5829
2020-03-28,5871
2020-03-29,5830
2020-03-30,5777
2020-03-31,5667
2020-04-01,5628
2020-04-02,5448
2020-04-03,5448
2020-04-04,5210
2020-04-05,5033
2020-04-06,4878
2020-04-07,4686
2020-04-08,4488
2020-04-09,4268
2020-04-10,4157
2020-04-11,3949
2020-04-12,3784
2020-04-13,3663
2020-04-14,3479
2020-04-15,3321
2020-04-16,3208
2020-04-17,3077
2020-04-18,2987
2020-04-19,2887
2020-04-20,2749
2020-04-21,2664
2020-04-22,2538
2020-04-23,2411
2020-04-24,2292
2020-04-25,2187
2020-04-26,2180
2020-04-27,2216
2020-04-28,2259
2020-04-29,2282
2020-04-30,2323
2020-05-01,2351
2020-05-02,2346
2020-05-03,2402
2020-05-04,2401
2020-05-05,2414
2020-05-06,2399
2020-05-07,2458
2020-05-08,2487
2020-05-09,2455
2020-05-10,2488
2020-05-11,2573
2020-05-12,2614
2020-05-13,2636
