date_obj,Hat%20eyepatch price
2019-03-29,21070
2019-03-30,21070
2019-03-31,21070
2019-04-01,21070
2019-04-02,21070
2019-04-03,21206
2019-04-04,21206
2019-04-05,21206
2019-04-06,21206
2019-04-07,21206
2019-04-08,21206
2019-04-09,21206
2019-04-10,21206
2019-04-11,21206
2019-04-12,21206
2019-04-13,21206
2019-04-14,21206
2019-04-15,21206
2019-04-16,20484
2019-04-17,20484
2019-04-18,20484
2019-04-19,20484
2019-04-20,20484
2019-04-21,20484
2019-04-22,20484
2019-04-23,20484
2019-04-24,20484
2019-04-25,20484
2019-04-26,20484
2019-04-27,20484
2019-04-28,20484
2019-04-29,20484
2019-04-30,19779
2019-05-01,19779
2019-05-02,19779
2019-05-03,19779
2019-05-04,19779
2019-05-05,19779
2019-05-06,19779
2019-05-07,19779
2019-05-08,19779
2019-05-09,19779
2019-05-10,19779
2019-05-11,19779
2019-05-12,20134
2019-05-13,20134
2019-05-14,20134
2019-05-15,20134
2019-05-16,20134
2019-05-17,20134
2019-05-18,20134
2019-05-19,20134
2019-05-20,20134
2019-05-21,20134
2019-05-22,20134
2019-05-23,20134
2019-05-24,20134
2019-05-25,20134
2019-05-26,19650
2019-05-27,19650
2019-05-28,19650
2019-05-29,19650
2019-05-30,19650
2019-05-31,19650
2019-06-01,19650
2019-06-02,19650
2019-06-03,19650
2019-06-04,19650
2019-06-05,19650
2019-06-06,19650
2019-06-07,19650
2019-06-08,19300
2019-06-09,19300
2019-06-10,19300
2019-06-11,19300
2019-06-12,19300
2019-06-13,19300
2019-06-14,19300
2019-06-15,19300
2019-06-16,19300
2019-06-17,19300
2019-06-18,19300
2019-06-19,19300
2019-06-20,19300
2019-06-21,19109
2019-06-22,19109
2019-06-23,19109
2019-06-24,19109
2019-06-25,19109
2019-06-26,19109
2019-06-27,19109
2019-06-28,19109
2019-06-29,19109
2019-06-30,19109
2019-07-01,19109
2019-07-02,19109
2019-07-03,19109
2019-07-04,19109
2019-07-05,19109
2019-07-06,19109
2019-07-07,19109
2019-07-08,19109
2019-07-09,18687
2019-07-10,18687
2019-07-11,18687
2019-07-12,18687
2019-07-13,18687
2019-07-14,18687
2019-07-15,18687
2019-07-16,18687
2019-07-17,18687
2019-07-18,18687
2019-07-19,18687
2019-07-20,18687
2019-07-21,18687
2019-07-22,18687
2019-07-23,18687
2019-07-24,18687
2019-07-25,18687
2019-07-26,18687
2019-07-27,18687
2019-07-28,18768
2019-07-29,18768
2019-07-30,18768
2019-07-31,18768
2019-08-01,18768
2019-08-02,18768
2019-08-03,18768
2019-08-04,18768
2019-08-05,18768
2019-08-06,18768
2019-08-07,18768
2019-08-08,18768
2019-08-09,18768
2019-08-10,18768
2019-08-11,18768
2019-08-12,18768
2019-08-13,18768
2019-08-14,18768
2019-08-15,18768
2019-08-16,19203
2019-08-17,19203
2019-08-18,19203
2019-08-19,19203
2019-08-20,19203
2019-08-21,19203
2019-08-22,19203
2019-08-23,19203
2019-08-24,19203
2019-08-24,19203
2019-08-25,19203
2019-08-25,19203
2019-08-26,19203
2019-08-26,19203
2019-08-27,19203
2019-08-27,19203
2019-08-28,19203
2019-08-29,19203
2019-08-30,19203
2019-08-31,19203
2019-09-01,19203
2019-09-02,19203
2019-09-03,19203
2019-09-04,19203
2019-09-05,19203
2019-09-06,20039
2019-09-07,20039
2019-09-08,20039
2019-09-09,20039
2019-09-10,20039
2019-09-11,20039
2019-09-12,20039
2019-09-13,20039
2019-09-14,20039
2019-09-15,20039
2019-09-16,20039
2019-09-17,20039
2019-09-18,20039
2019-09-19,20039
2019-09-20,20039
2019-09-21,20039
2019-09-22,20039
2019-09-23,20039
2019-09-24,20039
2019-09-25,20039
2019-09-26,20693
2019-09-27,20693
2019-09-28,20693
2019-09-29,20693
2019-09-30,20693
2019-10-01,20693
2019-10-02,20693
2019-10-03,20693
2019-10-04,20693
2019-10-05,20693
2019-10-06,20693
2019-10-07,20693
2019-10-08,20693
2019-10-09,20693
2019-10-10,20693
2019-10-11,20693
2019-10-12,20693
2019-10-13,20693
2019-10-14,20693
2019-10-15,20693
2019-10-16,20693
2019-10-17,20693
2019-10-18,20693
2019-10-19,20979
2019-10-20,20979
2019-10-21,20979
2019-10-22,20979
2019-10-23,20979
2019-10-24,20979
2019-10-25,20979
2019-10-26,20979
2019-10-27,20979
2019-10-28,20979
2019-10-29,20979
2019-10-30,20979
2019-10-31,20979
2019-11-01,20979
2019-11-02,20979
2019-11-03,20979
2019-11-04,20979
2019-11-05,20979
2019-11-06,20979
2019-11-07,20529
2019-11-08,20529
2019-11-09,20529
2019-11-10,20529
2019-11-11,20529
2019-11-12,20529
2019-11-13,20529
2019-11-14,20529
2019-11-15,20529
2019-11-16,20529
2019-11-17,20529
2019-11-18,20529
2019-11-19,20529
2019-11-20,20529
2019-11-21,20529
2019-11-22,20529
2019-11-23,20529
2019-11-24,20529
2019-11-25,20529
2019-11-26,20529
2019-11-27,20529
2019-11-28,20385
2019-11-29,20385
2019-11-30,20385
2019-12-01,20385
2019-12-02,20385
2019-12-03,20385
2019-12-04,20385
2019-12-05,20385
2019-12-06,20385
2019-12-07,20385
2019-12-08,20385
2019-12-09,20385
2019-12-10,20385
2019-12-11,20385
2019-12-12,20385
2019-12-13,20385
2019-12-14,20385
2019-12-15,20385
2019-12-16,20385
2019-12-17,20385
2019-12-18,20385
2019-12-19,20385
2019-12-20,20385
2019-12-21,20385
2019-12-22,20318
2019-12-23,20318
2019-12-24,20318
2019-12-25,20318
2019-12-26,20318
2019-12-27,20318
2019-12-28,20318
2019-12-29,20318
2019-12-30,20318
2019-12-31,20318
2020-01-01,20318
2020-01-02,20318
2020-01-03,20318
2020-01-04,20318
2020-01-05,20318
2020-01-06,20318
2020-01-07,20318
2020-01-08,20318
2020-01-09,20318
2020-01-10,20318
2020-01-11,20331
2020-01-12,20331
2020-01-13,20331
2020-01-14,20331
2020-01-15,20331
2020-01-16,20331
2020-01-17,20331
2020-01-18,20331
2020-01-19,20331
2020-01-20,20331
2020-01-21,20331
2020-01-22,20331
2020-01-23,20331
2020-01-24,20331
2020-01-25,20331
2020-01-26,20331
2020-01-27,20331
2020-01-28,20331
2020-01-29,20331
2020-01-30,20331
2020-01-31,20864
2020-02-01,20864
2020-02-02,20864
2020-02-03,20864
2020-02-04,20864
2020-02-05,20864
2020-02-06,20864
2020-02-07,20864
2020-02-08,20864
2020-02-09,20864
2020-02-10,20864
2020-02-11,20864
2020-02-12,20864
2020-02-13,20864
2020-02-14,20864
2020-02-15,20864
2020-02-16,20864
2020-02-17,20864
2020-02-18,20448
2020-02-19,20448
2020-02-20,20448
2020-02-21,20448
2020-02-22,20448
2020-02-23,20448
2020-02-24,20448
2020-02-25,20448
2020-02-26,20448
2020-02-27,20448
2020-02-28,20448
2020-02-29,20448
2020-03-01,20448
2020-03-02,20448
2020-03-03,20448
2020-03-04,20448
2020-03-05,20448
2020-03-06,20448
2020-03-07,20448
2020-03-08,20448
2020-03-09,20448
2020-03-10,20791
2020-03-11,20791
2020-03-12,20791
2020-03-13,20791
2020-03-14,20791
2020-03-15,20791
2020-03-16,20791
2020-03-17,20791
2020-03-18,20791
2020-03-19,20791
2020-03-20,20791
2020-03-21,20791
2020-03-22,20791
2020-03-23,20791
2020-03-24,20791
2020-03-25,20791
2020-03-26,20715
2020-03-27,20715
2020-03-28,20715
2020-03-29,20715
2020-03-30,20715
2020-03-31,20715
2020-04-01,20715
2020-04-02,20715
2020-04-03,20715
2020-04-04,20715
2020-04-05,20715
2020-04-06,20715
2020-04-07,20715
2020-04-08,20711
2020-04-09,20711
2020-04-10,20711
2020-04-11,20711
2020-04-12,20711
2020-04-13,20711
2020-04-14,20711
2020-04-15,20711
2020-04-16,20711
2020-04-17,20711
2020-04-18,20711
2020-04-19,20711
2020-04-20,20711
2020-04-21,20711
2020-04-22,19842
2020-04-23,19842
2020-04-24,19842
2020-04-25,19842
2020-04-26,19842
2020-04-27,19842
2020-04-28,19842
2020-04-29,19842
2020-04-30,19842
2020-05-01,19842
2020-05-02,19842
2020-05-03,19842
2020-05-04,19842
2020-05-05,18858
2020-05-06,18858
2020-05-07,18858
2020-05-08,18858
2020-05-09,18858
2020-05-10,18858
2020-05-11,18858
2020-05-12,18858
2020-05-13,18858
