date_obj,Amulet%20of%20bounty price
2017-08-01,392
2017-08-02,392
2017-08-03,392
2017-08-04,392
2017-08-05,392
2017-08-06,392
2017-08-07,392
2017-08-08,392
2017-08-09,392
2017-08-10,392
2017-08-11,392
2017-08-12,392
2017-08-13,392
2017-08-14,392
2017-08-15,392
2017-08-16,392
2017-08-17,392
2017-08-18,392
2017-08-19,392
2017-08-20,382
2017-08-21,382
2017-08-22,382
2017-08-23,382
2017-08-24,382
2017-08-25,382
2017-08-26,382
2017-08-27,382
2017-08-28,382
2017-08-29,382
2017-08-30,382
2017-08-31,382
2017-09-01,382
2017-09-02,382
2017-09-03,382
2017-09-04,382
2017-09-05,382
2017-09-06,382
2017-09-07,382
2017-09-08,382
2017-09-09,382
2017-09-10,396
2017-09-11,396
2017-09-12,396
2017-09-13,396
2017-09-14,396
2017-09-15,396
2017-09-16,396
2017-09-17,396
2017-09-18,396
2017-09-19,396
2017-09-20,396
2017-09-21,396
2017-09-22,396
2017-09-23,396
2017-09-24,396
2017-09-25,396
2017-09-26,396
2017-09-27,396
2017-09-28,396
2017-09-29,396
2017-09-30,396
2017-10-01,396
2017-10-02,396
2017-10-03,396
2017-10-04,396
2017-10-05,396
2017-10-06,396
2017-10-07,396
2017-10-08,396
2017-10-09,396
2017-10-10,396
2017-10-11,396
2017-10-12,396
2017-10-13,396
2017-10-14,396
2017-10-15,396
2017-10-16,396
2017-10-17,396
2017-10-18,396
2017-10-19,396
2017-10-20,396
2017-10-21,396
2017-10-22,396
2017-10-23,396
2017-10-24,396
2017-10-25,396
2017-10-26,396
2017-10-27,396
2017-10-28,396
2017-10-29,396
2017-10-30,392
2017-10-31,392
2017-11-01,392
2017-11-02,392
2017-11-03,392
2017-11-04,392
2017-11-05,392
2017-11-06,392
2017-11-07,392
2017-11-08,392
2017-11-09,392
2017-11-10,392
2017-11-11,392
2017-11-12,392
2017-11-13,392
2017-11-14,392
2017-11-15,392
2017-11-16,392
2017-11-17,392
2017-11-18,392
2017-11-19,392
2017-11-20,392
2017-11-21,392
2017-11-22,392
2017-11-23,392
2017-11-24,392
2017-11-25,385
2017-11-26,385
2017-11-27,385
2017-11-28,385
2017-11-29,385
2017-11-30,385
2017-12-01,385
2017-12-02,385
2017-12-03,385
2017-12-04,385
2017-12-05,385
2017-12-06,385
2017-12-07,385
2017-12-08,385
2017-12-09,385
2017-12-10,385
2017-12-11,385
2017-12-12,385
2017-12-13,385
2017-12-14,385
2017-12-15,385
2017-12-16,385
2017-12-17,385
2017-12-18,385
2017-12-19,385
2017-12-20,385
2017-12-21,374
2017-12-22,374
2017-12-23,374
2017-12-24,374
2017-12-25,374
2017-12-26,374
2017-12-27,374
2017-12-28,374
2017-12-29,374
2017-12-30,374
2017-12-31,374
2018-01-01,374
2018-01-02,374
2018-01-03,374
2018-01-04,374
2018-01-05,374
2018-01-06,374
2018-01-07,374
2018-01-08,374
2018-01-09,374
2018-01-10,374
2018-01-11,374
2018-01-12,377
2018-01-13,377
2018-01-14,377
2018-01-15,377
2018-01-16,377
2018-01-17,377
2018-01-18,377
2018-01-19,377
2018-01-20,377
2018-01-21,377
2018-01-22,377
2018-01-23,377
2018-01-24,377
2018-01-25,377
2018-01-26,377
2018-01-27,377
2018-01-28,377
2018-01-29,377
2018-01-30,377
2018-01-31,377
2018-02-01,377
2018-02-02,377
2018-02-03,377
2018-02-04,377
2018-02-05,377
2018-02-06,380
2018-02-07,380
2018-02-08,380
2018-02-09,380
2018-02-10,380
2018-02-11,380
2018-02-12,380
2018-02-13,380
2018-02-14,380
2018-02-15,380
2018-02-16,380
2018-02-17,370
2018-02-18,370
2018-02-19,370
2018-02-20,370
2018-02-21,370
2018-02-22,370
2018-02-23,370
2018-02-24,370
2018-02-25,370
2018-02-26,370
2018-02-27,368
2018-02-28,368
2018-03-01,368
2018-03-02,368
2018-03-03,368
2018-03-04,368
2018-03-05,368
2018-03-06,368
2018-03-07,368
2018-03-08,368
2018-03-09,368
2018-03-10,368
2018-03-11,368
2018-03-12,381
2018-03-13,381
2018-03-14,381
2018-03-15,381
2018-03-16,381
2018-03-17,381
2018-03-18,381
2018-03-19,381
2018-03-20,381
2018-03-22,381
2018-03-23,381
2018-03-24,381
2018-03-25,381
2018-03-26,381
2018-03-27,380
2018-03-28,380
2018-03-29,380
2018-03-30,380
2018-03-31,380
2018-04-01,380
2018-04-02,380
2018-04-03,380
2018-04-04,380
2018-04-05,380
2018-04-06,380
2018-04-07,380
2018-04-08,381
2018-04-09,381
2018-04-10,381
2018-04-11,381
2018-04-12,381
2018-04-13,381
2018-04-14,381
2018-04-15,381
2018-04-16,381
2018-04-17,381
2018-04-18,391
2018-04-19,391
2018-04-20,391
2018-04-21,391
2018-04-22,391
2018-04-23,391
2018-04-24,391
2018-04-25,391
2018-04-26,391
2018-04-27,391
2018-04-28,391
2018-04-29,376
2018-04-30,376
2018-05-01,376
2018-05-02,376
2018-05-03,376
2018-05-04,376
2018-05-05,376
2018-05-06,376
2018-05-07,376
2018-05-08,376
2018-05-09,383
2018-05-10,383
2018-05-11,383
2018-05-12,383
2018-05-13,383
2018-05-14,383
2018-05-15,383
2018-05-16,383
2018-05-17,383
2018-05-18,388
2018-05-19,388
2018-05-20,388
2018-05-21,388
2018-05-22,388
2018-05-23,388
2018-05-24,388
2018-05-25,388
2018-05-26,388
2018-05-27,388
2018-05-28,388
2018-05-29,388
2018-05-30,388
2018-05-31,388
2018-06-01,388
2018-06-02,388
2018-06-03,388
2018-06-04,388
2018-06-05,386
2018-06-06,386
2018-06-07,386
2018-06-08,386
2018-06-09,386
2018-06-10,386
2018-06-11,386
2018-06-12,386
2018-06-13,396
2018-06-14,396
2018-06-15,396
2018-06-16,396
2018-06-17,396
2018-06-18,396
2018-06-19,396
2018-06-20,396
2018-06-21,396
2018-06-22,397
2018-06-23,397
2018-06-24,397
2018-06-25,397
2018-06-26,397
2018-06-27,397
2018-06-28,397
2018-06-29,397
2018-06-30,397
2018-07-01,390
2018-07-02,390
2018-07-03,390
2018-07-04,390
2018-07-05,390
2018-07-06,390
2018-07-07,390
2018-07-08,390
2018-07-09,390
2018-07-10,390
2018-07-11,378
2018-07-12,378
2018-07-13,378
2018-07-14,378
2018-07-15,378
2018-07-16,378
2018-07-17,378
2018-07-18,378
2018-07-19,375
2018-07-20,375
2018-07-21,375
2018-07-22,375
2018-07-23,375
2018-07-24,375
2018-07-25,375
2018-07-26,375
2018-07-27,375
2018-07-28,375
2018-07-29,375
2018-07-30,375
2018-07-31,375
2018-08-01,375
2018-08-02,375
2018-08-03,375
2018-08-04,375
2018-08-05,375
2018-08-06,375
2018-08-07,375
2018-08-08,375
2018-08-09,375
2018-08-10,375
2018-08-11,382
2018-08-12,382
2018-08-14,382
2018-08-16,382
2018-08-17,382
2018-08-18,401
2018-08-19,401
2018-08-20,401
2018-08-21,401
2018-08-22,401
2018-08-23,401
2018-08-24,401
2018-08-25,422
2018-08-26,422
2018-08-27,422
2018-08-28,422
2018-08-29,422
2018-08-30,422
2018-08-31,422
2018-09-01,422
2018-09-02,444
2018-09-03,444
2018-09-04,444
2018-09-05,444
2018-09-06,444
2018-09-07,444
2018-09-08,444
2018-09-09,444
2018-09-10,444
2018-09-11,467
2018-09-12,467
2018-09-13,467
2018-09-14,467
2018-09-15,467
2018-09-16,467
2018-09-17,467
2018-09-18,467
2018-09-19,467
2018-09-20,491
2018-09-21,491
2018-09-22,491
2018-09-23,491
2018-09-24,491
2018-09-25,491
2018-09-26,491
2018-09-27,491
2018-09-28,491
2018-09-29,515
2018-09-30,515
2018-10-02,515
2018-10-03,515
2018-10-04,515
2018-10-05,515
2018-10-06,515
2018-10-07,515
2018-10-08,515
2018-10-09,536
2018-10-10,536
2018-10-11,536
2018-10-12,536
2018-10-13,536
2018-10-14,536
2018-10-15,536
2018-10-16,536
2018-10-17,536
2018-10-18,536
2018-10-19,563
2018-10-20,563
2018-10-21,563
2018-10-22,563
2018-10-23,563
2018-10-24,563
2018-10-25,563
2018-10-26,563
2018-10-27,563
2018-10-28,563
2018-10-29,563
2018-10-30,592
2018-10-31,592
2018-11-01,592
2018-11-03,592
2018-11-04,592
2018-11-05,592
2018-11-06,622
2018-11-07,622
2018-11-08,622
2018-11-09,622
2018-11-10,622
2018-11-11,622
2018-11-12,654
2018-11-13,654
2018-11-14,654
2018-11-15,654
2018-11-16,654
2018-11-17,654
2018-11-18,671
2018-11-19,671
2018-11-20,671
2018-11-21,671
2018-11-22,671
2018-11-23,671
2018-11-24,645
2018-11-25,645
2018-11-26,645
2018-11-27,645
2018-11-28,645
2018-11-29,614
2018-12-01,614
2018-12-02,614
2018-12-03,614
2018-12-04,614
2018-12-05,589
2018-12-07,589
2018-12-09,589
2018-12-10,569
2018-12-11,569
2018-12-12,569
2018-12-13,569
2018-12-14,569
2018-12-15,569
2018-12-16,549
2018-12-17,549
2018-12-18,549
2018-12-19,549
2018-12-20,549
2018-12-21,549
2018-12-22,549
2018-12-23,528
2018-12-24,528
2018-12-25,528
2018-12-26,528
2018-12-27,528
2018-12-28,528
2018-12-29,512
2018-12-30,512
2018-12-31,512
2019-01-01,512
2019-01-02,512
2019-01-03,512
2019-01-04,512
2019-01-05,492
2019-01-06,492
2019-01-08,492
2019-01-10,492
2019-01-11,487
2019-01-12,487
2019-01-13,487
2019-01-14,487
2019-01-15,487
2019-01-16,473
2019-01-17,473
2019-01-18,473
2019-01-19,473
2019-01-20,477
2019-01-21,477
2019-01-22,477
2019-01-23,477
2019-01-24,477
2019-01-25,487
2019-01-26,487
2019-01-27,487
2019-01-28,487
2019-01-29,487
2019-01-30,495
2019-01-31,495
2019-02-01,495
2019-02-02,495
2019-02-03,495
2019-02-04,495
2019-02-05,514
2019-02-06,514
2019-02-07,514
2019-02-08,514
2019-02-09,514
2019-02-10,514
2019-02-11,508
2019-02-12,508
2019-02-13,508
2019-02-14,508
2019-02-15,508
2019-02-16,508
2019-02-17,508
2019-02-18,496
2019-02-19,496
2019-02-20,496
2019-02-21,496
2019-02-22,496
2019-02-23,496
2019-02-24,496
2019-02-25,472
2019-02-26,472
2019-02-27,472
2019-02-28,472
2019-03-01,472
2019-03-02,472
2019-03-03,472
2019-03-04,472
2019-03-05,450
2019-03-06,450
2019-03-07,450
2019-03-08,450
2019-03-09,450
2019-03-10,450
2019-03-11,432
2019-03-12,432
2019-03-13,432
2019-03-14,432
2019-03-15,432
2019-03-16,432
2019-03-17,413
2019-03-18,413
2019-03-19,413
2019-03-20,413
2019-03-21,413
2019-03-22,413
2019-03-23,413
2019-03-24,394
2019-03-25,394
2019-03-26,394
2019-03-27,394
2019-03-28,394
2019-03-29,394
2019-03-30,394
2019-03-31,394
2019-04-01,394
2019-04-02,394
2019-04-03,394
2019-04-04,394
2019-04-05,394
2019-04-06,394
2019-04-07,394
2019-04-08,394
2019-04-09,394
2019-04-10,392
2019-04-11,392
2019-04-12,392
2019-04-13,392
2019-04-14,392
2019-04-15,392
2019-04-16,392
2019-04-17,392
2019-04-18,392
2019-04-19,392
2019-04-20,383
2019-04-21,383
2019-04-22,383
2019-04-23,383
2019-04-24,383
2019-04-25,383
2019-04-26,383
2019-04-27,383
2019-04-28,383
2019-04-29,383
2019-04-30,381
2019-05-01,381
2019-05-02,381
2019-05-03,381
2019-05-04,381
2019-05-05,381
2019-05-06,381
2019-05-07,381
2019-05-08,381
2019-05-09,368
2019-05-10,368
2019-05-11,368
2019-05-12,368
2019-05-13,368
2019-05-14,368
2019-05-15,368
2019-05-16,368
2019-05-17,368
2019-05-18,368
2019-05-19,368
2019-05-20,368
2019-05-21,368
2019-05-22,368
2019-05-23,368
2019-05-24,368
2019-05-25,368
2019-05-26,368
2019-05-27,354
2019-05-28,354
2019-05-29,354
2019-05-30,354
2019-05-31,354
2019-06-01,354
2019-06-02,354
2019-06-03,354
2019-06-04,354
2019-06-05,354
2019-06-06,355
2019-06-07,355
2019-06-08,355
2019-06-09,355
2019-06-10,355
2019-06-11,355
2019-06-12,355
2019-06-13,355
2019-06-14,355
2019-06-15,355
2019-06-16,341
2019-06-17,341
2019-06-18,341
2019-06-19,341
2019-06-20,341
2019-06-21,341
2019-06-22,341
2019-06-23,341
2019-06-24,341
2019-06-25,342
2019-06-26,342
2019-06-27,342
2019-06-28,342
2019-06-29,342
2019-06-30,342
2019-07-01,342
2019-07-02,342
2019-07-03,342
2019-07-04,342
2019-07-05,342
2019-07-06,332
2019-07-07,332
2019-07-08,332
2019-07-09,332
2019-07-10,332
2019-07-11,332
2019-07-12,332
2019-07-13,332
2019-07-14,340
2019-07-15,340
2019-07-16,340
2019-07-17,340
2019-07-18,340
2019-07-19,340
2019-07-20,340
2019-07-21,340
2019-07-22,340
2019-07-23,340
2019-07-24,340
2019-07-25,340
2019-07-26,353
2019-07-27,353
2019-07-28,353
2019-07-29,353
2019-07-30,353
2019-07-31,353
2019-08-01,353
2019-08-02,353
2019-08-03,353
2019-08-04,353
2019-08-05,353
2019-08-06,353
2019-08-07,355
2019-08-08,355
2019-08-09,355
2019-08-10,355
2019-08-11,355
2019-08-12,355
2019-08-13,355
2019-08-14,355
2019-08-15,355
2019-08-16,355
2019-08-17,355
2019-08-18,355
2019-08-19,355
2019-08-20,346
2019-08-21,346
2019-08-22,346
2019-08-23,346
2019-08-24,346
2019-08-24,346
2019-08-25,346
2019-08-25,346
2019-08-26,346
2019-08-27,346
2019-08-27,346
2019-08-28,346
2019-08-29,346
2019-08-30,346
2019-08-31,346
2019-09-01,345
2019-09-02,345
2019-09-03,345
2019-09-04,345
2019-09-05,345
2019-09-06,345
2019-09-07,345
2019-09-08,345
2019-09-09,345
2019-09-10,345
2019-09-11,345
2019-09-12,345
2019-09-13,345
2019-09-14,333
2019-09-15,333
2019-09-16,333
2019-09-17,333
2019-09-18,333
2019-09-19,333
2019-09-20,333
2019-09-21,333
2019-09-22,333
2019-09-23,333
2019-09-24,333
2019-09-25,333
2019-09-26,333
2019-09-27,333
2019-09-28,333
2019-09-29,333
2019-09-30,333
2019-10-01,333
2019-10-02,333
2019-10-03,333
2019-10-04,333
2019-10-05,333
2019-10-06,333
2019-10-07,333
2019-10-08,333
2019-10-09,333
2019-10-10,319
2019-10-11,319
2019-10-12,319
2019-10-13,319
2019-10-14,319
2019-10-15,319
2019-10-16,319
2019-10-17,319
2019-10-18,319
2019-10-19,319
2019-10-20,319
2019-10-21,319
2019-10-22,319
2019-10-23,319
2019-10-24,319
2019-10-25,315
2019-10-26,315
2019-10-27,315
2019-10-28,315
2019-10-29,315
2019-10-30,315
2019-10-31,315
2019-11-01,315
2019-11-02,315
2019-11-03,315
2019-11-04,315
2019-11-05,315
2019-11-06,315
2019-11-07,315
2019-11-08,310
2019-11-09,310
2019-11-10,310
2019-11-11,310
2019-11-12,310
2019-11-13,310
2019-11-14,310
2019-11-15,310
2019-11-16,310
2019-11-17,310
2019-11-18,310
2019-11-19,310
2019-11-20,309
2019-11-21,309
2019-11-22,309
2019-11-23,309
2019-11-24,309
2019-11-25,309
2019-11-26,309
2019-11-27,309
2019-11-28,309
2019-11-29,309
2019-11-30,309
2019-12-01,309
2019-12-02,309
2019-12-03,309
2019-12-04,309
2019-12-05,309
2019-12-06,309
2019-12-07,310
2019-12-08,310
2019-12-09,310
2019-12-10,310
2019-12-11,310
2019-12-12,310
2019-12-13,310
2019-12-14,310
2019-12-15,310
2019-12-16,310
2019-12-17,310
2019-12-18,310
2019-12-19,310
2019-12-20,310
2019-12-21,318
2019-12-22,318
2019-12-23,318
2019-12-24,318
2019-12-25,318
2019-12-26,318
2019-12-27,318
2019-12-28,318
2019-12-29,318
2019-12-30,318
2019-12-31,318
2020-01-01,318
2020-01-02,318
2020-01-03,318
2020-01-04,318
2020-01-05,322
2020-01-06,322
2020-01-07,322
2020-01-08,322
2020-01-09,322
2020-01-10,322
2020-01-11,322
2020-01-12,322
2020-01-13,322
2020-01-14,322
2020-01-15,322
2020-01-16,322
2020-01-17,322
2020-01-18,322
2020-01-19,324
2020-01-20,324
2020-01-21,324
2020-01-22,324
2020-01-23,324
2020-01-24,324
2020-01-25,324
2020-01-26,324
2020-01-27,324
2020-01-28,324
2020-01-29,324
2020-01-30,324
2020-01-31,324
2020-02-01,324
2020-02-02,329
2020-02-03,329
2020-02-04,329
2020-02-05,329
2020-02-06,329
2020-02-07,329
2020-02-08,329
2020-02-09,329
2020-02-10,329
2020-02-11,329
2020-02-12,329
2020-02-13,332
2020-02-14,332
2020-02-15,332
2020-02-16,332
2020-02-17,332
2020-02-18,332
2020-02-19,332
2020-02-20,332
2020-02-21,332
2020-02-22,332
2020-02-23,329
2020-02-24,329
2020-02-25,329
2020-02-26,329
2020-02-27,329
2020-02-28,329
2020-02-29,329
2020-03-01,329
2020-03-02,329
2020-03-03,329
2020-03-04,329
2020-03-05,323
2020-03-06,323
2020-03-07,323
2020-03-08,323
2020-03-09,323
2020-03-10,323
2020-03-11,323
2020-03-12,323
2020-03-13,323
2020-03-14,323
2020-03-15,323
2020-03-16,332
2020-03-17,332
2020-03-18,332
2020-03-19,332
2020-03-20,332
2020-03-21,332
2020-03-22,332
2020-03-23,332
2020-03-24,332
2020-03-25,332
2020-03-26,324
2020-03-27,324
2020-03-28,324
2020-03-29,324
2020-03-30,324
2020-03-31,324
2020-04-01,324
2020-04-02,316
2020-04-03,316
2020-04-04,316
2020-04-05,316
2020-04-06,316
2020-04-07,316
2020-04-08,316
2020-04-09,319
2020-04-10,319
2020-04-11,319
2020-04-12,319
2020-04-13,319
2020-04-14,319
2020-04-15,319
2020-04-16,319
2020-04-17,321
2020-04-18,321
2020-04-19,321
2020-04-20,321
2020-04-21,321
2020-04-22,321
2020-04-23,321
2020-04-24,321
2020-04-25,321
2020-04-26,321
2020-04-27,321
2020-04-28,321
2020-04-29,323
2020-04-30,323
2020-05-01,323
2020-05-02,323
2020-05-03,323
2020-05-04,323
2020-05-05,323
2020-05-06,322
2020-05-07,322
2020-05-08,322
2020-05-09,322
2020-05-10,322
2020-05-11,322
2020-05-12,322
2020-05-13,339
