date_obj,Cup%20of%20water price
2017-01-19,156
2017-01-20,156
2017-01-21,156
2017-01-22,156
2017-01-23,156
2017-01-27,156
2017-01-28,156
2017-01-29,156
2017-01-30,150
2017-01-31,150
2017-02-01,150
2017-02-02,150
2017-02-03,150
2017-02-04,150
2017-02-05,150
2017-02-06,150
2017-02-07,150
2017-02-08,150
2017-02-09,150
2017-02-10,150
2017-02-11,150
2017-02-12,150
2017-02-13,150
2017-02-14,150
2017-02-15,150
2017-02-16,150
2017-02-18,150
2017-02-19,150
2017-02-20,150
2017-02-21,150
2017-02-22,150
2017-02-23,150
2017-02-24,150
2017-02-25,150
2017-02-26,150
2017-02-27,150
2017-02-28,150
2017-03-01,150
2017-03-02,150
2017-03-03,150
2017-03-04,150
2017-03-05,150
2017-03-06,150
2017-03-07,150
2017-03-08,150
2017-03-09,150
2017-03-10,150
2017-03-11,150
2017-03-12,150
2017-03-13,150
2017-03-14,150
2017-03-15,143
2017-03-16,143
2017-03-17,143
2017-03-18,143
2017-03-19,143
2017-03-20,143
2017-03-21,143
2017-03-22,143
2017-03-23,143
2017-03-24,143
2017-03-25,143
2017-03-26,143
2017-03-27,143
2017-03-28,143
2017-03-29,143
2017-03-30,143
2017-03-31,143
2017-04-01,143
2017-04-02,143
2017-04-03,143
2017-04-04,143
2017-04-12,140
2017-04-13,140
2017-04-14,140
2017-04-15,140
2017-04-16,140
2017-04-17,140
2017-04-18,140
2017-04-19,140
2017-04-20,140
2017-04-21,140
2017-04-22,140
2017-04-23,140
2017-04-24,140
2017-04-25,140
2017-04-26,140
2017-04-27,140
2017-04-28,140
2017-04-29,140
2017-04-30,140
2017-05-01,140
2017-05-02,140
2017-05-03,140
2017-05-04,140
2017-05-05,140
2017-05-06,140
2017-05-07,140
2017-05-08,140
2017-05-09,140
2017-05-10,135
2017-05-11,135
2017-05-12,135
2017-05-13,135
2017-05-14,135
2017-05-15,135
2017-05-16,135
2017-05-17,135
2017-05-18,135
2017-05-19,135
2017-05-20,135
2017-05-21,135
2017-05-22,135
2017-05-23,135
2017-05-24,135
2017-05-25,135
2017-05-26,135
2017-05-27,135
2017-05-28,135
2017-05-29,135
2017-05-30,135
2017-05-31,135
2017-06-01,135
2017-06-02,135
2017-06-03,135
2017-06-04,135
2017-06-05,135
2017-06-06,135
2017-06-07,135
2017-06-08,135
2017-06-09,135
2017-06-10,135
2017-06-11,135
2017-06-12,128
2017-06-13,128
2017-06-14,128
2017-06-15,128
2017-06-16,128
2017-06-17,128
2017-06-18,128
2017-06-19,128
2017-06-20,128
2017-06-21,128
2017-06-22,128
2017-06-23,128
2017-06-24,128
2017-06-25,128
2017-06-26,128
2017-06-27,128
2017-06-28,128
2017-06-29,128
2017-06-30,128
2017-07-01,128
2017-07-02,128
2017-07-03,128
2017-07-04,128
2017-07-05,128
2017-07-06,128
2017-07-07,128
2017-07-08,128
2017-07-13,128
2017-07-14,128
2017-07-15,128
2017-07-16,128
2017-07-17,128
2017-07-18,128
2017-07-19,128
2017-07-20,121
2017-07-21,121
2017-07-22,121
2017-07-23,121
2017-07-24,121
2017-07-25,121
2017-07-26,121
2017-07-27,121
2017-07-28,121
2017-07-29,121
2017-07-30,121
2017-07-31,121
2017-08-01,121
2017-08-02,121
2017-08-03,121
2017-08-04,121
2017-08-05,121
2017-08-06,121
2017-08-09,121
2017-08-10,121
2017-08-11,121
2017-08-12,121
2017-08-13,121
2017-08-14,121
2017-08-15,121
2017-08-16,121
2017-08-17,121
2017-08-18,121
2017-08-19,121
2017-08-20,121
2017-08-21,121
2017-08-22,121
2017-08-23,121
2017-08-24,121
2017-08-25,121
2017-08-26,121
2017-08-27,121
2017-08-28,121
2017-08-29,114
2017-08-30,114
2017-08-31,114
2017-09-01,114
2017-09-03,114
2017-09-04,114
2017-09-05,114
2017-09-06,114
2017-09-07,114
2017-09-08,114
2017-09-09,114
2017-09-10,114
2017-09-11,114
2017-09-12,114
2017-09-13,114
2017-09-14,114
2017-09-15,114
2017-09-16,114
2017-09-17,114
2017-09-18,114
2017-09-19,114
2017-09-20,114
2017-09-21,114
2017-09-22,114
2017-09-23,114
2017-09-24,114
2017-09-25,114
2017-09-26,114
2017-09-27,114
2017-09-28,114
2017-09-29,114
2017-09-30,114
2017-10-01,114
2017-10-02,114
2017-10-03,114
2017-10-04,114
2017-10-05,114
2017-10-06,114
2017-10-07,114
2017-10-08,114
2017-10-09,114
2017-10-10,114
2017-10-11,109
2017-10-12,109
2017-10-13,109
2017-10-14,109
2017-10-15,109
2017-10-16,109
2017-10-17,109
2017-10-18,109
2017-10-19,109
2017-10-20,109
2017-10-21,109
2017-10-22,109
2017-10-23,109
2017-10-24,109
2017-10-25,109
2017-10-26,109
2017-10-27,109
2017-10-28,109
2017-10-29,109
2017-10-30,109
2017-10-31,109
2017-11-01,109
2017-11-02,109
2017-11-03,109
2017-11-04,109
2017-11-05,109
2017-11-06,109
2017-11-07,109
2017-11-08,109
2017-11-09,109
2017-11-10,109
2017-11-11,109
2017-11-12,109
2017-11-13,109
2017-11-14,109
2017-11-15,109
2017-11-16,109
2017-11-17,109
2017-11-18,109
2017-11-19,104
2017-11-20,104
2017-11-21,104
2017-11-22,104
2017-11-23,104
2017-11-24,104
2017-11-25,104
2017-11-26,104
2017-11-27,104
2017-11-28,104
2017-11-29,104
2017-11-30,104
2017-12-01,104
2017-12-02,104
2017-12-03,104
2017-12-04,104
2017-12-05,104
2017-12-06,104
2017-12-07,104
2017-12-08,104
2017-12-09,104
2017-12-10,104
2017-12-11,104
2017-12-12,104
2017-12-13,104
2017-12-14,104
2017-12-15,104
2017-12-16,104
2017-12-17,104
2017-12-18,104
2017-12-19,104
2017-12-20,104
2017-12-21,104
2017-12-22,104
2017-12-23,104
2017-12-24,104
2017-12-25,104
2017-12-26,104
2017-12-27,104
2017-12-28,104
2017-12-29,104
2017-12-30,103
2017-12-31,103
2018-01-01,103
2018-01-02,103
2018-01-03,103
2018-01-04,103
2018-01-05,103
2018-01-06,103
2018-01-07,103
2018-01-08,103
2018-01-09,103
2018-01-10,103
2018-01-11,103
2018-01-12,103
2018-01-13,103
2018-01-14,103
2018-01-15,103
2018-01-16,103
2018-01-17,103
2018-01-18,103
2018-01-19,103
2018-01-20,103
2018-01-21,103
2018-01-22,103
2018-01-23,103
2018-01-24,104
2018-01-25,104
2018-01-26,104
2018-01-27,104
2018-01-28,104
2018-01-29,104
2018-01-30,104
2018-01-31,104
2018-02-01,104
2018-02-02,104
2018-02-03,104
2018-02-04,104
2018-02-05,104
2018-02-06,104
2018-02-07,104
2018-02-08,104
2018-02-09,104
2018-02-10,104
2018-02-11,104
2018-02-12,104
2018-02-13,104
2018-02-14,104
2018-02-15,104
2018-02-16,104
2018-02-17,104
2018-02-18,104
2018-02-19,104
2018-02-20,104
2018-02-21,104
2018-02-22,104
2018-02-23,104
2018-02-24,104
2018-02-25,104
2018-02-26,104
2018-02-27,104
2018-02-28,104
2018-03-01,104
2018-03-02,98
2018-03-03,98
2018-03-04,98
2018-03-05,98
2018-03-06,98
2018-03-07,98
2018-03-08,98
2018-03-09,98
2018-03-10,98
2018-03-11,98
2018-03-12,98
2018-03-13,98
2018-03-14,98
2018-03-15,98
2018-03-16,98
2018-03-17,98
2018-03-18,98
2018-03-19,98
2018-03-20,98
2018-03-21,98
2018-03-23,98
2018-03-24,93
2018-03-25,93
2018-03-26,93
2018-03-27,93
2018-03-28,93
2018-03-29,93
2018-03-30,93
2018-03-31,93
2018-04-01,93
2018-04-02,93
2018-04-03,93
2018-04-04,93
2018-04-05,93
2018-04-06,93
2018-04-07,93
2018-04-08,93
2018-04-09,93
2018-04-10,93
2018-04-11,93
2018-04-12,93
2018-04-13,93
2018-04-14,93
2018-04-15,88
2018-04-16,88
2018-04-17,88
2018-04-18,88
2018-04-19,88
2018-04-20,88
2018-04-21,88
2018-04-22,88
2018-04-23,88
2018-04-24,88
2018-04-25,88
2018-04-26,88
2018-04-27,88
2018-04-28,88
2018-04-29,88
2018-04-30,88
2018-05-01,88
2018-05-03,88
2018-05-04,88
2018-05-05,88
2018-05-07,88
2018-05-08,88
2018-05-09,88
2018-05-10,88
2018-05-11,88
2018-05-12,84
2018-05-13,84
2018-05-14,84
2018-05-15,84
2018-05-16,84
2018-05-17,84
2018-05-18,84
2018-05-19,84
2018-05-20,84
2018-05-21,84
2018-05-22,84
2018-05-23,84
2018-05-24,84
2018-05-25,84
2018-05-26,84
2018-05-27,84
2018-05-28,84
2018-05-29,84
2018-05-30,84
2018-05-31,80
2018-06-01,80
2018-06-02,80
2018-06-03,80
2018-06-04,80
2018-06-05,80
2018-06-06,80
2018-06-07,80
2018-06-08,80
2018-06-09,80
2018-06-10,80
2018-06-11,80
2018-06-12,80
2018-06-13,80
2018-06-14,80
2018-06-15,80
2018-06-16,80
2018-06-17,80
2018-06-18,80
2018-06-19,80
2018-06-20,80
2018-06-21,77
2018-06-22,77
2018-06-23,77
2018-06-24,77
2018-06-25,77
2018-06-26,77
2018-06-27,77
2018-06-28,77
2018-06-29,77
2018-06-30,77
2018-07-01,77
2018-07-02,77
2018-07-03,77
2018-07-04,77
2018-07-05,77
2018-07-06,77
2018-07-07,77
2018-07-08,77
2018-07-09,77
2018-07-10,77
2018-07-11,77
2018-07-12,77
2018-07-13,77
2018-07-14,77
2018-07-15,77
2018-07-16,77
2018-07-17,77
2018-07-18,77
2018-07-19,77
2018-07-20,77
2018-07-21,77
2018-07-22,77
2018-07-23,77
2018-07-24,77
2018-07-25,75
2018-07-26,75
2018-07-27,75
2018-07-28,75
2018-07-29,75
2018-07-30,75
2018-07-31,75
2018-08-01,75
2018-08-02,75
2018-08-03,75
2018-08-04,75
2018-08-05,75
2018-08-06,75
2018-08-07,75
2018-08-08,72
2018-08-09,72
2018-08-10,72
2018-08-11,72
2018-08-12,72
2018-08-14,72
2018-08-16,72
2018-08-17,72
2018-08-18,72
2018-08-19,72
2018-08-20,72
2018-08-21,72
2018-08-22,72
2018-08-23,72
2018-08-24,72
2018-08-25,72
2018-08-26,69
2018-08-27,69
2018-08-28,69
2018-08-29,69
2018-08-30,69
2018-08-31,69
2018-09-01,69
2018-09-02,69
2018-09-03,69
2018-09-04,69
2018-09-05,69
2018-09-06,69
2018-09-07,69
2018-09-08,69
2018-09-09,69
2018-09-10,69
2018-09-11,67
2018-09-12,67
2018-09-13,67
2018-09-14,67
2018-09-15,67
2018-09-16,67
2018-09-17,67
2018-09-18,67
2018-09-19,67
2018-09-20,67
2018-09-21,67
2018-09-22,67
2018-09-23,67
2018-09-24,67
2018-09-25,67
2018-09-26,69
2018-09-27,69
2018-09-28,69
2018-09-29,69
2018-09-30,69
2018-10-01,69
2018-10-02,69
2018-10-03,69
2018-10-04,69
2018-10-05,69
2018-10-06,69
2018-10-07,69
2018-10-08,69
2018-10-09,69
2018-10-10,69
2018-10-11,69
2018-10-12,69
2018-10-13,69
2018-10-14,69
2018-10-15,69
2018-10-16,69
2018-10-17,66
2018-10-18,66
2018-10-19,66
2018-10-20,66
2018-10-21,66
2018-10-22,66
2018-10-23,66
2018-10-24,66
2018-10-25,66
2018-10-26,66
2018-10-27,66
2018-10-28,66
2018-10-29,66
2018-10-30,66
2018-10-31,66
2018-11-01,65
2018-11-03,65
2018-11-04,65
2018-11-05,65
2018-11-06,65
2018-11-07,65
2018-11-08,65
2018-11-09,65
2018-11-10,65
2018-11-11,65
2018-11-12,61
2018-11-13,61
2018-11-14,61
2018-11-15,61
2018-11-16,61
2018-11-17,61
2018-11-18,61
2018-11-19,61
2018-11-20,59
2018-11-21,59
2018-11-22,59
2018-11-23,59
2018-11-24,59
2018-11-25,59
2018-11-26,59
2018-11-27,59
2018-11-28,59
2018-11-29,56
2018-12-01,56
2018-12-02,56
2018-12-03,56
2018-12-04,56
2018-12-05,56
2018-12-07,56
2018-12-09,53
2018-12-10,53
2018-12-11,53
2018-12-12,53
2018-12-13,53
2018-12-14,53
2018-12-15,53
2018-12-16,53
2018-12-17,53
2018-12-18,53
2018-12-19,51
2018-12-20,51
2018-12-21,51
2018-12-22,51
2018-12-23,51
2018-12-24,51
2018-12-25,51
2018-12-26,51
2018-12-27,51
2018-12-28,51
2018-12-29,51
2018-12-30,51
2018-12-31,52
2019-01-01,52
2019-01-02,52
2019-01-03,52
2019-01-04,52
2019-01-05,52
2019-01-06,52
2019-01-08,52
2019-01-10,50
2019-01-11,50
2019-01-12,50
2019-01-13,50
2019-01-14,50
2019-01-15,50
2019-01-16,50
2019-01-17,50
2019-01-18,50
2019-01-19,50
2019-01-20,50
2019-01-21,50
2019-01-22,48
2019-01-23,48
2019-01-24,48
2019-01-25,48
2019-01-26,48
2019-01-27,48
2019-01-28,48
2019-01-29,48
2019-01-30,48
2019-01-31,48
2019-02-01,48
2019-02-02,48
2019-02-03,48
2019-02-04,48
2019-02-05,48
2019-02-06,48
2019-02-07,48
2019-02-08,48
2019-02-09,48
2019-02-10,48
2019-02-11,45
2019-02-12,45
2019-02-13,45
2019-02-14,45
2019-02-15,45
2019-02-16,45
2019-02-17,45
2019-02-18,45
2019-02-19,45
2019-02-20,45
2019-02-21,45
2019-02-22,42
2019-02-23,42
2019-02-24,42
2019-02-25,42
2019-02-26,42
2019-02-27,42
2019-02-28,42
2019-03-01,42
2019-03-02,42
2019-03-03,42
2019-03-04,42
2019-03-05,42
2019-03-06,42
2019-03-07,42
2019-03-08,42
2019-03-09,42
2019-03-10,42
2019-03-11,39
2019-03-12,39
2019-03-13,39
2019-03-14,39
2019-03-15,39
2019-03-16,39
2019-03-17,39
2019-03-18,39
2019-03-19,39
2019-03-20,39
2019-03-21,39
2019-03-22,39
2019-03-23,39
2019-03-24,38
2019-03-25,38
2019-03-26,38
2019-03-27,38
2019-03-28,38
2019-03-29,38
2019-03-30,38
2019-03-31,38
2019-04-01,38
2019-04-02,38
2019-04-03,38
2019-04-04,38
2019-04-05,38
2019-04-06,38
2019-04-07,38
2019-04-08,37
2019-04-09,37
2019-04-10,37
2019-04-11,37
2019-04-12,37
2019-04-13,37
2019-04-14,37
2019-04-15,37
2019-04-16,37
2019-04-17,37
2019-04-18,37
2019-04-19,37
2019-04-20,37
2019-04-21,37
2019-04-22,37
2019-04-23,35
2019-04-24,35
2019-04-25,35
2019-04-26,35
2019-04-27,35
2019-04-28,35
2019-04-29,35
2019-04-30,35
2019-05-01,35
2019-05-02,35
2019-05-03,35
2019-05-04,35
2019-05-05,35
2019-05-06,35
2019-05-07,35
2019-05-08,34
2019-05-09,34
2019-05-10,34
2019-05-11,34
2019-05-12,34
2019-05-13,34
2019-05-14,34
2019-05-15,34
2019-05-16,34
2019-05-17,34
2019-05-18,34
2019-05-19,34
2019-05-20,34
2019-05-21,34
2019-05-22,34
2019-05-23,34
2019-05-24,35
2019-05-25,35
2019-05-26,35
2019-05-27,35
2019-05-28,35
2019-05-29,35
2019-05-30,35
2019-05-31,35
2019-06-01,35
2019-06-02,35
2019-06-03,35
2019-06-04,35
2019-06-05,35
2019-06-06,35
2019-06-07,35
2019-06-08,35
2019-06-09,35
2019-06-10,35
2019-06-11,35
2019-06-12,35
2019-06-13,35
2019-06-14,35
2019-06-15,35
2019-06-16,35
2019-06-17,35
2019-06-18,35
2019-06-19,35
2019-06-20,35
2019-06-21,35
2019-06-22,35
2019-06-23,35
2019-06-24,36
2019-06-25,36
2019-06-26,36
2019-06-27,36
2019-06-28,36
2019-06-29,36
2019-06-30,36
2019-07-01,36
2019-07-02,36
2019-07-03,36
2019-07-04,36
2019-07-05,36
2019-07-06,36
2019-07-07,36
2019-07-08,36
2019-07-09,36
2019-07-10,36
2019-07-11,36
2019-07-12,36
2019-07-13,36
2019-07-14,36
2019-07-15,36
2019-07-16,36
2019-07-17,36
2019-07-18,36
2019-07-19,36
2019-07-20,36
2019-07-21,36
2019-07-22,36
2019-07-23,36
2019-07-24,36
2019-07-25,36
2019-07-26,36
2019-07-27,36
2019-07-28,36
2019-07-29,36
2019-07-30,36
2019-07-31,36
2019-08-01,36
2019-08-02,36
2019-08-03,36
2019-08-04,38
2019-08-05,38
2019-08-06,38
2019-08-07,38
2019-08-08,38
2019-08-09,38
2019-08-10,38
2019-08-11,38
2019-08-12,38
2019-08-13,38
2019-08-14,38
2019-08-15,38
2019-08-16,38
2019-08-17,39
2019-08-18,39
2019-08-19,39
2019-08-20,39
2019-08-21,39
2019-08-22,39
2019-08-23,39
2019-08-24,39
