date_obj,Monk's%20robe%20top%20(g) price
2020-02-29,3868660
2020-03-01,3803380
2020-03-02,3803380
2020-03-03,3803380
2020-03-04,3788455
2020-03-05,3788455
2020-03-06,3724363
2020-03-07,3724363
2020-03-08,3671038
2020-03-09,3671038
2020-03-10,3661671
2020-03-11,3661671
2020-03-12,3652859
2020-03-13,3652859
2020-03-14,3648024
2020-03-15,3648024
2020-03-16,3651645
2020-03-17,3651645
2020-03-18,3693268
2020-03-19,3693268
2020-03-20,3734174
2020-03-21,3734174
2020-03-22,3797430
2020-03-23,3797430
2020-03-24,3753674
2020-03-25,3753674
2020-03-26,3718669
2020-03-27,3718669
2020-03-28,3693470
2020-03-29,3720546
2020-03-30,3720546
2020-03-31,3800493
2020-04-01,3829475
2020-04-02,3817374
2020-04-03,3817374
2020-04-04,3761892
2020-04-05,3761892
2020-04-06,3792153
2020-04-07,3792153
2020-04-08,3811192
2020-04-09,3811192
2020-04-10,3900907
2020-04-11,3883262
2020-04-12,3883262
2020-04-13,3882701
2020-04-14,3882701
2020-04-15,3853911
2020-04-16,3853911
2020-04-17,3826050
2020-04-18,3786704
2020-04-19,3784246
2020-04-20,3784246
2020-04-21,3755897
2020-04-22,3732900
2020-04-23,3732900
2020-04-24,3734853
2020-04-25,3734853
2020-04-26,3713546
2020-04-27,3679684
2020-04-28,3653297
2020-04-29,3653297
2020-04-30,3616547
2020-05-01,3616547
2020-05-02,3611092
2020-05-03,3595062
2020-05-04,3595062
2020-05-05,3615384
2020-05-06,3601154
2020-05-07,3601154
2020-05-08,3574274
2020-05-09,3574274
2020-05-10,3530917
2020-05-11,3530917
2020-05-12,3563398
2020-05-13,3695728
