date_obj,Blue%20dye price
2019-08-25,234
2019-08-26,232
2019-08-27,228
2019-08-27,228
2019-08-28,226
2019-08-29,223
2019-08-30,214
2019-08-31,215
2019-09-01,219
2019-09-02,216
2019-09-03,217
2019-09-04,213
2019-09-05,209
2019-09-06,206
2019-09-07,209
2019-09-08,208
2019-09-09,202
2019-09-10,191
2019-09-11,181
2019-09-12,173
2019-09-13,182
2019-09-14,192
2019-09-15,199
2019-09-16,204
2019-09-17,212
2019-09-18,206
2019-09-19,199
2019-09-20,209
2019-09-21,209
2019-09-22,201
2019-09-23,192
2019-09-24,192
2019-09-25,188
2019-09-26,188
2019-09-27,198
2019-09-28,208
2019-09-29,208
2019-09-30,209
2019-10-01,217
2019-10-02,222
2019-10-03,226
2019-10-04,234
2019-10-05,235
2019-10-06,236
2019-10-07,240
2019-10-08,237
2019-10-09,226
2019-10-10,224
2019-10-11,218
2019-10-12,215
2019-10-13,216
2019-10-14,218
2019-10-15,227
2019-10-16,224
2019-10-17,230
2019-10-18,232
2019-10-19,235
2019-10-20,237
2019-10-21,240
2019-10-22,234
2019-10-23,237
2019-10-24,243
2019-10-25,238
2019-10-26,237
2019-10-27,229
2019-10-28,220
2019-10-29,209
2019-10-30,203
2019-10-31,194
2019-11-01,187
2019-11-02,193
2019-11-03,195
2019-11-04,185
2019-11-05,178
2019-11-06,181
2019-11-07,185
2019-11-08,186
2019-11-09,182
2019-11-10,181
2019-11-11,177
2019-11-12,183
2019-11-13,186
2019-11-14,184
2019-11-15,189
2019-11-16,194
2019-11-17,195
2019-11-18,195
2019-11-19,191
2019-11-20,194
2019-11-21,192
2019-11-22,198
2019-11-23,199
2019-11-24,203
2019-11-25,207
2019-11-26,209
2019-11-27,217
2019-11-28,216
2019-11-29,217
2019-11-30,212
2019-12-01,210
2019-12-02,216
2019-12-03,224
2019-12-04,228
2019-12-05,226
2019-12-06,233
2019-12-07,238
2019-12-08,235
2019-12-09,239
2019-12-10,236
2019-12-11,226
2019-12-12,221
2019-12-13,209
2019-12-14,209
2019-12-15,211
2019-12-16,211
2019-12-17,208
2019-12-18,201
2019-12-19,190
2019-12-20,186
2019-12-21,184
2019-12-22,191
2019-12-23,201
2019-12-24,212
2019-12-25,216
2019-12-26,210
2019-12-27,207
2019-12-28,198
2019-12-29,188
2019-12-30,178
2019-12-31,169
2020-01-01,160
2020-01-02,154
2020-01-03,154
2020-01-04,150
2020-01-05,152
2020-01-06,155
2020-01-07,158
2020-01-08,159
2020-01-09,159
2020-01-10,159
2020-01-11,159
2020-01-12,157
2020-01-13,154
2020-01-14,149
2020-01-15,145
2020-01-16,144
2020-01-17,144
2020-01-18,143
2020-01-19,145
2020-01-20,145
2020-01-21,142
2020-01-22,147
2020-01-23,147
2020-01-24,148
2020-01-25,151
2020-01-26,150
2020-01-27,153
2020-01-28,156
2020-01-29,152
2020-01-30,155
2020-01-31,160
2020-02-01,159
2020-02-02,162
2020-02-03,168
2020-02-04,173
2020-02-05,181
2020-02-06,191
2020-02-07,201
2020-02-08,210
2020-02-09,219
2020-02-10,227
2020-02-11,234
2020-02-12,246
2020-02-13,254
2020-02-14,257
2020-02-15,267
2020-02-16,258
2020-02-17,262
2020-02-18,273
2020-02-19,261
2020-02-20,250
2020-02-21,241
2020-02-22,228
2020-02-23,216
2020-02-24,205
2020-02-25,194
2020-02-26,184
2020-02-27,174
2020-02-28,165
2020-02-29,156
2020-03-01,148
2020-03-02,140
2020-03-03,137
2020-03-04,130
2020-03-05,129
2020-03-06,128
2020-03-07,123
2020-03-08,116
2020-03-09,114
2020-03-10,114
2020-03-11,114
2020-03-12,115
2020-03-13,115
2020-03-14,114
2020-03-15,115
2020-03-16,116
2020-03-17,118
2020-03-18,119
2020-03-19,122
2020-03-20,122
2020-03-21,127
2020-03-22,127
2020-03-23,130
2020-03-24,130
2020-03-25,133
2020-03-26,138
2020-03-27,141
2020-03-28,140
2020-03-29,141
2020-03-30,142
2020-03-31,147
2020-04-01,153
2020-04-02,156
2020-04-03,162
2020-04-04,166
2020-04-05,162
2020-04-06,161
2020-04-07,166
2020-04-08,173
2020-04-09,182
2020-04-10,192
2020-04-11,202
2020-04-12,212
2020-04-13,219
2020-04-14,225
2020-04-15,235
2020-04-16,240
2020-04-17,249
2020-04-18,256
2020-04-19,249
2020-04-20,248
2020-04-21,247
2020-04-22,240
2020-04-23,238
2020-04-24,231
2020-04-25,219
2020-04-26,214
2020-04-27,213
2020-04-28,208
2020-04-29,205
2020-04-30,204
2020-05-01,202
2020-05-02,201
2020-05-03,202
2020-05-04,200
2020-05-05,203
2020-05-06,206
2020-05-07,211
2020-05-08,210
2020-05-09,216
2020-05-10,215
2020-05-11,215
2020-05-12,207
2020-05-13,211
