date_obj,Adamant%20gold-trimmed%20set%20(lg) price
2015-08-28,110456
2015-08-29,110386
2015-08-30,110386
2015-08-31,110386
2015-09-01,111697
2015-09-02,111697
2015-09-03,111697
2015-09-04,111090
2015-09-05,111090
2015-09-06,111090
2015-09-07,111090
2015-09-08,109581
2015-09-09,109581
2015-09-10,109581
2015-09-11,109760
2015-09-12,109760
2015-09-13,109760
2015-09-14,111563
2015-09-15,111563
2015-09-16,111563
2015-09-17,113213
2015-09-18,113213
2015-09-19,113213
2015-09-20,113702
2015-09-21,113702
2015-09-22,113702
2015-09-23,113876
2015-09-24,113876
2015-09-25,113876
2015-09-27,113876
2015-09-28,113876
2015-09-29,113876
2015-09-30,114486
2015-10-05,117670
2015-10-06,117670
2015-10-07,117670
2015-10-08,122876
2015-10-09,122876
2015-10-10,122876
2015-10-11,127165
2015-10-12,127165
2015-10-13,127165
2015-10-14,127165
2015-10-15,131233
2015-10-16,131233
2015-10-17,131233
2015-10-18,131233
2015-10-19,135947
2015-10-20,135947
2015-10-22,135947
2015-10-23,141035
2015-10-24,141035
2015-10-25,141035
2015-10-26,143722
2015-10-27,143722
2015-10-28,143722
2015-10-29,143722
2015-10-30,142721
2015-10-31,142721
2015-11-01,142721
2015-11-02,142721
2015-11-03,142624
2015-11-04,142624
2015-11-05,142624
2015-11-06,142624
2015-11-07,143940
2015-11-08,143940
2015-11-09,143940
2015-11-10,143940
2015-11-11,145091
2015-11-12,145091
2015-11-13,145091
2015-11-14,145091
2015-11-15,148651
2015-11-16,148651
2015-11-17,148651
2015-11-18,148651
2015-11-19,152682
2015-11-20,152682
2015-11-21,152682
2015-11-22,152682
2015-11-23,156816
2015-11-24,156816
2015-11-25,156816
2015-11-26,156816
2015-11-27,159523
2015-11-28,159523
2015-11-29,159523
2015-11-30,163236
2015-12-01,163236
2015-12-02,163236
2015-12-03,163236
2015-12-04,167883
2015-12-05,167883
2015-12-06,167883
2015-12-07,167883
2015-12-08,170613
2015-12-09,170613
2015-12-10,170613
2015-12-11,172495
2015-12-12,172495
2015-12-13,172495
2015-12-14,172495
2015-12-15,172216
2015-12-16,172216
2015-12-17,172216
2015-12-18,172216
2015-12-19,170492
2015-12-20,170492
2015-12-21,170492
2015-12-22,170419
2015-12-23,170419
2015-12-24,170419
2015-12-25,170277
2015-12-26,170277
2015-12-27,170277
2015-12-28,170375
2015-12-29,170375
2015-12-30,170375
2015-12-31,168600
2016-01-01,168600
2016-01-02,168600
2016-01-03,168600
2016-01-04,170729
2016-01-05,170729
2016-01-06,170729
2016-01-07,170729
2016-01-08,172100
2016-01-09,172100
2016-01-10,172100
2016-01-11,172100
2016-01-12,171194
2016-01-13,171194
2016-01-14,171194
2016-01-15,169665
2016-01-16,169665
2016-01-17,169665
2016-01-18,169945
2016-01-19,169945
2016-01-20,169945
2016-01-21,168750
2016-01-22,168750
2016-01-23,168750
2016-01-24,165687
2016-01-25,165687
2016-01-26,165687
2016-01-27,162126
2016-01-28,162126
2016-01-29,162126
2016-01-30,162126
2016-01-31,160226
2016-02-01,160226
2016-02-02,160226
2016-02-03,156435
2016-02-04,156435
2016-02-05,156435
2016-02-06,155308
2016-02-07,155308
2016-02-08,155308
2016-02-09,155308
2016-02-10,154576
2016-02-11,154576
2016-02-12,154576
2016-02-13,150746
2016-02-14,150746
2016-02-15,150746
2016-02-16,148916
2016-02-17,148916
2016-02-18,148916
2016-02-19,148018
2016-02-20,148018
2016-02-21,146112
2016-02-22,146112
2016-02-23,146112
2016-02-24,140358
2016-02-25,140358
2016-02-26,140358
2016-02-27,139733
2016-02-28,139733
2016-02-29,139733
2016-03-01,140064
2016-03-02,140064
2016-03-03,140064
2016-03-04,144349
2016-03-05,144349
2016-03-06,144349
2016-03-07,149321
2016-03-08,149321
2016-03-09,149321
2016-03-10,153859
2016-03-11,153859
2016-03-12,153859
2016-03-13,154333
2016-03-14,154333
2016-03-15,154333
2016-03-16,158505
2016-03-17,158505
2016-03-18,158505
2016-03-19,155293
2016-03-20,155293
2016-03-21,155293
2016-03-22,150088
2016-03-23,150088
2016-03-24,150088
2016-03-25,145397
2016-03-26,145397
2016-03-27,145397
2016-03-28,144342
2016-03-29,144342
2016-03-30,144342
2016-03-31,145914
2016-04-01,145914
2016-04-02,145914
2016-04-03,143586
2016-04-04,143586
2016-04-05,143586
2016-04-06,141462
2016-04-07,141462
2016-04-08,141462
2016-04-09,136885
2016-04-10,136885
2016-04-11,136885
2016-04-12,132890
2016-04-13,132890
2016-04-14,132890
2016-04-15,132377
2016-04-16,132377
2016-04-17,132377
2016-04-18,129795
2016-04-19,129795
2016-04-20,129795
2016-04-21,129581
2016-04-22,129581
2016-04-23,129581
2016-04-24,128536
2016-04-25,128536
2016-04-26,128536
2016-04-27,128204
2016-04-28,128204
2016-04-29,128204
2016-04-30,126892
2016-05-01,126892
2016-05-02,126892
2016-05-03,127089
2016-05-04,127089
2016-05-05,127089
2016-05-06,128163
2016-05-07,128163
2016-05-08,128163
2016-05-09,125945
2016-05-10,125945
2016-05-11,125945
2016-05-12,121339
2016-05-13,121339
2016-05-14,120853
2016-05-15,120853
2016-05-16,118810
2016-05-17,118810
2016-05-18,118289
2016-05-19,118289
2016-05-21,118781
2016-05-22,118781
2016-05-23,118882
2016-05-24,118882
2016-05-25,118882
2016-05-26,118901
2016-05-27,118901
2016-05-28,118901
2016-05-29,119331
2016-05-30,119331
2016-05-31,119331
2016-06-01,120000
2016-06-02,120000
2016-06-03,120000
2016-06-04,121415
2016-06-05,121415
2016-06-06,123561
2016-06-07,123561
2016-06-08,123561
2016-06-09,124672
2016-06-10,124672
2016-06-11,127672
2016-06-12,127672
2016-06-13,130697
2016-06-14,130697
2016-06-15,135099
2016-06-16,135099
2016-06-17,135099
2016-06-18,139747
2016-06-19,139747
2016-06-20,139747
2016-06-21,144300
2016-06-22,144300
2016-06-23,144300
2016-06-24,147807
2016-06-25,147807
2016-06-26,147807
2016-06-27,147742
2016-06-28,147742
2016-06-29,147742
2016-06-30,145017
2016-07-01,145017
2016-07-02,145017
2016-07-03,141142
2016-07-04,141142
2016-07-05,141173
2016-07-06,141173
2016-07-07,141173
2016-07-08,139540
2016-07-09,139540
2016-07-10,139540
2016-07-11,135219
2016-07-12,135219
2016-07-13,135219
2016-07-14,129659
2016-07-15,129659
2016-07-16,129659
2016-07-17,123328
2016-07-18,123328
2016-07-23,114093
2016-07-24,114093
2016-07-25,110298
2016-07-26,110298
2016-07-27,110298
2016-07-28,108121
2016-07-29,108121
2016-07-30,106130
2016-07-31,106130
2016-08-01,106130
2016-08-02,101531
2016-08-03,101531
2016-08-04,101531
2016-08-05,98079
2016-08-06,98079
2016-08-07,94776
2016-08-08,94776
2016-08-09,94776
2016-08-10,92111
2016-08-11,92111
2016-08-12,92111
2016-08-13,92111
2016-08-14,91483
2016-08-15,91483
2016-08-16,91483
2016-08-17,88686
2016-08-18,88686
2016-08-19,88686
2016-08-20,86046
2016-08-21,86046
2016-08-22,86046
2016-08-23,85437
2016-08-24,85437
2016-08-25,85437
2016-08-26,85118
2016-08-28,85118
2016-08-31,83807
2016-09-01,83817
2016-09-02,83817
2016-09-03,83817
2016-09-04,85265
2016-09-05,85265
2016-09-06,85265
2016-09-07,87188
2016-09-08,87188
2016-09-09,87188
2016-09-10,89079
2016-09-11,89079
2016-09-12,89079
2016-09-13,91323
2016-09-14,91323
2016-09-15,91323
2016-09-16,91323
2016-09-17,93387
2016-09-18,93387
2016-09-19,93387
2016-09-20,95231
2016-09-21,95231
2016-09-22,95231
2016-09-23,96739
2016-09-24,96739
2016-09-25,96739
2016-09-26,96739
2016-09-27,99723
2016-09-28,99723
2016-09-29,99723
2016-09-30,102905
2016-10-01,102905
2016-10-02,102905
2016-10-03,102905
2016-10-04,104756
2016-10-05,104756
2016-10-06,104756
2016-10-07,101823
2016-10-08,101823
2016-10-09,101823
2016-10-10,99625
2016-10-11,99625
2016-10-12,99625
2016-10-13,98897
2016-10-14,98897
2016-10-15,98897
2016-10-16,100305
2016-10-17,100305
2016-10-18,100305
2016-10-19,101319
2016-10-20,101319
2016-10-21,101319
2016-10-22,98847
2016-10-23,98847
2016-10-24,96194
2016-10-25,96194
2016-10-26,96194
2016-10-27,96194
2016-10-28,95702
2016-10-29,95702
2016-10-30,95702
2016-10-31,98645
2016-11-01,98645
2016-11-02,98645
2016-11-03,99729
2016-11-04,99729
2016-11-05,99729
2016-11-06,101331
2016-11-07,101331
2016-11-08,101331
2016-11-09,103304
2016-11-10,103304
2016-11-11,103304
2016-11-12,106097
2016-11-13,106097
2016-11-14,106097
2016-11-15,108722
2016-12-07,131556
2016-12-08,132974
2016-12-09,132974
2016-12-10,132974
2016-12-11,137220
2016-12-12,137220
2016-12-13,137220
2016-12-14,140225
2016-12-15,140225
2016-12-16,140225
2016-12-17,144789
2016-12-18,144789
2016-12-19,144789
2016-12-20,150398
2016-12-21,150398
2016-12-22,150398
2016-12-23,154713
2016-12-24,154713
2016-12-25,154713
2016-12-26,158736
2016-12-27,158736
2016-12-28,158736
2016-12-29,154377
2016-12-30,154377
2016-12-31,154377
2017-01-01,148053
2017-01-02,148053
2017-01-03,143382
2017-01-04,143382
2017-01-05,143382
2017-01-06,138177
2017-01-07,138177
2017-01-08,133054
2017-01-09,133054
2017-01-10,128309
2017-01-11,128309
2017-01-12,122534
2017-01-13,122534
2017-01-14,122534
2017-01-15,120706
2017-01-16,120706
2017-01-17,118392
2017-01-18,118392
2017-01-19,115905
2017-01-20,115905
2017-01-21,114346
2017-01-22,114346
2017-01-23,114346
2017-01-27,107786
2017-01-28,106995
2017-01-29,106995
2017-01-30,106995
2017-01-31,107118
2017-02-01,107118
2017-02-02,105899
2017-02-03,105899
2017-02-04,105621
2017-02-05,105621
2017-02-06,105621
2017-02-07,104800
2017-02-08,104800
2017-02-09,104002
2017-02-10,104002
2017-02-11,102218
2017-02-12,102218
2017-02-13,102218
2017-02-14,101581
2017-02-15,101581
2017-02-16,103091
2017-02-17,103091
2017-02-18,103091
2017-02-19,104156
2017-02-20,104156
2017-02-21,104156
2017-02-22,104063
2017-02-23,104063
2017-02-24,104063
2017-02-25,104371
2017-02-26,104371
2017-02-27,104371
2017-02-28,101540
2017-03-01,101540
2017-03-02,100578
2017-03-03,100578
2017-03-04,97273
2017-03-05,97273
2017-03-06,94799
2017-03-07,94799
2017-03-08,94799
2017-03-09,97139
2017-03-10,97139
2017-03-11,100456
2017-03-12,100456
2017-03-13,103271
2017-03-14,103271
2017-03-15,105458
2017-03-16,105458
2017-03-17,105458
2017-03-18,105711
2017-03-19,105711
2017-03-20,104117
2017-03-21,104117
2017-03-22,103570
2017-03-23,103570
2017-03-24,105031
2017-03-25,105031
2017-03-26,105031
2017-03-27,103205
2017-03-28,103205
2017-03-29,101792
2017-03-30,101792
2017-03-31,100123
2017-04-01,100123
2017-04-02,100123
2017-04-03,96829
2017-04-04,96829
2017-04-05,94120
2017-04-12,89300
2017-04-13,89300
2017-04-14,87963
2017-04-15,87963
2017-04-16,88032
2017-04-17,88032
2017-04-18,88400
2017-04-19,88400
2017-04-20,90725
2017-04-21,90725
2017-04-22,94940
2017-04-23,94940
2017-04-24,96723
2017-04-25,96723
2017-04-26,93626
2017-04-27,93626
2017-04-28,91827
2017-04-29,91827
2017-04-30,90204
2017-05-01,90204
2017-05-02,89971
2017-05-03,89971
2017-05-04,89230
2017-05-05,89230
2017-05-06,89230
2017-05-07,90596
2017-05-08,90596
2017-05-09,90485
2017-05-10,90485
2017-05-11,90485
2017-05-12,90424
2017-05-13,90424
2017-05-14,90724
2017-05-15,90724
2017-05-16,90724
2017-05-17,90647
2017-05-18,90647
2017-05-19,90647
2017-05-20,90257
2017-05-21,90257
2017-05-22,90257
2017-05-23,88784
2017-05-24,88784
2017-05-25,88784
2017-05-26,89756
2017-05-27,89756
2017-05-28,88762
2017-05-29,88762
2017-05-30,88724
2017-05-31,88724
2017-06-01,88729
2017-06-02,88729
2017-06-03,88729
2017-06-04,90225
2017-06-05,90225
2017-06-06,91498
2017-06-07,91498
2017-06-08,91498
2017-06-09,92135
2017-06-10,92135
2017-06-11,93245
2017-06-12,93245
2017-06-13,92467
2017-06-14,92467
2017-06-15,92467
2017-06-16,92355
2017-06-17,92355
2017-06-18,92355
2017-06-19,91178
2017-06-20,91178
2017-06-21,90172
2017-06-22,90172
2017-06-23,90172
2017-06-24,88236
2017-06-25,88236
2017-06-26,88236
2017-06-27,84525
2017-06-28,84525
2017-06-29,80911
2017-06-30,80911
2017-07-01,80911
2017-07-02,79928
2017-07-03,79928
2017-07-04,80284
2017-07-05,80284
2017-07-06,80284
2017-07-07,79501
2017-07-08,79501
2017-07-09,77960
2017-07-13,78111
2017-07-14,80772
2017-07-15,80772
2017-07-16,80772
2017-07-17,81846
2017-07-18,81846
2017-07-19,81846
2017-07-20,83216
2017-07-21,83216
2017-07-22,82665
2017-07-23,82665
2017-07-24,84398
2017-07-25,84398
2017-07-26,84999
2017-07-27,84999
2017-07-28,85607
2017-07-29,85607
2017-07-30,86647
2017-07-31,86647
2017-08-01,86647
2017-08-02,86567
2017-08-03,86567
2017-08-04,86567
2017-08-05,87487
2017-08-06,87487
2017-08-07,87907
2017-08-08,87907
2017-08-09,86243
2017-08-10,86243
2017-08-11,84480
2017-08-12,84480
2017-08-13,84082
2017-08-14,84082
2017-08-15,83718
2017-08-16,83718
2017-08-17,84382
2017-08-18,84382
2017-08-19,84382
2017-08-20,82758
2017-08-21,82758
2017-08-22,82426
2017-08-23,82426
2017-08-24,82426
2017-08-25,83695
2017-08-26,83695
2017-08-27,84042
2017-08-28,84042
2017-08-29,84042
2017-08-30,84289
2017-08-31,84289
2017-09-01,84289
2017-09-02,84100
2017-09-03,84100
2017-09-04,84100
2017-09-05,85501
2017-09-06,85501
2017-09-07,85924
2017-09-08,85924
2017-09-09,87068
2017-09-10,87068
2017-09-11,89008
2017-09-12,89008
2017-09-13,89008
2017-09-14,91572
2017-09-15,91572
2017-09-16,91572
2017-09-17,93005
2017-09-18,93005
2017-09-19,93005
2017-09-20,95017
2017-09-21,95017
2017-09-22,96340
2017-09-23,96340
2017-09-24,96883
2017-09-25,96883
2017-09-26,98675
2017-09-27,98675
2017-09-28,98675
2017-09-29,101336
2017-09-30,101336
2017-10-01,101336
2017-10-02,102215
2017-10-03,102215
2017-10-04,102215
2017-10-05,102215
2017-10-06,102088
2017-10-07,102088
2017-10-08,102088
2017-10-09,100481
2017-10-10,100481
2017-10-11,100481
2017-10-12,99098
2017-10-13,99098
2017-10-14,96970
2017-10-15,96970
2017-10-16,95747
2017-10-17,95747
2017-10-18,95747
2017-10-19,93981
2017-10-20,93981
2017-10-21,93981
2017-10-22,92632
2017-10-23,92632
2017-10-24,92632
2017-10-25,93366
2017-10-26,93366
2017-10-27,93366
2017-10-28,93519
2017-10-29,93519
2017-10-30,91646
2017-10-31,91646
2017-11-01,91646
2017-11-02,91302
2017-11-03,91302
2017-11-04,91598
2017-11-05,91598
2017-11-06,91598
2017-11-07,92400
2017-11-08,92400
2017-11-09,91574
2017-11-10,91574
2017-11-11,91574
2017-11-12,92111
2017-11-13,92111
2017-11-14,92111
2017-11-15,91424
2017-11-16,91424
2017-11-17,89727
2017-11-18,89727
2017-11-19,89727
2017-11-20,89014
2017-11-21,89014
2017-11-22,89014
2017-11-23,91013
2017-11-24,91013
2017-11-25,91013
2017-11-26,89241
2017-11-27,89241
2017-11-28,89241
2017-11-29,90188
2017-11-30,90188
2017-12-01,90715
2017-12-02,90715
2017-12-03,90165
2017-12-04,90165
2017-12-05,91610
2017-12-06,91610
2017-12-07,91638
2017-12-08,91638
2017-12-09,91638
2017-12-10,92726
2017-12-11,92726
2017-12-12,93147
2017-12-13,93147
2017-12-14,93147
2017-12-15,94761
2017-12-16,94761
2017-12-17,94761
2017-12-18,96580
2017-12-19,96580
2017-12-20,96580
2017-12-21,97098
2017-12-22,97098
2017-12-23,98650
2017-12-24,98650
2017-12-25,98159
2017-12-26,98159
2017-12-27,97021
2017-12-28,97021
2017-12-29,97021
2017-12-30,97021
2017-12-31,97021
2018-01-01,97021
2018-01-02,97423
2018-01-03,97423
2018-01-04,96129
2018-01-05,96129
2018-01-06,96927
2018-01-07,96927
2018-01-08,97935
2018-01-09,97935
2018-01-10,98385
2018-01-11,98385
2018-01-12,98003
2018-01-13,98003
2018-01-14,96568
2018-01-15,96568
2018-01-16,96166
2018-01-17,96166
2018-01-18,97254
2018-01-19,97254
2018-01-20,98006
2018-01-21,98006
2018-01-22,98735
2018-01-23,98735
2018-01-24,99799
2018-01-25,99799
2018-01-26,98833
2018-01-27,98286
2018-01-28,97912
2018-01-29,97407
2018-01-30,97590
2018-01-31,97590
2018-02-01,97296
2018-02-02,97296
2018-02-03,97647
2018-02-04,96325
2018-02-05,96325
2018-02-06,95386
2018-02-07,96850
2018-02-08,96850
2018-02-09,96108
2018-02-10,96108
2018-02-11,97402
2018-02-12,97086
2018-02-13,97086
2018-02-14,99655
2018-02-15,102397
2018-02-16,102397
2018-02-17,102099
2018-02-18,100917
2018-02-19,101196
2018-02-20,101196
2018-02-21,99586
2018-02-22,99586
2018-02-23,98177
2018-02-24,98177
2018-02-25,98539
2018-02-26,97994
2018-02-27,99952
2018-02-28,99952
2018-03-01,100368
2018-03-02,101188
2018-03-03,99798
2018-03-04,99798
2018-03-05,98736
2018-03-06,97561
2018-03-07,98098
2018-03-08,98098
2018-03-09,97654
2018-03-10,96901
2018-03-11,95132
2018-03-12,92956
2018-03-13,90967
2018-03-14,90917
2018-03-15,90917
2018-03-16,93187
2018-03-17,94733
2018-03-18,94733
2018-03-19,96395
2018-03-20,96792
2018-03-21,96792
2018-03-22,97200
2018-03-23,97200
2018-03-24,96485
2018-03-25,96542
2018-03-26,96542
2018-03-27,97552
2018-03-28,97552
2018-03-29,97180
2018-03-30,97019
2018-03-31,96296
2018-04-01,96681
2018-04-02,97405
2018-04-03,97363
2018-04-04,97158
2018-04-05,97158
2018-04-06,97048
2018-04-07,97048
2018-04-08,96765
2018-04-09,95918
2018-04-10,95246
2018-04-11,96153
2018-04-12,96012
2018-04-13,96012
2018-04-14,96833
2018-04-15,96636
2018-04-16,96636
2018-04-17,96399
2018-04-18,96399
2018-04-19,97020
2018-04-20,96384
2018-04-21,96298
2018-04-22,96298
2018-04-23,96242
2018-04-24,96242
2018-04-25,96118
2018-04-26,96118
2018-04-27,96354
2018-04-28,95828
2018-04-29,96847
2018-04-30,95070
2018-05-01,95160
2018-05-02,95160
2018-05-03,93355
2018-05-04,93125
2018-05-05,93733
2018-05-06,93733
2018-05-07,94647
2018-05-08,95114
2018-05-09,93563
2018-05-10,92901
2018-05-11,92412
2018-05-12,92044
2018-05-13,92044
2018-05-14,92636
2018-05-15,93023
2018-05-16,91893
2018-05-17,91893
2018-05-18,92430
2018-05-19,91821
2018-05-20,90896
2018-05-21,90510
2018-05-22,90510
2018-05-23,90561
2018-05-24,90670
2018-05-25,90440
2018-05-26,89681
2018-05-27,89681
2018-05-28,91092
2018-05-29,91742
2018-05-30,91742
2018-05-31,91910
2018-06-01,93062
2018-06-02,93107
2018-06-03,93107
2018-06-04,93061
2018-06-05,91870
2018-06-06,92156
2018-06-07,92156
2018-06-08,90152
2018-06-09,90152
2018-06-10,89922
2018-06-11,89922
2018-06-12,90171
2018-06-13,89458
2018-06-14,88377
2018-06-15,88377
2018-06-16,88682
2018-06-17,88537
2018-06-18,87609
2018-06-19,86524
2018-06-20,86524
2018-06-21,85160
2018-06-22,83825
2018-06-23,83825
2018-06-24,83345
2018-06-25,82797
2018-06-26,82857
2018-06-27,82857
2018-06-28,83620
2018-06-29,83229
2018-06-30,83229
2018-07-01,83614
2018-07-02,83614
2018-07-03,82414
2018-07-04,82414
2018-07-05,82457
2018-07-06,84166
2018-07-07,83707
2018-07-08,84741
2018-07-09,86585
2018-07-10,87192
2018-07-11,87738
2018-07-12,89918
2018-07-13,89851
2018-07-14,90032
2018-07-15,90032
2018-07-16,90829
2018-07-17,89732
2018-07-18,87030
2018-07-19,87030
2018-07-20,87320
2018-07-21,87276
2018-07-22,86805
2018-07-23,87958
2018-07-24,86067
2018-07-25,86154
2018-07-26,87286
2018-07-27,87796
2018-07-28,88015
2018-07-29,88263
2018-07-30,88157
2018-07-31,87977
2018-08-01,87977
2018-08-02,88635
2018-08-03,89695
2018-08-04,89844
2018-08-05,89244
2018-08-06,89766
2018-08-07,90168
2018-08-08,90732
2018-08-09,89968
2018-08-10,90577
2018-08-11,91042
2018-08-12,89729
2018-08-14,88160
2018-08-16,89737
2018-08-17,91808
2018-08-18,90943
2018-08-19,90326
2018-08-20,91135
2018-08-21,91558
2018-08-22,91598
2018-08-23,91507
2018-08-24,91980
2018-08-25,92165
2018-08-26,87678
2018-08-27,88934
2018-08-28,90338
2018-08-29,90265
2018-08-30,90399
2018-08-31,91642
2018-09-01,91936
2018-09-02,92162
2018-09-03,91941
2018-09-04,91965
2018-09-05,92302
2018-09-06,94266
2018-09-07,95729
2018-09-08,95565
2018-09-09,95618
2018-09-10,97602
2018-09-11,99770
2018-09-12,102033
2018-09-13,102558
2018-09-14,102605
2018-09-15,102252
2018-09-16,100950
2018-09-17,99941
2018-09-18,100588
2018-09-19,103850
2018-09-20,107626
2018-09-21,112262
2018-09-22,115192
2018-09-23,118945
2018-09-24,120061
2018-09-25,120061
2018-09-26,122614
2018-09-27,126995
2018-09-28,129651
2018-09-29,130816
2018-09-30,133672
2018-10-01,136882
2018-10-02,141891
2018-10-03,145311
2018-10-04,145311
2018-10-05,143410
2018-10-06,141129
2018-10-07,139864
2018-10-08,137975
2018-10-09,136814
2018-10-10,136645
2018-10-11,137710
2018-10-12,137710
2018-10-13,138523
2018-10-14,139489
2018-10-15,137937
2018-10-16,137802
2018-10-17,140326
2018-10-18,140230
2018-10-19,139890
2018-10-20,139890
2018-10-21,138117
2018-10-22,137850
2018-10-23,137850
2018-10-24,136837
2018-10-25,129995
2018-10-26,123930
2018-10-27,118608
2018-10-28,114463
2018-10-29,114463
2018-10-30,111973
2018-10-31,110714
2018-11-01,114591
2018-11-03,126122
2018-11-04,132429
2018-11-05,139051
2018-11-06,146004
2018-11-07,153305
2018-11-08,160754
2018-11-09,168749
2018-11-10,177187
2018-11-11,186003
2018-11-12,195304
2018-11-13,205070
2018-11-14,215324
2018-11-15,226091
2018-11-16,237396
2018-11-17,249266
2018-11-18,261730
2018-11-19,274817
2018-11-20,287985
2018-11-21,297589
2018-11-22,303472
2018-11-23,306325
2018-11-24,311369
2018-11-25,317398
2018-11-26,317749
2018-11-27,317818
2018-11-28,316265
2018-11-29,314743
2018-12-01,313997
2018-12-02,311477
2018-12-03,309386
2018-12-04,303534
2018-12-05,299657
2018-12-07,291550
2018-12-09,274196
2018-12-10,265388
2018-12-11,256546
2018-12-12,250451
2018-12-13,243558
2018-12-14,233741
2018-12-15,225149
2018-12-16,217175
2018-12-17,210532
2018-12-18,204954
2018-12-19,201881
2018-12-20,200391
2018-12-21,199258
2018-12-22,196718
2018-12-23,193115
2018-12-24,191611
2018-12-25,192529
2018-12-26,191898
2018-12-27,191909
2018-12-28,191684
2018-12-29,190244
2018-12-30,187600
2018-12-31,186187
2019-01-01,184552
2019-01-02,183114
2019-01-03,182783
2019-01-04,181651
2019-01-05,181961
2019-01-06,174961
2019-01-08,164056
2019-01-10,162719
2019-01-11,161294
2019-01-12,161642
2019-01-13,160031
2019-01-14,158186
2019-01-15,156440
2019-01-16,153333
2019-01-17,150639
2019-01-18,147309
2019-01-19,146821
2019-01-20,145089
2019-01-21,142999
2019-01-22,141150
2019-01-23,138733
2019-01-24,138323
2019-01-25,135533
2019-01-26,133734
2019-01-27,132259
2019-01-28,131353
2019-01-29,130234
2019-01-30,129294
2019-01-31,127468
2019-02-01,128337
2019-02-02,128649
2019-02-03,126846
2019-02-04,126786
2019-02-05,127121
2019-02-06,127340
2019-02-07,125880
2019-02-08,125118
2019-02-09,123531
2019-02-10,122982
2019-02-11,120905
2019-02-12,119219
2019-02-13,116106
2019-02-14,114314
2019-02-15,111780
2019-02-16,109919
2019-02-17,108074
2019-02-18,107684
2019-02-19,107077
2019-02-20,106169
2019-02-21,105294
2019-02-22,105011
2019-02-23,105171
2019-02-24,105882
2019-02-25,104173
2019-02-26,102564
2019-02-27,101611
2019-02-28,100816
2019-03-01,100378
2019-03-02,100390
2019-03-03,100797
2019-03-04,99639
2019-03-05,98616
2019-03-06,97709
2019-03-07,97676
2019-03-08,99127
2019-03-09,99627
2019-03-10,98784
2019-03-11,97387
2019-03-12,97721
2019-03-13,99910
