date_obj,Explorer%20backpack price
2015-11-21,47572
2015-11-22,46361
2015-11-23,46361
2015-11-24,47247
2015-11-25,46883
2015-11-26,46883
2015-11-27,47689
2015-11-28,47791
2015-11-29,47468
2015-11-30,47456
2015-12-01,47339
2015-12-02,48652
2015-12-03,49725
2015-12-04,51280
2015-12-05,53239
2015-12-06,54941
2015-12-07,56921
2015-12-08,58238
2015-12-09,59369
2015-12-10,59449
2015-12-11,58980
2015-12-12,58830
2015-12-13,58446
2015-12-14,58059
2015-12-15,58580
2015-12-16,59795
2015-12-17,60149
2015-12-18,60756
2015-12-19,60052
2015-12-20,60115
2015-12-21,59368
2015-12-22,58880
2015-12-23,58329
2015-12-24,57390
2015-12-25,57531
2015-12-26,56719
2015-12-27,56191
2015-12-28,55873
2015-12-29,55362
2015-12-30,55133
2015-12-31,55258
2016-01-01,54621
2016-01-02,54149
2016-01-03,54049
2016-01-04,53186
2016-01-05,53371
2016-01-06,53748
2016-01-07,54401
2016-01-08,54487
2016-01-09,54000
2016-01-10,53052
2016-01-11,52494
2016-01-12,51416
2016-01-13,51084
2016-01-14,51296
2016-01-15,51172
2016-01-16,50690
2016-01-17,49944
2016-01-18,50122
2016-01-19,50626
2016-01-20,51217
2016-01-21,51011
2016-01-22,50619
2016-01-23,50420
2016-01-24,50860
2016-01-25,51133
2016-01-26,50812
2016-01-27,50335
2016-01-28,50335
2016-01-29,49714
2016-01-30,50502
2016-01-31,51132
2016-02-01,51149
2016-02-02,51847
2016-02-03,52171
2016-02-04,52113
2016-02-05,51721
2016-02-06,51613
2016-02-07,51227
2016-02-08,51107
2016-02-09,51740
2016-02-10,52191
2016-02-11,52168
2016-02-12,52543
2016-02-13,53087
2016-02-14,52604
2016-02-15,53125
2016-02-16,52152
2016-02-17,52012
2016-02-18,51527
2016-02-19,51441
2016-02-20,51113
2016-02-21,50705
2016-02-22,50705
2016-02-23,50867
2016-02-24,51212
2016-02-25,51821
2016-02-26,53335
2016-02-27,54669
2016-02-28,53074
2016-02-29,52849
2016-03-01,51541
2016-03-02,51277
2016-03-03,50764
2016-03-04,50059
2016-03-05,48274
2016-03-06,48708
2016-03-07,48439
2016-03-08,48755
2016-03-09,48429
2016-03-10,48169
2016-03-11,46825
2016-03-12,47244
2016-03-13,47006
2016-03-14,47072
2016-03-15,46705
2016-03-16,46057
2016-03-17,46754
2016-03-18,47131
2016-03-19,46887
2016-03-20,46429
2016-03-21,45395
2016-03-22,45444
2016-03-23,44863
2016-03-24,44338
2016-03-25,43636
2016-03-26,42784
2016-03-27,42455
2016-03-28,42594
2016-03-29,43895
2016-03-30,44927
2016-03-31,44374
2016-04-01,44195
2016-04-02,44041
2016-04-03,43033
2016-04-04,41918
2016-04-05,39962
2016-04-06,38571
2016-04-07,36642
2016-04-08,34809
2016-04-09,33068
2016-04-10,31677
2016-04-11,31677
2016-04-12,30618
2016-04-13,29525
2016-04-14,29281
2016-04-15,28325
2016-04-16,27485
2016-04-17,27229
2016-04-18,27283
2016-04-19,26717
2016-04-20,25966
2016-04-21,25406
2016-04-22,25121
2016-04-23,25088
2016-04-24,25559
2016-04-25,25417
2016-04-26,25133
2016-04-27,24727
2016-04-28,24621
2016-04-29,24316
2016-04-30,24617
2016-05-01,24889
2016-05-02,25108
2016-05-03,25256
2016-05-04,25577
2016-05-05,25490
2016-05-06,25490
2016-05-07,24945
2016-05-08,24995
2016-05-09,24669
2016-05-10,24909
2016-05-11,25178
2016-05-12,25432
2016-05-13,25864
2016-05-14,26381
2016-05-15,26983
2016-05-16,28333
2016-05-17,29557
2016-05-18,30740
2016-05-19,31983
2016-05-22,34601
2016-05-23,35528
2016-05-24,36116
2016-05-25,36938
2016-05-26,37674
2016-05-27,38119
2016-05-28,38661
2016-05-29,38696
2016-05-30,39312
2016-05-31,39455
2016-06-01,39571
2016-06-02,40220
2016-06-03,41169
2016-06-04,41968
2016-06-05,41682
2016-06-06,41648
2016-06-07,40985
2016-06-08,41139
2016-06-09,39971
2016-06-10,39628
2016-06-11,39472
2016-06-12,40010
2016-06-13,40303
2016-06-14,41212
2016-06-15,42607
2016-06-16,43540
2016-06-17,45037
2016-06-18,46729
2016-06-19,48399
2016-06-20,49097
2016-06-21,49415
2016-06-22,47973
2016-06-23,47039
2016-06-24,46701
2016-06-25,45808
2016-06-26,45583
2016-06-27,45131
2016-06-28,44967
2016-06-29,45021
2016-06-30,44665
2016-07-01,44471
2016-07-02,44665
2016-07-03,44335
2016-07-04,45295
2016-07-05,45866
2016-07-06,46090
2016-07-07,46176
2016-07-08,46860
2016-07-09,48282
2016-07-10,48366
2016-07-11,49409
2016-07-12,47436
2016-07-13,47453
2016-07-14,48062
2016-07-15,48040
2016-07-16,48119
2016-07-17,48726
2016-07-18,48159
2016-07-23,50312
2016-07-24,49466
2016-07-25,49167
2016-07-26,48797
2016-07-27,48425
2016-07-28,47453
2016-07-29,46786
2016-07-30,46044
2016-07-31,45755
2016-08-01,45698
2016-08-02,45819
2016-08-03,45668
2016-08-04,45411
2016-08-05,44909
2016-08-06,45249
2016-08-07,44115
2016-08-08,44084
2016-08-09,43523
2016-08-10,42973
2016-08-11,42885
2016-08-12,42420
2016-08-13,42333
2016-08-14,41986
2016-08-15,41583
2016-08-16,41574
2016-08-17,41190
2016-08-18,40527
2016-08-19,39636
2016-08-20,39612
2016-08-21,39940
2016-08-22,39135
2016-08-23,39124
2016-08-24,39207
2016-08-25,38652
2016-08-26,38652
2016-08-28,37739
2016-08-31,34396
2016-09-01,34113
2016-09-02,34113
2016-09-03,33780
2016-09-04,33597
2016-09-05,33824
2016-09-06,33523
2016-09-07,33667
2016-09-08,33061
2016-09-09,32898
2016-09-10,32922
2016-09-11,32774
2016-09-12,32643
2016-09-13,32729
2016-09-14,32897
2016-09-15,32878
2016-09-16,33260
2016-09-17,33324
2016-09-18,32892
2016-09-19,32448
2016-09-20,33251
2016-09-21,33079
2016-09-22,32425
2016-09-23,32430
2016-09-24,32430
2016-09-25,32804
2016-09-26,32718
2016-09-27,32707
2016-09-28,32691
2016-09-29,32308
2016-09-30,32522
2016-10-01,32547
2016-10-02,32547
2016-10-03,33047
2016-10-04,33342
2016-10-05,33557
2016-10-06,33036
2016-10-07,33298
2016-10-08,33811
2016-10-09,34566
2016-10-10,35643
2016-10-11,37149
2016-10-12,38482
2016-10-13,39861
2016-10-14,40507
2016-10-15,40972
2016-10-16,40416
2016-10-17,40192
2016-10-18,40562
2016-10-19,40535
2016-10-20,41272
2016-10-21,42365
2016-10-22,42365
2016-10-23,42712
2016-10-24,42617
2016-10-25,41831
2016-10-26,41563
2016-10-27,41980
2016-10-28,41455
2016-10-29,41286
2016-10-30,40795
2016-10-31,40319
2016-11-01,40319
2016-11-02,40300
2016-11-03,40231
2016-11-04,40058
2016-11-05,40058
2016-11-06,39953
2016-11-07,40275
2016-11-08,40298
2016-11-09,40576
2016-11-10,40763
2016-11-11,41383
2016-11-12,41699
2016-11-13,42066
2016-11-14,42116
2016-11-15,41993
2016-12-07,45429
2016-12-08,45612
2016-12-09,45204
2016-12-10,44876
2016-12-11,44483
2016-12-12,44011
2016-12-13,42550
2016-12-14,41042
2016-12-15,40280
2016-12-16,40182
2016-12-17,40158
2016-12-18,39284
2016-12-19,38525
2016-12-20,39171
2016-12-21,39187
2016-12-22,38638
2016-12-23,38905
2016-12-24,38905
2016-12-25,38702
2016-12-26,38249
2016-12-27,37117
2016-12-28,36420
2016-12-29,35613
2016-12-30,35460
2016-12-31,34637
2017-01-01,34534
2017-01-02,34545
2017-01-03,34725
2017-01-04,34053
2017-01-05,33115
2017-01-06,32212
2017-01-07,31750
2017-01-08,30828
2017-01-09,29990
2017-01-10,29252
2017-01-11,28948
2017-01-12,28654
2017-01-13,28967
2017-01-14,28876
2017-01-15,28505
2017-01-16,28621
2017-01-17,28385
2017-01-18,28550
2017-01-19,28232
2017-01-20,28694
2017-01-21,28610
2017-01-22,28247
2017-01-23,28119
2017-01-27,28248
2017-01-28,28205
2017-01-29,27921
2017-01-30,27871
2017-01-31,26939
2017-02-01,26710
2017-02-02,26286
2017-02-03,25870
2017-02-04,25802
2017-02-05,25464
2017-02-06,25491
2017-02-07,25466
2017-02-08,25018
2017-02-09,25018
2017-02-10,25302
2017-02-11,25405
2017-02-12,25490
2017-02-13,25925
2017-02-14,26602
2017-02-15,27440
2017-02-16,27992
2017-02-18,28449
2017-02-19,29428
2017-02-20,30120
2017-02-21,30694
2017-02-22,31075
2017-02-23,31638
2017-02-24,32195
2017-02-25,32564
2017-02-26,33110
2017-02-27,33893
2017-02-28,34475
2017-03-01,35089
2017-03-02,34321
2017-03-03,35700
2017-03-04,37349
2017-03-05,38535
2017-03-06,39548
2017-03-07,41145
2017-03-08,43159
2017-03-09,45293
2017-03-10,47460
2017-03-11,49833
2017-03-12,52325
2017-03-13,54942
2017-03-14,57690
2017-03-15,60533
2017-03-16,63560
2017-03-17,66738
2017-03-18,68201
2017-03-19,67918
2017-03-20,66949
2017-03-21,63930
2017-03-22,60733
2017-03-23,57696
2017-03-24,55926
2017-03-25,53416
2017-03-26,52613
2017-03-27,50911
2017-03-28,50783
2017-03-29,50391
2017-03-30,49525
2017-03-31,48151
2017-04-01,47466
2017-04-02,47535
2017-04-03,47877
2017-04-04,48022
2017-04-12,55541
2017-04-13,55527
2017-04-14,54595
2017-04-15,55109
2017-04-16,55974
2017-04-17,56390
2017-04-18,56839
2017-04-19,56437
2017-04-20,56447
2017-04-21,56974
2017-04-22,56470
2017-04-23,56380
2017-04-24,55970
2017-04-25,54194
2017-04-26,54194
2017-04-27,52302
2017-04-28,50153
2017-04-29,47783
2017-04-30,47072
2017-05-01,45254
2017-05-02,44486
2017-05-03,42261
2017-05-04,41018
2017-05-05,39936
2017-05-06,40282
2017-05-07,39201
2017-05-08,39601
2017-05-09,38570
2017-05-10,38131
2017-05-11,37023
2017-05-12,35253
2017-05-13,35045
2017-05-14,34737
2017-05-15,34564
2017-05-16,33922
2017-05-17,33798
2017-05-18,33497
2017-05-19,32665
2017-05-20,31763
2017-05-21,31763
2017-05-22,30647
2017-05-23,29753
2017-05-24,29135
2017-05-25,28497
2017-05-26,28925
2017-05-27,29038
2017-05-28,28489
2017-05-29,29808
2017-05-30,31287
2017-05-31,32716
2017-06-01,32633
2017-06-02,31204
2017-06-03,29764
2017-06-04,28796
2017-06-05,27923
2017-06-06,27589
2017-06-07,27606
2017-06-08,27493
2017-06-09,27578
2017-06-10,28327
2017-06-11,28620
2017-06-12,28475
2017-06-13,28475
2017-06-14,28931
2017-06-15,29103
2017-06-16,29426
2017-06-17,30208
2017-06-18,30304
2017-06-19,30304
2017-06-20,30995
2017-06-21,32139
2017-06-22,33369
2017-06-23,33369
2017-06-24,33771
2017-06-25,34934
2017-06-26,36146
2017-06-27,37000
2017-06-28,37984
2017-06-29,37823
2017-06-30,37594
2017-07-01,37594
2017-07-02,37376
2017-07-03,36957
2017-07-04,36278
2017-07-05,36278
2017-07-06,34973
2017-07-07,34973
2017-07-08,34345
2017-07-13,35651
2017-07-14,35219
2017-07-15,35219
2017-07-16,34508
2017-07-17,34592
2017-07-18,33331
2017-07-19,33328
2017-07-20,33002
2017-07-21,33308
2017-07-22,33833
2017-07-23,34290
2017-07-24,35626
2017-07-25,37253
2017-07-26,38688
2017-07-27,40454
2017-07-28,42013
2017-07-29,42956
2017-07-30,44820
2017-07-31,45927
2017-08-01,46960
2017-08-02,48673
2017-08-03,48845
2017-08-04,50423
2017-08-05,50950
2017-08-06,51110
2017-08-09,47025
2017-08-10,46029
2017-08-11,44682
2017-08-12,42795
2017-08-13,41508
2017-08-14,40478
2017-08-15,40242
2017-08-16,39969
2017-08-17,39318
2017-08-18,39318
2017-08-19,38357
2017-08-20,37686
2017-08-21,37103
2017-08-22,36955
2017-08-23,36355
2017-08-24,35378
2017-08-25,35436
2017-08-26,35874
2017-08-27,35950
2017-08-28,36095
2017-08-29,36156
2017-08-30,36016
2017-08-31,36661
2017-09-01,36383
2017-09-02,36613
2017-09-03,35370
2017-09-04,34489
2017-09-05,34113
2017-09-06,33428
2017-09-07,34524
2017-09-08,34372
2017-09-09,34389
2017-09-10,34988
2017-09-11,34619
2017-09-12,34313
2017-09-13,34339
2017-09-14,34220
2017-09-15,34220
2017-09-16,33421
2017-09-17,32533
2017-09-18,31358
2017-09-19,29838
2017-09-20,28900
2017-09-21,28645
2017-09-22,27819
2017-09-23,26584
2017-09-24,26258
2017-09-25,26050
2017-09-26,26086
2017-09-27,25102
2017-09-28,25284
2017-09-29,25052
2017-09-30,24623
2017-10-01,24343
2017-10-02,23987
2017-10-03,24118
2017-10-04,24303
2017-10-05,24631
2017-10-06,24928
2017-10-07,25223
2017-10-08,25703
2017-10-09,26486
2017-10-10,26493
2017-10-11,26493
2017-10-12,26726
2017-10-13,26429
2017-10-14,26009
2017-10-15,26009
2017-10-16,25679
2017-10-17,25679
2017-10-18,25275
2017-10-19,25282
2017-10-20,24931
2017-10-21,25340
2017-10-22,25712
2017-10-23,25953
2017-10-24,25767
2017-10-25,25825
2017-10-26,25866
2017-10-27,26286
2017-10-28,26286
2017-10-29,26245
2017-10-30,26342
2017-10-31,26505
2017-11-01,26505
2017-11-02,26850
2017-11-03,26461
2017-11-04,26826
2017-11-05,26856
2017-11-06,27908
2017-11-07,27922
2017-11-08,27813
2017-11-09,27473
2017-11-10,27473
2017-11-11,27619
2017-11-12,28014
2017-11-13,28151
2017-11-14,28151
2017-11-15,27954
2017-11-16,27141
2017-11-17,27212
2017-11-18,26827
2017-11-19,26777
2017-11-20,26609
2017-11-21,26281
2017-11-22,25942
2017-11-23,25909
2017-11-24,25707
2017-11-25,25659
2017-11-26,25671
2017-11-27,25671
2017-11-28,25300
2017-11-29,24921
2017-11-30,24826
2017-12-01,24999
2017-12-02,24665
2017-12-03,24406
2017-12-04,23910
2017-12-05,23934
2017-12-06,24091
2017-12-07,24239
2017-12-08,24239
2017-12-09,24350
2017-12-10,24437
2017-12-11,24569
2017-12-12,24913
2017-12-13,24856
2017-12-14,24781
2017-12-15,24779
2017-12-16,24797
2017-12-17,24879
2017-12-18,24437
2017-12-19,24548
2017-12-20,24237
2017-12-21,23645
2017-12-22,23654
2017-12-23,23611
2017-12-24,23961
2017-12-25,24480
2017-12-26,24998
2017-12-27,25971
2017-12-28,27210
2017-12-29,28204
2017-12-30,28789
2017-12-31,29544
2018-01-01,29745
2018-01-02,30027
2018-01-03,29844
2018-01-04,29143
2018-01-05,28308
2018-01-06,28172
2018-01-07,28405
2018-01-08,28074
2018-01-09,27722
2018-01-10,28041
2018-01-11,28202
2018-01-12,28586
2018-01-13,29189
2018-01-14,29559
2018-01-15,29328
2018-01-16,29642
2018-01-17,29793
2018-01-18,29997
2018-01-19,29997
2018-01-20,29864
2018-01-21,29658
2018-01-22,29245
2018-01-23,29111
2018-01-25,28116
2018-01-26,27860
2018-01-27,27362
2018-01-28,27111
2018-01-29,26683
2018-01-30,26861
2018-01-31,26917
2018-02-01,27115
2018-02-02,27034
2018-02-03,26885
2018-02-04,27064
2018-02-05,26861
2018-02-06,26836
2018-02-07,26558
2018-02-08,26558
2018-02-09,26589
2018-02-10,26589
2018-02-11,27008
2018-02-12,26936
2018-02-13,26931
2018-02-14,26882
2018-02-15,26939
2018-02-16,26494
2018-02-17,26555
2018-02-18,26630
2018-02-19,26551
2018-02-20,26516
2018-02-21,26495
2018-02-22,27063
2018-02-23,27420
2018-02-24,28040
2018-02-25,28565
2018-02-26,29561
2018-02-27,29972
2018-02-28,29972
2018-03-01,30476
2018-03-02,30767
2018-03-03,29656
2018-03-04,29656
2018-03-05,29209
2018-03-06,29038
2018-03-07,28745
2018-03-08,28873
2018-03-09,28606
2018-03-10,27778
2018-03-11,26954
2018-03-12,26990
2018-03-13,27486
2018-03-14,27281
2018-03-15,27508
2018-03-16,27672
2018-03-17,27384
2018-03-18,27340
2018-03-20,27619
2018-03-21,27596
2018-03-23,27579
2018-03-24,27833
2018-03-25,27750
2018-03-26,27619
2018-03-27,27768
2018-03-28,27768
2018-03-29,27917
2018-03-30,28225
2018-03-31,28518
2018-04-01,28365
2018-04-02,28442
2018-04-03,28976
2018-04-04,29524
2018-04-05,29524
2018-04-06,30637
2018-04-07,30637
2018-04-08,31089
2018-04-09,32083
2018-04-10,33083
2018-04-11,34700
2018-04-12,36247
2018-04-13,37879
2018-04-14,39200
2018-04-15,40234
2018-04-16,40234
2018-04-17,40484
2018-04-18,40484
2018-04-19,40306
2018-04-20,40248
2018-04-21,39712
2018-04-22,39688
2018-04-23,38361
2018-04-24,38173
2018-04-25,38092
2018-04-26,38092
2018-04-27,37870
2018-04-28,37975
2018-04-29,36655
2018-04-30,37073
2018-05-01,36815
2018-05-03,37037
2018-05-04,37111
2018-05-05,37504
2018-05-06,37504
2018-05-07,37781
2018-05-08,38541
2018-05-09,37734
2018-05-10,37303
2018-05-11,36871
2018-05-12,36477
2018-05-13,36477
2018-05-14,36638
2018-05-15,36415
2018-05-16,36872
2018-05-17,37050
2018-05-18,36951
2018-05-19,36700
2018-05-20,36738
2018-05-21,36904
2018-05-22,36904
2018-05-23,36976
2018-05-24,36458
2018-05-25,36243
2018-05-26,35951
2018-05-27,35951
2018-05-28,36024
2018-05-29,36055
2018-05-30,36584
2018-05-31,36598
2018-06-01,35668
2018-06-02,35452
2018-06-03,35452
2018-06-04,35870
2018-06-05,36281
2018-06-06,36084
2018-06-07,36084
2018-06-08,36531
2018-06-09,37239
2018-06-10,36316
2018-06-11,35876
2018-06-12,35977
2018-06-13,35179
2018-06-14,34642
2018-06-15,34402
2018-06-16,34110
2018-06-17,33770
2018-06-18,33780
2018-06-19,33138
2018-06-20,33138
2018-06-21,33120
2018-06-22,32913
2018-06-23,32913
2018-06-24,33081
2018-06-25,33162
2018-06-26,33452
2018-06-27,33984
2018-06-28,34252
2018-06-29,34154
2018-06-30,34091
2018-07-01,35149
2018-07-02,35149
2018-07-03,35432
2018-07-04,35417
2018-07-05,35417
2018-07-06,36058
2018-07-07,37140
2018-07-08,37237
2018-07-09,37269
2018-07-10,36249
2018-07-11,36352
2018-07-12,36302
2018-07-13,36525
2018-07-14,36350
2018-07-15,36350
2018-07-16,36422
2018-07-17,36783
2018-07-18,36939
2018-07-19,36853
2018-07-20,37307
2018-07-21,37111
2018-07-22,37108
2018-07-23,36988
2018-07-24,36350
2018-07-25,36024
2018-07-26,35757
2018-07-27,35611
2018-07-28,35797
2018-07-29,35669
2018-07-30,35453
2018-07-31,35089
2018-08-01,35089
2018-08-02,35046
2018-08-03,34878
2018-08-04,34834
2018-08-05,34921
2018-08-06,34690
2018-08-07,34570
2018-08-08,34314
2018-08-09,34314
2018-08-10,34483
2018-08-11,34495
2018-08-12,35011
2018-08-14,36036
2018-08-16,35047
2018-08-17,35539
2018-08-18,35790
2018-08-19,35682
2018-08-20,36019
2018-08-21,36124
2018-08-22,35833
2018-08-23,35774
2018-08-24,36137
2018-08-25,36130
2018-08-26,36145
2018-08-27,36579
2018-08-28,36858
2018-08-29,37262
2018-08-30,37349
2018-08-31,37187
2018-09-01,37045
2018-09-02,36952
2018-09-03,36749
2018-09-04,36813
2018-09-05,37222
2018-09-06,37222
2018-09-07,36941
2018-09-08,36257
2018-09-09,36257
2018-09-10,35840
2018-09-11,36178
2018-09-12,35891
2018-09-13,35405
2018-09-14,35567
2018-09-15,35469
2018-09-16,35190
2018-09-17,35035
2018-09-18,34234
2018-09-19,32891
2018-09-20,32472
2018-09-21,32220
2018-09-22,32270
2018-09-23,32753
2018-09-24,32528
2018-09-25,32934
2018-09-26,32740
2018-09-27,32381
2018-09-28,32400
2018-09-29,32089
2018-09-30,32042
2018-10-01,32078
2018-10-02,32407
2018-10-03,32686
2018-10-04,33111
2018-10-05,32974
2018-10-06,33466
2018-10-07,33466
2018-10-08,33956
2018-10-09,34173
2018-10-10,34845
2018-10-11,34758
2018-10-12,35051
2018-10-13,35153
2018-10-14,35508
2018-10-15,36118
2018-10-16,36348
2018-10-17,36869
2018-10-18,38392
2018-10-19,38993
2018-10-20,38993
2018-10-21,40245
2018-10-22,41665
2018-10-23,42816
2018-10-24,43607
2018-10-25,44290
2018-10-26,45082
2018-10-27,46288
2018-10-28,46808
2018-10-29,47024
2018-10-30,46244
2018-10-31,45830
2018-11-01,46506
2018-11-03,47285
2018-11-04,47773
2018-11-05,47818
2018-11-06,48776
2018-11-07,50015
2018-11-08,52516
2018-11-09,55142
2018-11-10,57900
2018-11-11,60515
2018-11-12,63541
2018-11-13,65560
2018-11-14,67330
2018-11-15,69653
2018-11-16,71948
2018-11-17,73932
2018-11-18,75550
2018-11-19,76538
2018-11-20,78563
2018-11-21,79705
2018-11-22,80507
2018-11-23,81014
2018-11-24,82444
2018-11-25,80870
2018-11-26,79742
2018-11-27,77374
2018-11-28,76393
2018-11-29,74861
2018-12-01,72404
2018-12-02,71245
2018-12-03,69872
2018-12-04,69177
2018-12-05,68745
2018-12-07,67122
2018-12-09,62375
2018-12-10,60453
2018-12-11,58440
2018-12-12,57114
2018-12-13,56827
2018-12-14,55081
2018-12-15,54202
2018-12-16,52335
2018-12-17,50796
2018-12-18,49415
2018-12-19,48809
2018-12-20,48652
2018-12-21,47964
2018-12-22,46970
2018-12-23,46935
2018-12-24,46664
2018-12-25,46160
2018-12-26,45901
2018-12-27,45679
2018-12-28,44857
2018-12-29,44758
2018-12-30,44780
2018-12-31,43824
2019-01-01,43435
2019-01-02,42042
2019-01-03,41025
2019-01-04,39663
2019-01-05,38166
2019-01-06,36624
2019-01-08,33699
2019-01-10,32579
2019-01-11,32098
2019-01-12,31960
2019-01-13,31635
2019-01-14,31686
2019-01-15,31267
2019-01-16,31460
2019-01-17,31842
2019-01-18,31888
2019-01-19,31686
2019-01-20,31966
2019-01-21,32467
2019-01-22,32027
2019-01-23,31905
2019-01-24,31968
2019-01-25,31874
2019-01-26,31502
2019-01-27,30802
2019-01-28,30641
2019-01-29,30198
2019-01-30,29834
2019-01-31,29878
2019-02-01,29597
2019-02-02,29642
2019-02-03,29535
2019-02-04,29106
2019-02-05,28443
2019-02-06,28154
2019-02-07,28168
2019-02-08,28269
2019-02-09,28276
2019-02-10,28279
2019-02-11,28201
2019-02-12,28262
2019-02-13,27152
2019-02-14,26287
2019-02-15,26071
2019-02-16,26523
2019-02-17,26465
2019-02-18,26370
2019-02-19,26550
2019-02-20,26989
2019-02-21,27617
2019-02-22,28407
2019-02-23,29476
2019-02-24,30006
2019-02-25,30582
2019-02-26,30722
2019-02-27,30818
2019-02-28,30408
2019-03-01,29408
2019-03-02,28209
2019-03-03,27864
2019-03-04,27985
2019-03-05,27915
2019-03-06,27905
2019-03-07,27653
2019-03-08,27258
2019-03-09,27205
2019-03-10,27431
2019-03-11,27383
2019-03-12,27025
2019-03-13,26443
2019-03-14,26377
2019-03-15,26032
2019-03-16,25839
2019-03-17,25587
2019-03-18,25505
2019-03-19,24628
2019-03-20,24434
2019-03-21,24116
2019-03-22,24226
2019-03-23,24038
2019-03-24,25166
2019-03-25,26285
2019-03-26,26952
