date_obj,Ancient%20totem price
2018-08-20,986732
2018-08-21,986950
2018-08-22,987008
2018-08-23,987567
2018-08-24,976361
2018-08-25,953121
2018-08-26,964997
2018-08-27,965959
2018-08-28,968013
2018-08-29,971121
2018-08-30,973065
2018-08-31,974129
2018-09-01,975231
2018-09-02,976393
2018-09-03,976462
2018-09-04,976918
2018-09-05,981342
2018-09-06,954655
2018-09-07,939698
2018-09-08,957314
2018-09-09,961179
2018-09-10,963657
2018-09-11,965021
2018-09-12,965612
2018-09-13,967351
2018-09-14,977562
2018-09-15,976650
2018-09-16,970360
2018-09-17,986427
2018-09-18,996173
2018-09-19,999051
2018-09-20,998982
2018-09-21,998845
2018-09-22,977308
2018-09-23,975419
2018-09-24,977669
2018-09-25,977818
2018-09-26,978420
2018-09-27,978788
2018-09-28,978900
2018-09-29,980772
2018-09-30,981509
2018-10-02,983308
2018-10-03,983773
2018-10-04,984206
2018-10-05,984327
2018-10-06,984711
2018-10-07,986479
2018-10-08,986171
2018-10-09,993594
2018-10-10,964485
2018-10-11,966825
2018-10-12,970455
2018-10-13,971127
2018-10-14,971780
2018-10-15,973240
2018-10-16,975658
2018-10-17,965756
2018-10-18,976031
2018-10-19,976822
2018-10-20,978121
2018-10-21,978555
2018-10-22,980526
2018-10-23,999021
2018-10-24,997657
2018-10-25,996891
2018-10-26,998968
2018-10-27,999789
2018-10-28,999944
2018-10-29,1000625
2018-10-30,1000102
2018-10-31,977908
2018-11-01,979702
2018-11-03,983979
2018-11-04,989498
2018-11-05,996067
2018-11-06,990866
2018-11-07,991435
2018-11-08,978935
2018-11-09,962461
2018-11-10,982658
2018-11-11,998860
2018-11-12,992788
2018-11-13,1000166
2018-11-14,999999
2018-11-15,988381
2018-11-16,950675
2018-11-17,952460
2018-11-18,968272
2018-11-19,972170
2018-11-20,989320
2018-11-21,998992
2018-11-22,983233
2018-11-23,967192
2018-11-24,975745
2018-11-25,987780
2018-11-26,998836
2018-11-27,998792
2018-11-28,997538
2018-11-29,980763
2018-12-01,982716
2018-12-02,991097
2018-12-03,997700
2018-12-04,996770
2018-12-05,969792
2018-12-07,977257
2018-12-09,980952
2018-12-10,995916
2018-12-11,995393
2018-12-12,995313
2018-12-13,971303
2018-12-14,976655
2018-12-15,977037
2018-12-16,979975
2018-12-17,981877
2018-12-18,986585
2018-12-19,979489
2018-12-20,964302
2018-12-21,957749
2018-12-22,959728
2018-12-23,980283
2018-12-24,974507
2018-12-25,981497
2018-12-26,976597
2018-12-27,995183
2018-12-28,982057
2018-12-29,982178
2018-12-30,983332
2018-12-31,983918
2019-01-01,984510
2019-01-02,987174
2019-01-03,996862
2019-01-04,997522
2019-01-05,997532
2019-01-06,977182
2019-01-08,976164
2019-01-10,981985
2019-01-11,991335
2019-01-12,976058
2019-01-13,991368
2019-01-14,996766
2019-01-15,997861
2019-01-16,997554
2019-01-17,999178
2019-01-18,1000196
2019-01-19,1000647
2019-01-20,1000145
2019-01-21,999930
2019-01-22,1000843
2019-01-23,991094
2019-01-24,967437
2019-01-25,971753
2019-01-26,978434
2019-01-27,987155
2019-01-28,988706
2019-01-29,989738
2019-01-30,990425
2019-01-31,990491
2019-02-01,990816
2019-02-02,994798
2019-02-03,990735
2019-02-04,990753
2019-02-05,991270
2019-02-06,991340
2019-02-07,984730
2019-02-08,986540
2019-02-09,988497
2019-02-10,991107
2019-02-11,991484
2019-02-12,991387
2019-02-13,991654
2019-02-14,991782
2019-02-15,983099
2019-02-16,955885
2019-02-17,970934
2019-02-18,977495
2019-02-19,981945
2019-02-20,984593
2019-02-21,984978
2019-02-22,985720
2019-02-23,992380
2019-02-24,985836
2019-02-25,993054
2019-02-26,991198
2019-02-27,992506
2019-02-28,993129
2019-03-01,993640
2019-03-02,994014
2019-03-03,995086
2019-03-04,995252
2019-03-05,977141
2019-03-06,993269
2019-03-07,995357
2019-03-08,995357
2019-03-09,995468
2019-03-10,996214
2019-03-11,996804
2019-03-12,996682
2019-03-13,996864
2019-03-14,997098
2019-03-15,977225
2019-03-16,962806
2019-03-17,978897
2019-03-18,987660
2019-03-19,988905
2019-03-20,990643
2019-03-21,990442
2019-03-22,990774
2019-03-23,993183
2019-03-24,994715
2019-03-25,996873
2019-03-26,1012538
2019-03-27,974902
2019-03-28,990969
2019-03-29,992040
2019-03-30,992040
2019-03-31,993463
2019-04-01,995638
2019-04-02,995665
2019-04-03,996107
2019-04-04,995942
2019-04-05,996698
2019-04-06,996915
2019-04-07,997406
2019-04-08,997725
2019-04-09,997434
2019-04-10,997988
2019-04-11,998127
2019-04-12,998156
2019-04-13,998445
2019-04-14,994527
2019-04-15,992874
2019-04-16,991997
2019-04-17,991021
2019-04-18,993967
2019-04-19,995888
2019-04-20,996288
2019-04-21,996486
2019-04-22,997033
2019-04-23,997606
2019-04-24,997169
2019-04-25,984953
2019-04-26,983413
2019-04-27,992506
2019-04-28,985508
2019-04-29,985724
2019-04-30,986812
2019-05-01,987981
2019-05-02,990211
2019-05-03,991897
2019-05-04,995071
2019-05-05,995172
2019-05-06,993199
2019-05-07,989130
2019-05-08,982703
2019-05-09,983561
2019-05-10,984139
2019-05-11,987902
2019-05-12,990498
2019-05-13,991417
2019-05-14,991448
2019-05-15,993498
2019-05-16,993019
2019-05-17,994617
2019-05-18,995120
2019-05-19,995423
2019-05-20,985078
2019-05-21,985460
2019-05-22,987350
2019-05-23,989901
2019-05-24,992628
2019-05-25,993919
2019-05-26,994169
2019-05-27,995730
2019-05-28,996576
2019-05-29,995957
2019-05-30,990590
2019-05-31,983701
2019-06-01,983739
2019-06-02,989653
2019-06-03,989870
2019-06-04,998978
2019-06-05,998835
2019-06-06,998061
2019-06-07,997938
2019-06-08,997519
2019-06-09,998089
2019-06-10,997590
2019-06-11,997671
2019-06-12,998170
2019-06-13,998246
2019-06-14,997557
2019-06-15,995401
2019-06-16,998026
2019-06-17,992596
2019-06-18,998041
2019-06-19,998454
2019-06-20,978473
2019-06-21,985753
2019-06-22,990595
2019-06-23,992112
2019-06-24,992431
2019-06-25,992261
2019-06-26,995949
2019-06-27,996550
2019-06-28,997008
2019-06-29,996817
2019-06-30,996835
2019-07-01,997368
2019-07-02,997088
2019-07-03,996668
2019-07-04,993282
2019-07-05,983388
2019-07-06,993389
2019-07-07,992843
2019-07-08,995437
2019-07-09,994478
2019-07-10,994571
2019-07-11,995942
2019-07-12,994109
2019-07-13,991345
2019-07-14,993462
2019-07-15,994913
2019-07-16,994236
2019-07-17,995141
2019-07-18,995683
2019-07-19,995734
2019-07-20,995921
2019-07-21,995724
2019-07-22,980346
2019-07-23,979977
2019-07-24,984426
2019-07-25,987915
2019-07-26,986873
2019-07-27,992915
2019-07-28,994776
2019-07-29,995136
2019-07-30,987715
2019-07-31,987791
2019-08-01,991151
2019-08-02,992315
2019-08-03,993039
2019-08-04,993680
2019-08-05,992310
2019-08-06,997854
2019-08-07,987342
2019-08-08,986175
2019-08-09,992365
2019-08-10,996829
2019-08-11,996684
2019-08-12,993034
2019-08-13,993127
2019-08-14,994325
2019-08-15,995171
2019-08-16,993890
2019-08-17,994730
2019-08-18,994882
2019-08-19,996311
2019-08-20,996910
2019-08-21,997329
2019-08-22,992877
2019-08-23,993527
2019-08-24,996623
2019-08-24,996623
2019-08-25,999181
2019-08-25,999181
2019-08-26,997376
2019-08-27,996094
2019-08-27,996094
2019-08-28,997365
2019-08-29,998372
2019-08-30,991920
2019-08-31,982502
2019-09-01,986652
2019-09-02,984680
2019-09-03,996543
2019-09-04,996625
2019-09-05,997144
2019-09-06,992781
2019-09-07,991963
2019-09-08,995022
2019-09-09,994989
2019-09-10,994452
2019-09-11,995505
2019-09-12,994438
2019-09-13,995786
2019-09-14,995200
2019-09-15,995384
2019-09-16,996024
2019-09-17,997504
2019-09-18,996806
2019-09-19,995412
2019-09-20,990083
2019-09-21,991074
2019-09-22,994004
2019-09-23,998708
2019-09-24,998101
2019-09-25,994682
2019-09-26,994941
2019-09-27,995665
2019-09-28,995828
2019-09-29,996978
2019-09-30,997235
2019-10-01,993256
2019-10-02,992862
2019-10-03,993071
2019-10-04,994100
2019-10-05,994534
2019-10-06,997748
2019-10-07,996333
2019-10-08,977324
2019-10-09,972114
2019-10-10,983151
2019-10-11,988957
2019-10-12,996407
2019-10-13,991838
2019-10-14,988597
2019-10-15,990650
2019-10-16,975814
2019-10-17,942789
2019-10-18,953348
2019-10-19,937285
2019-10-20,967701
2019-10-21,985932
2019-10-22,988846
2019-10-23,989111
2019-10-24,987574
2019-10-25,985320
2019-10-26,989029
2019-10-27,990835
2019-10-28,991668
2019-10-29,992094
2019-10-30,993107
2019-10-31,993876
2019-11-01,990064
2019-11-02,994901
2019-11-03,996024
2019-11-04,998149
2019-11-05,998073
2019-11-06,982577
2019-11-07,986397
2019-11-08,992352
2019-11-09,996415
2019-11-10,998617
2019-11-11,998849
2019-11-12,998592
2019-11-13,999350
2019-11-14,999360
2019-11-15,991160
2019-11-16,990175
2019-11-17,992530
2019-11-18,993737
2019-11-19,990212
2019-11-20,996907
2019-11-21,998701
2019-11-22,996180
2019-11-23,993097
2019-11-24,987073
2019-11-25,990204
2019-11-26,986466
2019-11-27,978827
2019-11-28,974788
2019-11-29,983502
2019-11-30,982925
2019-12-01,981947
2019-12-02,982085
2019-12-03,989611
2019-12-04,983740
2019-12-05,994776
2019-12-06,989284
2019-12-07,992487
2019-12-08,996281
2019-12-09,996161
2019-12-10,987600
2019-12-11,988732
2019-12-12,992047
2019-12-13,990866
2019-12-14,994759
2019-12-15,985046
2019-12-16,987813
2019-12-17,985467
2019-12-18,977436
2019-12-19,982386
2019-12-20,986498
2019-12-21,974192
2019-12-22,981111
2019-12-23,995851
2019-12-24,984146
2019-12-25,983879
2019-12-26,993582
2019-12-27,994840
2019-12-28,994699
2019-12-29,996496
2019-12-30,989920
2019-12-31,996307
2020-01-01,991580
2020-01-02,989738
2020-01-03,986178
2020-01-04,965594
2020-01-05,995438
2020-01-06,996922
2020-01-07,995630
2020-01-08,996091
2020-01-09,996753
2020-01-10,993577
2020-01-11,993955
2020-01-12,993698
2020-01-13,994089
2020-01-14,994960
2020-01-15,995174
2020-01-16,995344
2020-01-17,995098
2020-01-18,994155
2020-01-19,995530
2020-01-20,996098
2020-01-21,995770
2020-01-22,995774
2020-01-23,994605
2020-01-24,964652
2020-01-25,970018
2020-01-26,947751
2020-01-27,958063
2020-01-28,960820
2020-01-29,990798
2020-01-30,995452
2020-01-31,992239
2020-02-01,992235
2020-02-02,995126
2020-02-03,995130
2020-02-04,996101
2020-02-05,995547
2020-02-06,987840
2020-02-07,996071
2020-02-08,995963
2020-02-09,994502
2020-02-10,995345
2020-02-11,996381
2020-02-12,991190
2020-02-13,987329
2020-02-14,994094
2020-02-15,980753
2020-02-16,986636
2020-02-17,988022
2020-02-18,993770
2020-02-19,997697
2020-02-20,997544
2020-02-21,997888
2020-02-22,988959
2020-02-23,997243
2020-02-24,991546
2020-02-25,992452
2020-02-26,986400
2020-02-27,983933
2020-02-28,994831
2020-02-29,997755
2020-03-01,996909
2020-03-02,997840
2020-03-03,994809
2020-03-04,997457
2020-03-05,998335
2020-03-06,997213
2020-03-07,997969
2020-03-08,992000
2020-03-09,992785
2020-03-10,984180
2020-03-11,993234
2020-03-12,994228
2020-03-13,994880
2020-03-14,998553
2020-03-15,998623
2020-03-16,996032
2020-03-17,995169
2020-03-18,997094
2020-03-19,997478
2020-03-20,979672
2020-03-21,984712
2020-03-22,985327
2020-03-23,978139
2020-03-24,992015
2020-03-25,994774
2020-03-26,997431
2020-03-27,992115
2020-03-28,993844
2020-03-29,991147
2020-03-30,996156
2020-03-31,996165
2020-04-01,996704
2020-04-02,996907
2020-04-03,996907
2020-04-04,997451
2020-04-05,999404
2020-04-06,996230
2020-04-07,997994
2020-04-08,998859
2020-04-09,988901
2020-04-10,986493
2020-04-11,995270
2020-04-12,998584
2020-04-13,996973
2020-04-14,985981
2020-04-15,996380
2020-04-16,993916
2020-04-17,981108
2020-04-18,987534
2020-04-19,996255
2020-04-20,992392
2020-04-21,993862
2020-04-22,996148
2020-04-23,983227
2020-04-24,980612
2020-04-25,987103
2020-04-26,989712
2020-04-27,994763
2020-04-28,991110
2020-04-29,990505
2020-04-30,993520
2020-05-01,994238
2020-05-02,993920
2020-05-03,994243
2020-05-04,995352
2020-05-05,995719
2020-05-06,996386
2020-05-07,995055
2020-05-08,992438
2020-05-09,995566
2020-05-10,996427
2020-05-11,996087
2020-05-12,995229
2020-05-13,995436
