date_obj,Red%20cavalier price
2016-08-28,5775
2016-08-31,5569
2016-09-01,5336
2016-09-02,5336
2016-09-03,5385
2016-09-04,5548
2016-09-05,5548
2016-09-06,5585
2016-09-07,5585
2016-09-08,5765
2016-09-09,5765
2016-09-10,5712
2016-09-11,5712
2016-09-12,5641
2016-09-13,5601
2016-09-14,5601
2016-09-15,5580
2016-09-16,5580
2016-09-17,5599
2016-09-18,5599
2016-09-19,5510
2016-09-20,5510
2016-09-21,5496
2016-09-22,5549
2016-09-23,5590
2016-09-24,5590
2016-09-25,5466
2016-09-26,5466
2016-09-27,5410
2016-09-28,5540
2016-09-29,5540
2016-09-30,5471
2016-10-01,5363
2016-10-02,5363
2016-10-03,5255
2016-10-04,5255
2016-10-05,5331
2016-10-06,5331
2016-10-07,5445
2016-10-08,5461
2016-10-09,5461
2016-10-10,5358
2016-10-11,5358
2016-10-12,5431
2016-10-13,5483
2016-10-14,5483
2016-10-15,5549
2016-10-16,5549
2016-10-17,5620
2016-10-18,5620
2016-10-19,5779
2016-10-20,5779
2016-10-21,5700
2016-10-22,5700
2016-10-23,5502
2016-10-24,5504
2016-10-25,5504
2016-10-26,5326
2016-10-27,5326
2016-10-28,5425
2016-10-29,5234
2016-10-30,5234
2016-10-31,5201
2016-11-01,5201
2016-11-02,5240
2016-11-03,5240
2016-11-04,5236
2016-11-05,5236
2016-11-06,5459
2016-11-07,5459
2016-11-08,5593
2016-11-09,5787
2016-11-10,5882
2016-11-11,5882
2016-11-12,5895
2016-11-13,5895
2016-11-14,6071
2016-12-08,6184
2016-12-09,6184
2016-12-10,6068
2016-12-11,5937
2016-12-12,5937
2016-12-13,5780
2016-12-14,5710
2016-12-15,5710
2016-12-16,5676
2016-12-17,5736
2016-12-18,5736
2016-12-19,5726
2016-12-20,5726
2016-12-21,5623
2016-12-22,5623
2016-12-23,5514
2016-12-24,5514
2016-12-25,5533
2016-12-26,5533
2016-12-27,5367
2016-12-28,5288
2016-12-29,5187
2016-12-30,5187
2016-12-31,5133
2017-01-01,5161
2017-01-02,5108
2017-01-03,5108
2017-01-04,5017
2017-01-05,5017
2017-01-06,4900
2017-01-07,4943
2017-01-08,4957
2017-01-09,4896
2017-01-10,4953
2017-01-11,5072
2017-01-12,5212
2017-01-13,5212
2017-01-14,5196
2017-01-15,5167
2017-01-16,5123
2017-01-17,5135
2017-01-18,5054
2017-01-19,5054
2017-01-20,5063
2017-01-21,5084
2017-01-22,4988
2017-01-27,4812
2017-01-28,4606
2017-01-29,4375
2017-01-30,4297
2017-01-31,4344
2017-02-01,4276
2017-02-02,4085
2017-02-03,4067
2017-02-04,4092
2017-02-05,4194
2017-02-06,4226
2017-02-07,4216
2017-02-08,4334
2017-02-09,4334
2017-02-10,4424
2017-02-11,4488
2017-02-12,4488
2017-02-13,4668
2017-02-14,4810
2017-02-15,4810
2017-02-16,4918
2017-02-18,4988
2017-02-19,5037
2017-02-20,5024
2017-02-21,4961
2017-02-22,4961
2017-02-23,4791
2017-02-24,4791
2017-02-25,4789
2017-02-26,4751
2017-02-27,4802
2017-02-28,4821
2017-03-01,4726
2017-03-02,4725
2017-03-03,4539
2017-03-04,4312
2017-03-05,4100
2017-03-06,4081
2017-03-07,4005
2017-03-08,3940
2017-03-09,3916
2017-03-10,3943
2017-03-11,4030
2017-03-12,4133
2017-03-13,4203
2017-03-14,4306
2017-03-15,4300
2017-03-16,4284
2017-03-17,4118
2017-03-18,4040
2017-03-19,4029
2017-03-20,4042
2017-03-21,4134
2017-03-22,4156
2017-03-23,3970
2017-03-24,3895
2017-03-25,3895
2017-03-26,3930
2017-03-27,3965
2017-03-28,4084
2017-03-29,4050
2017-03-30,4147
2017-03-31,4136
2017-04-01,4119
2017-04-02,4119
2017-04-03,4161
2017-04-04,4155
2017-04-12,4255
2017-04-13,4307
2017-04-14,4307
2017-04-15,4294
2017-04-16,4467
2017-04-17,4645
2017-04-18,4711
2017-04-19,4578
2017-04-20,4691
2017-04-21,4847
2017-04-22,4847
2017-04-23,4892
2017-04-24,4835
2017-04-25,4846
2017-04-26,4846
2017-04-27,4889
2017-04-28,4898
2017-04-29,5083
2017-04-30,5203
2017-05-01,5409
2017-05-02,5438
2017-05-03,5438
2017-05-04,5388
2017-05-05,5237
2017-05-06,5307
2017-05-07,5277
2017-05-08,5422
2017-05-09,5463
2017-05-10,5560
2017-05-11,5560
2017-05-12,5494
2017-05-13,5577
2017-05-14,5714
2017-05-15,5714
2017-05-16,5538
2017-05-17,5538
2017-05-18,5627
2017-05-19,5627
2017-05-20,5514
2017-05-21,5514
2017-05-22,5415
2017-05-23,5354
2017-05-24,5108
2017-05-25,5108
2017-05-26,5031
2017-05-27,4942
2017-05-28,4942
2017-05-29,4853
2017-05-30,4853
2017-05-31,4762
2017-06-01,4554
2017-06-02,4326
2017-06-03,4113
2017-06-06,3674
2017-06-07,3593
2017-06-08,3442
2017-06-09,3291
2017-06-10,3185
2017-06-11,3162
2017-06-12,3162
2017-06-13,3159
2017-06-14,3171
2017-06-15,3171
2017-06-16,3204
2017-06-17,3106
2017-06-18,3134
2017-06-19,3134
2017-06-20,3202
2017-06-21,3262
2017-06-22,3262
2017-06-23,3281
2017-06-24,3233
2017-06-25,3153
2017-06-26,3153
2017-06-27,3130
2017-06-28,3130
2017-06-29,3115
2017-06-30,3138
2017-07-01,3138
2017-07-02,3173
2017-07-03,3308
2017-07-04,3379
2017-07-05,3379
2017-07-06,3503
2017-07-07,3503
2017-07-08,3456
2017-07-13,3194
2017-07-14,3060
2017-07-15,3060
2017-07-16,3123
2017-07-17,3064
2017-07-18,3011
2017-07-19,2984
2017-07-20,2968
2017-07-21,2906
2017-07-22,2943
2017-07-23,2965
2017-07-24,2965
2017-07-25,3000
2017-07-26,2944
2017-07-27,2910
2017-07-28,2910
2017-07-29,3002
2017-07-30,3005
2017-07-31,3005
2017-08-01,2926
2017-08-02,2962
2017-08-03,2962
2017-08-04,2930
2017-08-05,2894
2017-08-06,2838
2017-08-09,2753
2017-08-10,2741
2017-08-11,2754
2017-08-12,2754
2017-08-13,2799
2017-08-14,2799
2017-08-15,2819
2017-08-16,2776
2017-08-17,2731
2017-08-18,2731
2017-08-19,2751
2017-08-20,2780
2017-08-22,2769
2017-08-23,2799
2017-08-24,2799
2017-08-25,2846
2017-08-26,2984
2017-08-27,3087
2017-08-28,3208
2017-08-29,3208
2017-08-30,3247
2017-08-31,3247
2017-09-01,3246
2017-09-02,3241
2017-09-03,3241
2017-09-04,3255
2017-09-05,3211
2017-09-06,3263
2017-09-07,3292
2017-09-08,3292
2017-09-09,3371
2017-09-10,3371
2017-09-11,3435
2017-09-12,3435
2017-09-13,3533
2017-09-14,3525
2017-09-15,3525
2017-09-16,3582
2017-09-17,3436
2017-09-19,3305
2017-09-20,3342
2017-09-21,3248
2017-09-22,3201
2017-09-23,3201
2017-09-24,3110
2017-09-25,3159
2017-09-26,3157
2017-09-27,3157
2017-09-28,3131
2017-09-29,3157
2017-09-30,3174
2017-10-01,3295
2017-10-02,3320
2017-10-03,3320
2017-10-04,3154
2017-10-05,3018
2017-10-06,2878
2017-10-07,2736
2017-10-08,2705
2017-10-09,2725
2017-10-10,2811
2017-10-11,2811
2017-10-12,2706
2017-10-13,2582
2017-10-14,2513
2017-10-15,2513
2017-10-16,2500
2017-10-17,2500
2017-10-18,2375
2017-10-19,2361
2017-10-20,2361
2017-10-21,2465
2017-10-22,2565
2017-10-23,2666
2017-10-24,2666
2017-10-25,2778
2017-10-26,2778
2017-10-27,2915
2017-10-28,2915
2017-10-29,3057
2017-10-30,3199
2017-10-31,3291
2017-11-01,3291
2017-11-02,3410
2017-11-03,3410
2017-11-04,3440
2017-11-05,3440
2017-11-06,3465
2017-11-07,3465
2017-11-08,3516
2017-11-09,3592
2017-11-10,3592
2017-11-11,3662
2017-11-12,3770
2017-11-13,3832
2017-11-14,3832
2017-11-15,3921
2017-11-16,3919
2017-11-17,3919
2017-11-18,3915
2017-11-19,3834
2017-11-20,3834
2017-11-21,3650
2017-11-22,3650
2017-11-23,3508
2017-11-24,3508
2017-11-25,3343
2017-11-26,3185
2017-11-27,3185
2017-11-28,3249
2017-11-29,3249
2017-11-30,3319
2017-12-01,3327
2017-12-02,3327
2017-12-03,3313
2017-12-04,3313
2017-12-05,3199
2017-12-06,3142
2017-12-07,3181
2017-12-08,3181
2017-12-09,3152
2017-12-10,2998
2017-12-11,2957
2017-12-12,2957
2017-12-14,2835
2017-12-15,2801
2017-12-16,2801
2017-12-17,2789
2017-12-18,2817
2017-12-19,2817
2017-12-20,2837
2017-12-21,2797
2017-12-22,2721
2017-12-23,2721
2017-12-24,2746
2017-12-25,2746
2017-12-26,2742
2017-12-27,2677
2017-12-28,2677
2017-12-29,2714
2017-12-30,2823
2017-12-31,2823
2018-01-01,2950
2018-01-02,2931
2018-01-03,3036
2018-01-04,3027
2018-01-05,3047
2018-01-06,3091
2018-01-07,3194
2018-01-08,3321
2018-01-09,3444
2018-01-10,3444
2018-01-11,3574
2018-01-12,3731
2018-01-13,3911
2018-01-14,4103
2018-01-15,4309
2018-01-16,4525
2018-01-17,4562
2018-01-18,4789
2018-01-19,4789
2018-01-20,5020
2018-01-21,5217
2018-01-22,5473
2018-01-23,5717
2018-01-24,5871
2018-01-25,5871
2018-01-26,5975
2018-01-27,6232
2018-01-28,6457
2018-01-29,6527
2018-01-31,6789
2018-02-01,6997
2018-02-02,6997
2018-02-03,7259
2018-02-04,7592
2018-02-05,7592
2018-02-06,7831
2018-02-07,7968
2018-02-08,7968
2018-02-09,7797
2018-02-10,7797
2018-02-11,7900
2018-02-12,8048
2018-02-13,8048
2018-02-14,8267
2018-02-15,8523
2018-02-16,8523
2018-02-17,8529
2018-02-18,8320
2018-02-19,8533
2018-02-20,8533
2018-02-21,8824
2018-02-22,8824
2018-02-23,8866
2018-02-24,8866
2018-02-25,8583
2018-02-26,8583
2018-02-27,8585
2018-02-28,8585
2018-03-01,8671
2018-03-02,8683
2018-03-03,8731
2018-03-04,8731
2018-03-05,8915
2018-03-06,9121
2018-03-07,9193
2018-03-08,9193
2018-03-09,9166
2018-03-10,9166
2018-03-11,9219
2018-03-12,9173
2018-03-13,9173
2018-03-14,9314
2018-03-15,9314
2018-03-16,9327
2018-03-17,9539
2018-03-18,9539
2018-03-19,9596
2018-03-20,9610
2018-03-21,9610
2018-03-23,9775
2018-03-24,9955
2018-03-26,9977
2018-03-27,9997
2018-03-28,9997
2018-03-29,9914
2018-03-30,9914
2018-03-31,9896
2018-04-01,9896
2018-04-02,9957
2018-04-03,9957
2018-04-04,9927
2018-04-05,9927
2018-04-06,9769
2018-04-08,9708
2018-04-09,9813
2018-04-10,9813
2018-04-11,9492
2018-04-12,9584
2018-04-13,9584
2018-04-14,9417
2018-04-15,9387
2018-04-16,9387
2018-04-17,9212
2018-04-18,9212
2018-04-19,9256
2018-04-20,9256
2018-04-21,9306
2018-04-22,9306
2018-04-23,9089
2018-04-24,9089
2018-04-25,9180
2018-04-26,9180
2018-04-27,9102
2018-04-28,9102
2018-04-29,9050
2018-04-30,9050
2018-05-01,8969
2018-05-02,8969
2018-05-03,8854
2018-05-04,8854
2018-05-05,8994
2018-05-06,8994
2018-05-07,9297
2018-05-08,9297
2018-05-09,9592
2018-05-10,9592
2018-05-11,9848
2018-05-12,9747
2018-05-13,9747
2018-05-14,9889
2018-05-15,9889
2018-05-16,9745
2018-05-17,9800
2018-05-18,9613
2018-05-19,9444
2018-05-20,9444
2018-05-21,9272
2018-05-22,9272
2018-05-23,9111
2018-05-24,9111
2018-05-25,8976
2018-05-26,9009
2018-05-27,9009
2018-05-28,8912
2018-05-29,8760
2018-05-30,8760
2018-05-31,8785
2018-06-01,8525
2018-06-02,8223
2018-06-03,8223
2018-06-04,8143
2018-06-05,8092
2018-06-06,8019
2018-06-07,8019
2018-06-08,7810
2018-06-09,7810
2018-06-10,7635
2018-06-11,7635
2018-06-12,7477
2018-06-13,7347
2018-06-14,7347
2018-06-15,7136
2018-06-16,7136
2018-06-17,6866
2018-06-18,6866
2018-06-19,6784
2018-06-20,6784
2018-06-21,6583
2018-06-22,6363
2018-06-23,6363
2018-06-24,6071
2018-06-25,5861
2018-06-26,5861
2018-06-27,5695
2018-06-28,5565
2018-06-29,5563
2018-06-30,5453
2018-07-01,5379
2018-07-02,5379
2018-07-03,5412
2018-07-04,5412
2018-07-05,5552
2018-07-06,5571
2018-07-07,5336
2018-07-08,5121
2018-07-09,5035
2018-07-10,5035
2018-07-11,5148
2018-07-12,5148
2018-07-13,5119
2018-07-14,4946
2018-07-15,4946
2018-07-16,4882
2018-07-17,4899
2018-07-18,4899
2018-07-19,4910
2018-07-20,4910
2018-07-21,5067
2018-07-22,5238
2018-07-23,5349
2018-07-24,5349
2018-07-25,5370
2018-07-26,5478
2018-07-27,5439
2018-07-28,5439
2018-07-29,5364
2018-07-30,5335
2018-07-31,5335
2018-08-01,5335
2018-08-02,5348
2018-08-03,5348
2018-08-04,5207
2018-08-05,4949
2018-08-06,4813
2018-08-07,4697
2018-08-08,4649
2018-08-09,4649
2018-08-10,4590
2018-08-11,4480
2018-08-12,4450
2018-08-14,4443
2018-08-16,4291
2018-08-17,4259
2018-08-18,4259
2018-08-19,4196
2018-08-20,4202
2018-08-21,4202
2018-08-22,4092
2018-08-23,4155
2018-08-24,4289
2018-08-25,4349
2018-08-26,4349
2018-08-27,4424
2018-08-28,4447
2018-08-29,4458
2018-08-30,4329
2018-08-31,4289
2018-09-01,4286
2018-09-02,4286
2018-09-03,4335
2018-09-04,4417
2018-09-05,4572
2018-09-06,4572
2018-09-07,4624
2018-09-08,4735
2018-09-09,4735
2018-09-10,4862
2018-09-11,4862
2018-09-12,4931
2018-09-13,4935
2018-09-14,4925
2018-09-15,4863
2018-09-16,4863
2018-09-17,4661
2018-09-18,4613
2018-09-19,4552
2018-09-20,4537
2018-09-21,4527
2018-09-22,4479
2018-09-23,4513
2018-09-24,4552
2018-09-25,4552
2018-09-26,4559
2018-09-27,4559
2018-09-28,4412
2018-09-29,4337
2018-09-30,4422
2018-10-02,4343
2018-10-03,4283
2018-10-04,4283
2018-10-05,4420
2018-10-06,4579
2018-10-07,4579
2018-10-08,4805
2018-10-09,4996
2018-10-10,4842
2018-10-11,4667
2018-10-12,4667
2018-10-13,4568
2018-10-14,4388
2018-10-15,4369
2018-10-16,4424
2018-10-17,4609
2018-10-18,4632
2018-10-19,4619
2018-10-20,4619
2018-10-21,4574
2018-10-22,4487
2018-10-23,4487
2018-10-24,4480
2018-10-25,4559
2018-10-26,4559
2018-10-27,4598
2018-10-28,4714
2018-10-29,4714
2018-10-30,4762
2018-10-31,4840
2018-11-01,4940
2018-11-03,5207
2018-11-04,5356
2018-11-05,5427
2018-11-06,5391
2018-11-07,5410
2018-11-08,5337
2018-11-09,5316
2018-11-10,5354
2018-11-11,5569
2018-11-12,5740
2018-11-13,5840
2018-11-14,5630
2018-11-15,5709
2018-11-16,5937
2018-11-17,6233
2018-11-18,6452
2018-11-19,6567
2018-11-20,6836
2018-11-21,6914
2018-11-22,7117
2018-11-23,7236
2018-11-24,7436
2018-11-25,7797
2018-11-26,8103
2018-11-27,8491
2018-11-28,8894
2018-11-29,9337
2018-12-01,10043
2018-12-02,10182
2018-12-03,10182
2018-12-04,10316
2018-12-05,9842
2018-12-07,9424
2018-12-09,8776
2018-12-10,8697
2018-12-11,8475
2018-12-12,8388
2018-12-13,8171
2018-12-14,8248
2018-12-15,8031
2018-12-16,7816
2018-12-17,7517
2018-12-18,7247
2018-12-19,6907
2018-12-20,6626
2018-12-21,6390
2018-12-22,6082
2018-12-23,5905
2018-12-24,5702
2018-12-25,5542
2018-12-26,5409
2018-12-27,5406
2018-12-28,5369
2018-12-29,5266
2018-12-30,5050
2018-12-31,5000
2019-01-01,4986
2019-01-02,4904
2019-01-03,4848
2019-01-04,4895
2019-01-05,4787
2019-01-06,4631
2019-01-08,4413
2019-01-10,4465
2019-01-11,4393
2019-01-12,4353
2019-01-13,4240
2019-01-14,4071
2019-01-15,4026
2019-01-16,4034
2019-01-17,4022
2019-01-18,4022
2019-01-19,3990
2019-01-20,4037
2019-01-21,4062
2019-01-22,4169
2019-01-23,4288
2019-01-24,4434
2019-01-25,4584
2019-01-26,4678
2019-01-27,4774
2019-01-28,4942
2019-01-29,5092
2019-01-30,5187
2019-01-31,5219
2019-02-01,5270
2019-02-02,5275
2019-02-03,5336
2019-02-04,5336
2019-02-05,5408
2019-02-06,5420
2019-02-07,5494
2019-02-08,5613
2019-02-09,5685
2019-02-10,5664
2019-02-11,5756
2019-02-12,5738
2019-02-13,5810
2019-02-14,5810
2019-02-15,5937
2019-02-16,5966
2019-02-17,5926
2019-02-18,5965
2019-02-19,6049
2019-02-20,6252
2019-02-21,6236
2019-02-22,6018
2019-02-23,5805
2019-02-24,5602
2019-02-25,5330
2019-02-26,5116
2019-02-27,5122
2019-02-28,5034
2019-03-01,5041
2019-03-02,4902
2019-03-03,4721
2019-03-04,4710
2019-03-05,4684
2019-03-06,4665
2019-03-07,4652
2019-03-08,4652
2019-03-09,4505
2019-03-10,4378
2019-03-11,4224
2019-03-12,4211
2019-03-13,4103
2019-03-14,4002
2019-03-15,3898
2019-03-16,3810
2019-03-17,3675
2019-03-18,3675
2019-03-19,3681
2019-03-20,3653
2019-03-21,3678
2019-03-22,3678
2019-03-23,3522
2019-03-24,3424
2019-03-25,3424
2019-03-26,3430
2019-03-27,3430
2019-03-28,3282
2019-03-29,3294
2019-03-30,3294
2019-03-31,3175
2019-04-01,3229
2019-04-02,3234
2019-04-03,3352
2019-04-04,3510
2019-04-05,3513
