date_obj,Dragon%20longsword price
2015-11-06,71643
2015-11-07,70905
2015-11-08,70905
2015-11-09,68086
2015-11-10,68603
2015-11-11,69814
2015-11-12,68512
2015-11-13,67643
2015-11-14,67531
2015-11-15,67767
2015-11-16,69749
2015-11-17,68739
2015-11-18,69331
2015-11-19,70549
2015-11-20,70033
2015-11-21,70033
2015-11-22,70196
2015-11-23,70196
2015-11-24,70139
2015-11-25,72243
2015-11-26,72243
2015-11-27,73366
2015-11-28,72891
2015-11-29,70545
2015-11-30,69651
2015-12-01,67183
2015-12-02,67916
2015-12-03,69388
2015-12-04,70516
2015-12-05,70237
2015-12-06,70439
2015-12-07,70081
2015-12-08,69878
2015-12-09,68924
2015-12-10,67724
2015-12-11,67227
2015-12-12,68779
2015-12-13,69363
2015-12-14,69363
2015-12-15,67338
2015-12-16,68238
2015-12-17,69976
2015-12-18,67667
2015-12-19,68334
2015-12-20,67894
2015-12-21,68586
2015-12-22,69476
2015-12-23,70472
2015-12-24,70567
2015-12-25,69358
2015-12-26,69155
2015-12-27,68611
2015-12-28,68253
2015-12-29,68187
2015-12-30,69105
2015-12-31,70083
2016-01-01,69105
2016-01-02,68519
2016-01-03,68208
2016-01-04,68432
2016-01-05,68499
2016-01-06,67526
2016-01-07,68321
2016-01-08,68425
2016-01-09,69157
2016-01-10,69217
2016-01-11,68821
2016-01-12,68219
2016-01-13,69205
2016-01-14,67909
2016-01-15,68021
2016-01-16,69060
2016-01-17,69383
2016-01-18,68637
2016-01-19,68216
2016-01-20,69655
2016-01-21,68968
2016-01-22,69521
2016-01-23,69190
2016-01-24,70671
2016-01-25,68547
2016-01-26,68258
2016-01-27,67963
2016-01-28,67963
2016-01-29,68478
2016-01-30,68852
2016-01-31,68814
2016-02-01,68857
2016-02-02,69275
2016-02-03,68663
2016-02-04,67992
2016-02-05,67309
2016-02-06,67391
2016-02-07,67569
2016-02-08,67406
2016-02-09,67658
2016-02-10,68178
2016-02-11,68161
2016-02-12,68180
2016-02-13,68866
2016-02-14,70003
2016-02-15,68941
2016-02-16,68042
2016-02-17,68133
2016-02-18,67357
2016-02-19,67495
2016-02-20,67580
2016-02-21,68584
2016-02-22,70709
2016-02-23,70093
2016-02-24,69066
2016-02-25,68177
2016-02-26,67305
2016-02-27,67588
2016-02-28,68983
2016-02-29,69561
2016-03-01,68698
2016-03-02,68622
2016-03-03,68095
2016-03-04,67683
2016-03-05,67711
2016-03-06,68154
2016-03-07,68884
2016-03-08,70043
2016-03-09,71631
2016-03-10,69271
2016-03-11,68278
2016-03-12,67752
2016-03-13,67615
2016-03-14,66322
2016-03-15,64006
2016-03-16,65194
2016-03-17,64487
2016-03-18,66666
2016-03-19,67150
2016-03-20,66719
2016-03-21,67623
2016-03-22,70537
2016-03-23,68848
2016-03-24,68583
2016-03-25,68333
2016-03-26,67867
2016-03-27,68558
2016-03-28,67593
2016-03-29,68030
2016-03-30,68030
2016-03-31,68639
2016-04-01,67720
2016-04-02,67011
2016-04-03,67926
2016-04-04,68873
2016-04-05,67983
2016-04-06,68240
2016-04-07,67028
2016-04-08,67649
2016-04-09,67066
2016-04-10,70053
2016-04-11,70053
2016-04-12,71862
2016-04-13,70614
2016-04-14,68061
2016-04-15,68092
2016-04-16,68869
2016-04-17,68491
2016-04-18,69321
2016-04-19,68364
2016-04-20,68677
2016-04-21,69927
2016-04-22,70753
2016-04-23,69925
2016-04-24,68797
2016-04-25,68347
2016-04-26,69172
2016-04-27,68653
2016-04-28,67377
2016-04-29,67209
2016-04-30,66005
2016-05-01,66860
2016-05-02,66030
2016-05-03,66802
2016-05-04,66794
2016-05-05,65918
2016-05-06,65918
2016-05-07,66824
2016-05-08,65562
2016-05-09,67006
2016-05-10,68567
2016-05-11,67932
2016-05-12,67842
2016-05-13,69665
2016-05-14,68856
2016-05-15,69074
2016-05-16,67377
2016-05-17,67805
2016-05-18,70093
2016-05-19,70100
2016-05-22,67857
2016-05-23,68022
2016-05-24,68340
2016-05-25,68058
2016-05-26,67460
2016-05-27,67652
2016-05-28,67849
2016-05-29,68064
2016-05-30,69066
2016-05-31,68549
2016-06-01,68840
2016-06-02,69773
2016-06-03,70410
2016-06-04,69126
2016-06-05,69236
2016-06-06,69164
2016-06-07,69065
2016-06-08,68877
2016-06-09,68373
2016-06-10,67145
2016-06-11,66317
2016-06-12,67146
2016-06-13,67739
2016-06-14,68011
2016-06-15,68242
2016-06-16,68542
2016-06-17,68360
2016-06-18,67576
2016-06-19,67652
2016-06-20,67236
2016-06-21,67389
2016-06-22,68374
2016-06-23,67870
2016-06-24,66347
2016-06-25,67376
2016-06-26,67382
2016-06-27,67708
2016-06-28,68445
2016-06-29,68103
2016-06-30,67439
2016-07-01,67828
2016-07-02,68436
2016-07-03,67450
2016-07-04,66986
2016-07-05,68365
2016-07-06,68504
2016-07-07,68241
2016-07-08,67926
2016-07-09,68170
2016-07-10,66127
2016-07-11,64206
2016-07-12,65777
2016-07-13,67288
2016-07-14,65911
2016-07-15,66972
2016-07-16,66991
2016-07-17,68123
2016-07-18,68307
2016-07-23,67941
2016-07-24,67649
2016-07-25,67039
2016-07-26,66319
2016-07-27,66519
2016-07-28,67122
2016-07-29,68130
2016-07-30,68221
2016-07-31,68138
2016-08-01,68213
2016-08-02,68306
2016-08-03,68097
2016-08-04,68195
2016-08-05,68126
2016-08-06,68214
2016-08-07,67166
2016-08-08,66429
2016-08-09,67248
2016-08-10,67936
2016-08-11,68371
2016-08-12,68543
2016-08-13,68934
2016-08-14,68727
2016-08-15,67741
2016-08-16,67394
2016-08-17,66445
2016-08-18,67151
2016-08-19,67659
2016-08-20,68233
2016-08-21,68455
2016-08-22,68281
2016-08-23,67502
2016-08-24,68001
2016-08-25,68182
2016-08-26,69043
2016-08-28,67553
2016-08-31,69206
2016-09-01,68538
2016-09-02,68538
2016-09-03,68976
2016-09-04,68390
2016-09-05,68573
2016-09-06,68461
2016-09-07,68280
2016-09-08,68450
2016-09-09,69173
2016-09-10,69807
2016-09-11,68914
2016-09-12,68350
2016-09-13,68476
2016-09-14,69380
2016-09-15,68543
2016-09-16,68408
2016-09-17,68794
2016-09-18,67924
2016-09-19,67568
2016-09-20,67440
2016-09-21,68114
2016-09-22,68151
2016-09-23,68086
2016-09-24,68086
2016-09-25,67985
2016-09-26,67449
2016-09-27,67604
2016-09-28,67502
2016-09-29,66208
2016-09-30,66027
2016-10-01,66883
2016-10-02,67228
2016-10-03,67862
2016-10-04,69522
2016-10-05,68662
2016-10-06,67693
2016-10-07,67718
2016-10-08,67954
2016-10-09,67931
2016-10-10,68263
2016-10-11,68440
2016-10-12,68596
2016-10-13,68656
2016-10-14,68647
2016-10-15,67842
2016-10-16,67334
2016-10-17,66389
2016-10-18,67626
2016-10-19,66958
2016-10-20,67958
2016-10-21,68054
2016-10-22,68200
2016-10-23,67949
2016-10-24,68518
2016-10-25,68247
2016-10-26,68181
2016-10-27,67812
2016-10-28,67808
2016-10-29,68279
2016-10-30,68480
2016-10-31,68409
2016-11-01,68566
2016-11-02,68387
2016-11-03,68592
2016-11-04,67864
2016-11-05,67878
2016-11-06,66765
2016-11-07,66882
2016-11-08,67239
2016-11-09,67416
2016-11-10,67498
2016-11-11,67618
2016-11-12,68317
2016-11-13,66685
2016-11-14,65877
2016-11-15,67621
2016-12-07,69793
2016-12-08,67797
2016-12-09,68342
2016-12-10,68174
2016-12-11,67918
2016-12-12,67296
2016-12-13,67281
2016-12-14,67786
2016-12-15,68037
2016-12-16,67683
2016-12-17,68213
2016-12-18,67268
2016-12-19,67479
2016-12-20,66248
2016-12-21,67445
2016-12-22,68263
2016-12-23,67960
2016-12-24,67942
2016-12-25,68533
2016-12-26,68580
2016-12-27,68066
2016-12-28,68112
2016-12-29,68076
2016-12-30,67147
2016-12-31,67122
2017-01-01,66857
2017-01-02,67550
2017-01-03,67365
2017-01-04,67665
2017-01-05,66803
2017-01-06,66897
2017-01-07,66903
2017-01-08,67701
2017-01-09,67757
2017-01-10,68514
2017-01-11,67983
2017-01-12,67989
2017-01-13,67815
2017-01-14,68381
2017-01-15,68473
2017-01-16,68400
2017-01-17,68129
2017-01-18,68000
2017-01-19,67222
2017-01-20,66444
2017-01-21,67849
2017-01-22,67717
2017-01-23,68159
2017-01-27,67413
2017-01-28,67425
2017-01-29,67494
2017-01-30,67348
2017-01-31,67920
2017-02-01,67903
2017-02-02,67831
2017-02-03,67826
2017-02-04,67001
2017-02-05,67150
2017-02-06,68210
2017-02-07,68449
2017-02-08,67707
2017-02-09,68064
2017-02-10,68191
2017-02-11,67683
2017-02-12,67996
2017-02-13,66645
2017-02-14,66946
2017-02-15,67998
2017-02-16,68384
2017-02-18,67767
2017-02-19,67757
2017-02-20,68079
2017-02-21,68268
2017-02-22,68415
2017-02-23,68020
2017-02-24,68326
2017-02-25,68118
2017-02-26,68360
2017-02-27,68406
2017-02-28,68570
2017-03-01,68690
2017-03-02,68602
2017-03-03,68504
2017-03-04,68408
2017-03-05,68080
2017-03-06,68415
2017-03-07,68869
2017-03-08,67994
2017-03-09,67764
2017-03-10,68085
2017-03-11,68232
2017-03-12,68285
2017-03-13,68328
2017-03-14,67060
2017-03-15,66495
2017-03-16,67785
2017-03-17,68199
2017-03-18,67916
2017-03-19,68265
2017-03-20,68263
2017-03-21,68453
2017-03-22,68101
2017-03-23,68333
2017-03-24,67726
2017-03-25,67767
2017-03-26,67669
2017-03-27,67783
2017-03-28,68065
2017-03-29,68346
2017-03-30,68116
2017-03-31,68271
2017-04-01,68612
2017-04-02,68669
2017-04-03,68454
2017-04-04,68515
2017-04-12,68423
2017-04-13,68316
2017-04-14,68522
2017-04-15,68499
2017-04-16,68685
2017-04-17,66354
2017-04-18,66960
2017-04-19,66641
2017-04-20,64951
2017-04-21,62991
2017-04-22,64136
2017-04-23,63757
2017-04-24,64536
2017-04-25,64162
2017-04-26,62201
2017-04-27,63969
2017-04-28,65795
2017-04-29,66937
2017-04-30,67177
2017-05-01,67424
2017-05-02,67587
2017-05-03,67073
2017-05-04,67215
2017-05-05,66855
2017-05-06,66962
2017-05-07,65870
2017-05-08,67340
2017-05-09,67493
2017-05-10,67313
2017-05-11,66943
2017-05-12,67602
2017-05-13,67122
2017-05-14,67111
2017-05-15,66965
2017-05-16,67244
2017-05-17,67412
2017-05-18,67339
2017-05-19,67435
2017-05-20,67585
2017-05-21,67760
2017-05-22,67989
2017-05-23,68170
2017-05-24,68510
2017-05-25,65084
2017-05-26,61829
2017-05-27,59484
2017-05-28,59491
2017-05-29,59476
2017-05-30,59558
2017-05-31,59527
2017-06-01,59518
2017-06-02,59393
2017-06-03,59533
2017-06-04,59277
2017-06-05,59586
2017-06-06,59624
2017-06-07,59918
2017-06-08,59540
2017-06-09,59520
2017-06-10,59499
2017-06-11,59522
2017-06-12,59490
2017-06-13,59629
2017-06-14,59654
2017-06-15,59607
2017-06-16,59558
2017-06-17,60124
2017-06-18,59633
2017-06-19,59598
2017-06-20,59619
2017-06-21,59555
2017-06-22,59576
2017-06-23,59554
2017-06-24,59444
2017-06-25,59532
2017-06-26,59673
2017-06-27,59712
2017-06-28,59520
2017-06-29,59701
2017-06-30,59463
2017-07-01,59383
2017-07-02,59766
2017-07-03,59975
2017-07-04,59795
2017-07-05,59483
2017-07-06,59570
2017-07-07,59269
2017-07-08,59795
2017-07-13,59573
2017-07-14,59618
2017-07-15,59497
2017-07-16,59560
2017-07-17,59664
2017-07-18,59544
2017-07-19,60029
2017-07-20,59657
2017-07-21,59527
2017-07-22,59559
2017-07-23,59638
2017-07-24,59706
2017-07-25,59821
2017-07-26,59574
2017-07-27,59796
2017-07-28,59680
2017-07-29,59738
2017-07-30,59656
2017-07-31,59380
2017-08-01,59587
2017-08-02,59650
2017-08-03,59770
2017-08-04,59819
2017-08-05,59599
2017-08-06,59529
2017-08-09,59536
2017-08-10,59612
2017-08-11,59562
2017-08-12,59513
2017-08-13,59346
2017-08-14,59573
2017-08-15,59899
2017-08-16,59551
2017-08-17,59528
2017-08-18,59542
2017-08-19,59644
2017-08-20,59556
2017-08-21,59699
2017-08-22,59536
2017-08-23,59769
2017-08-24,59918
2017-08-25,59630
2017-08-26,59859
2017-08-27,59579
2017-08-28,59501
2017-08-29,59660
2017-08-30,59806
2017-08-31,59613
2017-09-01,59582
2017-09-03,59514
2017-09-04,59478
2017-09-05,59641
2017-09-06,59417
2017-09-07,59443
2017-09-08,59463
2017-09-09,59519
2017-09-10,59699
2017-09-11,59715
2017-09-12,60148
2017-09-13,59620
2017-09-14,59537
2017-09-15,59720
2017-09-16,59527
2017-09-17,59616
2017-09-18,59636
2017-09-19,59520
2017-09-20,59633
2017-09-21,59629
2017-09-22,59912
2017-09-23,59796
2017-09-24,59599
2017-09-25,59372
2017-09-26,59505
2017-09-27,59796
2017-09-28,59638
2017-09-29,59597
2017-09-30,59572
2017-10-01,59560
2017-10-02,59529
2017-10-03,59593
2017-10-04,59258
2017-10-05,59795
2017-10-06,59535
2017-10-07,59574
2017-10-08,59589
2017-10-09,59598
2017-10-10,59646
2017-10-11,60051
2017-10-12,59785
2017-10-13,59657
2017-10-14,59519
2017-10-15,59688
2017-10-16,59793
2017-10-17,59834
2017-10-18,59657
2017-10-19,59559
2017-10-20,59516
2017-10-21,59740
2017-10-22,59393
2017-10-23,59592
2017-10-24,59637
2017-10-25,59530
2017-10-26,59532
2017-10-27,59521
2017-10-28,59548
2017-10-29,59341
2017-10-30,59703
2017-10-31,59574
2017-11-01,59498
2017-11-02,59517
2017-11-03,59410
2017-11-04,59318
2017-11-05,59447
2017-11-06,59467
2017-11-07,59567
2017-11-08,59497
2017-11-09,59496
2017-11-10,59621
2017-11-11,59550
2017-11-12,59683
2017-11-13,59650
2017-11-14,59622
2017-11-15,59536
2017-11-16,59549
2017-11-17,59606
2017-11-18,59523
2017-11-19,59509
2017-11-20,59156
2017-11-21,59602
2017-11-22,59563
2017-11-23,58992
2017-11-24,59203
2017-11-25,59323
2017-11-26,59392
2017-11-27,59394
2017-11-28,59497
2017-11-29,59571
2017-11-30,59499
2017-12-01,59439
2017-12-02,59438
2017-12-03,59499
2017-12-04,59567
2017-12-05,59563
2017-12-06,59549
2017-12-07,59565
2017-12-08,59479
2017-12-09,59595
2017-12-10,59361
2017-12-11,59236
2017-12-12,59308
2017-12-13,59181
2017-12-14,59350
2017-12-15,59413
2017-12-16,59513
2017-12-17,59426
2017-12-18,59469
2017-12-19,59518
2017-12-20,59527
2017-12-21,59552
2017-12-22,59556
2017-12-23,59482
2017-12-24,59541
2017-12-25,59564
2017-12-26,59628
2017-12-27,59571
2017-12-28,59627
2017-12-29,59625
2017-12-30,59539
2017-12-31,59533
2018-01-01,59527
2018-01-02,59774
2018-01-03,59388
2018-01-04,59368
2018-01-05,59434
2018-01-06,59555
2018-01-07,59538
2018-01-08,59124
2018-01-09,59204
2018-01-10,59372
2018-01-11,59475
2018-01-12,59471
2018-01-13,59440
2018-01-14,59426
2018-01-15,59355
2018-01-16,59423
2018-01-17,59460
2018-01-18,59474
2018-01-19,59530
2018-01-20,59461
2018-01-21,59490
2018-01-22,59486
2018-01-23,59488
2018-01-25,59512
2018-01-26,59578
2018-01-27,59424
2018-01-28,59485
2018-01-29,59512
2018-01-30,59510
2018-01-31,59517
2018-02-01,59469
2018-02-02,59476
2018-02-03,59430
2018-02-04,59486
2018-02-05,59523
2018-02-06,59527
2018-02-07,59213
2018-02-08,58821
2018-02-09,58939
2018-02-10,59099
2018-02-11,59120
2018-02-12,59221
2018-02-13,59266
2018-02-14,59281
2018-02-15,59224
2018-02-16,59241
2018-02-17,59289
2018-02-18,59332
2018-02-19,59334
2018-02-20,59298
2018-02-21,59268
2018-02-22,59438
2018-02-23,59501
2018-02-24,59583
2018-02-25,59536
2018-02-26,59536
2018-02-27,59539
2018-02-28,59532
2018-03-01,59564
2018-03-02,59492
2018-03-03,59523
2018-03-04,59527
2018-03-05,59495
2018-03-06,59479
2018-03-07,59511
2018-03-08,59536
2018-03-09,59527
2018-03-10,59520
2018-03-11,59488
2018-03-12,59481
2018-03-13,59486
2018-03-14,59536
2018-03-15,59171
2018-03-16,59465
2018-03-17,59517
2018-03-18,59504
2018-03-20,59478
2018-03-21,59489
2018-03-23,59450
2018-03-24,59543
2018-03-25,59660
2018-03-26,59548
2018-03-27,59519
2018-03-28,59609
2018-03-29,59550
2018-03-30,59597
2018-03-31,59661
2018-04-01,59534
2018-04-02,59475
2018-04-03,59465
2018-04-04,59485
2018-04-05,59500
2018-04-06,59496
2018-04-07,59482
2018-04-08,59469
2018-04-09,59444
2018-04-10,59454
2018-04-11,59520
2018-04-12,59535
2018-04-13,59403
2018-04-14,59499
2018-04-15,59509
2018-04-16,59416
2018-04-17,59551
2018-04-18,59494
2018-04-19,59464
2018-04-20,59438
2018-04-21,59440
2018-04-22,59456
2018-04-23,59470
2018-04-24,59419
2018-04-25,59420
2018-04-26,59466
2018-04-27,59456
2018-04-28,59437
2018-04-29,59008
2018-04-30,59345
2018-05-01,59389
2018-05-03,59443
2018-05-04,59478
2018-05-05,59455
2018-05-07,59483
2018-05-08,59458
2018-05-09,59387
2018-05-10,59379
2018-05-11,59424
2018-05-12,59452
2018-05-13,59456
2018-05-14,59418
2018-05-15,59446
2018-05-16,59454
2018-05-17,59485
2018-05-18,59478
2018-05-19,59477
2018-05-20,59496
2018-05-21,59472
2018-05-22,59384
2018-05-23,59419
2018-05-24,59412
2018-05-25,59469
2018-05-26,59471
2018-05-27,59433
2018-05-28,59452
2018-05-29,59489
2018-05-30,59478
2018-05-31,59491
2018-06-01,59417
2018-06-02,59414
2018-06-03,59488
2018-06-04,59416
2018-06-05,59448
2018-06-06,59411
2018-06-07,59488
2018-06-08,59449
2018-06-09,59461
2018-06-10,59454
2018-06-11,59443
2018-06-12,59424
2018-06-13,59382
2018-06-14,59337
2018-06-15,59344
2018-06-16,59381
2018-06-17,59365
2018-06-18,59355
2018-06-19,59407
2018-06-20,59414
2018-06-21,59429
2018-06-22,59412
2018-06-23,59423
2018-06-24,59446
2018-06-25,59463
2018-06-26,59458
2018-06-27,59411
2018-06-28,59379
2018-06-29,59397
2018-06-30,59400
2018-07-01,59413
2018-07-02,59455
2018-07-03,59435
2018-07-04,59432
2018-07-05,59383
2018-07-06,59417
2018-07-07,59456
2018-07-08,59481
2018-07-09,59462
2018-07-10,59426
2018-07-11,59441
2018-07-12,59367
2018-07-13,59443
2018-07-14,59494
2018-07-15,59450
2018-07-16,59439
2018-07-17,59478
2018-07-18,59463
2018-07-19,59383
2018-07-20,59502
2018-07-21,59506
2018-07-22,59478
2018-07-23,59481
2018-07-24,59541
2018-07-25,59532
2018-07-26,59439
2018-07-27,59434
2018-07-28,59404
2018-07-29,59398
2018-07-30,59379
2018-07-31,59460
2018-08-01,59482
2018-08-02,59416
2018-08-03,59387
2018-08-04,59344
2018-08-05,59382
2018-08-06,59381
2018-08-07,59350
2018-08-08,59384
2018-08-09,59426
2018-08-10,59464
2018-08-11,59395
2018-08-12,59327
2018-08-14,59464
2018-08-16,59476
2018-08-17,59345
2018-08-18,59340
2018-08-19,59413
2018-08-20,59537
2018-08-21,59474
2018-08-22,59481
2018-08-23,59463
2018-08-24,59475
2018-08-25,59487
2018-08-26,59507
2018-08-27,59451
2018-08-28,59417
2018-08-29,59401
2018-08-30,59402
2018-08-31,59433
2018-09-01,59407
2018-09-02,59444
2018-09-03,59418
2018-09-04,59438
2018-09-05,59420
2018-09-06,59473
2018-09-07,59567
2018-09-08,59499
2018-09-09,59531
2018-09-10,59426
2018-09-11,59451
2018-09-12,59500
2018-09-13,59523
2018-09-14,59496
2018-09-15,59488
2018-09-16,59717
2018-09-17,59425
2018-09-18,59448
2018-09-19,59453
2018-09-20,59409
2018-09-21,59390
2018-09-22,59412
2018-09-23,59406
2018-09-24,59471
2018-09-25,59545
2018-09-26,59495
2018-09-27,59517
2018-09-28,59469
2018-09-29,59462
2018-09-30,59483
2018-10-01,59580
2018-10-02,59478
2018-10-03,59413
2018-10-04,59602
2018-10-05,59469
2018-10-06,59523
2018-10-07,59510
2018-10-08,59482
2018-10-09,59431
2018-10-10,59397
2018-10-11,59424
2018-10-12,59455
2018-10-13,59424
2018-10-14,59331
2018-10-15,59419
2018-10-16,59480
2018-10-17,59541
2018-10-18,59523
2018-10-19,59393
2018-10-20,59402
2018-10-21,59437
2018-10-22,59444
2018-10-23,59456
2018-10-24,59481
2018-10-25,59595
2018-10-26,59455
2018-10-27,59492
2018-10-28,59501
2018-10-29,59449
2018-10-30,59423
2018-10-31,59523
2018-11-01,59542
2018-11-03,59603
2018-11-04,59468
2018-11-05,59491
2018-11-06,59590
2018-11-07,59553
2018-11-08,59524
2018-11-09,59527
2018-11-10,59572
2018-11-11,59455
2018-11-12,59462
2018-11-13,59467
2018-11-14,59683
2018-11-15,59562
2018-11-16,59425
2018-11-17,59456
2018-11-18,59425
2018-11-19,59539
2018-11-20,59623
2018-11-21,59504
2018-11-22,59605
2018-11-23,59512
2018-11-24,59633
2018-11-25,59588
2018-11-26,59670
2018-11-27,59589
2018-11-28,59627
2018-11-29,59543
2018-12-01,59576
2018-12-02,59600
2018-12-03,59545
2018-12-04,59524
2018-12-05,59598
2018-12-07,59481
2018-12-09,59626
2018-12-10,59578
2018-12-11,59534
2018-12-12,59550
2018-12-13,59654
2018-12-14,59647
2018-12-15,59600
2018-12-16,59559
2018-12-17,59490
2018-12-18,59502
2018-12-19,59526
2018-12-20,59587
2018-12-21,59586
2018-12-22,59561
2018-12-23,59599
2018-12-24,59641
2018-12-25,59591
2018-12-26,59554
2018-12-27,59532
2018-12-28,59543
2018-12-29,59516
2018-12-30,59529
2018-12-31,59518
2019-01-01,59572
2019-01-02,59521
2019-01-03,59519
2019-01-04,59500
2019-01-05,59568
2019-01-06,59506
2019-01-08,59534
2019-01-10,59062
2019-01-11,59154
2019-01-12,59271
2019-01-13,59381
2019-01-14,59436
2019-01-15,59440
2019-01-16,59443
2019-01-17,59452
2019-01-18,59445
2019-01-19,59416
2019-01-20,59422
2019-01-21,59448
2019-01-22,59489
2019-01-23,59487
2019-01-24,59490
2019-01-25,59472
2019-01-26,59467
2019-01-27,59501
2019-01-28,59527
2019-01-29,59511
2019-01-30,59493
2019-01-31,59577
2019-02-01,59507
2019-02-02,59476
2019-02-03,59505
2019-02-04,59494
2019-02-05,59500
2019-02-06,59552
2019-02-07,59543
2019-02-08,59512
2019-02-09,59523
2019-02-10,59520
2019-02-11,59506
2019-02-12,59512
2019-02-13,59497
2019-02-14,59479
2019-02-15,59437
2019-02-16,59500
2019-02-17,59600
2019-02-18,59484
2019-02-19,59546
2019-02-20,59503
2019-02-21,59509
2019-02-22,59471
2019-02-23,59526
2019-02-24,59594
2019-02-25,59493
2019-02-26,59562
2019-02-27,59540
2019-02-28,59476
2019-03-01,59493
2019-03-02,59559
2019-03-03,59610
2019-03-04,59555
2019-03-05,59549
2019-03-06,59547
2019-03-07,59572
2019-03-08,59569
2019-03-09,59546
2019-03-10,59492
2019-03-11,59489
2019-03-12,59476
2019-03-13,59513
2019-03-14,59495
2019-03-15,59464
2019-03-16,59427
2019-03-17,59374
2019-03-18,59381
2019-03-19,59436
2019-03-20,59468
2019-03-21,59550
2019-03-22,59602
2019-03-23,59470
2019-03-24,59460
2019-03-25,59476
2019-03-26,59535
2019-03-27,59486
2019-03-28,59397
