date_obj,Bandos%20godsword%20ornament%20kit price
2020-02-12,3466798
2020-02-13,3371156
2020-02-14,3378474
2020-02-15,3365861
2020-02-16,3376327
2020-02-17,3323849
2020-02-18,3315903
2020-02-19,3315903
2020-02-20,3255884
2020-02-21,3255884
2020-02-22,3233192
2020-02-23,3214003
2020-02-24,3192604
2020-02-25,3157226
2020-02-26,3157237
2020-02-27,3145963
2020-02-28,3168170
2020-02-29,3168170
2020-03-01,3242664
2020-03-02,3324886
2020-03-03,3338589
2020-03-04,3338589
2020-03-05,3439840
2020-03-06,3550962
2020-03-07,3518804
2020-03-08,3482032
2020-03-09,3448786
2020-03-10,3452072
2020-03-11,3452072
2020-03-12,3445531
2020-03-13,3488909
2020-03-14,3557285
2020-03-15,3710330
2020-03-16,3808198
2020-03-17,3677548
2020-03-18,3667866
2020-03-19,3680016
2020-03-20,3748108
2020-03-21,3839362
2020-03-22,4012455
2020-03-23,4086403
2020-03-24,4148210
2020-03-25,4223612
2020-03-26,4276167
2020-03-27,4233376
2020-03-28,4143654
2020-03-29,4233760
2020-03-30,4243553
2020-03-31,4200984
2020-04-01,4132271
2020-04-02,4106181
2020-04-03,4106181
2020-04-04,3952641
2020-04-05,3794907
2020-04-06,3626940
2020-04-07,3448013
2020-04-08,3280650
2020-04-09,3181175
2020-04-10,3181175
2020-04-11,3255198
2020-04-12,3354632
2020-04-13,3269438
2020-04-14,3234664
2020-04-15,3258176
2020-04-16,3214550
2020-04-17,3208219
2020-04-18,3155849
2020-04-19,3062102
2020-04-20,3014549
2020-04-21,2901411
2020-04-22,2923354
2020-04-23,2925746
2020-04-24,2928590
2020-04-25,2879623
2020-04-26,2891911
2020-04-27,2916604
2020-04-28,3022186
2020-04-29,3085680
2020-04-30,3190326
2020-05-01,3186046
2020-05-02,3223631
2020-05-03,3175783
2020-05-04,3158702
2020-05-05,3158217
2020-05-06,3084017
2020-05-07,3077395
2020-05-08,3200892
2020-05-09,3306552
2020-05-10,3309279
2020-05-11,3297728
2020-05-12,3276465
2020-05-13,3207669
