date_obj,Uncut%20sapphire price
2015-07-25,1152
2015-07-26,1161
2015-07-27,1175
2015-07-28,1186
2015-07-29,1215
2015-07-30,1235
2015-07-31,1226
2015-08-01,1214
2015-08-02,1177
2015-08-03,1164
2015-08-04,1163
2015-08-05,1152
2015-08-06,1145
2015-08-07,1138
2015-08-08,1111
2015-08-09,1085
2015-08-10,1112
2015-08-11,1105
2015-08-12,1113
2015-08-13,1110
2015-08-14,1152
2015-08-15,1206
2015-08-16,1183
2015-08-17,1182
2015-08-18,1219
2015-08-19,1203
2015-08-20,1249
2015-08-21,1276
2015-08-22,1304
2015-08-23,1346
2015-08-24,1402
2015-08-25,1428
2015-08-26,1442
2015-08-27,1473
2015-08-28,1428
2015-08-29,1387
2015-08-30,1327
2015-08-31,1302
2015-09-01,1286
2015-09-02,1272
2015-09-03,1255
2015-09-04,1227
2015-09-05,1271
2015-09-06,1240
2015-09-07,1195
2015-09-08,1211
2015-09-09,1216
2015-09-10,1196
2015-09-11,1196
2015-09-12,1173
2015-09-13,1211
2015-09-14,1208
2015-09-15,1172
2015-09-16,1123
2015-09-17,1109
2015-09-18,1062
2015-09-19,1035
2015-09-20,988
2015-09-21,962
2015-09-22,978
2015-09-23,1020
2015-09-24,1052
2015-09-25,1054
2015-09-27,994
2015-09-28,1005
2015-09-29,1034
2015-09-30,1040
2015-10-05,1111
2015-10-06,1090
2015-10-07,1046
2015-10-08,1074
2015-10-09,1058
2015-10-10,1032
2015-10-11,1023
2015-10-12,1005
2015-10-13,994
2015-10-14,992
2015-10-15,1025
2015-10-16,1030
2015-10-17,1011
2015-10-18,1024
2015-10-19,1046
2015-10-20,1063
2015-10-22,1043
2015-10-23,1024
2015-10-24,1016
2015-10-25,1002
2015-10-26,1018
2015-10-27,1011
2015-10-29,1004
2015-10-30,987
2015-10-31,1013
2015-11-01,1025
2015-11-02,1045
2015-11-03,1070
2015-11-04,1091
2015-11-05,1115
2015-11-06,1102
2015-11-07,1079
2015-11-08,1087
2015-11-09,1099
2015-11-10,1121
2015-11-11,1155
2015-11-12,1204
2015-11-13,1265
2015-11-14,1313
2015-11-15,1362
2015-11-16,1321
2015-11-17,1304
2015-11-18,1278
2015-11-19,1264
2015-11-20,1276
2015-11-21,1333
2015-11-22,1350
2015-11-23,1377
2015-11-24,1442
2015-11-25,1505
2015-11-26,1555
2015-11-27,1617
2015-11-28,1698
2015-11-29,1754
2015-11-30,1759
2015-12-01,1771
2015-12-02,1814
2015-12-03,1883
2015-12-04,1944
2015-12-05,1998
2015-12-06,1956
2015-12-07,1956
2015-12-08,2000
2015-12-09,1982
2015-12-10,2059
2015-12-11,2106
2015-12-13,2025
2015-12-14,1971
2015-12-15,1895
2015-12-16,1838
2015-12-17,1823
2015-12-18,1749
2015-12-19,1661
2015-12-20,1582
2015-12-21,1504
2015-12-22,1463
2015-12-23,1481
2015-12-24,1530
2015-12-25,1515
2015-12-26,1516
2015-12-27,1500
2015-12-28,1444
2015-12-29,1375
2015-12-30,1359
2015-12-31,1358
2016-01-01,1379
2016-01-02,1444
2016-01-03,1507
2016-01-04,1558
2016-01-05,1558
2016-01-06,1586
2016-01-07,1620
2016-01-08,1615
2016-01-09,1680
2016-01-10,1679
2016-01-11,1610
2016-01-12,1573
2016-01-13,1551
2016-01-14,1570
2016-01-15,1560
2016-01-16,1586
2016-01-17,1643
2016-01-18,1596
2016-01-19,1643
2016-01-20,1660
2016-01-21,1587
2016-01-22,1629
2016-01-23,1626
2016-01-24,1597
2016-01-25,1607
2016-01-26,1677
2016-01-27,1689
2016-01-28,1760
2016-01-29,1804
2016-01-30,1845
2016-01-31,1889
2016-02-01,1882
2016-02-02,1963
2016-02-03,2035
2016-02-04,2110
2016-02-05,2191
2016-02-06,2194
2016-02-07,2135
2016-02-08,2123
2016-02-09,2143
2016-02-10,2186
2016-02-11,2212
2016-02-12,2214
2016-02-13,2167
2016-02-14,2200
2016-02-15,2213
2016-02-16,2308
2016-02-17,2349
2016-02-18,2424
2016-02-19,2382
2016-02-20,2355
2016-02-21,2305
2016-02-22,2339
2016-02-23,2337
2016-02-24,2344
2016-02-25,2295
2016-02-26,2347
2016-02-27,2296
2016-02-28,2219
2016-02-29,2115
2016-03-01,2033
2016-03-02,2003
2016-03-03,1993
2016-03-04,1995
2016-03-05,2024
2016-03-06,1932
2016-03-07,1933
2016-03-08,1907
2016-03-09,1889
2016-03-10,1923
2016-03-11,1997
2016-03-12,1919
2016-03-13,1882
2016-03-14,1801
2016-03-15,1803
2016-03-16,1778
2016-03-17,1840
2016-03-18,1819
2016-03-19,1857
2016-03-20,1805
2016-03-21,1791
2016-03-22,1771
2016-03-23,1744
2016-03-24,1754
2016-03-25,1815
2016-03-26,1826
2016-03-27,1769
2016-03-28,1766
2016-03-29,1808
2016-03-30,1828
2016-03-31,1745
2016-04-01,1729
2016-04-02,1654
2016-04-03,1614
2016-04-04,1648
2016-04-05,1656
2016-04-06,1626
2016-04-07,1612
2016-04-08,1638
2016-04-09,1634
2016-04-10,1631
2016-04-11,1603
2016-04-12,1633
2016-04-13,1641
2016-04-14,1631
2016-04-15,1655
2016-04-16,1645
2016-04-17,1637
2016-04-18,1618
2016-04-19,1644
2016-04-20,1662
2016-04-21,1654
2016-04-22,1665
2016-04-23,1632
2016-04-24,1586
2016-04-25,1544
2016-04-26,1538
2016-04-27,1576
2016-04-28,1651
2016-04-29,1628
2016-04-30,1672
2016-05-01,1685
2016-05-02,1650
2016-05-03,1668
2016-05-04,1666
2016-05-05,1733
2016-05-06,1820
2016-05-07,1829
2016-05-08,1788
2016-05-09,1715
2016-05-10,1717
2016-05-11,1749
2016-05-12,1713
2016-05-13,1668
2016-05-14,1615
2016-05-15,1584
2016-05-16,1571
2016-05-17,1602
2016-05-18,1627
2016-05-19,1631
2016-05-22,1604
2016-05-23,1599
2016-05-24,1628
2016-05-25,1621
2016-05-26,1640
2016-05-27,1652
2016-05-28,1668
2016-05-29,1662
2016-05-30,1638
2016-05-31,1642
2016-06-01,1657
2016-06-02,1680
2016-06-03,1701
2016-06-04,1771
2016-06-05,1824
2016-06-06,1802
2016-06-07,1778
2016-06-08,1745
2016-06-09,1730
2016-06-10,1688
2016-06-11,1653
2016-06-12,1635
2016-06-13,1622
2016-06-14,1646
2016-06-15,1664
2016-06-16,1694
2016-06-17,1717
2016-06-18,1666
2016-06-19,1636
2016-06-20,1657
2016-06-21,1681
2016-06-22,1684
2016-06-23,1714
2016-06-24,1680
2016-06-25,1642
2016-06-26,1633
2016-06-27,1625
2016-06-28,1653
2016-06-29,1667
2016-06-30,1678
2016-07-01,1652
2016-07-02,1639
2016-07-03,1647
2016-07-04,1628
2016-07-05,1639
2016-07-06,1653
2016-07-07,1659
2016-07-08,1684
2016-07-09,1734
2016-07-10,1747
2016-07-11,1721
2016-07-12,1685
2016-07-13,1668
2016-07-14,1646
2016-07-15,1644
2016-07-16,1625
2016-07-17,1639
2016-07-18,1580
2016-07-24,1509
2016-07-25,1482
2016-07-26,1505
2016-07-27,1540
2016-07-28,1529
2016-07-29,1508
2016-07-30,1481
2016-07-31,1464
2016-08-01,1467
2016-08-02,1472
2016-08-03,1454
2016-08-04,1444
2016-08-05,1421
2016-08-06,1440
2016-08-07,1435
2016-08-08,1400
2016-08-09,1385
2016-08-10,1443
2016-08-11,1516
2016-08-12,1591
2016-08-13,1671
2016-08-14,1753
2016-08-15,1801
2016-08-16,1868
2016-08-17,1944
2016-08-18,1982
2016-08-19,1964
2016-08-20,1975
2016-08-21,1908
2016-08-22,1848
2016-08-23,1850
2016-08-24,1913
2016-08-25,1983
2016-08-26,2025
2016-08-28,1849
2016-08-31,1690
2016-09-01,1689
2016-09-02,1671
2016-09-03,1658
2016-09-04,1639
2016-09-05,1641
2016-09-06,1589
2016-09-07,1606
2016-09-08,1577
2016-09-09,1573
2016-09-10,1604
2016-09-11,1623
2016-09-12,1577
2016-09-13,1560
2016-09-14,1561
2016-09-15,1536
2016-09-16,1542
2016-09-17,1555
2016-09-18,1529
2016-09-19,1545
2016-09-20,1582
2016-09-21,1568
2016-09-22,1537
2016-09-23,1538
2016-09-24,1548
2016-09-25,1543
2016-09-26,1558
2016-09-27,1538
2016-09-28,1519
2016-09-29,1534
2016-09-30,1528
2016-10-01,1509
2016-10-02,1528
2016-10-03,1533
2016-10-04,1539
2016-10-05,1572
2016-10-06,1549
2016-10-07,1552
2016-10-08,1541
2016-10-09,1550
2016-10-10,1558
2016-10-11,1537
2016-10-12,1552
2016-10-13,1547
2016-10-14,1541
2016-10-15,1546
2016-10-16,1542
2016-10-17,1547
2016-10-18,1547
2016-10-19,1547
2016-10-20,1574
2016-10-21,1588
2016-10-22,1634
2016-10-23,1678
2016-10-24,1659
2016-10-25,1670
2016-10-26,1686
2016-10-27,1708
2016-10-28,1722
2016-10-29,1677
2016-10-30,1687
2016-10-31,1661
2016-11-01,1689
2016-11-02,1696
2016-11-03,1667
2016-11-04,1638
2016-11-05,1638
2016-11-06,1636
2016-11-07,1672
2016-11-08,1637
2016-11-09,1680
2016-11-10,1670
2016-11-11,1666
2016-11-12,1672
2016-11-13,1728
2016-11-14,1742
2016-12-08,1719
2016-12-09,1679
2016-12-10,1662
2016-12-11,1640
2016-12-12,1640
2016-12-13,1684
2016-12-14,1658
2016-12-15,1641
2016-12-16,1632
2016-12-17,1621
2016-12-18,1623
2016-12-19,1615
2016-12-20,1597
2016-12-21,1612
2016-12-22,1651
2016-12-23,1633
2016-12-24,1610
2016-12-25,1594
2016-12-26,1609
2016-12-27,1621
2016-12-28,1604
2016-12-29,1604
2016-12-30,1615
2016-12-31,1608
2017-01-01,1592
2017-01-02,1600
2017-01-03,1617
2017-01-04,1624
2017-01-05,1630
2017-01-06,1628
2017-01-07,1625
2017-01-08,1621
2017-01-09,1641
2017-01-10,1658
2017-01-11,1672
2017-01-12,1701
2017-01-13,1679
2017-01-14,1659
2017-01-15,1619
2017-01-16,1600
2017-01-17,1607
2017-01-18,1632
2017-01-19,1644
2017-01-20,1671
2017-01-21,1647
2017-01-22,1661
2017-01-27,1648
2017-01-28,1680
2017-01-29,1712
2017-01-30,1723
2017-01-31,1743
2017-02-01,1714
2017-02-02,1656
2017-02-03,1601
2017-02-04,1562
2017-02-05,1586
2017-02-06,1584
2017-02-07,1554
2017-02-08,1562
2017-02-09,1566
2017-02-10,1551
2017-02-11,1539
2017-02-12,1541
2017-02-13,1558
2017-02-14,1588
2017-02-15,1581
2017-02-16,1596
2017-02-18,1586
2017-02-19,1575
2017-02-20,1590
2017-02-21,1583
2017-02-22,1596
2017-02-23,1606
2017-02-24,1621
2017-02-25,1616
2017-02-26,1630
2017-02-27,1632
2017-02-28,1644
2017-03-01,1682
2017-03-02,1704
2017-03-03,1691
2017-03-04,1675
2017-03-05,1678
2017-03-06,1675
2017-03-07,1670
2017-03-08,1691
2017-03-09,1706
2017-03-10,1704
2017-03-11,1714
2017-03-12,1691
2017-03-13,1675
2017-03-14,1666
2017-03-15,1670
2017-03-16,1677
2017-03-17,1665
2017-03-18,1668
2017-03-19,1654
2017-03-20,1626
2017-03-21,1621
2017-03-22,1617
2017-03-23,1618
2017-03-24,1630
2017-03-25,1641
2017-03-26,1618
2017-03-27,1603
2017-03-28,1604
2017-03-29,1574
2017-03-30,1575
2017-04-01,1576
2017-04-02,1579
2017-04-03,1542
2017-04-04,1541
2017-04-12,1531
2017-04-13,1511
2017-04-14,1498
2017-04-15,1485
2017-04-16,1420
2017-04-17,1368
2017-04-18,1376
2017-04-19,1413
2017-04-20,1405
2017-04-21,1394
2017-04-22,1401
2017-04-23,1405
2017-04-24,1424
2017-04-25,1433
2017-04-26,1437
2017-04-27,1421
2017-04-28,1399
2017-04-29,1409
2017-04-30,1407
2017-05-01,1419
2017-05-02,1427
2017-05-03,1425
2017-05-04,1442
2017-05-05,1429
2017-05-06,1414
2017-05-07,1420
2017-05-08,1433
2017-05-09,1429
2017-05-10,1444
2017-05-11,1468
2017-05-12,1473
2017-05-13,1510
2017-05-14,1516
2017-05-15,1566
2017-05-16,1559
2017-05-17,1596
2017-05-18,1560
2017-05-19,1551
2017-05-20,1546
2017-05-21,1552
2017-05-22,1547
2017-05-23,1534
2017-05-24,1521
2017-05-25,1492
2017-05-26,1497
2017-05-27,1487
2017-05-28,1493
2017-05-29,1465
2017-05-30,1477
2017-05-31,1476
2017-06-01,1432
2017-06-02,1408
2017-06-03,1368
2017-06-06,1200
2017-06-07,1146
2017-06-08,1090
2017-06-09,1036
2017-06-10,998
2017-06-11,974
2017-06-12,981
2017-06-13,1006
2017-06-14,1027
2017-06-15,1041
2017-06-16,1016
2017-06-17,988
2017-06-18,1011
2017-06-19,1044
2017-06-20,1005
2017-06-21,963
2017-06-22,940
2017-06-23,932
2017-06-24,900
2017-06-25,892
2017-06-26,912
2017-06-27,917
2017-06-28,920
2017-06-29,895
2017-06-30,892
2017-07-01,903
2017-07-02,892
2017-07-03,892
2017-07-04,876
2017-07-05,871
2017-07-06,884
2017-07-07,907
2017-07-08,904
2017-07-13,893
2017-07-14,925
2017-07-15,952
2017-07-16,934
2017-07-17,919
2017-07-18,923
2017-07-19,916
2017-07-20,947
2017-07-21,944
2017-07-22,925
2017-07-23,917
2017-07-24,920
2017-07-25,928
2017-07-26,921
2017-07-27,914
2017-07-28,911
2017-07-29,908
2017-07-30,905
2017-07-31,911
2017-08-01,915
2017-08-02,913
2017-08-03,930
2017-08-04,941
2017-08-05,930
2017-08-06,941
2017-08-09,973
2017-08-10,953
2017-08-11,942
2017-08-12,920
2017-08-13,902
2017-08-14,897
2017-08-15,895
2017-08-16,907
2017-08-17,933
2017-08-18,933
2017-08-19,931
2017-08-20,940
2017-08-21,928
2017-08-22,911
2017-08-23,914
2017-08-24,920
2017-08-25,923
2017-08-26,928
2017-08-27,928
2017-08-28,933
2017-08-29,923
2017-08-30,918
2017-08-31,912
2017-09-01,908
2017-09-02,901
2017-09-03,898
2017-09-04,899
2017-09-05,906
2017-09-06,897
2017-09-07,897
2017-09-08,908
2017-09-09,904
2017-09-10,904
2017-09-11,902
2017-09-12,897
2017-09-13,895
2017-09-14,894
2017-09-15,895
2017-09-16,891
2017-09-17,890
2017-09-19,888
2017-09-20,886
2017-09-21,878
2017-09-22,867
2017-09-23,871
2017-09-24,866
2017-09-25,857
2017-09-26,850
2017-09-27,852
2017-09-28,840
2017-09-29,835
2017-09-30,821
2017-10-01,813
2017-10-02,813
2017-10-03,810
2017-10-04,808
2017-10-05,803
2017-10-06,806
2017-10-07,806
2017-10-08,808
2017-10-09,806
2017-10-10,815
2017-10-11,807
2017-10-12,808
2017-10-13,805
2017-10-14,800
2017-10-15,803
2017-10-16,797
2017-10-17,793
2017-10-18,781
2017-10-19,786
2017-10-20,765
2017-10-21,756
2017-10-22,761
2017-10-23,772
2017-10-24,773
2017-10-25,771
2017-10-26,765
2017-10-27,736
2017-10-28,729
2017-10-29,722
2017-10-30,712
2017-10-31,712
2017-11-01,719
2017-11-02,728
2017-11-03,730
2017-11-04,732
2017-11-05,727
2017-11-06,733
2017-11-07,758
2017-11-08,761
2017-11-09,772
2017-11-10,781
2017-11-11,787
2017-11-12,775
2017-11-13,774
2017-11-14,774
2017-11-15,778
2017-11-16,779
2017-11-17,783
2017-11-18,794
2017-11-19,801
2017-11-20,796
2017-11-21,787
2017-11-22,791
2017-11-23,797
2017-11-24,792
2017-11-25,792
2017-11-26,795
2017-11-27,788
2017-11-28,788
2017-11-29,777
2017-11-30,774
2017-12-01,755
2017-12-02,753
2017-12-03,752
2017-12-04,749
2017-12-05,755
2017-12-06,776
2017-12-07,802
2017-12-08,810
2017-12-09,826
2017-12-10,811
2017-12-11,797
2017-12-12,802
2017-12-13,813
2017-12-14,800
2017-12-15,809
2017-12-16,830
2017-12-17,845
2017-12-18,844
2017-12-19,827
2017-12-20,804
2017-12-21,800
2017-12-22,812
2017-12-23,806
2017-12-24,823
2017-12-25,818
2017-12-26,820
2017-12-27,809
2017-12-28,805
2017-12-29,803
2017-12-30,815
2017-12-31,817
2018-01-01,825
2018-01-02,837
2018-01-03,837
2018-01-04,866
2018-01-05,834
2018-01-06,847
2018-01-07,871
2018-01-08,879
2018-01-09,861
2018-01-10,843
2018-01-11,832
2018-01-12,817
2018-01-13,809
2018-01-14,804
2018-01-15,816
2018-01-16,828
2018-01-17,840
2018-01-18,839
2018-01-19,827
2018-01-20,834
2018-01-21,848
2018-01-22,854
2018-01-23,869
2018-01-24,876
2018-01-25,862
2018-01-26,858
2018-01-27,852
2018-01-28,862
2018-01-29,873
2018-01-30,860
2018-02-01,895
2018-02-02,899
2018-02-03,906
2018-02-04,902
2018-02-05,914
2018-02-06,922
2018-02-07,935
2018-02-08,947
2018-02-09,924
2018-02-10,906
2018-02-11,896
2018-02-12,904
2018-02-13,914
2018-02-14,931
2018-02-15,921
2018-02-16,924
2018-02-17,914
2018-02-18,906
2018-02-19,899
2018-02-20,896
2018-02-21,903
2018-02-22,907
2018-02-23,901
2018-02-24,893
2018-02-25,888
2018-02-26,879
2018-02-27,883
2018-02-28,874
2018-03-01,873
2018-03-02,881
2018-03-03,883
2018-03-04,874
2018-03-05,872
2018-03-06,879
2018-03-07,880
2018-03-08,882
2018-03-09,881
2018-03-10,879
2018-03-11,882
2018-03-12,869
2018-03-13,868
2018-03-14,859
2018-03-15,857
2018-03-16,846
2018-03-17,835
2018-03-18,830
2018-03-19,825
2018-03-20,817
2018-03-21,810
2018-03-23,806
2018-03-24,802
2018-03-26,805
2018-03-27,806
2018-03-28,798
2018-03-29,796
2018-03-30,788
2018-03-31,789
2018-04-01,787
2018-04-02,787
2018-04-03,783
2018-04-04,787
2018-04-05,787
2018-04-06,785
2018-04-08,770
2018-04-09,746
2018-04-10,746
2018-04-11,744
2018-04-12,746
2018-04-13,746
2018-04-14,739
2018-04-16,740
2018-04-17,739
2018-04-18,735
2018-04-19,737
2018-04-20,746
2018-04-21,748
2018-04-22,744
2018-04-23,745
2018-04-24,742
2018-04-25,748
2018-04-26,746
2018-04-27,751
2018-04-28,767
2018-04-29,776
2018-04-30,763
2018-05-02,761
2018-05-03,764
2018-05-04,756
2018-05-05,754
2018-05-06,764
2018-05-07,774
2018-05-08,782
2018-05-09,773
2018-05-10,779
2018-05-11,786
2018-05-12,812
2018-05-13,824
2018-05-14,832
2018-05-15,837
2018-05-16,851
2018-05-17,840
2018-05-18,829
2018-05-19,823
2018-05-20,832
2018-05-21,848
2018-05-22,872
2018-05-23,875
2018-05-24,877
2018-05-25,881
2018-05-26,906
2018-05-27,913
2018-05-28,934
2018-05-29,931
2018-05-30,919
2018-05-31,918
2018-06-01,910
2018-06-02,902
2018-06-03,902
2018-06-04,883
2018-06-05,887
2018-06-06,848
2018-06-07,842
2018-06-08,848
2018-06-09,867
2018-06-10,866
2018-06-11,855
2018-06-12,838
2018-06-13,827
2018-06-14,825
2018-06-15,828
2018-06-16,822
2018-06-17,837
2018-06-18,837
2018-06-19,828
2018-06-20,800
2018-06-21,804
2018-06-22,801
2018-06-23,798
2018-06-24,801
2018-06-25,826
2018-06-26,819
2018-06-27,804
2018-06-28,798
2018-06-29,794
2018-06-30,791
2018-07-01,812
2018-07-02,821
2018-07-03,815
2018-07-04,825
2018-07-05,843
2018-07-06,865
2018-07-07,852
2018-07-08,874
2018-07-09,888
2018-07-10,886
2018-07-11,871
2018-07-12,871
2018-07-13,875
2018-07-14,887
2018-07-15,897
2018-07-16,894
2018-07-17,909
2018-07-18,901
2018-07-19,909
2018-07-20,928
2018-07-21,909
2018-07-22,895
2018-07-23,900
2018-07-24,903
2018-07-25,901
2018-07-26,902
2018-07-27,907
2018-07-28,902
2018-07-29,901
2018-07-30,899
2018-07-31,900
2018-08-01,899
2018-08-02,894
2018-08-03,902
2018-08-04,914
2018-08-05,941
2018-08-06,986
2018-08-07,1030
2018-08-08,1016
2018-08-09,998
2018-08-10,989
2018-08-11,975
2018-08-12,966
2018-08-14,986
2018-08-16,1005
2018-08-17,1001
2018-08-18,991
2018-08-19,979
2018-08-20,977
2018-08-21,997
2018-08-22,988
2018-08-23,977
2018-08-24,975
2018-08-25,966
2018-08-26,969
2018-08-27,977
2018-08-28,975
2018-08-29,970
2018-08-30,971
2018-08-31,967
2018-09-01,968
2018-09-02,990
2018-09-03,1009
2018-09-04,1046
2018-09-05,1038
2018-09-06,1030
2018-09-07,1025
2018-09-08,1011
2018-09-09,1006
2018-09-10,998
2018-09-11,993
2018-09-12,1003
2018-09-13,994
2018-09-14,992
2018-09-15,991
2018-09-16,1005
2018-09-17,1003
2018-09-18,1006
2018-09-19,1005
2018-09-20,1006
2018-09-21,1002
2018-09-22,999
2018-09-23,1006
2018-09-24,1000
2018-09-25,998
2018-09-26,992
2018-09-27,987
2018-09-28,978
2018-09-29,969
2018-09-30,968
2018-10-02,982
2018-10-03,976
2018-10-04,968
2018-10-05,961
2018-10-06,962
2018-10-07,965
2018-10-08,979
2018-10-09,1004
2018-10-10,1014
2018-10-11,1007
2018-10-12,987
2018-10-13,994
2018-10-14,1028
2018-10-15,1000
2018-10-16,995
2018-10-17,986
2018-10-18,980
2018-10-19,977
2018-10-20,973
2018-10-21,968
2018-10-22,968
2018-10-23,976
2018-10-24,990
2018-10-25,993
2018-10-26,991
2018-10-27,987
2018-10-28,985
2018-10-29,981
2018-10-30,973
2018-10-31,966
2018-11-01,965
2018-11-03,972
2018-11-04,981
2018-11-05,983
2018-11-06,985
2018-11-07,985
2018-11-08,991
2018-11-09,1017
2018-11-10,1000
2018-11-11,1031
2018-11-12,1048
2018-11-13,1068
2018-11-14,1059
2018-11-15,1073
2018-11-16,1087
2018-11-17,1089
2018-11-18,1076
2018-11-19,1095
2018-11-20,1092
2018-11-21,1079
2018-11-22,1034
2018-11-23,999
2018-11-24,990
2018-11-25,988
2018-11-26,1025
2018-11-27,1028
2018-11-28,1023
2018-11-29,1042
2018-12-01,1025
2018-12-02,1018
2018-12-03,1013
2018-12-04,1013
2018-12-05,1008
2018-12-07,990
2018-12-09,980
2018-12-11,994
2018-12-12,991
2018-12-13,991
2018-12-14,988
2018-12-15,989
2018-12-16,992
2018-12-17,986
2018-12-18,981
2018-12-19,980
2018-12-20,978
2018-12-21,972
2018-12-22,967
2018-12-23,959
2018-12-24,961
2018-12-25,969
2018-12-26,978
2018-12-27,971
2018-12-28,970
2018-12-29,972
2018-12-30,964
2018-12-31,956
2019-01-01,961
2019-01-02,950
2019-01-03,937
2019-01-04,924
2019-01-05,909
2019-01-06,900
2019-01-08,913
2019-01-10,881
2019-01-11,842
2019-01-12,841
2019-01-13,870
2019-01-14,869
2019-01-15,858
2019-01-16,849
2019-01-17,850
2019-01-18,859
2019-01-19,858
2019-01-20,856
2019-01-21,847
2019-01-22,843
2019-01-23,845
2019-01-24,845
2019-01-25,835
2019-01-26,809
2019-01-27,788
2019-01-28,782
2019-01-29,775
2019-01-30,767
2019-01-31,756
2019-02-01,735
2019-02-02,710
2019-02-03,705
2019-02-04,695
2019-02-05,705
2019-02-06,704
2019-02-07,707
2019-02-08,701
2019-02-09,702
2019-02-10,693
2019-02-11,697
2019-02-12,713
2019-02-13,702
2019-02-14,678
2019-02-15,651
2019-02-16,642
2019-02-17,638
2019-02-18,643
2019-02-19,665
2019-02-20,654
2019-02-21,661
2019-02-22,664
2019-02-23,656
2019-02-24,648
2019-02-25,636
2019-02-26,632
2019-02-27,626
2019-02-28,630
2019-03-01,623
2019-03-02,621
2019-03-03,615
2019-03-04,611
2019-03-05,614
2019-03-06,615
2019-03-07,624
2019-03-08,619
2019-03-09,626
2019-03-10,629
2019-03-11,632
2019-03-12,626
2019-03-13,632
2019-03-14,639
2019-03-15,626
2019-03-16,616
2019-03-17,610
2019-03-18,610
2019-03-19,616
2019-03-20,634
2019-03-21,637
2019-03-22,631
2019-03-23,628
2019-03-24,626
2019-03-25,620
2019-03-26,619
2019-03-27,612
2019-03-28,604
2019-03-29,620
2019-03-30,644
2019-03-31,639
2019-04-01,633
2019-04-02,629
2019-04-03,631
2019-04-04,639
2019-04-05,633
2019-04-06,620
2019-04-07,625
2019-04-08,628
2019-04-09,646
2019-04-10,649
2019-04-11,652
2019-04-12,639
2019-04-13,635
2019-04-14,634
2019-04-15,627
2019-04-16,617
2019-04-17,614
2019-04-18,610
2019-04-19,613
2019-04-20,611
2019-04-21,608
2019-04-22,609
2019-04-23,608
2019-04-24,609
2019-04-25,621
2019-04-26,634
2019-04-27,651
2019-04-28,637
2019-04-29,640
2019-04-30,643
2019-05-01,636
2019-05-02,632
2019-05-03,628
2019-05-04,632
2019-05-05,640
2019-05-06,640
2019-05-07,647
2019-05-08,651
2019-05-09,671
2019-05-10,689
2019-05-11,693
2019-05-12,686
2019-05-13,677
2019-05-14,668
2019-05-15,663
2019-05-16,658
2019-05-17,670
2019-05-18,664
2019-05-19,654
2019-05-20,655
2019-05-21,650
2019-05-22,647
2019-05-23,661
2019-05-24,662
2019-05-25,676
2019-05-26,683
2019-05-27,695
2019-05-28,692
2019-05-29,687
2019-05-30,677
2019-05-31,668
2019-06-01,667
2019-06-02,659
2019-06-03,650
2019-06-04,648
2019-06-05,655
2019-06-06,670
2019-06-07,699
2019-06-08,694
2019-06-09,683
2019-06-10,678
2019-06-11,681
2019-06-12,683
2019-06-13,686
2019-06-14,683
2019-06-15,661
2019-06-16,653
2019-06-17,647
2019-06-18,646
2019-06-19,655
2019-06-20,658
2019-06-21,650
2019-06-22,639
