date_obj,Mithril%20gold-trimmed%20set%20(lg) price
2015-11-03,104263
2015-11-04,104263
2015-11-05,106508
2015-11-06,106508
2015-11-07,106508
2015-11-08,106508
2015-11-09,106508
2015-11-10,104755
2015-11-11,104755
2015-11-12,104755
2015-11-13,104755
2015-11-14,104755
2015-11-15,106777
2015-11-16,106777
2015-11-17,106777
2015-11-18,106777
2015-11-19,110013
2015-11-20,110013
2015-11-21,110013
2015-11-22,110013
2015-11-23,110013
2015-11-24,112968
2015-11-25,112968
2015-11-26,112968
2015-11-27,112968
2015-11-28,114587
2015-11-29,114587
2015-11-30,114587
2015-12-01,114587
2015-12-02,114587
2015-12-03,114126
2015-12-04,114126
2015-12-05,114126
2015-12-06,114126
2015-12-07,114126
2015-12-08,115200
2015-12-09,115200
2015-12-10,115200
2015-12-11,115200
2015-12-12,114497
2015-12-13,114497
2015-12-14,114497
2015-12-15,114497
2015-12-16,116085
2015-12-17,116085
2015-12-18,116085
2015-12-19,116085
2015-12-20,118272
2015-12-21,118272
2015-12-22,118272
2015-12-23,118272
2015-12-24,119241
2015-12-25,119241
2015-12-26,119241
2015-12-27,119241
2015-12-28,119241
2015-12-29,119154
2015-12-30,119154
2015-12-31,119154
2016-01-01,119154
2016-01-02,119154
2016-01-03,121615
2016-01-04,121615
2016-01-05,121615
2016-01-06,121615
2016-01-07,123032
2016-01-08,123032
2016-01-09,123032
2016-01-10,123032
2016-01-11,123032
2016-01-12,124092
2016-01-13,124092
2016-01-14,124092
2016-01-15,124092
2016-01-16,124092
2016-01-17,127000
2016-01-18,127000
2016-01-19,127000
2016-01-20,127000
2016-01-21,127000
2016-01-22,128556
2016-01-23,128556
2016-01-24,128556
2016-01-25,128556
2016-01-26,128556
2016-01-27,124932
2016-01-28,124932
2016-01-29,124932
2016-01-30,124932
2016-01-31,122960
2016-02-01,122960
2016-02-02,122960
2016-02-03,122960
2016-02-04,120505
2016-02-05,120505
2016-02-06,120505
2016-02-07,120505
2016-02-08,117074
2016-02-09,117074
2016-02-10,117074
2016-02-11,117074
2016-02-12,116096
2016-02-13,116096
2016-02-14,116096
2016-02-15,116096
2016-02-16,115464
2016-02-17,115464
2016-02-18,115464
2016-02-19,115464
2016-02-20,114169
2016-02-21,114169
2016-02-22,114169
2016-02-23,114346
2016-02-24,114346
2016-02-25,114346
2016-02-26,114346
2016-02-27,116059
2016-02-28,116059
2016-02-29,116059
2016-03-01,116059
2016-03-02,117919
2016-03-03,117919
2016-03-04,117919
2016-03-05,117919
2016-03-06,119489
2016-03-07,119489
2016-03-08,119489
2016-03-09,119489
2016-03-10,119489
2016-03-11,116619
2016-03-12,116619
2016-03-13,116619
2016-03-14,116619
2016-03-15,113893
2016-03-16,113893
2016-03-17,113893
2016-03-18,113893
2016-03-19,111176
2016-03-20,111176
2016-03-21,111176
2016-03-22,111176
2016-03-23,107452
2016-03-24,107452
2016-03-25,107452
2016-03-26,107452
2016-03-27,103825
2016-03-28,103825
2016-03-29,103825
2016-03-30,101825
2016-03-31,101825
2016-04-01,101825
2016-04-02,101825
2016-04-03,99152
2016-04-04,99152
2016-04-05,99152
2016-04-06,97533
2016-04-07,97533
2016-04-08,97533
2016-04-09,97533
2016-04-10,95109
2016-04-11,95109
2016-04-12,95109
2016-04-13,95109
2016-04-14,93101
2016-04-15,93101
2016-04-16,93101
2016-04-17,91446
2016-04-18,91446
2016-04-19,91446
2016-04-20,89326
2016-04-21,89326
2016-04-22,89326
2016-04-23,89326
2016-04-24,90161
2016-04-25,90161
2016-04-26,90161
2016-04-27,88695
2016-04-28,88695
2016-04-29,88695
2016-04-30,88695
2016-05-01,86609
2016-05-02,86609
2016-05-03,86609
2016-05-04,84520
2016-05-05,84520
2016-05-06,84520
2016-05-07,81301
2016-05-08,81301
2016-05-09,81301
2016-05-10,81301
2016-05-11,78736
2016-05-12,78736
2016-05-13,78736
2016-05-14,76224
2016-05-15,76224
2016-05-16,76224
2016-05-17,74846
2016-05-18,74846
2016-05-19,74846
2016-05-22,71724
2016-05-23,68208
2016-05-24,68208
2016-05-25,68208
2016-05-26,66342
2016-05-27,66342
2016-05-28,66342
2016-05-29,67568
2016-05-30,67568
2016-05-31,67568
2016-06-01,69054
2016-06-02,69054
2016-06-03,69054
2016-06-04,69756
2016-06-05,69756
2016-06-06,72317
2016-06-07,72317
2016-06-08,72317
2016-06-09,75442
2016-06-10,75442
2016-06-11,75442
2016-06-12,78917
2016-06-13,78917
2016-06-14,78917
2016-06-15,82492
2016-06-16,82492
2016-06-17,82492
2016-06-18,82492
2016-06-19,86084
2016-06-20,86084
2016-06-21,86084
2016-06-22,89187
2016-06-23,89187
2016-06-24,89187
2016-06-25,91738
2016-06-26,91738
2016-06-27,91738
2016-06-28,91738
2016-06-29,88741
2016-06-30,88741
2016-07-01,88741
2016-07-02,84378
2016-07-03,84378
2016-07-04,84378
2016-07-05,80734
2016-07-06,80734
2016-07-07,80734
2016-07-08,77753
2016-07-09,77753
2016-07-10,74488
2016-07-11,74488
2016-07-12,74488
2016-07-13,71544
2016-07-14,71544
2016-07-15,71544
2016-07-16,68446
2016-07-17,68446
2016-07-18,68446
2016-07-23,62684
2016-07-24,62684
2016-07-25,62684
2016-07-26,60975
2016-07-27,60975
2016-07-28,60975
2016-07-29,59468
2016-07-30,59468
2016-07-31,59468
2016-08-01,59468
2016-08-02,56655
2016-08-03,56655
2016-08-04,56655
2016-08-05,56655
2016-08-06,55558
2016-08-07,55558
2016-08-08,55558
2016-08-09,54056
2016-08-10,54056
2016-08-11,54056
2016-08-12,54056
2016-08-13,53072
2016-08-14,53072
2016-08-15,53072
2016-08-16,52411
2016-08-17,52411
2016-08-18,52411
2016-08-19,52411
2016-08-20,51587
2016-08-21,51587
2016-08-22,51587
2016-08-23,50710
2016-08-24,50710
2016-08-25,50710
2016-08-26,50710
2016-08-28,51039
2016-08-31,51094
2016-09-01,51094
2016-09-02,51094
2016-09-03,51276
2016-09-04,51276
2016-09-05,51276
2016-09-06,52477
2016-09-07,52477
2016-09-08,52477
2016-09-09,52477
2016-09-10,52556
2016-09-11,52556
2016-09-12,52556
2016-09-13,52556
2016-09-14,53190
2016-09-15,53190
2016-09-16,53190
2016-09-17,53190
2016-09-18,53970
2016-09-19,53970
2016-09-20,53970
2016-09-21,53970
2016-09-22,54238
2016-09-23,54238
2016-09-24,54238
2016-09-25,54238
2016-09-26,56143
2016-09-27,56143
2016-09-28,56143
2016-09-29,56143
2016-09-30,58567
2016-10-01,58567
2016-10-02,58567
2016-10-03,58567
2016-10-04,60787
2016-10-05,60787
2016-10-06,60787
2016-10-07,60787
2016-10-08,61527
2016-10-09,61527
2016-10-10,61527
2016-10-11,61527
2016-10-12,60579
2016-10-13,60579
2016-10-14,60579
2016-10-15,61682
2016-10-16,61682
2016-10-17,61682
2016-10-18,61682
2016-10-19,62495
2016-10-20,62495
2016-10-21,62495
2016-10-22,62495
2016-10-23,64681
2016-10-24,64681
2016-10-25,64681
2016-10-26,64681
2016-10-27,64230
2016-10-28,64230
2016-10-29,64230
2016-10-30,64230
2016-10-31,61654
2016-11-01,61654
2016-11-02,61654
2016-11-03,61654
2016-11-04,60268
2016-11-05,60268
2016-11-06,60268
2016-11-07,60268
2016-11-08,58862
2016-11-09,58862
2016-11-10,58862
2016-11-11,59336
2016-11-12,59336
2016-11-13,59336
2016-11-14,59336
2016-12-07,62423
2016-12-08,62423
2016-12-09,62423
2016-12-10,62854
2016-12-11,62854
2016-12-12,62854
2016-12-13,63083
2016-12-14,63083
2016-12-15,63083
2016-12-16,62353
2016-12-17,62353
2016-12-18,62353
2016-12-19,62223
2016-12-20,62223
2016-12-21,62223
2016-12-22,64354
2016-12-23,64354
2016-12-24,64354
2016-12-25,66129
2016-12-26,66129
2016-12-27,66129
2016-12-28,65927
2016-12-29,65927
2016-12-30,65927
2016-12-31,66598
2017-01-01,66598
2017-01-02,66598
2017-01-03,66087
2017-01-04,66087
2017-01-05,66087
2017-01-06,65070
2017-01-07,65070
2017-01-08,64196
2017-01-09,64196
2017-01-10,64196
2017-01-11,63458
2017-01-12,63458
2017-01-13,63458
2017-01-14,63861
2017-01-15,63861
2017-01-16,62476
2017-01-17,62476
2017-01-18,60669
2017-01-19,60669
2017-01-20,60669
2017-01-21,59223
2017-01-22,59223
2017-01-27,57260
2017-01-28,55363
2017-01-29,55363
2017-01-30,55363
2017-01-31,54478
2017-02-01,54478
2017-02-02,54600
2017-02-03,54600
2017-02-04,54600
2017-02-05,54771
2017-02-06,54771
2017-02-07,54771
2017-02-08,54522
2017-02-09,54522
2017-02-10,53909
2017-02-11,53909
2017-02-12,53909
2017-02-13,52999
2017-02-14,52999
2017-02-15,52999
2017-02-16,52775
2017-02-18,52775
2017-02-19,52405
2017-02-20,52405
2017-02-21,52405
2017-02-22,53808
2017-02-23,53808
2017-02-24,53808
2017-02-25,53855
2017-02-26,53855
2017-02-27,53855
2017-02-28,53853
2017-03-01,53853
2017-03-02,52068
2017-03-03,52068
2017-03-04,52068
2017-03-05,51045
2017-03-06,51045
2017-03-07,51101
2017-03-08,51101
2017-03-09,51101
2017-03-10,51713
2017-03-11,51713
2017-03-12,51713
2017-03-13,52503
2017-03-14,52503
2017-03-15,52294
2017-03-16,52294
2017-03-17,52294
2017-03-18,52634
2017-03-19,52634
2017-03-20,51551
2017-03-21,51551
2017-03-22,51551
2017-03-23,49820
2017-03-24,49820
2017-03-25,49820
2017-03-26,49390
2017-03-27,49390
2017-03-28,49390
2017-03-29,50431
2017-03-30,50431
2017-03-31,50431
2017-04-01,51318
2017-04-02,51318
2017-04-03,51318
2017-04-04,52092
2017-04-12,48693
2017-04-13,46921
2017-04-14,46921
2017-04-15,46921
2017-04-16,44770
2017-04-17,44770
2017-04-18,44836
2017-04-19,44836
2017-04-20,44836
2017-04-21,44189
2017-04-22,44189
2017-04-23,44189
2017-04-24,44170
2017-04-25,44170
2017-04-26,44170
2017-04-27,44632
2017-04-28,44632
2017-04-29,44643
2017-04-30,44643
2017-05-01,44643
2017-05-02,44544
2017-05-03,44544
2017-05-04,44544
2017-05-05,44752
2017-05-06,44752
2017-05-07,44752
2017-05-08,44752
2017-05-09,43734
2017-05-10,43734
2017-05-11,43734
2017-05-12,42116
2017-05-13,42116
2017-05-14,42116
2017-05-15,41102
2017-05-16,41102
2017-05-17,41102
2017-05-18,40268
2017-05-19,40268
2017-05-20,40268
2017-05-21,39343
2017-05-22,39343
2017-05-23,39343
2017-05-24,38207
2017-05-25,38207
2017-05-26,38207
2017-05-27,37517
2017-05-28,37517
2017-05-29,37517
2017-05-30,37793
2017-05-31,37793
2017-06-01,37797
2017-06-02,37797
2017-06-03,37797
2017-06-06,37904
2017-06-07,37904
2017-06-08,37904
2017-06-09,38693
2017-06-10,38693
2017-06-11,38170
2017-06-12,38170
2017-06-13,38170
2017-06-14,37204
2017-06-15,37204
2017-06-16,37204
2017-06-17,36733
2017-06-18,36733
2017-06-19,36733
2017-06-20,36108
2017-06-21,36108
2017-06-22,36108
2017-06-23,36077
2017-06-24,36077
2017-06-25,36077
2017-06-26,36275
2017-06-27,36275
2017-06-28,36275
2017-06-29,36273
2017-06-30,36273
2017-07-01,36273
2017-07-02,36273
2017-07-03,36853
2017-07-04,36853
2017-07-05,36853
2017-07-06,36853
2017-07-07,37488
2017-07-08,37488
2017-07-13,38908
2017-07-14,38908
2017-07-15,38908
2017-07-16,39431
2017-07-17,39431
2017-07-18,39431
2017-07-19,38798
2017-07-20,38798
2017-07-21,38811
2017-07-22,38811
2017-07-23,39349
2017-07-24,39349
2017-07-25,39349
2017-07-26,39447
2017-07-27,39447
2017-07-28,39447
2017-07-29,40332
2017-07-30,40332
2017-07-31,41610
2017-08-01,41610
2017-08-02,42841
2017-08-03,42841
2017-08-04,42841
2017-08-05,43768
2017-08-06,43768
2017-08-09,44995
2017-08-10,45458
2017-08-11,45458
2017-08-12,45458
2017-08-13,46219
2017-08-14,46219
2017-08-15,46219
2017-08-16,45752
2017-08-17,45752
2017-08-18,45752
2017-08-19,45378
2017-08-20,45378
2017-08-21,45378
2017-08-22,45106
2017-08-23,45106
2017-08-24,45106
2017-08-25,45106
2017-08-26,45010
2017-08-27,45010
2017-08-28,45010
2017-08-29,45011
2017-08-30,45011
2017-08-31,45011
2017-09-01,45285
2017-09-02,45285
2017-09-03,46806
2017-09-04,46806
2017-09-05,47347
2017-09-06,47347
2017-09-07,47347
2017-09-08,48383
2017-09-09,48383
2017-09-10,48270
2017-09-11,48270
2017-09-12,48270
2017-09-13,49523
2017-09-14,49523
2017-09-15,49523
2017-09-16,50931
2017-09-17,50931
2017-09-19,50479
2017-09-20,50479
2017-09-21,49668
2017-09-22,49668
2017-09-23,49668
2017-09-24,48108
2017-09-25,48108
2017-09-26,45936
2017-09-27,45936
2017-09-28,45936
2017-09-29,43639
2017-09-30,43639
2017-10-01,43639
2017-10-02,42718
2017-10-03,42718
2017-10-04,42718
2017-10-05,43087
2017-10-06,43087
2017-10-07,43087
2017-10-08,41745
2017-10-09,41745
2017-10-10,42010
2017-10-11,42010
2017-10-12,42010
2017-10-13,43660
2017-10-14,43660
2017-10-15,43660
2017-10-16,42645
2017-10-17,42645
2017-10-18,42645
2017-10-19,41986
2017-10-20,41986
2017-10-21,41986
2017-10-22,42026
2017-10-23,42026
2017-10-24,42026
2017-10-25,41945
2017-10-26,41945
2017-10-27,41945
2017-10-28,41945
2017-10-29,43270
2017-10-30,43270
2017-10-31,43270
2017-11-02,44866
2017-11-03,44866
2017-11-04,45753
2017-11-05,45753
2017-11-06,45753
2017-11-07,45753
2017-11-08,45696
2017-11-09,45696
2017-11-10,45696
2017-11-11,43972
2017-11-12,43972
2017-11-13,43972
2017-11-14,43794
2017-11-15,43794
2017-11-16,43794
2017-11-17,44715
2017-11-18,44715
2017-11-19,44715
2017-11-20,43524
2017-11-21,43524
2017-11-22,43524
2017-11-23,43365
2017-11-24,43365
2017-11-25,43365
2017-11-26,41746
2017-11-27,41746
2017-11-28,41746
2017-11-29,41108
2017-11-30,41108
2017-12-01,41108
2017-12-02,41225
2017-12-03,41225
2017-12-04,41225
2017-12-05,42457
2017-12-06,42457
2017-12-07,42457
2017-12-08,42693
2017-12-09,42693
2017-12-10,42693
2017-12-11,42924
2017-12-12,42924
2017-12-14,42924
2017-12-15,42606
2017-12-17,42606
2017-12-18,41831
2017-12-19,41831
2017-12-20,41831
2017-12-21,43510
2017-12-22,43510
2017-12-23,43510
2017-12-24,44706
2017-12-25,44706
2017-12-26,44706
2017-12-27,45804
2017-12-28,45804
2017-12-29,45804
2017-12-30,46268
2017-12-31,46268
2018-01-01,46268
2018-01-02,47101
2018-01-03,47101
2018-01-04,47101
2018-01-05,47396
2018-01-06,47396
2018-01-07,47623
2018-01-08,47623
2018-01-09,47270
2018-01-10,47270
2018-01-11,47270
2018-01-12,47196
2018-01-13,47196
2018-01-14,46834
2018-01-15,46834
2018-01-16,46663
2018-01-17,46663
2018-01-18,45549
2018-01-19,45549
2018-01-20,45549
2018-01-21,44115
2018-01-22,44115
2018-01-23,43846
2018-01-25,42849
2018-01-26,42963
2018-01-27,42963
2018-01-28,42842
2018-01-29,43415
2018-01-31,43577
2018-02-01,43577
2018-02-02,44239
2018-02-03,43487
2018-02-04,43487
2018-02-05,45084
2018-02-06,45665
2018-02-07,45416
2018-02-08,45416
2018-02-09,45306
2018-02-10,45306
2018-02-11,44878
2018-02-12,44435
2018-02-13,44435
2018-02-14,44518
2018-02-15,44518
2018-02-16,44160
2018-02-17,44348
2018-02-18,44348
2018-02-19,44155
2018-02-20,44155
2018-02-21,45707
2018-02-22,45707
2018-02-23,45021
2018-02-24,45021
2018-02-25,45434
2018-02-26,45434
2018-02-27,46399
2018-03-01,46172
2018-03-02,46344
2018-03-03,46211
2018-03-04,46211
2018-03-05,46126
2018-03-06,46126
2018-03-07,46333
2018-03-08,46333
2018-03-09,47362
2018-03-10,47362
2018-03-11,49502
2018-03-12,49502
2018-03-13,51241
2018-03-14,51241
2018-03-15,48811
2018-03-16,48811
2018-03-17,47882
2018-03-18,47882
2018-03-19,48909
2018-03-20,48624
2018-03-21,48624
2018-03-23,48202
2018-03-24,48220
2018-03-26,46663
2018-03-27,45738
2018-03-28,45738
2018-03-29,45221
2018-03-30,45221
2018-03-31,44540
2018-04-01,44540
2018-04-02,43677
2018-04-03,43677
2018-04-04,43452
2018-04-05,43452
2018-04-06,44304
2018-04-07,44304
2018-04-08,45043
2018-04-09,46045
2018-04-10,46045
2018-04-11,47436
2018-04-12,47436
2018-04-13,48551
2018-04-14,48551
2018-04-15,49464
2018-04-16,49464
2018-04-17,50192
2018-04-18,50192
2018-04-19,50782
2018-04-20,50782
2018-04-21,50371
2018-04-22,50371
2018-04-23,49573
2018-04-24,49573
2018-04-25,49385
2018-04-26,49385
2018-04-27,48515
2018-04-28,48515
2018-04-29,46529
2018-04-30,44810
2018-05-01,44810
2018-05-04,42655
2018-05-05,42402
2018-05-06,42402
2018-05-07,42803
2018-05-08,42803
2018-05-09,43278
2018-05-10,43278
2018-05-11,43167
2018-05-12,42729
2018-05-13,42729
2018-05-14,42604
2018-05-15,42604
2018-05-16,42345
2018-05-17,42345
2018-05-18,41934
2018-05-19,40384
2018-05-20,40384
2018-05-21,39893
2018-05-22,39893
2018-05-23,39277
2018-05-24,39277
2018-05-25,40157
2018-05-26,41064
2018-05-27,41064
2018-05-28,42022
2018-05-29,41820
2018-05-30,41820
2018-05-31,41908
2018-06-01,41908
2018-06-02,42085
2018-06-03,42085
2018-06-04,42034
2018-06-05,42615
2018-06-06,42477
2018-06-07,42477
2018-06-08,43403
2018-06-09,43403
2018-06-10,43748
2018-06-11,43748
2018-06-12,43775
2018-06-13,44098
2018-06-14,44098
2018-06-15,44502
2018-06-16,44502
2018-06-17,44113
2018-06-18,44113
2018-06-19,44535
2018-06-20,44535
2018-06-21,45368
2018-06-22,45452
2018-06-23,45452
2018-06-24,45818
2018-06-25,45818
2018-06-26,45958
2018-06-27,45958
2018-06-28,46735
2018-06-29,46735
2018-06-30,46357
2018-07-01,44632
2018-07-02,44632
2018-07-03,43817
2018-07-04,43817
2018-07-05,44190
2018-07-06,43795
2018-07-07,43795
2018-07-08,43370
2018-07-09,43195
2018-07-10,42373
2018-07-11,41799
2018-07-12,41799
2018-07-13,41942
2018-07-14,42284
2018-07-15,42284
2018-07-16,42062
2018-07-17,41673
2018-07-18,41673
2018-07-19,41297
2018-07-20,41297
2018-07-21,40597
2018-07-22,40135
2018-07-23,39455
2018-07-24,39455
2018-07-25,38392
2018-07-26,37868
2018-07-27,37615
2018-07-28,37615
2018-07-29,36988
2018-07-30,36988
2018-07-31,36439
2018-08-01,36439
2018-08-02,36225
2018-08-03,36225
2018-08-04,36113
2018-08-05,35834
2018-08-06,35969
2018-08-07,36842
2018-08-08,37029
2018-08-09,37029
2018-08-10,37266
2018-08-11,36970
2018-08-12,36583
2018-08-14,36468
2018-08-16,36594
2018-08-17,36856
2018-08-18,36856
2018-08-19,37404
2018-08-20,37767
2018-08-21,37852
2018-08-22,38186
2018-08-23,37732
2018-08-24,38264
2018-08-25,38078
2018-08-26,37805
2018-08-27,37378
2018-08-28,37132
2018-08-29,36271
2018-08-30,35684
2018-08-31,35733
2018-09-01,35054
2018-09-02,35648
2018-09-03,35551
2018-09-04,35052
2018-09-05,35439
2018-09-06,35439
2018-09-07,36013
2018-09-08,36210
2018-09-09,36989
2018-09-10,36906
2018-09-11,37087
2018-09-12,38066
2018-09-13,39279
2018-09-14,40379
2018-09-15,41435
2018-09-16,42263
2018-09-17,42620
2018-09-18,42006
2018-09-19,41618
2018-09-20,41665
2018-09-21,42076
2018-09-22,43028
2018-09-23,43838
2018-09-24,43973
2018-09-25,43973
2018-09-26,43590
2018-09-27,44801
2018-09-28,45418
2018-09-29,46153
2018-09-30,47349
2018-10-02,46980
2018-10-03,46264
2018-10-04,46264
2018-10-05,44350
2018-10-06,44915
2018-10-07,45817
2018-10-08,46568
2018-10-09,47057
2018-10-10,47551
2018-10-11,48274
2018-10-12,48274
2018-10-13,49093
2018-10-14,48052
2018-10-15,49099
2018-10-16,50190
2018-10-17,51275
2018-10-18,50959
2018-10-19,50916
2018-10-20,50916
2018-10-21,50847
2018-10-22,52202
2018-10-23,52202
2018-10-24,53382
2018-10-25,53481
2018-10-26,53652
2018-10-27,52954
2018-10-28,52673
2018-10-29,52673
2018-10-30,52279
2018-10-31,54469
2018-11-01,57106
2018-11-03,62929
2018-11-04,65779
2018-11-05,69034
2018-11-06,72472
2018-11-07,76096
2018-11-08,79901
2018-11-09,83897
2018-11-10,88081
2018-11-11,92486
2018-11-12,97111
2018-11-13,101967
2018-11-14,107066
2018-11-15,112420
2018-11-16,118003
2018-11-17,123904
2018-11-18,130100
2018-11-19,136605
2018-11-20,142432
2018-11-21,148154
2018-11-22,152796
2018-11-23,153596
2018-11-24,154489
2018-11-25,151633
2018-11-26,149456
2018-11-27,147412
2018-11-28,145722
2018-11-29,143556
2018-12-01,138046
2018-12-02,134106
2018-12-03,130332
2018-12-04,125518
2018-12-05,119270
2018-12-07,113094
2018-12-09,105927
2018-12-10,102294
2018-12-11,99380
2018-12-12,95943
2018-12-13,93084
2018-12-14,90994
2018-12-15,89556
2018-12-16,87357
2018-12-17,84816
2018-12-18,83217
2018-12-19,81323
2018-12-20,79563
2018-12-21,79482
2018-12-22,78525
2018-12-23,77180
2018-12-24,75913
2018-12-25,74636
2018-12-26,73274
2018-12-27,72561
2018-12-28,70998
2018-12-29,70196
2018-12-30,69068
2018-12-31,68060
2019-01-01,67171
2019-01-02,66359
2019-01-03,66098
2019-01-04,65786
2019-01-05,65448
2019-01-06,62812
2019-01-08,59640
2019-01-10,56018
2019-01-11,54583
2019-01-12,54280
2019-01-13,53535
2019-01-14,53496
2019-01-15,53255
2019-01-16,52845
2019-01-17,52386
2019-01-18,51538
2019-01-19,50519
2019-01-20,50271
2019-01-21,49206
2019-01-22,47934
2019-01-23,47470
2019-01-24,47414
2019-01-25,45804
2019-01-26,45390
2019-01-27,44777
2019-01-28,43867
2019-01-29,43382
2019-01-30,42717
2019-01-31,42913
2019-02-01,42720
2019-02-02,42730
2019-02-03,42649
2019-02-04,42621
2019-02-05,42994
2019-02-06,43971
2019-02-07,44630
2019-02-08,45089
2019-02-09,45931
2019-02-10,45897
2019-02-11,45624
2019-02-12,45536
2019-02-13,45013
2019-02-14,44967
2019-02-15,44195
2019-02-16,43720
2019-02-17,43126
2019-02-18,42425
2019-02-19,42166
2019-02-20,41936
2019-02-21,41179
2019-02-22,41049
2019-02-23,40763
2019-02-24,40531
2019-02-25,40035
2019-02-26,39485
2019-02-27,39430
2019-02-28,39759
2019-03-01,39748
2019-03-02,40490
2019-03-03,40727
2019-03-04,41045
2019-03-05,41086
2019-03-06,40652
2019-03-07,40480
2019-03-08,40480
2019-03-09,40636
2019-03-10,40804
2019-03-11,40285
2019-03-12,40876
2019-03-13,40876
2019-03-14,41234
2019-03-15,41133
2019-03-16,40794
2019-03-17,40587
2019-03-18,40587
2019-03-19,40817
2019-03-20,40404
2019-03-21,40165
2019-03-22,39784
2019-03-23,39630
2019-03-24,39978
2019-03-25,39111
2019-03-26,38245
2019-03-27,38013
2019-03-28,38473
2019-03-29,39358
2019-03-30,39358
2019-03-31,40385
2019-04-01,41718
2019-04-02,42933
2019-04-03,41811
2019-04-04,42177
2019-04-05,42585
