date_obj,Mithril%20sq%20shield price
2019-09-06,693
2019-09-07,698
2019-09-08,678
2019-09-09,683
2019-09-10,686
2019-09-11,682
2019-09-12,675
2019-09-13,679
2019-09-14,690
2019-09-15,692
2019-09-16,701
2019-09-17,700
2019-09-18,686
2019-09-19,691
2019-09-20,686
2019-09-21,691
2019-09-22,692
2019-09-23,705
2019-09-24,715
2019-09-25,707
2019-09-26,697
2019-09-27,700
2019-09-28,701
2019-09-29,691
2019-09-30,691
2019-10-01,686
2019-10-02,678
2019-10-03,674
2019-10-04,677
2019-10-05,664
2019-10-06,659
2019-10-07,661
2019-10-08,679
2019-10-09,698
2019-10-10,693
2019-10-11,689
2019-10-12,690
2019-10-13,679
2019-10-14,697
2019-10-15,697
2019-10-16,698
2019-10-17,698
2019-10-18,707
2019-10-19,700
2019-10-20,676
2019-10-21,667
2019-10-22,662
2019-10-23,659
2019-10-24,664
2019-10-25,674
2019-10-26,670
2019-10-27,679
2019-10-28,687
2019-10-29,672
2019-10-30,657
2019-10-31,664
2019-11-01,684
2019-11-02,675
2019-11-03,671
2019-11-04,643
2019-11-05,628
2019-11-06,647
2019-11-07,654
2019-11-08,656
2019-11-09,671
2019-11-10,677
2019-11-11,677
2019-11-12,665
2019-11-13,651
2019-11-14,654
2019-11-15,661
2019-11-16,667
2019-11-17,656
2019-11-18,662
2019-11-19,664
2019-11-20,675
2019-11-21,672
2019-11-22,672
2019-11-23,668
2019-11-24,680
2019-11-25,688
2019-11-26,699
2019-11-27,679
2019-11-28,679
2019-11-29,654
2019-11-30,664
2019-12-01,649
2019-12-02,643
2019-12-03,642
2019-12-04,642
2019-12-05,658
2019-12-06,657
2019-12-07,657
2019-12-08,648
2019-12-09,646
2019-12-10,664
2019-12-11,660
2019-12-12,668
2019-12-13,670
2019-12-14,688
2019-12-15,680
2019-12-16,684
2019-12-17,678
2019-12-18,668
2019-12-19,666
2019-12-20,675
2019-12-21,684
2019-12-22,690
2019-12-23,697
2019-12-24,699
2019-12-25,693
2019-12-26,683
2019-12-27,690
2019-12-28,696
2019-12-29,692
2019-12-30,677
2019-12-31,667
2020-01-01,680
2020-01-02,691
2020-01-03,692
2020-01-04,674
2020-01-05,671
2020-01-06,666
2020-01-07,677
2020-01-08,679
2020-01-09,675
2020-01-10,672
2020-01-11,661
2020-01-12,657
2020-01-13,657
2020-01-14,674
2020-01-15,684
2020-01-16,689
2020-01-17,685
2020-01-18,691
2020-01-19,679
2020-01-20,678
2020-01-21,673
2020-01-22,679
2020-01-23,679
2020-01-24,679
2020-01-25,666
2020-01-26,679
2020-01-27,682
2020-01-28,697
2020-01-29,709
2020-01-30,712
2020-01-31,703
2020-02-01,696
2020-02-02,693
2020-02-03,688
2020-02-04,692
2020-02-05,698
2020-02-06,708
2020-02-07,697
2020-02-08,690
2020-02-09,687
2020-02-10,683
2020-02-11,677
2020-02-12,679
2020-02-13,706
2020-02-14,705
2020-02-15,687
2020-02-16,676
2020-02-17,675
2020-02-18,687
2020-02-19,692
2020-02-20,699
2020-02-21,680
2020-02-22,676
2020-02-23,654
2020-02-24,647
2020-02-25,664
2020-02-26,681
2020-02-27,679
2020-02-28,671
2020-02-29,667
2020-03-01,677
2020-03-02,693
2020-03-03,704
2020-03-04,717
2020-03-05,713
2020-03-06,714
2020-03-07,702
2020-03-08,695
2020-03-09,688
2020-03-10,678
2020-03-11,676
2020-03-12,686
2020-03-13,702
2020-03-14,689
2020-03-15,683
2020-03-16,686
2020-03-17,679
2020-03-18,691
2020-03-19,701
2020-03-20,702
2020-03-21,709
2020-03-22,698
2020-03-23,697
2020-03-24,681
2020-03-25,675
2020-03-26,674
2020-03-27,664
2020-03-28,650
2020-03-29,642
2020-03-30,641
2020-03-31,632
2020-04-01,639
2020-04-02,629
2020-04-03,642
2020-04-04,639
2020-04-05,636
2020-04-06,648
2020-04-07,643
2020-04-08,645
2020-04-09,649
2020-04-10,650
2020-04-11,648
2020-04-12,650
2020-04-13,640
2020-04-14,643
2020-04-15,643
2020-04-16,650
2020-04-17,648
2020-04-18,662
2020-04-19,670
2020-04-20,658
2020-04-21,670
2020-04-22,668
2020-04-23,662
2020-04-24,657
2020-04-25,649
2020-04-26,643
2020-04-27,652
2020-04-28,671
2020-04-29,664
2020-04-30,675
2020-05-01,688
2020-05-02,685
2020-05-03,666
2020-05-04,674
2020-05-05,673
2020-05-06,679
2020-05-07,693
2020-05-08,681
2020-05-09,684
2020-05-10,687
2020-05-11,695
2020-05-12,681
2020-05-13,697
