date_obj,Bandos%20chaps price
2016-02-05,21745
2016-02-06,21430
2016-02-07,21063
2016-02-08,21078
2016-02-09,20982
2016-02-10,20933
2016-02-11,21125
2016-02-12,21162
2016-02-13,20846
2016-02-14,20804
2016-02-15,20084
2016-02-16,19908
2016-02-17,19578
2016-02-18,19535
2016-02-19,19732
2016-02-20,20526
2016-02-21,21436
2016-02-22,21436
2016-02-23,21511
2016-02-24,21633
2016-02-25,21579
2016-02-26,21594
2016-02-27,21331
2016-02-28,21096
2016-02-29,20559
2016-03-01,20114
2016-03-02,19468
2016-03-03,18854
2016-03-04,18247
2016-03-05,17993
2016-03-06,17830
2016-03-07,18253
2016-03-08,18849
2016-03-09,18511
2016-03-10,18572
2016-03-11,18423
2016-03-12,18557
2016-03-13,18757
2016-03-14,19016
2016-03-15,19352
2016-03-16,19473
2016-03-17,19046
2016-03-18,19645
2016-03-19,20191
2016-03-20,20358
2016-03-21,20356
2016-03-22,20503
2016-03-23,21285
2016-03-24,21879
2016-03-25,22014
2016-03-26,22047
2016-03-27,21857
2016-03-28,21624
2016-03-29,21284
2016-03-30,21284
2016-03-31,20859
2016-04-01,20470
2016-04-02,19934
2016-04-03,19418
2016-04-04,18902
2016-04-05,19305
2016-04-06,19460
2016-04-07,19584
2016-04-08,19834
2016-04-09,20144
2016-04-10,20939
2016-04-11,21556
2016-04-12,22394
2016-04-13,22983
2016-04-14,23256
2016-04-15,23243
2016-04-16,22887
2016-04-17,22843
2016-04-18,23127
2016-04-19,23001
2016-04-20,23632
2016-04-21,24507
2016-04-22,24982
2016-04-23,24779
2016-04-24,24846
2016-04-25,25072
2016-04-26,25697
2016-04-27,25917
2016-04-28,26607
2016-04-29,26250
2016-04-30,26070
2016-05-01,25857
2016-05-02,26078
2016-05-03,25599
2016-05-04,25247
2016-05-05,25042
2016-05-06,25212
2016-05-07,24972
2016-05-08,24455
2016-05-09,24253
2016-05-10,23588
2016-05-11,23692
2016-05-12,23205
2016-05-13,22774
2016-05-14,22124
2016-05-15,21754
2016-05-16,20698
2016-05-17,20006
2016-05-18,20400
2016-05-19,21041
2016-05-22,22561
2016-05-23,22423
2016-05-24,21701
2016-05-25,22161
2016-05-26,21949
2016-05-27,22116
2016-05-28,22044
2016-05-29,21600
2016-05-30,21473
2016-05-31,21402
2016-06-01,21220
2016-06-02,21047
2016-06-03,20949
2016-06-04,20938
2016-06-05,20664
2016-06-06,20791
2016-06-07,21097
2016-06-08,21403
2016-06-09,21976
2016-06-10,22897
2016-06-11,23843
2016-06-12,24376
2016-06-13,25168
2016-06-14,26406
2016-06-15,27188
2016-06-16,27495
2016-06-17,28470
2016-06-18,28741
2016-06-19,28921
2016-06-20,29385
2016-06-21,30014
2016-06-22,30673
2016-06-23,30924
2016-06-24,31515
2016-06-25,31646
2016-06-26,31737
2016-06-27,30802
2016-06-28,29979
2016-06-29,28602
2016-06-30,27794
2016-07-01,27345
2016-07-02,26733
2016-07-03,26037
2016-07-04,25671
2016-07-05,26038
2016-07-06,26584
2016-07-07,26518
2016-07-08,26937
2016-07-09,27513
2016-07-10,27322
2016-07-11,26955
2016-07-12,27042
2016-07-13,26899
2016-07-14,27578
2016-07-15,28680
2016-07-16,29472
2016-07-17,30271
2016-07-18,30630
2016-07-23,30175
2016-07-24,31467
2016-07-25,31635
2016-07-26,31781
2016-07-27,32227
2016-07-28,32881
2016-07-29,33330
2016-07-30,34385
2016-07-31,34686
2016-08-01,35161
2016-08-02,35851
2016-08-03,37508
2016-08-04,39148
2016-08-05,40181
2016-08-06,40585
2016-08-07,41501
2016-08-08,43001
2016-08-09,42742
2016-08-10,42265
2016-08-11,41985
2016-08-12,41191
2016-08-13,41134
2016-08-14,39753
2016-08-15,38236
2016-08-16,37776
2016-08-17,37744
2016-08-18,36997
2016-08-19,36712
2016-08-20,36240
2016-08-21,35434
2016-08-22,34983
2016-08-23,35149
2016-08-24,34702
2016-08-25,33316
2016-08-26,33316
2016-08-28,32446
2016-08-31,32660
2016-09-01,32989
2016-09-02,32989
2016-09-03,33127
2016-09-04,33592
2016-09-05,33094
2016-09-06,33211
2016-09-07,32948
2016-09-08,32303
2016-09-09,32932
2016-09-10,32205
2016-09-11,31271
2016-09-12,30308
2016-09-13,30184
2016-09-14,30304
2016-09-15,30717
2016-09-16,30541
2016-09-17,30534
2016-09-18,30510
2016-09-19,30169
2016-09-20,30326
2016-09-21,30470
2016-09-22,30859
2016-09-23,30869
2016-09-24,30869
2016-09-25,31038
2016-09-26,29955
2016-09-27,29224
2016-09-28,28971
2016-09-29,27766
2016-09-30,27129
2016-10-01,26516
2016-10-02,26671
2016-10-03,26226
2016-10-04,25378
2016-10-05,24772
2016-10-06,24637
2016-10-07,24814
2016-10-08,24461
2016-10-09,24198
2016-10-10,23953
2016-10-11,23749
2016-10-12,22985
2016-10-13,22785
2016-10-14,22623
2016-10-15,22946
2016-10-16,22664
2016-10-17,22220
2016-10-18,21913
2016-10-19,22003
2016-10-20,22020
2016-10-21,21717
2016-10-22,21363
2016-10-23,21282
2016-10-24,21489
2016-10-25,21219
2016-10-26,20846
2016-10-27,20317
2016-10-28,20195
2016-10-29,20117
2016-10-30,20407
2016-10-31,20819
2016-11-01,20770
2016-11-02,20798
2016-11-03,21364
2016-11-04,21867
2016-11-05,22486
2016-11-06,22717
2016-11-07,23227
2016-11-08,24299
2016-11-09,25490
2016-11-10,26258
2016-11-11,26563
2016-11-12,27066
2016-11-13,27636
2016-11-14,28283
2016-11-15,28904
2016-12-07,24166
2016-12-08,24355
2016-12-09,24285
2016-12-10,23947
2016-12-11,23727
2016-12-12,23137
2016-12-13,22703
2016-12-14,22298
2016-12-15,22405
2016-12-16,22579
2016-12-17,22284
2016-12-18,21672
2016-12-19,21353
2016-12-20,21423
2016-12-21,21405
2016-12-22,21585
2016-12-23,21647
2016-12-24,21947
2016-12-25,22222
2016-12-26,22462
2016-12-27,22866
2016-12-28,23539
2016-12-29,24656
2016-12-30,25492
2016-12-31,25649
2017-01-01,26188
2017-01-02,26721
2017-01-03,27151
2017-01-04,28036
2017-01-05,27776
2017-01-06,26831
2017-01-07,26587
2017-01-08,26611
2017-01-09,26234
2017-01-10,24922
2017-01-11,24269
2017-01-12,24516
2017-01-13,24327
2017-01-14,24407
2017-01-15,24419
2017-01-16,24380
2017-01-17,25482
2017-01-18,26170
2017-01-19,26003
2017-01-20,25557
2017-01-21,25149
2017-01-22,24387
2017-01-23,24192
2017-01-27,23905
2017-01-28,23606
2017-01-29,23392
2017-01-30,23267
2017-01-31,22830
2017-02-01,22240
2017-02-02,21979
2017-02-03,21915
2017-02-04,21772
2017-02-05,21700
2017-02-06,21594
2017-02-07,21401
2017-02-08,20876
2017-02-09,19848
2017-02-10,19540
2017-02-11,19631
2017-02-12,19498
2017-02-13,19644
2017-02-14,19410
2017-02-15,19218
2017-02-16,19087
2017-02-18,19769
2017-02-19,19733
2017-02-20,19922
2017-02-21,20131
2017-02-22,20272
2017-02-23,20466
2017-02-24,20795
2017-02-25,20938
2017-02-26,21347
2017-02-27,21741
2017-02-28,22169
2017-03-01,22363
2017-03-02,22931
2017-03-03,23019
2017-03-04,23487
2017-03-05,24287
2017-03-06,25077
2017-03-07,25634
2017-03-08,26266
2017-03-09,27067
2017-03-10,27799
2017-03-11,28463
2017-03-12,28830
2017-03-13,29390
2017-03-14,29513
2017-03-15,29626
2017-03-16,30539
2017-03-17,30485
2017-03-18,30170
2017-03-19,30285
2017-03-20,30444
2017-03-21,30614
2017-03-22,31125
2017-03-23,31638
2017-03-24,32185
2017-03-25,33226
2017-03-26,34173
2017-03-27,34563
2017-03-28,34585
2017-03-29,35591
2017-03-30,36065
2017-03-31,36650
2017-04-01,37771
2017-04-02,38248
2017-04-03,38925
2017-04-04,38914
2017-04-05,38680
2017-04-12,39193
2017-04-13,38915
2017-04-14,39452
2017-04-15,39607
2017-04-16,38767
2017-04-17,37183
2017-04-18,36502
2017-04-19,36447
2017-04-20,37060
2017-04-21,38521
2017-04-22,39468
2017-04-23,40332
2017-04-24,41779
2017-04-25,42952
2017-04-26,42595
2017-04-27,42477
2017-04-28,41704
2017-04-29,41786
2017-04-30,42038
2017-05-01,42066
2017-05-02,43166
2017-05-03,43419
2017-05-04,44114
2017-05-05,44901
2017-05-06,44707
2017-05-07,44437
2017-05-08,43165
2017-05-09,41349
2017-05-10,40587
2017-05-11,39980
2017-05-12,38211
2017-05-13,37798
2017-05-14,37583
2017-05-15,37447
2017-05-16,37708
2017-05-17,37933
2017-05-18,37880
2017-05-19,38841
2017-05-20,40153
2017-05-21,40864
2017-05-22,41494
2017-05-23,42229
2017-05-24,42640
2017-05-25,43370
2017-05-26,44321
2017-05-27,45370
2017-05-28,46627
2017-05-29,47721
2017-05-30,48211
2017-05-31,49555
2017-06-01,51245
2017-06-02,53455
2017-06-03,55887
2017-06-04,57607
2017-06-05,59670
2017-06-06,61728
2017-06-07,63568
2017-06-08,64373
2017-06-09,65605
2017-06-10,66656
2017-06-11,65766
2017-06-12,63934
2017-06-13,61556
2017-06-14,58826
2017-06-15,57977
2017-06-16,56253
2017-06-17,56156
2017-06-18,54477
2017-06-19,53232
2017-06-20,53559
2017-06-21,53786
2017-06-22,53752
2017-06-23,54276
2017-06-24,55499
2017-06-25,55942
2017-06-26,56969
2017-06-27,55822
2017-06-28,54442
2017-06-29,53523
2017-06-30,53350
2017-07-01,53664
2017-07-02,53101
2017-07-03,52179
2017-07-04,51940
2017-07-05,51837
2017-07-06,52612
2017-07-07,53773
2017-07-08,55890
2017-07-09,58231
2017-07-13,63480
2017-07-14,65926
2017-07-15,66541
2017-07-16,66867
2017-07-17,65114
2017-07-18,63272
2017-07-19,61068
2017-07-20,58833
2017-07-21,57395
2017-07-22,55362
2017-07-23,53282
2017-07-24,51605
2017-07-25,50373
2017-07-26,49902
2017-07-27,49969
2017-07-28,51040
2017-07-29,52220
2017-07-30,52493
2017-07-31,52852
2017-08-01,52850
2017-08-02,53303
2017-08-03,53263
2017-08-04,51532
2017-08-05,49899
2017-08-06,48799
2017-08-07,48392
2017-08-08,48371
2017-08-09,47899
2017-08-10,47565
2017-08-11,46955
2017-08-12,46789
2017-08-13,46939
2017-08-14,47139
2017-08-15,48135
2017-08-16,48177
2017-08-17,47902
2017-08-18,48079
2017-08-19,48389
2017-08-20,48056
2017-08-21,47620
2017-08-22,47465
2017-08-23,48241
2017-08-24,49591
2017-08-25,51410
2017-08-26,52427
2017-08-27,53912
2017-08-28,53686
2017-08-29,52776
2017-08-30,52866
2017-08-31,54281
2017-09-01,56162
2017-09-02,57467
2017-09-03,58147
2017-09-04,59319
2017-09-05,60550
2017-09-06,60267
2017-09-07,59686
2017-09-08,59896
2017-09-09,60761
2017-09-10,60974
2017-09-11,60525
2017-09-12,59674
2017-09-13,58125
2017-09-14,57698
2017-09-15,58110
2017-09-16,59304
2017-09-17,58532
2017-09-18,57830
2017-09-19,57498
2017-09-20,56541
2017-09-22,55044
2017-09-23,55551
2017-09-24,56421
2017-09-25,57087
2017-09-26,56753
2017-09-27,56587
2017-09-28,57780
2017-09-29,58862
2017-09-30,58721
2017-10-01,58313
2017-10-02,58567
2017-10-03,59730
2017-10-04,60471
2017-10-05,61297
2017-10-06,62605
2017-10-07,62860
2017-10-08,62830
2017-10-09,61518
2017-10-10,59821
2017-10-11,59449
2017-10-12,60123
2017-10-13,59131
2017-10-14,58059
2017-10-15,57654
2017-10-16,57135
2017-10-17,57327
2017-10-18,55726
2017-10-19,54972
2017-10-20,54828
2017-10-21,53982
2017-10-22,53467
2017-10-23,53623
2017-10-24,54124
2017-10-25,54805
2017-10-26,55373
2017-10-27,56402
2017-10-28,57969
2017-10-29,60571
2017-10-30,62541
2017-10-31,64594
2017-11-01,65812
2017-11-02,66784
2017-11-03,66657
2017-11-04,66477
2017-11-05,65439
2017-11-06,65732
2017-11-07,66238
2017-11-08,66556
2017-11-09,66409
2017-11-10,65431
2017-11-11,64989
2017-11-12,64113
2017-11-13,62702
2017-11-14,62138
2017-11-15,61481
2017-11-16,59772
2017-11-17,60024
2017-11-18,59932
2017-11-19,59238
2017-11-20,58479
2017-11-21,58701
2017-11-22,58119
2017-11-23,57344
2017-11-24,54535
2017-11-25,52135
2017-11-26,51349
2017-11-27,50359
2017-11-28,49406
2017-11-29,49481
2017-11-30,48884
2017-12-01,48710
2017-12-02,48716
2017-12-03,49949
2017-12-04,49894
2017-12-05,49156
2017-12-06,48689
2017-12-07,48865
2017-12-08,49532
2017-12-09,49847
2017-12-10,48464
2017-12-11,47860
2017-12-12,48151
2017-12-13,48085
2017-12-14,47605
2017-12-15,47454
2017-12-16,47800
2017-12-17,47329
2017-12-18,47953
2017-12-19,48785
2017-12-20,47967
2017-12-21,47786
2017-12-22,47460
2017-12-23,47489
2017-12-24,48398
2017-12-25,49992
2017-12-26,51901
2017-12-27,53775
2017-12-28,56394
2017-12-29,59066
2017-12-30,61901
2017-12-31,64690
2018-01-01,66432
2018-01-02,67907
2018-01-03,67021
2018-01-04,67668
2018-01-05,68349
2018-01-06,68979
2018-01-07,69025
2018-01-08,68088
2018-01-09,68500
2018-01-10,66354
2018-01-11,65715
2018-01-12,64530
2018-01-13,64431
2018-01-14,66557
2018-01-15,67691
2018-01-16,69660
2018-01-17,70327
2018-01-18,71618
2018-01-19,74007
2018-01-20,75470
2018-01-21,75612
2018-01-22,77396
2018-01-23,76804
2018-01-24,76482
2018-01-25,76994
2018-01-26,77568
2018-01-27,78915
2018-01-28,79785
2018-01-29,79705
2018-01-30,81214
2018-01-31,82776
2018-02-01,83004
2018-02-02,82655
2018-02-03,81202
2018-02-04,79460
2018-02-05,77319
2018-02-06,75903
2018-02-07,76402
2018-02-08,77396
2018-02-09,78648
2018-02-10,80401
2018-02-11,80619
2018-02-12,79189
2018-02-13,78619
2018-02-14,78208
2018-02-15,76514
2018-02-16,73357
2018-02-17,70797
2018-02-18,69489
2018-02-19,68940
2018-02-20,69905
2018-02-21,71555
2018-02-22,69653
2018-02-23,67030
2018-02-24,65905
2018-02-25,66807
2018-02-26,68232
2018-02-27,69319
2018-02-28,69285
2018-03-01,66721
2018-03-02,65676
2018-03-03,64701
2018-03-04,65524
2018-03-05,65880
2018-03-06,64603
2018-03-07,63810
2018-03-08,64313
2018-03-09,63325
2018-03-10,60282
2018-03-11,58566
2018-03-12,60716
2018-03-13,62353
2018-03-14,64217
2018-03-15,65701
2018-03-16,65430
2018-03-17,65963
2018-03-18,65183
2018-03-20,63650
2018-03-22,64911
2018-03-23,64686
2018-03-24,64381
2018-03-25,63695
2018-03-26,62910
2018-03-27,62096
2018-03-28,63040
2018-03-29,64541
2018-03-30,65469
2018-03-31,66743
2018-04-01,69674
2018-04-02,70476
2018-04-03,72265
2018-04-04,73413
2018-04-05,71803
2018-04-06,71363
2018-04-07,71857
2018-04-08,72604
2018-04-09,73153
2018-04-10,75015
2018-04-11,76286
2018-04-12,77903
2018-04-13,77905
2018-04-14,80079
2018-04-15,82645
2018-04-16,82927
2018-04-17,82639
2018-04-18,84808
2018-04-19,86564
2018-04-20,89252
2018-04-21,89551
2018-04-22,91819
2018-04-23,93796
2018-04-24,94595
2018-04-25,95057
2018-04-26,93856
2018-04-27,94263
2018-04-28,94318
2018-04-29,92200
2018-04-30,90566
2018-05-01,89323
2018-05-02,88910
2018-05-03,88503
2018-05-04,87807
2018-05-05,90432
2018-05-06,92238
2018-05-07,94352
2018-05-08,95193
2018-05-09,94771
2018-05-10,95960
2018-05-11,96644
2018-05-12,94724
2018-05-13,94029
2018-05-14,93196
2018-05-15,92984
2018-05-16,93100
2018-05-17,92840
2018-05-18,90485
2018-05-19,87850
2018-05-20,84901
2018-05-21,83138
2018-05-22,82124
2018-05-23,84022
2018-05-24,86465
2018-05-25,89529
2018-05-26,91411
2018-05-27,93535
2018-05-28,94691
2018-05-29,94696
2018-05-30,93113
2018-05-31,93893
2018-06-01,93859
2018-06-02,94320
2018-06-03,95965
2018-06-04,98092
2018-06-05,99342
2018-06-06,98670
2018-06-07,94533
2018-06-08,92132
2018-06-09,90801
2018-06-10,90987
2018-06-11,90669
2018-06-12,90327
2018-06-13,89890
2018-06-14,89592
2018-06-15,90285
2018-06-16,90048
2018-06-17,89854
2018-06-18,88927
2018-06-19,89484
2018-06-20,88479
2018-06-21,87510
2018-06-22,86075
2018-06-23,85431
2018-06-24,85038
2018-06-25,85071
2018-06-26,86174
2018-06-27,85734
2018-06-28,86462
2018-06-29,85719
2018-06-30,86257
2018-07-01,86610
2018-07-02,87175
2018-07-03,87543
2018-07-04,88070
2018-07-05,86382
2018-07-06,86310
2018-07-07,85693
2018-07-08,85520
2018-07-09,86377
2018-07-10,87469
2018-07-11,87734
2018-07-12,86540
2018-07-13,85841
2018-07-14,86373
2018-07-15,87343
2018-07-16,87930
2018-07-17,87624
2018-07-18,87847
2018-07-19,88724
2018-07-20,89161
2018-07-21,88505
2018-07-22,88313
2018-07-23,87952
2018-07-24,89817
2018-07-25,91348
2018-07-26,90591
2018-07-27,90394
2018-07-28,90151
2018-07-29,89959
2018-07-30,88884
2018-07-31,89296
2018-08-01,87400
2018-08-02,86620
2018-08-03,86182
2018-08-04,86110
2018-08-05,86109
2018-08-06,86867
2018-08-07,87312
2018-08-08,86675
2018-08-09,87108
2018-08-10,88161
2018-08-11,87756
2018-08-12,85895
2018-08-14,84932
2018-08-16,85721
2018-08-17,86583
2018-08-18,88333
2018-08-19,89596
2018-08-20,89313
2018-08-21,89944
2018-08-22,91013
2018-08-23,91710
2018-08-24,91046
2018-08-25,89613
2018-08-26,86926
2018-08-27,86356
2018-08-28,85645
2018-08-29,83540
2018-08-30,83384
2018-08-31,83397
2018-09-01,84967
2018-09-02,85910
2018-09-03,87335
2018-09-04,88333
2018-09-05,88134
2018-09-06,87623
2018-09-07,86604
2018-09-08,85654
2018-09-09,84314
2018-09-10,85495
2018-09-11,85750
2018-09-12,85279
2018-09-13,85091
2018-09-14,84739
2018-09-15,84816
2018-09-16,85186
2018-09-17,85579
2018-09-18,85779
2018-09-19,86357
2018-09-20,86673
2018-09-21,83813
2018-09-22,84350
2018-09-23,83766
2018-09-24,84751
2018-09-25,85330
2018-09-26,85322
2018-09-27,85189
2018-09-28,85222
2018-09-29,85729
2018-09-30,86710
2018-10-01,85767
2018-10-02,86852
2018-10-03,88585
2018-10-04,90115
2018-10-05,91973
2018-10-06,91037
2018-10-07,89974
2018-10-08,89469
2018-10-09,90200
2018-10-10,91969
2018-10-11,92290
2018-10-12,93337
2018-10-13,93801
2018-10-14,93464
2018-10-15,93682
2018-10-16,93994
2018-10-17,93787
2018-10-18,92929
2018-10-19,92163
2018-10-20,91574
2018-10-21,91596
2018-10-22,90372
2018-10-23,91318
2018-10-24,91947
2018-10-25,92017
2018-10-26,92477
2018-10-27,93872
2018-10-28,94775
2018-10-29,94849
2018-10-30,93803
2018-10-31,95006
2018-11-01,95692
2018-11-03,97845
2018-11-04,98492
2018-11-05,100699
2018-11-06,101378
2018-11-07,102956
2018-11-08,104039
2018-11-09,103920
2018-11-10,107465
2018-11-11,110303
2018-11-12,110256
2018-11-13,107162
2018-11-14,106308
2018-11-15,104924
2018-11-16,104569
2018-11-17,107072
2018-11-18,108373
2018-11-19,109014
2018-11-20,108523
2018-11-21,107875
2018-11-22,107141
2018-11-23,106394
2018-11-24,106778
2018-11-25,110072
2018-11-26,112425
2018-11-27,114327
2018-11-28,117350
2018-11-29,120644
2018-12-01,125231
2018-12-02,128322
2018-12-03,128811
2018-12-04,132208
2018-12-05,134006
2018-12-07,135401
2018-12-09,132181
2018-12-10,131502
2018-12-11,131109
2018-12-12,130701
2018-12-13,127503
2018-12-14,123024
2018-12-15,120663
2018-12-16,119122
2018-12-17,115805
2018-12-18,113873
2018-12-19,114136
2018-12-20,115010
2018-12-21,117612
2018-12-22,120114
2018-12-23,122000
2018-12-24,125564
2018-12-25,128167
2018-12-26,133278
2018-12-27,138909
2018-12-28,141767
2018-12-29,146677
2018-12-30,151738
2018-12-31,154131
2019-01-01,155553
2019-01-02,158210
2019-01-03,165381
2019-01-04,170195
2019-01-05,171375
2019-01-06,170968
2019-01-08,173298
2019-01-10,163138
2019-01-11,167627
2019-01-12,168101
2019-01-13,173110
2019-01-14,181005
2019-01-15,189313
2019-01-16,197824
2019-01-17,207277
2019-01-18,215630
2019-01-19,216322
2019-01-20,213578
2019-01-21,208279
2019-01-22,214993
2019-01-23,219475
2019-01-24,225087
2019-01-25,229486
2019-01-26,233906
2019-01-27,237523
2019-01-28,239180
2019-01-29,237535
2019-01-30,237975
2019-01-31,244815
2019-02-01,250897
2019-02-02,257156
2019-02-03,257730
2019-02-04,254001
2019-02-05,246858
2019-02-06,240717
2019-02-07,241033
2019-02-08,237893
2019-02-09,237584
2019-02-10,236525
2019-02-11,233801
2019-02-12,231017
2019-02-13,225308
2019-02-14,223344
2019-02-15,218579
2019-02-16,216585
2019-02-17,210606
2019-02-18,204292
2019-02-19,195774
2019-02-20,187381
2019-02-21,187975
2019-02-22,187243
2019-02-23,184713
2019-02-24,183811
2019-02-25,184588
2019-02-26,189002
2019-02-27,192690
2019-02-28,194162
2019-03-01,194293
2019-03-02,193664
2019-03-03,198759
2019-03-04,201054
2019-03-05,202753
2019-03-06,208334
2019-03-07,210571
2019-03-08,215219
2019-03-09,218926
2019-03-10,223046
2019-03-11,224882
2019-03-12,230529
2019-03-13,230960
2019-03-14,232797
2019-03-15,228836
2019-03-16,224731
2019-03-17,218075
2019-03-18,213611
2019-03-19,213527
2019-03-20,217071
