date_obj,Bronze%20wire price
2015-08-28,220
2015-08-29,217
2015-08-30,217
2015-08-31,217
2015-09-01,219
2015-09-02,219
2015-09-03,220
2015-09-04,222
2015-09-05,222
2015-09-06,226
2015-09-07,231
2015-09-08,230
2015-09-09,236
2015-09-10,235
2015-09-11,233
2015-09-12,233
2015-09-13,230
2015-09-14,230
2015-09-15,230
2015-09-16,230
2015-09-17,229
2015-09-18,229
2015-09-19,221
2015-09-20,221
2015-09-21,220
2015-09-22,222
2015-09-23,220
2015-09-24,220
2015-09-25,221
2015-09-27,200
2015-09-28,200
2015-09-29,200
2015-09-30,202
2015-10-05,211
2015-10-06,208
2015-10-07,208
2015-10-08,215
2015-10-09,224
2015-10-10,224
2015-10-11,231
2015-10-12,235
2015-10-13,235
2015-10-14,242
2015-10-15,241
2015-10-16,232
2015-10-17,232
2015-10-18,238
2015-10-19,240
2015-10-20,233
2015-10-22,225
2015-10-23,217
2015-10-24,220
2015-10-25,217
2015-10-26,219
2015-10-27,219
2015-10-29,224
2015-10-30,232
2015-10-31,227
2015-11-01,227
2015-11-02,229
2015-11-03,229
2015-11-04,224
2015-11-05,220
2015-11-06,220
2015-11-07,210
2015-11-08,210
2015-11-09,203
2015-11-10,203
2015-11-11,192
2015-11-12,192
2015-11-13,182
2015-11-14,182
2015-11-15,172
2015-11-16,172
2015-11-17,177
2015-11-18,177
2015-11-19,181
2015-11-20,190
2015-11-21,190
2015-11-22,199
2015-11-23,199
2015-11-24,202
2015-11-25,206
2015-11-26,206
2015-11-27,213
2015-11-28,216
2015-11-29,223
2015-11-30,230
2015-12-01,230
2015-12-02,237
2015-12-03,241
2015-12-04,241
2015-12-05,241
2015-12-06,251
2015-12-07,251
2015-12-08,255
2015-12-09,260
2015-12-10,260
2015-12-11,255
2015-12-12,258
2015-12-13,259
2015-12-14,259
2015-12-15,263
2015-12-16,266
2015-12-17,266
2015-12-18,270
2015-12-19,273
2015-12-20,275
2015-12-21,272
2015-12-22,270
2015-12-23,276
2015-12-24,276
2015-12-25,278
2015-12-26,283
2015-12-27,277
2015-12-28,271
2015-12-29,269
2015-12-30,264
2015-12-31,275
2016-01-01,275
2016-01-02,278
2016-01-03,277
2016-01-04,272
2016-01-05,272
2016-01-06,270
2016-01-07,278
2016-01-08,277
2016-01-09,277
2016-01-10,273
2016-01-11,268
2016-01-12,272
2016-01-13,272
2016-01-14,279
2016-01-15,278
2016-01-16,276
2016-01-17,282
2016-01-18,281
2016-01-19,281
2016-01-20,289
2016-01-21,289
2016-01-22,295
2016-01-23,289
2016-01-24,295
2016-01-25,298
2016-01-26,298
2016-01-27,293
2016-01-28,293
2016-01-29,290
2016-01-30,290
2016-01-31,292
2016-02-01,295
2016-02-02,299
2016-02-03,301
2016-02-04,308
2016-02-05,307
2016-02-06,308
2016-02-07,308
2016-02-08,305
2016-02-09,306
2016-02-10,297
2016-02-11,297
2016-02-12,298
2016-02-13,302
2016-02-14,302
2016-02-15,304
2016-02-16,309
2016-02-17,307
2016-02-18,307
2016-02-19,300
2016-02-20,310
2016-02-21,305
2016-02-22,305
2016-02-23,304
2016-02-24,303
2016-02-25,293
2016-02-26,293
2016-02-27,288
2016-02-28,293
2016-02-29,286
2016-03-01,290
2016-03-02,285
2016-03-03,270
2016-03-04,256
2016-03-05,251
2016-03-06,254
2016-03-07,254
2016-03-08,261
2016-03-09,263
2016-03-10,266
2016-03-11,276
2016-03-12,281
2016-03-13,287
2016-03-14,284
2016-03-15,283
2016-03-16,274
2016-03-17,275
2016-03-18,279
2016-03-19,268
2016-03-20,254
2016-03-21,254
2016-03-22,259
2016-03-23,267
2016-03-24,271
2016-03-25,273
2016-03-26,278
2016-03-27,271
2016-03-28,271
2016-03-29,278
2016-03-30,278
2016-03-31,274
2016-04-01,261
2016-04-02,259
2016-04-03,254
2016-04-04,255
2016-04-05,256
2016-04-06,251
2016-04-07,247
2016-04-08,244
2016-04-09,244
2016-04-10,238
2016-04-11,238
2016-04-12,234
2016-04-13,242
2016-04-14,248
2016-04-15,246
2016-04-16,250
2016-04-17,252
2016-04-18,260
2016-04-19,256
2016-04-20,249
2016-04-21,245
2016-04-22,245
2016-04-23,244
2016-04-24,245
2016-04-25,252
2016-04-26,256
2016-04-27,256
2016-04-28,252
2016-04-29,257
2016-04-30,258
2016-05-01,261
2016-05-02,273
2016-05-03,266
2016-05-04,271
2016-05-05,281
2016-05-06,281
2016-05-07,288
2016-05-08,281
2016-05-09,279
2016-05-10,265
2016-05-11,251
2016-05-12,244
2016-05-13,244
2016-05-14,248
2016-05-15,259
2016-05-16,262
2016-05-17,259
2016-05-18,263
2016-05-19,268
2016-05-22,285
2016-05-23,292
2016-05-24,290
2016-05-25,289
2016-05-26,280
2016-05-27,283
2016-05-28,283
2016-05-29,284
2016-05-30,284
2016-05-31,290
2016-06-01,296
2016-06-02,290
2016-06-03,291
2016-06-04,298
2016-06-05,302
2016-06-06,301
2016-06-07,301
2016-06-08,288
2016-06-09,286
2016-06-10,288
2016-06-11,282
2016-06-12,290
2016-06-13,295
2016-06-14,303
2016-06-15,297
2016-06-16,291
2016-06-17,285
2016-06-18,281
2016-06-19,268
2016-06-20,276
2016-06-21,272
2016-06-22,276
2016-06-23,280
2016-06-24,285
2016-06-25,285
2016-06-26,295
2016-06-27,296
2016-06-28,303
2016-06-29,299
2016-06-30,287
2016-07-01,272
2016-07-02,261
2016-07-03,261
2016-07-04,259
2016-07-05,267
2016-07-06,276
2016-07-07,280
2016-07-08,269
2016-07-09,268
2016-07-10,273
2016-07-11,281
2016-07-12,276
2016-07-13,263
2016-07-14,269
2016-07-15,277
2016-07-16,283
2016-07-17,287
2016-07-18,296
2016-07-23,300
2016-07-24,305
2016-07-25,310
2016-07-26,313
2016-07-27,311
2016-07-28,302
2016-07-29,301
2016-07-30,294
2016-07-31,294
2016-08-01,292
2016-08-02,290
2016-08-03,288
2016-08-04,289
2016-08-05,288
2016-08-06,290
2016-08-07,290
2016-08-08,292
2016-08-09,294
2016-08-10,284
2016-08-11,284
2016-08-12,286
2016-08-13,293
2016-08-14,302
2016-08-15,312
2016-08-16,320
2016-08-17,306
2016-08-18,301
2016-08-19,286
2016-08-20,278
2016-08-21,280
2016-08-22,281
2016-08-23,285
2016-08-24,280
2016-08-25,280
2016-08-26,280
2016-08-28,259
2016-08-31,253
2016-09-01,240
2016-09-02,240
2016-09-03,234
2016-09-04,229
2016-09-05,236
2016-09-06,240
2016-09-07,249
2016-09-08,249
2016-09-09,241
2016-09-10,240
2016-09-11,240
2016-09-12,239
2016-09-13,246
2016-09-14,246
2016-09-15,236
2016-09-16,236
2016-09-17,233
2016-09-18,238
2016-09-19,245
2016-09-20,245
2016-09-21,240
2016-09-22,233
2016-09-23,237
2016-09-24,237
2016-09-25,235
2016-09-26,235
2016-09-27,234
2016-09-28,240
2016-09-29,240
2016-09-30,242
2016-10-01,247
2016-10-02,247
2016-10-03,237
2016-10-04,229
2016-10-05,222
2016-10-06,218
2016-10-07,218
2016-10-08,222
2016-10-09,222
2016-10-10,226
2016-10-11,234
2016-10-12,234
2016-10-13,239
2016-10-14,246
2016-10-15,254
2016-10-16,252
2016-10-17,249
2016-10-18,244
2016-10-19,244
2016-10-20,246
2016-10-21,239
2016-10-22,239
2016-10-23,244
2016-10-24,246
2016-10-25,246
2016-10-26,247
2016-10-27,247
2016-10-28,239
2016-10-29,234
2016-10-30,222
2016-10-31,210
2016-11-01,210
2016-11-02,204
2016-11-03,204
2016-11-04,195
2016-11-05,195
2016-11-06,195
2016-11-07,189
2016-11-08,195
2016-11-09,203
2016-11-10,207
2016-11-11,214
2016-11-12,221
2016-11-13,231
2016-11-14,239
2016-11-15,244
2016-12-07,273
2016-12-08,272
2016-12-09,269
2016-12-10,279
2016-12-11,288
2016-12-12,290
2016-12-13,298
2016-12-14,300
2016-12-15,300
2016-12-16,286
2016-12-17,277
2016-12-18,280
2016-12-19,282
2016-12-20,267
2016-12-21,269
2016-12-22,259
2016-12-23,267
2016-12-24,279
2016-12-25,285
2016-12-26,292
2016-12-27,298
2016-12-28,302
2016-12-29,308
2016-12-30,296
2016-12-31,301
2017-01-01,303
2017-01-02,304
2017-01-03,310
2017-01-04,307
2017-01-05,292
2017-01-06,283
2017-01-07,291
2017-01-08,281
2017-01-09,292
2017-01-10,291
2017-01-11,297
2017-01-12,308
2017-01-13,314
2017-01-14,312
2017-01-15,317
2017-01-16,323
2017-01-17,318
2017-01-18,326
2017-01-19,338
2017-01-20,344
2017-01-21,347
2017-01-22,346
2017-01-23,348
2017-01-27,313
2017-01-28,309
2017-01-29,311
2017-01-30,315
2017-01-31,315
2017-02-01,308
2017-02-02,302
2017-02-03,309
2017-02-04,321
2017-02-05,309
2017-02-06,295
2017-02-07,290
2017-02-08,278
2017-02-09,278
2017-02-10,274
2017-02-11,266
2017-02-12,263
2017-02-13,269
2017-02-14,267
2017-02-15,264
2017-02-16,268
2017-02-18,273
2017-02-19,274
2017-02-20,264
2017-02-21,260
2017-02-22,264
2017-02-23,257
2017-02-24,246
2017-02-25,248
2017-02-26,254
2017-02-27,263
2017-02-28,264
2017-03-01,253
2017-03-02,254
2017-03-03,265
2017-03-04,274
2017-03-05,269
2017-03-06,271
2017-03-07,281
2017-03-08,288
2017-03-09,285
2017-03-10,298
2017-03-11,307
2017-03-12,305
2017-03-13,306
2017-03-14,308
2017-03-15,307
2017-03-16,299
2017-03-17,294
2017-03-18,281
2017-03-19,266
2017-03-20,263
2017-03-21,269
2017-03-22,259
2017-03-23,262
2017-03-24,273
2017-03-25,278
2017-03-26,285
2017-03-27,292
2017-03-28,301
2017-03-29,300
2017-03-30,310
2017-03-31,315
2017-04-01,320
2017-04-02,335
2017-04-03,346
2017-04-04,353
2017-04-12,369
2017-04-13,350
2017-04-14,337
2017-04-15,322
2017-04-16,323
2017-04-17,317
2017-04-18,310
2017-04-19,306
2017-04-20,312
2017-04-21,314
2017-04-22,310
2017-04-23,298
2017-04-24,301
2017-04-25,306
2017-04-26,308
2017-04-27,293
2017-04-28,279
2017-04-29,280
2017-04-30,282
2017-05-01,289
2017-05-02,297
2017-05-03,292
2017-05-04,280
2017-05-05,268
2017-05-06,265
2017-05-07,257
2017-05-08,261
2017-05-09,259
2017-05-10,247
2017-05-11,256
2017-05-12,259
2017-05-13,246
2017-05-14,236
2017-05-15,230
2017-05-16,223
2017-05-17,225
2017-05-18,228
2017-05-19,220
2017-05-20,225
2017-05-21,225
2017-05-22,227
2017-05-23,231
2017-05-24,236
2017-05-25,227
2017-05-26,226
2017-05-27,224
2017-05-28,213
2017-05-29,213
2017-05-30,212
2017-05-31,219
2017-06-01,215
2017-06-02,222
2017-06-03,221
2017-06-04,227
2017-06-05,225
2017-06-06,232
2017-06-07,234
2017-06-08,229
2017-06-09,225
2017-06-10,227
2017-06-11,229
2017-06-12,236
2017-06-13,240
2017-06-14,246
2017-06-15,249
2017-06-16,254
2017-06-17,252
2017-06-18,249
2017-06-19,249
2017-06-20,256
2017-06-21,261
2017-06-22,260
2017-06-23,271
2017-06-24,280
2017-06-25,277
2017-06-26,273
2017-06-27,273
2017-06-28,274
2017-06-29,269
2017-06-30,261
2017-07-01,261
2017-07-02,247
2017-07-03,239
2017-07-04,242
2017-07-05,242
2017-07-06,249
2017-07-07,250
2017-07-08,253
2017-07-13,235
2017-07-14,235
2017-07-15,223
2017-07-16,223
2017-07-17,223
2017-07-18,225
2017-07-19,221
2017-07-20,209
2017-07-21,207
2017-07-22,215
2017-07-23,221
2017-07-24,224
2017-07-25,232
2017-07-26,236
2017-07-27,233
2017-07-28,221
2017-07-29,213
2017-07-30,220
2017-07-31,220
2017-08-01,228
2017-08-02,230
2017-08-03,240
2017-08-04,237
2017-08-05,239
2017-08-06,239
2017-08-09,250
2017-08-10,245
2017-08-11,241
2017-08-12,238
2017-08-13,234
2017-08-14,230
2017-08-15,234
2017-08-16,235
2017-08-17,226
2017-08-18,226
2017-08-19,232
2017-08-20,233
2017-08-21,231
2017-08-22,234
2017-08-23,235
2017-08-24,241
2017-08-25,240
2017-08-26,237
2017-08-27,241
2017-08-28,234
2017-08-29,237
2017-08-30,238
2017-08-31,238
2017-09-01,244
2017-09-02,235
2017-09-03,236
2017-09-04,231
2017-09-05,229
2017-09-06,231
2017-09-07,229
2017-09-08,235
2017-09-09,233
2017-09-10,236
2017-09-11,235
2017-09-12,240
2017-09-13,228
2017-09-14,225
2017-09-15,225
2017-09-16,228
2017-09-17,229
2017-09-18,222
2017-09-19,223
2017-09-20,227
2017-09-21,222
2017-09-22,216
2017-09-23,208
2017-09-24,209
2017-09-25,217
2017-09-26,223
2017-09-27,229
2017-09-28,230
2017-09-29,229
2017-09-30,234
2017-10-01,233
2017-10-02,234
2017-10-03,226
2017-10-04,220
2017-10-05,221
2017-10-06,218
2017-10-07,222
2017-10-08,222
2017-10-09,224
2017-10-10,221
2017-10-11,221
2017-10-12,220
2017-10-13,227
2017-10-14,231
2017-10-15,231
2017-10-16,230
2017-10-17,230
2017-10-18,229
2017-10-19,230
2017-10-20,232
2017-10-21,243
2017-10-22,247
2017-10-23,244
2017-10-24,241
2017-10-25,232
2017-10-26,223
2017-10-27,214
2017-10-28,214
2017-10-29,218
2017-10-30,217
2017-10-31,209
2017-11-01,209
2017-11-02,209
2017-11-03,215
2017-11-04,213
2017-11-05,207
2017-11-06,204
2017-11-07,209
2017-11-08,213
2017-11-09,220
2017-11-10,217
2017-11-11,215
2017-11-12,218
2017-11-13,220
2017-11-14,214
2017-11-15,216
2017-11-16,220
2017-11-17,217
2017-11-18,227
2017-11-19,228
2017-11-20,231
2017-11-21,226
2017-11-22,214
2017-11-23,214
2017-11-24,214
2017-11-25,212
2017-11-26,213
2017-11-27,213
2017-11-28,214
2017-11-29,207
2017-11-30,209
2017-12-01,206
2017-12-02,206
2017-12-03,206
2017-12-04,202
2017-12-05,209
2017-12-06,208
2017-12-07,207
2017-12-08,207
2017-12-09,207
2017-12-10,207
2017-12-11,205
2017-12-12,200
2017-12-13,207
2017-12-14,210
2017-12-15,209
2017-12-16,211
2017-12-17,218
2017-12-18,223
2017-12-19,229
2017-12-20,225
2017-12-21,230
2017-12-22,239
2017-12-23,233
2017-12-24,233
2017-12-25,226
2017-12-26,221
2017-12-27,219
2017-12-28,218
2017-12-29,225
2017-12-30,228
2017-12-31,223
2018-01-01,227
2018-01-02,228
2018-01-03,229
2018-01-04,219
2018-01-05,219
2018-01-06,220
2018-01-07,220
2018-01-08,211
2018-01-09,207
2018-01-10,198
2018-01-11,200
2018-01-12,200
2018-01-13,196
2018-01-14,193
2018-01-15,187
2018-01-16,184
2018-01-17,182
2018-01-18,184
2018-01-19,184
2018-01-20,188
2018-01-21,182
2018-01-22,172
2018-01-23,167
2018-01-24,169
2018-01-25,166
2018-01-26,165
2018-01-27,163
2018-01-28,158
2018-01-29,153
2018-01-30,150
2018-01-31,145
2018-02-01,137
2018-02-02,132
2018-02-03,126
2018-02-04,119
2018-02-05,113
2018-02-06,107
2018-02-07,101
2018-02-08,95
2018-02-09,90
2018-02-10,85
2018-02-11,80
2018-02-12,78
2018-02-13,79
2018-02-14,79
2018-02-15,79
2018-02-16,79
2018-02-17,82
2018-02-18,85
2018-02-19,89
2018-02-20,94
2018-02-21,98
2018-02-22,102
2018-02-23,107
2018-02-24,112
2018-02-25,116
2018-02-26,115
2018-02-27,118
2018-02-28,123
2018-03-01,129
2018-03-02,135
2018-03-03,137
2018-03-04,140
2018-03-05,143
2018-03-06,150
2018-03-07,155
2018-03-08,160
2018-03-09,165
2018-03-10,171
2018-03-11,178
2018-03-12,179
2018-03-13,178
2018-03-14,175
2018-03-15,181
2018-03-16,187
2018-03-17,186
2018-03-18,181
2018-03-19,189
2018-03-20,191
2018-03-21,193
2018-03-23,188
2018-03-24,179
2018-03-25,179
2018-03-26,173
2018-03-27,175
2018-03-28,175
2018-03-29,176
2018-03-30,178
2018-03-31,169
2018-04-01,162
2018-04-02,161
2018-04-03,166
2018-04-04,165
2018-04-05,171
2018-04-06,174
2018-04-07,167
2018-04-08,160
2018-04-09,160
2018-04-10,161
2018-04-11,162
2018-04-12,163
2018-04-13,161
2018-04-14,157
2018-04-15,159
2018-04-16,163
2018-04-17,164
2018-04-18,165
2018-04-19,168
2018-04-20,162
2018-04-21,165
2018-04-22,172
2018-04-23,167
2018-04-24,171
2018-04-25,174
2018-04-26,176
2018-04-27,179
2018-04-28,178
2018-04-29,171
2018-04-30,169
2018-05-01,168
2018-05-02,164
2018-05-03,156
2018-05-04,151
2018-05-05,148
2018-05-06,146
2018-05-07,148
2018-05-08,151
2018-05-09,155
2018-05-10,160
2018-05-11,160
2018-05-12,163
2018-05-13,167
2018-05-14,169
2018-05-15,168
2018-05-16,164
2018-05-17,161
2018-05-18,160
2018-05-19,157
2018-05-20,162
2018-05-21,165
2018-05-22,165
2018-05-23,170
2018-05-24,164
2018-05-25,164
2018-05-26,168
2018-05-27,165
2018-05-28,166
2018-05-29,166
2018-05-30,164
2018-05-31,158
2018-06-01,162
2018-06-02,163
2018-06-03,158
2018-06-04,163
2018-06-05,165
2018-06-06,172
2018-06-07,173
2018-06-08,175
2018-06-09,179
2018-06-10,180
2018-06-11,179
2018-06-12,181
2018-06-13,182
2018-06-14,183
2018-06-15,179
2018-06-16,171
2018-06-17,169
2018-06-18,174
2018-06-19,170
2018-06-20,166
2018-06-21,172
2018-06-22,169
2018-06-23,170
2018-06-24,169
2018-06-25,170
2018-06-26,172
2018-06-27,166
2018-06-28,164
2018-06-29,161
2018-06-30,159
2018-07-01,155
2018-07-02,149
2018-07-03,149
2018-07-04,151
2018-07-05,147
2018-07-06,143
2018-07-07,141
2018-07-08,145
2018-07-09,145
2018-07-10,144
2018-07-11,142
2018-07-12,140
2018-07-13,139
2018-07-14,135
2018-07-15,133
2018-07-16,132
2018-07-17,132
2018-07-18,132
2018-07-19,135
2018-07-20,139
2018-07-21,145
2018-07-22,149
2018-07-23,153
2018-07-24,159
2018-07-25,159
2018-07-26,158
2018-07-27,159
2018-07-28,161
2018-07-29,159
2018-07-30,155
2018-07-31,153
2018-08-01,149
2018-08-02,146
2018-08-03,148
2018-08-04,150
2018-08-05,142
2018-08-06,139
2018-08-07,136
2018-08-08,135
2018-08-09,134
2018-08-10,136
2018-08-11,135
2018-08-12,132
2018-08-14,125
2018-08-16,117
2018-08-17,116
2018-08-18,114
2018-08-19,115
2018-08-20,111
2018-08-21,111
2018-08-22,114
2018-08-23,114
2018-08-24,115
2018-08-25,114
2018-08-26,112
2018-08-27,111
2018-08-28,114
2018-08-29,116
2018-08-30,115
2018-08-31,114
2018-09-01,114
2018-09-02,114
2018-09-03,117
2018-09-04,120
2018-09-05,122
2018-09-06,118
2018-09-07,117
2018-09-08,118
2018-09-09,121
2018-09-10,120
2018-09-11,122
2018-09-12,126
2018-09-13,128
2018-09-14,130
2018-09-15,132
2018-09-16,127
2018-09-17,126
2018-09-18,128
2018-09-19,133
2018-09-20,134
2018-09-21,134
2018-09-22,136
2018-09-23,132
2018-09-24,133
2018-09-25,138
2018-09-26,136
2018-09-27,139
2018-09-28,140
2018-09-29,145
2018-09-30,149
2018-10-01,146
2018-10-02,147
2018-10-03,151
2018-10-04,154
2018-10-05,150
2018-10-06,145
2018-10-07,147
2018-10-08,149
2018-10-09,148
2018-10-10,152
2018-10-11,151
2018-10-12,151
2018-10-13,152
2018-10-14,150
2018-10-15,153
2018-10-16,153
2018-10-17,154
2018-10-18,153
2018-10-19,157
2018-10-20,160
2018-10-21,161
2018-10-22,162
2018-10-23,166
2018-10-24,170
2018-10-25,170
2018-10-26,171
2018-10-27,172
2018-10-28,170
2018-10-29,174
2018-10-30,175
2018-10-31,171
2018-11-01,164
2018-11-03,152
2018-11-04,146
2018-11-05,145
2018-11-06,140
2018-11-07,135
2018-11-08,130
2018-11-09,123
2018-11-10,117
2018-11-11,113
2018-11-12,110
2018-11-13,110
2018-11-15,110
2018-11-16,109
2018-11-17,110
2018-11-18,111
2018-11-19,111
2018-11-20,107
2018-11-21,109
2018-11-22,110
2018-11-23,113
2018-11-24,114
2018-11-25,115
2018-11-26,117
2018-11-27,119
2018-11-28,120
2018-11-29,122
2018-12-01,126
2018-12-02,126
2018-12-03,129
2018-12-04,130
2018-12-05,131
2018-12-07,134
2018-12-09,139
2018-12-10,139
2018-12-11,139
2018-12-12,140
2018-12-13,135
2018-12-14,130
2018-12-15,127
2018-12-16,125
2018-12-17,129
2018-12-18,131
2018-12-19,132
2018-12-20,132
2018-12-21,136
2018-12-22,136
2018-12-23,135
2018-12-24,134
2018-12-25,132
2018-12-26,133
2018-12-27,135
2018-12-28,135
2018-12-29,135
2018-12-30,136
2018-12-31,135
2019-01-01,135
2019-01-02,133
2019-01-03,136
2019-01-04,138
2019-01-05,139
2019-01-06,141
2019-01-08,137
2019-01-10,140
2019-01-11,141
2019-01-12,144
2019-01-13,142
2019-01-14,143
2019-01-15,146
2019-01-16,149
2019-01-17,153
2019-01-18,157
2019-01-19,159
2019-01-20,162
2019-01-21,161
2019-01-22,158
2019-01-23,161
2019-01-24,159
2019-01-25,161
2019-01-26,158
2019-01-27,157
2019-01-28,161
2019-01-29,160
2019-01-30,161
2019-01-31,163
2019-02-01,162
2019-02-02,156
2019-02-03,154
2019-02-04,155
2019-02-05,151
2019-02-06,144
2019-02-07,146
2019-02-08,146
2019-02-09,149
2019-02-10,149
2019-02-11,147
2019-02-12,147
2019-02-13,147
2019-02-14,139
2019-02-15,135
2019-02-16,138
2019-02-17,141
2019-02-18,144
2019-02-19,147
2019-02-20,145
2019-02-21,138
2019-02-22,135
2019-02-23,135
2019-02-24,137
2019-02-25,132
2019-02-26,130
2019-02-27,131
2019-02-28,133
2019-03-01,132
2019-03-02,131
2019-03-03,131
2019-03-04,128
2019-03-05,124
2019-03-06,128
2019-03-07,127
2019-03-08,129
2019-03-09,128
2019-03-10,126
2019-03-11,126
2019-03-12,128
2019-03-13,128
2019-03-14,127
2019-03-15,131
2019-03-16,129
2019-03-17,130
2019-03-18,130
2019-03-19,133
2019-03-20,135
2019-03-21,135
2019-03-22,138
2019-03-23,140
2019-03-24,142
2019-03-25,141
2019-03-26,144
2019-03-27,142
2019-03-28,141
2019-03-29,138
2019-03-30,136
2019-03-31,136
2019-04-01,138
2019-04-02,138
2019-04-03,140
2019-04-04,139
2019-04-05,138
2019-04-06,139
2019-04-07,139
2019-04-08,137
2019-04-09,134
2019-04-10,134
2019-04-11,133
2019-04-12,135
2019-04-13,140
2019-04-14,142
2019-04-15,145
2019-04-16,148
2019-04-17,146
2019-04-18,139
2019-04-19,139
2019-04-20,138
2019-04-21,141
2019-04-22,141
2019-04-23,133
2019-04-24,135
2019-04-25,133
2019-04-26,136
2019-04-27,139
2019-04-28,140
2019-04-29,143
2019-04-30,145
2019-05-01,144
2019-05-02,146
2019-05-03,147
2019-05-04,147
2019-05-05,145
2019-05-06,146
2019-05-07,145
2019-05-08,147
2019-05-09,143
2019-05-10,138
2019-05-11,137
2019-05-12,138
2019-05-13,138
2019-05-14,139
2019-05-15,143
2019-05-16,139
2019-05-17,135
2019-05-18,137
2019-05-19,133
2019-05-20,135
2019-05-21,138
2019-05-22,142
2019-05-23,145
2019-05-24,149
2019-05-25,151
2019-05-26,151
2019-05-27,149
2019-05-28,153
2019-05-29,153
2019-05-30,148
2019-05-31,149
2019-06-01,147
2019-06-02,145
2019-06-03,150
2019-06-04,148
2019-06-05,147
2019-06-06,150
2019-06-07,150
2019-06-08,149
2019-06-09,151
2019-06-10,146
2019-06-11,148
2019-06-12,150
2019-06-13,151
2019-06-14,150
2019-06-15,147
2019-06-16,149
2019-06-17,149
2019-06-18,154
2019-06-19,153
2019-06-20,155
2019-06-21,157
2019-06-22,160
2019-06-23,160
2019-06-24,157
2019-06-25,157
2019-06-26,154
2019-06-27,151
2019-06-28,153
2019-06-29,156
2019-06-30,156
2019-07-01,156
2019-07-02,159
2019-07-03,159
2019-07-04,153
2019-07-05,154
2019-07-06,157
2019-07-07,161
2019-07-08,164
2019-07-09,167
2019-07-10,164
2019-07-11,164
2019-07-12,167
2019-07-13,173
2019-07-14,178
2019-07-15,176
2019-07-16,176
2019-07-17,176
2019-07-18,179
2019-07-19,178
2019-07-20,181
2019-07-21,186
2019-07-22,186
2019-07-23,189
2019-07-24,185
2019-07-25,182
2019-07-26,182
2019-07-27,184
2019-07-28,189
2019-07-29,189
2019-07-30,190
2019-07-31,188
2019-08-01,188
2019-08-02,185
2019-08-03,188
2019-08-04,186
2019-08-05,189
2019-08-06,195
2019-08-07,199
2019-08-08,193
2019-08-09,195
2019-08-10,198
2019-08-11,197
2019-08-12,200
2019-08-13,206
2019-08-14,203
2019-08-15,203
2019-08-16,202
2019-08-17,205
2019-08-18,208
2019-08-19,209
2019-08-20,213
2019-08-21,216
2019-08-22,219
2019-08-23,212
2019-08-24,212
