date_obj,Bird%20nest price
2017-03-24,5833
2017-03-25,5742
2017-03-26,5819
2017-03-27,5836
2017-03-28,5793
2017-03-29,5870
2017-03-30,5874
2017-03-31,6003
2017-04-01,5928
2017-04-02,6010
2017-04-03,6079
2017-04-04,6024
2017-04-12,5615
2017-04-13,5758
2017-04-14,5791
2017-04-15,5736
2017-04-16,5701
2017-04-17,5597
2017-04-18,5602
2017-04-19,5596
2017-04-20,5693
2017-04-21,5802
2017-04-22,5792
2017-04-23,5689
2017-04-24,5573
2017-04-25,5475
2017-04-26,5436
2017-04-27,5535
2017-04-28,5621
2017-04-29,5760
2017-04-30,5897
2017-05-01,5955
2017-05-02,6007
2017-05-03,6108
2017-05-04,6215
2017-05-05,6074
2017-05-06,5936
2017-05-07,6147
2017-05-08,6448
2017-05-09,6382
2017-05-10,6292
2017-05-11,6153
2017-05-12,6170
2017-05-13,6425
2017-05-14,6563
2017-05-15,6754
2017-05-16,6874
2017-05-17,6552
2017-05-18,6505
2017-05-19,6375
2017-05-20,6310
2017-05-21,6407
2017-05-22,6137
2017-05-23,5983
2017-05-24,5960
2017-05-25,6003
2017-05-26,5902
2017-05-27,5953
2017-05-28,5999
2017-05-29,6073
2017-05-30,6080
2017-05-31,6091
2017-06-01,5961
2017-06-02,5662
2017-06-03,5378
2017-06-04,5161
2017-06-05,5040
2017-06-06,4790
2017-06-07,4586
2017-06-08,4457
2017-06-09,4464
2017-06-10,4434
2017-06-11,4482
2017-06-12,4488
2017-06-13,4330
2017-06-14,4126
2017-06-15,4034
2017-06-16,4129
2017-06-17,4175
2017-06-18,4079
2017-06-19,4026
2017-06-20,3977
2017-06-21,4052
2017-06-22,4064
2017-06-23,4117
2017-06-24,4112
2017-06-25,3941
2017-06-26,3969
2017-06-27,3987
2017-06-28,4081
2017-06-29,4079
2017-06-30,4236
2017-07-01,4217
2017-07-02,4056
2017-07-03,3965
2017-07-04,3931
2017-07-05,3935
2017-07-06,3904
2017-07-07,3904
2017-07-08,4035
2017-07-13,4151
2017-07-14,4144
2017-07-15,4180
2017-07-16,4152
2017-07-17,4185
2017-07-18,4193
2017-07-19,4187
2017-07-20,4340
2017-07-21,4431
2017-07-22,4437
2017-07-23,4549
2017-07-24,4539
2017-07-25,4400
2017-07-26,4281
2017-07-27,4126
2017-07-28,4225
2017-07-29,4119
2017-07-30,4135
2017-07-31,4111
2017-08-01,4086
2017-08-02,4138
2017-08-03,4214
2017-08-04,4224
2017-08-05,4137
2017-08-06,4113
2017-08-07,4081
2017-08-08,4063
2017-08-09,4010
2017-08-10,4039
2017-08-11,4062
2017-08-12,4058
2017-08-13,4061
2017-08-14,3961
2017-08-15,4007
2017-08-16,4086
2017-08-17,4086
2017-08-18,4100
2017-08-19,4067
2017-08-20,4026
2017-08-21,3979
2017-08-22,3977
2017-08-23,3999
2017-08-24,4033
2017-08-25,4004
2017-08-26,4026
2017-08-27,4110
2017-08-28,4232
2017-08-29,4257
2017-08-30,4141
2017-08-31,4094
2017-09-01,4011
2017-09-02,3938
2017-09-03,4030
2017-09-04,4067
2017-09-05,4072
2017-09-06,4080
2017-09-07,4072
2017-09-08,4036
2017-09-09,4066
2017-09-10,4040
2017-09-11,3955
2017-09-12,3941
2017-09-13,3947
2017-09-14,3921
2017-09-15,3913
2017-09-16,3887
2017-09-17,3888
2017-09-18,3886
2017-09-19,3913
2017-09-20,3919
2017-09-22,3867
2017-09-23,3893
2017-09-24,3897
2017-09-25,3905
2017-09-26,3924
2017-09-27,3939
2017-09-28,3987
2017-09-29,4037
2017-09-30,4048
2017-10-01,4067
2017-10-02,4049
2017-10-03,3968
2017-10-04,3991
2017-10-05,3989
2017-10-06,4037
2017-10-07,4003
2017-10-08,3957
2017-10-09,3960
2017-10-10,4003
2017-10-11,4118
2017-10-12,4116
2017-10-13,4092
2017-10-14,4113
2017-10-15,4113
2017-10-16,4306
2017-10-17,4512
2017-10-18,4453
2017-10-19,4262
2017-10-20,4178
2017-10-21,4139
2017-10-22,4164
2017-10-23,4177
2017-10-24,4226
2017-10-25,4265
2017-10-26,4256
2017-10-27,4201
2017-10-28,4147
2017-10-29,4118
2017-10-30,4109
2017-10-31,4120
2017-11-01,4114
2017-11-02,4097
2017-11-03,4113
2017-11-04,4184
2017-11-05,4218
2017-11-06,4286
2017-11-07,4471
2017-11-08,4455
2017-11-09,4340
2017-11-10,4368
2017-11-11,4428
2017-11-12,4491
2017-11-13,4556
2017-11-14,4689
2017-11-15,4893
2017-11-16,4965
2017-11-17,4887
2017-11-18,4803
2017-11-19,4671
2017-11-20,4488
2017-11-21,4278
2017-11-22,4261
2017-11-23,4308
2017-11-24,4276
2017-11-25,4323
2017-11-26,4479
2017-11-27,4641
2017-11-28,4461
2017-11-29,4369
2017-11-30,4273
2017-12-01,4332
2017-12-02,4378
2017-12-03,4578
2017-12-04,4580
2017-12-05,4564
2017-12-06,4515
2017-12-07,4539
2017-12-08,4541
2017-12-09,4428
2017-12-10,4341
2017-12-11,4326
2017-12-12,4354
2017-12-13,4386
2017-12-14,4382
2017-12-15,4341
2017-12-16,4367
2017-12-17,4416
2017-12-18,4518
2017-12-19,4666
2017-12-20,4723
2017-12-21,4651
2017-12-22,4594
2017-12-23,4619
2017-12-24,4617
2017-12-25,4644
2017-12-26,4562
2017-12-27,4527
2017-12-28,4533
2017-12-29,4543
2017-12-30,4566
2017-12-31,4706
2018-01-01,4687
2018-01-02,4714
2018-01-03,4745
2018-01-04,4638
2018-01-05,4615
2018-01-06,4606
2018-01-07,4758
2018-01-08,4683
2018-01-09,4451
2018-01-10,4228
2018-01-11,4053
2018-01-12,3853
2018-01-13,3682
2018-01-14,3715
2018-01-15,3730
2018-01-16,3636
2018-01-17,3471
2018-01-18,3298
2018-01-19,3166
2018-01-20,3040
2018-01-21,2991
2018-01-22,3018
2018-01-23,3040
2018-01-24,3127
2018-01-25,3126
2018-01-26,3207
2018-01-27,3225
2018-01-28,3186
2018-01-29,3215
2018-01-30,3218
2018-01-31,3067
2018-02-01,3036
2018-02-02,3040
2018-02-03,3024
2018-02-04,2975
2018-02-05,2931
2018-02-06,2815
2018-02-07,2852
2018-02-08,2916
2018-02-09,2985
2018-02-10,3006
2018-02-11,2939
2018-02-12,2929
2018-02-13,2944
2018-02-14,2961
2018-02-15,2924
2018-02-16,2975
2018-02-17,3006
2018-02-18,3076
2018-02-19,3178
2018-02-20,3153
2018-02-21,3098
2018-02-22,3018
2018-02-23,2984
2018-02-24,3046
2018-02-25,3049
2018-02-26,3132
2018-02-27,3288
2018-02-28,3440
2018-03-01,3556
2018-03-02,3607
2018-03-03,3460
2018-03-04,3305
2018-03-05,3208
2018-03-06,3313
2018-03-07,3478
2018-03-08,3555
2018-03-09,3491
2018-03-10,3427
2018-03-11,3454
2018-03-12,3390
2018-03-13,3346
2018-03-14,3327
2018-03-15,3304
2018-03-16,3305
2018-03-17,3305
2018-03-18,3339
2018-03-19,3338
2018-03-20,3311
2018-03-21,3344
2018-03-22,3377
2018-03-23,3408
2018-03-24,3484
2018-03-25,3575
2018-03-26,3692
2018-03-27,3572
2018-03-28,3422
2018-03-29,3423
2018-03-30,3339
2018-03-31,3358
2018-04-01,3326
2018-04-02,3348
2018-04-03,3428
2018-04-04,3569
2018-04-05,3610
2018-04-06,3613
2018-04-07,3614
2018-04-08,3510
2018-04-09,3496
2018-04-10,3501
2018-04-11,3569
2018-04-12,3636
2018-04-13,3612
2018-04-14,3549
2018-04-15,3611
2018-04-16,3711
2018-04-17,3709
2018-04-18,3780
2018-04-19,3718
2018-04-20,3652
2018-04-21,3582
2018-04-22,3593
2018-04-23,3592
2018-04-24,3615
2018-04-25,3661
2018-04-26,3698
2018-04-27,3618
2018-04-28,3545
2018-04-29,3533
2018-04-30,3531
2018-05-01,3468
2018-05-02,3318
2018-05-03,3359
2018-05-04,3358
2018-05-05,3448
2018-05-06,3587
2018-05-07,3733
2018-05-08,3684
2018-05-09,3782
2018-05-10,3673
2018-05-11,3547
2018-05-12,3547
2018-05-13,3510
2018-05-14,3453
2018-05-15,3425
2018-05-16,3473
2018-05-17,3538
2018-05-18,3566
2018-05-19,3489
2018-05-20,3520
2018-05-21,3507
2018-05-22,3484
2018-05-23,3454
2018-05-24,3346
2018-05-25,3321
2018-05-26,3320
2018-05-27,3358
2018-05-28,3401
2018-05-29,3425
2018-05-30,3426
2018-05-31,3406
2018-06-01,3392
2018-06-02,3351
2018-06-03,3377
2018-06-04,3405
2018-06-05,3432
2018-06-06,3330
2018-06-07,3201
2018-06-08,3087
2018-06-09,3048
2018-06-10,2935
2018-06-11,2818
2018-06-12,2682
2018-06-13,2578
2018-06-14,2683
2018-06-15,2734
2018-06-16,2738
2018-06-17,2786
2018-06-18,2786
2018-06-19,2777
2018-06-20,2710
2018-06-21,2735
2018-06-22,2699
2018-06-23,2673
2018-06-24,2657
2018-06-25,2664
2018-06-26,2576
2018-06-27,2538
2018-06-28,2532
2018-06-29,2503
2018-06-30,2420
2018-07-01,2334
2018-07-02,2238
2018-07-03,2237
2018-07-04,2219
2018-07-05,2226
2018-07-06,2323
2018-07-07,2431
2018-07-08,2551
2018-07-09,2536
2018-07-10,2457
2018-07-11,2396
2018-07-12,2313
2018-07-13,2283
2018-07-14,2240
2018-07-15,2235
2018-07-16,2251
2018-07-17,2222
2018-07-18,2205
2018-07-19,2196
2018-07-20,2233
2018-07-21,2266
2018-07-22,2211
2018-07-23,2143
2018-07-24,2124
2018-07-25,2124
2018-07-26,2129
2018-07-27,2138
2018-07-28,2089
2018-07-29,2089
2018-07-30,2103
2018-07-31,2084
2018-08-01,1988
2018-08-02,1916
2018-08-03,1915
2018-08-04,1834
2018-08-05,1763
2018-08-06,1740
2018-08-07,1722
2018-08-08,1658
2018-08-09,1603
2018-08-10,1638
2018-08-11,1627
2018-08-12,1652
2018-08-14,1561
2018-08-16,1582
2018-08-17,1632
2018-08-18,1666
2018-08-19,1672
2018-08-20,1706
2018-08-21,1638
2018-08-22,1637
2018-08-23,1614
2018-08-24,1575
2018-08-25,1555
2018-08-26,1571
2018-08-27,1556
2018-08-28,1558
2018-08-29,1562
2018-08-30,1562
2018-08-31,1562
2018-09-01,1568
2018-09-02,1548
2018-09-03,1546
2018-09-04,1484
2018-09-05,1410
2018-09-06,1344
2018-09-07,1287
2018-09-08,1332
2018-09-09,1349
2018-09-10,1380
2018-09-11,1431
2018-09-12,1471
2018-09-13,1474
2018-09-14,1491
2018-09-15,1501
2018-09-16,1439
2018-09-17,1442
2018-09-18,1380
2018-09-19,1316
2018-09-20,1278
2018-09-21,1263
2018-09-22,1305
2018-09-23,1303
2018-09-24,1350
2018-09-25,1387
2018-09-26,1409
2018-09-27,1434
2018-09-28,1460
2018-09-29,1479
2018-09-30,1506
2018-10-01,1569
2018-10-02,1648
2018-10-03,1727
2018-10-04,1814
2018-10-05,1898
2018-10-06,1859
2018-10-07,1778
2018-10-08,1766
2018-10-09,1804
2018-10-10,1775
2018-10-11,1787
2018-10-12,1792
2018-10-13,1775
2018-10-14,1781
2018-10-15,1776
2018-10-16,1766
2018-10-17,1751
2018-10-18,1685
2018-10-19,1640
2018-10-20,1651
2018-10-21,1665
2018-10-22,1622
2018-10-23,1584
2018-10-24,1543
2018-10-25,1517
2018-10-26,1471
2018-10-27,1407
2018-10-28,1428
2018-10-29,1387
2018-10-30,1341
2018-10-31,1343
2018-11-01,1371
2018-11-03,1380
2018-11-04,1378
2018-11-05,1372
2018-11-06,1358
2018-11-07,1336
2018-11-08,1379
2018-11-09,1408
2018-11-10,1387
2018-11-11,1333
2018-11-12,1333
2018-11-13,1366
2018-11-15,1444
2018-11-16,1517
2018-11-17,1593
2018-11-18,1673
2018-11-19,1757
2018-11-20,1845
2018-11-21,1937
2018-11-22,2034
2018-11-23,2136
2018-11-24,2243
2018-11-25,2356
2018-11-26,2474
2018-11-27,2598
2018-11-28,2728
2018-11-29,2865
2018-12-01,2957
2018-12-02,2857
2018-12-03,2714
2018-12-04,2585
2018-12-05,2462
2018-12-07,2289
2018-12-09,2157
2018-12-10,2228
2018-12-11,2338
2018-12-12,2453
2018-12-13,2574
2018-12-14,2563
2018-12-15,2451
2018-12-16,2360
2018-12-17,2377
2018-12-18,2460
2018-12-19,2492
2018-12-20,2459
2018-12-21,2548
2018-12-22,2610
2018-12-23,2601
2018-12-24,2524
2018-12-25,2468
2018-12-26,2436
2018-12-27,2457
2018-12-28,2477
2018-12-29,2490
2018-12-30,2467
2018-12-31,2450
2019-01-01,2421
2019-01-02,2415
2019-01-03,2414
2019-01-04,2459
2019-01-05,2445
2019-01-06,2435
2019-01-08,2414
2019-01-10,2338
2019-01-11,2221
2019-01-12,2113
2019-01-13,2014
2019-01-14,2058
2019-01-15,2142
2019-01-16,2243
2019-01-17,2311
2019-01-18,2269
2019-01-19,2226
2019-01-20,2184
2019-01-21,2220
2019-01-22,2271
2019-01-23,2350
2019-01-24,2413
2019-01-25,2446
2019-01-26,2484
2019-01-27,2551
2019-01-28,2534
2019-01-29,2519
2019-01-30,2512
2019-01-31,2529
2019-02-01,2589
2019-02-02,2608
2019-02-03,2645
2019-02-04,2675
2019-02-05,2626
2019-02-06,2633
2019-02-07,2727
2019-02-08,2718
2019-02-09,2702
2019-02-10,2820
2019-02-11,2947
2019-02-12,2931
2019-02-13,2984
2019-02-14,2975
2019-02-15,2961
2019-02-16,2907
2019-02-17,2913
2019-02-18,2939
2019-02-19,3043
2019-02-20,3088
2019-02-21,3192
2019-02-22,3163
2019-02-23,3278
2019-02-24,3244
2019-02-25,3207
2019-02-26,3098
2019-02-27,3067
2019-02-28,3062
2019-03-01,3061
2019-03-02,3080
2019-03-03,3167
2019-03-04,3290
2019-03-05,3363
2019-03-06,3409
2019-03-07,3383
2019-03-08,3398
2019-03-09,3419
2019-03-10,3453
2019-03-11,3609
2019-03-12,3663
2019-03-13,3749
2019-03-14,3683
2019-03-15,3565
2019-03-16,3469
2019-03-17,3501
2019-03-18,3576
2019-03-19,3610
2019-03-20,3560
2019-03-21,3501
2019-03-22,3413
2019-03-23,3430
2019-03-24,3393
2019-03-25,3363
2019-03-26,3306
2019-03-27,3331
2019-03-28,3325
2019-03-29,3282
2019-03-30,3276
2019-03-31,3302
2019-04-01,3359
2019-04-02,3365
2019-04-03,3433
2019-04-04,3459
2019-04-05,3472
2019-04-06,3473
2019-04-07,3484
2019-04-08,3614
2019-04-09,3560
2019-04-10,3555
2019-04-11,3560
2019-04-12,3528
2019-04-13,3574
2019-04-14,3512
2019-04-15,3380
2019-04-16,3313
2019-04-17,3386
2019-04-18,3449
2019-04-19,3440
2019-04-20,3374
2019-04-21,3360
2019-04-22,3375
2019-04-23,3399
2019-04-24,3344
2019-04-25,3350
2019-04-26,3379
2019-04-27,3440
2019-04-28,3442
2019-04-29,3471
2019-04-30,3462
2019-05-01,3427
2019-05-02,3412
2019-05-03,3464
2019-05-04,3433
2019-05-05,3436
2019-05-06,3431
2019-05-07,3440
2019-05-08,3416
2019-05-09,3424
2019-05-10,3412
2019-05-11,3315
2019-05-12,3323
2019-05-13,3329
2019-05-14,3349
2019-05-15,3421
2019-05-16,3475
2019-05-17,3536
2019-05-18,3620
2019-05-19,3685
2019-05-20,3676
2019-05-21,3631
2019-05-22,3609
2019-05-23,3543
2019-05-24,3544
2019-05-25,3492
2019-05-26,3435
2019-05-27,3491
2019-05-28,3525
2019-05-29,3568
2019-05-30,3556
2019-05-31,3605
2019-06-01,3585
2019-06-02,3537
2019-06-03,3518
2019-06-04,3475
2019-06-05,3458
2019-06-06,3427
2019-06-07,3360
2019-06-08,3301
2019-06-09,3335
2019-06-10,3365
2019-06-11,3387
2019-06-12,3389
2019-06-13,3363
2019-06-14,3294
2019-06-15,3225
2019-06-16,3159
2019-06-17,3090
2019-06-18,3102
2019-06-19,3126
2019-06-20,3179
2019-06-21,3181
2019-06-22,3160
2019-06-23,3141
2019-06-24,3135
2019-06-25,3128
2019-06-26,3141
2019-06-27,3125
2019-06-28,3087
2019-06-29,3016
2019-06-30,3060
2019-07-01,3109
2019-07-02,3121
2019-07-03,3081
2019-07-04,3074
2019-07-05,3091
2019-07-06,3136
2019-07-07,3177
2019-07-08,3169
2019-07-09,3174
2019-07-10,3209
2019-07-11,3302
2019-07-12,3328
2019-07-13,3349
2019-07-14,3360
2019-07-15,3326
2019-07-16,3314
2019-07-17,3324
2019-07-18,3281
2019-07-19,3203
2019-07-20,3157
2019-07-21,3136
2019-07-22,3098
2019-07-23,3096
2019-07-24,3138
2019-07-25,3173
2019-07-26,3169
2019-07-27,3291
2019-07-28,3389
2019-07-29,3541
2019-07-30,3510
2019-07-31,3502
2019-08-01,3388
2019-08-02,3367
2019-08-03,3396
2019-08-04,3453
2019-08-05,3597
2019-08-06,3655
2019-08-07,3660
2019-08-08,3524
2019-08-09,3550
2019-08-10,3520
2019-08-11,3483
2019-08-12,3432
2019-08-13,3387
2019-08-14,3397
2019-08-15,3462
2019-08-16,3504
2019-08-17,3505
2019-08-18,3600
2019-08-19,3576
2019-08-20,3581
2019-08-21,3584
2019-08-22,3546
2019-08-23,3498
2019-08-24,3498
2019-08-24,3498
2019-08-25,3512
2019-08-25,3512
2019-08-26,3526
2019-08-27,3509
2019-08-27,3509
2019-08-28,3500
2019-08-29,3513
2019-08-30,3521
2019-08-31,3533
2019-09-01,3528
2019-09-02,3522
2019-09-03,3542
2019-09-04,3591
2019-09-05,3584
2019-09-06,3596
2019-09-07,3603
2019-09-08,3590
2019-09-09,3590
2019-09-10,3593
2019-09-11,3587
2019-09-12,3607
2019-09-13,3649
2019-09-14,3631
2019-09-15,3610
2019-09-16,3595
2019-09-17,3599
2019-09-18,3583
2019-09-19,3559
2019-09-20,3557
2019-09-21,3573
2019-09-22,3635
2019-09-23,3631
2019-09-24,3633
2019-09-25,3776
2019-09-26,3854
2019-09-27,3739
2019-09-28,3604
2019-09-29,3513
2019-09-30,3552
2019-10-01,3528
2019-10-02,3521
2019-10-03,3503
2019-10-04,3450
2019-10-05,3399
2019-10-06,3449
2019-10-07,3524
2019-10-08,3624
2019-10-09,3604
2019-10-10,3590
2019-10-11,3594
2019-10-12,3592
2019-10-13,3495
2019-10-14,3466
2019-10-15,3456
2019-10-16,3454
2019-10-17,3462
2019-10-18,3478
2019-10-19,3352
2019-10-20,3339
2019-10-21,3363
2019-10-22,3358
2019-10-23,3328
2019-10-24,3354
2019-10-25,3383
2019-10-26,3494
2019-10-27,3590
2019-10-28,3696
2019-10-29,3664
2019-10-30,3671
2019-10-31,3686
2019-11-01,3643
2019-11-02,3533
2019-11-03,3453
2019-11-04,3523
2019-11-05,3564
2019-11-06,3582
2019-11-07,3606
2019-11-08,3571
2019-11-09,3628
2019-11-10,3744
2019-11-11,3777
2019-11-12,3763
2019-11-13,3731
2019-11-14,3712
2019-11-15,3672
2019-11-16,3689
2019-11-17,3685
2019-11-18,3692
2019-11-19,3780
2019-11-20,3938
2019-11-21,4074
2019-11-22,4051
2019-11-23,4027
2019-11-24,4045
2019-11-25,4014
2019-11-26,4099
2019-11-27,4158
2019-11-28,4152
2019-11-29,4171
2019-11-30,4200
2019-12-01,4273
2019-12-02,4273
2019-12-03,4267
2019-12-04,4262
2019-12-05,4230
2019-12-06,4082
2019-12-07,3936
2019-12-08,3924
2019-12-09,3922
2019-12-10,4027
2019-12-11,4167
2019-12-12,4285
2019-12-13,4385
2019-12-14,4226
2019-12-15,4353
2019-12-16,4512
2019-12-17,4572
2019-12-18,4670
2019-12-19,4748
2019-12-20,4904
2019-12-21,5035
2019-12-22,5060
2019-12-23,4990
2019-12-24,4817
2019-12-25,4604
2019-12-26,4601
2019-12-27,4496
2019-12-28,4357
2019-12-29,4303
2019-12-30,4225
2019-12-31,4228
2020-01-01,4333
2020-01-02,4514
2020-01-03,4560
2020-01-04,4537
2020-01-05,4458
2020-01-06,4416
2020-01-07,4459
2020-01-08,4482
2020-01-09,4519
2020-01-10,4519
2020-01-11,4481
2020-01-12,4482
2020-01-13,4486
2020-01-14,4494
2020-01-15,4619
2020-01-16,4682
2020-01-17,4734
2020-01-18,4744
2020-01-19,4621
2020-01-20,4544
2020-01-21,4523
2020-01-22,4494
2020-01-23,4499
2020-01-24,4529
2020-01-25,4547
2020-01-26,4505
2020-01-27,4573
2020-01-28,4584
2020-01-29,4723
2020-01-30,4709
2020-01-31,4629
2020-02-01,4530
2020-02-02,4432
2020-02-03,4475
2020-02-04,4575
2020-02-05,4581
2020-02-06,4489
2020-02-07,4485
2020-02-08,4601
2020-02-09,4692
2020-02-10,4898
2020-02-11,4969
2020-02-12,4931
2020-02-13,4712
2020-02-14,4656
2020-02-15,4478
2020-02-16,4585
2020-02-17,4633
2020-02-18,4724
2020-02-19,4693
2020-02-20,4696
2020-02-21,4731
2020-02-22,4703
2020-02-23,4672
2020-02-24,4663
2020-02-25,4625
2020-02-26,4646
2020-02-27,4731
2020-02-28,4709
2020-02-29,4606
2020-03-01,4552
2020-03-02,4434
2020-03-03,4388
2020-03-04,4361
2020-03-05,4278
2020-03-06,4314
2020-03-07,4304
2020-03-08,4252
2020-03-09,4234
2020-03-10,4226
2020-03-11,4189
2020-03-12,4155
2020-03-13,4019
2020-03-14,4051
2020-03-15,4059
2020-03-16,4146
2020-03-17,4314
2020-03-18,4527
2020-03-19,4512
2020-03-20,4494
2020-03-21,4564
2020-03-22,4596
2020-03-23,4551
2020-03-24,4582
2020-03-25,4704
2020-03-26,4660
2020-03-27,4621
2020-03-28,4575
2020-03-29,4536
2020-03-30,4454
2020-03-31,4375
2020-04-01,4493
2020-04-02,4534
2020-04-03,4536
2020-04-04,4612
2020-04-05,4656
2020-04-06,4777
2020-04-07,4673
2020-04-08,4575
2020-04-09,4522
2020-04-10,4485
2020-04-11,4398
2020-04-12,4422
2020-04-13,4458
2020-04-14,4521
2020-04-15,4656
2020-04-16,4668
2020-04-17,4772
2020-04-18,4848
2020-04-19,4939
2020-04-20,5143
2020-04-21,4993
2020-04-22,4753
2020-04-23,4559
2020-04-24,4464
2020-04-25,4426
2020-04-26,4425
2020-04-27,4478
2020-04-28,4624
2020-04-29,4741
2020-04-30,4738
2020-05-01,4691
2020-05-02,4653
2020-05-03,4583
2020-05-04,4623
2020-05-05,4653
2020-05-06,4643
2020-05-07,4650
2020-05-08,4574
2020-05-09,4502
2020-05-10,4493
2020-05-11,4483
2020-05-12,4485
2020-05-13,4583
