date_obj,Black%20wizard%20hat%20(t) price
2019-03-23,189687
2019-03-24,189180
2019-03-25,190806
2019-03-26,190246
2019-03-27,190246
2019-03-28,191141
2019-03-29,191015
2019-03-30,191015
2019-03-31,193212
2019-04-01,196154
2019-04-02,196534
2019-04-03,197951
2019-04-04,195147
2019-04-05,196281
2019-04-06,194975
2019-04-07,193094
2019-04-08,191727
2019-04-09,191503
2019-04-10,188737
2019-04-11,185558
2019-04-12,182375
2019-04-13,176886
2019-04-14,170515
2019-04-15,165190
2019-04-16,157337
2019-04-17,150090
2019-04-18,142836
2019-04-19,135694
2019-04-20,129445
2019-04-21,123385
2019-04-22,117912
2019-04-23,113090
2019-04-24,109305
2019-04-25,104499
2019-04-26,99581
2019-04-27,95931
2019-04-28,93844
2019-04-29,92834
2019-04-30,92567
2019-05-01,92780
2019-05-02,92285
2019-05-03,95472
2019-05-04,99820
2019-05-05,102621
2019-05-06,104410
2019-05-07,105914
2019-05-08,108321
2019-05-09,108934
2019-05-10,111391
2019-05-11,112153
2019-05-12,113577
2019-05-13,117638
2019-05-14,120434
2019-05-15,121886
2019-05-16,123289
2019-05-17,121029
2019-05-18,121351
2019-05-19,119251
2019-05-20,118067
2019-05-21,118645
2019-05-22,119581
2019-05-23,120003
2019-05-24,120618
2019-05-25,120046
2019-05-26,119139
2019-05-27,119690
2019-05-28,118797
2019-05-29,118890
2019-05-30,121431
2019-05-31,126295
2019-06-01,127686
2019-06-02,131940
2019-06-03,134756
2019-06-04,139405
2019-06-05,145158
2019-06-06,149503
2019-06-07,153575
2019-06-08,156825
2019-06-09,163492
2019-06-10,163492
2019-06-11,167549
2019-06-12,172201
2019-06-13,178079
2019-06-14,183449
2019-06-15,188200
2019-06-16,193403
2019-06-17,197966
2019-06-18,200681
2019-06-19,200700
2019-06-20,198318
2019-06-21,195618
2019-06-22,192449
2019-06-23,188429
2019-06-24,183344
2019-06-25,178664
2019-06-26,175614
2019-06-27,175458
2019-06-28,174054
2019-06-29,172990
2019-06-30,168376
2019-07-01,164085
2019-07-02,160181
2019-07-03,156901
2019-07-04,156277
2019-07-05,156420
2019-07-06,157971
2019-07-07,154807
2019-07-08,155182
2019-07-09,158926
2019-07-10,160617
2019-07-11,164446
2019-07-12,166446
2019-07-13,167728
2019-07-14,165871
2019-07-15,168812
2019-07-16,167262
2019-07-17,166929
2019-07-18,171488
2019-07-19,177161
2019-07-20,178655
2019-07-21,179938
2019-07-22,178358
2019-07-23,176836
2019-07-24,176322
2019-07-25,175787
2019-07-26,175663
2019-07-27,178510
2019-07-28,179248
2019-07-29,178460
2019-07-30,177381
2019-07-31,174811
2019-08-01,169510
2019-08-02,165403
2019-08-03,163921
2019-08-04,163243
2019-08-05,161405
2019-08-06,162214
2019-08-07,164484
2019-08-08,166363
2019-08-09,168874
2019-08-10,169326
2019-08-11,170786
2019-08-12,171095
2019-08-13,170903
2019-08-14,172377
2019-08-15,170240
2019-08-16,169982
2019-08-17,169982
2019-08-18,168811
2019-08-19,169213
2019-08-20,170349
2019-08-21,171726
2019-08-22,172180
2019-08-23,170412
2019-08-24,170421
2019-08-24,170421
2019-08-25,169397
2019-08-25,169397
2019-08-26,168863
2019-08-27,168335
2019-08-27,168335
2019-08-28,171037
2019-08-29,173878
2019-08-30,175324
2019-08-31,173765
2019-09-01,170925
2019-09-02,170925
2019-09-03,172540
2019-09-04,173129
2019-09-05,172824
2019-09-06,173263
2019-09-07,173013
2019-09-08,173454
2019-09-09,170645
2019-09-10,171076
2019-09-11,170457
2019-09-12,170221
2019-09-13,172157
2019-09-14,173092
2019-09-15,172555
2019-09-16,172444
2019-09-17,170262
2019-09-18,171007
2019-09-19,171736
2019-09-20,172863
2019-09-21,169725
2019-09-22,169042
2019-09-23,169014
2019-09-24,169014
2019-09-25,170237
2019-09-26,168607
2019-09-27,168607
2019-09-28,171365
2019-09-29,171676
2019-09-30,169685
2019-10-01,169856
2019-10-02,169856
2019-10-03,168252
2019-10-04,165703
2019-10-05,163859
2019-10-06,164514
2019-10-07,166521
2019-10-08,166591
2019-10-09,166591
2019-10-10,167528
2019-10-11,165817
2019-10-12,164726
2019-10-13,163972
2019-10-14,166151
2019-10-15,167863
2019-10-16,169057
2019-10-17,168038
2019-10-18,169349
2019-10-19,169519
2019-10-20,169097
2019-10-21,167395
2019-10-22,168423
2019-10-23,168861
2019-10-24,166628
2019-10-25,168940
2019-10-26,168357
2019-10-27,167394
2019-10-28,167051
2019-10-29,167051
2019-10-30,166482
2019-10-31,168089
2019-11-01,169641
2019-11-02,172885
2019-11-03,174743
2019-11-04,177776
2019-11-05,177776
2019-11-06,181886
2019-11-07,181941
2019-11-08,182783
2019-11-09,181423
2019-11-10,182499
2019-11-11,181927
2019-11-12,181654
2019-11-13,180170
2019-11-14,179402
2019-11-15,179626
2019-11-16,177409
2019-11-17,177409
2019-11-18,174168
2019-11-19,171656
2019-11-20,171603
2019-11-21,171603
2019-11-22,172034
2019-11-23,169927
2019-11-24,166690
2019-11-25,165948
2019-11-26,163412
2019-11-27,166412
2019-11-28,169159
2019-11-29,169377
2019-11-30,168816
2019-12-01,166994
2019-12-02,166859
2019-12-03,167944
2019-12-04,169838
2019-12-05,169838
2019-12-06,170865
2019-12-07,173937
2019-12-08,173937
2019-12-09,174558
2019-12-10,177653
2019-12-11,181527
2019-12-12,181527
2019-12-13,180953
2019-12-14,180795
2019-12-15,179266
2019-12-16,180656
2019-12-17,183581
2019-12-18,183581
2019-12-19,187214
2019-12-20,189030
2019-12-21,186394
2019-12-22,184657
2019-12-23,184511
2019-12-24,183066
2019-12-25,183012
2019-12-26,183225
2019-12-27,181409
2019-12-28,181599
2019-12-29,182876
2019-12-30,180639
2019-12-31,180496
2020-01-01,179972
2020-01-02,176276
2020-01-03,176581
2020-01-04,175907
2020-01-05,176836
2020-01-06,176188
2020-01-07,176816
2020-01-08,176816
2020-01-09,176063
2020-01-10,174790
2020-01-11,174705
2020-01-12,177882
2020-01-13,177882
2020-01-14,179427
2020-01-15,179174
2020-01-16,176249
2020-01-17,172668
2020-01-18,172668
2020-01-19,171684
2020-01-20,170687
2020-01-21,170687
2020-01-22,170727
2020-01-23,170474
2020-01-24,171383
2020-01-25,168169
2020-01-26,168711
2020-01-27,169195
2020-01-28,170010
2020-01-29,171920
2020-01-30,170958
2020-01-31,173530
2020-02-01,175746
2020-02-02,176042
2020-02-03,177408
2020-02-04,175753
2020-02-05,178289
2020-02-06,178009
2020-02-07,179839
2020-02-08,178591
2020-02-09,174619
2020-02-10,170859
2020-02-11,167743
2020-02-12,167664
2020-02-13,169796
2020-02-14,170877
2020-02-15,171262
2020-02-16,172892
2020-02-17,168840
2020-02-18,165712
2020-02-19,165819
2020-02-20,164102
2020-02-21,164102
2020-02-22,164901
2020-02-23,164643
2020-02-24,165666
2020-02-25,164577
2020-02-26,166333
2020-02-27,166558
2020-02-28,170047
2020-02-29,170047
2020-03-01,168258
2020-03-02,167877
2020-03-03,164482
2020-03-04,164482
2020-03-05,163768
2020-03-06,165012
2020-03-07,166773
2020-03-08,168083
2020-03-09,164544
2020-03-10,164415
2020-03-11,164303
2020-03-12,164884
2020-03-13,164884
2020-03-14,165114
2020-03-15,167494
2020-03-16,165647
2020-03-17,163950
2020-03-18,164985
2020-03-19,166428
2020-03-20,169549
2020-03-21,170112
2020-03-22,169693
2020-03-23,170408
2020-03-24,172985
2020-03-25,174280
2020-03-26,176744
2020-03-27,177926
2020-03-28,180807
2020-03-29,183022
2020-03-30,183902
2020-03-31,184107
2020-04-01,183271
2020-04-02,179881
2020-04-03,179881
2020-04-04,178512
2020-04-05,175795
2020-04-06,174676
2020-04-07,172741
2020-04-08,174168
2020-04-09,176886
2020-04-10,177071
2020-04-11,176534
2020-04-12,177600
2020-04-13,178454
2020-04-14,180387
2020-04-15,180437
2020-04-16,177797
2020-04-17,175673
2020-04-18,172583
2020-04-19,172169
2020-04-20,171653
2020-04-21,167595
2020-04-22,166535
2020-04-23,167148
2020-04-24,167131
2020-04-25,167470
2020-04-26,168024
2020-04-27,168077
2020-04-28,166812
2020-04-29,164036
2020-04-30,163592
2020-05-01,165242
2020-05-02,166487
2020-05-03,166695
2020-05-04,166396
2020-05-05,164710
2020-05-06,166589
2020-05-07,164986
2020-05-08,163853
2020-05-09,164663
2020-05-10,164214
2020-05-11,163659
2020-05-12,161776
2020-05-13,162490
