date_obj,Yew%20shield price
2020-02-27,100
2020-02-28,100
2020-02-29,100
2020-03-01,100
2020-03-02,100
2020-03-03,103
2020-03-04,103
2020-03-05,103
2020-03-06,103
2020-03-07,103
2020-03-08,103
2020-03-09,106
2020-03-10,106
2020-03-11,106
2020-03-12,106
2020-03-13,106
2020-03-14,106
2020-03-15,106
2020-03-16,106
2020-03-17,106
2020-03-18,106
2020-03-19,104
2020-03-20,104
2020-03-21,104
2020-03-22,104
2020-03-23,102
2020-03-24,102
2020-03-25,102
2020-03-26,102
2020-03-27,101
2020-03-28,101
2020-03-29,101
2020-03-30,101
2020-03-31,97
2020-04-01,97
2020-04-02,97
2020-04-03,97
2020-04-04,93
2020-04-05,93
2020-04-06,93
2020-04-07,93
2020-04-08,93
2020-04-09,93
2020-04-10,93
2020-04-11,93
2020-04-12,91
2020-04-13,91
2020-04-14,91
2020-04-15,91
2020-04-16,89
2020-04-17,89
2020-04-18,89
2020-04-19,90
2020-04-20,90
2020-04-21,90
2020-04-22,90
2020-04-23,90
2020-04-24,90
2020-04-25,90
2020-04-26,92
2020-04-27,92
2020-04-28,92
2020-04-29,94
2020-04-30,94
2020-05-01,94
2020-05-02,94
2020-05-03,97
2020-05-04,97
2020-05-05,97
2020-05-06,97
2020-05-07,97
2020-05-08,97
2020-05-09,97
2020-05-10,97
2020-05-11,97
2020-05-12,97
2020-05-13,97
