date_obj,Drift%20net price
2019-03-19,2243
2019-03-20,2243
2019-03-21,2134
2019-03-22,2134
2019-03-23,2134
2019-03-24,2134
2019-03-25,2134
2019-03-26,2134
2019-03-27,2134
2019-03-28,2134
2019-03-29,2134
2019-03-30,2134
2019-03-31,2134
2019-04-01,2068
2019-04-02,2068
2019-04-03,2068
2019-04-04,2068
2019-04-05,2068
2019-04-06,2068
2019-04-07,2068
2019-04-08,2068
2019-04-09,2068
2019-04-10,2068
2019-04-11,2085
2019-04-12,2085
2019-04-13,2085
2019-04-14,2085
2019-04-15,2085
2019-04-16,2085
2019-04-17,2085
2019-04-18,2085
2019-04-19,2085
2019-04-20,2167
2019-04-21,2167
2019-04-22,2167
2019-04-23,2167
2019-04-24,2167
2019-04-25,2167
2019-04-26,2167
2019-04-27,2167
2019-04-28,2167
2019-04-29,2243
2019-04-30,2243
2019-05-01,2243
2019-05-02,2243
2019-05-03,2243
2019-05-04,2243
2019-05-05,2243
2019-05-06,2243
2019-05-07,2243
2019-05-08,2337
2019-05-09,2337
2019-05-10,2337
2019-05-11,2337
2019-05-12,2337
2019-05-13,2337
2019-05-14,2337
2019-05-15,2337
2019-05-16,2337
2019-05-17,2337
2019-05-18,2407
2019-05-19,2407
2019-05-20,2407
2019-05-21,2407
2019-05-22,2407
2019-05-23,2407
2019-05-24,2407
2019-05-25,2407
2019-05-26,2407
2019-05-27,2407
2019-05-28,2407
2019-05-29,2424
2019-05-30,2424
2019-05-31,2424
2019-06-01,2424
2019-06-02,2424
2019-06-03,2424
2019-06-04,2424
2019-06-05,2424
2019-06-06,2424
2019-06-07,2424
2019-06-08,2364
2019-06-09,2364
2019-06-10,2364
2019-06-11,2364
2019-06-12,2364
2019-06-13,2364
2019-06-14,2364
2019-06-15,2364
2019-06-16,2364
2019-06-17,2364
2019-06-18,2351
2019-06-19,2351
2019-06-20,2351
2019-06-21,2351
2019-06-22,2351
2019-06-23,2351
2019-06-24,2351
2019-06-25,2351
2019-06-26,2351
2019-06-27,2351
2019-06-28,2351
2019-06-29,2305
2019-06-30,2305
2019-07-01,2305
2019-07-02,2305
2019-07-03,2305
2019-07-04,2305
2019-07-05,2305
2019-07-06,2305
2019-07-07,2305
2019-07-08,2305
2019-07-09,2337
2019-07-10,2337
2019-07-11,2337
2019-07-12,2337
2019-07-13,2337
2019-07-14,2337
2019-07-15,2337
2019-07-16,2337
2019-07-17,2337
2019-07-18,2337
2019-07-19,2278
2019-07-20,2278
2019-07-21,2278
2019-07-22,2278
2019-07-23,2278
2019-07-24,2278
2019-07-25,2278
2019-07-26,2278
2019-07-27,2278
2019-07-28,2278
2019-07-29,2261
2019-07-30,2261
2019-07-31,2261
2019-08-01,2261
2019-08-02,2261
2019-08-03,2261
2019-08-04,2261
2019-08-05,2261
2019-08-06,2261
2019-08-07,2303
2019-08-08,2303
2019-08-09,2303
2019-08-10,2303
2019-08-11,2303
2019-08-12,2303
2019-08-13,2303
2019-08-14,2303
2019-08-15,2303
2019-08-16,2403
2019-08-17,2403
2019-08-18,2403
2019-08-19,2403
2019-08-20,2403
2019-08-21,2403
2019-08-22,2403
2019-08-23,2403
2019-08-24,2403
2019-08-24,2403
2019-08-25,2403
2019-08-25,2403
2019-08-26,2514
2019-08-27,2514
2019-08-27,2514
2019-08-28,2514
2019-08-29,2514
2019-08-30,2514
2019-08-31,2514
2019-09-01,2514
2019-09-02,2514
2019-09-03,2514
2019-09-04,2586
2019-09-05,2586
2019-09-06,2586
2019-09-07,2586
2019-09-08,2586
2019-09-09,2586
2019-09-10,2586
2019-09-11,2586
2019-09-12,2586
2019-09-13,2682
2019-09-14,2682
2019-09-15,2682
2019-09-16,2682
2019-09-17,2682
2019-09-18,2682
2019-09-19,2682
2019-09-20,2682
2019-09-21,2682
2019-09-22,2682
2019-09-23,2726
2019-09-24,2726
2019-09-25,2726
2019-09-26,2726
2019-09-27,2726
2019-09-28,2726
2019-09-29,2726
2019-09-30,2726
2019-10-01,2726
2019-10-02,2726
2019-10-03,2711
2019-10-04,2711
2019-10-05,2711
2019-10-06,2711
2019-10-07,2711
2019-10-08,2711
2019-10-09,2711
2019-10-10,2711
2019-10-11,2711
2019-10-12,2711
2019-10-13,2690
2019-10-14,2690
2019-10-15,2690
2019-10-16,2690
2019-10-17,2690
2019-10-18,2690
2019-10-19,2690
2019-10-20,2690
2019-10-21,2690
2019-10-22,2687
2019-10-23,2687
2019-10-24,2687
2019-10-25,2687
2019-10-26,2687
2019-10-27,2687
2019-10-28,2687
2019-10-29,2687
2019-10-30,2687
2019-10-31,2687
2019-11-01,2632
2019-11-02,2632
2019-11-03,2632
2019-11-04,2632
2019-11-05,2632
2019-11-06,2632
2019-11-07,2632
2019-11-08,2632
2019-11-09,2632
2019-11-10,2632
2019-11-11,2570
2019-11-12,2570
2019-11-13,2570
2019-11-14,2570
2019-11-15,2570
2019-11-16,2570
2019-11-17,2570
2019-11-18,2570
2019-11-19,2570
2019-11-20,2570
2019-11-21,2570
2019-11-22,2518
2019-11-23,2518
2019-11-24,2518
2019-11-25,2518
2019-11-26,2518
2019-11-27,2518
2019-11-28,2518
2019-11-29,2518
2019-11-30,2518
2019-12-01,2518
2019-12-02,2518
2019-12-03,2561
2019-12-04,2561
2019-12-05,2561
2019-12-06,2561
2019-12-07,2561
2019-12-08,2561
2019-12-09,2561
2019-12-10,2561
2019-12-11,2561
2019-12-12,2561
2019-12-13,2561
2019-12-14,2561
2019-12-15,2623
2019-12-16,2623
2019-12-17,2623
2019-12-18,2623
2019-12-19,2623
2019-12-20,2623
2019-12-21,2623
2019-12-22,2623
2019-12-23,2623
2019-12-24,2623
2019-12-25,2623
2019-12-26,2623
2019-12-27,2640
2019-12-28,2640
2019-12-29,2640
2019-12-30,2640
2019-12-31,2640
2020-01-01,2640
2020-01-02,2640
2020-01-03,2640
2020-01-04,2640
2020-01-05,2640
2020-01-06,2729
2020-01-07,2729
2020-01-08,2729
2020-01-09,2729
2020-01-10,2729
2020-01-11,2729
2020-01-12,2729
2020-01-13,2729
2020-01-14,2729
2020-01-15,2729
2020-01-16,2785
2020-01-17,2785
2020-01-18,2785
2020-01-19,2785
2020-01-20,2785
2020-01-21,2785
2020-01-22,2785
2020-01-23,2785
2020-01-24,2785
2020-01-25,2844
2020-01-26,2844
2020-01-27,2844
2020-01-28,2844
2020-01-29,2844
2020-01-30,2844
2020-01-31,2844
2020-02-01,2844
2020-02-02,2781
2020-02-03,2781
2020-02-04,2781
2020-02-05,2781
2020-02-06,2781
2020-02-07,2781
2020-02-08,2781
2020-02-09,2781
2020-02-10,2672
2020-02-11,2672
2020-02-12,2672
2020-02-13,2672
2020-02-14,2672
2020-02-15,2672
2020-02-16,2672
2020-02-17,2672
2020-02-18,2628
2020-02-19,2628
2020-02-20,2628
2020-02-21,2628
2020-02-22,2628
2020-02-23,2628
2020-02-24,2628
2020-02-25,2628
2020-02-26,2602
2020-02-27,2602
2020-02-28,2602
2020-02-29,2602
2020-03-01,2602
2020-03-02,2602
2020-03-03,2602
2020-03-04,2602
2020-03-05,2633
2020-03-06,2633
2020-03-07,2633
2020-03-08,2633
2020-03-09,2633
2020-03-10,2633
2020-03-11,2633
2020-03-12,2581
2020-03-13,2581
2020-03-14,2581
2020-03-15,2581
2020-03-16,2581
2020-03-17,2581
2020-03-18,2581
2020-03-19,2522
2020-03-20,2522
2020-03-21,2522
2020-03-22,2522
2020-03-23,2522
2020-03-24,2593
2020-03-25,2593
2020-03-26,2593
2020-03-27,2593
2020-03-28,2593
2020-03-29,2677
2020-03-30,2677
2020-03-31,2677
2020-04-01,2677
2020-04-02,2677
2020-04-03,2802
2020-04-04,2802
2020-04-05,2802
2020-04-06,2940
2020-04-07,3069
2020-04-08,3223
2020-04-09,3223
2020-04-10,3379
2020-04-11,3541
2020-04-12,3541
2020-04-13,3696
2020-04-14,3696
2020-04-15,3812
2020-04-16,3812
2020-04-17,3812
2020-04-18,3706
2020-04-19,3706
2020-04-20,3585
2020-04-21,3585
2020-04-22,3406
2020-04-23,3406
2020-04-24,3406
2020-04-25,3307
2020-04-26,3307
2020-04-27,3241
2020-04-28,3241
2020-04-29,3163
2020-04-30,3163
2020-05-01,3163
2020-05-02,3087
2020-05-03,3087
2020-05-04,3087
2020-05-05,3173
2020-05-06,3173
2020-05-07,3323
2020-05-08,3323
2020-05-09,3323
2020-05-10,3397
2020-05-11,3397
2020-05-12,3397
2020-05-13,3286
