date_obj,Elemental%20talisman price
2015-12-05,2016
2015-12-06,2023
2015-12-07,2023
2015-12-08,2023
2015-12-09,2004
2015-12-10,2004
2015-12-11,2004
2015-12-12,1990
2015-12-13,1990
2015-12-14,1990
2015-12-15,1968
2015-12-16,1968
2015-12-17,1983
2015-12-18,1983
2015-12-19,2031
2015-12-20,2031
2015-12-21,2016
2015-12-22,2016
2015-12-23,1999
2015-12-24,1999
2015-12-25,2022
2015-12-26,2022
2015-12-27,1996
2015-12-28,1996
2015-12-29,1996
2015-12-30,1996
2015-12-31,2007
2016-01-01,2007
2016-01-02,2007
2016-01-03,2073
2016-01-04,2073
2016-01-05,1969
2016-01-06,1969
2016-01-07,1969
2016-01-08,1927
2016-01-09,1927
2016-01-10,1927
2016-01-11,1871
2016-01-12,1871
2016-01-13,1797
2016-01-14,1797
2016-01-15,1791
2016-01-16,1791
2016-01-17,1791
2016-01-18,1807
2016-01-19,1807
2016-01-20,1807
2016-01-21,1877
2016-01-22,1877
2016-01-23,1877
2016-01-24,1877
2016-01-25,1971
2016-01-26,1971
2016-01-27,1971
2016-01-28,1937
2016-01-29,1937
2016-01-30,1937
2016-01-31,1955
2016-02-01,1955
2016-02-02,1955
2016-02-03,1905
2016-02-04,1905
2016-02-05,1905
2016-02-06,1879
2016-02-07,1879
2016-02-08,1879
2016-02-09,1868
2016-02-10,1868
2016-02-11,1795
2016-02-12,1795
2016-02-13,1795
2016-02-14,1749
2016-02-15,1749
2016-02-16,1749
2016-02-17,1693
2016-02-18,1693
2016-02-19,1693
2016-02-20,1637
2016-02-21,1629
2016-02-22,1629
2016-02-23,1658
2016-02-24,1658
2016-02-25,1635
2016-02-26,1635
2016-02-27,1618
2016-02-28,1618
2016-02-29,1609
2016-03-01,1609
2016-03-02,1599
2016-03-03,1599
2016-03-04,1606
2016-03-05,1606
2016-03-06,1643
2016-03-07,1643
2016-03-08,1568
2016-03-09,1568
2016-03-10,1518
2016-03-11,1518
2016-03-12,1544
2016-03-13,1544
2016-03-14,1576
2016-03-15,1576
2016-03-16,1591
2016-03-17,1591
2016-03-18,1599
2016-03-19,1599
2016-03-20,1662
2016-03-21,1662
2016-03-22,1746
2016-03-23,1746
2016-03-24,1834
2016-03-25,1926
2016-03-26,1926
2016-03-27,2023
2016-03-28,2125
2016-03-29,2125
2016-03-30,2228
2016-03-31,2228
2016-04-01,2267
2016-04-02,2267
2016-04-03,2332
2016-04-04,2332
2016-04-05,2390
2016-04-06,2390
2016-04-07,2444
2016-04-08,2444
2016-04-09,2475
2016-04-10,2524
2016-04-11,2524
2016-04-12,2528
2016-04-13,2528
2016-04-14,2526
2016-04-15,2526
2016-04-16,2562
2016-04-17,2562
2016-04-18,2686
2016-04-19,2686
2016-04-20,2758
2016-04-21,2758
2016-04-22,2893
2016-04-23,2893
2016-04-24,2835
2016-04-25,2806
2016-04-26,2806
2016-04-27,2773
2016-04-28,2773
2016-04-29,2702
2016-04-30,2588
2016-05-01,2588
2016-05-02,2654
2016-05-03,2654
2016-05-04,2595
2016-05-05,2546
2016-05-06,2546
2016-05-07,2499
2016-05-08,2499
2016-05-09,2462
2016-05-10,2462
2016-05-11,2461
2016-05-12,2461
2016-05-13,2436
2016-05-14,2365
2016-05-15,2361
2016-05-16,2361
2016-05-17,2351
2016-05-18,2299
2016-05-19,2299
2016-05-22,2263
2016-05-23,2232
2016-05-24,2232
2016-05-25,2237
2016-05-26,2230
2016-05-27,2236
2016-05-28,2236
2016-05-29,2309
2016-05-30,2309
2016-05-31,2293
2016-06-01,2285
2016-06-02,2285
2016-06-03,2308
2016-06-04,2290
2016-06-05,2290
2016-06-06,2254
2016-06-07,2254
2016-06-08,2220
2016-06-09,2215
2016-06-10,2165
2016-06-11,2165
2016-06-12,2134
2016-06-13,2134
2016-06-14,2153
2016-06-15,2153
2016-06-16,2201
2016-06-17,2289
2016-06-18,2289
2016-06-19,2384
2016-06-20,2436
2016-06-21,2436
2016-06-22,2447
2016-06-23,2446
2016-06-24,2446
2016-06-25,2422
2016-06-26,2422
2016-06-27,2381
2016-06-28,2381
2016-06-29,2343
2016-06-30,2321
2016-07-01,2309
2016-07-02,2309
2016-07-03,2236
2016-07-04,2262
2016-07-05,2262
2016-07-06,2332
2016-07-07,2332
2016-07-08,2324
2016-07-09,2330
2016-07-10,2260
2016-07-11,2232
2016-07-12,2232
2016-07-13,2218
2016-07-14,2218
2016-07-15,2172
2016-07-16,2172
2016-07-17,2147
2016-07-18,2208
2016-07-23,2230
2016-07-24,2236
2016-07-25,2348
2016-07-26,2348
2016-07-27,2364
2016-07-28,2364
2016-07-29,2320
2016-07-30,2278
2016-07-31,2278
2016-08-01,2236
2016-08-02,2212
2016-08-03,2212
2016-08-04,2179
2016-08-05,2179
2016-08-06,2233
2016-08-07,2213
2016-08-08,2213
2016-08-09,2246
2016-08-10,2319
2016-08-11,2319
2016-08-12,2291
2016-08-13,2291
2016-08-14,2245
2016-08-15,2245
2016-08-16,2181
2016-08-17,2181
2016-08-18,2159
2016-08-19,2159
2016-08-20,2127
2016-08-21,2127
2016-08-22,2080
2016-08-23,2080
2016-08-24,2064
2016-08-25,2064
2016-08-26,2113
2016-08-28,2101
2016-08-31,2072
2016-09-01,2072
2016-09-02,2088
2016-09-03,2088
2016-09-04,2190
2016-09-05,2190
2016-09-06,2243
2016-09-07,2243
2016-09-08,2356
2016-09-09,2356
2016-09-10,2470
2016-09-11,2470
2016-09-12,2499
2016-09-13,2624
2016-09-14,2624
2016-09-15,2735
2016-09-16,2735
2016-09-17,2797
2016-09-18,2797
2016-09-19,2834
2016-09-20,2834
2016-09-21,2834
2016-09-22,2889
2016-09-23,2889
2016-09-24,2889
2016-09-25,2926
2016-09-26,2926
2016-09-27,2926
2016-09-28,2926
2016-09-29,2926
2016-09-30,2963
2016-10-01,2963
2016-10-02,2950
2016-10-03,2950
2016-10-04,2966
2016-10-05,2966
2016-10-06,2979
2016-10-07,2979
2016-10-08,3015
2016-10-09,3015
2016-10-10,3031
2016-10-11,3031
2016-10-12,3024
2016-10-13,3002
2016-10-14,3002
2016-10-15,3020
2016-10-16,3020
2016-10-17,2975
2016-10-18,2975
2016-10-19,2939
2016-10-20,2939
2016-10-21,2918
2016-10-22,2918
2016-10-23,2838
2016-10-24,2838
2016-10-25,2788
2016-10-26,2727
2016-10-27,2727
2016-10-28,2727
2016-10-29,2663
2016-10-30,2663
2016-10-31,2587
2016-11-01,2587
2016-11-02,2574
2016-11-03,2574
2016-11-04,2445
2016-11-05,2445
2016-11-06,2376
2016-11-07,2376
2016-11-08,2342
2016-11-09,2342
2016-11-10,2388
2016-11-11,2388
2016-11-12,2491
2016-11-13,2491
2016-11-14,2544
2016-11-15,2544
2016-12-07,2533
2016-12-08,2552
2016-12-09,2552
2016-12-10,2581
2016-12-11,2581
2016-12-12,2599
2016-12-13,2599
2016-12-14,2626
2016-12-15,2626
2016-12-16,2635
2016-12-17,2581
2016-12-18,2581
2016-12-19,2574
2016-12-20,2574
2016-12-21,2534
2016-12-22,2534
2016-12-23,2526
2016-12-24,2526
2016-12-25,2477
2016-12-26,2477
2016-12-27,2480
2016-12-28,2535
2016-12-29,2586
2016-12-30,2586
2016-12-31,2613
2017-01-01,2643
2017-01-02,2717
2017-01-03,2717
2017-01-04,2728
2017-01-05,2728
2017-01-06,2811
2017-01-07,2809
2017-01-08,2821
2017-01-09,2902
2017-01-10,2970
2017-01-11,3044
2017-01-12,3110
2017-01-13,3110
2017-01-14,3203
2017-01-15,3301
2017-01-16,3366
2017-01-17,3393
2017-01-18,3431
2017-01-19,3431
2017-01-20,3459
2017-01-21,3459
2017-01-22,3496
2017-01-23,3599
2017-01-27,3719
2017-01-28,3720
2017-01-29,3712
2017-01-30,3789
2017-01-31,3765
2017-02-01,3794
2017-02-02,3779
2017-02-03,3749
2017-02-04,3746
2017-02-05,3776
2017-02-06,3700
2017-02-07,3655
2017-02-08,3664
2017-02-09,3664
2017-02-10,3818
2017-02-11,4009
2017-02-12,4009
2017-02-13,4210
2017-02-14,4421
2017-02-15,4421
2017-02-16,4643
2017-02-18,4876
2017-02-19,5065
2017-02-20,5093
2017-02-21,5158
2017-02-22,5158
2017-02-23,5202
2017-02-24,5202
2017-02-25,5285
2017-02-26,5521
2017-02-27,5798
2017-02-28,6088
2017-03-01,6380
2017-03-02,6646
2017-03-03,6844
2017-03-04,6988
2017-03-05,6988
2017-03-06,7008
2017-03-07,7019
2017-03-08,6937
2017-03-09,6736
2017-03-10,6714
2017-03-11,7007
2017-03-12,7358
2017-03-13,7706
2017-03-14,7842
2017-03-15,8200
2017-03-16,8356
2017-03-17,8453
2017-03-18,8814
2017-03-19,9255
2017-03-20,9718
2017-03-21,10204
2017-03-22,10715
2017-03-23,11251
2017-03-24,11814
2017-03-25,11814
2017-03-26,12029
2017-03-27,11636
2017-03-28,11355
2017-03-29,10793
2017-03-30,10253
2017-03-31,9877
2017-04-01,9791
2017-04-02,9445
2017-04-03,9264
2017-04-04,9179
2017-04-12,7332
2017-04-13,7226
2017-04-14,6911
2017-04-15,6630
2017-04-16,6598
2017-04-17,6481
2017-04-18,6505
2017-04-19,6414
2017-04-20,6364
2017-04-21,6308
2017-04-22,6266
2017-04-23,6130
2017-04-24,6133
2017-04-25,6090
2017-04-26,6090
2017-04-27,6083
2017-04-28,6101
2017-04-29,6081
2017-04-30,6025
2017-05-01,6052
2017-05-02,5977
2017-05-03,5924
2017-05-04,5896
2017-05-05,5864
2017-05-06,5873
2017-05-07,6139
2017-05-08,6446
2017-05-09,6769
2017-05-10,7108
2017-05-11,7458
2017-05-12,7681
2017-05-13,7723
2017-05-14,7787
2017-05-15,7950
2017-05-16,7997
2017-05-17,8044
2017-05-18,7955
2017-05-19,7955
2017-05-20,7921
2017-05-21,7921
2017-05-22,7761
2017-05-23,7719
2017-05-24,7683
2017-05-25,7657
2017-05-26,7585
2017-05-27,7238
2017-05-28,6891
2017-05-29,6580
2017-05-30,6465
2017-05-31,6361
2017-06-01,6221
2017-06-02,6123
2017-06-03,6123
2017-06-04,5844
2017-06-05,5772
2017-06-06,5687
2017-06-07,5759
2017-06-08,5759
2017-06-09,5886
2017-06-10,6154
2017-06-11,5965
2017-06-12,5765
2017-06-13,5771
2017-06-14,5798
2017-06-15,5762
2017-06-16,5765
2017-06-17,5785
2017-06-18,5644
2017-06-19,5644
2017-06-20,5406
2017-06-21,5328
2017-06-22,5328
2017-06-23,5168
2017-06-24,5076
2017-06-25,5055
2017-06-26,4963
2017-06-27,4990
2017-06-28,4982
2017-06-29,4963
2017-06-30,4966
2017-07-01,4966
2017-07-02,4983
2017-07-03,4957
2017-07-04,5167
2017-07-05,5167
2017-07-06,5218
2017-07-07,5218
2017-07-08,5380
2017-07-13,5330
2017-07-14,5297
2017-07-15,5297
2017-07-16,5356
2017-07-17,5330
2017-07-18,5330
2017-07-19,5390
2017-07-20,5660
2017-07-21,5943
2017-07-22,6154
2017-07-23,6026
2017-07-24,6026
2017-07-25,5980
2017-07-26,5867
2017-07-27,6002
2017-07-28,5967
2017-07-29,5987
2017-07-30,6155
2017-07-31,6155
2017-08-01,6202
2017-08-02,6366
2017-08-03,6540
2017-08-04,6540
2017-08-05,6554
2017-08-06,6436
2017-08-09,5974
2017-08-10,5828
2017-08-11,5667
2017-08-12,5476
2017-08-13,5498
2017-08-14,5412
2017-08-15,5265
2017-08-16,5156
2017-08-17,5119
2017-08-18,5119
2017-08-19,4967
2017-08-20,4834
2017-08-21,4840
2017-08-22,4798
2017-08-23,4698
2017-08-24,4463
2017-08-25,4358
2017-08-26,4254
2017-08-27,4349
2017-08-28,4531
2017-08-29,4531
2017-08-30,4557
2017-08-31,4621
2017-09-01,4621
2017-09-03,4757
2017-09-04,4930
2017-09-05,5079
2017-09-06,5166
2017-09-07,5270
2017-09-08,5270
2017-09-09,5247
2017-09-10,5293
2017-09-11,5403
2017-09-12,5403
2017-09-13,5381
2017-09-14,5226
2017-09-15,5226
2017-09-16,5155
2017-09-17,5338
2017-09-18,5597
2017-09-19,5597
2017-09-20,5638
2017-09-21,5638
2017-09-22,5717
2017-09-23,5717
2017-09-24,5869
2017-09-25,6002
2017-09-26,6227
2017-09-27,6227
2017-09-28,6343
2017-09-29,6302
2017-09-30,6302
2017-10-01,6320
2017-10-02,6275
2017-10-03,6275
2017-10-04,6238
2017-10-05,6540
2017-10-06,6864
2017-10-07,7208
2017-10-08,7569
2017-10-09,7946
2017-10-10,8344
2017-10-11,8344
2017-10-12,8762
2017-10-13,9201
2017-10-14,9662
2017-10-15,9662
2017-10-16,9988
2017-10-17,9988
2017-10-18,10157
2017-10-19,9816
2017-10-20,9816
2017-10-21,9564
2017-10-22,9510
2017-10-23,9366
2017-10-24,9366
2017-10-25,9141
2017-10-26,8911
2017-10-27,8661
2017-10-28,8661
2017-10-29,8555
2017-10-30,8186
2017-10-31,7855
2017-11-01,7855
2017-11-02,7610
2017-11-03,7447
2017-11-04,7325
2017-11-05,7023
2017-11-06,7042
2017-11-07,7276
2017-11-08,7271
2017-11-09,7336
2017-11-10,7408
2017-11-11,7232
2017-11-12,7289
2017-11-13,7285
2017-11-14,7285
2017-11-15,7191
2017-11-16,7082
2017-11-17,7022
2017-11-18,6858
2017-11-19,6746
2017-11-20,6648
2017-11-21,6738
2017-11-22,6711
2017-11-23,6610
2017-11-24,6500
2017-11-25,6504
2017-11-26,6653
2017-11-27,6653
2017-11-28,6615
2017-11-29,6387
2017-11-30,6169
2017-12-01,6079
2017-12-02,6079
2017-12-03,6319
2017-12-04,6319
2017-12-05,6524
2017-12-06,6317
2017-12-07,6134
2017-12-08,6134
2017-12-09,6011
2017-12-10,5713
2017-12-11,5427
2017-12-12,5259
2017-12-13,5433
2017-12-14,5681
2017-12-15,5909
2017-12-16,6028
2017-12-17,5989
2017-12-18,5946
2017-12-19,5946
2017-12-20,5868
2017-12-21,6159
2017-12-22,6363
2017-12-23,6537
2017-12-24,6544
2017-12-25,6480
2017-12-26,6409
2017-12-27,6325
2017-12-28,6351
2017-12-29,6499
2017-12-30,6557
2017-12-31,6568
2018-01-01,6471
2018-01-02,6310
2018-01-03,6071
2018-01-04,6015
2018-01-05,6031
2018-01-06,5946
2018-01-07,5853
2018-01-08,5715
2018-01-09,5767
2018-01-10,5688
2018-01-11,5433
2018-01-12,5289
2018-01-13,5503
2018-01-14,5779
2018-01-15,6068
2018-01-16,6372
2018-01-17,6691
2018-01-18,6915
2018-01-19,6915
2018-01-20,7106
2018-01-21,7021
2018-01-22,6877
2018-01-23,6806
2018-01-25,6852
2018-01-26,6758
2018-01-27,6720
2018-01-28,6955
2018-01-29,7109
2018-01-30,7451
2018-01-31,7569
2018-02-01,7333
2018-02-02,7237
2018-02-03,7246
2018-02-04,7306
2018-02-05,7459
2018-02-06,7384
2018-02-07,7250
2018-02-08,7250
2018-02-09,7239
2018-02-10,7239
2018-02-11,7264
2018-02-12,7565
2018-02-13,7713
2018-02-14,7730
2018-02-15,7759
2018-02-16,7793
2018-02-17,7868
2018-02-18,8026
2018-02-19,8115
2018-02-20,8115
2018-02-21,8020
2018-02-22,7983
2018-02-23,7625
2018-02-24,7625
2018-02-25,7364
2018-02-26,7142
2018-02-27,6784
2018-02-28,6495
2018-03-01,6404
2018-03-02,6204
2018-03-03,5958
2018-03-04,5958
2018-03-05,5777
2018-03-06,5794
2018-03-07,5766
2018-03-09,5625
2018-03-10,5524
2018-03-11,5348
2018-03-12,5217
2018-03-13,5163
2018-03-14,5053
2018-03-15,5053
2018-03-16,5054
2018-03-17,5072
2018-03-18,5007
2018-03-20,4923
2018-03-21,4822
2018-03-23,4936
2018-03-24,5071
2018-03-25,5085
2018-03-26,5045
2018-03-27,4862
2018-03-28,4862
2018-03-29,4775
2018-03-30,4750
2018-03-31,4698
2018-04-01,4711
2018-04-02,4608
2018-04-03,4498
2018-04-04,4436
2018-04-05,4436
2018-04-06,4307
2018-04-07,4307
2018-04-08,4116
2018-04-09,4030
2018-04-10,4196
2018-04-11,4261
2018-04-12,4317
2018-04-13,4317
2018-04-14,4280
2018-04-15,4259
2018-04-16,4259
2018-04-17,4050
2018-04-18,4050
2018-04-19,3875
2018-04-20,3852
2018-04-21,3824
2018-04-22,3824
2018-04-23,3838
2018-04-24,3838
2018-04-25,3823
2018-04-26,3823
2018-04-27,3808
2018-04-28,3764
2018-04-29,3801
2018-04-30,3835
2018-05-01,3987
2018-05-03,3973
2018-05-04,4105
2018-05-05,4150
2018-05-07,4104
2018-05-08,4104
2018-05-09,4030
2018-05-10,3867
2018-05-11,3867
2018-05-12,3827
2018-05-13,3827
2018-05-14,3825
2018-05-15,4009
2018-05-16,4119
2018-05-17,4114
2018-05-18,4020
2018-05-19,3989
2018-05-20,3884
2018-05-21,3750
2018-05-22,3750
2018-05-23,3583
2018-05-24,3416
2018-05-25,3422
2018-05-26,3485
2018-05-27,3579
2018-05-28,3643
2018-05-29,3826
2018-05-30,4015
2018-05-31,4216
2018-06-01,4427
2018-06-02,4649
2018-06-03,4649
2018-06-04,4882
2018-06-05,5127
2018-06-06,5342
2018-06-07,5342
2018-06-08,5349
2018-06-09,5271
2018-06-10,5215
2018-06-11,5108
2018-06-12,5161
2018-06-13,5054
2018-06-14,4963
2018-06-15,4859
2018-06-16,4800
2018-06-17,4673
2018-06-18,4623
2018-06-19,4566
2018-06-20,4566
2018-06-22,4410
2018-06-23,4410
2018-06-24,4395
2018-06-25,4590
2018-06-26,4817
2018-06-27,5052
2018-06-28,5305
2018-06-29,5571
2018-06-30,5846
2018-07-01,6139
2018-07-02,6139
2018-07-03,6446
2018-07-04,6769
2018-07-05,6769
2018-07-06,6981
2018-07-07,6974
2018-07-08,6780
2018-07-09,6581
2018-07-10,6551
2018-07-11,6418
2018-07-12,6283
2018-07-13,6141
2018-07-14,6084
2018-07-15,6084
2018-07-16,6039
2018-07-17,6079
2018-07-18,6028
2018-07-19,5985
2018-07-20,5924
2018-07-21,5864
2018-07-22,5690
2018-07-23,5601
2018-07-24,5422
2018-07-25,5201
2018-07-26,5168
2018-07-27,5051
2018-07-28,5125
2018-07-29,5236
2018-07-30,5498
2018-07-31,5773
2018-08-01,5773
2018-08-02,5911
2018-08-03,5883
2018-08-04,5821
2018-08-05,5749
2018-08-06,5659
2018-08-07,5477
2018-08-08,5408
2018-08-09,5352
2018-08-10,5312
2018-08-11,5272
2018-08-12,5218
2018-08-14,5097
2018-08-16,4946
2018-08-17,4879
2018-08-18,4871
2018-08-19,4796
2018-08-20,4784
2018-08-21,4898
2018-08-22,4777
2018-08-23,4692
2018-08-24,4626
2018-08-25,4621
2018-08-26,4558
2018-08-27,4523
2018-08-28,4397
2018-08-29,4271
2018-08-30,4113
2018-08-31,4079
2018-09-01,4265
2018-09-02,4417
2018-09-03,4561
2018-09-04,4481
2018-09-05,4420
2018-09-06,4420
2018-09-07,4383
2018-09-08,4378
2018-09-09,4281
2018-09-10,4340
2018-09-11,4340
2018-09-12,4360
2018-09-13,4356
2018-09-14,4325
2018-09-15,4182
2018-09-16,4010
2018-09-17,3864
2018-09-18,3773
2018-09-19,3588
2018-09-20,3421
2018-09-21,3392
2018-09-22,3314
2018-09-23,3284
2018-09-24,3315
2018-09-25,3315
2018-09-26,3436
2018-09-27,3436
2018-09-28,3514
2018-09-29,3427
2018-09-30,3599
2018-10-01,3779
2018-10-02,3798
2018-10-03,3984
2018-10-04,3984
2018-10-05,4182
2018-10-06,4298
2018-10-07,4424
2018-10-08,4623
2018-10-09,4855
2018-10-10,5006
2018-10-11,5002
2018-10-12,5008
2018-10-13,4926
2018-10-14,4878
2018-10-15,4765
2018-10-16,4529
2018-10-17,4346
2018-10-18,4207
2018-10-19,4045
2018-10-20,3908
2018-10-21,3866
2018-10-22,3793
2018-10-23,3928
2018-10-24,3923
2018-10-25,3850
2018-10-26,3756
2018-10-27,3682
2018-10-28,3558
2018-10-29,3558
2018-10-30,3387
2018-10-31,3217
2018-11-01,3078
2018-11-03,2928
2018-11-04,2900
2018-11-05,2930
2018-11-06,2878
2018-11-07,2774
2018-11-08,2686
2018-11-09,2774
2018-11-10,2907
2018-11-11,3053
2018-11-12,3206
2018-11-13,3367
2018-11-14,3536
2018-11-15,3691
2018-11-16,3731
2018-11-17,3888
2018-11-18,3916
2018-11-19,3859
2018-11-20,3805
2018-11-21,3618
2018-11-22,3565
2018-11-23,3528
2018-11-24,3695
2018-11-25,3880
2018-11-26,4074
2018-11-27,4278
2018-11-28,4492
2018-11-29,4717
2018-12-01,5124
2018-12-02,5381
2018-12-03,5381
2018-12-04,5556
2018-12-05,5804
2018-12-07,5715
2018-12-09,5749
2018-12-10,5792
2018-12-11,5699
2018-12-12,5833
2018-12-13,6113
2018-12-14,6096
2018-12-15,6042
2018-12-16,5909
2018-12-17,5688
2018-12-18,5478
2018-12-19,5239
2018-12-20,5491
2018-12-21,5602
2018-12-22,5685
2018-12-23,5716
2018-12-24,5876
2018-12-25,5831
2018-12-26,5775
2018-12-27,5635
2018-12-28,5600
2018-12-29,5525
2018-12-30,5384
2018-12-31,5365
2019-01-01,5299
2019-01-02,5209
2019-01-03,4993
2019-01-04,4949
2019-01-05,4743
2019-01-06,4649
2019-01-08,4989
2019-01-10,4911
2019-01-11,4811
2019-01-12,4671
2019-01-13,4598
2019-01-14,4513
2019-01-15,4462
2019-01-16,4446
2019-01-17,4382
2019-01-18,4406
2019-01-19,4551
2019-01-20,4655
2019-01-21,4832
2019-01-22,5022
2019-01-23,5112
2019-01-24,4954
2019-01-25,4839
2019-01-26,4731
2019-01-27,4644
2019-01-28,4744
2019-01-29,4912
2019-01-30,4955
2019-01-31,4882
2019-02-01,4758
2019-02-02,4623
2019-02-03,4457
2019-02-04,4234
2019-02-05,4073
2019-02-06,3936
2019-02-07,3890
2019-02-08,3772
2019-02-09,3630
2019-02-10,3448
2019-02-11,3324
2019-02-12,3218
2019-02-13,3161
2019-02-14,3304
2019-02-15,3470
2019-02-16,3644
2019-02-17,3809
2019-02-18,3997
2019-02-19,4190
2019-02-20,4400
2019-02-21,4605
2019-02-22,4747
2019-02-23,4948
2019-02-24,5091
2019-02-25,5311
2019-02-26,5485
2019-02-27,5633
2019-02-28,5730
2019-03-01,5975
2019-03-02,6028
2019-03-03,6006
2019-03-04,5847
2019-03-05,5767
2019-03-06,5643
2019-03-07,5483
2019-03-08,5423
2019-03-09,5389
2019-03-10,5338
2019-03-11,5224
2019-03-12,5073
2019-03-13,4909
2019-03-14,4738
2019-03-15,4654
2019-03-16,4622
2019-03-17,4510
2019-03-18,4285
2019-03-19,4117
2019-03-20,4017
2019-03-21,3921
2019-03-22,3841
2019-03-23,3802
2019-03-24,3679
2019-03-25,3568
2019-03-26,3494
2019-03-27,3407
2019-03-28,3352
2019-03-29,3281
2019-03-30,3281
